Orthogroup	Auxenochlorella_protothecoides	Scenedesmus_NREL
OG0001359	RMZ52974.1 hypothetical protein APUTEX25_001093_ partial [Auxenochlorella protothecoides]	KAF6260432.1 hypothetical protein COO60DRAFT_891418 [Scenedesmus sp. NREL 46B-D3], KAF6260431.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001360	RMZ52976.1 hypothetical protein APUTEX25_001095 [Auxenochlorella protothecoides]	KAF6260878.1 type I 3-dehydroquinase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001361	RMZ53037.1 hypothetical protein APUTEX25_001156 [Auxenochlorella protothecoides]	KAF6264138.1 hypothetical protein COO60DRAFT_220740 [Scenedesmus sp. NREL 46B-D3], KAF6264145.1 hypothetical protein COO60DRAFT_1662012 [Scenedesmus sp. NREL 46B-D3], KAF6264137.1 hypothetical protein COO60DRAFT_220743 [Scenedesmus sp. NREL 46B-D3], KAF6264135.1 parkin-co-regulated protein [Scenedesmus sp. NREL 46B-D3]
OG0001362	RMZ53104.1 hypothetical protein APUTEX25_002513_ partial [Auxenochlorella protothecoides]	KAF6260868.1 short-chain dehydrogenase/reductase SDR [Scenedesmus sp. NREL 46B-D3], KAF6265818.1 short-chain dehydrogenase/reductase SDR [Scenedesmus sp. NREL 46B-D3]
OG0001363	RMZ53122.1 hypothetical protein APUTEX25_005111_ partial [Auxenochlorella protothecoides]	KAF6262604.1 hypothetical protein COO60DRAFT_1494915 [Scenedesmus sp. NREL 46B-D3]
OG0001364	RMZ53133.1 hypothetical protein APUTEX25_005122 [Auxenochlorella protothecoides]	KAF6253970.1 mediator of CRAC channel activity-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001365	RMZ53135.1 hypothetical protein APUTEX25_005124 [Auxenochlorella protothecoides]	KAF6253447.1 hypothetical protein COO60DRAFT_1668760 [Scenedesmus sp. NREL 46B-D3], KAF6253448.1 armadillo/beta-catenin repeat family protein [Scenedesmus sp. NREL 46B-D3]
OG0001366	RMZ53142.1 hypothetical protein APUTEX25_005131 [Auxenochlorella protothecoides]	KAF6257173.1 ribosomal protein S5 domain 2-type protein [Scenedesmus sp. NREL 46B-D3]
OG0001367	RMZ53145.1 hypothetical protein APUTEX25_005134_ partial [Auxenochlorella protothecoides]	KAF6264043.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001368	RMZ53152.1 hypothetical protein APUTEX25_005141_ partial [Auxenochlorella protothecoides]	KAF6257211.1 vesicle-associated membrane protein [Scenedesmus sp. NREL 46B-D3]
OG0001369	RMZ53158.1 hypothetical protein APUTEX25_005147 [Auxenochlorella protothecoides]	KAF6263774.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3], KAF6259978.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3], KAF6253623.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001370	RMZ53171.1 hypothetical protein APUTEX25_005160 [Auxenochlorella protothecoides]	KAF6257353.1 hypothetical protein COO60DRAFT_1271387 [Scenedesmus sp. NREL 46B-D3], KAF6257354.1 Meckelin [Scenedesmus sp. NREL 46B-D3]
OG0001372	RMZ53178.1 hypothetical protein APUTEX25_005167 [Auxenochlorella protothecoides]	KAF6251510.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3], KAF6240831.1 hypothetical protein COO60DRAFT_1708984 [Scenedesmus sp. NREL 46B-D3], KAF6251509.1 hypothetical protein COO60DRAFT_610651 [Scenedesmus sp. NREL 46B-D3], KAF6251508.1 hypothetical protein COO60DRAFT_610652 [Scenedesmus sp. NREL 46B-D3], KAF6261400.1 nucleotide cyclase [Scenedesmus sp. NREL 46B-D3]
OG0001373	RMZ53191.1 hypothetical protein APUTEX25_005180 [Auxenochlorella protothecoides]	KAF6244112.1 hypothetical protein COO60DRAFT_1601281 [Scenedesmus sp. NREL 46B-D3], KAF6244109.1 hypothetical protein COO60DRAFT_1708177 [Scenedesmus sp. NREL 46B-D3], KAF6244110.1 DnaJ domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001374	RMZ53194.1 hypothetical protein APUTEX25_005183_ partial [Auxenochlorella protothecoides]	KAF6260021.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6260022.1 hypothetical protein COO60DRAFT_1686479 [Scenedesmus sp. NREL 46B-D3]
OG0001375	RMZ53223.1 hypothetical protein APUTEX25_005212 [Auxenochlorella protothecoides]	KAF6254893.1 rae1-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001376	RMZ53247.1 hypothetical protein APUTEX25_005236 [Auxenochlorella protothecoides], RMZ53235.1 hypothetical protein APUTEX25_005224 [Auxenochlorella protothecoides]	KAF6254292.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001377	RMZ53259.1 hypothetical protein APUTEX25_005248 [Auxenochlorella protothecoides]	KAF6249054.1 hypothetical protein COO60DRAFT_1004676 [Scenedesmus sp. NREL 46B-D3]
OG0001378	RMZ53267.1 hypothetical protein APUTEX25_005256_ partial [Auxenochlorella protothecoides]	KAF6253126.1 hypothetical protein COO60DRAFT_1703964 [Scenedesmus sp. NREL 46B-D3]
OG0001379	RMZ53290.1 hypothetical protein APUTEX25_004778 [Auxenochlorella protothecoides]	KAF6262627.1 hypothetical protein COO60DRAFT_1699190 [Scenedesmus sp. NREL 46B-D3], KAF6257235.1 hypothetical protein COO60DRAFT_24079 [Scenedesmus sp. NREL 46B-D3]
OG0001380	RMZ53324.1 hypothetical protein APUTEX25_004812 [Auxenochlorella protothecoides]	KAF6256151.1 pyridine nucleotide-disulfide oxidoreductase-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001381	RMZ53325.1 hypothetical protein APUTEX25_004813 [Auxenochlorella protothecoides]	KAF6254982.1 argininosuccinate lyase [Scenedesmus sp. NREL 46B-D3]
OG0001382	RMZ53337.1 hypothetical protein APUTEX25_004825_ partial [Auxenochlorella protothecoides]	KAF6256242.1 structural maintenance of chromosomes protein 2 [Scenedesmus sp. NREL 46B-D3]
OG0001383	RMZ53373.1 hypothetical protein APUTEX25_004861_ partial [Auxenochlorella protothecoides]	KAF6254075.1 DNA topoisomerase [Scenedesmus sp. NREL 46B-D3]
OG0001384	RMZ53380.1 hypothetical protein APUTEX25_004868 [Auxenochlorella protothecoides]	KAF6252307.1 hypothetical protein COO60DRAFT_1672940 [Scenedesmus sp. NREL 46B-D3], KAF6254266.1 hypothetical protein COO60DRAFT_1542332 [Scenedesmus sp. NREL 46B-D3], KAF6254267.1 hypothetical protein COO60DRAFT_335706 [Scenedesmus sp. NREL 46B-D3]
OG0001385	RMZ53421.1 hypothetical protein APUTEX25_004909_ partial [Auxenochlorella protothecoides]	KAF6259681.1 topoisomerase VI B subunit_ transducer-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001386	RMZ53451.1 hypothetical protein APUTEX25_003273 [Auxenochlorella protothecoides]	KAF6256322.1 RNA polymerase Rpb6 [Scenedesmus sp. NREL 46B-D3]
OG0001387	RMZ53484.1 hypothetical protein APUTEX25_003306 [Auxenochlorella protothecoides]	KAF6263559.1 hypothetical protein COO60DRAFT_1267478_ partial [Scenedesmus sp. NREL 46B-D3], KAF6256394.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6262507.1 SNF2 family N-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001388	RMZ53491.1 hypothetical protein APUTEX25_003313_ partial [Auxenochlorella protothecoides]	KAF6264094.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001390	RMZ53535.1 hypothetical protein APUTEX25_003357_ partial [Auxenochlorella protothecoides]	KAF6265538.1 hypothetical protein COO60DRAFT_962481 [Scenedesmus sp. NREL 46B-D3], KAF6252949.1 hypothetical protein COO60DRAFT_477659 [Scenedesmus sp. NREL 46B-D3], KAF6265543.1 hypothetical protein COO60DRAFT_962986 [Scenedesmus sp. NREL 46B-D3]
OG0001391	RMZ53543.1 hypothetical protein APUTEX25_003365_ partial [Auxenochlorella protothecoides]	KAF6253337.1 hypothetical protein COO60DRAFT_1547347 [Scenedesmus sp. NREL 46B-D3]
OG0001393	RMZ53620.1 hypothetical protein APUTEX25_003154_ partial [Auxenochlorella protothecoides]	KAF6262789.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001395	RMZ53636.1 hypothetical protein APUTEX25_003170 [Auxenochlorella protothecoides]	KAF6254188.1 hypothetical protein COO60DRAFT_1622490 [Scenedesmus sp. NREL 46B-D3]
OG0001396	RMZ53637.1 hypothetical protein APUTEX25_003171_ partial [Auxenochlorella protothecoides]	KAF6261121.1 hypothetical protein COO60DRAFT_810164 [Scenedesmus sp. NREL 46B-D3], KAF6261120.1 hypothetical protein COO60DRAFT_810130 [Scenedesmus sp. NREL 46B-D3], KAF6261108.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001397	RMZ53645.1 hypothetical protein APUTEX25_003179 [Auxenochlorella protothecoides]	KAF6260621.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0001398	RMZ53652.1 hypothetical protein APUTEX25_003186 [Auxenochlorella protothecoides]	KAF6255085.1 aminotransferase class V domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001399	RMZ53656.1 hypothetical protein APUTEX25_003190 [Auxenochlorella protothecoides]	KAF6254956.1 hypothetical protein COO60DRAFT_1703048 [Scenedesmus sp. NREL 46B-D3]
OG0001400	RMZ53663.1 hypothetical protein APUTEX25_003197 [Auxenochlorella protothecoides]	KAF6262738.1 DUF814-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001401	RMZ53689.1 hypothetical protein APUTEX25_003223 [Auxenochlorella protothecoides]	KAF6266776.1 galactose-binding domain-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001402	RMZ53693.1 hypothetical protein APUTEX25_003227 [Auxenochlorella protothecoides]	KAF6262880.1 hypothetical protein COO60DRAFT_1493164 [Scenedesmus sp. NREL 46B-D3]
OG0001403	RMZ53705.1 hypothetical protein APUTEX25_003239 [Auxenochlorella protothecoides]	KAF6254134.1 hypothetical protein COO60DRAFT_1286398 [Scenedesmus sp. NREL 46B-D3]
OG0001404	RMZ53715.1 hypothetical protein APUTEX25_003249 [Auxenochlorella protothecoides]	KAF6266619.1 hypothetical protein COO60DRAFT_1472912 [Scenedesmus sp. NREL 46B-D3]
OG0001405	RMZ53788.1 hypothetical protein APUTEX25_003927 [Auxenochlorella protothecoides]	KAF6256964.1 hypothetical protein COO60DRAFT_1526513 [Scenedesmus sp. NREL 46B-D3], KAF6256965.1 hypothetical protein COO60DRAFT_1285221 [Scenedesmus sp. NREL 46B-D3]
OG0001406	RMZ53802.1 hypothetical protein APUTEX25_003941 [Auxenochlorella protothecoides]	KAF6262721.1 nucleophile aminohydrolase [Scenedesmus sp. NREL 46B-D3]
OG0001407	RMZ53807.1 hypothetical protein APUTEX25_003946_ partial [Auxenochlorella protothecoides]	KAF6263072.1 hypothetical protein COO60DRAFT_1699002 [Scenedesmus sp. NREL 46B-D3], KAF6249211.1 hypothetical protein COO60DRAFT_1582378 [Scenedesmus sp. NREL 46B-D3]
OG0001408	RMZ53813.1 hypothetical protein APUTEX25_003952 [Auxenochlorella protothecoides]	KAF6255320.1 exportin [Scenedesmus sp. NREL 46B-D3]
OG0001409	RMZ53876.1 hypothetical protein APUTEX25_005622 [Auxenochlorella protothecoides]	KAF6253891.1 hypothetical protein COO60DRAFT_1703610 [Scenedesmus sp. NREL 46B-D3], KAF6253890.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0001410	RMZ53880.1 hypothetical protein APUTEX25_005626 [Auxenochlorella protothecoides]	KAF6251778.1 hypothetical protein COO60DRAFT_584839 [Scenedesmus sp. NREL 46B-D3]
OG0001411	RMZ53884.1 hypothetical protein APUTEX25_005630 [Auxenochlorella protothecoides]	KAF6255924.1 hypothetical protein COO60DRAFT_1272258 [Scenedesmus sp. NREL 46B-D3]
OG0001412	RMZ53893.1 hypothetical protein APUTEX25_005575 [Auxenochlorella protothecoides]	KAF6255328.1 hypothetical protein COO60DRAFT_232252 [Scenedesmus sp. NREL 46B-D3]
OG0001413	RMZ53907.1 hypothetical protein APUTEX25_004750 [Auxenochlorella protothecoides], RMZ57731.1 hypothetical protein APUTEX25_001701_ partial [Auxenochlorella protothecoides]	KAF6259564.1 hypothetical protein COO60DRAFT_1700751 [Scenedesmus sp. NREL 46B-D3]
OG0001414	RMZ53917.1 hypothetical protein APUTEX25_004942 [Auxenochlorella protothecoides]	KAF6260198.1 trypsin family [Scenedesmus sp. NREL 46B-D3]
OG0001415	RMZ53923.1 hypothetical protein APUTEX25_004948 [Auxenochlorella protothecoides]	KAF6257832.1 bifunctional nuclease-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001416	RMZ53924.1 hypothetical protein APUTEX25_004949 [Auxenochlorella protothecoides]	KAF6254202.1 phosphorylated CTD interacting factor 1 WW domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6253946.1 hypothetical protein COO60DRAFT_1703563 [Scenedesmus sp. NREL 46B-D3]
OG0001417	RMZ53961.1 hypothetical protein APUTEX25_002538 [Auxenochlorella protothecoides]	KAF6257655.1 threonine synthase [Scenedesmus sp. NREL 46B-D3], KAF6254861.1 threonine synthase [Scenedesmus sp. NREL 46B-D3]
OG0001419	RMZ53972.1 hypothetical protein APUTEX25_002549 [Auxenochlorella protothecoides]	KAF6252240.1 hypothetical protein COO60DRAFT_1644206 [Scenedesmus sp. NREL 46B-D3]
OG0001420	RMZ53982.1 hypothetical protein APUTEX25_002559 [Auxenochlorella protothecoides]	KAF6257003.1 HIT-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001421	RMZ53997.1 hypothetical protein APUTEX25_002574 [Auxenochlorella protothecoides]	KAF6257278.1 hypothetical protein COO60DRAFT_1640101 [Scenedesmus sp. NREL 46B-D3]
OG0001422	RMZ54007.1 hypothetical protein APUTEX25_002584 [Auxenochlorella protothecoides]	KAF6253303.1 GTP-binding protein yptV3 [Scenedesmus sp. NREL 46B-D3], KAF6254635.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001423	RMZ54023.1 hypothetical protein APUTEX25_002600 [Auxenochlorella protothecoides]	KAF6251214.1 hypothetical protein COO60DRAFT_658938 [Scenedesmus sp. NREL 46B-D3], KAF6250626.1 hypothetical protein COO60DRAFT_788713 [Scenedesmus sp. NREL 46B-D3]
OG0001424	RMZ54027.1 hypothetical protein APUTEX25_002604 [Auxenochlorella protothecoides]	KAF6262246.1 homoserine kinase [Scenedesmus sp. NREL 46B-D3]
OG0001425	RMZ54031.1 hypothetical protein APUTEX25_002608 [Auxenochlorella protothecoides]	KAF6258030.1 class I glutamine amidotransferase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001426	RMZ54040.1 hypothetical protein APUTEX25_002617 [Auxenochlorella protothecoides]	KAF6257163.1 splicing factor_ component of the U5 snRNP and of the spliceosome [Scenedesmus sp. NREL 46B-D3]
OG0001427	RMZ54054.1 hypothetical protein APUTEX25_002631 [Auxenochlorella protothecoides]	KAF6260724.1 JmjC-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266335.1 JmjC-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001428	RMZ54058.1 hypothetical protein APUTEX25_002635 [Auxenochlorella protothecoides]	KAF6264749.1 hypothetical protein COO60DRAFT_1698126 [Scenedesmus sp. NREL 46B-D3]
OG0001429	RMZ54413.1 hypothetical protein APUTEX25_001989 [Auxenochlorella protothecoides], RMZ54105.1 hypothetical protein APUTEX25_002682 [Auxenochlorella protothecoides]	KAF6253238.1 FAR-17a/AIG1-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001430	RMZ54123.1 hypothetical protein APUTEX25_005279 [Auxenochlorella protothecoides]	KAF6250505.1 hypothetical protein COO60DRAFT_1646775 [Scenedesmus sp. NREL 46B-D3]
OG0001431	RMZ57736.1 hypothetical protein APUTEX25_003265_ partial [Auxenochlorella protothecoides], RMZ54177.1 hypothetical protein APUTEX25_005333 [Auxenochlorella protothecoides]	KAF6253815.1 hypothetical protein COO60DRAFT_386572 [Scenedesmus sp. NREL 46B-D3]
OG0001432	RMZ54237.1 hypothetical protein APUTEX25_000588 [Auxenochlorella protothecoides]	KAF6258468.1 putative adrenodoxin [Scenedesmus sp. NREL 46B-D3]
OG0001433	RMZ54281.1 hypothetical protein APUTEX25_001439 [Auxenochlorella protothecoides]	KAF6265214.1 hypothetical protein COO60DRAFT_1689649 [Scenedesmus sp. NREL 46B-D3], KAF6256931.1 N-carbamyl-L-amino acid amidohydrolase [Scenedesmus sp. NREL 46B-D3], KAF6252617.1 N-carbamyl-L-amino acid amidohydrolase [Scenedesmus sp. NREL 46B-D3]
OG0001434	RMZ54355.1 hypothetical protein APUTEX25_001931 [Auxenochlorella protothecoides]	KAF6252475.1 hypothetical protein COO60DRAFT_1672301 [Scenedesmus sp. NREL 46B-D3], KAF6262207.1 hypothetical protein COO60DRAFT_1496878 [Scenedesmus sp. NREL 46B-D3], KAF6260670.1 hypothetical protein COO60DRAFT_1684278 [Scenedesmus sp. NREL 46B-D3]
OG0001435	RMZ54389.1 hypothetical protein APUTEX25_001965_ partial [Auxenochlorella protothecoides]	KAF6260764.1 sucrose synthase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001436	RMZ54390.1 hypothetical protein APUTEX25_001966 [Auxenochlorella protothecoides]	KAF6252995.1 hypothetical protein COO60DRAFT_1704042 [Scenedesmus sp. NREL 46B-D3]
OG0001437	RMZ54391.1 hypothetical protein APUTEX25_001967 [Auxenochlorella protothecoides]	KAF6259862.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0001438	RMZ54403.1 hypothetical protein APUTEX25_001979 [Auxenochlorella protothecoides]	KAF6253347.1 ATP-NAD kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001439	RMZ54405.1 hypothetical protein APUTEX25_001981_ partial [Auxenochlorella protothecoides]	KAF6261487.1 hypothetical protein COO60DRAFT_775152 [Scenedesmus sp. NREL 46B-D3]
OG0001440	RMZ54457.1 hypothetical protein APUTEX25_002033_ partial [Auxenochlorella protothecoides]	KAF6256570.1 hypothetical protein COO60DRAFT_96392 [Scenedesmus sp. NREL 46B-D3]
OG0001441	RMZ54465.1 hypothetical protein APUTEX25_002041_ partial [Auxenochlorella protothecoides]	KAF6260483.1 Endonuclease/exonuclease/phosphatase [Scenedesmus sp. NREL 46B-D3]
OG0001442	RMZ54511.1 hypothetical protein APUTEX25_002087 [Auxenochlorella protothecoides]	KAF6256351.1 insulin-induced protein family [Scenedesmus sp. NREL 46B-D3], KAF6260631.1 hypothetical protein COO60DRAFT_1625661 [Scenedesmus sp. NREL 46B-D3]
OG0001443	RMZ54539.1 hypothetical protein APUTEX25_002114 [Auxenochlorella protothecoides]	KAF6258057.1 acetate kinase [Scenedesmus sp. NREL 46B-D3]
OG0001444	RMZ54578.1 hypothetical protein APUTEX25_002484 [Auxenochlorella protothecoides]	KAF6259969.1 hypothetical protein COO60DRAFT_1637913 [Scenedesmus sp. NREL 46B-D3], KAF6257744.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257746.1 MAP kinase phosphatase 1 [Scenedesmus sp. NREL 46B-D3], KAF6252951.1 hypothetical protein COO60DRAFT_1643545 [Scenedesmus sp. NREL 46B-D3], KAF6262347.1 hypothetical protein COO60DRAFT_1699341 [Scenedesmus sp. NREL 46B-D3]
OG0001445	RMZ54593.1 hypothetical protein APUTEX25_002179_ partial [Auxenochlorella protothecoides]	KAF6252875.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001446	RMZ54598.1 hypothetical protein APUTEX25_002184 [Auxenochlorella protothecoides]	KAF6252879.1 RNA polymerase_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001447	RMZ54604.1 hypothetical protein APUTEX25_002190 [Auxenochlorella protothecoides]	KAF6250353.1 Sac2 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6250352.1 hypothetical protein COO60DRAFT_1647305 [Scenedesmus sp. NREL 46B-D3]
OG0001448	RMZ54615.1 hypothetical protein APUTEX25_002201 [Auxenochlorella protothecoides]	KAF6255297.1 RNA polymerase III transcription factor IIIC subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001449	RMZ54626.1 hypothetical protein APUTEX25_003004 [Auxenochlorella protothecoides]	KAF6266368.1 hypothetical protein COO60DRAFT_449669 [Scenedesmus sp. NREL 46B-D3]
OG0001450	RMZ54656.1 hypothetical protein APUTEX25_003034 [Auxenochlorella protothecoides]	KAF6254772.1 cation efflux protein [Scenedesmus sp. NREL 46B-D3], KAF6254771.1 HAUS augmin-like complex subunit 6 N-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001451	RMZ54678.1 hypothetical protein APUTEX25_003056 [Auxenochlorella protothecoides]	KAF6261350.1 hypothetical protein COO60DRAFT_1636929 [Scenedesmus sp. NREL 46B-D3], KAF6253888.1 putative bithoraxoid-like protein [Scenedesmus sp. NREL 46B-D3]
