Orthogroup	Auxenochlorella_protothecoides	Chlorella_A99
OG0000998	RMZ56777.1 hypothetical protein APUTEX25_002866 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3106 [Chlorella sp. A99]
OG0000999	RMZ56819.1 hypothetical protein APUTEX25_002908_ partial [Auxenochlorella protothecoides]	PCFQ01000006.1 g3151 [Chlorella sp. A99]
OG0001000	RMZ56901.1 hypothetical protein APUTEX25_002990 [Auxenochlorella protothecoides]	PCFQ01000082.1 g588 [Chlorella sp. A99]
OG0001001	RMZ56978.1 hypothetical protein APUTEX25_005040 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1514 [Chlorella sp. A99]
OG0001007	RMZ57199.1 hypothetical protein APUTEX25_004033 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2770 [Chlorella sp. A99]
OG0001008	RMZ57329.1 hypothetical protein APUTEX25_004163_ partial [Auxenochlorella protothecoides]	PCFQ01000012.1 g1844 [Chlorella sp. A99]
OG0001009	RMZ57499.1 hypothetical protein APUTEX25_003742 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3162 [Chlorella sp. A99], PCFQ01000058.1 g39 [Chlorella sp. A99]
OG0001010	RMZ57552.1 hypothetical protein APUTEX25_001752_ partial [Auxenochlorella protothecoides]	PCFQ01000004.1 g2711 [Chlorella sp. A99]
OG0001012	RMZ57634.1 hypothetical protein APUTEX25_001834_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1497 [Chlorella sp. A99], PCFQ01000081.1 g1653 [Chlorella sp. A99]
OG0001013	RMZ57658.1 hypothetical protein APUTEX25_001858 [Auxenochlorella protothecoides]	PCFQ01000058.1 g5 [Chlorella sp. A99]
OG0001054	RMZ52061.1 hypothetical protein APUTEX25_001255 [Auxenochlorella protothecoides]	PCFQ01000015.1 g3092 [Chlorella sp. A99]
OG0001055	RMZ52065.1 hypothetical protein APUTEX25_001259 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1408 [Chlorella sp. A99]
OG0001056	RMZ52082.1 hypothetical protein APUTEX25_001276 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2743 [Chlorella sp. A99]
OG0001058	RMZ52161.1 hypothetical protein APUTEX25_001551_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g155 [Chlorella sp. A99]
OG0001060	RMZ52203.1 hypothetical protein APUTEX25_001593 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1338 [Chlorella sp. A99]
OG0001061	RMZ52209.1 hypothetical protein APUTEX25_001599 [Auxenochlorella protothecoides]	PCFQ01000010.1 g381 [Chlorella sp. A99]
OG0001062	RMZ52255.1 hypothetical protein APUTEX25_001645 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1347 [Chlorella sp. A99]
OG0001064	RMZ52271.1 hypothetical protein APUTEX25_001661_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1341 [Chlorella sp. A99]
OG0001065	RMZ52295.1 hypothetical protein APUTEX25_001685 [Auxenochlorella protothecoides], RMZ52359.1 hypothetical protein APUTEX25_000634 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2437 [Chlorella sp. A99]
OG0001067	RMZ52311.1 hypothetical protein APUTEX25_005064 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1281 [Chlorella sp. A99]
OG0001068	RMZ52322.1 hypothetical protein APUTEX25_005075_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2890 [Chlorella sp. A99]
OG0001069	RMZ52337.1 hypothetical protein APUTEX25_005090 [Auxenochlorella protothecoides]	PCFQ01000075.1 g1934 [Chlorella sp. A99]
OG0001072	RMZ52401.1 hypothetical protein APUTEX25_000676 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2441 [Chlorella sp. A99]
OG0001074	RMZ52465.1 hypothetical protein APUTEX25_000044 [Auxenochlorella protothecoides]	PCFQ01000007.1 g1240 [Chlorella sp. A99]
OG0001076	RMZ52511.1 hypothetical protein APUTEX25_003654 [Auxenochlorella protothecoides], RMZ54710.1 hypothetical protein APUTEX25_003088 [Auxenochlorella protothecoides]	PCFQ01000058.1 g29 [Chlorella sp. A99]
OG0001077	RMZ52520.1 hypothetical protein APUTEX25_003663 [Auxenochlorella protothecoides], RMZ56142.1 hypothetical protein APUTEX25_004566_ partial [Auxenochlorella protothecoides]	PCFQ01000005.1 g796 [Chlorella sp. A99]
OG0001078	RMZ52548.1 hypothetical protein APUTEX25_003691 [Auxenochlorella protothecoides]	PCFQ01000058.1 g196 [Chlorella sp. A99]
OG0001079	RMZ52550.1 hypothetical protein APUTEX25_003693_ partial [Auxenochlorella protothecoides]	PCFQ01000037.1 g2340 [Chlorella sp. A99]
OG0001080	RMZ52572.1 hypothetical protein APUTEX25_003715_ partial [Auxenochlorella protothecoides]	PCFQ01000037.1 g2391 [Chlorella sp. A99]
OG0001081	RMZ52592.1 hypothetical protein APUTEX25_000711 [Auxenochlorella protothecoides]	PCFQ01000012.1 g1837 [Chlorella sp. A99]
OG0001082	RMZ52603.1 hypothetical protein APUTEX25_000722 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3320 [Chlorella sp. A99]
OG0001083	RMZ52636.1 hypothetical protein APUTEX25_000755 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2200 [Chlorella sp. A99]
OG0001088	RMZ52818.1 hypothetical protein APUTEX25_000937 [Auxenochlorella protothecoides]	PCFQ01000007.1 g1233 [Chlorella sp. A99]
OG0001089	RMZ52821.1 hypothetical protein APUTEX25_000940 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3319 [Chlorella sp. A99]
OG0001090	RMZ52885.1 hypothetical protein APUTEX25_001004 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2488 [Chlorella sp. A99]
OG0001092	RMZ52908.1 hypothetical protein APUTEX25_001027_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g1985 [Chlorella sp. A99]
OG0001093	RMZ52919.1 hypothetical protein APUTEX25_001038_ partial [Auxenochlorella protothecoides], RMZ54056.1 hypothetical protein APUTEX25_002633_ partial [Auxenochlorella protothecoides]	PCFQ01000013.1 g3367 [Chlorella sp. A99]
OG0001094	RMZ52925.1 hypothetical protein APUTEX25_001044 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2620 [Chlorella sp. A99]
OG0001095	RMZ52936.1 hypothetical protein APUTEX25_001055 [Auxenochlorella protothecoides]	PCFQ01000007.1 g1237 [Chlorella sp. A99]
OG0001096	RMZ52948.1 hypothetical protein APUTEX25_001067 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3345 [Chlorella sp. A99]
OG0001097	RMZ52955.1 hypothetical protein APUTEX25_001074 [Auxenochlorella protothecoides]	PCFQ01000001.1 g960 [Chlorella sp. A99]
OG0001098	RMZ52961.1 hypothetical protein APUTEX25_001080_ partial [Auxenochlorella protothecoides]	PCFQ01000037.1 g2457 [Chlorella sp. A99]
OG0001099	RMZ52989.1 hypothetical protein APUTEX25_001108_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1383 [Chlorella sp. A99]
OG0001100	RMZ52998.1 hypothetical protein APUTEX25_001117_ partial [Auxenochlorella protothecoides]	PCFQ01000013.1 g3321 [Chlorella sp. A99]
OG0001103	RMZ53125.1 hypothetical protein APUTEX25_005114 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2027 [Chlorella sp. A99]
OG0001104	RMZ53128.1 hypothetical protein APUTEX25_005117_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2031 [Chlorella sp. A99]
OG0001106	RMZ53150.1 hypothetical protein APUTEX25_005139 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2817 [Chlorella sp. A99]
OG0001109	RMZ53183.1 hypothetical protein APUTEX25_005172 [Auxenochlorella protothecoides]	PCFQ01000058.1 g143 [Chlorella sp. A99]
OG0001110	RMZ53192.1 hypothetical protein APUTEX25_005181 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2037 [Chlorella sp. A99]
OG0001112	RMZ53218.1 hypothetical protein APUTEX25_005207_ partial [Auxenochlorella protothecoides]	PCFQ01000081.1 g1618 [Chlorella sp. A99]
OG0001114	RMZ53308.1 hypothetical protein APUTEX25_004796 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2581 [Chlorella sp. A99]
OG0001117	RMZ53363.1 hypothetical protein APUTEX25_004851 [Auxenochlorella protothecoides], RMZ55765.1 hypothetical protein APUTEX25_005806_ partial [Auxenochlorella protothecoides]	PCFQ01000075.1 g1943 [Chlorella sp. A99]
OG0001118	RMZ53375.1 hypothetical protein APUTEX25_004863_ partial [Auxenochlorella protothecoides]	PCFQ01000081.1 g1567 [Chlorella sp. A99]
OG0001119	RMZ53379.1 hypothetical protein APUTEX25_004867 [Auxenochlorella protothecoides]	PCFQ01000009.1 g1675 [Chlorella sp. A99]
OG0001120	RMZ53389.1 hypothetical protein APUTEX25_004877 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2459 [Chlorella sp. A99]
OG0001121	RMZ53415.1 hypothetical protein APUTEX25_004903_ partial [Auxenochlorella protothecoides]	PCFQ01000040.1 g2305 [Chlorella sp. A99]
OG0001122	RMZ57149.1 hypothetical protein APUTEX25_003606_ partial [Auxenochlorella protothecoides]	PCFQ01000081.1 g1552 [Chlorella sp. A99]
OG0001123	RMZ53506.1 hypothetical protein APUTEX25_003328 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3284 [Chlorella sp. A99]
OG0001125	RMZ53544.1 hypothetical protein APUTEX25_003366 [Auxenochlorella protothecoides]	PCFQ01000015.1 g2980 [Chlorella sp. A99]
OG0001127	RMZ53556.1 hypothetical protein APUTEX25_003378 [Auxenochlorella protothecoides]	PCFQ01000001.1 g975 [Chlorella sp. A99]
OG0001128	RMZ54249.1 hypothetical protein APUTEX25_000600 [Auxenochlorella protothecoides]	PCFQ01000001.1 g962 [Chlorella sp. A99]
OG0001129	RMZ53562.1 hypothetical protein APUTEX25_003384_ partial [Auxenochlorella protothecoides]	PCFQ01000003.1 g1031 [Chlorella sp. A99]
OG0001131	RMZ53639.1 hypothetical protein APUTEX25_003173_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2899 [Chlorella sp. A99]
OG0001133	RMZ53758.1 hypothetical protein APUTEX25_003897 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2837 [Chlorella sp. A99]
OG0001134	RMZ53762.1 hypothetical protein APUTEX25_003901 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2643 [Chlorella sp. A99]
OG0001136	RMZ53790.1 hypothetical protein APUTEX25_003929_ partial [Auxenochlorella protothecoides]	PCFQ01000018.1 g484 [Chlorella sp. A99]
OG0001137	RMZ53865.1 hypothetical protein APUTEX25_005611 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2002 [Chlorella sp. A99]
OG0001139	RMZ53965.1 hypothetical protein APUTEX25_002542 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1271 [Chlorella sp. A99], PCFQ01000079.1 g1270 [Chlorella sp. A99]
OG0001141	RMZ53969.1 hypothetical protein APUTEX25_002546_ partial [Auxenochlorella protothecoides]	PCFQ01000003.1 g1017 [Chlorella sp. A99]
OG0001143	RMZ53994.1 hypothetical protein APUTEX25_002571_ partial [Auxenochlorella protothecoides]	PCFQ01000013.1 g3363 [Chlorella sp. A99]
OG0001144	RMZ54013.1 hypothetical protein APUTEX25_002590 [Auxenochlorella protothecoides]	PCFQ01000010.1 g379 [Chlorella sp. A99]
OG0001145	RMZ54044.1 hypothetical protein APUTEX25_002621 [Auxenochlorella protothecoides]	PCFQ01000019.1 g1797 [Chlorella sp. A99]
OG0001148	RMZ54181.1 hypothetical protein APUTEX25_005337_ partial [Auxenochlorella protothecoides]	PCFQ01000005.1 g750 [Chlorella sp. A99]
OG0001149	RMZ54206.1 hypothetical protein APUTEX25_005362_ partial [Auxenochlorella protothecoides]	PCFQ01000001.1 g996 [Chlorella sp. A99]
OG0001150	RMZ54253.1 hypothetical protein APUTEX25_000604 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1415 [Chlorella sp. A99]
OG0001151	RMZ54255.1 hypothetical protein APUTEX25_000606 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1468 [Chlorella sp. A99]
OG0001153	RMZ54312.1 hypothetical protein APUTEX25_001470 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2209 [Chlorella sp. A99]
OG0001154	RMZ54352.1 hypothetical protein APUTEX25_001928 [Auxenochlorella protothecoides]	PCFQ01000058.1 g234 [Chlorella sp. A99]
OG0001156	RMZ54381.1 hypothetical protein APUTEX25_001957_ partial [Auxenochlorella protothecoides]	PCFQ01000003.1 g1077 [Chlorella sp. A99]
OG0001157	RMZ54435.1 hypothetical protein APUTEX25_002011_ partial [Auxenochlorella protothecoides]	PCFQ01000037.1 g2495 [Chlorella sp. A99], PCFQ01000037.1 g2496 [Chlorella sp. A99]
OG0001160	RMZ55485.1 hypothetical protein APUTEX25_000068 [Auxenochlorella protothecoides]	PCFQ01000003.1 g1079 [Chlorella sp. A99]
OG0001163	RMZ54518.1 hypothetical protein APUTEX25_002094 [Auxenochlorella protothecoides]	PCFQ01000058.1 g146 [Chlorella sp. A99]
OG0001164	RMZ54552.1 hypothetical protein APUTEX25_002127 [Auxenochlorella protothecoides]	PCFQ01000058.1 g118 [Chlorella sp. A99]
OG0001164	RMZ54566.1 hypothetical protein APUTEX25_002141 [Auxenochlorella protothecoides]	PCFQ01000058.1 g117 [Chlorella sp. A99]
OG0001165	RMZ54564.1 hypothetical protein APUTEX25_002139 [Auxenochlorella protothecoides]	PCFQ01000058.1 g114 [Chlorella sp. A99]
OG0001167	RMZ54573.1 hypothetical protein APUTEX25_002148_ partial [Auxenochlorella protothecoides]	PCFQ01000077.1 g1748 [Chlorella sp. A99]
OG0001169	RMZ54685.1 hypothetical protein APUTEX25_003063 [Auxenochlorella protothecoides]	PCFQ01000002.1 g730 [Chlorella sp. A99]
OG0001172	RMZ54721.1 hypothetical protein APUTEX25_003099_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g65 [Chlorella sp. A99]
OG0001173	RMZ54809.1 hypothetical protein APUTEX25_000326 [Auxenochlorella protothecoides]	PCFQ01000009.1 g1723 [Chlorella sp. A99]
OG0001174	RMZ54876.1 hypothetical protein APUTEX25_000393_ partial [Auxenochlorella protothecoides]	PCFQ01000082.1 g510 [Chlorella sp. A99]
OG0001175	RMZ54889.1 hypothetical protein APUTEX25_000406 [Auxenochlorella protothecoides]	PCFQ01000021.1 g2317 [Chlorella sp. A99], PCFQ01000006.1 g3098 [Chlorella sp. A99]
OG0001176	RMZ54898.1 hypothetical protein APUTEX25_000415 [Auxenochlorella protothecoides]	PCFQ01000015.1 g2954 [Chlorella sp. A99]
OG0001177	RMZ54949.1 hypothetical protein APUTEX25_000466 [Auxenochlorella protothecoides]	PCFQ01000009.1 g1724 [Chlorella sp. A99]
OG0001180	RMZ55021.1 hypothetical protein APUTEX25_005647_ partial [Auxenochlorella protothecoides]	PCFQ01000020.1 g944 [Chlorella sp. A99]
OG0001182	RMZ55047.1 hypothetical protein APUTEX25_005673 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2129 [Chlorella sp. A99]
OG0001183	RMZ55060.1 hypothetical protein APUTEX25_005686_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2793 [Chlorella sp. A99]
OG0001184	RMZ55090.1 hypothetical protein APUTEX25_005716_ partial [Auxenochlorella protothecoides]	PCFQ01000023.1 g2229 [Chlorella sp. A99]
OG0001189	RMZ55212.1 hypothetical protein APUTEX25_005490 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1613 [Chlorella sp. A99]
OG0001192	RMZ55251.1 hypothetical protein APUTEX25_005529_ partial [Auxenochlorella protothecoides]	PCFQ01000075.1 g1924 [Chlorella sp. A99]
OG0001193	RMZ55263.1 hypothetical protein APUTEX25_005541 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3354 [Chlorella sp. A99]
OG0001194	RMZ55324.1 hypothetical protein APUTEX25_003462 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1542 [Chlorella sp. A99]
OG0001195	RMZ57147.1 hypothetical protein APUTEX25_003604_ partial [Auxenochlorella protothecoides], RMZ55347.1 hypothetical protein APUTEX25_003485_ partial [Auxenochlorella protothecoides]	PCFQ01000081.1 g1547 [Chlorella sp. A99]
OG0001196	RMZ55352.1 hypothetical protein APUTEX25_002210_ partial [Auxenochlorella protothecoides]	PCFQ01000017.1 g2277 [Chlorella sp. A99], PCFQ01000037.1 g2363 [Chlorella sp. A99]
OG0001197	RMZ56891.1 hypothetical protein APUTEX25_002980_ partial [Auxenochlorella protothecoides]	PCFQ01000022.1 g2329 [Chlorella sp. A99]
OG0001200	RMZ55511.1 hypothetical protein APUTEX25_000094 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2162 [Chlorella sp. A99], PCFQ01000004.1 g2691 [Chlorella sp. A99]
OG0001201	RMZ55516.1 hypothetical protein APUTEX25_000099 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1388 [Chlorella sp. A99]
OG0001203	RMZ55638.1 hypothetical protein APUTEX25_000221_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1365 [Chlorella sp. A99]
OG0001204	RMZ55750.1 hypothetical protein APUTEX25_005791 [Auxenochlorella protothecoides]	PCFQ01000015.1 g3033 [Chlorella sp. A99]
OG0001205	RMZ55763.1 hypothetical protein APUTEX25_005804 [Auxenochlorella protothecoides]	PCFQ01000001.1 g969 [Chlorella sp. A99], PCFQ01000007.1 g1203 [Chlorella sp. A99]
OG0001208	RMZ55954.1 hypothetical protein APUTEX25_004378 [Auxenochlorella protothecoides]	PCFQ01000077.1 g1740 [Chlorella sp. A99]
OG0001209	RMZ55966.1 hypothetical protein APUTEX25_004390 [Auxenochlorella protothecoides]	PCFQ01000005.1 g818 [Chlorella sp. A99]
OG0001210	RMZ55971.1 hypothetical protein APUTEX25_004395_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g191 [Chlorella sp. A99], PCFQ01000004.1 g2644 [Chlorella sp. A99]
OG0001211	RMZ56016.1 hypothetical protein APUTEX25_004440 [Auxenochlorella protothecoides]	PCFQ01000058.1 g175 [Chlorella sp. A99]
OG0001212	RMZ56061.1 hypothetical protein APUTEX25_004485 [Auxenochlorella protothecoides]	PCFQ01000005.1 g817 [Chlorella sp. A99]
OG0001213	RMZ56127.1 hypothetical protein APUTEX25_004551 [Auxenochlorella protothecoides]	PCFQ01000077.1 g1737 [Chlorella sp. A99]
OG0001214	RMZ56159.1 hypothetical protein APUTEX25_004583_ partial [Auxenochlorella protothecoides]	PCFQ01000005.1 g834 [Chlorella sp. A99]
OG0001215	RMZ56255.1 hypothetical protein APUTEX25_002445_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1268 [Chlorella sp. A99]
OG0001216	RMZ56352.1 hypothetical protein APUTEX25_004709 [Auxenochlorella protothecoides]	PCFQ01000075.1 g1911 [Chlorella sp. A99]
OG0001218	RMZ56443.1 hypothetical protein APUTEX25_004666 [Auxenochlorella protothecoides]	PCFQ01000002.1 g741 [Chlorella sp. A99]
OG0001219	RMZ56523.1 hypothetical protein APUTEX25_001370_ partial [Auxenochlorella protothecoides]	PCFQ01000018.1 g486 [Chlorella sp. A99]
OG0001221	RMZ56628.1 hypothetical protein APUTEX25_002717 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3137 [Chlorella sp. A99]
OG0001222	RMZ56640.1 hypothetical protein APUTEX25_002729 [Auxenochlorella protothecoides]	PCFQ01000002.1 g689 [Chlorella sp. A99]
OG0001223	RMZ56644.1 hypothetical protein APUTEX25_002733 [Auxenochlorella protothecoides]	PCFQ01000082.1 g502 [Chlorella sp. A99]
OG0001225	RMZ56664.1 hypothetical protein APUTEX25_002753_ partial [Auxenochlorella protothecoides]	PCFQ01000015.1 g2947 [Chlorella sp. A99]
OG0001226	RMZ56704.1 hypothetical protein APUTEX25_002793 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2666 [Chlorella sp. A99]
OG0001229	RMZ56784.1 hypothetical protein APUTEX25_002873 [Auxenochlorella protothecoides]	PCFQ01000082.1 g543 [Chlorella sp. A99]
OG0001233	RMZ56973.1 hypothetical protein APUTEX25_005035_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g52 [Chlorella sp. A99], PCFQ01000011.1 g2741 [Chlorella sp. A99]
OG0001235	RMZ57058.1 hypothetical protein APUTEX25_002290_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g181 [Chlorella sp. A99]
OG0001236	RMZ57185.1 hypothetical protein APUTEX25_004019 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3244 [Chlorella sp. A99]
OG0001238	RMZ57304.1 hypothetical protein APUTEX25_004138 [Auxenochlorella protothecoides], RMZ57290.1 hypothetical protein APUTEX25_004124 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2601 [Chlorella sp. A99]
OG0001240	RMZ57333.1 hypothetical protein APUTEX25_004167 [Auxenochlorella protothecoides]	PCFQ01000002.1 g677 [Chlorella sp. A99]
OG0001241	RMZ57343.1 hypothetical protein APUTEX25_004177 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2520 [Chlorella sp. A99]
OG0001242	RMZ57497.1 hypothetical protein APUTEX25_003740_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g41 [Chlorella sp. A99]
OG0001243	RMZ57500.1 hypothetical protein APUTEX25_003743 [Auxenochlorella protothecoides]	PCFQ01000058.1 g47 [Chlorella sp. A99]
OG0001244	RMZ57558.1 hypothetical protein APUTEX25_001758 [Auxenochlorella protothecoides]	PCFQ01000058.1 g10 [Chlorella sp. A99]
OG0001245	RMZ57560.1 hypothetical protein APUTEX25_001760_ partial [Auxenochlorella protothecoides]	PCFQ01000020.1 g906 [Chlorella sp. A99]
OG0001246	RMZ57589.1 hypothetical protein APUTEX25_001789 [Auxenochlorella protothecoides]	PCFQ01000073.1 g1974 [Chlorella sp. A99]
OG0001248	RMZ57830.1 hypothetical protein APUTEX25_002159_ partial [Auxenochlorella protothecoides]	PCFQ01000082.1 g558 [Chlorella sp. A99]
OG0001306	RMZ52026.1 hypothetical protein APUTEX25_001220 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2519 [Chlorella sp. A99]
OG0001307	RMZ52027.1 hypothetical protein APUTEX25_001221 [Auxenochlorella protothecoides]	PCFQ01000015.1 g3080 [Chlorella sp. A99]
OG0001309	RMZ52043.1 hypothetical protein APUTEX25_001237 [Auxenochlorella protothecoides]	PCFQ01000002.1 g669 [Chlorella sp. A99]
OG0001310	RMZ52046.1 hypothetical protein APUTEX25_001240_ partial [Auxenochlorella protothecoides]	PCFQ01000015.1 g3078 [Chlorella sp. A99]
OG0001311	RMZ52066.1 hypothetical protein APUTEX25_001260_ partial [Auxenochlorella protothecoides]	PCFQ01000013.1 g3364 [Chlorella sp. A99]
OG0001312	RMZ52072.1 hypothetical protein APUTEX25_001266 [Auxenochlorella protothecoides]	PCFQ01000046.1 g1875 [Chlorella sp. A99]
OG0001313	RMZ52088.1 hypothetical protein APUTEX25_001282 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1297 [Chlorella sp. A99]
