Orthogroup	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169
OG0000707	KAI3433735.1 hypothetical protein D9Q98_003542 [Chlorella vulgaris]	EIE22389.1 DUF1782-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000708	KAI3427375.1 hypothetical protein D9Q98_010291 [Chlorella vulgaris], KAI3424332.1 hypothetical protein D9Q98_009885 [Chlorella vulgaris]	EIE20934.1 hypothetical protein COCSUDRAFT_57477 [Coccomyxa subellipsoidea C-169], EIE18409.1 hypothetical protein COCSUDRAFT_60373 [Coccomyxa subellipsoidea C-169], EIE18096.1 hypothetical protein COCSUDRAFT_60589 [Coccomyxa subellipsoidea C-169]
OG0000709	KAI3424879.1 hypothetical protein D9Q98_008263 [Chlorella vulgaris]	EIE21802.1 hypothetical protein COCSUDRAFT_66688 [Coccomyxa subellipsoidea C-169], EIE22542.1 AAR2-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000710	KAI3424272.1 hypothetical protein D9Q98_009626 [Chlorella vulgaris], KAI3439131.1 hypothetical protein D9Q98_001539 [Chlorella vulgaris], KAI3439133.1 hypothetical protein D9Q98_001541 [Chlorella vulgaris]	EIE26254.1 hypothetical protein COCSUDRAFT_32119 [Coccomyxa subellipsoidea C-169]
OG0000711	KAI3428524.1 hypothetical protein D9Q98_007347 [Chlorella vulgaris], KAI3436193.1 hypothetical protein D9Q98_002248 [Chlorella vulgaris]	EIE19572.1 hypothetical protein COCSUDRAFT_58321 [Coccomyxa subellipsoidea C-169]
OG0000712	KAI3428773.1 hypothetical protein D9Q98_007594 [Chlorella vulgaris]	EIE22454.1 Arginase/deacetylase [Coccomyxa subellipsoidea C-169]
OG0000712	KAI3423433.1 hypothetical protein D9Q98_010649 [Chlorella vulgaris]	EIE23918.1 Arginase/deacetylase_ partial [Coccomyxa subellipsoidea C-169], EIE26198.1 histone deacetylase [Coccomyxa subellipsoidea C-169]
OG0000713	KAI3426926.1 hypothetical protein D9Q98_006870 [Chlorella vulgaris]	EIE19598.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0000714	KAI3435947.1 hypothetical protein D9Q98_002005 [Chlorella vulgaris]	EIE22510.1 hypothetical protein COCSUDRAFT_83467 [Coccomyxa subellipsoidea C-169]
OG0000714	KAI3426411.1 hypothetical protein D9Q98_008780 [Chlorella vulgaris]	EIE25650.1 DAGAT-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000716	KAI3438585.1 hypothetical protein D9Q98_001009 [Chlorella vulgaris], KAI3438682.1 hypothetical protein D9Q98_001102 [Chlorella vulgaris]	EIE24529.1 hypothetical protein COCSUDRAFT_65401 [Coccomyxa subellipsoidea C-169]
OG0000717	KAI3424368.1 hypothetical protein D9Q98_009921 [Chlorella vulgaris]	EIE19064.1 hypothetical protein COCSUDRAFT_59550 [Coccomyxa subellipsoidea C-169]
OG0000718	KAI3428431.1 hypothetical protein D9Q98_007258 [Chlorella vulgaris]	EIE20179.1 L domain-like protein [Coccomyxa subellipsoidea C-169]
OG0000719	KAI3423880.1 hypothetical protein D9Q98_009714 [Chlorella vulgaris]	EIE23750.1 hypothetical protein COCSUDRAFT_63274 [Coccomyxa subellipsoidea C-169]
OG0000720	KAI3425970.1 hypothetical protein D9Q98_007938 [Chlorella vulgaris]	EIE23494.1 hypothetical protein COCSUDRAFT_47316 [Coccomyxa subellipsoidea C-169]
OG0000721	KAI3424950.1 hypothetical protein D9Q98_008332 [Chlorella vulgaris], KAI3426504.1 hypothetical protein D9Q98_008869 [Chlorella vulgaris], KAI3428778.1 hypothetical protein D9Q98_007599 [Chlorella vulgaris], KAI3428777.1 hypothetical protein D9Q98_007598 [Chlorella vulgaris]	EIE25083.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169], EIE19104.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169], EIE20795.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000723	KAI3426498.1 hypothetical protein D9Q98_008864 [Chlorella vulgaris], KAI3426499.1 hypothetical protein D9Q98_008864 [Chlorella vulgaris]	EIE20233.1 Lanthionine synthetase C-like protein [Coccomyxa subellipsoidea C-169], EIE20784.1 hypothetical protein COCSUDRAFT_57342 [Coccomyxa subellipsoidea C-169]
OG0000724	KAI3426288.1 hypothetical protein D9Q98_008661 [Chlorella vulgaris]	EIE22257.1 DUF1336-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000726	KAI3434612.1 hypothetical protein D9Q98_002680 [Chlorella vulgaris]	EIE24691.1 cytochrome b5 [Coccomyxa subellipsoidea C-169]
OG0000729	KAI3425142.1 hypothetical protein D9Q98_008913 [Chlorella vulgaris]	EIE25560.1 hypothetical protein COCSUDRAFT_65304 [Coccomyxa subellipsoidea C-169]
OG0000730	KAI3438510.1 hypothetical protein D9Q98_000938 [Chlorella vulgaris], KAI3438509.1 hypothetical protein D9Q98_000937 [Chlorella vulgaris]	EIE22867.1 pre-mRNA-splicing factor [Coccomyxa subellipsoidea C-169]
OG0000731	KAI3438915.1 hypothetical protein D9Q98_001329 [Chlorella vulgaris], KAI3437674.1 hypothetical protein D9Q98_000124 [Chlorella vulgaris]	EIE22024.1 plastidic phosphate translocator-like protein [Coccomyxa subellipsoidea C-169]
OG0000732	KAI3426986.1 hypothetical protein D9Q98_006930 [Chlorella vulgaris], KAI3426989.1 hypothetical protein D9Q98_006933 [Chlorella vulgaris]	EIE23154.1 hypothetical protein COCSUDRAFT_53525 [Coccomyxa subellipsoidea C-169]
OG0000733	KAI3438494.1 hypothetical protein D9Q98_000922 [Chlorella vulgaris], KAI3438493.1 hypothetical protein D9Q98_000921 [Chlorella vulgaris]	EIE20496.1 hypothetical protein COCSUDRAFT_48531 [Coccomyxa subellipsoidea C-169]
OG0000734	KAI3431603.1 hypothetical protein D9Q98_004653 [Chlorella vulgaris]	EIE25917.1 hypothetical protein COCSUDRAFT_12734_ partial [Coccomyxa subellipsoidea C-169]
OG0000735	KAI3438882.1 hypothetical protein D9Q98_001297 [Chlorella vulgaris], KAI3438880.1 hypothetical protein D9Q98_001295 [Chlorella vulgaris]	EIE19486.1 TBP-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000736	KAI3429238.1 hypothetical protein D9Q98_005337 [Chlorella vulgaris]	EIE24592.1 hypothetical protein COCSUDRAFT_62023 [Coccomyxa subellipsoidea C-169]
OG0000737	KAI3434796.1 hypothetical protein D9Q98_002854 [Chlorella vulgaris], KAI3434795.1 hypothetical protein D9Q98_002853 [Chlorella vulgaris]	EIE23624.1 DUF1671-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000739	KAI3430218.1 hypothetical protein D9Q98_004816 [Chlorella vulgaris], KAI3423910.1 hypothetical protein D9Q98_009744 [Chlorella vulgaris], KAI3433831.1 hypothetical protein D9Q98_003635 [Chlorella vulgaris]	EIE22995.1 hypothetical protein COCSUDRAFT_63384 [Coccomyxa subellipsoidea C-169]
OG0000740	KAI3429281.1 hypothetical protein D9Q98_005377 [Chlorella vulgaris]	EIE19759.1 phosphoglycerate mutase-like protein [Coccomyxa subellipsoidea C-169], EIE24438.1 phosphoglycerate mutase-like protein [Coccomyxa subellipsoidea C-169]
OG0000740	KAI3425092.1 hypothetical protein D9Q98_008470 [Chlorella vulgaris]	EIE22368.1 phosphoglycerate mutase-like protein [Coccomyxa subellipsoidea C-169]
OG0000741	KAI3435704.1 hypothetical protein D9Q98_001762 [Chlorella vulgaris]	EIE26809.1 actin-like ATPase domain-containing protein [Coccomyxa subellipsoidea C-169], EIE21094.1 actin-like ATPase domain-containing protein [Coccomyxa subellipsoidea C-169], EIE22905.1 hypothetical protein COCSUDRAFT_64025 [Coccomyxa subellipsoidea C-169], EIE19869.1 hypothetical protein COCSUDRAFT_67615 [Coccomyxa subellipsoidea C-169]
OG0000742	KAI3430842.1 hypothetical protein D9Q98_009253 [Chlorella vulgaris]	EIE23748.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]
OG0000743	KAI3429871.1 hypothetical protein D9Q98_010182 [Chlorella vulgaris], KAI3429869.1 hypothetical protein D9Q98_010180 [Chlorella vulgaris]	EIE24656.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169], EIE27706.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]
OG0000744	KAI3432461.1 hypothetical protein D9Q98_004010 [Chlorella vulgaris]	EIE22861.1 hypothetical protein COCSUDRAFT_42448 [Coccomyxa subellipsoidea C-169]
OG0000745	KAI3438118.1 hypothetical protein D9Q98_000559 [Chlorella vulgaris]	EIE27154.1 HSP20-like chaperone [Coccomyxa subellipsoidea C-169], EIE21305.1 HSP20-like chaperone [Coccomyxa subellipsoidea C-169]
OG0000746	KAI3438378.1 hypothetical protein D9Q98_000810 [Chlorella vulgaris]	EIE20565.1 UbiE/COQ5 methyltransferase [Coccomyxa subellipsoidea C-169]
OG0000746	KAI3438379.1 hypothetical protein D9Q98_000811 [Chlorella vulgaris]	EIE22937.1 hypothetical protein COCSUDRAFT_83709 [Coccomyxa subellipsoidea C-169]
OG0000747	KAI3429409.1 hypothetical protein D9Q98_005504 [Chlorella vulgaris]	EIE22051.1 hypothetical protein COCSUDRAFT_53946 [Coccomyxa subellipsoidea C-169]
OG0000748	KAI3431303.1 hypothetical protein D9Q98_004362 [Chlorella vulgaris], KAI3431302.1 hypothetical protein D9Q98_004361 [Chlorella vulgaris]	EIE26002.1 hypothetical protein COCSUDRAFT_60998 [Coccomyxa subellipsoidea C-169]
OG0000749	KAI3436663.1 hypothetical protein D9Q98_006079 [Chlorella vulgaris]	EIE22487.1 cystathionine beta-lyase [Coccomyxa subellipsoidea C-169]
OG0000750	KAI3437983.1 hypothetical protein D9Q98_000427 [Chlorella vulgaris], KAI3437984.1 hypothetical protein D9Q98_000427 [Chlorella vulgaris]	EIE22329.1 hypothetical protein COCSUDRAFT_56022 [Coccomyxa subellipsoidea C-169], EIE22331.1 Piwi-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE22330.1 Piwi-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000751	KAI3438980.1 hypothetical protein D9Q98_001394 [Chlorella vulgaris]	EIE19337.1 putative aspartic protease [Coccomyxa subellipsoidea C-169]
OG0000752	KAI3432573.1 hypothetical protein D9Q98_004122 [Chlorella vulgaris]	EIE18292.1 histidinol phosphate aminotransferase [Coccomyxa subellipsoidea C-169]
OG0000753	KAI3439015.1 hypothetical protein D9Q98_001427 [Chlorella vulgaris]	EIE19389.1 succinate-CoA ligase beta chain [Coccomyxa subellipsoidea C-169]
OG0000754	KAI3438949.1 hypothetical protein D9Q98_001363 [Chlorella vulgaris]	EIE19368.1 aspartate aminotransferase [Coccomyxa subellipsoidea C-169]
OG0000755	KAI3428279.1 hypothetical protein D9Q98_006658 [Chlorella vulgaris], KAI3428280.1 hypothetical protein D9Q98_006659 [Chlorella vulgaris], KAI3428281.1 hypothetical protein D9Q98_006660 [Chlorella vulgaris]	EIE25587.1 hypothetical protein COCSUDRAFT_40785 [Coccomyxa subellipsoidea C-169]
OG0000756	KAI3434820.1 hypothetical protein D9Q98_002877 [Chlorella vulgaris]	EIE23816.1 hypothetical protein COCSUDRAFT_83691 [Coccomyxa subellipsoidea C-169]
OG0000756	KAI3437869.1 hypothetical protein D9Q98_000315 [Chlorella vulgaris]	EIE23591.1 hypothetical protein COCSUDRAFT_63118 [Coccomyxa subellipsoidea C-169]
OG0000757	KAI3428833.1 hypothetical protein D9Q98_007650 [Chlorella vulgaris]	EIE27267.1 phospholipid-translocating P-type ATPase [Coccomyxa subellipsoidea C-169], EIE25509.1 phospholipid-translocating P-type ATPase [Coccomyxa subellipsoidea C-169]
OG0000758	KAI3434841.1 hypothetical protein D9Q98_002896 [Chlorella vulgaris], KAI3434842.1 hypothetical protein D9Q98_002896 [Chlorella vulgaris]	EIE23537.1 hypothetical protein COCSUDRAFT_65969 [Coccomyxa subellipsoidea C-169]
OG0000759	KAI3434858.1 hypothetical protein D9Q98_002912 [Chlorella vulgaris]	EIE26131.1 hypothetical protein COCSUDRAFT_61123 [Coccomyxa subellipsoidea C-169]
OG0000760	KAI3429778.1 hypothetical protein D9Q98_010091 [Chlorella vulgaris], KAI3438340.1 hypothetical protein D9Q98_000773 [Chlorella vulgaris]	EIE23094.1 hypothetical protein COCSUDRAFT_15835 [Coccomyxa subellipsoidea C-169]
OG0000761	KAI3433855.1 hypothetical protein D9Q98_003658 [Chlorella vulgaris]	EIE26501.1 hypothetical protein COCSUDRAFT_39583 [Coccomyxa subellipsoidea C-169]
OG0000762	KAI3429316.1 hypothetical protein D9Q98_005411 [Chlorella vulgaris]	EIE21611.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE19491.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]
OG0000762	KAI3433636.1 hypothetical protein D9Q98_003445 [Chlorella vulgaris]	EIE18683.1 ribosomal protein S5 domain 2-like protein [Coccomyxa subellipsoidea C-169]
OG0000763	KAI3434380.1 hypothetical protein D9Q98_002458 [Chlorella vulgaris]	EIE22577.1 ubiquitin-activating enzyme E1 [Coccomyxa subellipsoidea C-169]
OG0000764	KAI3424734.1 hypothetical protein D9Q98_008123 [Chlorella vulgaris], KAI3424733.1 hypothetical protein D9Q98_008122 [Chlorella vulgaris]	EIE22719.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0000765	KAI3424289.1 hypothetical protein D9Q98_009844 [Chlorella vulgaris]	EIE19013.1 hypothetical protein COCSUDRAFT_31311 [Coccomyxa subellipsoidea C-169]
OG0000766	KAI3424736.1 hypothetical protein D9Q98_008125 [Chlorella vulgaris]	EIE26284.1 FAD/NAD_P_-binding domain-containing protein_ partial [Coccomyxa subellipsoidea C-169], EIE19802.1 FAD/NAD_P_-binding domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000767	KAI3435622.1 hypothetical protein D9Q98_001682 [Chlorella vulgaris]	EIE21102.1 hypothetical protein COCSUDRAFT_43452 [Coccomyxa subellipsoidea C-169]
OG0000768	KAI3432401.1 hypothetical protein D9Q98_003957 [Chlorella vulgaris], KAI3432647.1 hypothetical protein D9Q98_004193 [Chlorella vulgaris]	EIE25314.1 hypothetical protein COCSUDRAFT_40596 [Coccomyxa subellipsoidea C-169]
OG0000769	KAI3436409.1 hypothetical protein D9Q98_005826 [Chlorella vulgaris]	EIE22915.1 hypothetical protein COCSUDRAFT_66452 [Coccomyxa subellipsoidea C-169]
OG0000769	KAI3432416.1 hypothetical protein D9Q98_003970 [Chlorella vulgaris]	EIE26551.1 hypothetical protein COCSUDRAFT_46136 [Coccomyxa subellipsoidea C-169]
OG0000770	KAI3431861.1 hypothetical protein D9Q98_010612 [Chlorella vulgaris], KAI3432413.1 hypothetical protein D9Q98_003967 [Chlorella vulgaris]	EIE26552.1 apospory-associated protein C [Coccomyxa subellipsoidea C-169]
OG0000771	KAI3426879.1 hypothetical protein D9Q98_006825 [Chlorella vulgaris]	EIE23166.1 hypothetical protein COCSUDRAFT_15709 [Coccomyxa subellipsoidea C-169]
OG0000771	KAI3426885.1 hypothetical protein D9Q98_006831 [Chlorella vulgaris]	EIE19552.1 hypothetical protein COCSUDRAFT_19251_ partial [Coccomyxa subellipsoidea C-169]
OG0000773	KAI3426850.1 hypothetical protein D9Q98_006796 [Chlorella vulgaris]	EIE26214.1 hypothetical protein COCSUDRAFT_6667_ partial [Coccomyxa subellipsoidea C-169]
OG0000774	KAI3426853.1 hypothetical protein D9Q98_006799 [Chlorella vulgaris]	EIE19549.1 hypothetical protein COCSUDRAFT_67695 [Coccomyxa subellipsoidea C-169]
OG0000774	KAI3426852.1 hypothetical protein D9Q98_006798 [Chlorella vulgaris]	EIE19548.1 DUF1649-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000775	KAI3426886.1 hypothetical protein D9Q98_006832 [Chlorella vulgaris]	EIE18235.1 Mll1 protein_ partial [Coccomyxa subellipsoidea C-169], EIE19578.1 Mll1 protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000776	KAI3430399.1 hypothetical protein D9Q98_004994 [Chlorella vulgaris], KAI3430401.1 hypothetical protein D9Q98_004996 [Chlorella vulgaris]	EIE23931.1 Hydroxyisourate hydrolase [Coccomyxa subellipsoidea C-169]
OG0000777	KAI3430999.1 hypothetical protein D9Q98_009401 [Chlorella vulgaris]	EIE19792.1 hypothetical protein COCSUDRAFT_58521 [Coccomyxa subellipsoidea C-169]
OG0000778	KAI3436374.1 hypothetical protein D9Q98_002427 [Chlorella vulgaris]	EIE21316.1 hypothetical protein COCSUDRAFT_56538 [Coccomyxa subellipsoidea C-169]
OG0000778	KAI3436369.1 hypothetical protein D9Q98_002422 [Chlorella vulgaris]	EIE20780.1 SET domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000779	KAI3427124.1 hypothetical protein D9Q98_007061 [Chlorella vulgaris], KAI3427125.1 hypothetical protein D9Q98_007062 [Chlorella vulgaris]	EIE19706.1 hypothetical protein COCSUDRAFT_67759 [Coccomyxa subellipsoidea C-169]
OG0000780	KAI3425382.1 hypothetical protein D9Q98_009146 [Chlorella vulgaris]	EIE20202.1 CBS-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000780	KAI3431817.1 hypothetical protein D9Q98_010570 [Chlorella vulgaris]	EIE25960.1 uroporphyrin-III C-m [Coccomyxa subellipsoidea C-169]
OG0000781	KAI3431836.1 hypothetical protein D9Q98_010588 [Chlorella vulgaris]	EIE18738.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169], EIE23717.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0000782	KAI3433751.1 hypothetical protein D9Q98_003558 [Chlorella vulgaris], KAI3435567.1 hypothetical protein D9Q98_001632 [Chlorella vulgaris]	EIE22177.1 DUF212-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000783	KAI3433464.1 hypothetical protein D9Q98_003277 [Chlorella vulgaris]	EIE25259.1 3-hydroxy-3-methylglutarate-CoA lyase [Coccomyxa subellipsoidea C-169]
OG0000784	KAI3434975.1 hypothetical protein D9Q98_003027 [Chlorella vulgaris], KAI3434976.1 hypothetical protein D9Q98_003028 [Chlorella vulgaris]	EIE18852.1 nucleotide-diphospho-sugar transferase [Coccomyxa subellipsoidea C-169]
OG0000785	KAI3427964.1 hypothetical protein D9Q98_006354 [Chlorella vulgaris]	EIE25123.1 hypothetical protein COCSUDRAFT_13585 [Coccomyxa subellipsoidea C-169]
OG0000786	KAI3435672.1 hypothetical protein D9Q98_001730 [Chlorella vulgaris], KAI3435673.1 hypothetical protein D9Q98_001731 [Chlorella vulgaris], KAI3435671.1 hypothetical protein D9Q98_001729 [Chlorella vulgaris]	EIE23853.1 Ketosamine-3-kinase [Coccomyxa subellipsoidea C-169]
OG0000787	KAI3424953.1 hypothetical protein D9Q98_008335 [Chlorella vulgaris]	EIE22673.1 acyl-CoA dehydrogenase NM domain-like protein [Coccomyxa subellipsoidea C-169]
OG0000788	KAI3424297.1 hypothetical protein D9Q98_009852 [Chlorella vulgaris]	EIE19018.1 centrin [Coccomyxa subellipsoidea C-169]
OG0000789	KAI3434892.1 hypothetical protein D9Q98_002946 [Chlorella vulgaris]	EIE23666.1 SRR1-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE18843.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0000790	KAI3436109.1 hypothetical protein D9Q98_002167 [Chlorella vulgaris]	EIE21699.1 hypothetical protein COCSUDRAFT_30176 [Coccomyxa subellipsoidea C-169]
OG0000791	KAI3439041.1 hypothetical protein D9Q98_001451 [Chlorella vulgaris]	EIE19415.1 protein serine/threonine phosphatase 2C_ partial [Coccomyxa subellipsoidea C-169]
OG0000791	KAI3439072.1 hypothetical protein D9Q98_001482 [Chlorella vulgaris]	EIE26090.1 protein serine/threonine phosphatase 2C [Coccomyxa subellipsoidea C-169]
OG0000792	KAI3436104.1 hypothetical protein D9Q98_002162 [Chlorella vulgaris], KAI3436103.1 hypothetical protein D9Q98_002161 [Chlorella vulgaris]	EIE27655.1 hypothetical protein COCSUDRAFT_39259 [Coccomyxa subellipsoidea C-169]
OG0000792	KAI3436105.1 hypothetical protein D9Q98_002163 [Chlorella vulgaris]	EIE21644.1 DUF706-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000793	KAI3428305.1 hypothetical protein D9Q98_006684 [Chlorella vulgaris]	EIE25466.1 root hair defective 3 GTP-binding protein [Coccomyxa subellipsoidea C-169]
OG0000794	KAI3433285.1 hypothetical protein D9Q98_003104 [Chlorella vulgaris]	EIE22193.1 cinnamyl-alcohol dehydrogenase-like protein [Coccomyxa subellipsoidea C-169], EIE24719.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169], EIE25033.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169], EIE25032.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0000795	KAI3423920.1 hypothetical protein D9Q98_009754 [Chlorella vulgaris]	EIE25487.1 hypothetical protein COCSUDRAFT_46736 [Coccomyxa subellipsoidea C-169]
OG0000796	KAI3435502.1 hypothetical protein D9Q98_001568 [Chlorella vulgaris], KAI3435501.1 hypothetical protein D9Q98_001567 [Chlorella vulgaris]	EIE20162.1 hypothetical protein COCSUDRAFT_34056 [Coccomyxa subellipsoidea C-169], EIE21339.1 hypothetical protein COCSUDRAFT_8016_ partial [Coccomyxa subellipsoidea C-169]
OG0000797	KAI3438756.1 hypothetical protein D9Q98_001175 [Chlorella vulgaris], KAI3438757.1 hypothetical protein D9Q98_001175 [Chlorella vulgaris]	EIE19460.1 C-terminal autoproteolytic domain of nucleoporin nup98_ partial [Coccomyxa subellipsoidea C-169]
OG0000798	KAI3423981.1 hypothetical protein D9Q98_009814 [Chlorella vulgaris]	EIE25649.1 hypothetical protein COCSUDRAFT_60661 [Coccomyxa subellipsoidea C-169], EIE25739.1 hypothetical protein COCSUDRAFT_46359 [Coccomyxa subellipsoidea C-169]
OG0000799	KAI3437551.1 hypothetical protein D9Q98_000004 [Chlorella vulgaris]	EIE18157.1 Maf-like protein [Coccomyxa subellipsoidea C-169]
