Orthogroup	Chlorella_Vulgaris2111P	Micractinium_SAG24180
OG0001234	KAI3425834.1 hypothetical protein D9Q98_007809 [Chlorella vulgaris], KAI3425835.1 hypothetical protein D9Q98_007809 [Chlorella vulgaris]	PSC74723.1 Tctex1 domain-containing 2 [Micractinium conductrix]
OG0001235	KAI3433679.1 hypothetical protein D9Q98_003488 [Chlorella vulgaris], KAI3433675.1 hypothetical protein D9Q98_003484 [Chlorella vulgaris]	PSC68896.1 DNAJ family chaperone [Micractinium conductrix]
OG0001236	KAI3434485.1 hypothetical protein D9Q98_002561 [Chlorella vulgaris]	PSC68811.1 dihydrolipoyl mitochondrial-like [Micractinium conductrix], PSC74380.1 Dihydrolipoyl dehydrogenase mitochondrial [Micractinium conductrix], PSC68781.1 dihydrolipoyl dehydrogenase mitochondrial [Micractinium conductrix]
OG0001237	KAI3428064.1 hypothetical protein D9Q98_006448 [Chlorella vulgaris]	PSC72478.1 Nef-associated 1 [Micractinium conductrix]
OG0001238	KAI3432830.1 hypothetical protein D9Q98_010414 [Chlorella vulgaris]	PSC67052.1 dnaJ ERDJ2A [Micractinium conductrix], PSC67006.1 dnaJ ERDJ2A_ partial [Micractinium conductrix], PSC67296.1 dnaJ ERDJ2A [Micractinium conductrix]
OG0001239	KAI3425301.1 hypothetical protein D9Q98_009067 [Chlorella vulgaris]	PSC75095.1 NUDIX hydrolase [Micractinium conductrix]
OG0001240	KAI3430681.1 hypothetical protein D9Q98_005270 [Chlorella vulgaris]	PSC71226.1 AGC PKA kinase [Micractinium conductrix]
OG0001241	KAI3436720.1 hypothetical protein D9Q98_006135 [Chlorella vulgaris], KAI3423290.1 hypothetical protein D9Q98_010720 [Chlorella vulgaris]	PSC69950.1 hypothetical protein C2E20_6616 [Micractinium conductrix]
OG0001242	KAI3433796.1 hypothetical protein D9Q98_003601 [Chlorella vulgaris], KAI3433797.1 hypothetical protein D9Q98_003601 [Chlorella vulgaris]	PSC67247.1 Site-1 isoform 2 [Micractinium conductrix]
OG0001243	KAI3433788.1 hypothetical protein D9Q98_003593 [Chlorella vulgaris]	PSC67826.1 isocitrate NADP-dependent [Micractinium conductrix], PSC67816.1 isocitrate NADP-dependent [Micractinium conductrix], PSC67246.1 isocitrate NADP-dependent [Micractinium conductrix]
OG0001244	KAI3433923.1 hypothetical protein D9Q98_003725 [Chlorella vulgaris]	PSC75258.1 Aldo keto reductase [Micractinium conductrix]
OG0001245	KAI3426389.1 hypothetical protein D9Q98_008760 [Chlorella vulgaris]	PSC70954.1 transcription factor MYB44-like isoform C [Micractinium conductrix], PSC70953.1 transcription factor MYB44-like isoform B [Micractinium conductrix], PSC70955.1 transcription factor MYB44-like isoform A [Micractinium conductrix]
OG0001246	KAI3424876.1 hypothetical protein D9Q98_008260 [Chlorella vulgaris]	PSC73885.1 glutamyl-tRNA synthetase [Micractinium conductrix]
OG0001247	KAI3426236.1 hypothetical protein D9Q98_008612 [Chlorella vulgaris]	PSC70451.1 Serine palmitoyltransferase 2 [Micractinium conductrix]
OG0001248	KAI3426037.1 hypothetical protein D9Q98_008005 [Chlorella vulgaris]	PSC70281.1 E3 ubiquitin-ligase UPL3-like isoform B [Micractinium conductrix], PSC70280.1 E3 ubiquitin-ligase UPL3-like isoform A [Micractinium conductrix]
OG0001249	KAI3438514.1 hypothetical protein D9Q98_000942 [Chlorella vulgaris]	PSC75554.1 Adenine guanine permease AZG1 [Micractinium conductrix]
OG0001250	KAI3436460.1 hypothetical protein D9Q98_005877 [Chlorella vulgaris]	PSC68998.1 synaptogyrin-1 isoform X1 [Micractinium conductrix]
OG0001250	KAI3436332.1 hypothetical protein D9Q98_002385 [Chlorella vulgaris]	PSC69065.1 transmembrane of CMA family [Micractinium conductrix]
OG0001251	KAI3423878.1 hypothetical protein D9Q98_009712 [Chlorella vulgaris], KAI3423879.1 hypothetical protein D9Q98_009713 [Chlorella vulgaris]	PSC75346.1 heme peroxidase-related [Micractinium conductrix]
OG0001252	KAI3430581.1 hypothetical protein D9Q98_005174 [Chlorella vulgaris]	PSC71423.1 26S proteasome non-ATPase regulatory subunit 10 [Micractinium conductrix]
OG0001253	KAI3425788.1 hypothetical protein D9Q98_007763 [Chlorella vulgaris]	PSC74672.1 nucleosome assembly [Micractinium conductrix]
OG0001254	KAI3429645.1 hypothetical protein D9Q98_005731 [Chlorella vulgaris]	PSC67564.1 hypothetical protein C2E20_8772 [Micractinium conductrix]
OG0001255	KAI3424416.1 hypothetical protein D9Q98_009968 [Chlorella vulgaris], KAI3424417.1 hypothetical protein D9Q98_009969 [Chlorella vulgaris]	PSC74804.1 hypothetical protein C2E20_2398 [Micractinium conductrix]
OG0001256	KAI3424371.1 hypothetical protein D9Q98_009924 [Chlorella vulgaris]	PSC74526.1 band 7 [Micractinium conductrix]
OG0001256	KAI3424378.1 hypothetical protein D9Q98_009931 [Chlorella vulgaris]	PSC74396.1 40S ribosomal S7 [Micractinium conductrix]
OG0001257	KAI3436774.1 hypothetical protein D9Q98_006186 [Chlorella vulgaris]	PSC71632.1 sulfotransferase [Micractinium conductrix]
OG0001257	KAI3436785.1 hypothetical protein D9Q98_006196 [Chlorella vulgaris]	PSC71617.1 dihydroneopterin aldolase [Micractinium conductrix]
OG0001259	KAI3426311.1 hypothetical protein D9Q98_008684 [Chlorella vulgaris]	PSC71762.1 fucoxanthin chlorophyll a c [Micractinium conductrix]
OG0001260	KAI3423019.1 hypothetical protein D9Q98_010704 [Chlorella vulgaris], KAI3438958.1 hypothetical protein D9Q98_001372 [Chlorella vulgaris], KAI3423020.1 hypothetical protein D9Q98_010704 [Chlorella vulgaris]	PSC74198.1 universal stress -like isoform X1 [Micractinium conductrix], PSC72425.1 universal stress [Micractinium conductrix]
OG0001261	KAI3427299.1 hypothetical protein D9Q98_010218_ partial [Chlorella vulgaris]	PSC68016.1 zinc metallo ase-like [Micractinium conductrix], PSC69486.1 zinc metallo ase [Micractinium conductrix]
OG0001262	KAI3430387.1 hypothetical protein D9Q98_004982 [Chlorella vulgaris], KAI3430395.1 hypothetical protein D9Q98_004990 [Chlorella vulgaris]	PSC69114.1 putative methyltransferase chloroplastic [Micractinium conductrix]
OG0001262	KAI3430392.1 hypothetical protein D9Q98_004987 [Chlorella vulgaris]	PSC67139.1 putative methyltransferase chloroplastic_ partial [Micractinium conductrix]
OG0001263	KAI3437961.1 hypothetical protein D9Q98_000405 [Chlorella vulgaris]	PSC71100.1 putative DNA-3-methyladenine glycosylase 2 [Micractinium conductrix]
OG0001264	KAI3438099.1 hypothetical protein D9Q98_000541 [Chlorella vulgaris]	PSC72101.1 tropinone reductase-like protein [Micractinium conductrix]
OG0001265	KAI3436740.1 hypothetical protein D9Q98_006155 [Chlorella vulgaris]	PSC71581.1 hypothetical protein C2E20_5176 [Micractinium conductrix]
OG0001266	KAI3425008.1 hypothetical protein D9Q98_008390 [Chlorella vulgaris]	PSC73878.1 ATP-binding cassette sub-family A member 3 [Micractinium conductrix]
OG0001267	KAI3438540.1 hypothetical protein D9Q98_000968 [Chlorella vulgaris], KAI3438539.1 hypothetical protein D9Q98_000967 [Chlorella vulgaris]	PSC76634.1 retinitis pigmentosa 1-like 1 [Micractinium conductrix]
OG0001268	KAI3438374.1 hypothetical protein D9Q98_000806 [Chlorella vulgaris], KAI3438373.1 hypothetical protein D9Q98_000805 [Chlorella vulgaris]	PSC68232.1 Interferon-related developmental regulator 1 [Micractinium conductrix]
OG0001269	KAI3428277.1 hypothetical protein D9Q98_006656 [Chlorella vulgaris]	PSC68120.1 Methyltransferase type 11 [Micractinium conductrix]
OG0001270	KAI3427203.1 hypothetical protein D9Q98_007139 [Chlorella vulgaris]	PSC75395.1 hypothetical protein C2E20_0976 [Micractinium conductrix]
OG0001271	KAI3438109.1 hypothetical protein D9Q98_000550 [Chlorella vulgaris]	PSC72100.1 MFS general substrate transporter [Micractinium conductrix]
OG0001272	KAI3431859.1 hypothetical protein D9Q98_010611 [Chlorella vulgaris], KAI3431860.1 hypothetical protein D9Q98_010611 [Chlorella vulgaris]	PSC69660.1 peptidyl-prolyl cis-cyclophilin type [Micractinium conductrix]
OG0001272	KAI3426472.1 hypothetical protein D9Q98_008839 [Chlorella vulgaris]	PSC70864.1 peptidyl-prolyl cis-cyclophilin type [Micractinium conductrix]
OG0001273	KAI3435769.1 hypothetical protein D9Q98_001827 [Chlorella vulgaris], KAI3435770.1 hypothetical protein D9Q98_001828 [Chlorella vulgaris]	PSC68357.1 cationic amino acid transporter 1-like [Micractinium conductrix]
OG0001274	KAI3436864.1 hypothetical protein D9Q98_006274 [Chlorella vulgaris]	PSC67456.1 sucrose phosphatase [Micractinium conductrix]
OG0001275	KAI3435586.1 hypothetical protein D9Q98_001651 [Chlorella vulgaris]	PSC72876.1 trafficking particle complex subunit 8 [Micractinium conductrix]
OG0001276	KAI3431602.1 hypothetical protein D9Q98_004652 [Chlorella vulgaris]	PSC67198.1 mitochondrial-targeted muts 1_ partial [Micractinium conductrix], PSC67590.1 mitochondrial-targeted muts 1_ partial [Micractinium conductrix], PSC67200.1 mitochondrial-targeted muts 1 [Micractinium conductrix], PSC73121.1 DNA mismatch repair mitochondrial isoform X1_ partial [Micractinium conductrix], PSC73187.1 DNA mismatch repair mitochondrial isoform X2 [Micractinium conductrix]
OG0001277	KAI3424883.1 hypothetical protein D9Q98_008267 [Chlorella vulgaris]	PSC68605.1 polyketide cyclase [Micractinium conductrix]
OG0001277	KAI3429355.1 hypothetical protein D9Q98_005450 [Chlorella vulgaris]	PSC68426.1 S-adenosyl-L-methionine-dependent methyltransferase [Micractinium conductrix]
OG0001278	KAI3438747.1 hypothetical protein D9Q98_001166 [Chlorella vulgaris]	PSC76023.1 sodium hydrogen exchanger 2-like [Micractinium conductrix]
OG0001278	KAI3429393.1 hypothetical protein D9Q98_005488 [Chlorella vulgaris]	PSC68149.1 sodium hydrogen exchanger 4 [Micractinium conductrix]
OG0001279	KAI3434829.1 hypothetical protein D9Q98_002884 [Chlorella vulgaris]	PSC76678.1 Cyclic nucleotide-gated ion channel 1 [Micractinium conductrix]
OG0001280	KAI3427380.1 hypothetical protein D9Q98_010296 [Chlorella vulgaris], KAI3427381.1 hypothetical protein D9Q98_010297 [Chlorella vulgaris]	PSC68053.1 L domain [Micractinium conductrix]
OG0001281	KAI3425019.1 hypothetical protein D9Q98_008401 [Chlorella vulgaris]	PSC68042.1 short-chain dehydrogenase reductase SDR [Micractinium conductrix]
OG0001282	KAI3430526.1 hypothetical protein D9Q98_005119 [Chlorella vulgaris], KAI3430525.1 hypothetical protein D9Q98_005118 [Chlorella vulgaris]	PSC76179.1 queuine tRNA-ribosyltransferase subunit QTRTD1-like [Micractinium conductrix]
OG0001283	KAI3436365.1 hypothetical protein D9Q98_002418 [Chlorella vulgaris], KAI3430502.1 hypothetical protein D9Q98_005097 [Chlorella vulgaris]	PSC76181.1 MFS general substrate transporter [Micractinium conductrix]
OG0001286	KAI3439007.1 hypothetical protein D9Q98_001419 [Chlorella vulgaris]	PSC73277.1 hypothetical protein C2E20_3298 [Micractinium conductrix], PSC67911.1 hypothetical protein C2E20_8457 [Micractinium conductrix]
OG0001287	KAI3437964.1 hypothetical protein D9Q98_000408 [Chlorella vulgaris]	PSC71016.1 cysteine desulfurase [Micractinium conductrix]
OG0001288	KAI3433515.1 hypothetical protein D9Q98_003326 [Chlorella vulgaris]	PSC73534.1 hypothetical protein C2E20_3251 [Micractinium conductrix]
OG0001288	KAI3438793.1 hypothetical protein D9Q98_001210 [Chlorella vulgaris], KAI3432271.1 hypothetical protein D9Q98_003831 [Chlorella vulgaris]	PSC73231.1 hypothetical protein C2E20_3461 [Micractinium conductrix]
OG0001289	KAI3434774.1 hypothetical protein D9Q98_002834 [Chlorella vulgaris]	PSC73135.1 Inositol-tetrakisphosphate 1-kinase 1 [Micractinium conductrix]
OG0001290	KAI3428137.1 hypothetical protein D9Q98_006520 [Chlorella vulgaris], KAI3428135.1 hypothetical protein D9Q98_006518 [Chlorella vulgaris], KAI3432264.1 hypothetical protein D9Q98_003824 [Chlorella vulgaris]	PSC72616.1 pyroglutamyl-peptidase 1 isoform X1 isoform A [Micractinium conductrix], PSC72617.1 pyroglutamyl-peptidase 1 isoform X1 isoform B [Micractinium conductrix], PSC68626.1 hypothetical protein C2E20_7804 [Micractinium conductrix]
OG0001292	KAI3436350.1 hypothetical protein D9Q98_002403 [Chlorella vulgaris], KAI3436176.1 hypothetical protein D9Q98_002231 [Chlorella vulgaris]	PSC76967.1 CTR type copper ion transporter [Micractinium conductrix]
OG0001293	KAI3429760.1 hypothetical protein D9Q98_010073 [Chlorella vulgaris]	PSC74230.1 acetolactate synthase [Micractinium conductrix]
OG0001294	KAI3429444.1 hypothetical protein D9Q98_005538 [Chlorella vulgaris]	PSC73377.1 mfs dha1 multidrug resistance [Micractinium conductrix], PSC71956.1 4 -phosphopantetheinyl transferase [Micractinium conductrix]
OG0001295	KAI3432601.1 hypothetical protein D9Q98_004149 [Chlorella vulgaris], KAI3432602.1 hypothetical protein D9Q98_004149 [Chlorella vulgaris]	PSC74216.1 ubiquitin specific peptidase 24 isoform B [Micractinium conductrix], PSC74217.1 ubiquitin specific peptidase 24 isoform A [Micractinium conductrix]
OG0001296	KAI3434447.1 hypothetical protein D9Q98_002524 [Chlorella vulgaris]	PSC73494.1 hypothetical protein C2E20_3323 [Micractinium conductrix], PSC70647.1 hypothetical protein C2E20_5971 [Micractinium conductrix], PSC70646.1 sidekick isoform X1 [Micractinium conductrix]
OG0001299	KAI3435035.1 hypothetical protein D9Q98_003087 [Chlorella vulgaris], KAI3434940.1 hypothetical protein D9Q98_002994 [Chlorella vulgaris], KAI3434939.1 hypothetical protein D9Q98_002993 [Chlorella vulgaris], KAI3434936.1 hypothetical protein D9Q98_002990 [Chlorella vulgaris], KAI3435036.1 hypothetical protein D9Q98_003088 [Chlorella vulgaris], KAI3435039.1 hypothetical protein D9Q98_003090 [Chlorella vulgaris], KAI3435032.1 hypothetical protein D9Q98_003084 [Chlorella vulgaris], KAI3435034.1 hypothetical protein D9Q98_003086 [Chlorella vulgaris], KAI3435033.1 hypothetical protein D9Q98_003085 [Chlorella vulgaris]	PSC67424.1 chromosome segregation SMC [Micractinium conductrix]
OG0001305	KAI3436837.1 hypothetical protein D9Q98_006247 [Chlorella vulgaris], KAI3436836.1 hypothetical protein D9Q98_006246 [Chlorella vulgaris]	PSC72844.1 septin-10-isoform B [Micractinium conductrix], PSC72843.1 septin-10-isoform A [Micractinium conductrix]
OG0001306	KAI3438182.1 hypothetical protein D9Q98_000619 [Chlorella vulgaris]	PSC72093.1 hypothetical protein C2E20_4506 [Micractinium conductrix]
OG0001307	KAI3434652.1 hypothetical protein D9Q98_002717 [Chlorella vulgaris]	PSC69084.1 magnesium chelatase subunit H isoform A [Micractinium conductrix]
OG0001308	KAI3438185.1 hypothetical protein D9Q98_000622 [Chlorella vulgaris]	PSC72151.1 prolyl-tRNA synthetase [Micractinium conductrix]
OG0001309	KAI3438168.1 hypothetical protein D9Q98_000605 [Chlorella vulgaris]	PSC72123.1 putative splicing factor 3A subunit 1 [Micractinium conductrix]
OG0001310	KAI3434650.1 hypothetical protein D9Q98_002715 [Chlorella vulgaris]	PSC69138.1 Serine-threonine kinase receptor-associated [Micractinium conductrix]
OG0001311	KAI3438156.1 hypothetical protein D9Q98_000594 [Chlorella vulgaris], KAI3438155.1 hypothetical protein D9Q98_000593 [Chlorella vulgaris]	PSC72180.1 AP-4 complex subunit epsilon [Micractinium conductrix]
OG0001312	KAI3434531.1 hypothetical protein D9Q98_002604 [Chlorella vulgaris]	PSC68794.1 DNA-directed RNA polymerases I and III subunit RPAC1 [Micractinium conductrix]
OG0001313	KAI3438187.1 hypothetical protein D9Q98_000624 [Chlorella vulgaris]	PSC72140.1 phosphoacetylglucosamine mutase [Micractinium conductrix]
OG0001314	KAI3438195.1 hypothetical protein D9Q98_000632 [Chlorella vulgaris]	PSC72268.1 tetratricopeptide repeat 4-like protein [Micractinium conductrix]
OG0001315	KAI3423409.1 hypothetical protein D9Q98_010626 [Chlorella vulgaris]	PSC74084.1 DNA damage-inducible 1-like [Micractinium conductrix]
OG0001316	KAI3424219.1 hypothetical protein D9Q98_009575 [Chlorella vulgaris]	PSC74340.1 Chaperone dnaJ 13 isoform A [Micractinium conductrix], PSC74339.1 Chaperone dnaJ 13 isoform B [Micractinium conductrix]
OG0001317	KAI3431509.1 hypothetical protein D9Q98_004559 [Chlorella vulgaris]	PSC67181.1 proliferation-associated 2G4 [Micractinium conductrix], PSC67177.1 proliferation-associated 2G4 [Micractinium conductrix], PSC67049.1 proliferation-associated 2G4-like [Micractinium conductrix], PSC67649.1 proliferation-associated 2G4 [Micractinium conductrix]
OG0001318	KAI3426357.1 hypothetical protein D9Q98_008729 [Chlorella vulgaris]	PSC70338.1 tyrosine-tRNA cytoplasmic-like [Micractinium conductrix]
OG0001319	KAI3436525.1 hypothetical protein D9Q98_005942 [Chlorella vulgaris]	PSC72660.1 exportin-7 isoform X2 isoform A [Micractinium conductrix], PSC72659.1 exportin-7 isoform X2 isoform B [Micractinium conductrix]
OG0001320	KAI3424068.1 hypothetical protein D9Q98_009431 [Chlorella vulgaris]	PSC74309.1 DNA primase large subunit [Micractinium conductrix], PSC74333.1 putative DNA primase large subunit [Micractinium conductrix]
OG0001321	KAI3424091.1 hypothetical protein D9Q98_009453 [Chlorella vulgaris]	PSC74205.1 lipase class 3 family isoform B [Micractinium conductrix], PSC74204.1 lipase class 3 family isoform A [Micractinium conductrix]
OG0001322	KAI3424220.1 hypothetical protein D9Q98_009576 [Chlorella vulgaris]	PSC74103.1 mitogen-activated kinase kinase kinase NPK1-like [Micractinium conductrix]
OG0001323	KAI3430895.1 hypothetical protein D9Q98_009304 [Chlorella vulgaris]	PSC71696.1 CLIP-associated -like isoform A [Micractinium conductrix], PSC71695.1 CLIP-associated -like isoform B [Micractinium conductrix]
OG0001324	KAI3436576.1 hypothetical protein D9Q98_005992 [Chlorella vulgaris]	PSC72646.1 expressed protein isoform B [Micractinium conductrix], PSC72645.1 expressed protein isoform A [Micractinium conductrix]
OG0001325	KAI3432306.1 hypothetical protein D9Q98_003866 [Chlorella vulgaris]	PSC73307.1 casein kinase I isoform delta-like [Micractinium conductrix]
OG0001326	KAI3429834.1 hypothetical protein D9Q98_010147 [Chlorella vulgaris], KAI3429833.1 hypothetical protein D9Q98_010146 [Chlorella vulgaris]	PSC68524.1 hypothetical protein C2E20_7913 [Micractinium conductrix]
OG0001327	KAI3426480.1 hypothetical protein D9Q98_008846 [Chlorella vulgaris]	PSC68057.1 cation symporter [Micractinium conductrix]
OG0001327	KAI3426481.1 hypothetical protein D9Q98_008847 [Chlorella vulgaris]	PSC68012.1 hypothetical protein C2E20_8356 [Micractinium conductrix]
OG0001328	KAI3430580.1 hypothetical protein D9Q98_005173 [Chlorella vulgaris]	PSC76271.1 tryptophan synthase beta chain 1 [Micractinium conductrix]
OG0001329	KAI3433908.1 hypothetical protein D9Q98_003710 [Chlorella vulgaris]	PSC75600.1 disulfide isomerase-like 1-4 [Micractinium conductrix]
OG0001330	KAI3430440.1 hypothetical protein D9Q98_005035 [Chlorella vulgaris]	PSC73089.1 hypersensitive-induced response 1 [Micractinium conductrix]
OG0001331	KAI3427029.1 hypothetical protein D9Q98_006971 [Chlorella vulgaris]	PSC76567.1 glycosyltransferase family 32 [Micractinium conductrix]
OG0001332	KAI3438561.1 hypothetical protein D9Q98_000988 [Chlorella vulgaris]	PSC76421.1 eukaryotic translation initiation factor 3 subunit L-like [Micractinium conductrix]
