Orthogroup	Chlorella_Vulgaris2111P	Chlorella_Sorokiniana1602
OG0000307	KAI3426324.1 hypothetical protein D9Q98_008697 [Chlorella vulgaris]	PRW45000.1 methionine gamma-lyase [Chlorella sorokiniana]
OG0000308	KAI3438962.1 hypothetical protein D9Q98_001376 [Chlorella vulgaris], KAI3423023.1 hypothetical protein D9Q98_010707 [Chlorella vulgaris], KAI3423025.1 hypothetical protein D9Q98_010709 [Chlorella vulgaris], KAI3438961.1 hypothetical protein D9Q98_001375 [Chlorella vulgaris]	PRW59417.1 proton phosphate symporter [Chlorella sorokiniana]
OG0000308	KAI3423024.1 hypothetical protein D9Q98_010708 [Chlorella vulgaris]	PRW20802.1 proton phosphate symporter [Chlorella sorokiniana]
OG0000309	KAI3426871.1 hypothetical protein D9Q98_006817 [Chlorella vulgaris], KAI3426223.1 hypothetical protein D9Q98_008599 [Chlorella vulgaris]	PRW51074.1 ferritin- chloroplastic [Chlorella sorokiniana]
OG0000310	KAI3431580.1 hypothetical protein D9Q98_004630 [Chlorella vulgaris]	PRW39161.1 20 kDa chloroplastic-like [Chlorella sorokiniana], PRW39229.1 solute carrier family 40 member chloroplastic [Chlorella sorokiniana]
OG0000310	KAI3428663.1 hypothetical protein D9Q98_007486 [Chlorella vulgaris]	PRW44534.1 20 kDa chloroplastic [Chlorella sorokiniana]
OG0000311	KAI3428214.1 hypothetical protein D9Q98_006594 [Chlorella vulgaris]	PRW56687.1 nitrite transporter NAR1 [Chlorella sorokiniana]
OG0000312	KAI3425868.1 hypothetical protein D9Q98_007841 [Chlorella vulgaris]	PRW57821.1 ARF guanine-nucleotide exchange factor GNOM-like [Chlorella sorokiniana]
OG0000312	KAI3425867.1 hypothetical protein D9Q98_007840 [Chlorella vulgaris]	PRW57749.1 calcium uptake mitochondrial-like [Chlorella sorokiniana]
OG0000313	KAI3428465.1 hypothetical protein D9Q98_007290 [Chlorella vulgaris]	PRW44292.1 ABC transporter A family member 7-like isoform A [Chlorella sorokiniana]
OG0000313	KAI3438523.1 hypothetical protein D9Q98_000951 [Chlorella vulgaris]	PRW58817.1 ABC transporter A family member 7-like [Chlorella sorokiniana]
OG0000314	KAI3438066.1 hypothetical protein D9Q98_000509 [Chlorella vulgaris]	PRW57144.1 DNA polymerase delta small subunit [Chlorella sorokiniana]
OG0000314	KAI3438065.1 hypothetical protein D9Q98_000508 [Chlorella vulgaris], KAI3438064.1 hypothetical protein D9Q98_000507 [Chlorella vulgaris]	PRW57089.1 meiotic recombination [Chlorella sorokiniana]
OG0000315	KAI3431450.1 hypothetical protein D9Q98_004502 [Chlorella vulgaris]	PRW39159.1 Eukaryotic translation initiation factor 3 subunit B [Chlorella sorokiniana]
OG0000315	KAI3430517.1 hypothetical protein D9Q98_005110 [Chlorella vulgaris]	PRW33076.1 alpha-glucan water chloroplastic [Chlorella sorokiniana]
OG0000316	KAI3438724.1 hypothetical protein D9Q98_001144 [Chlorella vulgaris]	PRW59363.1 6-phosphogluconate decarboxylating [Chlorella sorokiniana]
OG0000316	KAI3438723.1 hypothetical protein D9Q98_001143 [Chlorella vulgaris]	PRW59001.1 5 -3 exoribonuclease 1 [Chlorella sorokiniana]
OG0000317	KAI3427210.1 hypothetical protein D9Q98_007145 [Chlorella vulgaris]	PRW50984.1 26S protease regulatory subunit 6B-like protein [Chlorella sorokiniana]
OG0000317	KAI3425881.1 hypothetical protein D9Q98_007854 [Chlorella vulgaris]	PRW57564.1 26S proteasome regulatory subunit 4-like protein B [Chlorella sorokiniana]
OG0000318	KAI3430325.1 hypothetical protein D9Q98_004920 [Chlorella vulgaris], KAI3430315.1 hypothetical protein D9Q98_004911 [Chlorella vulgaris], KAI3430298.1 hypothetical protein D9Q98_004894 [Chlorella vulgaris]	PRW20481.1 Nex18 symbiotically induced [Chlorella sorokiniana]
OG0000319	KAI3431335.1 hypothetical protein D9Q98_004392 [Chlorella vulgaris], KAI3431334.1 hypothetical protein D9Q98_004392 [Chlorella vulgaris]	PRW39290.1 Soluble starch synthase chloroplastic amyloplastic isoform A [Chlorella sorokiniana], PRW39289.1 Soluble starch synthase chloroplastic amyloplastic isoform B [Chlorella sorokiniana]
OG0000319	KAI3428403.1 hypothetical protein D9Q98_007230 [Chlorella vulgaris]	PRW44481.1 glycosyltransferase family 5 [Chlorella sorokiniana]
OG0000320	KAI3431427.1 hypothetical protein D9Q98_004480 [Chlorella vulgaris]	PRW39347.1 histone deacetylase isoform A [Chlorella sorokiniana], PRW39346.1 histone deacetylase isoform B [Chlorella sorokiniana]
OG0000320	KAI3429362.1 hypothetical protein D9Q98_005457 [Chlorella vulgaris]	PRW60354.1 riboflavin kinase isoform B [Chlorella sorokiniana], PRW60355.1 riboflavin kinase isoform A [Chlorella sorokiniana]
OG0000321	KAI3425862.1 hypothetical protein D9Q98_007835 [Chlorella vulgaris]	PRW58003.1 AP-1 complex subunit sigma-1 [Chlorella sorokiniana]
OG0000322	KAI3425836.1 hypothetical protein D9Q98_007810 [Chlorella vulgaris]	PRW57687.1 SH3 domain-containing [Chlorella sorokiniana]
OG0000322	KAI3436360.1 hypothetical protein D9Q98_002413 [Chlorella vulgaris], KAI3429827.1 hypothetical protein D9Q98_010140 [Chlorella vulgaris]	PRW60532.1 hypothetical protein C2E21_1173 [Chlorella sorokiniana]
OG0000323	KAI3436581.1 hypothetical protein D9Q98_005997 [Chlorella vulgaris]	PRW55919.1 hypothetical protein C2E21_5144 [Chlorella sorokiniana]
OG0000323	KAI3427133.1 hypothetical protein D9Q98_007070 [Chlorella vulgaris]	PRW50804.1 short-chain dehydrogenase reductase SDR [Chlorella sorokiniana]
OG0000324	KAI3430367.1 hypothetical protein D9Q98_004962 [Chlorella vulgaris]	PRW20465.1 lysine--tRNA ligase isoform X2 isoform B [Chlorella sorokiniana]
OG0000324	KAI3430368.1 hypothetical protein D9Q98_004963 [Chlorella vulgaris]	PRW20466.1 lysine--tRNA ligase isoform X2 isoform A [Chlorella sorokiniana]
OG0000325	KAI3432754.1 hypothetical protein D9Q98_004295 [Chlorella vulgaris]	PRW58025.1 Potassium transporter family isoform B [Chlorella sorokiniana], PRW58026.1 Potassium transporter family isoform C [Chlorella sorokiniana], PRW58027.1 Potassium transporter family isoform A [Chlorella sorokiniana]
OG0000326	KAI3435969.1 hypothetical protein D9Q98_002027 [Chlorella vulgaris]	PRW59499.1 hypothetical protein C2E21_1646 [Chlorella sorokiniana]
OG0000327	KAI3438044.1 hypothetical protein D9Q98_000487 [Chlorella vulgaris]	PRW56955.1 Six-hairpin glycosidase [Chlorella sorokiniana]
OG0000328	KAI3434957.1 hypothetical protein D9Q98_003011 [Chlorella vulgaris]	PRW33873.1 translation factor GUF1 mitochondrial isoform X1 [Chlorella sorokiniana]
OG0000329	KAI3428076.1 hypothetical protein D9Q98_006460 [Chlorella vulgaris]	PRW32972.1 TPR repeat-containing isoform A [Chlorella sorokiniana], PRW32971.1 TPR repeat-containing isoform B [Chlorella sorokiniana]
OG0000330	KAI3429796.1 hypothetical protein D9Q98_010109 [Chlorella vulgaris], KAI3429795.1 hypothetical protein D9Q98_010108 [Chlorella vulgaris]	PRW60192.1 carbonic anhydrase [Chlorella sorokiniana]
OG0000331	KAI3430707.1 hypothetical protein D9Q98_005296 [Chlorella vulgaris], KAI3430708.1 hypothetical protein D9Q98_005296 [Chlorella vulgaris]	PRW20191.1 hypothetical protein C2E21_9173 [Chlorella sorokiniana]
OG0000331	KAI3434784.1 hypothetical protein D9Q98_002843 [Chlorella vulgaris]	PRW51078.1 mitochondrial fission process 1 [Chlorella sorokiniana]
OG0000331	KAI3434785.1 hypothetical protein D9Q98_002844 [Chlorella vulgaris]	PRW57863.1 DEAD DEAH box helicase [Chlorella sorokiniana]
OG0000332	KAI3438686.1 hypothetical protein D9Q98_001106 [Chlorella vulgaris], KAI3432324.1 hypothetical protein D9Q98_003883 [Chlorella vulgaris]	PRW57235.1 hypothetical protein C2E21_3942 [Chlorella sorokiniana], PRW61289.1 Capsular polysaccharide synthesis [Chlorella sorokiniana]
OG0000332	KAI3438872.1 hypothetical protein D9Q98_001288 [Chlorella vulgaris]	PRW57907.1 glycosyl transferase [Chlorella sorokiniana], PRW60906.1 glycosyl transferase [Chlorella sorokiniana]
OG0000333	KAI3429269.1 hypothetical protein D9Q98_005366 [Chlorella vulgaris]	PRW60462.1 early light-inducible [Chlorella sorokiniana]
OG0000334	KAI3429881.1 hypothetical protein D9Q98_010192 [Chlorella vulgaris]	PRW45638.1 serine threonine- kinase receptor R831 [Chlorella sorokiniana]
OG0000334	KAI3431754.1 hypothetical protein D9Q98_004796 [Chlorella vulgaris]	PRW58153.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana], PRW57045.1 serine threonine- kinase receptor R831 [Chlorella sorokiniana]
OG0000334	KAI3432746.1 hypothetical protein D9Q98_004287 [Chlorella vulgaris], KAI3423877.1 hypothetical protein D9Q98_009711 [Chlorella vulgaris]	PRW57245.1 peptidylprolyl isomerase D _cyclophilin D_ [Chlorella sorokiniana]
OG0000336	KAI3433885.1 hypothetical protein D9Q98_003687 [Chlorella vulgaris]	PRW58592.1 LRR repeats and ubiquitin-like domain-containing protein [Chlorella sorokiniana]
OG0000336	KAI3437750.1 hypothetical protein D9Q98_000198 [Chlorella vulgaris], KAI3426058.1 hypothetical protein D9Q98_008026 [Chlorella vulgaris], KAI3429461.1 hypothetical protein D9Q98_005553 [Chlorella vulgaris]	PRW39365.1 pyridine nucleotide-disulfide oxidoreductase [Chlorella sorokiniana]
OG0000337	KAI3430331.1 hypothetical protein D9Q98_004926 [Chlorella vulgaris], KAI3430299.1 hypothetical protein D9Q98_004895 [Chlorella vulgaris], KAI3430327.1 hypothetical protein D9Q98_004922 [Chlorella vulgaris], KAI3430313.1 hypothetical protein D9Q98_004909 [Chlorella vulgaris], KAI3430328.1 hypothetical protein D9Q98_004923 [Chlorella vulgaris], KAI3430374.1 hypothetical protein D9Q98_004969 [Chlorella vulgaris], KAI3430300.1 hypothetical protein D9Q98_004896 [Chlorella vulgaris], KAI3430281.1 hypothetical protein D9Q98_004877 [Chlorella vulgaris], KAI3430280.1 hypothetical protein D9Q98_004876 [Chlorella vulgaris], KAI3430341.1 hypothetical protein D9Q98_004936 [Chlorella vulgaris], KAI3430320.1 hypothetical protein D9Q98_004916 [Chlorella vulgaris], KAI3430316.1 hypothetical protein D9Q98_004912 [Chlorella vulgaris], KAI3430365.1 hypothetical protein D9Q98_004960 [Chlorella vulgaris], KAI3430371.1 hypothetical protein D9Q98_004966 [Chlorella vulgaris], KAI3430297.1 hypothetical protein D9Q98_004893 [Chlorella vulgaris]	PRW59456.1 hypothetical protein C2E21_1976 [Chlorella sorokiniana], PRW59590.1 26S proteasome complex ubiquitin subunit Rpn13 [Chlorella sorokiniana]
OG0000340	KAI3425091.1 hypothetical protein D9Q98_008469 [Chlorella vulgaris]	PRW45647.1 ferrochelatase- chloroplastic [Chlorella sorokiniana]
OG0000340	KAI3436547.1 hypothetical protein D9Q98_005963 [Chlorella vulgaris]	PRW56139.1 chaperone 1 [Chlorella sorokiniana]
OG0000341	KAI3435979.1 hypothetical protein D9Q98_002037 [Chlorella vulgaris]	PRW59519.1 diphthine--ammonia ligase isoform X1 [Chlorella sorokiniana]
OG0000341	KAI3434837.1 hypothetical protein D9Q98_002892 [Chlorella vulgaris]	PRW57924.1 ATP-NAD kinase isoform B [Chlorella sorokiniana], PRW57923.1 ATP-NAD kinase isoform A [Chlorella sorokiniana]
OG0000342	KAI3426861.1 hypothetical protein D9Q98_006807 [Chlorella vulgaris], KAI3424931.1 hypothetical protein D9Q98_008315 [Chlorella vulgaris]	PRW45685.1 ER membrane complex subunit 4 [Chlorella sorokiniana]
OG0000343	KAI3436011.1 hypothetical protein D9Q98_002068 [Chlorella vulgaris], KAI3436009.1 hypothetical protein D9Q98_002066 [Chlorella vulgaris]	PRW59844.1 transcription elongation factor SPT5-like protein 1 [Chlorella sorokiniana]
OG0000344	KAI3431546.1 hypothetical protein D9Q98_004595 [Chlorella vulgaris]	PRW39337.1 ATP-dependent zinc metalloprotease FTSH chloroplastic [Chlorella sorokiniana]
OG0000344	KAI3431771.1 hypothetical protein D9Q98_010527 [Chlorella vulgaris]	PRW33093.1 membrane AAA-metalloprotease [Chlorella sorokiniana]
OG0000345	KAI3432345.1 hypothetical protein D9Q98_003902 [Chlorella vulgaris]	PRW61164.1 DNA-directed RNA polymerase II subunit RPB2 isoform A [Chlorella sorokiniana], PRW61165.1 DNA-directed RNA polymerase II subunit RPB2 isoform B [Chlorella sorokiniana]
OG0000345	KAI3432425.1 hypothetical protein D9Q98_003979 [Chlorella vulgaris]	PRW60975.1 DNA polymerase alpha catalytic subunit [Chlorella sorokiniana]
OG0000346	KAI3432353.1 hypothetical protein D9Q98_003910 [Chlorella vulgaris]	PRW61037.1 SUMO-activating enzyme subunit 2 [Chlorella sorokiniana]
OG0000346	KAI3427393.1 hypothetical protein D9Q98_010308 [Chlorella vulgaris]	PRW05923.1 ATP-dependent DNA helicase Q-like 3 [Chlorella sorokiniana]
OG0000347	KAI3430565.1 hypothetical protein D9Q98_005158 [Chlorella vulgaris]	PRW32940.1 ribosomal RNA large subunit methyltransferase I [Chlorella sorokiniana]
OG0000348	KAI3437891.1 hypothetical protein D9Q98_000336 [Chlorella vulgaris]	PRW57238.1 translocase of chloroplast chloroplastic-like [Chlorella sorokiniana]
OG0000348	KAI3437890.1 hypothetical protein D9Q98_000335 [Chlorella vulgaris]	PRW57507.1 Ankyrin repeat domain-containing 2 [Chlorella sorokiniana]
OG0000349	KAI3430780.1 hypothetical protein D9Q98_009192 [Chlorella vulgaris]	PRW21104.1 Arabinanase levansucrase invertase [Chlorella sorokiniana]
OG0000349	KAI3425312.1 hypothetical protein D9Q98_009077 [Chlorella vulgaris]	PRW33560.1 Arabinanase levansucrase invertase [Chlorella sorokiniana]
OG0000350	KAI3437972.1 hypothetical protein D9Q98_000416 [Chlorella vulgaris]	PRW57112.1 exocyst complex component SEC8 [Chlorella sorokiniana]
OG0000350	KAI3437973.1 hypothetical protein D9Q98_000417 [Chlorella vulgaris]	PRW57191.1 serine threonine- kinase prpf4B-like [Chlorella sorokiniana]
OG0000351	KAI3431480.1 hypothetical protein D9Q98_004532 [Chlorella vulgaris]	PRW39127.1 methionyl-tRNA synthetase [Chlorella sorokiniana]
OG0000351	KAI3435758.1 hypothetical protein D9Q98_001816 [Chlorella vulgaris]	PRW59794.1 aminoacyl tRNA synthase complex-interacting multifunctional 1 [Chlorella sorokiniana]
OG0000352	KAI3438986.1 hypothetical protein D9Q98_001399 [Chlorella vulgaris]	PRW58854.1 thioredoxin domain-containing 9-like protein [Chlorella sorokiniana]
OG0000352	KAI3425186.1 hypothetical protein D9Q98_008955 [Chlorella vulgaris]	PRW56455.1 amine oxidase [Chlorella sorokiniana]
OG0000353	KAI3438329.1 hypothetical protein D9Q98_000763 [Chlorella vulgaris], KAI3438328.1 hypothetical protein D9Q98_000762 [Chlorella vulgaris]	PRW56898.1 U5 small nuclear ribonucleo 40 kDa [Chlorella sorokiniana]
OG0000354	KAI3432448.1 hypothetical protein D9Q98_003999 [Chlorella vulgaris]	PRW61146.1 starch phosphorylase [Chlorella sorokiniana]
OG0000354	KAI3432399.1 hypothetical protein D9Q98_003955 [Chlorella vulgaris]	PRW61019.1 Alpha-glucan phosphorylase cytosolic [Chlorella sorokiniana]
OG0000355	KAI3427321.1 hypothetical protein D9Q98_010238 [Chlorella vulgaris]	PRW05929.1 Serine threonine- kinase chloroplastic [Chlorella sorokiniana]
OG0000355	KAI3427340.1 hypothetical protein D9Q98_010257 [Chlorella vulgaris], KAI3427337.1 hypothetical protein D9Q98_010254 [Chlorella vulgaris]	PRW05883.1 putative ubiquitin conjugation factor E4 [Chlorella sorokiniana]
OG0000356	KAI3428318.1 hypothetical protein D9Q98_006698 [Chlorella vulgaris]	PRW56671.1 DEAD-box ATP-dependent RNA helicase 10 [Chlorella sorokiniana]
OG0000356	KAI3436614.1 hypothetical protein D9Q98_006031 [Chlorella vulgaris]	PRW56033.1 RNA helicase [Chlorella sorokiniana]
OG0000357	KAI3437760.1 hypothetical protein D9Q98_000207 [Chlorella vulgaris], KAI3436527.1 hypothetical protein D9Q98_005944 [Chlorella vulgaris]	PRW56012.1 AAAP family transporter_ amino acid [Chlorella sorokiniana]
OG0000357	KAI3430873.1 hypothetical protein D9Q98_009282 [Chlorella vulgaris]	PRW21130.1 glycerol dehydrogenase [Chlorella sorokiniana]
OG0000358	KAI3436477.1 hypothetical protein D9Q98_005894 [Chlorella vulgaris]	PRW58548.1 ribonuclease III [Chlorella sorokiniana]
OG0000358	KAI3423026.1 hypothetical protein D9Q98_010714 [Chlorella vulgaris]	PRW58442.1 hybrid non-ribosomal peptide synthase polyketide synthase [Chlorella sorokiniana]
OG0000359	KAI3430277.1 hypothetical protein D9Q98_004873 [Chlorella vulgaris]	PRW20538.1 hypothetical protein C2E21_8941 [Chlorella sorokiniana]
OG0000359	KAI3430275.1 hypothetical protein D9Q98_004871 [Chlorella vulgaris]	PRW20472.1 chloroplastic isoform X1 [Chlorella sorokiniana]
OG0000360	KAI3426857.1 hypothetical protein D9Q98_006803 [Chlorella vulgaris]	PRW50836.1 UDP-galactose transporter 2-like [Chlorella sorokiniana], PRW60898.1 UDP-galactose transporter 2 [Chlorella sorokiniana]
OG0000361	KAI3438546.1 hypothetical protein D9Q98_000974 [Chlorella vulgaris]	PRW58886.1 beta-1_3-galactosyltransferase 2-like [Chlorella sorokiniana]
OG0000362	KAI3435734.1 hypothetical protein D9Q98_001792 [Chlorella vulgaris]	PRW59736.1 serine threonine- kinase tricorner-like [Chlorella sorokiniana]
OG0000362	KAI3438061.1 hypothetical protein D9Q98_000504 [Chlorella vulgaris]	PRW57390.1 serine threonine kinase [Chlorella sorokiniana]
OG0000363	KAI3429378.1 hypothetical protein D9Q98_005473 [Chlorella vulgaris]	PRW60280.1 E set domain-containing isoform B [Chlorella sorokiniana], PRW60281.1 E set domain-containing isoform A [Chlorella sorokiniana]
OG0000363	KAI3428011.1 hypothetical protein D9Q98_006397 [Chlorella vulgaris]	PRW56843.1 G -activated inward rectifier potassium channel 2 [Chlorella sorokiniana]
OG0000364	KAI3436650.1 hypothetical protein D9Q98_006066 [Chlorella vulgaris]	PRW55997.1 heat shock [Chlorella sorokiniana]
OG0000365	KAI3423827.1 hypothetical protein D9Q98_009663 [Chlorella vulgaris]	PRW56032.1 acyltransferase [Chlorella sorokiniana]
OG0000366	KAI3433559.1 hypothetical protein D9Q98_003370 [Chlorella vulgaris], KAI3433565.1 hypothetical protein D9Q98_003376 [Chlorella vulgaris], KAI3433564.1 hypothetical protein D9Q98_003375 [Chlorella vulgaris]	PRW58356.1 serine carboxypeptidase-like 21 [Chlorella sorokiniana]
OG0000368	KAI3438312.1 hypothetical protein D9Q98_000746 [Chlorella vulgaris]	PRW57413.1 GATA transcription factor 27-like isoform X1 [Chlorella sorokiniana]
OG0000369	KAI3427360.1 hypothetical protein D9Q98_010276 [Chlorella vulgaris]	PRW05946.1 dehydroascorbate reductase [Chlorella sorokiniana]
OG0000369	KAI3438883.1 hypothetical protein D9Q98_001298 [Chlorella vulgaris]	PRW58797.1 dehydroascorbate reductase [Chlorella sorokiniana]
OG0000370	KAI3434549.1 hypothetical protein D9Q98_002622 [Chlorella vulgaris]	PRW20721.1 phosphotransferase inositol or phosphatidylinositol kinase [Chlorella sorokiniana]
OG0000370	KAI3434550.1 hypothetical protein D9Q98_002623 [Chlorella vulgaris]	PRW20624.1 Transcription-associated 1 [Chlorella sorokiniana]
OG0000371	KAI3436816.1 hypothetical protein D9Q98_006226 [Chlorella vulgaris]	PRW56161.1 E3 ubiquitin- ligase COP1-like isoform X1 [Chlorella sorokiniana]
OG0000372	KAI3435517.1 hypothetical protein D9Q98_001583 [Chlorella vulgaris]	PRW18290.1 GDP-mannose 3_5-epimerase 2 [Chlorella sorokiniana]
OG0000372	KAI3435516.1 hypothetical protein D9Q98_001582 [Chlorella vulgaris]	PRW18309.1 pescadillo-family BRCT domain-containing [Chlorella sorokiniana]
OG0000374	KAI3438458.1 hypothetical protein D9Q98_000887 [Chlorella vulgaris]	PRW59214.1 NADH_ubiquinone oxidoreductase 76 kDa subunit [Chlorella sorokiniana]
OG0000375	KAI3423896.1 hypothetical protein D9Q98_009730 [Chlorella vulgaris]	PRW32534.1 4-aminobutyrate aminotransferase [Chlorella sorokiniana]
OG0000375	KAI3423892.1 hypothetical protein D9Q98_009726 [Chlorella vulgaris]	PRW32482.1 CCAAT enhancer-binding zeta [Chlorella sorokiniana]
OG0000376	KAI3431419.1 hypothetical protein D9Q98_004472 [Chlorella vulgaris]	PRW51153.1 root UVB sensitive 6 [Chlorella sorokiniana]
OG0000376	KAI3431793.1 hypothetical protein D9Q98_010546 [Chlorella vulgaris]	PRW33194.1 hypothetical protein C2E21_7888 [Chlorella sorokiniana]
OG0000376	KAI3426134.1 hypothetical protein D9Q98_008513 [Chlorella vulgaris]	PRW44917.1 hypothetical protein C2E21_6489 [Chlorella sorokiniana]
OG0000377	KAI3433868.1 hypothetical protein D9Q98_003671 [Chlorella vulgaris], KAI3433865.1 hypothetical protein D9Q98_003668 [Chlorella vulgaris]	PRW58587.1 Beta-mannosidase isoform A [Chlorella sorokiniana], PRW58588.1 Beta-mannosidase isoform B [Chlorella sorokiniana]
