Orthogroup	Scenedesmus_NREL	Chlorella_KRBP
OG0003148	KAF6258189.1 hypothetical protein COO60DRAFT_1639335 [Scenedesmus sp. NREL 46B-D3]	QAXK01012193.1_12536-14034
OG0003149	KAF6251656.1 hypothetical protein COO60DRAFT_1622685 [Scenedesmus sp. NREL 46B-D3]	QAXK01012663.1_1560-2913
OG0003151	KAF6259582.1 PsbP-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01010249.1_1617-3048
OG0003152	KAF6261990.1 NUC169 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003852.1_5090-8561
OG0003157	KAF6260884.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]	QAXK01018936.1_2-1001
OG0003160	KAF6265657.1 hypothetical protein COO60DRAFT_1697664 [Scenedesmus sp. NREL 46B-D3]	QAXK01000595.1_5567-8159
OG0003164	KAF6250328.1 tRNA methyltransferase complex GCD14 subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01009877.1_4970-2684
OG0003167	KAF6262831.1 PLP-dependent transferase [Scenedesmus sp. NREL 46B-D3]	QAXK01014051.1_13887-12133
OG0003172	KAF6262068.1 vacuolar ATP synthase subunit F [Scenedesmus sp. NREL 46B-D3]	QAXK01000415.1_5823-6484
OG0003191	KAF6256358.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	QAXK01004389.1_4946-6334
OG0003196	KAF6261909.1 putative chloroplast 1-hydroxy-2-methyl-2-_E_-butenyl-4-diphosphate synthase precursor [Scenedesmus sp. NREL 46B-D3]	QAXK01000596.1_17342-21595
OG0003197	KAF6258560.1 component of oligomeric golgi complex 3 [Scenedesmus sp. NREL 46B-D3]	QAXK01003298.1_5048-551
OG0003198	KAF6257926.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3]	QAXK01002898.1_4695-10345
OG0003204	KAF6258928.1 beta-lactamase-like protein [Scenedesmus sp. NREL 46B-D3]	QAXK01006378.1_2719-127
OG0003209	KAF6258257.1 MCM2/3/5 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01011390.1_6757-10508
OG0003212	KAF6260070.1 hypothetical protein COO60DRAFT_1621990 [Scenedesmus sp. NREL 46B-D3]	QAXK01003629.1_5946-3703
OG0003217	KAF6261230.1 fibronectin-binding protein A N-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01017651.1_111-3535
OG0003218	KAF6263029.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3]	QAXK01003131.1_36278-34367
OG0003219	KAF6266706.1 ubiquitin-related domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01002499.1_5466-6313
OG0003220	KAF6252130.1 hypothetical protein COO60DRAFT_1274500 [Scenedesmus sp. NREL 46B-D3]	QAXK01004108.1_13829-15654
OG0003226	KAF6261373.1 protein prenylyltransferase [Scenedesmus sp. NREL 46B-D3]	QAXK01003220.1_8522-13953
OG0003227	KAF6262047.1 peptidase M24_ structural domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003375.1_5219-43
OG0003230	KAF6263325.1 F1F0 ATP synthase_ subunit G_ mitochondrial [Scenedesmus sp. NREL 46B-D3]	QAXK01000382.1_1570-3458
OG0003235	KAF6263340.1 Quinolinate phosphoribosyl transferase [Scenedesmus sp. NREL 46B-D3]	QAXK01014478.1_11654-8522
OG0003239	KAF6265810.1 snare associated Golgi protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01009911.1_3900-1880
OG0003243	KAF6261048.1 deoxypusine synthase 1 [Scenedesmus sp. NREL 46B-D3]	QAXK01012462.1_308-2720
OG0003245	KAF6250832.1 Brix domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252067.1 Brix domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01014831.1_1377-156
OG0003248	KAF6250858.1 hypothetical protein COO60DRAFT_1464780 [Scenedesmus sp. NREL 46B-D3], KAF6250854.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6252261.1 acyl-CoA N-acyltransferase_ partial [Scenedesmus sp. NREL 46B-D3]	QAXK01003339.1_1231-2678
OG0003249	KAF6260030.1 hypothetical protein COO60DRAFT_1509923 [Scenedesmus sp. NREL 46B-D3], KAF6249164.1 hypothetical protein COO60DRAFT_991937_ partial [Scenedesmus sp. NREL 46B-D3]	QAXK01001710.1_3704-3307
OG0003250	KAF6255086.1 CPSF A subunit region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003319.1_3618-13354
OG0003251	KAF6258816.1 6-4 photolyase [Scenedesmus sp. NREL 46B-D3]	QAXK01015706.1_7236-11105
OG0003252	KAF6253033.1 hypothetical protein COO60DRAFT_1704021 [Scenedesmus sp. NREL 46B-D3]	QAXK01000655.1_17305-22319
OG0003253	KAF6253762.1 PsaB RNA binding protein [Scenedesmus sp. NREL 46B-D3], KAF6253836.1 hypothetical protein COO60DRAFT_1544441 [Scenedesmus sp. NREL 46B-D3]	QAXK01000965.1_18464-16425
OG0003254	KAF6265469.1 hypothetical protein COO60DRAFT_1697762 [Scenedesmus sp. NREL 46B-D3]	QAXK01000983.1_27514-29192
OG0003255	KAF6253006.1 glutathione S-transferase [Scenedesmus sp. NREL 46B-D3]	QAXK01010066.1_5264-7166
OG0003256	KAF6252284.1 HD repeat domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01014762.1_15208-13635
OG0003257	KAF6266043.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3], KAF6266020.1 hypothetical protein COO60DRAFT_1475178 [Scenedesmus sp. NREL 46B-D3]	QAXK01001567.1_22308-20679
OG0003258	KAF6264166.1 peptidase C12_ ubiquitin carboxyl-terminal hydrolase 1 [Scenedesmus sp. NREL 46B-D3]	QAXK01005019.1_6054-4921
OG0003259	KAF6261464.1 ribosomal protein L23a component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3], KAF6261463.1 hypothetical protein COO60DRAFT_1636758 [Scenedesmus sp. NREL 46B-D3]	QAXK01003400.1_3813-5064
OG0003357	KAF6252871.1 cytochrome b5-like heme/steroid binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01001354.1_4891-5217
OG0003361	KAF6255736.1 Prefoldin subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01008796.1_1534-1839
OG0003363	KAF6254440.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	QAXK01009044.1_6855-8605
OG0003365	KAF6257013.1 acetyl-coenzyme A transporter 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01013436.1_3075-257
OG0003376	KAF6256438.1 parvulin-type peptidyl-prolyl cis-trans isomerase [Scenedesmus sp. NREL 46B-D3]	QAXK01015973.1_3186-2635
OG0003378	KAF6264236.1 hypothetical protein COO60DRAFT_225581 [Scenedesmus sp. NREL 46B-D3]	QAXK01007832.1_7613-8663
OG0003389	KAF6262982.1 rab-GTPase-TBC domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01000807.1_2417-1282
OG0003390	KAF6258838.1 tRNA/rRNA methyltransferase family protein [Scenedesmus sp. NREL 46B-D3]	QAXK01002975.1_1945-3061
OG0003400	KAF6255720.1 terpenoid cyclases/protein prenyltransferase alpha-alpha toroid [Scenedesmus sp. NREL 46B-D3]	QAXK01011269.1_6226-3244
OG0003418	KAF6254039.1 hypothetical protein COO60DRAFT_1703541 [Scenedesmus sp. NREL 46B-D3]	QAXK01004430.1_3720-2428
OG0003427	KAF6256542.1 guanine-1-methyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01017428.1_6517-5288
OG0003452	KAF6257441.1 hypothetical protein COO60DRAFT_1227867 [Scenedesmus sp. NREL 46B-D3]	QAXK01012596.1_9132-5856
OG0003460	KAF6251673.1 hypothetical protein COO60DRAFT_1704668 [Scenedesmus sp. NREL 46B-D3]	QAXK01010334.1_16568-22208
OG0003462	KAF6266125.1 hypothetical protein COO60DRAFT_1470084 [Scenedesmus sp. NREL 46B-D3]	QAXK01004703.1_12039-13879
OG0003474	KAF6265123.1 50S ribosomal protein L30e-like protein [Scenedesmus sp. NREL 46B-D3]	QAXK01010270.1_2969-2237
OG0003481	KAF6250597.1 hypothetical protein COO60DRAFT_796004 [Scenedesmus sp. NREL 46B-D3]	QAXK01002106.1_10876-11265
OG0003502	KAF6262440.1 DNA-directed RNA polymerase II_ 19 kDa polypeptide [Scenedesmus sp. NREL 46B-D3]	QAXK01000365.1_3565-4942
OG0003509	KAF6257023.1 component of TRAPP complex [Scenedesmus sp. NREL 46B-D3]	QAXK01011852.1_1562-2354
OG0003538	KAF6257939.1 hypothetical protein COO60DRAFT_1701574 [Scenedesmus sp. NREL 46B-D3]	QAXK01008337.1_3990-5243
OG0003540	KAF6258266.1 ribosomal protein L14 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]	QAXK01001088.1_16015-14943
OG0003579	KAF6265721.1 hypothetical protein COO60DRAFT_1697694 [Scenedesmus sp. NREL 46B-D3]	QAXK01005668.1_9092-7561
OG0003597	KAF6260652.1 hypothetical protein COO60DRAFT_1700245 [Scenedesmus sp. NREL 46B-D3]	QAXK01004574.1_6183-8163
OG0003598	KAF6264387.1 DnaJ-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01002968.1_5239-542
OG0003601	KAF6256660.1 transport protein particle component-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01016048.1_1933-545
OG0003643	KAF6254216.1 terpenoid cyclases/Protein prenyltransferase [Scenedesmus sp. NREL 46B-D3]	QAXK01000249.1_16165-13537
OG0003644	KAF6252837.1 XPC-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01008360.1_3542-5458
OG0003666	KAF6252749.1 Alpha/beta knot methyltransferase [Scenedesmus sp. NREL 46B-D3]	QAXK01003616.1_6090-7285
OG0003671	KAF6262775.1 hypothetical protein COO60DRAFT_1267906 [Scenedesmus sp. NREL 46B-D3]	QAXK01000459.1_9787-9028
OG0003672	KAF6265237.1 peptidyl-tRNA hydrolase 2/Bcl-2 inhibitor of transcription 1 [Scenedesmus sp. NREL 46B-D3]	QAXK01004402.1_2407-3301
OG0003677	KAF6266017.1 hypothetical protein COO60DRAFT_1281067 [Scenedesmus sp. NREL 46B-D3]	QAXK01010442.1_6499-5620
OG0003687	KAF6262717.1 hypothetical protein COO60DRAFT_1267980_ partial [Scenedesmus sp. NREL 46B-D3]	QAXK01006494.1_1594-1032
OG0003693	KAF6259695.1 hypothetical protein COO60DRAFT_1700667 [Scenedesmus sp. NREL 46B-D3]	QAXK01003706.1_3896-8573
OG0003697	KAF6254436.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	QAXK01004373.1_28195-25392
OG0003713	KAF6258929.1 hypothetical protein COO60DRAFT_1270426 [Scenedesmus sp. NREL 46B-D3]	QAXK01002432.1_4248-4930
OG0003731	KAF6251994.1 p21-C-terminal region-binding protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01017356.1_2411-500
OG0003744	KAF6255289.1 hypothetical protein COO60DRAFT_1641630 [Scenedesmus sp. NREL 46B-D3]	QAXK01009613.1_9396-10310
OG0003746	KAF6249057.1 hypothetical protein COO60DRAFT_1299912 [Scenedesmus sp. NREL 46B-D3]	QAXK01004123.1_13625-15399
OG0003755	KAF6257311.1 hypothetical protein COO60DRAFT_1524460 [Scenedesmus sp. NREL 46B-D3]	QAXK01002565.1_12559-10828
OG0003771	KAF6261379.1 hypothetical protein COO60DRAFT_1283089 [Scenedesmus sp. NREL 46B-D3]	QAXK01010052.1_3190-4640
OG0003773	KAF6264215.1 signal recognition particle_ SRP19 subunit [Scenedesmus sp. NREL 46B-D3]	QAXK01014932.1_4139-2485
OG0003784	KAF6258527.1 translation protein SH3-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01007229.1_11545-10178
OG0003794	KAF6260077.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]	QAXK01000557.1_206-3811
OG0003801	KAF6252088.1 hypothetical protein COO60DRAFT_559991 [Scenedesmus sp. NREL 46B-D3]	QAXK01000515.1_19189-19853
OG0003813	KAF6264536.1 surface antigen-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01000036.1_13891-8955
OG0003824	KAF6261907.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	QAXK01001158.1_26014-28604
OG0003826	KAF6261329.1 ribonuclease H-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01015643.1_1434-3404
OG0003838	KAF6263234.1 Pre-mRNA-splicing factor Cwf15/Cwc15 [Scenedesmus sp. NREL 46B-D3]	QAXK01001081.1_3765-5510
OG0003841	KAF6266582.1 activator of Hsp90 ATPase [Scenedesmus sp. NREL 46B-D3]	QAXK01006012.1_2971-2223
OG0003847	KAF6252230.1 hypothetical protein COO60DRAFT_1704397 [Scenedesmus sp. NREL 46B-D3]	QAXK01000325.1_43378-42220
OG0003849	KAF6254126.1 Isoprenylcysteine carboxyl methyltransferase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01010227.1_9762-8151
OG0003850	KAF6265160.1 hypothetical protein COO60DRAFT_1697987 [Scenedesmus sp. NREL 46B-D3]	QAXK01003563.1_5026-2636
OG0003861	KAF6258410.1 fatty acid hydroxylase superfamily-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01001160.1_34552-35942
OG0003904	KAF6261997.1 20S proteasome alpha subunit C [Scenedesmus sp. NREL 46B-D3]	QAXK01003852.1_2138-563
OG0003944	KAF6261508.1 galactose-binding domain-like protein [Scenedesmus sp. NREL 46B-D3]	QAXK01005846.1_7514-8614
OG0003947	KAF6256450.1 hypothetical protein COO60DRAFT_1657786 [Scenedesmus sp. NREL 46B-D3]	QAXK01000042.1_9232-7900
OG0003954	KAF6252838.1 hypothetical protein COO60DRAFT_1671299 [Scenedesmus sp. NREL 46B-D3]	QAXK01004732.1_20335-21271
OG0003958	KAF6251220.1 eukaryotic rRNA processing [Scenedesmus sp. NREL 46B-D3]	QAXK01001698.1_16624-15571
OG0003964	KAF6260744.1 chaperonin 10 [Scenedesmus sp. NREL 46B-D3]	QAXK01001551.1_63875-64499
OG0003973	KAF6257060.1 component of TRAPP complex [Scenedesmus sp. NREL 46B-D3]	QAXK01005150.1_10239-11440
OG0003976	KAF6264163.1 FLU chloroplast precursor_ alternative spliced version s-FLP [Scenedesmus sp. NREL 46B-D3]	QAXK01008391.1_3155-4981
OG0003980	KAF6255028.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]	QAXK01001710.1_16426-15281
OG0003985	KAF6251194.1 magnesium transporter [Scenedesmus sp. NREL 46B-D3]	QAXK01006679.1_5844-7981
OG0003999	KAF6250985.1 Endoribonuclease L-PSP/chorismate mutase-like protein [Scenedesmus sp. NREL 46B-D3]	QAXK01017848.1_6990-5867
OG0004036	KAF6265162.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3]	QAXK01001182.1_6681-8037
OG0004052	KAF6263562.1 cytochrome b-c1 complex subunit 7 [Scenedesmus sp. NREL 46B-D3]	QAXK01018827.1_2147-2783
OG0004119	KAF6264488.1 Dom34 protein [Scenedesmus sp. NREL 46B-D3]	QAXK01011975.1_26427-25164
OG0004127	KAF6254289.1 hypothetical protein COO60DRAFT_1703387 [Scenedesmus sp. NREL 46B-D3]	QAXK01002477.1_12495-11499
OG0004131	KAF6256859.1 AAA domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01008931.1_8768-10630
OG0004161	KAF6262159.1 DUF1365-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003741.1_3586-2152
OG0004173	KAF6265916.1 hypothetical protein COO60DRAFT_769299 [Scenedesmus sp. NREL 46B-D3]	QAXK01003131.1_14822-17632
OG0004184	KAF6265951.1 putative carboxypeptidase [Scenedesmus sp. NREL 46B-D3]	QAXK01001360.1_2587-7675
OG0004188	KAF6258204.1 26S proteasome regulatory subunit [Scenedesmus sp. NREL 46B-D3]	QAXK01000965.1_13792-15638
OG0004195	KAF6262302.1 hypothetical protein COO60DRAFT_1699417 [Scenedesmus sp. NREL 46B-D3]	QAXK01002159.1_9033-7570
OG0004222	KAF6265461.1 replication factor A protein 3 [Scenedesmus sp. NREL 46B-D3]	QAXK01017090.1_773-1260
OG0004223	KAF6264494.1 hypothetical protein COO60DRAFT_127959 [Scenedesmus sp. NREL 46B-D3]	QAXK01019447.1_2073-2396
OG0004224	KAF6260871.1 dihydrofolate reductase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003931.1_8204-3520
OG0004225	KAF6256016.1 isoprenoid synthase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01001471.1_7507-5855
OG0004226	KAF6265177.1 hypothetical protein COO60DRAFT_1119106 [Scenedesmus sp. NREL 46B-D3]	QAXK01014810.1_5618-8818
OG0004227	KAF6251322.1 MutL C terminal dimerization domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251323.1 histidine kinase-like ATPase [Scenedesmus sp. NREL 46B-D3]	QAXK01000804.1_324-1387
OG0004228	KAF6248797.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3], KAF6259966.1 ribosome biogenesis protein WDR12 [Scenedesmus sp. NREL 46B-D3]	QAXK01010701.1_10887-7922
OG0004229	KAF6265645.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	QAXK01014803.1_67-2405
OG0004230	KAF6259495.1 trypsin-like serine protease [Scenedesmus sp. NREL 46B-D3]	QAXK01004000.1_7642-5232
OG0004231	KAF6250359.1 FAD-dependent oxidoreductase [Scenedesmus sp. NREL 46B-D3]	QAXK01004677.1_1252-4060
OG0004232	KAF6257183.1 mitochondrial substrate carrier protein [Scenedesmus sp. NREL 46B-D3]	QAXK01001218.1_22461-19740
OG0004233	KAF6263568.1 ribosomal protein S5 domain 2-type protein [Scenedesmus sp. NREL 46B-D3]	QAXK01001871.1_3231-1985
OG0004234	KAF6252326.1 SBDS protein C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003347.1_1758-3582
OG0004236	KAF6254541.1 thiolase-like protein [Scenedesmus sp. NREL 46B-D3]	QAXK01008198.1_2951-5520
OG0004237	KAF6257826.1 hypothetical protein COO60DRAFT_1622204 [Scenedesmus sp. NREL 46B-D3]	QAXK01011268.1_2959-4791
OG0004238	KAF6251492.1 hypothetical protein COO60DRAFT_1675455 [Scenedesmus sp. NREL 46B-D3]	QAXK01018044.1_1256-217
OG0004239	KAF6263647.1 putative diphthamide synthesis protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01009544.1_7380-9706
OG0004240	KAF6253608.1 anaphase-promoting complex_ subunit 10 [Scenedesmus sp. NREL 46B-D3]	QAXK01003572.1_4178-5128
OG0004241	KAF6251300.1 hypothetical protein COO60DRAFT_1561459 [Scenedesmus sp. NREL 46B-D3]	QAXK01011839.1_9-1697
OG0004242	KAF6266743.1 small-subunit processome [Scenedesmus sp. NREL 46B-D3]	QAXK01001749.1_8132-6905
OG0004243	KAF6254125.1 ribonuclease H-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01010227.1_10470-11308
OG0004244	KAF6260714.1 PHF5-like protein [Scenedesmus sp. NREL 46B-D3]	QAXK01015529.1_1845-2785
OG0004245	KAF6250167.1 hypothetical protein COO60DRAFT_1706220 [Scenedesmus sp. NREL 46B-D3], KAF6265308.1 hypothetical protein COO60DRAFT_1039184 [Scenedesmus sp. NREL 46B-D3]	QAXK01011116.1_4220-2967
OG0004246	KAF6264275.1 ChaC-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01001784.1_27630-25510
OG0004247	KAF6263833.1 hypothetical protein COO60DRAFT_1267336 [Scenedesmus sp. NREL 46B-D3]	QAXK01003581.1_1217-562
OG0004248	KAF6259771.1 hypothetical protein COO60DRAFT_1700641 [Scenedesmus sp. NREL 46B-D3]	QAXK01004599.1_5331-3218
OG0004249	KAF6261392.1 Staygreen protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01000848.1_19191-20023
OG0004476	KAF6257964.1 Dcp1-like decapping family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01005761.1_5110-4061
OG0004571	KAF6249277.1 transcription initiation factor TAFII31 [Scenedesmus sp. NREL 46B-D3]	QAXK01000171.1_2716-3341
OG0004622	KAF6260508.1 hypothetical protein COO60DRAFT_1470707 [Scenedesmus sp. NREL 46B-D3]	QAXK01002638.1_6633-6327
OG0004656	KAF6258564.1 origin recognition complex subunit 2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01006388.1_12359-10899
OG0004681	KAF6259949.1 hypothetical protein COO60DRAFT_1294635 [Scenedesmus sp. NREL 46B-D3]	QAXK01001495.1_31486-30283
OG0004765	KAF6260392.1 cwf18 pre-mRNA splicing factor-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	QAXK01013662.1_15761-16601
OG0004825	KAF6263692.1 hypothetical protein COO60DRAFT_382053 [Scenedesmus sp. NREL 46B-D3]	QAXK01012785.1_94-624
OG0004901	KAF6266078.1 multi protein bridging factor 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003939.1_11405-12434
OG0004922	KAF6264398.1 eukaryotic translation initiation factor eIF2A-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01009836.1_3189-307
OG0004939	KAF6266480.1 adenylyltransferase [Scenedesmus sp. NREL 46B-D3]	QAXK01014925.1_5002-6648
OG0004940	KAF6266363.1 chlorophyll a/b-binding protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003992.1_14682-12697
OG0004941	KAF6262177.1 hypothetical protein COO60DRAFT_1293600 [Scenedesmus sp. NREL 46B-D3]	QAXK01007127.1_5270-7296
OG0004942	KAF6261028.1 eukaryotic phosphomannomutase [Scenedesmus sp. NREL 46B-D3]	QAXK01005538.1_10163-11912
OG0004943	KAF6264654.1 hypothetical protein COO60DRAFT_1483819 [Scenedesmus sp. NREL 46B-D3]	QAXK01000526.1_11161-10180
OG0004944	KAF6250785.1 hypothetical protein COO60DRAFT_1705427 [Scenedesmus sp. NREL 46B-D3]	QAXK01000032.1_16347-17734
OG0004945	KAF6265133.1 hypothetical protein COO60DRAFT_1480718 [Scenedesmus sp. NREL 46B-D3]	QAXK01002261.1_13670-14278
OG0004946	KAF6265295.1 beta-lactamase-like protein [Scenedesmus sp. NREL 46B-D3]	QAXK01011417.1_18759-16577
OG0005372	KAF6264345.1 inosine triphosphate pyrophosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	QAXK01012603.1_2052-3066
OG0005613	KAF6263160.1 hypothetical protein COO60DRAFT_1256373_ partial [Scenedesmus sp. NREL 46B-D3]	QAXK01006058.1_8137-6433
OG0005614	KAF6250532.1 Nicastrin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01012020.1_2254-4849
OG0005615	KAF6254568.1 hypothetical protein COO60DRAFT_1273046 [Scenedesmus sp. NREL 46B-D3]	QAXK01002408.1_3172-1756
