Orthogroup	Micractinium_SAG24180	Auxenochlorella_protothecoides
OG0000541	PSC72747.1 superoxide dismutase [Fe] [Micractinium conductrix], PSC77044.1 superoxide dismutase [Fe] [Micractinium conductrix]	RMZ54402.1 hypothetical protein APUTEX25_001978 [Auxenochlorella protothecoides]
OG0000542	PSC69510.1 mitochondrial substrate carrier family B [Micractinium conductrix]	RMZ54410.1 hypothetical protein APUTEX25_001986 [Auxenochlorella protothecoides]
OG0000544	PSC69040.1 sedoheptulose-1_7-bisphosphatase [Micractinium conductrix]	RMZ54806.1 hypothetical protein APUTEX25_000323_ partial [Auxenochlorella protothecoides]
OG0000544	PSC76933.1 Sedoheptulose-1_7-chloroplastic [Micractinium conductrix]	RMZ54556.1 hypothetical protein APUTEX25_002131 [Auxenochlorella protothecoides]
OG0000545	PSC75103.1 aspartate aminotransferase [Micractinium conductrix]	RMZ54559.1 hypothetical protein APUTEX25_002134 [Auxenochlorella protothecoides]
OG0000546	PSC69174.1 putative phosphatase 2C 5 isoform X1 [Micractinium conductrix], PSC69106.1 Qa-SYP4 Tlg2p Syntaxin 16-type [Micractinium conductrix]	RMZ54704.1 hypothetical protein APUTEX25_003082_ partial [Auxenochlorella protothecoides]
OG0000547	PSC68301.1 polyketide cyclase hydroxylase [Micractinium conductrix]	RMZ54726.1 hypothetical protein APUTEX25_003104 [Auxenochlorella protothecoides]
OG0000548	PSC76480.1 plastid division [Micractinium conductrix]	RMZ54812.1 hypothetical protein APUTEX25_000329 [Auxenochlorella protothecoides]
OG0000549	PSC72960.1 Sulfate adenylyltransferase isoform A [Micractinium conductrix], PSC72959.1 Sulfate adenylyltransferase isoform B [Micractinium conductrix], PSC70809.1 sulfate adenylyltransferase [Micractinium conductrix]	RMZ54897.1 hypothetical protein APUTEX25_000414 [Auxenochlorella protothecoides]
OG0000550	PSC72527.1 hypothetical protein C2E20_4309 [Micractinium conductrix], PSC74010.1 citrate synthase methylcitrate synthase [Micractinium conductrix], PSC77040.1 hypothetical protein C2E20_0522 [Micractinium conductrix], PSC71142.1 hypothetical protein C2E20_5434 [Micractinium conductrix]	RMZ54980.1 hypothetical protein APUTEX25_000497 [Auxenochlorella protothecoides]
OG0000551	PSC71514.1 MUT9-related serine threonine kinase [Micractinium conductrix]	RMZ55476.1 hypothetical protein APUTEX25_000059 [Auxenochlorella protothecoides]
OG0000551	PSC75885.1 MUT9-related serine threonine kinase isoform A [Micractinium conductrix], PSC75884.1 MUT9-related serine threonine kinase isoform B [Micractinium conductrix]	RMZ55028.1 hypothetical protein APUTEX25_005654 [Auxenochlorella protothecoides]
OG0000552	PSC70972.1 serine carboxypeptidase 24-like [Micractinium conductrix]	RMZ55131.1 hypothetical protein APUTEX25_005409 [Auxenochlorella protothecoides]
OG0000553	PSC73318.1 T-complex 1 subunit gamma [Micractinium conductrix]	RMZ55133.1 hypothetical protein APUTEX25_005411 [Auxenochlorella protothecoides]
OG0000555	PSC67355.1 prohibitin-mitochondrial-like [Micractinium conductrix]	RMZ57441.1 hypothetical protein APUTEX25_004275 [Auxenochlorella protothecoides]
OG0000556	PSC68880.1 expressed protein isoform E [Micractinium conductrix], PSC68883.1 expressed protein isoform D [Micractinium conductrix], PSC68882.1 expressed protein isoform A [Micractinium conductrix], PSC73483.1 splicing arginine serine-rich 19 [Micractinium conductrix], PSC69212.1 FAD-linked oxidase [Micractinium conductrix], PSC72441.1 Transcriptional Crp Fnr family [Micractinium conductrix]	RMZ55439.1 hypothetical protein APUTEX25_003563 [Auxenochlorella protothecoides]
OG0000557	PSC72540.1 tRNA uridine_34_ 5-carboxymethylaminomethyl synthesis enzyme [Micractinium conductrix]	RMZ55463.1 hypothetical protein APUTEX25_003587_ partial [Auxenochlorella protothecoides], RMZ56118.1 hypothetical protein APUTEX25_004542_ partial [Auxenochlorella protothecoides]
OG0000559	PSC76261.1 tRNA _cytosine_34_-C_5__-methyltransferase [Micractinium conductrix]	RMZ55545.1 hypothetical protein APUTEX25_000128 [Auxenochlorella protothecoides]
OG0000559	PSC67965.1 DNA replication licensing factor MCM4 [Micractinium conductrix]	RMZ55624.1 hypothetical protein APUTEX25_000207_ partial [Auxenochlorella protothecoides]
OG0000560	PSC73974.1 ERD4-related membrane isoform A [Micractinium conductrix], PSC73975.1 ERD4-related membrane isoform B [Micractinium conductrix]	RMZ55629.1 hypothetical protein APUTEX25_000212_ partial [Auxenochlorella protothecoides]
OG0000561	PSC74078.1 UPF0047 isoform B [Micractinium conductrix], PSC74079.1 UPF0047 isoform A [Micractinium conductrix]	RMZ55661.1 hypothetical protein APUTEX25_000244_ partial [Auxenochlorella protothecoides]
OG0000562	PSC75160.1 Solute carrier family 35 member E3 isoform B [Micractinium conductrix], PSC75159.1 Solute carrier family 35 member E3 isoform A [Micractinium conductrix]	RMZ55695.1 hypothetical protein APUTEX25_005736 [Auxenochlorella protothecoides]
OG0000563	PSC72141.1 alpha beta-hydrolase [Micractinium conductrix], PSC69058.1 alpha beta-hydrolase isoform B [Micractinium conductrix], PSC69057.1 alpha beta-hydrolase isoform A [Micractinium conductrix]	RMZ55717.1 hypothetical protein APUTEX25_005758 [Auxenochlorella protothecoides]
OG0000564	PSC74467.1 phosphatase 1 [Micractinium conductrix]	RMZ57295.1 hypothetical protein APUTEX25_004129 [Auxenochlorella protothecoides]
OG0000564	PSC70233.1 acylamino-acid-releasing enzyme isoform X1 [Micractinium conductrix]	RMZ55748.1 hypothetical protein APUTEX25_005789_ partial [Auxenochlorella protothecoides], RMZ55740.1 hypothetical protein APUTEX25_005781_ partial [Auxenochlorella protothecoides]
OG0000565	PSC70159.1 3-dehydroquinate synthase [Micractinium conductrix]	RMZ55744.1 hypothetical protein APUTEX25_005785 [Auxenochlorella protothecoides]
OG0000566	PSC67130.1 structural maintenance of chromosomes 6B_ partial [Micractinium conductrix], PSC68121.1 structural maintenance of chromosomes 6B [Micractinium conductrix], PSC71901.1 structural maintenance of chromosomes 6B [Micractinium conductrix]	RMZ55867.1 hypothetical protein APUTEX25_003833 [Auxenochlorella protothecoides]
OG0000567	PSC70525.1 fructose bisphosphate aldolase [Micractinium conductrix]	RMZ56083.1 hypothetical protein APUTEX25_004507 [Auxenochlorella protothecoides]
OG0000568	PSC67980.1 dnaJ ERDJ3B [Micractinium conductrix]	RMZ56228.1 hypothetical protein APUTEX25_002418 [Auxenochlorella protothecoides], RMZ56190.1 hypothetical protein APUTEX25_002380 [Auxenochlorella protothecoides]
OG0000569	PSC73100.1 na+ solute symporter isoform A [Micractinium conductrix], PSC73101.1 na+ solute symporter isoform B [Micractinium conductrix]	RMZ56311.1 hypothetical protein APUTEX25_000550 [Auxenochlorella protothecoides]
OG0000570	PSC73030.1 asparagine-tRNA cytoplasmic 1-like [Micractinium conductrix]	RMZ56315.1 hypothetical protein APUTEX25_000554 [Auxenochlorella protothecoides]
OG0000570	PSC74776.1 SWI SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A 1 isoform X1 [Micractinium conductrix]	RMZ57042.1 hypothetical protein APUTEX25_002274_ partial [Auxenochlorella protothecoides]
OG0000571	PSC75843.1 Alpha-galactosidase [Micractinium conductrix]	RMZ56456.1 hypothetical protein APUTEX25_004679 [Auxenochlorella protothecoides]
OG0000572	PSC76246.1 histone acetyltransferase HAC1-like [Micractinium conductrix]	RMZ56474.1 hypothetical protein APUTEX25_001321_ partial [Auxenochlorella protothecoides], RMZ57131.1 hypothetical protein APUTEX25_002363 [Auxenochlorella protothecoides]
OG0000573	PSC71818.1 hypothetical protein C2E20_4941 [Micractinium conductrix]	RMZ56532.1 hypothetical protein APUTEX25_001379 [Auxenochlorella protothecoides]
OG0000573	PSC71739.1 Serine threonine-kinase TOUSLED [Micractinium conductrix]	RMZ57188.1 hypothetical protein APUTEX25_004022 [Auxenochlorella protothecoides]
OG0000574	PSC73562.1 molybdopterin adenylyltransferase [Micractinium conductrix], PSC73786.1 Proteasome subunit beta type-6 [Micractinium conductrix]	RMZ56844.1 hypothetical protein APUTEX25_002933_ partial [Auxenochlorella protothecoides]
OG0000576	PSC74615.1 serine threonine phosphatase 2A regulatory subunit B beta-like [Micractinium conductrix]	RMZ56897.1 hypothetical protein APUTEX25_002986 [Auxenochlorella protothecoides]
OG0000577	PSC75825.1 Eukaryotic translation initiation factor 3 subunit F [Micractinium conductrix]	RMZ56925.1 hypothetical protein APUTEX25_004987 [Auxenochlorella protothecoides], RMZ56949.1 hypothetical protein APUTEX25_005011 [Auxenochlorella protothecoides]
OG0000578	PSC70900.1 PXMP2 4 family 4 [Micractinium conductrix], PSC70859.1 ubiquitin [Micractinium conductrix]	RMZ56936.1 hypothetical protein APUTEX25_004998 [Auxenochlorella protothecoides]
OG0000579	PSC75909.1 Vacuolar amino acid transporter 1 [Micractinium conductrix], PSC72470.1 Vacuolar amino acid transporter 1 [Micractinium conductrix]	RMZ56942.1 hypothetical protein APUTEX25_005004 [Auxenochlorella protothecoides]
OG0000580	PSC73827.1 COP9 signalosome complex subunit 6a [Micractinium conductrix]	RMZ57063.1 hypothetical protein APUTEX25_002295_ partial [Auxenochlorella protothecoides]
OG0000581	PSC71485.1 TBC1 domain family member 2A [Micractinium conductrix]	RMZ57082.1 hypothetical protein APUTEX25_002314 [Auxenochlorella protothecoides]
OG0000582	PSC74415.1 33kDa oxygen evolving of photosystem II [Micractinium conductrix], PSC69559.1 photosystem II manganese-stabilizing polypeptide [Micractinium conductrix]	RMZ57104.1 hypothetical protein APUTEX25_002336 [Auxenochlorella protothecoides]
OG0000583	PSC67606.1 Acyl-coenzyme A thioesterase THEM4 [Micractinium conductrix], PSC67085.1 Acyl-coenzyme A thioesterase THEM4 [Micractinium conductrix], PSC76552.1 Acyl-coenzyme A thioesterase THEM4 [Micractinium conductrix]	RMZ57150.1 hypothetical protein APUTEX25_003984 [Auxenochlorella protothecoides]
OG0000584	PSC75017.1 ADP-ribosylation factor 9 [Micractinium conductrix], PSC74963.1 heme oxygenase [Micractinium conductrix]	RMZ57178.1 hypothetical protein APUTEX25_004012 [Auxenochlorella protothecoides]
OG0000585	PSC74997.1 NLI interacting factor-like phosphatase [Micractinium conductrix]	RMZ57249.1 hypothetical protein APUTEX25_004083 [Auxenochlorella protothecoides]
OG0000586	PSC71302.1 mitochondrial-processing peptidase subunit alpha-like [Micractinium conductrix]	RMZ57309.1 hypothetical protein APUTEX25_004143 [Auxenochlorella protothecoides]
OG0000587	PSC69903.1 BTB POZ and MATH domain-containing 2-like isoform B [Micractinium conductrix]	RMZ57360.1 hypothetical protein APUTEX25_004194 [Auxenochlorella protothecoides]
OG0000588	PSC71257.1 spore coat isoform A [Micractinium conductrix], PSC71256.1 spore coat isoform B [Micractinium conductrix]	RMZ57370.1 hypothetical protein APUTEX25_004204 [Auxenochlorella protothecoides]
OG0000589	PSC74763.1 epoxide hydrolase [Micractinium conductrix]	RMZ57402.1 hypothetical protein APUTEX25_004236 [Auxenochlorella protothecoides]
OG0000590	PSC75613.1 FAD-dependent oxidoreductase family [Micractinium conductrix]	RMZ57508.1 hypothetical protein APUTEX25_003751 [Auxenochlorella protothecoides]
OG0000609	PSC69176.1 serine threonine-kinase SAPK3-like [Micractinium conductrix]	RMZ52010.1 hypothetical protein APUTEX25_001204 [Auxenochlorella protothecoides]
OG0000610	PSC69329.1 aldehyde dehydrogenase [Micractinium conductrix], PSC69086.1 aldehyde dehydrogenase [Micractinium conductrix]	RMZ56673.1 hypothetical protein APUTEX25_002762_ partial [Auxenochlorella protothecoides]
OG0000611	PSC72946.1 Ubiquitin domain-containing 2 [Micractinium conductrix]	RMZ52033.1 hypothetical protein APUTEX25_001227_ partial [Auxenochlorella protothecoides]
OG0000612	PSC69098.1 Vacuolar transporter chaperone 4 [Micractinium conductrix]	RMZ52073.1 hypothetical protein APUTEX25_001267 [Auxenochlorella protothecoides]
OG0000614	PSC67289.1 GDP-mannose transporter GONST2-like [Micractinium conductrix], PSC67285.1 GDP-mannose golgi apparatus [Micractinium conductrix], PSC75907.1 GDP-mannose transporter GONST1-like [Micractinium conductrix], PSC76911.1 GDP-mannose golgi apparatus [Micractinium conductrix], PSC73311.1 GDP-mannose transporter GONST1 [Micractinium conductrix]	RMZ52307.1 hypothetical protein APUTEX25_005060 [Auxenochlorella protothecoides]
OG0000615	PSC71737.1 VTC domain-containing [Micractinium conductrix]	RMZ52859.1 hypothetical protein APUTEX25_000978_ partial [Auxenochlorella protothecoides]
OG0000615	PSC73529.1 ABC transporter C family member 2 isoform B [Micractinium conductrix], PSC73528.1 ABC transporter C family member 2 isoform A [Micractinium conductrix]	RMZ52318.1 hypothetical protein APUTEX25_005071_ partial [Auxenochlorella protothecoides]
OG0000616	PSC73413.1 small nuclear ribonucleo -associated B -like [Micractinium conductrix]	RMZ52321.1 hypothetical protein APUTEX25_005074_ partial [Auxenochlorella protothecoides]
OG0000617	PSC69702.1 cystathionine gamma-synthase [Micractinium conductrix]	RMZ52406.1 hypothetical protein APUTEX25_000681 [Auxenochlorella protothecoides]
OG0000618	PSC73676.1 40S ribosomal S15a isoform B [Micractinium conductrix], PSC73675.1 40S ribosomal S15a isoform A [Micractinium conductrix]	RMZ52555.1 hypothetical protein APUTEX25_003698_ partial [Auxenochlorella protothecoides]
OG0000620	PSC71057.1 saccharopine dehydrogenase [Micractinium conductrix]	RMZ52762.1 hypothetical protein APUTEX25_000881 [Auxenochlorella protothecoides]
OG0000623	PSC73755.1 U1 small nuclear ribonucleo A [Micractinium conductrix], PSC70739.1 U2 small nuclear ribonucleo B -like isoform B [Micractinium conductrix], PSC70740.1 U2 small nuclear ribonucleo B -like isoform A [Micractinium conductrix]	RMZ52819.1 hypothetical protein APUTEX25_000938 [Auxenochlorella protothecoides]
OG0000624	PSC73123.1 N-alpha-acetyltransferase auxiliary subunit isoform X1 [Micractinium conductrix]	RMZ52916.1 hypothetical protein APUTEX25_001035 [Auxenochlorella protothecoides]
OG0000625	PSC68467.1 putative sphingolipid transporter spinster-like protein 2 [Micractinium conductrix]	RMZ52945.1 hypothetical protein APUTEX25_001064 [Auxenochlorella protothecoides]
OG0000625	PSC73072.1 putative sphingolipid transporter spinster-like protein 2 [Micractinium conductrix]	RMZ55705.1 hypothetical protein APUTEX25_005746_ partial [Auxenochlorella protothecoides]
OG0000626	PSC76267.1 lon protease-like protein peroxisomal [Micractinium conductrix]	RMZ55093.1 hypothetical protein APUTEX25_005719 [Auxenochlorella protothecoides]
OG0000626	PSC76277.1 SDA1 [Micractinium conductrix]	RMZ53082.1 hypothetical protein APUTEX25_002491_ partial [Auxenochlorella protothecoides]
OG0000627	PSC75741.1 NAD_P_ transhydrogenase_ mitochondrial [Micractinium conductrix]	RMZ56387.1 hypothetical protein APUTEX25_004744 [Auxenochlorella protothecoides]
OG0000627	PSC75818.1 NAD_P_ transhydrogenase_ mitochondrial [Micractinium conductrix]	RMZ53112.1 hypothetical protein APUTEX25_004936_ partial [Auxenochlorella protothecoides]
OG0000628	PSC75597.1 Transmembrane 45B [Micractinium conductrix]	RMZ53162.1 hypothetical protein APUTEX25_005151_ partial [Auxenochlorella protothecoides]
OG0000629	PSC75401.1 CPYC type [Micractinium conductrix]	RMZ56657.1 hypothetical protein APUTEX25_002746 [Auxenochlorella protothecoides]
OG0000630	PSC68371.1 polyribonucleotide nucleotidyltransferase [Micractinium conductrix]	RMZ53248.1 hypothetical protein APUTEX25_005237_ partial [Auxenochlorella protothecoides]
OG0000631	PSC71884.1 Vacuolar sorting-associated 16 [Micractinium conductrix]	RMZ53249.1 hypothetical protein APUTEX25_005238 [Auxenochlorella protothecoides]
OG0000633	PSC72178.1 tyramine oxidase [Micractinium conductrix]	RMZ53368.1 hypothetical protein APUTEX25_004856 [Auxenochlorella protothecoides]
OG0000634	PSC68566.1 Cell division cycle-associated 7 [Micractinium conductrix], PSC73301.1 ubiquitin-ligase zinc ion binding [Micractinium conductrix]	RMZ53409.1 hypothetical protein APUTEX25_004897 [Auxenochlorella protothecoides]
OG0000635	PSC72390.1 ribulose-phosphate 3-chloroplastic-like [Micractinium conductrix]	RMZ56144.1 hypothetical protein APUTEX25_004568 [Auxenochlorella protothecoides]
OG0000636	PSC73715.1 carotenoid oxygenase [Micractinium conductrix]	RMZ53494.1 hypothetical protein APUTEX25_003316 [Auxenochlorella protothecoides]
OG0000637	PSC69313.1 N-alpha-acetyltransferase 20 [Micractinium conductrix]	RMZ53706.1 hypothetical protein APUTEX25_003240 [Auxenochlorella protothecoides]
OG0000637	PSC74139.1 adiponectin receptor 1b [Micractinium conductrix]	RMZ56338.1 hypothetical protein APUTEX25_004695 [Auxenochlorella protothecoides]
OG0000638	PSC70505.1 MON2-like protein isoform X1 [Micractinium conductrix]	RMZ53764.1 hypothetical protein APUTEX25_003903_ partial [Auxenochlorella protothecoides]
OG0000639	PSC74636.1 Histone H1 [Micractinium conductrix]	RMZ56746.1 hypothetical protein APUTEX25_002835 [Auxenochlorella protothecoides]
OG0000640	PSC74444.1 oxidoreductase [Micractinium conductrix], PSC68750.1 DNA mismatch repair MLH1 [Micractinium conductrix]	RMZ53822.1 hypothetical protein APUTEX25_003961_ partial [Auxenochlorella protothecoides]
OG0000641	PSC73805.1 hypothetical protein C2E20_2922 [Micractinium conductrix], PSC67041.1 molecular chaperone [Micractinium conductrix], PSC67149.1 ACCUMULATION AND REPLICATION OF CHLOROPLASTS chloroplastic [Micractinium conductrix], PSC67045.1 ACCUMULATION AND REPLICATION OF CHLOROPLASTS chloroplastic [Micractinium conductrix], PSC68685.1 molecular chaperone_ partial [Micractinium conductrix], PSC67091.1 ACCUMULATION AND REPLICATION OF CHLOROPLASTS chloroplastic [Micractinium conductrix]	RMZ53825.1 hypothetical protein APUTEX25_003964_ partial [Auxenochlorella protothecoides]
