Orthogroup	Micractinium_SAG24180	Chlorella_Vulgaris2111P
OG0000170	PSC73613.1 type I polyketide synthase [Micractinium conductrix], PSC74551.1 beta-ketoacyl synthase [Micractinium conductrix]	KAI3432788.1 hypothetical protein D9Q98_010373 [Chlorella vulgaris]
OG0000170	PSC69473.1 type I fatty acid [Micractinium conductrix]	KAI3437829.1 hypothetical protein D9Q98_000276 [Chlorella vulgaris]
OG0000171	PSC72094.1 HIRA isoform X1 [Micractinium conductrix]	KAI3438112.1 hypothetical protein D9Q98_000553 [Chlorella vulgaris]
OG0000171	PSC73649.1 uroporphyrinogen decarboxylase [Micractinium conductrix]	KAI3424787.1 hypothetical protein D9Q98_008174 [Chlorella vulgaris]
OG0000172	PSC73160.1 Glycosyltransferase LARGE2 [Micractinium conductrix]	KAI3434791.1 hypothetical protein D9Q98_002849 [Chlorella vulgaris]
OG0000173	PSC72467.1 taurine catabolism dioxygenase [Micractinium conductrix]	KAI3425042.1 hypothetical protein D9Q98_008420 [Chlorella vulgaris]
OG0000174	PSC71935.1 aurora other [Micractinium conductrix]	KAI3438488.1 hypothetical protein D9Q98_000916 [Chlorella vulgaris]
OG0000174	PSC70705.1 aurora other [Micractinium conductrix]	KAI3437931.1 hypothetical protein D9Q98_000375 [Chlorella vulgaris]
OG0000175	PSC76898.1 60S ribosomal L9 [Micractinium conductrix]	KAI3438436.1 hypothetical protein D9Q98_000867 [Chlorella vulgaris], KAI3438435.1 hypothetical protein D9Q98_000866 [Chlorella vulgaris], KAI3428453.1 hypothetical protein D9Q98_007280 [Chlorella vulgaris]
OG0000176	PSC68159.1 hypothetical protein C2E20_8218 [Micractinium conductrix]	KAI3429366.1 hypothetical protein D9Q98_005461 [Chlorella vulgaris]
OG0000176	PSC75060.1 band 7 [Micractinium conductrix]	KAI3423939.1 hypothetical protein D9Q98_009773 [Chlorella vulgaris], KAI3429363.1 hypothetical protein D9Q98_005458 [Chlorella vulgaris], KAI3429364.1 hypothetical protein D9Q98_005459 [Chlorella vulgaris]
OG0000177	PSC71886.1 2-C-methyl-D-erythritol 2_4-cyclodiphosphate chloroplastic [Micractinium conductrix]	KAI3431472.1 hypothetical protein D9Q98_004524 [Chlorella vulgaris]
OG0000177	PSC71450.1 Golgi apparatus [Micractinium conductrix]	KAI3428234.1 hypothetical protein D9Q98_006614 [Chlorella vulgaris]
OG0000177	PSC69293.1 2-C-methyl-D-erythritol 2_4-cyclodiphosphate synthase [Micractinium conductrix]	KAI3431781.1 hypothetical protein D9Q98_010536 [Chlorella vulgaris]
OG0000178	PSC71687.1 DNL-type zinc finger [Micractinium conductrix]	KAI3430811.1 hypothetical protein D9Q98_009222 [Chlorella vulgaris]
OG0000179	PSC76156.1 ubiquitin-ligase E3 [Micractinium conductrix]	KAI3438759.1 hypothetical protein D9Q98_001177 [Chlorella vulgaris]
OG0000179	PSC71577.1 ubiquitin-ligase E3 A isoform A [Micractinium conductrix], PSC71576.1 ubiquitin-ligase E3 A isoform B [Micractinium conductrix]	KAI3428255.1 hypothetical protein D9Q98_006634 [Chlorella vulgaris]
OG0000180	PSC73020.1 RWD domain-containing 3 [Micractinium conductrix]	KAI3432593.1 hypothetical protein D9Q98_004141 [Chlorella vulgaris]
OG0000180	PSC74261.1 hypothetical protein C2E20_2516 [Micractinium conductrix]	KAI3436293.1 hypothetical protein D9Q98_002346 [Chlorella vulgaris]
OG0000180	PSC70303.1 T-RNA-binding domain_ partial [Micractinium conductrix]	KAI3431532.1 hypothetical protein D9Q98_004582 [Chlorella vulgaris], KAI3436273.1 hypothetical protein D9Q98_002326 [Chlorella vulgaris], KAI3436294.1 hypothetical protein D9Q98_002347 [Chlorella vulgaris], KAI3432594.1 hypothetical protein D9Q98_004142 [Chlorella vulgaris], KAI3423403.1 hypothetical protein D9Q98_010620_ partial [Chlorella vulgaris], KAI3431764.1 hypothetical protein D9Q98_004806 [Chlorella vulgaris]
OG0000183	PSC76872.1 Sodium hydrogen exchanger 7 [Micractinium conductrix]	KAI3423997.1 hypothetical protein D9Q98_009830 [Chlorella vulgaris], KAI3423994.1 hypothetical protein D9Q98_009827 [Chlorella vulgaris]
OG0000184	PSC69141.1 alkaline phosphatase [Micractinium conductrix]	KAI3434620.1 hypothetical protein D9Q98_002687 [Chlorella vulgaris]
OG0000184	PSC75220.1 Vesicle transport v-SNARE 13 [Micractinium conductrix]	KAI3433608.1 hypothetical protein D9Q98_003417 [Chlorella vulgaris]
OG0000185	PSC70708.1 HNH endonuclease [Micractinium conductrix]	KAI3437888.1 hypothetical protein D9Q98_000333 [Chlorella vulgaris]
OG0000185	PSC72059.1 phosphoglucomutase PGM3 [Micractinium conductrix]	KAI3438193.1 hypothetical protein D9Q98_000630 [Chlorella vulgaris]
OG0000186	PSC68527.1 plant synaptotagmin [Micractinium conductrix]	KAI3429891.1 hypothetical protein D9Q98_010202 [Chlorella vulgaris], KAI3429889.1 hypothetical protein D9Q98_010200 [Chlorella vulgaris]
OG0000187	PSC70071.1 DNA ligase [Micractinium conductrix]	KAI3425177.1 hypothetical protein D9Q98_008947 [Chlorella vulgaris]
OG0000187	PSC72994.1 DNA ligase 1-like [Micractinium conductrix]	KAI3430447.1 hypothetical protein D9Q98_005042 [Chlorella vulgaris]
OG0000188	PSC76146.1 potassium NKT2 [Micractinium conductrix]	KAI3436133.1 hypothetical protein D9Q98_002190 [Chlorella vulgaris]
OG0000188	PSC71959.1 isogeny subfamily C member 7 isoform B [Micractinium conductrix], PSC71960.1 isogeny subfamily C member 7 isoform A [Micractinium conductrix]	KAI3431431.1 hypothetical protein D9Q98_004484 [Chlorella vulgaris]
OG0000189	PSC69560.1 nucleic acid binding [Micractinium conductrix]	KAI3437764.1 hypothetical protein D9Q98_000211 [Chlorella vulgaris]
OG0000189	PSC69554.1 V-type proton ATPase subunit c1 [Micractinium conductrix]	KAI3437763.1 hypothetical protein D9Q98_000210 [Chlorella vulgaris]
OG0000190	PSC69611.1 MYST-like histone acetyltransferase 1 [Micractinium conductrix]	KAI3435699.1 hypothetical protein D9Q98_001757 [Chlorella vulgaris]
OG0000190	PSC72698.1 HAM group [Micractinium conductrix]	KAI3436627.1 hypothetical protein D9Q98_006044 [Chlorella vulgaris]
OG0000191	PSC70738.1 glucose-1-phosphate adenylyltransferase large subunit chloroplastic amyloplastic [Micractinium conductrix]	KAI3430721.1 hypothetical protein D9Q98_005307 [Chlorella vulgaris]
OG0000191	PSC75178.1 ADP-glucose pyrophosphorylase small subunit isoform B [Micractinium conductrix], PSC75179.1 ADP-glucose pyrophosphorylase small subunit isoform C [Micractinium conductrix], PSC75177.1 ADP-glucose pyrophosphorylase small subunit isoform A [Micractinium conductrix]	KAI3429536.1 hypothetical protein D9Q98_005624 [Chlorella vulgaris]
OG0000192	PSC74650.1 cell division control 2-like protein [Micractinium conductrix]	KAI3434482.1 hypothetical protein D9Q98_002558 [Chlorella vulgaris]
OG0000192	PSC74119.1 plant specific cyclin dependent kinase [Micractinium conductrix]	KAI3432591.1 hypothetical protein D9Q98_004139 [Chlorella vulgaris]
OG0000193	PSC67257.1 HAD-superfamily subfamily IIA hydrolase [Micractinium conductrix], PSC73336.1 HAD-superfamily subfamily IIA hydrolase [Micractinium conductrix]	KAI3431576.1 hypothetical protein D9Q98_004626 [Chlorella vulgaris]
OG0000194	PSC72366.1 splicing factor U2AF 50 kDa subunit [Micractinium conductrix]	KAI3425033.1 hypothetical protein D9Q98_008411 [Chlorella vulgaris]
OG0000194	PSC72581.1 chorismate lyase [Micractinium conductrix]	KAI3425032.1 hypothetical protein D9Q98_008410 [Chlorella vulgaris]
OG0000195	PSC73225.1 transient receptor potential cation channel subfamily V member 3 isoform X1 [Micractinium conductrix]	KAI3431610.1 hypothetical protein D9Q98_004659 [Chlorella vulgaris]
OG0000196	PSC69452.1 ornithine decarboxylase [Micractinium conductrix]	KAI3437767.1 hypothetical protein D9Q98_000214 [Chlorella vulgaris]
OG0000196	PSC75123.1 haloacid dehalogenase-like hydrolase domain-containing protein isoform B [Micractinium conductrix]	KAI3425900.1 hypothetical protein D9Q98_007873 [Chlorella vulgaris]
OG0000197	PSC69629.1 urea-proton symporter DUR3-like [Micractinium conductrix]	KAI3425771.1 hypothetical protein D9Q98_007746 [Chlorella vulgaris]
OG0000197	PSC73741.1 ARM repeat superfamily isoform 2 [Micractinium conductrix]	KAI3431627.1 hypothetical protein D9Q98_004675 [Chlorella vulgaris], KAI3431626.1 hypothetical protein D9Q98_004675 [Chlorella vulgaris]
OG0000198	PSC71184.1 beach domain-containing [Micractinium conductrix]	KAI3437951.1 hypothetical protein D9Q98_000395 [Chlorella vulgaris]
OG0000199	PSC67356.1 F-box protein [Micractinium conductrix], PSC75559.1 F-box protein_ partial [Micractinium conductrix], PSC67070.1 F-box protein [Micractinium conductrix], PSC67485.1 F-box protein [Micractinium conductrix]	KAI3433775.1 hypothetical protein D9Q98_003581 [Chlorella vulgaris], KAI3433776.1 hypothetical protein D9Q98_003581 [Chlorella vulgaris]
OG0000200	PSC75915.1 Tubulin alpha chain [Micractinium conductrix]	KAI3433736.1 hypothetical protein D9Q98_003543 [Chlorella vulgaris]
OG0000200	PSC73487.1 tubulin beta chain [Micractinium conductrix]	KAI3431347.1 hypothetical protein D9Q98_004405 [Chlorella vulgaris]
OG0000201	PSC69011.1 U5 small nuclear ribonucleo 200 kDa helicase-like [Micractinium conductrix]	KAI3436387.1 hypothetical protein D9Q98_005804_ partial [Chlorella vulgaris]
OG0000201	PSC69116.1 activating signal cointegrator 1 complex subunit 3 [Micractinium conductrix]	KAI3430408.1 hypothetical protein D9Q98_005003 [Chlorella vulgaris]
OG0000202	PSC70226.1 glutathione peroxidase [Micractinium conductrix]	KAI3426070.1 hypothetical protein D9Q98_008038 [Chlorella vulgaris]
OG0000202	PSC69864.1 phospholipid hydroperoxide glutathione peroxidase mitochondrial [Micractinium conductrix]	KAI3428611.1 hypothetical protein D9Q98_007434 [Chlorella vulgaris]
OG0000203	PSC76452.1 nitrilase 2 [Micractinium conductrix]	KAI3436126.1 hypothetical protein D9Q98_002184 [Chlorella vulgaris], KAI3438631.1 hypothetical protein D9Q98_001053 [Chlorella vulgaris]
OG0000204	PSC72010.1 hypothetical protein C2E20_4648 [Micractinium conductrix]	KAI3431297.1 hypothetical protein D9Q98_004356 [Chlorella vulgaris]
OG0000205	PSC69055.1 hypothetical protein C2E20_7436 [Micractinium conductrix]	KAI3425351.1 hypothetical protein D9Q98_009115 [Chlorella vulgaris]
OG0000205	PSC72099.1 hypothetical protein C2E20_4619 [Micractinium conductrix]	KAI3438648.1 hypothetical protein D9Q98_001070 [Chlorella vulgaris]
OG0000205	PSC75839.1 TKL kinase [Micractinium conductrix]	KAI3431594.1 hypothetical protein D9Q98_004644 [Chlorella vulgaris]
OG0000206	PSC76583.1 heme-binding 2-like [Micractinium conductrix], PSC76979.1 heme-binding 2-like [Micractinium conductrix]	KAI3428633.1 hypothetical protein D9Q98_007456 [Chlorella vulgaris]
OG0000206	PSC72087.1 Heme-binding 2 [Micractinium conductrix]	KAI3438262.1 hypothetical protein D9Q98_000698 [Chlorella vulgaris]
OG0000207	PSC69741.1 Exosome complex component CSL4 [Micractinium conductrix]	KAI3428349.1 hypothetical protein D9Q98_006729 [Chlorella vulgaris]
OG0000207	PSC69743.1 mitochondrial import receptor subunit TOM20 [Micractinium conductrix]	KAI3428347.1 hypothetical protein D9Q98_006727 [Chlorella vulgaris]
OG0000208	PSC76640.1 glutamate receptor [Micractinium conductrix]	KAI3437685.1 hypothetical protein D9Q98_000134 [Chlorella vulgaris]
OG0000208	PSC71582.1 glutamate receptor [Micractinium conductrix], PSC73926.1 glutamate receptor [Micractinium conductrix], PSC71642.1 glutamate receptor [Micractinium conductrix]	KAI3433448.1 hypothetical protein D9Q98_003262 [Chlorella vulgaris], KAI3433449.1 hypothetical protein D9Q98_003262 [Chlorella vulgaris]
OG0000209	PSC70098.1 low-CO2 inducible [Micractinium conductrix], PSC69999.1 low-CO2 inducible [Micractinium conductrix]	KAI3425143.1 hypothetical protein D9Q98_008914 [Chlorella vulgaris], KAI3425151.1 hypothetical protein D9Q98_008922 [Chlorella vulgaris], KAI3425145.1 hypothetical protein D9Q98_008916 [Chlorella vulgaris]
OG0000210	PSC67905.1 lysine-specific demethylase JMJ25-like [Micractinium conductrix]	KAI3439018.1 hypothetical protein D9Q98_001430 [Chlorella vulgaris]
OG0000210	PSC67941.1 DNA polymerase eta isoform B [Micractinium conductrix], PSC67940.1 DNA polymerase eta isoform A [Micractinium conductrix]	KAI3439025.1 hypothetical protein D9Q98_001437 [Chlorella vulgaris], KAI3439026.1 hypothetical protein D9Q98_001437 [Chlorella vulgaris]
OG0000211	PSC69075.1 Translocon-associated subunit beta [Micractinium conductrix]	KAI3436475.1 hypothetical protein D9Q98_005892 [Chlorella vulgaris], KAI3436467.1 hypothetical protein D9Q98_005884 [Chlorella vulgaris]
OG0000211	PSC69073.1 DNA _cytosine-5-_-methyltransferase [Micractinium conductrix]	KAI3436473.1 hypothetical protein D9Q98_005890 [Chlorella vulgaris]
OG0000212	PSC68751.1 ankyrin repeat [Micractinium conductrix]	KAI3423434.1 hypothetical protein D9Q98_010650 [Chlorella vulgaris]
OG0000212	PSC74155.1 hypothetical protein C2E20_2590 [Micractinium conductrix], PSC74154.1 hypothetical protein C2E20_2590 [Micractinium conductrix]	KAI3424148.1 hypothetical protein D9Q98_009508 [Chlorella vulgaris]
OG0000214	PSC73908.1 alpha beta-hydrolase [Micractinium conductrix]	KAI3433460.1 hypothetical protein D9Q98_003273 [Chlorella vulgaris]
OG0000214	PSC75484.1 alpha beta-hydrolase [Micractinium conductrix]	KAI3427096.1 hypothetical protein D9Q98_007035 [Chlorella vulgaris]
OG0000215	PSC74833.1 von Willebrand factor type EGF and pentraxin domain-containing 1 [Micractinium conductrix]	KAI3425348.1 hypothetical protein D9Q98_009112 [Chlorella vulgaris], KAI3430567.1 hypothetical protein D9Q98_005160 [Chlorella vulgaris]
OG0000216	PSC73699.1 inactive purple acid phosphatase 27 [Micractinium conductrix]	KAI3424855.1 hypothetical protein D9Q98_008239 [Chlorella vulgaris]
OG0000217	PSC74291.1 NAD_P_-binding [Micractinium conductrix]	KAI3438921.1 hypothetical protein D9Q98_001335 [Chlorella vulgaris]
OG0000217	PSC73519.1 trans-2-enoyl-mitochondrial [Micractinium conductrix]	KAI3429243.1 hypothetical protein D9Q98_005342 [Chlorella vulgaris]
OG0000218	PSC71909.1 methyltransferase At1g22800_ partial [Micractinium conductrix], PSC67157.1 methyltransferase At1g22800 [Micractinium conductrix]	KAI3438448.1 hypothetical protein D9Q98_000878 [Chlorella vulgaris], KAI3438449.1 hypothetical protein D9Q98_000878 [Chlorella vulgaris]
OG0000219	PSC73238.1 septin-7-like isoform X11 [Micractinium conductrix]	KAI3438983.1 hypothetical protein D9Q98_001397 [Chlorella vulgaris]
OG0000219	PSC71807.1 Solute carrier family 35 member G1 [Micractinium conductrix]	KAI3438558.1 hypothetical protein D9Q98_000986 [Chlorella vulgaris], KAI3429294.1 hypothetical protein D9Q98_005390 [Chlorella vulgaris]
OG0000220	PSC69246.1 peptidylprolyl isomerase [Micractinium conductrix]	KAI3431851.1 hypothetical protein D9Q98_010603 [Chlorella vulgaris]
OG0000221	PSC70848.1 12-oxophytodienoate reductase 11 [Micractinium conductrix], PSC70989.1 12-oxophytodienoate reductase 11 [Micractinium conductrix]	KAI3428554.1 hypothetical protein D9Q98_007376 [Chlorella vulgaris]
OG0000222	PSC70136.1 naphthoate synthase [Micractinium conductrix]	KAI3426047.1 hypothetical protein D9Q98_008015 [Chlorella vulgaris]
OG0000222	PSC70267.1 mannose-6-phosphate isomerase 1 [Micractinium conductrix]	KAI3426046.1 hypothetical protein D9Q98_008014 [Chlorella vulgaris]
OG0000223	PSC73572.1 glutathione reductase [Micractinium conductrix]	KAI3424798.1 hypothetical protein D9Q98_008184 [Chlorella vulgaris]
OG0000223	PSC75772.1 glutathione chloroplastic [Micractinium conductrix]	KAI3427143.1 hypothetical protein D9Q98_007080 [Chlorella vulgaris]
OG0000224	PSC68183.1 calcium-dependent kinase [Micractinium conductrix]	KAI3438381.1 hypothetical protein D9Q98_000813 [Chlorella vulgaris]
OG0000224	PSC70004.1 calcium-dependent kinase [Micractinium conductrix]	KAI3425213.1 hypothetical protein D9Q98_008981 [Chlorella vulgaris]
OG0000225	PSC73959.1 glutamine-fructose-6-phosphate aminotransferase [isomerizing] 2 [Micractinium conductrix]	KAI3424144.1 hypothetical protein D9Q98_009504 [Chlorella vulgaris]
OG0000225	PSC75968.1 E3 UFM1-ligase 1-like protein [Micractinium conductrix]	KAI3438673.1 hypothetical protein D9Q98_001094 [Chlorella vulgaris]
OG0000226	PSC72296.1 RNA polymerase II C-terminal domain phosphatase-like 4 [Micractinium conductrix]	KAI3438233.1 hypothetical protein D9Q98_000670 [Chlorella vulgaris]
OG0000226	PSC76899.1 phosphatase 2C 6 [Micractinium conductrix]	KAI3433319.1 hypothetical protein D9Q98_003137 [Chlorella vulgaris]
OG0000226	PSC76811.1 RNA polymerase II C-terminal domain phosphatase-like 3 [Micractinium conductrix]	KAI3433318.1 hypothetical protein D9Q98_003136 [Chlorella vulgaris]
OG0000227	PSC75820.1 phosphoglycerate kinase isoform B [Micractinium conductrix], PSC75819.1 phosphoglycerate kinase isoform A [Micractinium conductrix]	KAI3433858.1 hypothetical protein D9Q98_003661 [Chlorella vulgaris]
OG0000227	PSC76112.1 phosphoglycerate kinase [Micractinium conductrix]	KAI3433409.1 hypothetical protein D9Q98_003225 [Chlorella vulgaris]
OG0000228	PSC72037.1 cryptochrome DASH-like isoform B [Micractinium conductrix], PSC72038.1 cryptochrome DASH-like isoform A [Micractinium conductrix], PSC73887.1 L-gulonolactone oxidase [Micractinium conductrix], PSC73742.1 L-gulonolactone oxidase [Micractinium conductrix]	KAI3433442.1 hypothetical protein D9Q98_003256 [Chlorella vulgaris]
OG0000228	PSC73695.1 lysosome membrane 2 [Micractinium conductrix]	KAI3433443.1 hypothetical protein D9Q98_003257 [Chlorella vulgaris]
OG0000229	PSC75802.1 acyl-binding [Micractinium conductrix]	KAI3426902.1 hypothetical protein D9Q98_006846 [Chlorella vulgaris]
OG0000229	PSC69435.1 Acyl-binding [Micractinium conductrix]	KAI3425097.1 hypothetical protein D9Q98_008475 [Chlorella vulgaris]
OG0000229	PSC72683.1 acyl-binding domain-containing 1-like [Micractinium conductrix]	KAI3435557.1 hypothetical protein D9Q98_001622 [Chlorella vulgaris]
OG0000230	PSC74269.1 tetratricopeptide repeat [Micractinium conductrix], PSC74184.1 L-threonine dehydratase biosynthetic [Micractinium conductrix], PSC70923.1 hypothetical protein C2E20_5715 [Micractinium conductrix]	KAI3424191.1 hypothetical protein D9Q98_009547 [Chlorella vulgaris], KAI3424190.1 hypothetical protein D9Q98_009547 [Chlorella vulgaris]
OG0000231	PSC70742.1 MFS transporter [Micractinium conductrix]	KAI3430704.1 hypothetical protein D9Q98_005293 [Chlorella vulgaris]
OG0000231	PSC71321.1 multidrug transporter [Micractinium conductrix]	KAI3427008.1 hypothetical protein D9Q98_006951 [Chlorella vulgaris]
OG0000231	PSC70152.1 jmjC domain-containing 4 [Micractinium conductrix]	KAI3426057.1 hypothetical protein D9Q98_008025 [Chlorella vulgaris]
OG0000232	PSC74658.1 3-oxoacyl-[acyl-carrier] synthase chloroplastic isoform A [Micractinium conductrix], PSC74659.1 3-oxoacyl-[acyl-carrier] synthase chloroplastic isoform B [Micractinium conductrix]	KAI3425760.1 hypothetical protein D9Q98_007735 [Chlorella vulgaris]
OG0000232	PSC74460.1 3-oxoacyl-[acyl-carrier] synthase chloroplastic [Micractinium conductrix]	KAI3434493.1 hypothetical protein D9Q98_002568 [Chlorella vulgaris]
