Orthogroup	Micractinium_SAG24180	Chlorella_VariabilisNC64A
OG0001070	PSC75557.1 F-box only 21-like [Micractinium conductrix]	XP_005848856.1 hypothetical protein CHLNCDRAFT_144212 [Chlorella variabilis], XP_005848857.1 hypothetical protein CHLNCDRAFT_144213 [Chlorella variabilis]
OG0001070	PSC76764.1 F-box only 21 [Micractinium conductrix]	XP_005849519.1 hypothetical protein CHLNCDRAFT_18065_ partial [Chlorella variabilis]
OG0001071	PSC74164.1 sugar phosphate phosphate translocator [Micractinium conductrix]	XP_005843287.1 hypothetical protein CHLNCDRAFT_141340 [Chlorella variabilis], XP_005851889.1 hypothetical protein CHLNCDRAFT_133480 [Chlorella variabilis]
OG0001072	PSC76713.1 ribosome biogenesis BMS1-like protein [Micractinium conductrix]	XP_005849779.1 hypothetical protein CHLNCDRAFT_142847 [Chlorella variabilis], XP_005849780.1 hypothetical protein CHLNCDRAFT_142849 [Chlorella variabilis]
OG0001073	PSC70665.1 hypothetical protein C2E20_5933 [Micractinium conductrix]	XP_005847904.1 hypothetical protein CHLNCDRAFT_145288 [Chlorella variabilis]
OG0001074	PSC70807.1 S-adenosylmethionine synthetase [Micractinium conductrix]	XP_005848049.1 S-adenosyl-L-methionine synthetase [Chlorella variabilis]
OG0001075	PSC75262.1 peroxisomal membrane 11A [Micractinium conductrix], PSC73083.1 hypothetical protein C2E20_3669 [Micractinium conductrix]	XP_005848935.1 hypothetical protein CHLNCDRAFT_144401 [Chlorella variabilis]
OG0001076	PSC69771.1 hypothetical protein C2E20_6785 [Micractinium conductrix]	XP_005848819.1 hypothetical protein CHLNCDRAFT_144119 [Chlorella variabilis]
OG0001077	PSC77000.1 kinesin KP1-like isoform B [Micractinium conductrix], PSC76999.1 kinesin KP1-like isoform A [Micractinium conductrix]	XP_005848721.1 hypothetical protein CHLNCDRAFT_8821_ partial [Chlorella variabilis]
OG0001079	PSC76368.1 Pantothenate kinase 2 isoform B [Micractinium conductrix], PSC76369.1 Pantothenate kinase 2 isoform A [Micractinium conductrix]	XP_005849803.1 hypothetical protein CHLNCDRAFT_34679 [Chlorella variabilis]
OG0001080	PSC76411.1 Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase [Micractinium conductrix]	XP_005849798.1 hypothetical protein CHLNCDRAFT_57228 [Chlorella variabilis]
OG0001081	PSC70048.1 choline-phosphate cytidylyltransferase 2 [Micractinium conductrix]	XP_005845778.1 hypothetical protein CHLNCDRAFT_136458 [Chlorella variabilis], XP_005845777.1 hypothetical protein CHLNCDRAFT_136457 [Chlorella variabilis]
OG0001083	PSC73058.1 CDK5RAP3 [Micractinium conductrix]	XP_005845265.1 hypothetical protein CHLNCDRAFT_53844 [Chlorella variabilis]
OG0001084	PSC69019.1 beta-Ig-H3 fasciclin isoform B [Micractinium conductrix], PSC69018.1 beta-Ig-H3 fasciclin isoform A [Micractinium conductrix]	XP_005850746.1 hypothetical protein CHLNCDRAFT_140892 [Chlorella variabilis]
OG0001084	PSC69070.1 beta-Ig-H3 fasciclin [Micractinium conductrix]	XP_005850748.1 hypothetical protein CHLNCDRAFT_140894 [Chlorella variabilis]
OG0001085	PSC73726.1 caleosin CLO3-2 isoform A [Micractinium conductrix], PSC73727.1 caleosin CLO3-2 isoform B [Micractinium conductrix]	XP_005845099.1 hypothetical protein CHLNCDRAFT_12749_ partial [Chlorella variabilis]
OG0001086	PSC71758.1 PHD finger [Micractinium conductrix]	XP_005844680.1 hypothetical protein CHLNCDRAFT_138585_ partial [Chlorella variabilis], XP_005844679.1 hypothetical protein CHLNCDRAFT_138584_ partial [Chlorella variabilis]
OG0001087	PSC77052.1 plasma membrane ATP ADP transporter TLC1 [Micractinium conductrix]	XP_005849653.1 hypothetical protein CHLNCDRAFT_14673_ partial [Chlorella variabilis], XP_005849654.1 hypothetical protein CHLNCDRAFT_21169_ partial [Chlorella variabilis]
OG0001088	PSC69449.1 60S ribosomal L18a-2 [Micractinium conductrix]	XP_005848088.1 hypothetical protein CHLNCDRAFT_30965 [Chlorella variabilis], XP_005848087.1 hypothetical protein CHLNCDRAFT_145350 [Chlorella variabilis]
OG0001089	PSC75030.1 Sel-1 1 [Micractinium conductrix]	XP_005851790.1 hypothetical protein CHLNCDRAFT_133227 [Chlorella variabilis]
OG0001090	PSC69910.1 outer envelope pore 16-chloroplastic mitochondrial isoform A [Micractinium conductrix], PSC69911.1 outer envelope pore 16-chloroplastic mitochondrial isoform B [Micractinium conductrix]	XP_005842651.1 hypothetical protein CHLNCDRAFT_139440 [Chlorella variabilis]
OG0001091	PSC76703.1 hypothetical protein C2E20_0341 [Micractinium conductrix]	XP_005851782.1 hypothetical protein CHLNCDRAFT_133199 [Chlorella variabilis]
OG0001092	PSC69678.1 Serine threonine-kinase TOR [Micractinium conductrix]	XP_005846549.1 hypothetical protein CHLNCDRAFT_58332 [Chlorella variabilis]
OG0001093	PSC75021.1 A disintegrin and metallo ase with thrombospondin motifs 12 [Micractinium conductrix]	XP_005852145.1 hypothetical protein CHLNCDRAFT_133271 [Chlorella variabilis], XP_005852147.1 hypothetical protein CHLNCDRAFT_133273 [Chlorella variabilis]
OG0001094	PSC75650.1 Galactokinase [Micractinium conductrix]	XP_005849677.1 hypothetical protein CHLNCDRAFT_57327 [Chlorella variabilis]
OG0001095	PSC74835.1 eukaryotic translation initiation factor 5-like [Micractinium conductrix]	XP_005848174.1 hypothetical protein CHLNCDRAFT_145571 [Chlorella variabilis]
OG0001096	PSC75165.1 meiotic nuclear division 1-like protein [Micractinium conductrix]	XP_005851996.1 hypothetical protein CHLNCDRAFT_132912 [Chlorella variabilis]
OG0001097	PSC69438.1 UPF0468 [Micractinium conductrix]	XP_005846634.1 hypothetical protein CHLNCDRAFT_58170 [Chlorella variabilis]
OG0001098	PSC70932.1 3-oxoacyl-[acyl-carrier] reductase 4-like [Micractinium conductrix]	XP_005847277.1 hypothetical protein CHLNCDRAFT_35597 [Chlorella variabilis]
OG0001099	PSC75301.1 DNA-directed RNA polymerases IV and V subunit 3 [Micractinium conductrix]	XP_005848658.1 hypothetical protein CHLNCDRAFT_144214 [Chlorella variabilis]
OG0001100	PSC75138.1 exostosin-like glycosyltransferase [Micractinium conductrix]	XP_005852129.1 hypothetical protein CHLNCDRAFT_14465_ partial [Chlorella variabilis]
OG0001101	PSC67004.1 eukaryotic translation initiation factor 3 subunit D-like [Micractinium conductrix], PSC69167.1 eukaryotic translation initiation factor 3 subunit D-like [Micractinium conductrix], PSC67136.1 eukaryotic translation initiation factor 3 subunit D-like [Micractinium conductrix], PSC67171.1 eukaryotic translation initiation factor 3 subunit D-like [Micractinium conductrix]	XP_005844570.1 hypothetical protein CHLNCDRAFT_32503 [Chlorella variabilis]
OG0001102	PSC74273.1 Superoxide-generating NADPH oxidase heavy chain subunit B [Micractinium conductrix]	XP_005849359.1 expressed protein [Chlorella variabilis]
OG0001103	PSC68332.1 Transmembrane 9 superfamily member 4 [Micractinium conductrix]	XP_005846499.1 hypothetical protein CHLNCDRAFT_56219 [Chlorella variabilis]
OG0001104	PSC69371.1 arginine biosynthesis bifunctional chloroplastic [Micractinium conductrix]	XP_005848425.1 hypothetical protein CHLNCDRAFT_144765 [Chlorella variabilis]
OG0001104	PSC69634.1 arginine biosynthesis bifunctional chloroplastic-like [Micractinium conductrix], PSC71501.1 arginine biosynthesis bifunctional chloroplastic isoform X1 [Micractinium conductrix]	XP_005846507.1 hypothetical protein CHLNCDRAFT_135738 [Chlorella variabilis]
OG0001105	PSC73962.1 OPI10-like protein isoform A [Micractinium conductrix], PSC73963.1 OPI10-like protein isoform B [Micractinium conductrix], PSC74321.1 hypothetical protein C2E20_2762 [Micractinium conductrix], PSC73995.1 hypothetical protein C2E20_2765 [Micractinium conductrix]	XP_005847507.1 hypothetical protein CHLNCDRAFT_134521 [Chlorella variabilis]
OG0001106	PSC71505.1 kinesin K39 [Micractinium conductrix]	XP_005850931.1 hypothetical protein CHLNCDRAFT_140664 [Chlorella variabilis]
OG0001107	PSC70139.1 small RNA degrading nuclease 5 [Micractinium conductrix]	XP_005844545.1 hypothetical protein CHLNCDRAFT_12084_ partial [Chlorella variabilis]
OG0001108	PSC71048.1 chitin deacetylase-like isoform e [Micractinium conductrix]	XP_005846972.1 hypothetical protein CHLNCDRAFT_134953 [Chlorella variabilis], XP_005849834.1 hypothetical protein CHLNCDRAFT_142985 [Chlorella variabilis], XP_005846971.1 hypothetical protein CHLNCDRAFT_52845 [Chlorella variabilis], XP_005843517.1 hypothetical protein CHLNCDRAFT_59244 [Chlorella variabilis]
OG0001109	PSC70622.1 transcription initiation factor TFIID subunit 1 isoform X1 [Micractinium conductrix]	XP_005843552.1 hypothetical protein CHLNCDRAFT_140182 [Chlorella variabilis], XP_005851778.1 hypothetical protein CHLNCDRAFT_133191 [Chlorella variabilis]
OG0001110	PSC68379.1 DNA-binding protein isoform X1 isoform B [Micractinium conductrix], PSC68380.1 DNA-binding protein isoform X1 isoform D [Micractinium conductrix], PSC68381.1 DNA-binding protein isoform X1 isoform C [Micractinium conductrix]	XP_005844650.1 hypothetical protein CHLNCDRAFT_138993 [Chlorella variabilis]
OG0001111	PSC71179.1 MFS general substrate transporter isoform A [Micractinium conductrix], PSC71180.1 MFS general substrate transporter isoform B [Micractinium conductrix]	XP_005847182.1 hypothetical protein CHLNCDRAFT_52858 [Chlorella variabilis]
OG0001112	PSC71020.1 dynein intermediate chain axonemal isoform A [Micractinium conductrix], PSC71021.1 dynein intermediate chain axonemal isoform B [Micractinium conductrix]	XP_005847201.1 hypothetical protein CHLNCDRAFT_135001 [Chlorella variabilis]
OG0001113	PSC67612.1 hypothetical protein C2E20_8715 [Micractinium conductrix]	XP_005845949.1 hypothetical protein CHLNCDRAFT_135933 [Chlorella variabilis]
OG0001115	PSC67422.1 membrane isoform A [Micractinium conductrix], PSC67423.1 membrane isoform B [Micractinium conductrix]	XP_005849030.1 hypothetical protein CHLNCDRAFT_143448 [Chlorella variabilis]
OG0001116	PSC70433.1 Lysosomal Pro-X carboxypeptidase [Micractinium conductrix]	XP_005848499.1 hypothetical protein CHLNCDRAFT_144962 [Chlorella variabilis]
OG0001117	PSC73293.1 SET domain-containing [Micractinium conductrix]	XP_005844303.1 hypothetical protein CHLNCDRAFT_139012 [Chlorella variabilis]
OG0001118	PSC71216.1 putative prolyl 4-hydroxylase 6 isoform A [Micractinium conductrix], PSC71217.1 putative prolyl 4-hydroxylase 6 isoform B [Micractinium conductrix]	XP_005847166.1 hypothetical protein CHLNCDRAFT_35843 [Chlorella variabilis]
OG0001119	PSC72299.1 Nucleolar GTP-binding 2 [Micractinium conductrix]	XP_005847057.1 hypothetical protein CHLNCDRAFT_134718 [Chlorella variabilis]
OG0001121	PSC67904.1 furry homolog-like [Micractinium conductrix]	XP_005843831.1 hypothetical protein CHLNCDRAFT_59162 [Chlorella variabilis]
OG0001122	PSC71053.1 regulator of nonsense transcripts UPF2 [Micractinium conductrix]	XP_005846965.1 hypothetical protein CHLNCDRAFT_134932 [Chlorella variabilis]
OG0001123	PSC75131.1 cell division cycle 5 isoform B [Micractinium conductrix], PSC75132.1 cell division cycle 5 isoform A [Micractinium conductrix]	XP_005851759.1 hypothetical protein CHLNCDRAFT_33512_ partial [Chlorella variabilis]
OG0001125	PSC73015.1 Isocitrate dehydrogenase [NAD] catalytic subunit mitochondrial [Micractinium conductrix]	XP_005849327.1 hypothetical protein CHLNCDRAFT_34882 [Chlorella variabilis]
OG0001126	PSC76118.1 5-methyltetrahydropteroyltriglutamate-homoc ysteine s-methyltransferase isoform B [Micractinium conductrix], PSC76117.1 5-methyltetrahydropteroyltriglutamate-homoc ysteine s-methyltransferase isoform A [Micractinium conductrix]	XP_005850025.1 hypothetical protein CHLNCDRAFT_141995 [Chlorella variabilis]
OG0001127	PSC70064.1 glyceraldehyde-3-phosphate type I [Micractinium conductrix]	XP_005845921.1 hypothetical protein CHLNCDRAFT_36383 [Chlorella variabilis]
OG0001128	PSC72482.1 Bax inhibitor 1 [Micractinium conductrix]	XP_005846644.1 hypothetical protein CHLNCDRAFT_56207 [Chlorella variabilis]
OG0001129	PSC69235.1 hypothetical protein C2E20_7255 [Micractinium conductrix]	XP_005842688.1 hypothetical protein CHLNCDRAFT_55749_ partial [Chlorella variabilis]
OG0001130	PSC69207.1 Cox19-like CHCH family [Micractinium conductrix]	XP_005844944.1 hypothetical protein CHLNCDRAFT_138293 [Chlorella variabilis]
OG0001131	PSC68303.1 signal recognition particle subunit SRP68 [Micractinium conductrix], PSC69093.1 hypothetical protein C2E20_7297 [Micractinium conductrix], PSC71516.1 signal recognition particle subunit SRP68 [Micractinium conductrix]	XP_005850619.1 hypothetical protein CHLNCDRAFT_140581 [Chlorella variabilis]
OG0001132	PSC69636.1 serine arginine-rich splicing factor RSZ21A-like isoform A [Micractinium conductrix], PSC69637.1 serine arginine-rich splicing factor RSZ21A-like isoform B [Micractinium conductrix]	XP_005846543.1 hypothetical protein CHLNCDRAFT_135849 [Chlorella variabilis]
OG0001133	PSC72779.1 Elongation factor Tu [Micractinium conductrix]	XP_005850993.1 hypothetical protein CHLNCDRAFT_19551_ partial [Chlorella variabilis]
OG0001134	PSC76088.1 cullin-associated NEDD8-dissociated 1 isoform B [Micractinium conductrix], PSC76087.1 cullin-associated NEDD8-dissociated 1 isoform A [Micractinium conductrix]	XP_005849618.1 hypothetical protein CHLNCDRAFT_57288_ partial [Chlorella variabilis]
OG0001136	PSC73895.1 Serine threonine-kinase CTR1 isoform B [Micractinium conductrix], PSC73896.1 Serine threonine-kinase CTR1 isoform A [Micractinium conductrix]	XP_005845172.1 hypothetical protein CHLNCDRAFT_137363 [Chlorella variabilis]
OG0001137	PSC69583.1 UDP-N-acetylglucosamine diphosphorylase 1-like isoform A [Micractinium conductrix], PSC69582.1 UDP-N-acetylglucosamine diphosphorylase 1-like isoform B [Micractinium conductrix]	XP_005846534.1 hypothetical protein CHLNCDRAFT_31829 [Chlorella variabilis]
OG0001138	PSC75739.1 TVP38 TMEM64 family membrane [Micractinium conductrix]	XP_005848735.1 hypothetical protein CHLNCDRAFT_144423 [Chlorella variabilis]
OG0001139	PSC74994.1 mannose-1-phosphate guanylyltransferase 1 [Micractinium conductrix]	XP_005851739.1 hypothetical protein CHLNCDRAFT_133102 [Chlorella variabilis]
OG0001140	PSC76867.1 CCA tRNA nucleotidyltransferase 2 [Micractinium conductrix]	XP_005845294.1 hypothetical protein CHLNCDRAFT_137012 [Chlorella variabilis]
OG0001141	PSC68729.1 IMPACT family member in pol 5 region [Micractinium conductrix]	XP_005846320.1 hypothetical protein CHLNCDRAFT_53217 [Chlorella variabilis]
OG0001142	PSC75174.1 bifunctional aspartate aminotransferase and glutamate aspartate-prephenate aminotransferase [Micractinium conductrix]	XP_005847993.1 hypothetical protein CHLNCDRAFT_94487 [Chlorella variabilis]
OG0001143	PSC69429.1 DEFECTIVE IN EXINE FORMATION 1 [Micractinium conductrix]	XP_005851850.1 hypothetical protein CHLNCDRAFT_133371 [Chlorella variabilis], XP_005851851.1 hypothetical protein CHLNCDRAFT_133372 [Chlorella variabilis]
OG0001144	PSC67657.1 Autophagy-related 3 [Micractinium conductrix]	XP_005846212.1 hypothetical protein CHLNCDRAFT_36301 [Chlorella variabilis]
OG0001145	PSC70925.1 HBS1 isoform X1 isoform A [Micractinium conductrix], PSC70924.1 HBS1 isoform X1 isoform B [Micractinium conductrix]	XP_005848554.1 hypothetical protein CHLNCDRAFT_35207 [Chlorella variabilis]
OG0001146	PSC67118.1 coenzyme Q-binding COQ10 mitochondrial [Micractinium conductrix], PSC67060.1 testis-expressed sequence 2 -like_ partial [Micractinium conductrix], PSC67093.1 testis-expressed sequence 2 -like [Micractinium conductrix], PSC67065.1 putative PH domain-containing [Micractinium conductrix], PSC67117.1 testis-expressed sequence 2 -like [Micractinium conductrix], PSC69319.1 peptidase zinc-dependent_ partial [Micractinium conductrix]	XP_005851837.1 expressed protein [Chlorella variabilis]
OG0001147	PSC70404.1 two-component sensor histidine kinase [Micractinium conductrix]	XP_005848453.1 expressed protein [Chlorella variabilis]
OG0001147	PSC70351.1 signal peptide peptidase-like 3 [Micractinium conductrix]	XP_005848452.1 hypothetical protein CHLNCDRAFT_144830 [Chlorella variabilis]
OG0001148	PSC68134.1 ferredoxin-NADP+ reductase [Micractinium conductrix]	XP_005848997.1 hypothetical protein CHLNCDRAFT_35035 [Chlorella variabilis]
OG0001149	PSC70000.1 serine protease [Micractinium conductrix]	XP_005845804.1 hypothetical protein CHLNCDRAFT_9713_ partial [Chlorella variabilis]
OG0001150	PSC67172.1 cell division cycle 20 [Micractinium conductrix]	XP_005844476.1 hypothetical protein CHLNCDRAFT_26822 [Chlorella variabilis]
OG0001151	PSC70793.1 chlorophyllide a oxygenase [Micractinium conductrix]	XP_005844053.1 hypothetical protein CHLNCDRAFT_54799 [Chlorella variabilis]
OG0001152	PSC76102.1 short-chain dehydrogenase [Micractinium conductrix]	XP_005843395.1 hypothetical protein CHLNCDRAFT_141234 [Chlorella variabilis]
OG0001153	PSC73004.1 histidyl-tRNA synthetase [Micractinium conductrix], PSC73197.1 histidyl-tRNA synthetase [Micractinium conductrix]	XP_005845244.1 hypothetical protein CHLNCDRAFT_36479 [Chlorella variabilis]
OG0001154	PSC76409.1 transferase mitochondrial [Micractinium conductrix]	XP_005849664.1 hypothetical protein CHLNCDRAFT_143206 [Chlorella variabilis]
OG0001154	PSC76928.1 transferase mitochondrial [Micractinium conductrix]	XP_005851582.1 hypothetical protein CHLNCDRAFT_138089 [Chlorella variabilis]
OG0001155	PSC67807.1 hypothetical protein C2E20_8580 [Micractinium conductrix]	XP_005843188.1 expressed protein [Chlorella variabilis], XP_005843187.1 hypothetical protein CHLNCDRAFT_141472 [Chlorella variabilis]
OG0001156	PSC68744.1 D-2-hydroxyglutarate mitochondrial isoform A [Micractinium conductrix], PSC68743.1 D-2-hydroxyglutarate mitochondrial isoform B [Micractinium conductrix]	XP_005844964.1 hypothetical protein CHLNCDRAFT_26350 [Chlorella variabilis]
OG0001157	PSC69961.1 leucine rich repeat [Micractinium conductrix]	XP_005847489.1 hypothetical protein CHLNCDRAFT_52604 [Chlorella variabilis]
OG0001157	PSC69889.1 hypothetical protein C2E20_6622 [Micractinium conductrix]	XP_005847490.1 hypothetical protein CHLNCDRAFT_134476 [Chlorella variabilis]
OG0001158	PSC68656.1 sulfite reductase isoform B [Micractinium conductrix], PSC68657.1 sulfite reductase isoform A [Micractinium conductrix]	XP_005846743.1 hypothetical protein CHLNCDRAFT_35907 [Chlorella variabilis]
OG0001159	PSC76746.1 aminopeptidase family isoform B [Micractinium conductrix], PSC76745.1 aminopeptidase family isoform A [Micractinium conductrix]	XP_005851577.1 hypothetical protein CHLNCDRAFT_33905 [Chlorella variabilis]
