Orthogroup	Micractinium_SAG24180	Chlorella_Sorokiniana1602
OG0001103	PSC68332.1 Transmembrane 9 superfamily member 4 [Micractinium conductrix]	PRW59585.1 transmembrane 9 superfamily member 7 [Chlorella sorokiniana]
OG0001104	PSC69371.1 arginine biosynthesis bifunctional chloroplastic [Micractinium conductrix]	PRW60578.1 arginine biosynthesis bifunctional chloroplastic [Chlorella sorokiniana]
OG0001105	PSC73962.1 OPI10-like protein isoform A [Micractinium conductrix], PSC73963.1 OPI10-like protein isoform B [Micractinium conductrix], PSC74321.1 hypothetical protein C2E20_2762 [Micractinium conductrix], PSC73995.1 hypothetical protein C2E20_2765 [Micractinium conductrix]	PRW61209.1 OPI10-like protein [Chlorella sorokiniana]
OG0001106	PSC71505.1 kinesin K39 [Micractinium conductrix]	PRW56010.1 kinesin K39 isoform B [Chlorella sorokiniana], PRW56011.1 kinesin K39 isoform A [Chlorella sorokiniana]
OG0001107	PSC70139.1 small RNA degrading nuclease 5 [Micractinium conductrix]	PRW20545.1 small RNA degrading nuclease 5 isoform X1 isoform A [Chlorella sorokiniana], PRW20546.1 small RNA degrading nuclease 5 isoform X1 isoform B [Chlorella sorokiniana]
OG0001108	PSC71048.1 chitin deacetylase-like isoform e [Micractinium conductrix]	PRW57450.1 chitin [Chlorella sorokiniana], PRW57796.1 Polysaccharide deacetylase domain-containing [Chlorella sorokiniana]
OG0001109	PSC70622.1 transcription initiation factor TFIID subunit 1 isoform X1 [Micractinium conductrix]	PRW61591.1 Transcription initiation factor TFIID subunit 1 isoform A [Chlorella sorokiniana], PRW61593.1 Transcription initiation factor TFIID subunit 1 isoform C [Chlorella sorokiniana], PRW61592.1 Transcription initiation factor TFIID subunit 1 isoform B [Chlorella sorokiniana]
OG0001110	PSC68379.1 DNA-binding protein isoform X1 isoform B [Micractinium conductrix], PSC68380.1 DNA-binding protein isoform X1 isoform D [Micractinium conductrix], PSC68381.1 DNA-binding protein isoform X1 isoform C [Micractinium conductrix]	PRW33002.1 kelch motif [Chlorella sorokiniana]
OG0001111	PSC71179.1 MFS general substrate transporter isoform A [Micractinium conductrix], PSC71180.1 MFS general substrate transporter isoform B [Micractinium conductrix]	PRW32873.1 MFS general substrate transporter [Chlorella sorokiniana], PRW57489.1 MFS general substrate transporter [Chlorella sorokiniana]
OG0001112	PSC71020.1 dynein intermediate chain axonemal isoform A [Micractinium conductrix], PSC71021.1 dynein intermediate chain axonemal isoform B [Micractinium conductrix]	PRW57301.1 dynein intermediate chain axonemal isoform B [Chlorella sorokiniana], PRW57300.1 dynein intermediate chain axonemal isoform A [Chlorella sorokiniana]
OG0001113	PSC67612.1 hypothetical protein C2E20_8715 [Micractinium conductrix]	PRW05765.1 neuroendocrine convertase 1 [Chlorella sorokiniana]
OG0001114	PSC74982.1 DNase [Micractinium conductrix]	PRW60285.1 DNase [Chlorella sorokiniana]
OG0001115	PSC67422.1 membrane isoform A [Micractinium conductrix], PSC67423.1 membrane isoform B [Micractinium conductrix]	PRW34062.1 hypothetical protein C2E21_7201 [Chlorella sorokiniana]
OG0001117	PSC70628.1 anaphase-promoting complex subunit 8-like [Micractinium conductrix], PSC73293.1 SET domain-containing [Micractinium conductrix]	PRW61416.1 anaphase-promoting complex subunit 8-like [Chlorella sorokiniana]
OG0001118	PSC71216.1 putative prolyl 4-hydroxylase 6 isoform A [Micractinium conductrix], PSC71217.1 putative prolyl 4-hydroxylase 6 isoform B [Micractinium conductrix]	PRW57009.1 putative prolyl 4-hydroxylase 6 [Chlorella sorokiniana]
OG0001119	PSC72299.1 Nucleolar GTP-binding 2 [Micractinium conductrix]	PRW57278.1 Nucleolar GTP-binding 2 [Chlorella sorokiniana]
OG0001120	PSC74288.1 DNA-directed RNA polymerases IV and V subunit 11 [Micractinium conductrix]	PRW61130.1 DNA-directed RNA polymerases IV and V subunit 11 [Chlorella sorokiniana]
OG0001121	PSC67904.1 furry homolog-like [Micractinium conductrix]	PRW59243.1 cell polarity mor2 isoform X2 isoform B [Chlorella sorokiniana], PRW59242.1 cell polarity mor2 isoform X2 isoform A [Chlorella sorokiniana]
OG0001122	PSC71053.1 regulator of nonsense transcripts UPF2 [Micractinium conductrix]	PRW57003.1 regulator of nonsense transcripts UPF2 [Chlorella sorokiniana]
OG0001123	PSC75131.1 cell division cycle 5 isoform B [Micractinium conductrix], PSC75132.1 cell division cycle 5 isoform A [Micractinium conductrix]	PRW60454.1 cell division cycle 5 isoform B [Chlorella sorokiniana], PRW60453.1 cell division cycle 5 isoform A [Chlorella sorokiniana]
OG0001125	PSC73015.1 Isocitrate dehydrogenase [NAD] catalytic subunit mitochondrial [Micractinium conductrix]	PRW57886.1 Isocitrate dehydrogenase [NAD] catalytic subunit mitochondrial [Chlorella sorokiniana]
OG0001126	PSC76118.1 5-methyltetrahydropteroyltriglutamate-homoc ysteine s-methyltransferase isoform B [Micractinium conductrix], PSC76117.1 5-methyltetrahydropteroyltriglutamate-homoc ysteine s-methyltransferase isoform A [Micractinium conductrix]	PRW56589.1 5-methyltetrahydropteroyltriglutamate--homoc ysteine s-methyltransferase [Chlorella sorokiniana], PRW60626.1 5-methyltetrahydropteroyltriglutamate--homoc ysteine s-methyltransferase [Chlorella sorokiniana]
OG0001127	PSC70064.1 glyceraldehyde-3-phosphate type I [Micractinium conductrix]	PRW33588.1 Glyceraldehyde-3-phosphate cytosolic [Chlorella sorokiniana]
OG0001128	PSC72482.1 Bax inhibitor 1 [Micractinium conductrix], PSC72587.1 hypothetical protein C2E20_4122 [Micractinium conductrix]	PRW45531.1 bax inhibitor 1-like [Chlorella sorokiniana]
OG0001129	PSC69278.1 O-glucosyltransferase rumi [Micractinium conductrix]	PRW33297.1 O-glucosyltransferase rumi [Chlorella sorokiniana]
OG0001130	PSC69207.1 Cox19-like CHCH family [Micractinium conductrix]	PRW33207.1 hemiasterlin resistant 1 [Chlorella sorokiniana]
OG0001131	PSC68303.1 signal recognition particle subunit SRP68 [Micractinium conductrix], PSC69093.1 hypothetical protein C2E20_7297 [Micractinium conductrix], PSC71516.1 signal recognition particle subunit SRP68 [Micractinium conductrix]	PRW56109.1 Signal recognition particle subunit SRP68 isoform B [Chlorella sorokiniana], PRW56110.1 Signal recognition particle subunit SRP68 isoform A [Chlorella sorokiniana]
OG0001132	PSC69636.1 serine arginine-rich splicing factor RSZ21A-like isoform A [Micractinium conductrix], PSC69637.1 serine arginine-rich splicing factor RSZ21A-like isoform B [Micractinium conductrix]	PRW59686.1 serine arginine-rich splicing factor RSZ22 [Chlorella sorokiniana]
OG0001133	PSC72779.1 Elongation factor Tu [Micractinium conductrix]	PRW56031.1 elongation factor mitochondrial [Chlorella sorokiniana]
OG0001134	PSC76088.1 cullin-associated NEDD8-dissociated 1 isoform B [Micractinium conductrix], PSC76087.1 cullin-associated NEDD8-dissociated 1 isoform A [Micractinium conductrix]	PRW59352.1 cullin-associated NEDD8-dissociated 1 isoform A [Chlorella sorokiniana], PRW59351.1 cullin-associated NEDD8-dissociated 1 isoform B [Chlorella sorokiniana]
OG0001136	PSC73895.1 Serine threonine-kinase CTR1 isoform B [Micractinium conductrix], PSC73896.1 Serine threonine-kinase CTR1 isoform A [Micractinium conductrix]	PRW45447.1 serine threonine- kinase drkA isoform B [Chlorella sorokiniana], PRW45448.1 serine threonine- kinase drkA isoform A [Chlorella sorokiniana], PRW45477.1 Serine threonine- kinase CTR1 isoform B [Chlorella sorokiniana], PRW45478.1 Serine threonine- kinase CTR1 isoform C [Chlorella sorokiniana], PRW45476.1 Serine threonine- kinase CTR1 isoform A [Chlorella sorokiniana]
OG0001137	PSC69583.1 UDP-N-acetylglucosamine diphosphorylase 1-like isoform A [Micractinium conductrix], PSC69582.1 UDP-N-acetylglucosamine diphosphorylase 1-like isoform B [Micractinium conductrix]	PRW59645.1 UDP-N-acetylglucosamine diphosphorylase 2-like isoform B [Chlorella sorokiniana], PRW59646.1 UDP-N-acetylglucosamine diphosphorylase 2-like isoform A [Chlorella sorokiniana]
OG0001138	PSC75739.1 TVP38 TMEM64 family membrane [Micractinium conductrix]	PRW50996.1 TVP38 TMEM64 family membrane [Chlorella sorokiniana]
OG0001139	PSC74994.1 mannose-1-phosphate guanylyltransferase 1 [Micractinium conductrix]	PRW60870.1 Mannose-1-phosphate guanylyltransferase 1 isoform A [Chlorella sorokiniana], PRW60871.1 Mannose-1-phosphate guanylyltransferase 1 isoform B [Chlorella sorokiniana]
OG0001140	PSC76867.1 CCA tRNA nucleotidyltransferase 2 [Micractinium conductrix]	PRW59473.1 CCA tRNA nucleotidyltransferase 2 [Chlorella sorokiniana]
OG0001141	PSC68729.1 IMPACT family member in pol 5 region [Micractinium conductrix]	PRW32560.1 IMPACT family [Chlorella sorokiniana]
OG0001142	PSC75174.1 bifunctional aspartate aminotransferase and glutamate aspartate-prephenate aminotransferase [Micractinium conductrix]	PRW20947.1 aspartate aminotransferase [Chlorella sorokiniana]
OG0001143	PSC69429.1 DEFECTIVE IN EXINE FORMATION 1 [Micractinium conductrix]	PRW60586.1 DEFECTIVE IN EXINE FORMATION 1 [Chlorella sorokiniana]
OG0001144	PSC67657.1 Autophagy-related 3 [Micractinium conductrix]	PRW39093.1 Autophagy-related 3 [Chlorella sorokiniana]
OG0001145	PSC70925.1 HBS1 isoform X1 isoform A [Micractinium conductrix], PSC70924.1 HBS1 isoform X1 isoform B [Micractinium conductrix]	PRW45078.1 HBS1 isoform X1 isoform A [Chlorella sorokiniana], PRW45077.1 HBS1 isoform X1 isoform B [Chlorella sorokiniana]
OG0001146	PSC67118.1 coenzyme Q-binding COQ10 mitochondrial [Micractinium conductrix], PSC67060.1 testis-expressed sequence 2 -like_ partial [Micractinium conductrix], PSC67093.1 testis-expressed sequence 2 -like [Micractinium conductrix], PSC67065.1 putative PH domain-containing [Micractinium conductrix], PSC67117.1 testis-expressed sequence 2 -like [Micractinium conductrix], PSC69319.1 peptidase zinc-dependent_ partial [Micractinium conductrix]	PRW60497.1 testis-expressed sequence 2 -like [Chlorella sorokiniana]
OG0001147	PSC70404.1 two-component sensor histidine kinase [Micractinium conductrix]	PRW45005.1 signal peptide peptidase-like 3 [Chlorella sorokiniana]
OG0001148	PSC68134.1 ferredoxin-NADP+ reductase [Micractinium conductrix]	PRW50852.1 ferredoxin-NADP+ reductase [Chlorella sorokiniana]
OG0001149	PSC70000.1 serine protease [Micractinium conductrix]	PRW33667.1 serine protease [Chlorella sorokiniana], PRW33568.1 serine protease [Chlorella sorokiniana]
OG0001150	PSC67172.1 cell division cycle 20 [Micractinium conductrix]	PRW32949.1 cell division cycle 20 isoform A [Chlorella sorokiniana], PRW32950.1 cell division cycle 20 isoform B [Chlorella sorokiniana]
OG0001151	PSC70793.1 chlorophyllide a oxygenase [Micractinium conductrix]	PRW20285.1 chlorophyllide a oxygenase [Chlorella sorokiniana]
OG0001151	PSC74971.1 chlorophyllide a oxygenase [Micractinium conductrix]	PRW33562.1 Chlorophyllide a oxygenase [Chlorella sorokiniana]
OG0001152	PSC76102.1 short-chain dehydrogenase [Micractinium conductrix]	PRW32986.1 short-chain dehydrogenase [Chlorella sorokiniana]
OG0001153	PSC73004.1 histidyl-tRNA synthetase [Micractinium conductrix], PSC73197.1 histidyl-tRNA synthetase [Micractinium conductrix]	PRW59901.1 histidyl-tRNA synthetase isoform B [Chlorella sorokiniana], PRW59902.1 histidyl-tRNA synthetase isoform C [Chlorella sorokiniana], PRW59903.1 histidyl-tRNA synthetase isoform A [Chlorella sorokiniana]
OG0001154	PSC76409.1 transferase mitochondrial [Micractinium conductrix]	PRW58922.1 transferase mitochondrial [Chlorella sorokiniana]
OG0001154	PSC76928.1 transferase mitochondrial [Micractinium conductrix]	PRW58166.1 transferase mitochondrial [Chlorella sorokiniana]
OG0001155	PSC67807.1 hypothetical protein C2E20_8580 [Micractinium conductrix]	PRW05884.1 hypothetical protein C2E21_9383 [Chlorella sorokiniana]
OG0001156	PSC68744.1 D-2-hydroxyglutarate mitochondrial isoform A [Micractinium conductrix], PSC68743.1 D-2-hydroxyglutarate mitochondrial isoform B [Micractinium conductrix]	PRW33254.1 D-2-hydroxyglutarate mitochondrial [Chlorella sorokiniana]
OG0001157	PSC69961.1 leucine rich repeat [Micractinium conductrix]	PRW44486.1 small GTP-binding isoform B [Chlorella sorokiniana], PRW44485.1 small GTP-binding isoform A [Chlorella sorokiniana]
OG0001158	PSC68656.1 sulfite reductase isoform B [Micractinium conductrix], PSC68657.1 sulfite reductase isoform A [Micractinium conductrix]	PRW32492.1 sulfite reductase isoform B [Chlorella sorokiniana], PRW32491.1 sulfite reductase isoform A [Chlorella sorokiniana]
OG0001159	PSC76746.1 aminopeptidase family isoform B [Micractinium conductrix], PSC76745.1 aminopeptidase family isoform A [Micractinium conductrix]	PRW58630.1 aminopeptidase family [Chlorella sorokiniana]
OG0001160	PSC68791.1 receptor expression-enhancing 5-like isoform X1 isoform A [Micractinium conductrix], PSC68780.1 receptor expression-enhancing 5-like isoform X1 [Micractinium conductrix], PSC68790.1 receptor expression-enhancing 5-like isoform X1 isoform B [Micractinium conductrix]	PRW33252.1 nicotinamidase [Chlorella sorokiniana]
OG0001161	PSC76021.1 thylakoid lumenal kDa chloroplastic [Micractinium conductrix]	PRW20953.1 thylakoid lumenal kDa chloroplastic [Chlorella sorokiniana]
OG0001162	PSC71331.1 UV damage endonuclease [Micractinium conductrix]	PRW59730.1 UV-endonuclease [Chlorella sorokiniana]
OG0001162	PSC67605.1 UV damage endonuclease [Micractinium conductrix]	PRW39126.1 UV damage repair endonuclease [Chlorella sorokiniana]
OG0001163	PSC76726.1 NAD-dependent deacetylase SRT2 isoform X1 [Micractinium conductrix]	PRW58627.1 NAD-dependent deacylase SRT2 [Chlorella sorokiniana], PRW58163.1 F-box only 22-like isoform A [Chlorella sorokiniana], PRW58162.1 F-box only 22-like isoform B [Chlorella sorokiniana]
OG0001165	PSC68261.1 Sorbitol dehydrogenase [Micractinium conductrix]	PRW60152.1 Sorbitol dehydrogenase [Chlorella sorokiniana]
OG0001165	PSC71446.1 alcohol dehydrogenase [Micractinium conductrix]	PRW58268.1 glutathione-dependent formaldehyde dehydrogenase [Chlorella sorokiniana]
OG0001166	PSC68244.1 NAD_P_-binding domain [Micractinium conductrix]	PRW58245.1 NAD_P_-binding domain [Chlorella sorokiniana]
OG0001167	PSC72597.1 phosphate acetyltransferase [Micractinium conductrix]	PRW56389.1 phosphate acetyltransferase isoform C [Chlorella sorokiniana], PRW56387.1 phosphate acetyltransferase isoform B [Chlorella sorokiniana], PRW56388.1 phosphate acetyltransferase isoform A [Chlorella sorokiniana]
OG0001168	PSC70177.1 hypothetical protein C2E20_6289 [Micractinium conductrix]	PRW20443.1 N-terminal asparagine amidohydrolase [Chlorella sorokiniana]
OG0001169	PSC70106.1 hypothetical protein C2E20_6446 [Micractinium conductrix], PSC70282.1 hypothetical protein C2E20_6369 [Micractinium conductrix]	PRW34045.1 Sn1-specific diacylglycerol lipase alpha [Chlorella sorokiniana]
OG0001170	PSC69220.1 thiol reductase thioredoxin [Micractinium conductrix]	PRW33807.1 thiol reductase thioredoxin [Chlorella sorokiniana]
OG0001170	PSC69231.1 thioredoxin [Micractinium conductrix]	PRW45031.1 thiol reductase thioredoxin [Chlorella sorokiniana]
OG0001170	PSC68245.1 thiol reductase thioredoxin [Micractinium conductrix]	PRW20187.1 thiol reductase thioredoxin [Chlorella sorokiniana]
OG0001171	PSC70293.1 translation initiation factor eIF-2B subunit delta [Micractinium conductrix]	PRW20513.1 translation initiation factor eIF-2B subunit delta isoform A [Chlorella sorokiniana], PRW20512.1 translation initiation factor eIF-2B subunit delta isoform B [Chlorella sorokiniana]
OG0001172	PSC75837.1 microcephalin isoform X3 [Micractinium conductrix]	PRW58164.1 PAB-dependent poly_A_-specific ribonuclease subunit 2 [Chlorella sorokiniana]
OG0001173	PSC68971.1 DEAD-box ATP-dependent RNA helicase 28 [Micractinium conductrix]	PRW45450.1 DEAD-box ATP-dependent RNA helicase 28 [Chlorella sorokiniana], PRW45622.1 DEAD-box ATP-dependent RNA helicase 28 [Chlorella sorokiniana], PRW45425.1 DEAD-box ATP-dependent RNA helicase 28 [Chlorella sorokiniana]
OG0001174	PSC73747.1 catalase isozyme 1 [Micractinium conductrix]	PRW57738.1 catalase isozyme 1 [Chlorella sorokiniana]
OG0001175	PSC71519.1 fumarate isoform B [Micractinium conductrix], PSC71520.1 fumarate isoform A [Micractinium conductrix]	PRW56183.1 Fumarate isoform B [Chlorella sorokiniana], PRW56184.1 Fumarate isoform A [Chlorella sorokiniana]
OG0001176	PSC76849.1 glycine cleavage T [Micractinium conductrix]	PRW33803.1 hypothetical protein C2E21_7295 [Chlorella sorokiniana], PRW33764.1 mitochondrial [Chlorella sorokiniana]
OG0001177	PSC68981.1 hypothetical protein C2E20_7512 [Micractinium conductrix]	PRW45695.1 hypothetical protein C2E21_5862 [Chlorella sorokiniana]
OG0001178	PSC76347.1 calcium-binding mitochondrial carrier S -1 [Micractinium conductrix]	PRW34020.1 calcium-binding mitochondrial carrier S -3-like [Chlorella sorokiniana]
OG0001178	PSC69039.1 mitochondrial carrier [Micractinium conductrix]	PRW55929.1 mitochondrial carrier [Chlorella sorokiniana]
OG0001179	PSC76089.1 Werner Syndrome-like exonuclease [Micractinium conductrix]	PRW58907.1 Werner Syndrome-like exonuclease [Chlorella sorokiniana]
OG0001179	PSC71691.1 Werner Syndrome-like exonuclease [Micractinium conductrix]	PRW20999.1 subtilisin-like serine protease [Chlorella sorokiniana]
OG0001181	PSC75815.1 TATA box-binding -associated factor RNA polymerase I subunit B [Micractinium conductrix], PSC75645.1 fanconi-associated nuclease 1-like protein isoform X1 [Micractinium conductrix]	PRW59254.1 fanconi-associated nuclease 1-like protein isoform X1 [Chlorella sorokiniana]
OG0001182	PSC76285.1 UPF0396 -like [Micractinium conductrix]	PRW59856.1 UPF0396 -like [Chlorella sorokiniana], PRW59532.1 programmed cell death 6-like [Chlorella sorokiniana]
OG0001183	PSC68118.1 cytochrome c biogenesis [Micractinium conductrix]	PRW56612.1 cytochrome c biogenesis [Chlorella sorokiniana]
OG0001184	PSC70922.1 neo-calmodulin-like isoform X1 [Micractinium conductrix]	PRW44570.1 calmodulin 1 [Chlorella sorokiniana]
OG0001184	PSC75550.1 calcium sensor EFh [Micractinium conductrix]	PRW59367.1 calcium sensor EFh [Chlorella sorokiniana]
OG0001185	PSC76259.1 GPN-loop GTPase 3 [Micractinium conductrix]	PRW58094.1 GPN-loop GTPase 3 [Chlorella sorokiniana]
OG0001186	PSC76026.1 hypothetical protein C2E20_0200 [Micractinium conductrix]	PRW58704.1 hypothetical protein C2E21_3244 [Chlorella sorokiniana], PRW58705.1 hypothetical protein C2E21_3244 [Chlorella sorokiniana], PRW58706.1 hypothetical protein C2E21_3244 [Chlorella sorokiniana]
