Orthogroup	Micractinium_SAG24180	Coccomyxa_SubellipsoideaC169
OG0000600	PSC71678.1 Metallo-dependent phosphatase [Micractinium conductrix]	EIE18858.1 Metallo-dependent phosphatase_ partial [Coccomyxa subellipsoidea C-169]
OG0000600	PSC71726.1 purple acid phosphatase 17-like isoform B [Micractinium conductrix], PSC71727.1 purple acid phosphatase 17-like isoform A [Micractinium conductrix]	EIE22778.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0000604	PSC72728.1 hypothetical protein C2E20_3963 [Micractinium conductrix], PSC70648.1 autophagy-related 8d [Micractinium conductrix]	EIE26533.1 light chain 3 [Coccomyxa subellipsoidea C-169]
OG0000605	PSC68684.1 cereblon-like isoform X2 [Micractinium conductrix]	EIE19963.1 hypothetical protein COCSUDRAFT_58199 [Coccomyxa subellipsoidea C-169]
OG0000606	PSC67865.1 Oxoglutarate iron-dependent dioxygenase [Micractinium conductrix], PSC67839.1 Oxoglutarate iron-dependent dioxygenase [Micractinium conductrix], PSC71913.1 Oxoglutarate iron-dependent dioxygenase [Micractinium conductrix]	EIE27825.1 hypothetical protein COCSUDRAFT_83445 [Coccomyxa subellipsoidea C-169], EIE23883.1 hypothetical protein COCSUDRAFT_28507 [Coccomyxa subellipsoidea C-169]
OG0000609	PSC69176.1 serine threonine-kinase SAPK3-like [Micractinium conductrix]	EIE25821.1 kinase-like protein [Coccomyxa subellipsoidea C-169], EIE25720.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0000611	PSC72946.1 Ubiquitin domain-containing 2 [Micractinium conductrix]	EIE19907.1 hypothetical protein COCSUDRAFT_19107 [Coccomyxa subellipsoidea C-169]
OG0000612	PSC69098.1 Vacuolar transporter chaperone 4 [Micractinium conductrix], PSC69095.1 Beta-amylase chloroplastic isoform A [Micractinium conductrix], PSC69096.1 Beta-amylase chloroplastic isoform B [Micractinium conductrix]	EIE25773.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]
OG0000613	PSC70144.1 kinesin-ii motor [Micractinium conductrix], PSC68795.1 kinesin KIF3B [Micractinium conductrix]	EIE23467.1 kinesin family member 3b in complex with Adp [Coccomyxa subellipsoidea C-169]
OG0000614	PSC67289.1 GDP-mannose transporter GONST2-like [Micractinium conductrix], PSC67285.1 GDP-mannose golgi apparatus [Micractinium conductrix], PSC75907.1 GDP-mannose transporter GONST1-like [Micractinium conductrix], PSC76911.1 GDP-mannose golgi apparatus [Micractinium conductrix], PSC73311.1 GDP-mannose transporter GONST1 [Micractinium conductrix]	EIE26589.1 GDP-mannose transporter_ golgi apparatus [Coccomyxa subellipsoidea C-169]
OG0000615	PSC71737.1 VTC domain-containing [Micractinium conductrix], PSC73529.1 ABC transporter C family member 2 isoform B [Micractinium conductrix], PSC73528.1 ABC transporter C family member 2 isoform A [Micractinium conductrix]	EIE21857.1 hypothetical protein COCSUDRAFT_47964 [Coccomyxa subellipsoidea C-169]
OG0000616	PSC73413.1 small nuclear ribonucleo -associated B -like [Micractinium conductrix]	EIE21296.1 hypothetical protein COCSUDRAFT_83520 [Coccomyxa subellipsoidea C-169], EIE23984.1 hypothetical protein COCSUDRAFT_62512 [Coccomyxa subellipsoidea C-169]
OG0000617	PSC69702.1 cystathionine gamma-synthase [Micractinium conductrix]	EIE26819.1 protein serine/threonine phosphatase 2C [Coccomyxa subellipsoidea C-169]
OG0000619	PSC70181.1 SNF2 family DNA-dependent ATPase [Micractinium conductrix]	EIE25847.1 hypothetical protein COCSUDRAFT_40099 [Coccomyxa subellipsoidea C-169], EIE21126.1 hypothetical protein COCSUDRAFT_67093 [Coccomyxa subellipsoidea C-169], EIE26375.1 hypothetical protein COCSUDRAFT_35050 [Coccomyxa subellipsoidea C-169], EIE21127.1 hypothetical protein COCSUDRAFT_57047 [Coccomyxa subellipsoidea C-169]
OG0000620	PSC71057.1 saccharopine dehydrogenase [Micractinium conductrix]	EIE26941.1 saccharopine dehydrogenase [Coccomyxa subellipsoidea C-169], EIE19955.1 hypothetical protein COCSUDRAFT_19015 [Coccomyxa subellipsoidea C-169]
OG0000622	PSC70981.1 Sho1p isoform C [Micractinium conductrix], PSC70979.1 Sho1p isoform D [Micractinium conductrix]	EIE23238.1 WD40 repeat-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000623	PSC73755.1 U1 small nuclear ribonucleo A [Micractinium conductrix], PSC70739.1 U2 small nuclear ribonucleo B -like isoform B [Micractinium conductrix], PSC70740.1 U2 small nuclear ribonucleo B -like isoform A [Micractinium conductrix]	EIE24533.1 U1 small nuclear ribonucleo protein A [Coccomyxa subellipsoidea C-169]
OG0000625	PSC68467.1 putative sphingolipid transporter spinster-like protein 2 [Micractinium conductrix], PSC73072.1 putative sphingolipid transporter spinster-like protein 2 [Micractinium conductrix]	EIE18928.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]
OG0000626	PSC76277.1 SDA1 [Micractinium conductrix]	EIE25800.1 SDA1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000628	PSC75597.1 Transmembrane 45B [Micractinium conductrix]	EIE18466.1 hypothetical protein COCSUDRAFT_60132 [Coccomyxa subellipsoidea C-169]
OG0000629	PSC75401.1 CPYC type [Micractinium conductrix]	EIE23892.1 glutaredoxin [Coccomyxa subellipsoidea C-169]
OG0000630	PSC72537.1 putative polyribonucleotide nucleotidyltransferase chloroplastic [Micractinium conductrix], PSC68371.1 polyribonucleotide nucleotidyltransferase [Micractinium conductrix]	EIE20168.1 hypothetical protein COCSUDRAFT_48633 [Coccomyxa subellipsoidea C-169]
OG0000631	PSC71888.1 Vacuolar sorting-associated 16_ partial [Micractinium conductrix]	EIE22874.1 hypothetical protein COCSUDRAFT_66434 [Coccomyxa subellipsoidea C-169]
OG0000631	PSC71884.1 Vacuolar sorting-associated 16 [Micractinium conductrix]	EIE26192.1 vacuolar protein sorting-associated protein 16 [Coccomyxa subellipsoidea C-169]
OG0000633	PSC72178.1 tyramine oxidase [Micractinium conductrix]	EIE24739.1 hypothetical protein COCSUDRAFT_28332 [Coccomyxa subellipsoidea C-169]
OG0000634	PSC68566.1 Cell division cycle-associated 7 [Micractinium conductrix], PSC73301.1 ubiquitin-ligase zinc ion binding [Micractinium conductrix]	EIE24254.1 hypothetical protein COCSUDRAFT_41519 [Coccomyxa subellipsoidea C-169], EIE20430.1 hypothetical protein COCSUDRAFT_43874 [Coccomyxa subellipsoidea C-169], EIE18985.1 hypothetical protein COCSUDRAFT_59910 [Coccomyxa subellipsoidea C-169]
OG0000635	PSC72390.1 ribulose-phosphate 3-chloroplastic-like [Micractinium conductrix]	EIE20104.1 D-Ribulose-5-phosphate 3-epimerase [Coccomyxa subellipsoidea C-169]
OG0000636	PSC73715.1 carotenoid oxygenase [Micractinium conductrix]	EIE22143.1 carotenoid oxygenase [Coccomyxa subellipsoidea C-169], EIE24023.1 carotenoid oxygenase [Coccomyxa subellipsoidea C-169]
OG0000637	PSC74139.1 adiponectin receptor 1b [Micractinium conductrix]	EIE26327.1 hypothetical protein COCSUDRAFT_64439 [Coccomyxa subellipsoidea C-169]
OG0000638	PSC70505.1 MON2-like protein isoform X1 [Micractinium conductrix]	EIE25629.1 hypothetical protein COCSUDRAFT_83636 [Coccomyxa subellipsoidea C-169]
OG0000639	PSC74636.1 Histone H1 [Micractinium conductrix]	EIE19121.1 hypothetical protein COCSUDRAFT_54749 [Coccomyxa subellipsoidea C-169], EIE19159.1 hypothetical protein COCSUDRAFT_49026 [Coccomyxa subellipsoidea C-169]
OG0000640	PSC74444.1 oxidoreductase [Micractinium conductrix], PSC68750.1 DNA mismatch repair MLH1 [Micractinium conductrix]	EIE27259.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0000641	PSC73805.1 hypothetical protein C2E20_2922 [Micractinium conductrix], PSC67041.1 molecular chaperone [Micractinium conductrix], PSC67149.1 ACCUMULATION AND REPLICATION OF CHLOROPLASTS chloroplastic [Micractinium conductrix], PSC67045.1 ACCUMULATION AND REPLICATION OF CHLOROPLASTS chloroplastic [Micractinium conductrix], PSC68685.1 molecular chaperone_ partial [Micractinium conductrix], PSC67091.1 ACCUMULATION AND REPLICATION OF CHLOROPLASTS chloroplastic [Micractinium conductrix]	EIE24067.1 hypothetical protein COCSUDRAFT_65723 [Coccomyxa subellipsoidea C-169]
OG0000642	PSC68937.1 alanine-glyoxylate transaminase [Micractinium conductrix]	EIE23124.1 alanine-glyoxylate transaminase [Coccomyxa subellipsoidea C-169], EIE24180.1 alanine-glyoxylate transaminase [Coccomyxa subellipsoidea C-169]
OG0000643	PSC68192.1 sorting nexin 2A [Micractinium conductrix], PSC68199.1 5 -3 exoribonuclease 2 [Micractinium conductrix]	EIE22906.1 hypothetical protein COCSUDRAFT_66447 [Coccomyxa subellipsoidea C-169]
OG0000644	PSC68788.1 RNA polymerase II C-terminal domain phosphatase-like 1 [Micractinium conductrix]	EIE24134.1 hypothetical protein COCSUDRAFT_41430 [Coccomyxa subellipsoidea C-169]
OG0000645	PSC76381.1 copper target 1 [Micractinium conductrix], PSC76971.1 copper target 1 [Micractinium conductrix], PSC67538.1 copper target 1 [Micractinium conductrix]	EIE26149.1 magnesium-protoporphyrin IX monomethyl [Coccomyxa subellipsoidea C-169]
OG0000646	PSC67313.1 Transcription factor 25 [Micractinium conductrix]	EIE20059.1 DUF654-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000648	PSC74060.1 tRNA-dihydrouridine_47_ synthase [NAD_P__+_]-like [Micractinium conductrix]	EIE19049.1 FMN-linked oxidoreductase [Coccomyxa subellipsoidea C-169]
OG0000648	PSC71507.1 dihydrouridine synthase-like family [Micractinium conductrix]	EIE26392.1 FMN-linked oxidoreductase [Coccomyxa subellipsoidea C-169]
OG0000649	PSC73006.1 diaminopimelate decarboxylase chloroplastic-like [Micractinium conductrix]	EIE21458.1 TPT-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE21399.1 diaminopimelate decarboxylase [Coccomyxa subellipsoidea C-169]
OG0000650	PSC70416.1 mitogen-activated kinase 3 [Micractinium conductrix]	EIE26890.1 mitogen-activated protein kinase 6 [Coccomyxa subellipsoidea C-169]
OG0000651	PSC71597.1 MGDG specific palmitate delta-7 desaturase [Micractinium conductrix]	EIE26532.1 hypothetical protein COCSUDRAFT_27077 [Coccomyxa subellipsoidea C-169]
OG0000652	PSC75833.1 glutamine amidotransferase [Micractinium conductrix]	EIE26096.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0000654	PSC68286.1 ligase [Micractinium conductrix]	EIE22826.1 Mur ligase [Coccomyxa subellipsoidea C-169]
OG0000655	PSC70587.1 K Homology type 1 isoform B [Micractinium conductrix], PSC70588.1 K Homology type 1 isoform A [Micractinium conductrix]	EIE26374.1 hypothetical protein COCSUDRAFT_58910 [Coccomyxa subellipsoidea C-169]
OG0000656	PSC73589.1 Cilia-and flagella-associated 57 [Micractinium conductrix]	EIE19478.1 WD40 repeat-like protein_ partial [Coccomyxa subellipsoidea C-169], EIE27311.1 guanine-7-methyltransferase_ partial [Coccomyxa subellipsoidea C-169]
OG0000657	PSC72517.1 ubiquitin-conjugating enzyme E2 2 [Micractinium conductrix]	EIE25156.1 hypothetical protein COCSUDRAFT_22502 [Coccomyxa subellipsoidea C-169]
OG0000658	PSC71110.1 THO complex subunit 3 [Micractinium conductrix]	EIE21065.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0000659	PSC74179.1 CHD3-type chromatin-remodeling factor PICKLE isoform B [Micractinium conductrix], PSC74180.1 CHD3-type chromatin-remodeling factor PICKLE isoform A [Micractinium conductrix]	EIE19319.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000660	PSC75572.1 40S ribosomal S27-2 [Micractinium conductrix]	EIE27006.1 ribosomal protein S27 isoform B component of 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169], EIE27005.1 hypothetical protein COCSUDRAFT_27353 [Coccomyxa subellipsoidea C-169]
OG0000660	PSC75573.1 plant intracellular Ras-group-related LRR 7-like [Micractinium conductrix]	EIE25175.1 leucine-rich repeat family protein [Coccomyxa subellipsoidea C-169]
OG0000661	PSC71826.1 Guanine nucleotide-binding -like 3 [Micractinium conductrix]	EIE23777.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169], EIE23823.1 hypothetical protein COCSUDRAFT_83698 [Coccomyxa subellipsoidea C-169]
OG0000662	PSC68501.1 plant MCA23-20 [Micractinium conductrix]	EIE24358.1 DUF1350-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000664	PSC71591.1 CBL-interacting kinase 32 [Micractinium conductrix]	EIE25790.1 histone H3 methyltransferase complex and RNA cleavage factor II complex_ subunit SWD2 [Coccomyxa subellipsoidea C-169], EIE24950.1 Pkinase-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000666	PSC71607.1 plastid acyl carrier [Micractinium conductrix]	EIE26882.1 hypothetical protein COCSUDRAFT_9768_ partial [Coccomyxa subellipsoidea C-169]
OG0000667	PSC72759.1 50S ribosomal L27 [Micractinium conductrix]	EIE25363.1 LSU ribosomal protein L27P_ partial [Coccomyxa subellipsoidea C-169]
OG0000667	PSC75934.1 50S ribosomal L27 [Micractinium conductrix]	EIE27562.1 hypothetical protein COCSUDRAFT_21462 [Coccomyxa subellipsoidea C-169]
OG0000669	PSC75041.1 S-adenosyl-L-methionine-dependent methyltransferase [Micractinium conductrix]	EIE27707.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0000670	PSC71488.1 hypothetical protein C2E20_5000 [Micractinium conductrix], PSC69312.1 hypothetical protein C2E20_7167 [Micractinium conductrix]	EIE24276.1 hypothetical protein COCSUDRAFT_41532 [Coccomyxa subellipsoidea C-169]
OG0000671	PSC73907.1 peptidyl-prolyl cis-trans isomerase FKBP16-chloroplastic isoform X2 [Micractinium conductrix]	EIE24660.1 FKBP-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000671	PSC67959.1 DNA-directed RNA polymerase III subunit RPC6 [Micractinium conductrix]	EIE24611.1 RNA polymerase Rpc34 [Coccomyxa subellipsoidea C-169]
OG0000672	PSC72737.1 ATP-binding cassette sub-family G member 2 [Micractinium conductrix], PSC71511.1 ATP-binding Cassette _ABC_ Superfamily [Micractinium conductrix], PSC76113.1 ATP-dependent permease [Micractinium conductrix]	EIE21490.1 hypothetical protein COCSUDRAFT_66913 [Coccomyxa subellipsoidea C-169]
OG0000673	PSC76152.1 solanesyl diphosphate synthase [Micractinium conductrix]	EIE23786.1 Solanesyl diphosphate synthase [Coccomyxa subellipsoidea C-169], EIE20312.1 hypothetical protein COCSUDRAFT_44224 [Coccomyxa subellipsoidea C-169]
OG0000674	PSC69984.1 ubiquitin-UPL1 [Micractinium conductrix]	EIE20349.1 hypothetical protein COCSUDRAFT_83549 [Coccomyxa subellipsoidea C-169]
OG0000675	PSC75326.1 secis-binding 2 [Micractinium conductrix]	EIE24823.1 hypothetical protein COCSUDRAFT_46959 [Coccomyxa subellipsoidea C-169]
OG0000676	PSC68356.1 zinc finger CCCH domain-containing 39-like [Micractinium conductrix], PSC75295.1 U6 snRNA-associated Sm LSm1 [Micractinium conductrix]	EIE22514.1 hypothetical protein COCSUDRAFT_83471 [Coccomyxa subellipsoidea C-169]
OG0000677	PSC69503.1 Glutamate decarboxylase [Micractinium conductrix]	EIE19051.1 glutamate decarboxylase [Coccomyxa subellipsoidea C-169]
OG0000677	PSC74807.1 glutamate decarboxylase [Micractinium conductrix]	EIE19737.1 glutamate decarboxylase [Coccomyxa subellipsoidea C-169]
OG0000678	PSC72021.1 SKP1 1B [Micractinium conductrix]	EIE25932.1 NAF1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000679	PSC71865.1 50S ribosomal chloroplastic [Micractinium conductrix]	EIE25624.1 hypothetical protein COCSUDRAFT_83631 [Coccomyxa subellipsoidea C-169]
OG0000680	PSC68897.1 Estradiol 17-beta-dehydrogenase 12 [Micractinium conductrix]	EIE21965.1 beta-ketoacyl reductase [Coccomyxa subellipsoidea C-169]
OG0000680	PSC68871.1 NEP1-interacting 2 [Micractinium conductrix]	EIE24347.1 hypothetical protein COCSUDRAFT_23409 [Coccomyxa subellipsoidea C-169]
OG0000681	PSC73571.1 parafibromin-like isoform X2 [Micractinium conductrix]	EIE27008.1 CDC73-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000681	PSC73893.1 Elongator complex 2 [Micractinium conductrix]	EIE26711.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0000682	PSC74581.1 cell surface receptor IPT TIG domain-containing isoform A [Micractinium conductrix], PSC74583.1 cell surface receptor IPT TIG domain-containing isoform C [Micractinium conductrix], PSC74582.1 cell surface receptor IPT TIG domain-containing isoform B [Micractinium conductrix]	EIE25471.1 hypothetical protein COCSUDRAFT_40707 [Coccomyxa subellipsoidea C-169]
OG0000683	PSC67835.1 hypothetical protein C2E20_8489 [Micractinium conductrix]	EIE18580.1 hypothetical protein COCSUDRAFT_45356 [Coccomyxa subellipsoidea C-169]
OG0000684	PSC69765.1 Counting factor associated D [Micractinium conductrix]	EIE25566.1 cysteine proteinase [Coccomyxa subellipsoidea C-169]
OG0000685	PSC67947.1 acyl-binding domain-containing 4-like isoform X1 isoform B [Micractinium conductrix], PSC67948.1 acyl-binding domain-containing 4-like isoform X1 isoform A [Micractinium conductrix]	EIE23784.1 galactose oxidase [Coccomyxa subellipsoidea C-169]
OG0000687	PSC71473.1 cell division control 45-like protein [Micractinium conductrix]	EIE25746.1 CDC45-like protein [Coccomyxa subellipsoidea C-169]
OG0000688	PSC72831.1 60S ribosomal export NMD3-like [Micractinium conductrix]	EIE25427.1 hypothetical protein COCSUDRAFT_65241 [Coccomyxa subellipsoidea C-169]
OG0000689	PSC68493.1 2-isopropylmalate synthase isoform B [Micractinium conductrix], PSC68492.1 2-isopropylmalate synthase isoform A [Micractinium conductrix]	EIE24334.1 2-isopropylmalate synthase [Coccomyxa subellipsoidea C-169]
OG0000690	PSC67477.1 malonyl-acyl carrier mitochondrial [Micractinium conductrix]	EIE26790.1 putative malonyl-CoA_Acyl carrier protein transacylase [Coccomyxa subellipsoidea C-169], EIE22534.1 hypothetical protein COCSUDRAFT_16367 [Coccomyxa subellipsoidea C-169]
OG0000691	PSC69841.1 divinyl chlorophyllide a 8-vinyl-chloroplastic isoform B [Micractinium conductrix], PSC69840.1 divinyl chlorophyllide a 8-vinyl-chloroplastic isoform A [Micractinium conductrix]	EIE25437.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0000692	PSC71297.1 conserved domain _ISS_ [Micractinium conductrix]	EIE21685.1 hypothetical protein COCSUDRAFT_56879 [Coccomyxa subellipsoidea C-169]
OG0000693	PSC69767.1 nuA4 complex subunit EAF3-like protein [Micractinium conductrix]	EIE25227.1 MRG-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000694	PSC67459.1 hypothetical protein C2E20_8860 [Micractinium conductrix]	EIE26727.1 hypothetical protein COCSUDRAFT_52437 [Coccomyxa subellipsoidea C-169]
OG0000695	PSC69835.1 ABC transporter G family member 31 [Micractinium conductrix]	EIE27372.1 PDR-like ABC transporter_ partial [Coccomyxa subellipsoidea C-169]
OG0000696	PSC69836.1 60S ribosomal L34 [Micractinium conductrix]	EIE22072.1 hypothetical protein COCSUDRAFT_16876 [Coccomyxa subellipsoidea C-169]
OG0000697	PSC76281.1 peptide deformylase [Micractinium conductrix]	EIE20076.1 peptide deformylase [Coccomyxa subellipsoidea C-169], EIE20358.1 hypothetical protein COCSUDRAFT_18562 [Coccomyxa subellipsoidea C-169]
