Orthogroup	Micractinium_SAG24180	Scenedesmus_PABB004
OG0001328	PSC76271.1 tryptophan synthase beta chain 1 [Micractinium conductrix]	KAF8072996.1 TSB2 [Scenedesmus sp. PABB004]
OG0001329	PSC75600.1 disulfide isomerase-like 1-4 [Micractinium conductrix]	KAF8060308.1 BGLU11 [Scenedesmus sp. PABB004]
OG0001330	PSC73089.1 hypersensitive-induced response 1 [Micractinium conductrix]	KAF8056835.1 HIR3 [Scenedesmus sp. PABB004]
OG0001331	PSC76567.1 glycosyltransferase family 32 [Micractinium conductrix], PSC76571.1 glycosyltransferase family 32 [Micractinium conductrix]	KAF8068401.1 HOC1 [Scenedesmus sp. PABB004]
OG0001332	PSC76421.1 eukaryotic translation initiation factor 3 subunit L-like [Micractinium conductrix]	KAF8058353.1 hypothetical protein HT031_005671 [Scenedesmus sp. PABB004], KAF8063045.1 eukaryotic translation initiation factor 3 subunit L [Scenedesmus sp. PABB004]
OG0001333	PSC76463.1 enoyl-hydratase [Micractinium conductrix]	KAF8063653.1 echA8 [Scenedesmus sp. PABB004]
OG0001334	PSC76969.1 DEAD-box ATP-dependent RNA helicase 13 [Micractinium conductrix]	KAF8056244.1 ddx24 [Scenedesmus sp. PABB004], KAF8055993.1 HMCN1 [Scenedesmus sp. PABB004]
OG0001335	PSC76754.1 tesmin TSO1-like CXC 5 [Micractinium conductrix]	KAF8069572.1 TCX6 [Scenedesmus sp. PABB004]
OG0001337	PSC76740.1 U3 small nucleolar RNA-associated 14-like protein A isoform A [Micractinium conductrix], PSC76741.1 U3 small nucleolar RNA-associated 14-like protein A isoform B [Micractinium conductrix]	KAF8069600.1 hypothetical protein HT031_001717 [Scenedesmus sp. PABB004]
OG0001338	PSC75305.1 carbon catabolite repressor 4-like protein 1 [Micractinium conductrix]	KAF8068424.1 CCR4-1 [Scenedesmus sp. PABB004]
OG0001339	PSC75052.1 8-hydroxygeraniol dehydrogenase-like [Micractinium conductrix]	KAF8061379.1 ADH9 [Scenedesmus sp. PABB004]
OG0001340	PSC71802.1 Diaminopimelate chloroplastic [Micractinium conductrix]	KAF8056844.1 hypothetical protein HT031_006188 [Scenedesmus sp. PABB004]
OG0001341	PSC69519.1 Far upstream element-binding 1 [Micractinium conductrix]	KAF8058921.1 FUBP3 [Scenedesmus sp. PABB004]
OG0001342	PSC72970.1 NPL4 1 [Micractinium conductrix]	KAF8056357.1 NPL4-like protein 1 [Scenedesmus sp. PABB004]
OG0001343	PSC76155.1 Gamma-tubulin complex component 2 [Micractinium conductrix]	KAF8073116.1 GCP2 [Scenedesmus sp. PABB004]
OG0001344	PSC75590.1 ribose-phosphate pyrophosphokinase 4 [Micractinium conductrix]	KAF8069591.1 PRS4 [Scenedesmus sp. PABB004]
OG0001345	PSC73666.1 hypothetical protein C2E20_3077 [Micractinium conductrix]	KAF8072718.1 MPS1 [Scenedesmus sp. PABB004]
OG0001348	PSC75982.1 hypothetical protein C2E20_0966 [Micractinium conductrix], PSC75983.1 hypothetical protein C2E20_0966 [Micractinium conductrix]	KAF8072995.1 hypothetical protein HT031_000655 [Scenedesmus sp. PABB004], KAF8057250.1 hypothetical protein HT031_006058 [Scenedesmus sp. PABB004]
OG0001350	PSC74855.1 Isocitrate lyase [Micractinium conductrix]	KAF8055333.1 aceA [Scenedesmus sp. PABB004], KAF8055332.1 aceA [Scenedesmus sp. PABB004]
OG0001351	PSC69972.1 Kanadaptin [Micractinium conductrix]	KAF8062663.1 SLC4A1AP [Scenedesmus sp. PABB004]
OG0001352	PSC67481.1 glycosyl transferase family 2 [Micractinium conductrix]	KAF8067142.1 glycosyltransferase family 92 protein [Scenedesmus sp. PABB004]
OG0001353	PSC69405.1 D-amino-acid chloroplastic-like [Micractinium conductrix]	KAF8055828.1 hypothetical protein HT031_006603 [Scenedesmus sp. PABB004]
OG0001356	PSC74315.1 Fanconi anemia group M isoform X1 [Micractinium conductrix]	KAF8064608.1 hypothetical protein HT031_003409 [Scenedesmus sp. PABB004]
OG0001359	PSC69888.1 helicase and polymerase-containing TEBICHI [Micractinium conductrix]	KAF8064697.1 hypothetical protein HT031_003499 [Scenedesmus sp. PABB004]
OG0001360	PSC75633.1 bifunctional 3-dehydroquinate dehydratase shikimate dehydrogenase_ chloroplastic-like [Micractinium conductrix]	KAF8061413.1 bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase [Scenedesmus sp. PABB004]
OG0001361	PSC72940.1 Parkin coregulated like [Micractinium conductrix]	KAF8060600.1 Pacrg [Scenedesmus sp. PABB004]
OG0001362	PSC75991.1 NAD_P_-dependent oxidoreductase [Micractinium conductrix]	KAF8071012.1 yhxC [Scenedesmus sp. PABB004]
OG0001363	PSC73094.1 prolyl-tRNA synthetase [Micractinium conductrix]	KAF8056248.1 proline--tRNA ligase [Scenedesmus sp. PABB004]
OG0001365	PSC71050.1 ARM REPEAT PROTEIN INTERACTING WITH ABF2-like isoform A [Micractinium conductrix], PSC71051.1 ARM REPEAT PROTEIN INTERACTING WITH ABF2-like isoform B [Micractinium conductrix]	KAF8058408.1 hypothetical protein HT031_005532 [Scenedesmus sp. PABB004]
OG0001366	PSC72714.1 IMPACT isoform X1 [Micractinium conductrix]	KAF8058905.1 impact-B [Scenedesmus sp. PABB004], KAF8061340.1 hypothetical protein HT031_004431 [Scenedesmus sp. PABB004]
OG0001367	PSC71986.1 Thioredoxin chloroplastic [Micractinium conductrix]	KAF8060597.1 thioredoxin F [Scenedesmus sp. PABB004]
OG0001368	PSC71039.1 vesicle-associated membrane 714 isoform A [Micractinium conductrix], PSC71040.1 vesicle-associated membrane 714 isoform C [Micractinium conductrix], PSC71038.1 vesicle-associated membrane 714 isoform B [Micractinium conductrix]	KAF8061160.1 VAMP713 [Scenedesmus sp. PABB004]
OG0001369	PSC68305.1 ubiquitin-conjugating enzyme E2 35 [Micractinium conductrix]	KAF8071293.1 ube2s [Scenedesmus sp. PABB004], KAF8070891.1 UBC35 [Scenedesmus sp. PABB004]
OG0001370	PSC70608.1 3-dehydroquinate synthase [Micractinium conductrix]	KAF8056114.1 hypothetical protein HT031_006465 [Scenedesmus sp. PABB004]
OG0001373	PSC74042.1 Auxilin-related 2 [Micractinium conductrix]	KAF8069451.1 AUXI1 [Scenedesmus sp. PABB004]
OG0001374	PSC74239.1 ADP-ribosylation factor 8 [Micractinium conductrix]	KAF8062926.1 ARL8B [Scenedesmus sp. PABB004]
OG0001375	PSC71119.1 Rae1 [Micractinium conductrix]	KAF8065594.1 RAE1 [Scenedesmus sp. PABB004]
OG0001376	PSC75073.1 ubiquitin-conjugating enzyme E2 32 [Micractinium conductrix]	KAF8064682.1 UBC32 [Scenedesmus sp. PABB004]
OG0001377	PSC68377.1 hydrolase yugF [Micractinium conductrix]	KAF8065872.1 hypothetical protein HT031_002933 [Scenedesmus sp. PABB004]
OG0001379	PSC75212.1 Cathepsin Z isoform A [Micractinium conductrix], PSC75211.1 Cathepsin Z isoform B [Micractinium conductrix]	KAF8056242.1 cpz-1 [Scenedesmus sp. PABB004]
OG0001380	PSC72864.1 internal alternative NAD_P_H-ubiquinone oxidoreductase mitochondrial-like [Micractinium conductrix]	KAF8061375.1 NDA1 [Scenedesmus sp. PABB004]
OG0001381	PSC70599.1 argininosuccinate lyase [Micractinium conductrix]	KAF8058911.1 ARG7 [Scenedesmus sp. PABB004]
OG0001382	PSC74142.1 structural maintenance of chromosomes 2-1-like [Micractinium conductrix]	KAF8065579.1 SMC2-1 [Scenedesmus sp. PABB004]
OG0001383	PSC74003.1 DNA gyrase subunit A [Micractinium conductrix]	KAF8061304.1 gyrA [Scenedesmus sp. PABB004]
OG0001384	PSC73292.1 hypothetical protein C2E20_3345 [Micractinium conductrix]	KAF8057922.1 SRC2 [Scenedesmus sp. PABB004]
OG0001385	PSC70487.1 DNA topoisomerase 6 subunit B isoform A [Micractinium conductrix], PSC70486.1 DNA topoisomerase 6 subunit B isoform B [Micractinium conductrix]	KAF8057634.1 TOP6B [Scenedesmus sp. PABB004]
OG0001388	PSC71287.1 DEAD-box ATP-dependent RNA helicase 29 [Micractinium conductrix]	KAF8054973.1 RH29 [Scenedesmus sp. PABB004]
OG0001390	PSC69443.1 arginine methyltransferase [Micractinium conductrix]	KAF8066293.1 Art7 [Scenedesmus sp. PABB004]
OG0001393	PSC69314.1 cyclin-dependent kinase C-2-like isoform B [Micractinium conductrix], PSC69315.1 cyclin-dependent kinase C-2-like isoform A [Micractinium conductrix]	KAF8062780.1 CDKC-1 [Scenedesmus sp. PABB004]
OG0001395	PSC76790.1 DNA-directed RNA polymerase I subunit 2 isoform X1 [Micractinium conductrix]	KAF8064494.1 NRPA2 [Scenedesmus sp. PABB004]
OG0001396	PSC69469.1 chloroplast envelope translocase family [Micractinium conductrix]	KAF8055920.1 TOC120 [Scenedesmus sp. PABB004]
OG0001397	PSC69662.1 suppressor of mec-8 and unc-52-like protein 1 isoform A [Micractinium conductrix], PSC69661.1 suppressor of mec-8 and unc-52-like protein 1 isoform B [Micractinium conductrix]	KAF8067373.1 SMU1 [Scenedesmus sp. PABB004]
OG0001398	PSC68209.1 cysteine desulfurase chloroplastic-like [Micractinium conductrix]	KAF8071197.1 NFS2 [Scenedesmus sp. PABB004]
OG0001399	PSC72160.1 kelch repeat-containing protein [Micractinium conductrix]	KAF8058850.1 sf3a2 [Scenedesmus sp. PABB004]
OG0001400	PSC73498.1 Coiled-coil domain-containing 25 [Micractinium conductrix]	KAF8058464.1 CCDC25 [Scenedesmus sp. PABB004]
OG0001401	PSC75971.1 PITH domain-containing protein [Micractinium conductrix]	KAF8072868.1 PITH domain-containing protein [Scenedesmus sp. PABB004]
OG0001403	PSC73302.1 semenogelin II precursor [Micractinium conductrix], PSC74041.1 TRIGALACTOSYLDIACYLGLYCEROL chloroplastic [Micractinium conductrix]	KAF8056771.1 TGD2 [Scenedesmus sp. PABB004], KAF8056776.1 TGD2 [Scenedesmus sp. PABB004]
OG0001405	PSC74439.1 Mitochondrial import receptor subunit TOM9-2 [Micractinium conductrix]	KAF8068185.1 TOM9-2 [Scenedesmus sp. PABB004]
OG0001406	PSC69052.1 Proteasome subunit beta type-5-B [Micractinium conductrix]	KAF8058453.1 Hdac1 [Scenedesmus sp. PABB004]
OG0001408	PSC71723.1 exportin-1-like isoform X2 [Micractinium conductrix]	KAF8057112.1 XPO1 [Scenedesmus sp. PABB004]
OG0001409	PSC69600.1 S-adenosyl-L-methionine-dependent [Micractinium conductrix]	KAF8067418.1 trx1 [Scenedesmus sp. PABB004]
OG0001410	PSC70314.1 BOBBER 1-like isoform B [Micractinium conductrix], PSC70315.1 BOBBER 1-like isoform A [Micractinium conductrix]	KAF8055664.1 BOB1 [Scenedesmus sp. PABB004], KAF8067145.1 olpB [Scenedesmus sp. PABB004]
OG0001411	PSC70479.1 glycine-rich RNA-binding RZ1A isoform A [Micractinium conductrix], PSC70478.1 glycine-rich RNA-binding RZ1A isoform B [Micractinium conductrix]	KAF8060277.1 RZ1A [Scenedesmus sp. PABB004]
OG0001412	PSC75056.1 methyl-binding domain 4 [Micractinium conductrix], PSC75005.1 hypothetical protein C2E20_1946 [Micractinium conductrix]	KAF8057116.1 MBD4L [Scenedesmus sp. PABB004]
OG0001413	PSC73395.1 ribosomal-alanine N-acetyltransferase [Micractinium conductrix]	KAF8069369.1 PRP2 [Scenedesmus sp. PABB004]
OG0001414	PSC73356.1 Protease Do-like chloroplastic isoform B [Micractinium conductrix], PSC73357.1 Protease Do-like chloroplastic isoform A [Micractinium conductrix]	KAF8063841.1 DEGP1 [Scenedesmus sp. PABB004]
OG0001415	PSC72358.1 DUF151 domain-containing [Micractinium conductrix], PSC74915.1 DUF151 domain-containing [Micractinium conductrix]	KAF8065518.1 hypothetical protein HT031_003119 [Scenedesmus sp. PABB004]
OG0001417	PSC70973.1 threonine synthase [Micractinium conductrix]	KAF8055281.1 Threonine synthase [Scenedesmus sp. PABB004]
OG0001419	PSC70866.1 malonyl -acyl carrier transacylase [Micractinium conductrix]	KAF8066421.1 Mcat [Scenedesmus sp. PABB004]
OG0001420	PSC67932.1 14 kDa zinc-binding isoform A [Micractinium conductrix], PSC67931.1 14 kDa zinc-binding isoform B [Micractinium conductrix]	KAF8059182.1 ZBP14 [Scenedesmus sp. PABB004]
OG0001421	PSC67557.1 hypothetical protein C2E20_8785 [Micractinium conductrix]	KAF8058401.1 Togaram2 [Scenedesmus sp. PABB004]
OG0001422	PSC75163.1 ras-related RABC1 [Micractinium conductrix]	KAF8068358.1 YPTV3 [Scenedesmus sp. PABB004], KAF8058946.1 YPTV3 [Scenedesmus sp. PABB004]
OG0001424	PSC70990.1 homoserine kinase [Micractinium conductrix], PSC67769.1 homoserine kinase [Micractinium conductrix]	KAF8056371.1 hypothetical protein HT031_006370 [Scenedesmus sp. PABB004]
OG0001425	PSC67532.1 anthranilate synthase component II [Micractinium conductrix]	KAF8062909.1 ASB1 [Scenedesmus sp. PABB004]
OG0001426	PSC73537.1 pre-mRNA-processing-splicing factor 8 [Micractinium conductrix]	KAF8058135.1 PRP8A [Scenedesmus sp. PABB004]
OG0001427	PSC70309.1 lysine-specific demethylase JMJ16 [Micractinium conductrix]	KAF8067326.1 JMJ16 [Scenedesmus sp. PABB004], KAF8057902.1 P4H3 [Scenedesmus sp. PABB004]
OG0001428	PSC76771.1 putative transmembrane GTPase FZO-chloroplastic [Micractinium conductrix]	KAF8065743.1 hypothetical protein HT031_002803 [Scenedesmus sp. PABB004]
OG0001429	PSC76594.1 hypothetical protein C2E20_0120 [Micractinium conductrix]	KAF8058861.1 hypothetical protein HT031_005429 [Scenedesmus sp. PABB004]
OG0001430	PSC70421.1 hypothetical protein C2E20_6103 [Micractinium conductrix], PSC70420.1 hypothetical protein C2E20_6103 [Micractinium conductrix]	KAF8059402.1 GSO1 [Scenedesmus sp. PABB004]
OG0001431	PSC67405.1 Quino amine beta chain-like RIC1-like guanyl-nucleotide exchange factor [Micractinium conductrix]	KAF8071370.1 R06F6.8 [Scenedesmus sp. PABB004]
OG0001433	PSC74730.1 N-carbamyl-L-amino acid amidohydrolase [Micractinium conductrix]	KAF8068205.1 hypothetical protein HT031_001891 [Scenedesmus sp. PABB004]
OG0001434	PSC69635.1 Myosin-1 [Micractinium conductrix]	KAF8056344.1 DAB1 [Scenedesmus sp. PABB004]
OG0001435	PSC73946.1 sucrose synthase [Micractinium conductrix]	KAF8067301.1 SUS3 [Scenedesmus sp. PABB004]
OG0001436	PSC76076.1 Tetratricopeptide repeat 37 [Micractinium conductrix]	KAF8069413.1 SKI3 [Scenedesmus sp. PABB004]
OG0001438	PSC69606.1 ceramide kinase isoform X1 [Micractinium conductrix]	KAF8055035.1 hypothetical protein HT031_006851 [Scenedesmus sp. PABB004]
OG0001439	PSC69604.1 white-brown complex 30 [Micractinium conductrix]	KAF8061902.1 ABCG21 [Scenedesmus sp. PABB004], KAF8058431.1 ABCG25 [Scenedesmus sp. PABB004]
OG0001440	PSC76531.1 hypothetical protein C2E20_0633 [Micractinium conductrix], PSC69620.1 misato-like protein 1 isoform X1 [Micractinium conductrix]	KAF8065946.1 dml1 [Scenedesmus sp. PABB004]
OG0001441	PSC76855.1 type I inositol 1_4_5-trisphosphate 5-phosphatase 13-like [Micractinium conductrix]	KAF8069645.1 INPP5B [Scenedesmus sp. PABB004], KAF8068242.1 Ocrl [Scenedesmus sp. PABB004], KAF8069525.1 IP5P5 [Scenedesmus sp. PABB004]
OG0001443	PSC72967.1 Acetate kinase [Micractinium conductrix]	KAF8062901.1 ackA [Scenedesmus sp. PABB004]
OG0001444	PSC74564.1 tyrosine-phosphatase MKP1-like [Micractinium conductrix]	KAF8059147.1 MKP1 [Scenedesmus sp. PABB004]
OG0001445	PSC69229.1 Nucleolar GTP-binding 1 [Micractinium conductrix]	KAF8069713.1 nucleolar GTP-binding protein 1 [Scenedesmus sp. PABB004]
OG0001447	PSC75646.1 vacuolar sorting-associated 52 A [Micractinium conductrix]	KAF8056148.1 VPS52 [Scenedesmus sp. PABB004]
OG0001450	PSC68288.1 zinc transporter 8 isoform X1 [Micractinium conductrix]	KAF8072833.1 zinc transporter [Scenedesmus sp. PABB004]
OG0001452	PSC67357.1 PAB-dependent poly_A_-specific ribonuclease subunit 2 [Micractinium conductrix]	KAF8066299.1 Pan2 [Scenedesmus sp. PABB004]
OG0001453	PSC75587.1 hypothetical protein C2E20_1681 [Micractinium conductrix]	KAF8055335.1 hypothetical protein HT031_006790 [Scenedesmus sp. PABB004]
OG0001454	PSC70291.1 AT-rich interactive domain-containing 4-like [Micractinium conductrix]	KAF8067323.1 ARID4 [Scenedesmus sp. PABB004]
OG0001455	PSC76848.1 carotene epsilon-chloroplastic [Micractinium conductrix]	KAF8061059.1 CYP97C1 [Scenedesmus sp. PABB004]
OG0001456	PSC74832.1 pre-mRNA-processing 40A [Micractinium conductrix]	KAF8065530.1 PRP40A [Scenedesmus sp. PABB004]
OG0001457	PSC74531.1 SET domain-containing 4 [Micractinium conductrix], PSC74513.1 SET domain-containing [Micractinium conductrix], PSC67122.1 Apolipo A1 A4 E domain-containing protein [Micractinium conductrix], PSC67123.1 plasmin-sensitive surface _Pls family_ [Micractinium conductrix]	KAF8066315.1 SETD4 [Scenedesmus sp. PABB004]
OG0001458	PSC74797.1 mitochondrial Rho GTPase 1-like [Micractinium conductrix]	KAF8059131.1 MIRO2 [Scenedesmus sp. PABB004]
OG0001459	PSC70206.1 putative E3 ubiquitin-ligase XBOS34 [Micractinium conductrix]	KAF8072543.1 CID7 [Scenedesmus sp. PABB004]
OG0001460	PSC76987.1 50S ribosomal chloroplastic [Micractinium conductrix]	KAF8060545.1 RPL15 [Scenedesmus sp. PABB004]
OG0001461	PSC74572.1 plasma-membrane proton-efflux P-type ATPase [Micractinium conductrix]	KAF8059373.1 PMA1 [Scenedesmus sp. PABB004]
OG0001462	PSC76172.1 transport SEC31-like protein B isoform A [Micractinium conductrix], PSC76171.1 transport SEC31-like protein B isoform B [Micractinium conductrix]	KAF8071322.1 SEC31B [Scenedesmus sp. PABB004]
OG0001463	PSC73816.1 hypothetical protein C2E20_3099 [Micractinium conductrix]	KAF8059418.1 hypothetical protein HT031_005223 [Scenedesmus sp. PABB004]
OG0001464	PSC74430.1 tRNA-specific adenosine deaminase 1 [Micractinium conductrix]	KAF8058116.1 KLP1 [Scenedesmus sp. PABB004]
OG0001465	PSC75675.1 Dihydroorotate dehydrogenase _quinone__ mitochondrial isoform B [Micractinium conductrix], PSC75676.1 Dihydroorotate dehydrogenase _quinone__ mitochondrial isoform A [Micractinium conductrix]	KAF8069615.1 hypothetical protein HT031_001732 [Scenedesmus sp. PABB004]
OG0001466	PSC73125.1 magnesium chelatase ATPase subunit I [Micractinium conductrix]	KAF8061928.1 hypothetical protein HT031_004188 [Scenedesmus sp. PABB004], KAF8073212.1 chlI [Scenedesmus sp. PABB004]
OG0001467	PSC75707.1 hypothetical protein C2E20_1392 [Micractinium conductrix]	KAF8058867.1 hypothetical protein HT031_005435 [Scenedesmus sp. PABB004]
OG0001468	PSC71774.1 acyl-dehydrogenase family member 11-like [Micractinium conductrix]	KAF8061168.1 ABI1 [Scenedesmus sp. PABB004]
OG0001469	PSC75943.1 peroxisome biogenesis factor 10 [Micractinium conductrix]	KAF8059190.1 PEX10 [Scenedesmus sp. PABB004]
OG0001470	PSC75457.1 membrane-associated 30 kDa chloroplastic [Micractinium conductrix]	KAF8055840.1 IM30 [Scenedesmus sp. PABB004]
OG0001471	PSC73264.1 ubiquitin-conjugating enzyme E2 34-like isoform B [Micractinium conductrix], PSC73263.1 ubiquitin-conjugating enzyme E2 34-like isoform A [Micractinium conductrix]	KAF8071235.1 UBC33 [Scenedesmus sp. PABB004]
OG0001472	PSC72812.1 Ubiquitin supergroup [Micractinium conductrix]	KAF8060592.1 ubiquitin [Scenedesmus sp. PABB004]
OG0001473	PSC73333.1 dna-binding horma domain-containing [Micractinium conductrix]	KAF8061317.1 bbs9 [Scenedesmus sp. PABB004]
OG0001475	PSC74588.1 presequence protease chloroplastic mitochondrial [Micractinium conductrix], PSC73335.1 presequence protease chloroplastic mitochondrial-like [Micractinium conductrix]	KAF8058036.1 PREP1 [Scenedesmus sp. PABB004]
OG0001476	PSC76084.1 Conserved oligomeric Golgi complex subunit 6 [Micractinium conductrix]	KAF8056126.1 COG6 [Scenedesmus sp. PABB004]
OG0001477	PSC73250.1 A G-specific adenine DNA glycosylase [Micractinium conductrix]	KAF8061068.1 Mutyh [Scenedesmus sp. PABB004]
OG0001478	PSC72837.1 AMSH-like ubiquitin thioesterase 1 [Micractinium conductrix]	KAF8060070.1 AMSH1 [Scenedesmus sp. PABB004]
OG0001479	PSC71894.1 UDP-D-xylose_L-fucose alpha-1_3-D-xylosyltransferase 2-like [Micractinium conductrix]	KAF8060605.1 RRA3 [Scenedesmus sp. PABB004]
OG0001480	PSC76147.1 putative mitochondrial intermediate mitochondrial [Micractinium conductrix]	KAF8055907.1 OCT1 [Scenedesmus sp. PABB004]
OG0001481	PSC72829.1 cysteine ase RD21a-like [Micractinium conductrix]	KAF8056757.1 RD21A [Scenedesmus sp. PABB004]
OG0001482	PSC72085.1 non-discriminatory gln-glu-trna synthetase [Micractinium conductrix]	KAF8072358.1 Glutamate--tRNA ligase [Scenedesmus sp. PABB004]
OG0001483	PSC72218.1 5 -3 exoribonuclease 2 [Micractinium conductrix]	KAF8072631.1 NTR2 [Scenedesmus sp. PABB004]
OG0001485	PSC67397.1 DNA polymerase [Micractinium conductrix], PSC76051.1 parvulin-type peptidyl-prolyl cis-trans isomerase [Micractinium conductrix]	KAF8070855.1 hypothetical protein HT031_000936 [Scenedesmus sp. PABB004]
OG0001487	PSC72460.1 citrate synthase [Micractinium conductrix]	KAF8068314.1 citrate synthase [Scenedesmus sp. PABB004]
OG0001488	PSC74028.1 ubiquitin carboxyl-terminal hydrolase 5 isoform X1 [Micractinium conductrix]	KAF8059137.1 UBP14 [Scenedesmus sp. PABB004]
