Orthogroup	Species	Chlorella_A99	Orthologs
OG0000384	Chlorella_Vulgaris2111P	PCFQ01000037.1 g2504 [Chlorella sp. A99]	KAI3428505.1 hypothetical protein D9Q98_007329 [Chlorella vulgaris]
OG0000384	Chlorella_VariabilisNC64A	PCFQ01000037.1 g2504 [Chlorella sp. A99]	XP_005847320.1 hypothetical protein CHLNCDRAFT_52598 [Chlorella variabilis]
OG0000384	Chlorella_Sorokiniana1602	PCFQ01000037.1 g2504 [Chlorella sp. A99]	PRW44411.1 helicase and polymerase-containing TEBICHI isoform X1 [Chlorella sorokiniana]
OG0000384	Micractinium_SAG24180	PCFQ01000037.1 g2504 [Chlorella sp. A99]	PSC69927.1 helicase and polymerase-containing TEBICHI isoform X1 [Micractinium conductrix]
OG0000385	Chlorella_Sorokiniana1602	PCFQ01000082.1 g577 [Chlorella sp. A99]	PRW61138.1 soluble inorganic pyrophosphatase isoform B [Chlorella sorokiniana], PRW61137.1 soluble inorganic pyrophosphatase isoform A [Chlorella sorokiniana]
OG0000385	Scenedesmus_NREL	PCFQ01000082.1 g577 [Chlorella sp. A99]	KAF6255061.1 hypothetical protein COO60DRAFT_253980 [Scenedesmus sp. NREL 46B-D3]
OG0000385	Coccomyxa_SubellipsoideaC169	PCFQ01000082.1 g577 [Chlorella sp. A99]	EIE19213.1 hypothetical protein COCSUDRAFT_68016 [Coccomyxa subellipsoidea C-169]
OG0000385	Micractinium_SAG24180	PCFQ01000082.1 g577 [Chlorella sp. A99]	PSC74628.1 Soluble inorganic pyrophosphatase 2 [Micractinium conductrix]
OG0000385	Chlorella_VariabilisNC64A	PCFQ01000082.1 g577 [Chlorella sp. A99]	XP_005843156.1 hypothetical protein CHLNCDRAFT_141564 [Chlorella variabilis]
OG0000385	Chlorella_Vulgaris2111P	PCFQ01000082.1 g577 [Chlorella sp. A99]	KAI3424468.1 hypothetical protein D9Q98_010019 [Chlorella vulgaris]
OG0000385	Auxenochlorella_protothecoides	PCFQ01000082.1 g577 [Chlorella sp. A99]	RMZ56670.1 hypothetical protein APUTEX25_002759_ partial [Auxenochlorella protothecoides]
OG0000386	Micractinium_SAG24180	PCFQ01000001.1 g1012 [Chlorella sp. A99], PCFQ01000058.1 g93 [Chlorella sp. A99]	PSC71326.1 ATP-grasp domain containing 1 [Micractinium conductrix]
OG0000386	Coccomyxa_SubellipsoideaC169	PCFQ01000001.1 g1012 [Chlorella sp. A99], PCFQ01000058.1 g93 [Chlorella sp. A99]	EIE21895.1 glutathione synthetase ATP-binding domain-like protein [Coccomyxa subellipsoidea C-169]
OG0000386	Scenedesmus_NREL	PCFQ01000001.1 g1012 [Chlorella sp. A99], PCFQ01000058.1 g93 [Chlorella sp. A99]	KAF6257033.1 ATP-grasp domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000386	Scenedesmus_PABB004	PCFQ01000001.1 g1012 [Chlorella sp. A99], PCFQ01000058.1 g93 [Chlorella sp. A99]	KAF8059162.1 CARNS1 [Scenedesmus sp. PABB004]
OG0000386	Chlorella_VariabilisNC64A	PCFQ01000001.1 g1012 [Chlorella sp. A99]	XP_005848278.1 hypothetical protein CHLNCDRAFT_144890 [Chlorella variabilis]
OG0000386	Auxenochlorella_protothecoides	PCFQ01000058.1 g93 [Chlorella sp. A99]	RMZ57097.1 hypothetical protein APUTEX25_002329_ partial [Auxenochlorella protothecoides]
OG0000386	Chlorella_Vulgaris2111P	PCFQ01000058.1 g93 [Chlorella sp. A99]	KAI3433709.1 hypothetical protein D9Q98_003518 [Chlorella vulgaris]
OG0000386	Chlorella_VariabilisNC64A	PCFQ01000058.1 g93 [Chlorella sp. A99]	XP_005851161.1 hypothetical protein CHLNCDRAFT_137776 [Chlorella variabilis]
OG0000386	Chlorella_Sorokiniana1602	PCFQ01000058.1 g93 [Chlorella sp. A99]	PRW58167.1 Carnosine synthase 1 [Chlorella sorokiniana]
OG0000387	Chlorella_VariabilisNC64A	PCFQ01000073.1 g1966 [Chlorella sp. A99]	XP_005846658.1 hypothetical protein CHLNCDRAFT_135352_ partial [Chlorella variabilis]
OG0000387	Scenedesmus_NREL	PCFQ01000073.1 g1966 [Chlorella sp. A99]	KAF6263779.1 Sas10 C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000387	Coccomyxa_SubellipsoideaC169	PCFQ01000073.1 g1966 [Chlorella sp. A99]	EIE22722.1 hypothetical protein COCSUDRAFT_63858 [Coccomyxa subellipsoidea C-169]
OG0000387	Auxenochlorella_protothecoides	PCFQ01000073.1 g1966 [Chlorella sp. A99]	RMZ57209.1 hypothetical protein APUTEX25_004043_ partial [Auxenochlorella protothecoides]
OG0000387	Chlorella_Sorokiniana1602	PCFQ01000073.1 g1966 [Chlorella sp. A99]	PRW45524.1 Something about silencing 10 [Chlorella sorokiniana]
OG0000387	Micractinium_SAG24180	PCFQ01000073.1 g1966 [Chlorella sp. A99]	PSC73947.1 Something about silencing 10 [Micractinium conductrix]
OG0000387	Chlorella_Vulgaris2111P	PCFQ01000073.1 g1966 [Chlorella sp. A99]	KAI3425000.1 hypothetical protein D9Q98_008381 [Chlorella vulgaris]
OG0000388	Coccomyxa_SubellipsoideaC169	PCFQ01000081.1 g1574 [Chlorella sp. A99]	EIE25342.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0000388	Scenedesmus_PABB004	PCFQ01000081.1 g1574 [Chlorella sp. A99]	KAF8070909.1 CSP41A [Scenedesmus sp. PABB004]
OG0000388	Scenedesmus_NREL	PCFQ01000081.1 g1574 [Chlorella sp. A99]	KAF6264974.1 hypothetical protein COO60DRAFT_1698063 [Scenedesmus sp. NREL 46B-D3]
OG0000388	Auxenochlorella_protothecoides	PCFQ01000081.1 g1574 [Chlorella sp. A99]	RMZ57239.1 hypothetical protein APUTEX25_004073_ partial [Auxenochlorella protothecoides]
OG0000388	Chlorella_Vulgaris2111P	PCFQ01000081.1 g1574 [Chlorella sp. A99]	KAI3430231.1 hypothetical protein D9Q98_004828 [Chlorella vulgaris]
OG0000388	Micractinium_SAG24180	PCFQ01000081.1 g1574 [Chlorella sp. A99]	PSC72036.1 Chloroplast stem-loop binding of 41 kDa chloroplastic [Micractinium conductrix]
OG0000388	Chlorella_VariabilisNC64A	PCFQ01000081.1 g1574 [Chlorella sp. A99]	XP_005844539.1 hypothetical protein CHLNCDRAFT_138964 [Chlorella variabilis]
OG0000388	Chlorella_Sorokiniana1602	PCFQ01000081.1 g1574 [Chlorella sp. A99]	PRW61578.1 Chloroplast stem-loop binding of 41 kDa chloroplastic [Chlorella sorokiniana]
OG0000389	Coccomyxa_SubellipsoideaC169	PCFQ01000010.1 g314 [Chlorella sp. A99]	EIE23802.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0000389	Scenedesmus_NREL	PCFQ01000010.1 g314 [Chlorella sp. A99]	KAF6253798.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0000389	Scenedesmus_PABB004	PCFQ01000010.1 g314 [Chlorella sp. A99]	KAF8055672.1 DHX57 [Scenedesmus sp. PABB004]
OG0000389	Auxenochlorella_protothecoides	PCFQ01000010.1 g314 [Chlorella sp. A99]	RMZ57434.1 hypothetical protein APUTEX25_004268 [Auxenochlorella protothecoides]
OG0000389	Chlorella_Sorokiniana1602	PCFQ01000010.1 g314 [Chlorella sp. A99]	PRW33164.1 P-loop containing nucleoside triphosphate hydrolase isoform A [Chlorella sorokiniana], PRW33165.1 P-loop containing nucleoside triphosphate hydrolase isoform B [Chlorella sorokiniana]
OG0000389	Micractinium_SAG24180	PCFQ01000010.1 g314 [Chlorella sp. A99]	PSC71380.1 P-loop containing nucleoside triphosphate hydrolase [Micractinium conductrix]
OG0000389	Chlorella_Vulgaris2111P	PCFQ01000010.1 g314 [Chlorella sp. A99]	KAI3431723.1 hypothetical protein D9Q98_004765 [Chlorella vulgaris]
OG0000389	Chlorella_VariabilisNC64A	PCFQ01000010.1 g314 [Chlorella sp. A99]	XP_005844949.1 hypothetical protein CHLNCDRAFT_138311 [Chlorella variabilis]
OG0000390	Auxenochlorella_protothecoides	PCFQ01000002.1 g658 [Chlorella sp. A99], PCFQ01000002.1 g682 [Chlorella sp. A99]	RMZ57399.1 hypothetical protein APUTEX25_004233 [Auxenochlorella protothecoides]
OG0000390	Micractinium_SAG24180	PCFQ01000002.1 g658 [Chlorella sp. A99], PCFQ01000002.1 g682 [Chlorella sp. A99]	PSC69136.1 coproporphyrinogen III oxidase [Micractinium conductrix]
OG0000390	Chlorella_KRBP	PCFQ01000002.1 g658 [Chlorella sp. A99]	QAXK01005078.1_1174-132
OG0000390	Scenedesmus_PABB004	PCFQ01000002.1 g658 [Chlorella sp. A99]	KAF8072870.1 HSD17B12 [Scenedesmus sp. PABB004]
OG0000390	Scenedesmus_NREL	PCFQ01000002.1 g658 [Chlorella sp. A99]	KAF6266773.1 hypothetical protein COO60DRAFT_1621378 [Scenedesmus sp. NREL 46B-D3]
OG0000390	Coccomyxa_SubellipsoideaC169	PCFQ01000002.1 g658 [Chlorella sp. A99]	EIE24820.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0000390	Chlorella_Vulgaris2111P	PCFQ01000002.1 g658 [Chlorella sp. A99]	KAI3430407.1 hypothetical protein D9Q98_005002 [Chlorella vulgaris]
OG0000390	Chlorella_Sorokiniana1602	PCFQ01000002.1 g658 [Chlorella sp. A99]	PRW33035.1 Testosterone 17-beta-dehydrogenase 3 [Chlorella sorokiniana]
OG0000390	Chlorella_VariabilisNC64A	PCFQ01000002.1 g658 [Chlorella sp. A99]	XP_005844467.1 hypothetical protein CHLNCDRAFT_138794 [Chlorella variabilis]
OG0000390	Chlorella_KRBP	PCFQ01000002.1 g682 [Chlorella sp. A99]	QAXK01003294.1_6337-3495
OG0000390	Scenedesmus_NREL	PCFQ01000002.1 g682 [Chlorella sp. A99]	KAF6248357.1 radical SAM enzyme [Scenedesmus sp. NREL 46B-D3], KAF6249263.1 hypothetical protein COO60DRAFT_985055 [Scenedesmus sp. NREL 46B-D3]
OG0000390	Scenedesmus_PABB004	PCFQ01000002.1 g682 [Chlorella sp. A99]	KAF8067246.1 hemW [Scenedesmus sp. PABB004]
OG0000390	Coccomyxa_SubellipsoideaC169	PCFQ01000002.1 g682 [Chlorella sp. A99]	EIE24812.1 radical SAM enzyme [Coccomyxa subellipsoidea C-169]
OG0000390	Chlorella_VariabilisNC64A	PCFQ01000002.1 g682 [Chlorella sp. A99]	XP_005844468.1 hypothetical protein CHLNCDRAFT_138795 [Chlorella variabilis]
OG0000390	Chlorella_Vulgaris2111P	PCFQ01000002.1 g682 [Chlorella sp. A99]	KAI3430406.1 hypothetical protein D9Q98_005001 [Chlorella vulgaris]
OG0000391	Micractinium_SAG24180	PCFQ01000058.1 g61 [Chlorella sp. A99]	PSC75614.1 imidazoleglycerol-phosphate dehydratase [Micractinium conductrix]
OG0000391	Auxenochlorella_protothecoides	PCFQ01000058.1 g61 [Chlorella sp. A99]	RMZ57522.1 hypothetical protein APUTEX25_003765 [Auxenochlorella protothecoides]
OG0000391	Scenedesmus_NREL	PCFQ01000058.1 g61 [Chlorella sp. A99]	KAF6258106.1 hypothetical protein COO60DRAFT_1701483 [Scenedesmus sp. NREL 46B-D3]
OG0000391	Chlorella_Vulgaris2111P	PCFQ01000058.1 g61 [Chlorella sp. A99]	KAI3433862.1 hypothetical protein D9Q98_003665 [Chlorella vulgaris], KAI3433869.1 hypothetical protein D9Q98_003672 [Chlorella vulgaris], KAI3433875.1 hypothetical protein D9Q98_003677 [Chlorella vulgaris]
OG0000391	Chlorella_Sorokiniana1602	PCFQ01000058.1 g61 [Chlorella sp. A99]	PRW58578.1 imidazoleglycerol-phosphate dehydratase [Chlorella sorokiniana], PRW58275.1 hsp70-Hsp90 organizing 2 [Chlorella sorokiniana]
OG0000391	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g61 [Chlorella sp. A99]	EIE18733.1 hypothetical protein COCSUDRAFT_68176 [Coccomyxa subellipsoidea C-169], EIE26155.1 hypothetical protein COCSUDRAFT_40298 [Coccomyxa subellipsoidea C-169]
OG0000391	Chlorella_VariabilisNC64A	PCFQ01000058.1 g61 [Chlorella sp. A99]	XP_005851096.1 hypothetical protein CHLNCDRAFT_137630 [Chlorella variabilis], XP_005851386.1 hypothetical protein CHLNCDRAFT_137622 [Chlorella variabilis]
OG0000391	Auxenochlorella_protothecoides	PCFQ01000017.1 g2280 [Chlorella sp. A99]	RMZ57523.1 hypothetical protein APUTEX25_003766 [Auxenochlorella protothecoides]
OG0000391	Coccomyxa_SubellipsoideaC169	PCFQ01000017.1 g2280 [Chlorella sp. A99]	EIE18665.1 IGPD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000391	Scenedesmus_NREL	PCFQ01000017.1 g2280 [Chlorella sp. A99]	KAF6266029.1 Imidazoleglycerol-phosphate dehydratase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000391	Scenedesmus_PABB004	PCFQ01000017.1 g2280 [Chlorella sp. A99]	KAF8059435.1 imidazoleglycerol-phosphate dehydratase 1 [Scenedesmus sp. PABB004]
OG0000392	Auxenochlorella_protothecoides	PCFQ01000013.1 g3329 [Chlorella sp. A99]	RMZ57681.1 hypothetical protein APUTEX25_001881_ partial [Auxenochlorella protothecoides]
OG0000392	Coccomyxa_SubellipsoideaC169	PCFQ01000013.1 g3329 [Chlorella sp. A99]	EIE24338.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]
OG0000392	Micractinium_SAG24180	PCFQ01000013.1 g3329 [Chlorella sp. A99]	PSC67018.1 chitinase [Micractinium conductrix], PSC68683.1 chitinase [Micractinium conductrix], PSC68420.1 chitinase_ partial [Micractinium conductrix], PSC68143.1 chitinase [Micractinium conductrix], PSC73545.1 peptidase M32 [Micractinium conductrix]
OG0000392	Chlorella_Vulgaris2111P	PCFQ01000013.1 g3329 [Chlorella sp. A99]	KAI3429385.1 hypothetical protein D9Q98_005480 [Chlorella vulgaris], KAI3429384.1 hypothetical protein D9Q98_005479 [Chlorella vulgaris], KAI3433417.1 hypothetical protein D9Q98_003232 [Chlorella vulgaris]
OG0000392	Chlorella_Sorokiniana1602	PCFQ01000013.1 g3329 [Chlorella sp. A99]	PRW60832.1 chitinase [Chlorella sorokiniana], PRW20723.1 class VII chitinase [Chlorella sorokiniana]
OG0000392	Chlorella_VariabilisNC64A	PCFQ01000013.1 g3329 [Chlorella sp. A99]	XP_005851585.1 hypothetical protein CHLNCDRAFT_48490 [Chlorella variabilis]
OG0000392	Scenedesmus_NREL	PCFQ01000013.1 g3329 [Chlorella sp. A99]	KAF6254358.1 chitinase class I-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254818.1 chitinase [Scenedesmus sp. NREL 46B-D3]
OG0000393	Scenedesmus_PABB004	PCFQ01000018.1 g465 [Chlorella sp. A99], PCFQ01000010.1 g294 [Chlorella sp. A99]	KAF8057126.1 PLIP1 [Scenedesmus sp. PABB004]
OG0000393	Scenedesmus_NREL	PCFQ01000018.1 g465 [Chlorella sp. A99], PCFQ01000010.1 g294 [Chlorella sp. A99]	KAF6252062.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6250895.1 hypothetical protein COO60DRAFT_715656 [Scenedesmus sp. NREL 46B-D3]
OG0000393	Micractinium_SAG24180	PCFQ01000018.1 g465 [Chlorella sp. A99], PCFQ01000010.1 g294 [Chlorella sp. A99]	PSC69354.1 alpha beta-hydrolase isoform B [Micractinium conductrix], PSC69353.1 alpha beta-hydrolase isoform A [Micractinium conductrix]
OG0000393	Chlorella_Sorokiniana1602	PCFQ01000018.1 g465 [Chlorella sp. A99]	PRW60828.1 alpha beta-hydrolase [Chlorella sorokiniana]
OG0000393	Chlorella_Vulgaris2111P	PCFQ01000018.1 g465 [Chlorella sp. A99]	KAI3429581.1 hypothetical protein D9Q98_005667 [Chlorella vulgaris]
OG0000393	Chlorella_VariabilisNC64A	PCFQ01000018.1 g465 [Chlorella sp. A99]	XP_005851855.1 hypothetical protein CHLNCDRAFT_56546 [Chlorella variabilis]
OG0000393	Chlorella_VariabilisNC64A	PCFQ01000010.1 g294 [Chlorella sp. A99]	XP_005851853.1 hypothetical protein CHLNCDRAFT_133374 [Chlorella variabilis]
OG0000393	Chlorella_Vulgaris2111P	PCFQ01000010.1 g294 [Chlorella sp. A99]	KAI3429584.1 hypothetical protein D9Q98_005670 [Chlorella vulgaris], KAI3429585.1 hypothetical protein D9Q98_005671 [Chlorella vulgaris]
OG0000393	Chlorella_Sorokiniana1602	PCFQ01000010.1 g294 [Chlorella sp. A99]	PRW44294.1 cytochrome b561 and DOMON domain-containing protein [Chlorella sorokiniana], PRW57965.1 cytochrome b561 and DOMON domain-containing protein [Chlorella sorokiniana], PRW60222.1 Ferric-chelate reductase 1 [Chlorella sorokiniana]
OG0000393	Coccomyxa_SubellipsoideaC169	PCFQ01000010.1 g294 [Chlorella sp. A99]	EIE22951.1 hypothetical protein COCSUDRAFT_41963 [Coccomyxa subellipsoidea C-169]
OG0000394	Chlorella_KRBP	PCFQ01000018.1 g451 [Chlorella sp. A99]	QAXK01008702.1_3083-212
OG0000394	Scenedesmus_PABB004	PCFQ01000018.1 g451 [Chlorella sp. A99]	KAF8062083.1 APY2 [Scenedesmus sp. PABB004]
OG0000394	Coccomyxa_SubellipsoideaC169	PCFQ01000018.1 g451 [Chlorella sp. A99]	EIE24311.1 apyrase [Coccomyxa subellipsoidea C-169]
OG0000394	Scenedesmus_NREL	PCFQ01000018.1 g451 [Chlorella sp. A99]	KAF6263083.1 nucleoside phosphatase GDA1/CD39 [Scenedesmus sp. NREL 46B-D3], KAF6260856.1 nucleoside phosphatase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000394	Micractinium_SAG24180	PCFQ01000018.1 g451 [Chlorella sp. A99]	PSC74015.1 apyrase 2-like isoform C [Micractinium conductrix], PSC74014.1 apyrase 2-like isoform B [Micractinium conductrix], PSC74016.1 apyrase 2-like isoform A [Micractinium conductrix]
OG0000394	Chlorella_Sorokiniana1602	PCFQ01000018.1 g451 [Chlorella sp. A99]	PRW44502.1 GDA1 CD39 nucleoside phosphatase family [Chlorella sorokiniana], PRW60811.1 apyrase 2-like [Chlorella sorokiniana]
OG0000394	Chlorella_Vulgaris2111P	PCFQ01000018.1 g451 [Chlorella sp. A99]	KAI3429731.1 hypothetical protein D9Q98_010046 [Chlorella vulgaris]
OG0000395	Scenedesmus_NREL	PCFQ01000020.1 g941 [Chlorella sp. A99], PCFQ01000079.1 g1418 [Chlorella sp. A99]	KAF6262734.1 hypothetical protein COO60DRAFT_1674573 [Scenedesmus sp. NREL 46B-D3], KAF6254107.1 hypothetical protein COO60DRAFT_1642640 [Scenedesmus sp. NREL 46B-D3], KAF6262350.1 hypothetical protein COO60DRAFT_649798 [Scenedesmus sp. NREL 46B-D3], KAF6265682.1 hypothetical protein COO60DRAFT_1683935 [Scenedesmus sp. NREL 46B-D3], KAF6262351.1 hypothetical protein COO60DRAFT_649849 [Scenedesmus sp. NREL 46B-D3], KAF6263161.1 hypothetical protein COO60DRAFT_1624718 [Scenedesmus sp. NREL 46B-D3]
OG0000395	Scenedesmus_PABB004	PCFQ01000020.1 g941 [Chlorella sp. A99], PCFQ01000079.1 g1418 [Chlorella sp. A99]	KAF8055488.1 tmcC [Scenedesmus sp. PABB004], KAF8061342.1 hypothetical protein HT031_004433 [Scenedesmus sp. PABB004], KAF8072512.1 DSK2A [Scenedesmus sp. PABB004]
OG0000395	Chlorella_VariabilisNC64A	PCFQ01000020.1 g941 [Chlorella sp. A99]	XP_005844816.1 hypothetical protein CHLNCDRAFT_138736 [Chlorella variabilis]
OG0000395	Micractinium_SAG24180	PCFQ01000020.1 g941 [Chlorella sp. A99]	PSC71757.1 flagellar associated membrane [Micractinium conductrix]
OG0000395	Chlorella_Sorokiniana1602	PCFQ01000020.1 g941 [Chlorella sp. A99]	PRW21106.1 flagellar associated membrane [Chlorella sorokiniana]
OG0000395	Chlorella_Sorokiniana1602	PCFQ01000079.1 g1418 [Chlorella sp. A99]	PRW33063.1 flagellar associated membrane [Chlorella sorokiniana]
OG0000395	Chlorella_VariabilisNC64A	PCFQ01000079.1 g1418 [Chlorella sp. A99]	XP_005843985.1 hypothetical protein CHLNCDRAFT_54730 [Chlorella variabilis]
OG0000395	Micractinium_SAG24180	PCFQ01000079.1 g1418 [Chlorella sp. A99]	PSC76434.1 flagellar associated membrane [Micractinium conductrix]
OG0000396	Scenedesmus_PABB004	PCFQ01000079.1 g1382 [Chlorella sp. A99]	KAF8073041.1 hypothetical protein HT031_000702 [Scenedesmus sp. PABB004]
OG0000396	Scenedesmus_NREL	PCFQ01000079.1 g1382 [Chlorella sp. A99]	KAF6262529.1 CRAL-TRIO domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000396	Coccomyxa_SubellipsoideaC169	PCFQ01000079.1 g1382 [Chlorella sp. A99]	EIE24984.1 CRAL/TRIO domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000396	Chlorella_VariabilisNC64A	PCFQ01000079.1 g1382 [Chlorella sp. A99]	XP_005844416.1 hypothetical protein CHLNCDRAFT_26961_ partial [Chlorella variabilis]
OG0000396	Chlorella_Sorokiniana1602	PCFQ01000079.1 g1382 [Chlorella sp. A99]	PRW61488.1 phosphatidylinositol phosphatidylcholine transfer SFH12-like isoform X2 isoform B [Chlorella sorokiniana], PRW61489.1 phosphatidylinositol phosphatidylcholine transfer SFH12-like isoform X2 isoform A [Chlorella sorokiniana]
OG0000396	Chlorella_Vulgaris2111P	PCFQ01000079.1 g1382 [Chlorella sp. A99]	KAI3432862.1 hypothetical protein D9Q98_010445 [Chlorella vulgaris]
OG0000396	Micractinium_SAG24180	PCFQ01000079.1 g1382 [Chlorella sp. A99]	PSC67121.1 Glutamyl-tRNA_Gln_ amidotransferase subunit A [Micractinium conductrix], PSC67050.1 Glutamyl-tRNA_Gln_ amidotransferase subunit A_ partial [Micractinium conductrix], PSC67008.1 Glutamyl-tRNA_Gln_ amidotransferase subunit A [Micractinium conductrix]
OG0000397	Chlorella_Sorokiniana1602	PCFQ01000014.1 g1886 [Chlorella sp. A99], PCFQ01000013.1 g3276 [Chlorella sp. A99]	PRW39083.1 extracellular endoglucanase precursor [Chlorella sorokiniana], PRW39190.1 non-catalytic module family expn [Chlorella sorokiniana]
OG0000397	Chlorella_VariabilisNC64A	PCFQ01000014.1 g1886 [Chlorella sp. A99], PCFQ01000013.1 g3276 [Chlorella sp. A99]	XP_005846166.1 hypothetical protein CHLNCDRAFT_58394 [Chlorella variabilis], XP_005848829.1 hypothetical protein CHLNCDRAFT_51499 [Chlorella variabilis]
OG0000397	Chlorella_Vulgaris2111P	PCFQ01000014.1 g1886 [Chlorella sp. A99], PCFQ01000013.1 g3276 [Chlorella sp. A99]	KAI3435837.1 hypothetical protein D9Q98_001895 [Chlorella vulgaris], KAI3431441.1 hypothetical protein D9Q98_004493 [Chlorella vulgaris], KAI3431440.1 hypothetical protein D9Q98_004492 [Chlorella vulgaris], KAI3431439.1 hypothetical protein D9Q98_004491 [Chlorella vulgaris], KAI3431444.1 hypothetical protein D9Q98_004496 [Chlorella vulgaris], KAI3438970.1 hypothetical protein D9Q98_001384 [Chlorella vulgaris], KAI3438971.1 hypothetical protein D9Q98_001385 [Chlorella vulgaris], KAI3438920.1 hypothetical protein D9Q98_001334 [Chlorella vulgaris], KAI3427218.1 hypothetical protein D9Q98_007153 [Chlorella vulgaris]
OG0000397	Micractinium_SAG24180	PCFQ01000014.1 g1886 [Chlorella sp. A99], PCFQ01000013.1 g3276 [Chlorella sp. A99]	PSC68507.1 Trafficking particle complex subunit 5 [Micractinium conductrix], PSC72013.1 hypothetical protein C2E20_4764 [Micractinium conductrix], PSC75542.1 extracellular endoglucanase precursor [Micractinium conductrix]
OG0000405	Scenedesmus_PABB004	PCFQ01000078.1 g2144 [Chlorella sp. A99]	KAF8061987.1 MO1 [Scenedesmus sp. PABB004]
OG0000405	Scenedesmus_NREL	PCFQ01000078.1 g2144 [Chlorella sp. A99]	KAF6258830.1 aminotransferase [Scenedesmus sp. NREL 46B-D3]
OG0000405	Chlorella_Sorokiniana1602	PCFQ01000078.1 g2144 [Chlorella sp. A99]	PRW59887.1 class IV [Chlorella sorokiniana]
OG0000405	Micractinium_SAG24180	PCFQ01000078.1 g2144 [Chlorella sp. A99]	PSC76550.1 class IV [Micractinium conductrix]
OG0000405	Chlorella_VariabilisNC64A	PCFQ01000078.1 g2144 [Chlorella sp. A99]	XP_005845359.1 hypothetical protein CHLNCDRAFT_137177 [Chlorella variabilis]
OG0000405	Chlorella_Vulgaris2111P	PCFQ01000078.1 g2144 [Chlorella sp. A99]	KAI3436073.1 hypothetical protein D9Q98_002131 [Chlorella vulgaris]
OG0000406	Micractinium_SAG24180	PCFQ01000009.1 g1686 [Chlorella sp. A99]	PSC72245.1 Clavaminate synthase [Micractinium conductrix]
OG0000406	Chlorella_VariabilisNC64A	PCFQ01000009.1 g1686 [Chlorella sp. A99]	XP_005846894.1 hypothetical protein CHLNCDRAFT_52747 [Chlorella variabilis]
OG0000406	Auxenochlorella_protothecoides	PCFQ01000009.1 g1686 [Chlorella sp. A99]	RMZ55462.1 hypothetical protein APUTEX25_003586_ partial [Auxenochlorella protothecoides]
