Orthogroup	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180
OG0000967	EIE25007.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169], EIE23106.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC67968.1 flavin-containing monooxygenase FMO GS-OX-like 4 isoform A [Micractinium conductrix], PSC67969.1 flavin-containing monooxygenase FMO GS-OX-like 4 isoform B [Micractinium conductrix], PSC67970.1 flavin-containing monooxygenase FMO GS-OX-like 4 isoform C [Micractinium conductrix]
OG0000968	EIE20775.1 ATP-dependent DNA helicase [Coccomyxa subellipsoidea C-169]	PSC74486.1 ATP-dependent DNA helicase Q-like 1 [Micractinium conductrix]
OG0000969	EIE26446.1 EMP/nonaspanin domain family protein [Coccomyxa subellipsoidea C-169]	PSC72630.1 phagocytic receptor 1b [Micractinium conductrix]
OG0000970	EIE26841.1 hypothetical protein COCSUDRAFT_64680 [Coccomyxa subellipsoidea C-169]	PSC70269.1 kinetochore spc25 [Micractinium conductrix]
OG0000971	EIE26601.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PSC74845.1 MAP3K epsilon kinase 1-like [Micractinium conductrix]
OG0000972	EIE26041.1 NADH-ubiquinone oxidoreductase [Coccomyxa subellipsoidea C-169]	PSC71939.1 NADH dehydrogenase [ubiquinone] flavo mitochondrial [Micractinium conductrix]
OG0000973	EIE25899.1 calcium/proton exchanger [Coccomyxa subellipsoidea C-169]	PSC67539.1 manganese resistance 1 [Micractinium conductrix], PSC71917.1 calcium proton exchanger [Micractinium conductrix]
OG0000974	EIE23469.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE27725.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC71864.1 DEAD-box ATP-dependent RNA helicase 37-like [Micractinium conductrix]
OG0000975	EIE20929.1 long-chain acyl-CoA synthetase 7 [Coccomyxa subellipsoidea C-169]	PSC67138.1 long-chain acyl-synthetase 7_ partial [Micractinium conductrix], PSC69107.1 Long chain acyl-synthetase peroxisomal [Micractinium conductrix]
OG0000977	EIE18093.1 protein disulfide isomerase [Coccomyxa subellipsoidea C-169]	PSC73593.1 disulfide-isomerase 5-4 [Micractinium conductrix]
OG0000978	EIE23193.1 hypothetical protein COCSUDRAFT_23819 [Coccomyxa subellipsoidea C-169], EIE27276.1 amidase signature enzyme [Coccomyxa subellipsoidea C-169]	PSC73683.1 zinc finger CCCH domain-containing 40 [Micractinium conductrix]
OG0000979	EIE22971.1 hypothetical protein COCSUDRAFT_63364 [Coccomyxa subellipsoidea C-169]	PSC68901.1 Amino acid kinase family isoform 1 [Micractinium conductrix]
OG0000981	EIE18967.1 hypothetical protein COCSUDRAFT_45095 [Coccomyxa subellipsoidea C-169]	PSC73940.1 putative magnesium transporter NIPA8 [Micractinium conductrix]
OG0000982	EIE23230.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE23276.1 hypothetical protein COCSUDRAFT_36720 [Coccomyxa subellipsoidea C-169]	PSC69918.1 CWF19 2 [Micractinium conductrix]
OG0000983	EIE22517.1 hypothetical protein COCSUDRAFT_83474 [Coccomyxa subellipsoidea C-169]	PSC67726.1 hypothetical protein C2E20_8624 [Micractinium conductrix]
OG0000984	EIE25498.1 hypothetical protein COCSUDRAFT_61711 [Coccomyxa subellipsoidea C-169]	PSC75718.1 myosin heavy class XI [Micractinium conductrix]
OG0000985	EIE25508.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	PSC72636.1 serine threonine-phosphatase 7 [Micractinium conductrix], PSC75899.1 Serine threonine-phosphatase 7 [Micractinium conductrix]
OG0000987	EIE22574.1 ClpB chaperone_ Hsp100 family [Coccomyxa subellipsoidea C-169]	PSC71166.1 Hsp100 family [Micractinium conductrix]
OG0000988	EIE21574.1 ribosomal protein L15e [Coccomyxa subellipsoidea C-169], EIE21695.1 hypothetical protein COCSUDRAFT_67012 [Coccomyxa subellipsoidea C-169]	PSC76861.1 60S ribosomal L15 [Micractinium conductrix]
OG0000989	EIE25574.1 ubiquinone biosynthesis protein COQ9 [Coccomyxa subellipsoidea C-169]	PSC72641.1 ubiquinone biosynthesis [Micractinium conductrix]
OG0000990	EIE21333.1 ribosomal protein S21e [Coccomyxa subellipsoidea C-169]	PSC74080.1 40S ribosomal S21 [Micractinium conductrix], PSC73997.1 heme oxygenase [Micractinium conductrix]
OG0000991	EIE24675.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169], EIE24674.1 Bet v1-like protein [Coccomyxa subellipsoidea C-169]	PSC74181.1 stAR-related lipid transfer mitochondrial-like [Micractinium conductrix]
OG0000992	EIE24333.1 hypothetical protein COCSUDRAFT_47231 [Coccomyxa subellipsoidea C-169]	PSC68498.1 CBS domain-containing mitochondrial-like [Micractinium conductrix]
OG0000993	EIE18346.1 argininosuccinate synthase [Coccomyxa subellipsoidea C-169]	PSC73912.1 Argininosuccinate synthase [Micractinium conductrix]
OG0000994	EIE23646.1 glyoxalase I [Coccomyxa subellipsoidea C-169]	PSC76770.1 putative lactoylglutathione chloroplast isoform A [Micractinium conductrix], PSC76769.1 putative lactoylglutathione chloroplast isoform B [Micractinium conductrix], PSC75265.1 triple functional domain [Micractinium conductrix], PSC75425.1 Single-minded 1 [Micractinium conductrix]
OG0000996	EIE25313.1 hypothetical protein COCSUDRAFT_65188 [Coccomyxa subellipsoidea C-169]	PSC71483.1 patatin-like phospholipase domain-containing 2 [Micractinium conductrix]
OG0000997	EIE20577.1 hypothetical protein COCSUDRAFT_48568 [Coccomyxa subellipsoidea C-169]	PSC74457.1 endoplasmic reticulum mannosyl-oligosaccharide 1_2-alpha-mannosidase [Micractinium conductrix]
OG0000998	EIE26794.1 hypothetical protein COCSUDRAFT_35241 [Coccomyxa subellipsoidea C-169]	PSC72772.1 threonylcarbamoyladenosine tRNA methylthiotransferase [Micractinium conductrix]
OG0000999	EIE26748.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	PSC74268.1 DNA replication complex GINS PSF1 [Micractinium conductrix], PSC72601.1 MFS transporter [Micractinium conductrix]
OG0001000	EIE26206.1 hypothetical protein COCSUDRAFT_46535 [Coccomyxa subellipsoidea C-169]	PSC74695.1 DEK-like isoform X1 [Micractinium conductrix]
OG0001001	EIE20818.1 peptidase M20 [Coccomyxa subellipsoidea C-169]	PSC68017.1 peptidase M20 [Micractinium conductrix]
OG0001002	EIE20451.1 hypothetical protein COCSUDRAFT_57601 [Coccomyxa subellipsoidea C-169]	PSC73787.1 Translation initiation factor IF-3 [Micractinium conductrix]
OG0001003	EIE21836.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]	PSC74959.1 putative trehalase [Micractinium conductrix], PSC73401.1 putative trehalase [Micractinium conductrix]
OG0001004	EIE18839.1 phosphatases II_ partial [Coccomyxa subellipsoidea C-169], EIE20537.1 phosphatases II_ partial [Coccomyxa subellipsoidea C-169], EIE23642.1 phosphatases II [Coccomyxa subellipsoidea C-169]	PSC76494.1 dual specificity phosphatase 1-like isoform B [Micractinium conductrix], PSC76495.1 dual specificity phosphatase 1-like isoform A [Micractinium conductrix]
OG0001005	EIE24078.1 hypothetical protein COCSUDRAFT_47131 [Coccomyxa subellipsoidea C-169]	PSC72989.1 putative prolyl 4-hydroxylase 9 [Micractinium conductrix]
OG0001006	EIE25385.1 glycosyl transferase family 1 protein [Coccomyxa subellipsoidea C-169]	PSC72554.1 glyoxysomal fatty acid beta-oxidation multifunctional MFP-a [Micractinium conductrix], PSC72504.1 chitobiosyldiphosphodolichol beta-mannosyltransferase-like [Micractinium conductrix]
OG0001007	EIE25431.1 casein kinase II alpha subunit [Coccomyxa subellipsoidea C-169]	PSC70617.1 casein kinase II subunit alpha [Micractinium conductrix]
OG0001008	EIE25640.1 Triosephosphate isomerase [Coccomyxa subellipsoidea C-169]	PSC67648.1 triosephosphate isomerase [Micractinium conductrix]
OG0001009	EIE21944.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]	PSC67081.1 Alpha-L-arabinofuranosidase 1_ partial [Micractinium conductrix], PSC67074.1 alpha-L-arabinofuranosidase 1-like [Micractinium conductrix], PSC67243.1 Alpha-L-arabinofuranosidase 1_ partial [Micractinium conductrix]
OG0001010	EIE24160.1 UDP-glucose 6-dehydrogenase [Coccomyxa subellipsoidea C-169], EIE22366.1 UDP-glucose dehydrogenase [Coccomyxa subellipsoidea C-169]	PSC73988.1 UDP-glucose dehydrogenase [Micractinium conductrix], PSC76863.1 UDP-glucose dehydrogenase [Micractinium conductrix]
OG0001011	EIE22283.1 amidohydrolase_ partial [Coccomyxa subellipsoidea C-169]	PSC67739.1 IAA-amino acid hydrolase ILR1-like 3 [Micractinium conductrix]
OG0001011	EIE27749.1 amidohydrolase [Coccomyxa subellipsoidea C-169]	PSC69535.1 IAA-amino acid hydrolase ILR1-like 4 [Micractinium conductrix], PSC75002.1 peptidase M20 [Micractinium conductrix]
OG0001012	EIE22420.1 hypothetical protein COCSUDRAFT_42729 [Coccomyxa subellipsoidea C-169], EIE25518.1 hypothetical protein COCSUDRAFT_13807_ partial [Coccomyxa subellipsoidea C-169]	PSC70317.1 Protease 2 [Micractinium conductrix]
OG0001013	EIE18621.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PSC68627.1 GTP-binding protein isoform B [Micractinium conductrix], PSC68628.1 GTP-binding protein isoform A [Micractinium conductrix]
OG0001014	EIE27212.1 hypothetical protein COCSUDRAFT_26591 [Coccomyxa subellipsoidea C-169]	PSC75577.1 hypothetical protein C2E20_1509 [Micractinium conductrix]
OG0001015	EIE27010.1 hypothetical protein COCSUDRAFT_83569 [Coccomyxa subellipsoidea C-169]	PSC67834.1 hypothetical protein C2E20_8516 [Micractinium conductrix]
OG0001018	EIE26043.1 hypothetical protein COCSUDRAFT_52662 [Coccomyxa subellipsoidea C-169]	PSC67095.1 spermatogenesis-associated 20_ partial [Micractinium conductrix], PSC70426.1 spermatogenesis-associated 20 isoform B [Micractinium conductrix], PSC70425.1 spermatogenesis-associated 20 isoform A [Micractinium conductrix]
OG0001019	EIE23688.1 plasma-membrane proton-e [Coccomyxa subellipsoidea C-169]	PSC72999.1 p-type h+-atpase isoform D [Micractinium conductrix], PSC73001.1 p-type h+-atpase isoform B [Micractinium conductrix], PSC73002.1 p-type h+-atpase isoform C [Micractinium conductrix], PSC73000.1 p-type h+-atpase isoform A [Micractinium conductrix]
OG0001020	EIE18847.1 acyl-CoA N-acyltransferase [Coccomyxa subellipsoidea C-169]	PSC70167.1 beta-aspartyl asparaginyl family [Micractinium conductrix]
OG0001022	EIE20145.1 carotenoid oxygenase [Coccomyxa subellipsoidea C-169]	PSC71919.1 Carotenoid cleavage dioxygenase 8 isoform A [Micractinium conductrix], PSC71918.1 Carotenoid cleavage dioxygenase 8 isoform B [Micractinium conductrix], PSC71885.1 carotenoid oxygenase [Micractinium conductrix], PSC71910.1 Carotenoid cleavage dioxygenase 8 [Micractinium conductrix]
OG0001023	EIE23031.1 phosphoglycerate mutase-like protein [Coccomyxa subellipsoidea C-169]	PSC69817.1 phosphoglycerate mutase [Micractinium conductrix], PSC69919.1 phosphoglycerate mutase [Micractinium conductrix]
OG0001026	EIE24233.1 cyclopropane fatty acid synthase [Coccomyxa subellipsoidea C-169]	PSC74866.1 cyclopropane-fatty-acyl-phospholipid synthase [Micractinium conductrix]
OG0001027	EIE21342.1 carotenoid cleavage dioxygenase 1B [Coccomyxa subellipsoidea C-169], EIE19763.1 carotenoid oxygenase [Coccomyxa subellipsoidea C-169]	PSC72572.1 carotenoid cleavage dioxygenase 1 [Micractinium conductrix], PSC73169.1 hypothetical protein C2E20_3679 [Micractinium conductrix]
OG0001028	EIE20532.1 methionine sulfoxide reductase B [Coccomyxa subellipsoidea C-169]	PSC75020.1 methionine-R-sulfoxide reductase [Micractinium conductrix], PSC72670.1 methionine sulfoxide reductase B [Micractinium conductrix]
OG0001029	EIE26230.1 hypothetical protein COCSUDRAFT_12561_ partial [Coccomyxa subellipsoidea C-169]	PSC76208.1 chloroplast division site-determinant [Micractinium conductrix]
OG0001030	EIE24237.1 hypothetical protein COCSUDRAFT_47198 [Coccomyxa subellipsoidea C-169]	PSC74978.1 kelch 8 [Micractinium conductrix]
OG0001032	EIE18806.1 DUF1671-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PSC70175.1 zinc finger with UFM1-specific peptidase domain [Micractinium conductrix]
OG0001033	EIE25987.1 ClpS-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC67862.1 ATP-dependent Clp protease adaptor containing [Micractinium conductrix], PSC67178.1 ATP-dependent Clp protease adaptor containing [Micractinium conductrix], PSC67666.1 ATP-dependent Clp protease adaptor containing [Micractinium conductrix], PSC67048.1 ATP-dependent Clp protease adaptor containing [Micractinium conductrix]
OG0001034	EIE22286.1 galactose oxidase [Coccomyxa subellipsoidea C-169], EIE22512.1 hypothetical protein COCSUDRAFT_83469 [Coccomyxa subellipsoidea C-169]	PSC70411.1 Kelch motif containing isoform C [Micractinium conductrix], PSC70413.1 Kelch motif containing isoform A [Micractinium conductrix], PSC70412.1 Kelch motif containing isoform B [Micractinium conductrix]
OG0001036	EIE21216.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]	PSC76008.1 alpha beta-hydrolase [Micractinium conductrix], PSC75845.1 peptidase S9 [Micractinium conductrix], PSC75736.1 SPX domain-containing 1-like [Micractinium conductrix]
OG0001037	EIE21204.1 tetrapyrrole biosynthesis_ uroporphyrinogen III synthase [Coccomyxa subellipsoidea C-169]	PSC73789.1 uroporphyrinogen-III chloroplastic isoform X1 [Micractinium conductrix]
OG0001038	EIE21501.1 hypothetical protein COCSUDRAFT_56715 [Coccomyxa subellipsoidea C-169]	PSC68373.1 DSBA family thioredoxin domain containing [Micractinium conductrix]
OG0001038	EIE19359.1 DSBA oxidoreductase [Coccomyxa subellipsoidea C-169]	PSC71556.1 DSBA oxidoreductase [Micractinium conductrix]
OG0001039	EIE18226.1 hypothetical protein COCSUDRAFT_60426 [Coccomyxa subellipsoidea C-169], EIE18225.1 hypothetical protein COCSUDRAFT_60425 [Coccomyxa subellipsoidea C-169]	PSC73046.1 CHRD domain-containing [Micractinium conductrix]
OG0001040	EIE25336.1 hypothetical protein COCSUDRAFT_61558 [Coccomyxa subellipsoidea C-169]	PSC72442.1 hypothetical protein C2E20_4216 [Micractinium conductrix], PSC72584.1 hypothetical protein C2E20_4222 [Micractinium conductrix]
OG0001041	EIE19425.1 DUF1751-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC67919.1 transmembrane 115 [Micractinium conductrix], PSC67887.1 Insulin-like growth factor binding N-terminal [Micractinium conductrix]
OG0001042	EIE24683.1 hypothetical protein COCSUDRAFT_62105 [Coccomyxa subellipsoidea C-169]	PSC75627.1 Histone H2A [Micractinium conductrix], PSC76256.1 glycosyltransferase family 77 isoform A [Micractinium conductrix], PSC76255.1 glycosyltransferase family 77 isoform B [Micractinium conductrix]
OG0001044	EIE24154.1 hypothetical protein COCSUDRAFT_62669 [Coccomyxa subellipsoidea C-169], EIE26699.1 hypothetical protein COCSUDRAFT_59218 [Coccomyxa subellipsoidea C-169], EIE26828.1 hypothetical protein COCSUDRAFT_59336 [Coccomyxa subellipsoidea C-169]	PSC69653.1 E3 ubiquitin-ligase SDIR1-like [Micractinium conductrix]
OG0001052	EIE25724.1 hypothetical protein COCSUDRAFT_46353 [Coccomyxa subellipsoidea C-169]	PSC72803.1 hypothetical protein C2E20_4083 [Micractinium conductrix]
OG0001053	EIE20749.1 GINS complex_ Psf3 component [Coccomyxa subellipsoidea C-169]	PSC75387.1 putative DNA replication complex GINS PSF3 [Micractinium conductrix]
OG0001054	EIE25726.1 mitochondrial substrate carrier protein [Coccomyxa subellipsoidea C-169]	PSC68802.1 mitochondrial dicarboxylate tricarboxylate transporter DTC [Micractinium conductrix]
OG0001055	EIE24171.1 hypothetical protein COCSUDRAFT_65781 [Coccomyxa subellipsoidea C-169], EIE23157.1 hypothetical protein COCSUDRAFT_66191 [Coccomyxa subellipsoidea C-169], EIE24220.1 hypothetical protein COCSUDRAFT_62728 [Coccomyxa subellipsoidea C-169]	PSC72078.1 glycosyltransferase family 32 [Micractinium conductrix]
OG0001056	EIE27395.1 hypothetical protein COCSUDRAFT_26703 [Coccomyxa subellipsoidea C-169]	PSC75611.1 5_10-methylenetetrahydrofolate dehydrogenase [Micractinium conductrix]
OG0001057	EIE25767.1 hypothetical protein COCSUDRAFT_46372 [Coccomyxa subellipsoidea C-169]	PSC67506.1 MPN domain-containing -like [Micractinium conductrix]
OG0001058	EIE26580.1 hypothetical protein COCSUDRAFT_52390 [Coccomyxa subellipsoidea C-169]	PSC73538.1 plant UBX domain-containing 2 [Micractinium conductrix]
OG0001059	EIE26714.1 hypothetical protein COCSUDRAFT_59231 [Coccomyxa subellipsoidea C-169]	PSC72735.1 E3 ubiquitin-ligase SHPRH [Micractinium conductrix]
OG0001059	EIE26712.1 hypothetical protein COCSUDRAFT_59229 [Coccomyxa subellipsoidea C-169]	PSC72887.1 E3 ubiquitin-ligase SHPRH [Micractinium conductrix]
OG0001060	EIE19232.1 nuclear RNA helicase-like protein Bat1 [Coccomyxa subellipsoidea C-169]	PSC74143.1 DEAD-box ATP-dependent RNA helicase 15-like isoform X1 [Micractinium conductrix]
OG0001061	EIE26074.1 ribosomal protein S3Ae [Coccomyxa subellipsoidea C-169]	PSC67655.1 40S ribosomal S3a-2 [Micractinium conductrix]
OG0001062	EIE26200.1 DUF625-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC74221.1 Serine threonine-phosphatase 4 regulatory subunit 3 isoform B [Micractinium conductrix], PSC74222.1 Serine threonine-phosphatase 4 regulatory subunit 3 isoform A [Micractinium conductrix]
OG0001063	EIE21227.1 selenide_ water dikinase [Coccomyxa subellipsoidea C-169]	PSC68783.1 water dikinase [Micractinium conductrix]
OG0001064	EIE19231.1 eukaryotic-type signal peptide peptidase [Coccomyxa subellipsoidea C-169]	PSC74236.1 Signal peptide peptidase 2 isoform B [Micractinium conductrix], PSC74237.1 Signal peptide peptidase 2 isoform A [Micractinium conductrix]
OG0001065	EIE26479.1 hypothetical protein COCSUDRAFT_64509 [Coccomyxa subellipsoidea C-169]	PSC73518.1 MEI2-like 5 isoform X1 [Micractinium conductrix]
OG0001066	EIE26199.1 hypothetical protein COCSUDRAFT_35581 [Coccomyxa subellipsoidea C-169]	PSC73955.1 26S proteasome complex subunit DSS1 [Micractinium conductrix]
OG0001067	EIE26592.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PSC73431.1 ABC transporter F family member 1 [Micractinium conductrix]
OG0001068	EIE27735.1 hypothetical protein COCSUDRAFT_64358 [Coccomyxa subellipsoidea C-169], EIE22451.1 hypothetical protein COCSUDRAFT_42752 [Coccomyxa subellipsoidea C-169]	PSC72758.1 non-structural maintenance of chromosomes element 4-like protein A [Micractinium conductrix]
OG0001069	EIE26582.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PSC70507.1 Dual specificity kinase splA [Micractinium conductrix]
OG0001070	EIE23232.1 hypothetical protein COCSUDRAFT_63588 [Coccomyxa subellipsoidea C-169]	PSC75557.1 F-box only 21-like [Micractinium conductrix], PSC76764.1 F-box only 21 [Micractinium conductrix]
OG0001071	EIE24336.1 hypothetical protein COCSUDRAFT_62836 [Coccomyxa subellipsoidea C-169], EIE24418.1 TPT-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC74164.1 sugar phosphate phosphate translocator [Micractinium conductrix]
OG0001072	EIE20399.1 DUF663-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC76713.1 ribosome biogenesis BMS1-like protein [Micractinium conductrix]
OG0001074	EIE27619.1 methionine adenosyltransferase [Coccomyxa subellipsoidea C-169]	PSC70807.1 S-adenosylmethionine synthetase [Micractinium conductrix]
