Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_VariabilisNC64A
OG0000160	EIE23733.1 hypothetical protein COCSUDRAFT_63258 [Coccomyxa subellipsoidea C-169]	XP_005843204.1 hypothetical protein CHLNCDRAFT_141437 [Chlorella variabilis], XP_005849351.1 hypothetical protein CHLNCDRAFT_143778 [Chlorella variabilis], XP_005849350.1 expressed protein [Chlorella variabilis], XP_005849855.1 hypothetical protein CHLNCDRAFT_143033 [Chlorella variabilis], XP_005844501.1 expressed protein [Chlorella variabilis], XP_005851738.1 hypothetical protein CHLNCDRAFT_56484 [Chlorella variabilis], XP_005852080.1 hypothetical protein CHLNCDRAFT_133097 [Chlorella variabilis]
OG0000161	EIE22287.1 hypothetical protein COCSUDRAFT_47815 [Coccomyxa subellipsoidea C-169], EIE20310.1 hypothetical protein COCSUDRAFT_67575 [Coccomyxa subellipsoidea C-169]	XP_005845902.1 hypothetical protein CHLNCDRAFT_136488 [Chlorella variabilis], XP_005847808.1 hypothetical protein CHLNCDRAFT_133999 [Chlorella variabilis], XP_005847807.1 hypothetical protein CHLNCDRAFT_133998 [Chlorella variabilis], XP_005847806.1 hypothetical protein CHLNCDRAFT_133997 [Chlorella variabilis]
OG0000162	EIE21587.1 hypothetical protein COCSUDRAFT_17568 [Coccomyxa subellipsoidea C-169]	XP_005845448.1 hypothetical protein CHLNCDRAFT_137074 [Chlorella variabilis], XP_005845442.1 hypothetical protein CHLNCDRAFT_137068 [Chlorella variabilis], XP_005845446.1 hypothetical protein CHLNCDRAFT_137072 [Chlorella variabilis], XP_005845441.1 hypothetical protein CHLNCDRAFT_137067 [Chlorella variabilis], XP_005845443.1 hypothetical protein CHLNCDRAFT_137069 [Chlorella variabilis], XP_005845440.1 hypothetical protein CHLNCDRAFT_137066 [Chlorella variabilis], XP_005851900.1 hypothetical protein CHLNCDRAFT_133512 [Chlorella variabilis], XP_005845447.1 hypothetical protein CHLNCDRAFT_137073 [Chlorella variabilis]
OG0000163	EIE18237.1 Arf6/ArfB-family small GTPase [Coccomyxa subellipsoidea C-169]	XP_005847412.1 hypothetical protein CHLNCDRAFT_35570 [Chlorella variabilis]
OG0000163	EIE19146.1 ADP-ribosylation factor 1 [Coccomyxa subellipsoidea C-169]	XP_005845590.1 hypothetical protein CHLNCDRAFT_49011 [Chlorella variabilis]
OG0000164	EIE25728.1 sulfate permease [Coccomyxa subellipsoidea C-169]	XP_005847293.1 hypothetical protein CHLNCDRAFT_134369 [Chlorella variabilis], XP_005847603.1 expressed protein [Chlorella variabilis], XP_005850541.1 hypothetical protein CHLNCDRAFT_34049 [Chlorella variabilis], XP_005847604.1 hypothetical protein CHLNCDRAFT_133898 [Chlorella variabilis], XP_005850540.1 hypothetical protein CHLNCDRAFT_19800_ partial [Chlorella variabilis]
OG0000165	EIE21929.1 ClpP/crotonase [Coccomyxa subellipsoidea C-169]	XP_005851011.1 hypothetical protein CHLNCDRAFT_140853 [Chlorella variabilis]
OG0000165	EIE27428.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005847971.1 hypothetical protein CHLNCDRAFT_52121 [Chlorella variabilis]
OG0000165	EIE22247.1 hypothetical protein COCSUDRAFT_55943 [Coccomyxa subellipsoidea C-169]	XP_005851012.1 hypothetical protein CHLNCDRAFT_140854 [Chlorella variabilis]
OG0000167	EIE23993.1 alcohol dehydrogenase [Coccomyxa subellipsoidea C-169], EIE19170.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169], EIE19171.1 putative zinc-binding dehydrogenase [Coccomyxa subellipsoidea C-169]	XP_005850370.1 hypothetical protein CHLNCDRAFT_34424 [Chlorella variabilis]
OG0000168	EIE19172.1 SHMT-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005843102.1 serine hydroxymethyltransferase [Chlorella variabilis]
OG0000168	EIE24649.1 serine hydroxymethyltransferase 2 [Coccomyxa subellipsoidea C-169]	XP_005852257.1 hypothetical protein CHLNCDRAFT_56614 [Chlorella variabilis]
OG0000169	EIE19623.1 bifunctional aspartokinase/homoserine dehydrogenase I [Coccomyxa subellipsoidea C-169]	XP_005848912.1 hypothetical protein CHLNCDRAFT_144341_ partial [Chlorella variabilis]
OG0000169	EIE19690.1 homoserine dehydrogenase [Coccomyxa subellipsoidea C-169]	XP_005848755.1 hypothetical protein CHLNCDRAFT_57539 [Chlorella variabilis], XP_005848964.1 hypothetical protein CHLNCDRAFT_144486 [Chlorella variabilis]
OG0000170	EIE26449.1 ketoacyl-synt-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005847912.1 hypothetical protein CHLNCDRAFT_57723 [Chlorella variabilis]
OG0000171	EIE27412.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	XP_005847117.1 hypothetical protein CHLNCDRAFT_134840 [Chlorella variabilis]
OG0000171	EIE22656.1 uroporphyrinogen-iii decarboxylase [Coccomyxa subellipsoidea C-169]	XP_005845173.1 hypothetical protein CHLNCDRAFT_32323 [Chlorella variabilis]
OG0000172	EIE21213.1 hypothetical protein COCSUDRAFT_43530 [Coccomyxa subellipsoidea C-169]	XP_005846845.1 hypothetical protein CHLNCDRAFT_58024 [Chlorella variabilis]
OG0000173	EIE24910.1 Clavaminate synthase-like protein [Coccomyxa subellipsoidea C-169]	XP_005851861.1 hypothetical protein CHLNCDRAFT_56551 [Chlorella variabilis], XP_005851862.1 hypothetical protein CHLNCDRAFT_133408 [Chlorella variabilis], XP_005845284.1 hypothetical protein CHLNCDRAFT_53868 [Chlorella variabilis], XP_005845415.1 hypothetical protein CHLNCDRAFT_136994 [Chlorella variabilis], XP_005852192.1 hypothetical protein CHLNCDRAFT_133404 [Chlorella variabilis]
OG0000173	EIE21847.1 Clavaminate synthase-like protein [Coccomyxa subellipsoidea C-169]	XP_005847626.1 hypothetical protein CHLNCDRAFT_23227 [Chlorella variabilis]
OG0000174	EIE18983.1 kinase-like protein [Coccomyxa subellipsoidea C-169], EIE20566.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	XP_005849759.1 hypothetical protein CHLNCDRAFT_11382_ partial [Chlorella variabilis]
OG0000174	EIE27425.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	XP_005847012.1 hypothetical protein CHLNCDRAFT_24076_ partial [Chlorella variabilis]
OG0000175	EIE26550.1 hypothetical protein COCSUDRAFT_39616 [Coccomyxa subellipsoidea C-169], EIE21189.1 hypothetical protein COCSUDRAFT_43511 [Coccomyxa subellipsoidea C-169], EIE24447.1 hypothetical protein COCSUDRAFT_61872 [Coccomyxa subellipsoidea C-169]	XP_005847511.1 hypothetical protein CHLNCDRAFT_134529 [Chlorella variabilis]
OG0000177	EIE20953.1 hypothetical protein COCSUDRAFT_18339 [Coccomyxa subellipsoidea C-169]	XP_005846177.1 hypothetical protein CHLNCDRAFT_53457 [Chlorella variabilis]
OG0000177	EIE25020.1 hypothetical protein COCSUDRAFT_27748 [Coccomyxa subellipsoidea C-169]	XP_005850133.1 hypothetical protein CHLNCDRAFT_57100 [Chlorella variabilis]
OG0000177	EIE26022.1 hypothetical protein COCSUDRAFT_27585 [Coccomyxa subellipsoidea C-169]	XP_005843259.1 hypothetical protein CHLNCDRAFT_141382 [Chlorella variabilis]
OG0000179	EIE19403.1 HECT-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005849888.1 hypothetical protein CHLNCDRAFT_21324 [Chlorella variabilis]
OG0000179	EIE25571.1 RCC1/BLIP-II_ partial [Coccomyxa subellipsoidea C-169]	XP_005850142.1 hypothetical protein CHLNCDRAFT_20586_ partial [Chlorella variabilis]
OG0000183	EIE21844.1 hypothetical protein COCSUDRAFT_56295 [Coccomyxa subellipsoidea C-169]	XP_005847462.1 expressed protein [Chlorella variabilis]
OG0000183	EIE20817.1 hypothetical protein COCSUDRAFT_48419 [Coccomyxa subellipsoidea C-169]	XP_005847463.1 expressed protein [Chlorella variabilis], XP_005843089.1 hypothetical protein CHLNCDRAFT_59371 [Chlorella variabilis], XP_005851480.1 hypothetical protein CHLNCDRAFT_137851 [Chlorella variabilis]
OG0000184	EIE18885.1 ribosomal protein S5 domain 2-like protein [Coccomyxa subellipsoidea C-169]	XP_005849426.1 hypothetical protein CHLNCDRAFT_21722_ partial [Chlorella variabilis]
OG0000184	EIE27814.1 Qb-snare protein_ VTI1-family [Coccomyxa subellipsoidea C-169]	XP_005851206.1 hypothetical protein CHLNCDRAFT_18943 [Chlorella variabilis]
OG0000185	EIE27568.1 hypothetical protein COCSUDRAFT_64292 [Coccomyxa subellipsoidea C-169]	XP_005848046.1 hypothetical protein CHLNCDRAFT_13740_ partial [Chlorella variabilis]
OG0000185	EIE27305.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	XP_005847079.1 hypothetical protein CHLNCDRAFT_134765 [Chlorella variabilis]
OG0000185	EIE18290.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	XP_005847077.1 hypothetical protein CHLNCDRAFT_24352 [Chlorella variabilis]
OG0000186	EIE24266.1 protein-L-isoaspartate O-methyltransferase [Coccomyxa subellipsoidea C-169]	XP_005852279.1 hypothetical protein CHLNCDRAFT_133686 [Chlorella variabilis]
OG0000186	EIE24350.1 hypothetical protein COCSUDRAFT_62850 [Coccomyxa subellipsoidea C-169]	XP_005851969.1 hypothetical protein CHLNCDRAFT_133694 [Chlorella variabilis]
OG0000186	EIE24365.1 hypothetical protein COCSUDRAFT_41595 [Coccomyxa subellipsoidea C-169]	XP_005844941.1 hypothetical protein CHLNCDRAFT_138285 [Chlorella variabilis]
OG0000187	EIE22772.1 ATP-dependent DNA ligase_ partial [Coccomyxa subellipsoidea C-169]	XP_005845908.1 hypothetical protein CHLNCDRAFT_136511 [Chlorella variabilis]
OG0000187	EIE18924.1 ATP-dependent DNA ligase [Coccomyxa subellipsoidea C-169]	XP_005843412.1 hypothetical protein CHLNCDRAFT_28217_ partial [Chlorella variabilis]
OG0000189	EIE27550.1 hypothetical protein COCSUDRAFT_11455 [Coccomyxa subellipsoidea C-169]	XP_005848106.1 hypothetical protein CHLNCDRAFT_17179_ partial [Chlorella variabilis]
OG0000190	EIE26807.1 hypothetical protein COCSUDRAFT_12255_ partial [Coccomyxa subellipsoidea C-169]	XP_005846358.1 hypothetical protein CHLNCDRAFT_135803_ partial [Chlorella variabilis], XP_005842705.1 hypothetical protein CHLNCDRAFT_136265 [Chlorella variabilis]
OG0000190	EIE26784.1 histone acetyltransferase [Coccomyxa subellipsoidea C-169]	XP_005850670.1 hypothetical protein CHLNCDRAFT_19794_ partial [Chlorella variabilis]
OG0000191	EIE24626.1 glucose-1-phosphate adenylyltransferase [Coccomyxa subellipsoidea C-169]	XP_005842916.1 hypothetical protein CHLNCDRAFT_37654 [Chlorella variabilis]
OG0000191	EIE24106.1 glucose-1-phosphate adenylyltransferase [Coccomyxa subellipsoidea C-169]	XP_005851797.1 hypothetical protein CHLNCDRAFT_56519 [Chlorella variabilis]
OG0000192	EIE25325.1 cyclin-dependent kinase 1 [Coccomyxa subellipsoidea C-169]	XP_005843577.1 hypothetical protein CHLNCDRAFT_33088 [Chlorella variabilis]
OG0000192	EIE27517.1 cell division control protein 2-like protein B [Coccomyxa subellipsoidea C-169]	XP_005842646.1 hypothetical protein CHLNCDRAFT_29032_ partial [Chlorella variabilis]
OG0000193	EIE26107.1 hypothetical protein COCSUDRAFT_46497 [Coccomyxa subellipsoidea C-169]	XP_005845010.1 hypothetical protein CHLNCDRAFT_138474 [Chlorella variabilis], XP_005845044.1 hypothetical protein CHLNCDRAFT_137304 [Chlorella variabilis], XP_005843750.1 hypothetical protein CHLNCDRAFT_139835 [Chlorella variabilis], XP_005845045.1 hypothetical protein CHLNCDRAFT_137305 [Chlorella variabilis], XP_005843751.1 hypothetical protein CHLNCDRAFT_139836 [Chlorella variabilis], XP_005842853.1 hypothetical protein CHLNCDRAFT_142543 [Chlorella variabilis]
OG0000194	EIE20150.1 hypothetical protein COCSUDRAFT_30785 [Coccomyxa subellipsoidea C-169]	XP_005846789.1 hypothetical protein CHLNCDRAFT_53018 [Chlorella variabilis]
OG0000194	EIE21046.1 DUF564-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169], EIE21054.1 DUF564-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169], EIE20228.1 DUF564-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005846790.1 hypothetical protein CHLNCDRAFT_135316 [Chlorella variabilis]
OG0000195	EIE18151.1 kinase-like protein [Coccomyxa subellipsoidea C-169], EIE18855.1 hypothetical protein COCSUDRAFT_68054 [Coccomyxa subellipsoidea C-169]	XP_005844894.1 expressed protein [Chlorella variabilis], XP_005844870.1 hypothetical protein CHLNCDRAFT_138382 [Chlorella variabilis], XP_005844871.1 expressed protein [Chlorella variabilis], XP_005851427.1 hypothetical protein CHLNCDRAFT_137722 [Chlorella variabilis]
OG0000196	EIE18712.1 hypothetical protein COCSUDRAFT_20423_ partial [Coccomyxa subellipsoidea C-169]	XP_005847800.1 hypothetical protein CHLNCDRAFT_133981 [Chlorella variabilis]
OG0000197	EIE20547.1 urea active transporter-like protein [Coccomyxa subellipsoidea C-169], EIE23218.1 urea active transporter [Coccomyxa subellipsoidea C-169]	XP_005847736.1 hypothetical protein CHLNCDRAFT_133809 [Chlorella variabilis]
OG0000197	EIE19667.1 hypothetical protein COCSUDRAFT_58410 [Coccomyxa subellipsoidea C-169], EIE25908.1 hypothetical protein COCSUDRAFT_40142 [Coccomyxa subellipsoidea C-169]	XP_005844886.1 hypothetical protein CHLNCDRAFT_58757 [Chlorella variabilis]
OG0000198	EIE27443.1 beach-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005847001.1 hypothetical protein CHLNCDRAFT_135020 [Chlorella variabilis]
OG0000198	EIE27335.1 hypothetical protein COCSUDRAFT_5003_ partial [Coccomyxa subellipsoidea C-169]	XP_005847161.1 hypothetical protein CHLNCDRAFT_12359_ partial [Chlorella variabilis]
OG0000198	EIE22266.1 glycerol-3-phosphate 1-acyltransferase [Coccomyxa subellipsoidea C-169], EIE18124.1 hypothetical protein COCSUDRAFT_5505_ partial [Coccomyxa subellipsoidea C-169]	XP_005846999.1 hypothetical protein CHLNCDRAFT_135018 [Chlorella variabilis]
OG0000199	EIE18486.1 Clavaminate synthase-like protein [Coccomyxa subellipsoidea C-169]	XP_005843386.1 hypothetical protein CHLNCDRAFT_141221 [Chlorella variabilis]
OG0000199	EIE24814.1 Clavaminate synthase-like protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005851124.1 hypothetical protein CHLNCDRAFT_137703 [Chlorella variabilis]
OG0000200	EIE26916.1 tubulin alpha chain [Coccomyxa subellipsoidea C-169], EIE18529.1 tubulin alpha chain [Coccomyxa subellipsoidea C-169]	XP_005851144.1 alpha-tubulin [Chlorella variabilis]
OG0000200	EIE26422.1 beta tubulin [Coccomyxa subellipsoidea C-169], EIE24074.1 beta tubulin [Coccomyxa subellipsoidea C-169]	XP_005846116.1 tubulin beta chain [Chlorella variabilis]
OG0000201	EIE24694.1 RNA helicase_ activating signal cointegrator 1 [Coccomyxa subellipsoidea C-169]	XP_005850772.1 hypothetical protein CHLNCDRAFT_140958 [Chlorella variabilis]
OG0000201	EIE24813.1 Sec63-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005844567.1 hypothetical protein CHLNCDRAFT_138793 [Chlorella variabilis]
OG0000202	EIE20691.1 glutathione peroxidase [Coccomyxa subellipsoidea C-169]	XP_005844151.1 hypothetical protein CHLNCDRAFT_49115 [Chlorella variabilis]
OG0000202	EIE25233.1 glutathione peroxidase [Coccomyxa subellipsoidea C-169]	XP_005847444.1 hypothetical protein CHLNCDRAFT_13708_ partial [Chlorella variabilis], XP_005850288.1 hypothetical protein CHLNCDRAFT_20756 [Chlorella variabilis]
OG0000203	EIE27597.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]	XP_005845333.1 hypothetical protein CHLNCDRAFT_137119 [Chlorella variabilis], XP_005849565.1 hypothetical protein CHLNCDRAFT_142964 [Chlorella variabilis], XP_005849566.1 hypothetical protein CHLNCDRAFT_142965 [Chlorella variabilis]
OG0000204	EIE24563.1 hypothetical protein COCSUDRAFT_52996 [Coccomyxa subellipsoidea C-169]	XP_005851447.1 hypothetical protein CHLNCDRAFT_137786 [Chlorella variabilis]
OG0000204	EIE23385.1 hypothetical protein COCSUDRAFT_41642 [Coccomyxa subellipsoidea C-169]	XP_005846091.1 hypothetical protein CHLNCDRAFT_135962 [Chlorella variabilis]
OG0000206	EIE21581.1 SOUL-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE20995.1 SOUL-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE22365.1 SOUL heme-binding protein [Coccomyxa subellipsoidea C-169]	XP_005847274.1 hypothetical protein CHLNCDRAFT_57955 [Chlorella variabilis]
OG0000206	EIE21672.1 SOUL-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005847044.1 hypothetical protein CHLNCDRAFT_134690 [Chlorella variabilis]
OG0000207	EIE25237.1 hypothetical protein COCSUDRAFT_52805 [Coccomyxa subellipsoidea C-169]	XP_005850435.1 hypothetical protein CHLNCDRAFT_30168 [Chlorella variabilis]
OG0000207	EIE25616.1 hypothetical protein COCSUDRAFT_83623 [Coccomyxa subellipsoidea C-169]	XP_005850434.1 hypothetical protein CHLNCDRAFT_34478 [Chlorella variabilis]
OG0000207	EIE25623.1 hypothetical protein COCSUDRAFT_83630 [Coccomyxa subellipsoidea C-169]	XP_005850433.1 hypothetical protein CHLNCDRAFT_20637_ partial [Chlorella variabilis]
OG0000209	EIE22504.1 hypothetical protein COCSUDRAFT_16853 [Coccomyxa subellipsoidea C-169]	XP_005846604.1 hypothetical protein CHLNCDRAFT_8980_ partial [Chlorella variabilis], XP_005845923.1 hypothetical protein CHLNCDRAFT_53648 [Chlorella variabilis], XP_005845813.1 hypothetical protein CHLNCDRAFT_58491 [Chlorella variabilis], XP_005845814.1 hypothetical protein CHLNCDRAFT_8957_ partial [Chlorella variabilis], XP_005851773.1 hypothetical protein CHLNCDRAFT_33527 [Chlorella variabilis], XP_005848573.1 hypothetical protein CHLNCDRAFT_145145 [Chlorella variabilis]
OG0000210	EIE19372.1 hypothetical protein COCSUDRAFT_58661 [Coccomyxa subellipsoidea C-169], EIE18158.1 hypothetical protein COCSUDRAFT_60531 [Coccomyxa subellipsoidea C-169], EIE19371.1 hypothetical protein COCSUDRAFT_58660 [Coccomyxa subellipsoidea C-169]	XP_005843781.1 hypothetical protein CHLNCDRAFT_139911 [Chlorella variabilis]
OG0000210	EIE19275.1 DNA/RNA polymerase_ partial [Coccomyxa subellipsoidea C-169]	XP_005843786.1 hypothetical protein CHLNCDRAFT_139920 [Chlorella variabilis]
OG0000211	EIE23186.1 hypothetical protein COCSUDRAFT_66208 [Coccomyxa subellipsoidea C-169]	XP_005851020.1 hypothetical protein CHLNCDRAFT_140871 [Chlorella variabilis], XP_005850740.1 hypothetical protein CHLNCDRAFT_140880 [Chlorella variabilis], XP_005850739.1 hypothetical protein CHLNCDRAFT_140879 [Chlorella variabilis]
OG0000211	EIE27756.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169], EIE27761.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	XP_005846579.1 hypothetical protein CHLNCDRAFT_135136 [Chlorella variabilis], XP_005850751.1 hypothetical protein CHLNCDRAFT_50474 [Chlorella variabilis]
OG0000214	EIE21258.1 hypothetical protein COCSUDRAFT_57160 [Coccomyxa subellipsoidea C-169]	XP_005851571.1 hypothetical protein CHLNCDRAFT_138062 [Chlorella variabilis]
OG0000215	EIE22411.1 protein prenylyltransferase [Coccomyxa subellipsoidea C-169]	XP_005844078.1 hypothetical protein CHLNCDRAFT_37079_ partial [Chlorella variabilis], XP_005845727.1 hypothetical protein CHLNCDRAFT_58424 [Chlorella variabilis], XP_005849801.1 hypothetical protein CHLNCDRAFT_50966 [Chlorella variabilis], XP_005844077.1 hypothetical protein CHLNCDRAFT_139472 [Chlorella variabilis]
OG0000216	EIE22703.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	XP_005849303.1 hypothetical protein CHLNCDRAFT_21438_ partial [Chlorella variabilis]
OG0000216	EIE21772.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169], EIE24686.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	XP_005843057.1 hypothetical protein CHLNCDRAFT_141642 [Chlorella variabilis]
OG0000217	EIE20823.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169], EIE24499.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	XP_005851986.1 hypothetical protein CHLNCDRAFT_59525 [Chlorella variabilis]
OG0000217	EIE27719.1 hypothetical protein COCSUDRAFT_55705 [Coccomyxa subellipsoidea C-169]	XP_005849954.1 hypothetical protein CHLNCDRAFT_21192_ partial [Chlorella variabilis]
OG0000218	EIE20584.1 hypothetical protein COCSUDRAFT_18638_ partial [Coccomyxa subellipsoidea C-169]	XP_005849746.1 hypothetical protein CHLNCDRAFT_142766 [Chlorella variabilis]
OG0000218	EIE22994.1 C4-dicarboxylate transporter/malic acid transport protein [Coccomyxa subellipsoidea C-169]	XP_005847542.1 hypothetical protein CHLNCDRAFT_35385 [Chlorella variabilis]
