Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_Sorokiniana1602
OG0000914	EIE25823.1 hypothetical protein COCSUDRAFT_60832 [Coccomyxa subellipsoidea C-169]	PRW33204.1 hypothetical protein C2E21_7817 [Chlorella sorokiniana], PRW32508.1 Cytochrome c554 [Chlorella sorokiniana], PRW45445.1 Cytochrome c554 [Chlorella sorokiniana]
OG0000915	EIE25929.1 long-chain-fatty-acid CoA ligase [Coccomyxa subellipsoidea C-169]	PRW33092.1 long-chain-fatty-acid-- ligase [Chlorella sorokiniana], PRW61462.1 long-chain-fatty-acid-- ligase [Chlorella sorokiniana]
OG0000916	EIE21421.1 hypothetical protein COCSUDRAFT_48103 [Coccomyxa subellipsoidea C-169]	PRW60066.1 EFR3 like B isoform B [Chlorella sorokiniana], PRW60067.1 EFR3 like B isoform A [Chlorella sorokiniana]
OG0000917	EIE25938.1 hypothetical protein COCSUDRAFT_27529 [Coccomyxa subellipsoidea C-169]	PRW33210.1 multicopper oxidase [Chlorella sorokiniana], PRW33098.1 20S-pre-rRNA D-site endonuclease nob1-like [Chlorella sorokiniana]
OG0000918	EIE23163.1 Ribokinase-like protein [Coccomyxa subellipsoidea C-169]	PRW57376.1 ribokinase-like domain-containing [Chlorella sorokiniana]
OG0000919	EIE21838.1 hypothetical protein COCSUDRAFT_56289 [Coccomyxa subellipsoidea C-169]	PRW56958.1 Magnesium transporter MRS2-4 isoform A [Chlorella sorokiniana], PRW56957.1 Magnesium transporter MRS2-4 isoform B [Chlorella sorokiniana]
OG0000920	EIE27758.1 hypothetical protein COCSUDRAFT_64368 [Coccomyxa subellipsoidea C-169], EIE27757.1 hypothetical protein COCSUDRAFT_55740 [Coccomyxa subellipsoidea C-169], EIE24852.1 hypothetical protein COCSUDRAFT_41130 [Coccomyxa subellipsoidea C-169]	PRW61054.1 ENHANCED DOWNY MILDEW 2-like isoform X1 [Chlorella sorokiniana]
OG0000921	EIE20286.1 hypothetical protein COCSUDRAFT_67565 [Coccomyxa subellipsoidea C-169]	PRW45378.1 hypothetical protein C2E21_6062 [Chlorella sorokiniana]
OG0000922	EIE18263.1 Mnt1 protein_ partial [Coccomyxa subellipsoidea C-169]	PRW59336.1 Glycolipid 2-alpha-mannosyltransferase 1 [Chlorella sorokiniana]
OG0000923	EIE19826.1 hypothetical protein COCSUDRAFT_44252 [Coccomyxa subellipsoidea C-169], EIE25687.1 hypothetical protein COCSUDRAFT_64779 [Coccomyxa subellipsoidea C-169]	PRW20702.1 TVP38 TMEM64 family membrane slr0305 isoform B [Chlorella sorokiniana], PRW20703.1 TVP38 TMEM64 family membrane slr0305 isoform A [Chlorella sorokiniana]
OG0000924	EIE25414.1 hypothetical protein COCSUDRAFT_61633 [Coccomyxa subellipsoidea C-169], EIE22294.1 hypothetical protein COCSUDRAFT_55988 [Coccomyxa subellipsoidea C-169]	PRW45230.1 50S ribosomal L23 isoform B [Chlorella sorokiniana], PRW45229.1 50S ribosomal L23 isoform A [Chlorella sorokiniana]
OG0000925	EIE21091.1 hypothetical protein COCSUDRAFT_33788 [Coccomyxa subellipsoidea C-169]	PRW18409.1 hypothetical protein C2E21_9356 [Chlorella sorokiniana]
OG0000926	EIE19009.1 hypothetical protein COCSUDRAFT_83599 [Coccomyxa subellipsoidea C-169]	PRW20522.1 microtubule associated isoform A [Chlorella sorokiniana], PRW20523.1 microtubule associated isoform B [Chlorella sorokiniana]
OG0000927	EIE19767.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169]	PRW57814.1 B Chain Kynurenine Aminotransferase Ii Inhibitor [Chlorella sorokiniana]
OG0000928	EIE26730.1 Translin [Coccomyxa subellipsoidea C-169]	PRW55923.1 Translin [Chlorella sorokiniana]
OG0000930	EIE26546.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	PRW61484.1 RNA polymerase-associated CTR9-like protein [Chlorella sorokiniana]
OG0000931	EIE24051.1 hypothetical protein COCSUDRAFT_62574 [Coccomyxa subellipsoidea C-169]	PRW60456.1 DUF151 domain-containing [Chlorella sorokiniana]
OG0000931	EIE26548.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	PRW60313.1 VAC14-like protein isoform X1 [Chlorella sorokiniana]
OG0000932	EIE22786.1 PRA-CH-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW59060.1 Histidine biosynthesis bifunctional chloroplastic [Chlorella sorokiniana]
OG0000933	EIE23100.1 hypothetical protein COCSUDRAFT_42055 [Coccomyxa subellipsoidea C-169], EIE18767.1 hypothetical protein COCSUDRAFT_49195 [Coccomyxa subellipsoidea C-169], EIE24130.1 hypothetical protein COCSUDRAFT_47154 [Coccomyxa subellipsoidea C-169]	PRW60421.1 RAP domain [Chlorella sorokiniana]
OG0000934	EIE23704.1 nucleotide-diphospho-sugar transferase [Coccomyxa subellipsoidea C-169], EIE23705.1 nucleotide-diphospho-sugar transferase_ partial [Coccomyxa subellipsoidea C-169]	PRW20282.1 glycosyltransferase family 2 [Chlorella sorokiniana]
OG0000936	EIE27426.1 hypothetical protein COCSUDRAFT_52164 [Coccomyxa subellipsoidea C-169]	PRW20884.1 Nitric oxide synthase-interacting [Chlorella sorokiniana], PRW33832.1 TRPM8 channel-associated factor 2 [Chlorella sorokiniana], PRW61617.1 TRPM8 channel-associated factor 2 [Chlorella sorokiniana]
OG0000938	EIE24462.1 hypothetical protein COCSUDRAFT_65368 [Coccomyxa subellipsoidea C-169]	PRW32685.1 synaptosomal-associated 23 isoform X3 [Chlorella sorokiniana], PRW32671.1 Synaptosomal-associated 25 [Chlorella sorokiniana]
OG0000939	EIE25345.1 gamma-glutamyltranspeptidase [Coccomyxa subellipsoidea C-169]	PRW32588.1 hypothetical protein C2E21_8373 [Chlorella sorokiniana], PRW56498.1 Gamma-glutamyltranspeptidase 1 [Chlorella sorokiniana], PRW56746.1 gamma-glutamyltranspeptidase 1-like [Chlorella sorokiniana]
OG0000940	EIE20875.1 initiation factor 3_ partial [Coccomyxa subellipsoidea C-169]	PRW33264.1 translation initiation factor IF-3 [Chlorella sorokiniana], PRW33328.1 HIT-type Zinc finger family isoform 1 [Chlorella sorokiniana]
OG0000941	EIE22954.1 DAGAT-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW21030.1 Diacylglycerol O-acyltransferase 2 [Chlorella sorokiniana], PRW20576.1 Diacylglycerol O-acyltransferase 2 [Chlorella sorokiniana]
OG0000942	EIE26649.1 ankyrin [Coccomyxa subellipsoidea C-169]	PRW58469.1 kinesin light chain 3-like isoform X1 [Chlorella sorokiniana], PRW58247.1 S-acyltransferase 24 [Chlorella sorokiniana]
OG0000943	EIE22055.1 WD40 repeat-like protein_ partial [Coccomyxa subellipsoidea C-169]	PRW56627.1 denticleless-like protein [Chlorella sorokiniana]
OG0000945	EIE19092.1 hypothetical protein COCSUDRAFT_44871 [Coccomyxa subellipsoidea C-169]	PRW20344.1 oxidoreductase isoform A [Chlorella sorokiniana], PRW20345.1 oxidoreductase isoform B [Chlorella sorokiniana]
OG0000946	EIE19014.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]	PRW20431.1 siderophore transcription factor [Chlorella sorokiniana]
OG0000947	EIE23147.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PRW58530.1 alternative oxidase [Chlorella sorokiniana]
OG0000948	EIE21058.1 omega-3 fatty acid desaturase [Coccomyxa subellipsoidea C-169]	PRW60085.1 omega-3 fatty acid desaturase [Chlorella sorokiniana]
OG0000949	EIE23640.1 Metallo-dependent phosphatase_ partial [Coccomyxa subellipsoidea C-169]	PRW20819.1 Metallo-dependent [Chlorella sorokiniana], PRW34094.1 Metallo-dependent [Chlorella sorokiniana]
OG0000950	EIE18998.1 hypothetical protein COCSUDRAFT_20201 [Coccomyxa subellipsoidea C-169]	PRW56287.1 Beta-galactosidase isoform B [Chlorella sorokiniana], PRW56286.1 Beta-galactosidase isoform A [Chlorella sorokiniana]
OG0000951	EIE20738.1 hypothetical protein COCSUDRAFT_57302 [Coccomyxa subellipsoidea C-169]	PRW60480.1 RE1-silencing transcription factor-like [Chlorella sorokiniana], PRW33971.1 heat shock factor HSF8-like [Chlorella sorokiniana]
OG0000952	EIE23900.1 R-SNARE protein_ VAMP72-family [Coccomyxa subellipsoidea C-169], EIE19250.1 R-SNARE protein_ VAMP72-family [Coccomyxa subellipsoidea C-169]	PRW59432.1 R-SNARE VAMP72-family [Chlorella sorokiniana]
OG0000953	EIE26723.1 PCI-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW18415.1 COP9 signalosome complex subunit 2 [Chlorella sorokiniana]
OG0000954	EIE22978.1 CIA30-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE18918.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	PRW55975.1 nadh_ubiquinone oxidoreductase complex i intermediate-associated 30 [Chlorella sorokiniana]
OG0000955	EIE19682.1 coproporphyrinogen oxidase [Coccomyxa subellipsoidea C-169]	PRW34019.1 coproporphyrinogen III oxidase [Chlorella sorokiniana], PRW59269.1 coproporphyrinogen III oxidase chloroplast precursor [Chlorella sorokiniana]
OG0000956	EIE26468.1 hypothetical protein COCSUDRAFT_12196_ partial [Coccomyxa subellipsoidea C-169]	PRW61280.1 ubiquitin-like modifier-activating enzyme 5 [Chlorella sorokiniana]
OG0000957	EIE23266.1 hypothetical protein COCSUDRAFT_42173 [Coccomyxa subellipsoidea C-169]	PRW32641.1 leukocyte receptor cluster member 1-like protein [Chlorella sorokiniana], PRW32649.1 leukocyte receptor cluster member 1-like protein [Chlorella sorokiniana]
OG0000958	EIE27121.1 yippee-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE27240.1 yippee-like protein [Coccomyxa subellipsoidea C-169]	PRW57527.1 Yippee zincbinding isoform C [Chlorella sorokiniana], PRW57525.1 Yippee zincbinding isoform A [Chlorella sorokiniana], PRW57526.1 Yippee zincbinding isoform B [Chlorella sorokiniana]
OG0000959	EIE27301.1 hypothetical protein COCSUDRAFT_55320 [Coccomyxa subellipsoidea C-169]	PRW57512.1 Heat shock 67B2 [Chlorella sorokiniana]
OG0000959	EIE27318.1 outer dynein arm-docking complex subunit 3 [Coccomyxa subellipsoidea C-169]	PRW57370.1 EF hand domain-containing [Chlorella sorokiniana]
OG0000960	EIE27354.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PRW57283.1 Serine threonine- kinase STY46 [Chlorella sorokiniana]
OG0000962	EIE25084.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PRW56521.1 ABC transporter F family member 4 isoform B [Chlorella sorokiniana], PRW56522.1 ABC transporter F family member 4 isoform A [Chlorella sorokiniana]
OG0000964	EIE24153.1 hypothetical protein COCSUDRAFT_62668 [Coccomyxa subellipsoidea C-169]	PRW58937.1 flagellar associated [Chlorella sorokiniana]
OG0000964	EIE26400.1 hypothetical protein COCSUDRAFT_39509 [Coccomyxa subellipsoidea C-169]	PRW58010.1 PHD and RING finger domain-containing 1 [Chlorella sorokiniana]
OG0000965	EIE20761.1 RNA polymerase sigma factor_ cyanobacterial RpoD-like family [Coccomyxa subellipsoidea C-169]	PRW34041.1 RNA polymerase sigma factor [Chlorella sorokiniana]
OG0000966	EIE26050.1 Hiv-1 Rna binding protein 1_ partial [Coccomyxa subellipsoidea C-169]	PRW33151.1 methyltransferase TARBP1 [Chlorella sorokiniana]
OG0000967	EIE25007.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169], EIE23106.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW58859.1 flavin-containing monooxygenase FMO GS-OX-like 4 [Chlorella sorokiniana]
OG0000968	EIE20775.1 ATP-dependent DNA helicase [Coccomyxa subellipsoidea C-169]	PRW57979.1 ATP-dependent DNA helicase Q-like 1 isoform A [Chlorella sorokiniana], PRW57980.1 ATP-dependent DNA helicase Q-like 1 isoform B [Chlorella sorokiniana], PRW61229.1 ribulose bisphosphate carboxylase oxygenase activase [Chlorella sorokiniana]
OG0000969	EIE26446.1 EMP/nonaspanin domain family protein [Coccomyxa subellipsoidea C-169]	PRW18303.1 phagocytic receptor 1b [Chlorella sorokiniana]
OG0000970	EIE26841.1 hypothetical protein COCSUDRAFT_64680 [Coccomyxa subellipsoidea C-169]	PRW33950.1 kynurenine formamidase-like isoform X1 [Chlorella sorokiniana]
OG0000971	EIE26601.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PRW61538.1 MAP3K epsilon kinase 1-like isoform X2 [Chlorella sorokiniana], PRW58018.1 vacuolar sorting-associated 13B [Chlorella sorokiniana]
OG0000972	EIE26041.1 NADH-ubiquinone oxidoreductase [Coccomyxa subellipsoidea C-169]	PRW56243.1 NADH dehydrogenase [ubiquinone] flavo mitochondrial [Chlorella sorokiniana], PRW39281.1 NADH dehydrogenase [ubiquinone] flavo mitochondrial [Chlorella sorokiniana]
OG0000973	EIE25899.1 calcium/proton exchanger [Coccomyxa subellipsoidea C-169]	PRW39144.1 calcium proton exchanger [Chlorella sorokiniana], PRW39287.1 calcium proton exchanger [Chlorella sorokiniana]
OG0000974	EIE23469.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE27725.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW39068.1 DEAD-box ATP-dependent RNA helicase 37-like isoform A [Chlorella sorokiniana], PRW39067.1 DEAD-box ATP-dependent RNA helicase 37-like isoform B [Chlorella sorokiniana]
OG0000975	EIE20929.1 long-chain acyl-CoA synthetase 7 [Coccomyxa subellipsoidea C-169]	PRW32976.1 Long chain acyl- synthetase peroxisomal [Chlorella sorokiniana]
OG0000977	EIE18093.1 protein disulfide isomerase [Coccomyxa subellipsoidea C-169]	PRW58195.1 disulfide-isomerase 5-4 [Chlorella sorokiniana]
OG0000978	EIE27276.1 amidase signature enzyme [Coccomyxa subellipsoidea C-169]	PRW58129.1 amidase signature enzyme [Chlorella sorokiniana]
OG0000979	EIE22971.1 hypothetical protein COCSUDRAFT_63364 [Coccomyxa subellipsoidea C-169]	PRW58649.1 phospholipid n-methyltransferase [Chlorella sorokiniana], PRW58253.1 glutamate 5-kinase isoform X1 [Chlorella sorokiniana]
OG0000980	EIE23076.1 Leo1-like protein [Coccomyxa subellipsoidea C-169]	PRW58561.1 RNA polymerase-associated LEO1 isoform X1 [Chlorella sorokiniana]
OG0000981	EIE18967.1 hypothetical protein COCSUDRAFT_45095 [Coccomyxa subellipsoidea C-169]	PRW58175.1 autophagy-related 13 [Chlorella sorokiniana]
OG0000982	EIE23230.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE23276.1 hypothetical protein COCSUDRAFT_36720 [Coccomyxa subellipsoidea C-169]	PRW44512.1 CWF19 2 [Chlorella sorokiniana]
OG0000984	EIE25498.1 hypothetical protein COCSUDRAFT_61711 [Coccomyxa subellipsoidea C-169]	PRW05837.1 myosin heavy class XI isoform B [Chlorella sorokiniana], PRW05838.1 myosin heavy class XI isoform A [Chlorella sorokiniana]
OG0000985	EIE25508.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	PRW55944.1 serine threonine- phosphatase 7 [Chlorella sorokiniana], PRW05857.1 Serine threonine- phosphatase 7 [Chlorella sorokiniana]
OG0000987	EIE22574.1 ClpB chaperone_ Hsp100 family [Coccomyxa subellipsoidea C-169]	PRW59672.1 chaperone chloroplastic-like [Chlorella sorokiniana]
OG0000989	EIE25574.1 ubiquinone biosynthesis protein COQ9 [Coccomyxa subellipsoidea C-169]	PRW56755.1 ubiquinone biosynthesis mitochondrial [Chlorella sorokiniana]
OG0000990	EIE21333.1 ribosomal protein S21e [Coccomyxa subellipsoidea C-169]	PRW60607.1 40S ribosomal S21-2 [Chlorella sorokiniana]
OG0000991	EIE24674.1 Bet v1-like protein [Coccomyxa subellipsoidea C-169]	PRW60312.1 Bet v1 [Chlorella sorokiniana]
OG0000992	EIE24333.1 hypothetical protein COCSUDRAFT_47231 [Coccomyxa subellipsoidea C-169]	PRW60461.1 DNAJ heat shock family [Chlorella sorokiniana]
OG0000992	EIE24360.1 CBS-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW60603.1 CBS domain-containing mitochondrial [Chlorella sorokiniana]
OG0000993	EIE18346.1 argininosuccinate synthase [Coccomyxa subellipsoidea C-169]	PRW58065.1 Argininosuccinate synthase isoform A [Chlorella sorokiniana], PRW58066.1 Argininosuccinate synthase isoform B [Chlorella sorokiniana]
OG0000994	EIE23646.1 glyoxalase I [Coccomyxa subellipsoidea C-169]	PRW33813.1 putative lactoylglutathione chloroplastic [Chlorella sorokiniana]
OG0000997	EIE20577.1 hypothetical protein COCSUDRAFT_48568 [Coccomyxa subellipsoidea C-169]	PRW57784.1 endoplasmic reticulum mannosyl-oligosaccharide 1_2-alpha-mannosidase isoform A [Chlorella sorokiniana]
OG0000998	EIE26794.1 hypothetical protein COCSUDRAFT_35241 [Coccomyxa subellipsoidea C-169]	PRW56296.1 threonylcarbamoyladenosine tRNA methylthiotransferase [Chlorella sorokiniana]
OG0000999	EIE26748.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	PRW18312.1 MFS transporter [Chlorella sorokiniana]
OG0001000	EIE26206.1 hypothetical protein COCSUDRAFT_46535 [Coccomyxa subellipsoidea C-169]	PRW61175.1 DEK-like isoform X2 isoform A [Chlorella sorokiniana], PRW61174.1 DEK-like isoform X2 isoform B [Chlorella sorokiniana]
OG0001001	EIE20818.1 peptidase M20 [Coccomyxa subellipsoidea C-169]	PRW33919.1 peptidase M20 [Chlorella sorokiniana]
OG0001002	EIE20844.1 DUF506-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW33990.1 hypothetical protein C2E21_7448 [Chlorella sorokiniana]
OG0001002	EIE20451.1 hypothetical protein COCSUDRAFT_57601 [Coccomyxa subellipsoidea C-169]	PRW58170.1 Translation initiation factor IF-3 [Chlorella sorokiniana]
OG0001003	EIE21836.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]	PRW60783.1 Trehalase [Chlorella sorokiniana], PRW32561.1 putative trehalase [Chlorella sorokiniana]
OG0001004	EIE18839.1 phosphatases II_ partial [Coccomyxa subellipsoidea C-169], EIE20537.1 phosphatases II_ partial [Coccomyxa subellipsoidea C-169], EIE23642.1 phosphatases II [Coccomyxa subellipsoidea C-169]	PRW34102.1 Dual specificity phosphatase 1 isoform 2 [Chlorella sorokiniana]
OG0001005	EIE24078.1 hypothetical protein COCSUDRAFT_47131 [Coccomyxa subellipsoidea C-169]	PRW57801.1 putative prolyl 4-hydroxylase 9 [Chlorella sorokiniana]
OG0001006	EIE25385.1 glycosyl transferase family 1 protein [Coccomyxa subellipsoidea C-169]	PRW56830.1 chitobiosyldiphosphodolichol beta-mannosyltransferase-like isoform X1 [Chlorella sorokiniana], PRW56488.1 glyoxysomal fatty acid beta-oxidation multifunctional MFP-a [Chlorella sorokiniana]
OG0001007	EIE25431.1 casein kinase II alpha subunit [Coccomyxa subellipsoidea C-169]	PRW61486.1 CPD photolyase isoform C [Chlorella sorokiniana], PRW61487.1 CPD photolyase isoform B [Chlorella sorokiniana]
OG0001008	EIE20135.1 Triosephosphate isomerase [Coccomyxa subellipsoidea C-169]	PRW33625.1 Triosephosphate cytosolic [Chlorella sorokiniana]
OG0001008	EIE25640.1 Triosephosphate isomerase [Coccomyxa subellipsoidea C-169]	PRW39309.1 triosephosphate isomerase [Chlorella sorokiniana]
OG0001009	EIE21944.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]	PRW58664.1 Alpha-L-arabinofuranosidase 1 isoform B [Chlorella sorokiniana], PRW58663.1 Alpha-L-arabinofuranosidase 1 isoform A [Chlorella sorokiniana]
OG0001010	EIE24160.1 UDP-glucose 6-dehydrogenase [Coccomyxa subellipsoidea C-169], EIE22366.1 UDP-glucose dehydrogenase [Coccomyxa subellipsoidea C-169]	PRW59391.1 UDP-glucose dehydrogenase [Chlorella sorokiniana], PRW61304.1 UDP-glucose dehydrogenase [Chlorella sorokiniana]
OG0001011	EIE27749.1 amidohydrolase [Coccomyxa subellipsoidea C-169]	PRW20779.1 IAA-amino acid hydrolase ILR1-like 3 [Chlorella sorokiniana]
OG0001012	EIE22420.1 hypothetical protein COCSUDRAFT_42729 [Coccomyxa subellipsoidea C-169], EIE25518.1 hypothetical protein COCSUDRAFT_13807_ partial [Coccomyxa subellipsoidea C-169]	PRW44844.1 prolyl endopeptidase-like isoform B [Chlorella sorokiniana], PRW44843.1 prolyl endopeptidase-like isoform A [Chlorella sorokiniana]
OG0001013	EIE18621.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PRW58204.1 GTP-binding protein [Chlorella sorokiniana]
OG0001014	EIE27390.1 Abi-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW44593.1 CAAX amino terminal protease family [Chlorella sorokiniana]
OG0001014	EIE27212.1 hypothetical protein COCSUDRAFT_26591 [Coccomyxa subellipsoidea C-169]	PRW57354.1 DUF563 domain [Chlorella sorokiniana]
OG0001015	EIE27010.1 hypothetical protein COCSUDRAFT_83569 [Coccomyxa subellipsoidea C-169]	PRW59055.1 N-terminal glutamine amidohydrolase [Chlorella sorokiniana]
OG0001016	EIE24034.1 chloroplast ribulose 1_5-bisphosphate carboxylase/oxygenase small subunit [Coccomyxa subellipsoidea C-169]	PRW60509.1 ribulose-1_5-bisphosphate carboxylase/oxygenase small subunit [Chlorella sorokiniana], PRW60779.1 ribulose bisphosphate small subunit precursor [Chlorella sorokiniana]
OG0001017	EIE23177.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]	PRW59847.1 2-hydroxy-6-oxo-6-phenylhexa-2_4-dienoate hydrolase [Chlorella sorokiniana], PRW60777.1 2-hydroxy-6-oxo-6-phenylhexa-2_4-dienoate hydrolase [Chlorella sorokiniana]
OG0001018	EIE26043.1 hypothetical protein COCSUDRAFT_52662 [Coccomyxa subellipsoidea C-169]	PRW45152.1 spermatogenesis-associated 20 [Chlorella sorokiniana]
