Orthogroup	Coccomyxa_SubellipsoideaC169	Auxenochlorella_protothecoides
OG0001089	EIE24096.1 hypothetical protein COCSUDRAFT_62615 [Coccomyxa subellipsoidea C-169]	RMZ52821.1 hypothetical protein APUTEX25_000940 [Auxenochlorella protothecoides]
OG0001090	EIE23039.1 mitochondrial import inner membrane translocase_ subunit Tim17/22 [Coccomyxa subellipsoidea C-169]	RMZ52885.1 hypothetical protein APUTEX25_001004 [Auxenochlorella protothecoides], RMZ52966.1 hypothetical protein APUTEX25_001085 [Auxenochlorella protothecoides]
OG0001091	EIE24081.1 RNI-like protein [Coccomyxa subellipsoidea C-169]	RMZ52900.1 hypothetical protein APUTEX25_001019_ partial [Auxenochlorella protothecoides]
OG0001092	EIE20354.1 target of rapamycin kinase [Coccomyxa subellipsoidea C-169]	RMZ52908.1 hypothetical protein APUTEX25_001027_ partial [Auxenochlorella protothecoides]
OG0001093	EIE24267.1 hypothetical protein COCSUDRAFT_65824 [Coccomyxa subellipsoidea C-169]	RMZ52919.1 hypothetical protein APUTEX25_001038_ partial [Auxenochlorella protothecoides], RMZ54056.1 hypothetical protein APUTEX25_002633_ partial [Auxenochlorella protothecoides]
OG0001094	EIE20828.1 Galactokinase [Coccomyxa subellipsoidea C-169]	RMZ52925.1 hypothetical protein APUTEX25_001044 [Auxenochlorella protothecoides]
OG0001095	EIE27686.1 hypothetical protein COCSUDRAFT_64334 [Coccomyxa subellipsoidea C-169]	RMZ52936.1 hypothetical protein APUTEX25_001055 [Auxenochlorella protothecoides]
OG0001096	EIE24578.1 putative MND1 domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ52948.1 hypothetical protein APUTEX25_001067 [Auxenochlorella protothecoides]
OG0001097	EIE22747.1 DUF667-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ52955.1 hypothetical protein APUTEX25_001074 [Auxenochlorella protothecoides]
OG0001098	EIE23200.1 3-oxoacyl-reductase [Coccomyxa subellipsoidea C-169]	RMZ52961.1 hypothetical protein APUTEX25_001080_ partial [Auxenochlorella protothecoides]
OG0001099	EIE18511.1 DNA-directed RNA polymerase II_ 36 kDa polypeptide [Coccomyxa subellipsoidea C-169]	RMZ52989.1 hypothetical protein APUTEX25_001108_ partial [Auxenochlorella protothecoides]
OG0001100	EIE24090.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	RMZ52998.1 hypothetical protein APUTEX25_001117_ partial [Auxenochlorella protothecoides]
OG0001101	EIE24586.1 eukaryotic translation initiation factor 3_ subunit 7 [Coccomyxa subellipsoidea C-169]	RMZ53044.1 hypothetical protein APUTEX25_001163_ partial [Auxenochlorella protothecoides]
OG0001102	EIE26078.1 hypothetical protein COCSUDRAFT_64970 [Coccomyxa subellipsoidea C-169]	RMZ53105.1 hypothetical protein APUTEX25_002514_ partial [Auxenochlorella protothecoides]
OG0001103	EIE21130.1 EMP/nonaspanin domain family protein [Coccomyxa subellipsoidea C-169]	RMZ53125.1 hypothetical protein APUTEX25_005114 [Auxenochlorella protothecoides]
OG0001104	EIE21103.1 putative arginine biosynthesis bifunctional protein argJ 1 [Coccomyxa subellipsoidea C-169]	RMZ53128.1 hypothetical protein APUTEX25_005117_ partial [Auxenochlorella protothecoides]
OG0001105	EIE25323.1 hypothetical protein COCSUDRAFT_61545 [Coccomyxa subellipsoidea C-169]	RMZ53136.1 hypothetical protein APUTEX25_005125 [Auxenochlorella protothecoides]
OG0001106	EIE24069.1 hypothetical protein COCSUDRAFT_65724 [Coccomyxa subellipsoidea C-169]	RMZ53150.1 hypothetical protein APUTEX25_005139 [Auxenochlorella protothecoides]
OG0001107	EIE25425.1 hypothetical protein COCSUDRAFT_13461 [Coccomyxa subellipsoidea C-169]	RMZ53159.1 hypothetical protein APUTEX25_005148 [Auxenochlorella protothecoides]
OG0001108	EIE27290.1 cyclin-like protein [Coccomyxa subellipsoidea C-169]	RMZ53165.1 hypothetical protein APUTEX25_005154_ partial [Auxenochlorella protothecoides]
OG0001109	EIE25003.1 hypothetical protein COCSUDRAFT_46554 [Coccomyxa subellipsoidea C-169]	RMZ53183.1 hypothetical protein APUTEX25_005172 [Auxenochlorella protothecoides]
OG0001110	EIE18265.1 RmlC-like cupin [Coccomyxa subellipsoidea C-169]	RMZ53192.1 hypothetical protein APUTEX25_005181 [Auxenochlorella protothecoides]
OG0001111	EIE26368.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE25505.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE19129.1 Nodulin-like-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE19652.1 hypothetical protein COCSUDRAFT_44503 [Coccomyxa subellipsoidea C-169]	RMZ53207.1 hypothetical protein APUTEX25_005196 [Auxenochlorella protothecoides]
OG0001112	EIE22866.1 flagellar outer dynein arm intermediate chain 2_ partial [Coccomyxa subellipsoidea C-169]	RMZ53218.1 hypothetical protein APUTEX25_005207_ partial [Auxenochlorella protothecoides]
OG0001114	EIE19330.1 Mg-dependent DNase [Coccomyxa subellipsoidea C-169]	RMZ53308.1 hypothetical protein APUTEX25_004796 [Auxenochlorella protothecoides]
OG0001115	EIE20199.1 hypothetical protein COCSUDRAFT_48641 [Coccomyxa subellipsoidea C-169]	RMZ53342.1 hypothetical protein APUTEX25_004830 [Auxenochlorella protothecoides], RMZ55496.1 hypothetical protein APUTEX25_000079 [Auxenochlorella protothecoides]
OG0001117	EIE24451.1 SET domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53363.1 hypothetical protein APUTEX25_004851 [Auxenochlorella protothecoides]
OG0001118	EIE19822.1 hypothetical protein COCSUDRAFT_25518 [Coccomyxa subellipsoidea C-169]	RMZ53375.1 hypothetical protein APUTEX25_004863_ partial [Auxenochlorella protothecoides]
OG0001119	EIE27819.1 NGP1NT-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ53379.1 hypothetical protein APUTEX25_004867 [Auxenochlorella protothecoides]
OG0001120	EIE22071.1 RBP11-like subunits of RNA polymerase [Coccomyxa subellipsoidea C-169], EIE18255.1 RBP11-like subunits of RNA polymerase [Coccomyxa subellipsoidea C-169]	RMZ53389.1 hypothetical protein APUTEX25_004877 [Auxenochlorella protothecoides]
OG0001121	EIE19264.1 hypothetical protein COCSUDRAFT_48883 [Coccomyxa subellipsoidea C-169]	RMZ53415.1 hypothetical protein APUTEX25_004903_ partial [Auxenochlorella protothecoides]
OG0001122	EIE27329.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	RMZ57149.1 hypothetical protein APUTEX25_003606_ partial [Auxenochlorella protothecoides]
OG0001123	EIE24122.1 hypothetical protein COCSUDRAFT_65754 [Coccomyxa subellipsoidea C-169]	RMZ53506.1 hypothetical protein APUTEX25_003328 [Auxenochlorella protothecoides]
OG0001124	EIE25830.1 DUF125-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54972.1 hypothetical protein APUTEX25_000489_ partial [Auxenochlorella protothecoides]
OG0001125	EIE23533.1 isocitrate dehydrogenase_ NAD-dependent [Coccomyxa subellipsoidea C-169], EIE23532.1 isocitrate dehydrogenase_ NAD-dependent [Coccomyxa subellipsoidea C-169]	RMZ53544.1 hypothetical protein APUTEX25_003366 [Auxenochlorella protothecoides]
OG0001126	EIE26962.1 cobalamin-independent methionine synthase [Coccomyxa subellipsoidea C-169]	RMZ53546.1 hypothetical protein APUTEX25_003368 [Auxenochlorella protothecoides]
OG0001127	EIE23486.1 glyceraldehyde-3-phosphate dehydrogenase [Coccomyxa subellipsoidea C-169]	RMZ53556.1 hypothetical protein APUTEX25_003378 [Auxenochlorella protothecoides]
OG0001128	EIE20198.1 Bax inhibitor-1 like-protein [Coccomyxa subellipsoidea C-169]	RMZ54249.1 hypothetical protein APUTEX25_000600 [Auxenochlorella protothecoides]
OG0001130	EIE23434.1 Sm-E protein [Coccomyxa subellipsoidea C-169], EIE23458.1 hypothetical protein COCSUDRAFT_33078 [Coccomyxa subellipsoidea C-169]	RMZ53568.1 hypothetical protein APUTEX25_003390_ partial [Auxenochlorella protothecoides]
OG0001131	EIE19222.1 hypothetical protein COCSUDRAFT_68021 [Coccomyxa subellipsoidea C-169]	RMZ53639.1 hypothetical protein APUTEX25_003173_ partial [Auxenochlorella protothecoides]
OG0001133	EIE18932.1 translation elongation factor_ mitochondrial [Coccomyxa subellipsoidea C-169]	RMZ53758.1 hypothetical protein APUTEX25_003897 [Auxenochlorella protothecoides]
OG0001134	EIE20950.1 TIP120-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53762.1 hypothetical protein APUTEX25_003901 [Auxenochlorella protothecoides]
OG0001137	EIE26866.1 nucleotide-diphospho-sugar transferase [Coccomyxa subellipsoidea C-169]	RMZ53865.1 hypothetical protein APUTEX25_005611 [Auxenochlorella protothecoides]
OG0001138	EIE23936.1 hypothetical protein COCSUDRAFT_41280 [Coccomyxa subellipsoidea C-169], EIE18549.1 hypothetical protein COCSUDRAFT_68258 [Coccomyxa subellipsoidea C-169]	RMZ53951.1 hypothetical protein APUTEX25_002528 [Auxenochlorella protothecoides]
OG0001139	EIE27716.1 GDP-D-mannose pyrophosphorylase [Coccomyxa subellipsoidea C-169]	RMZ53965.1 hypothetical protein APUTEX25_002542 [Auxenochlorella protothecoides]
OG0001140	EIE21527.1 hypothetical protein COCSUDRAFT_43235 [Coccomyxa subellipsoidea C-169], EIE25699.1 hypothetical protein COCSUDRAFT_60714 [Coccomyxa subellipsoidea C-169], EIE21369.1 hypothetical protein COCSUDRAFT_56588 [Coccomyxa subellipsoidea C-169], EIE19825.1 hypothetical protein COCSUDRAFT_48697 [Coccomyxa subellipsoidea C-169]	RMZ53966.1 hypothetical protein APUTEX25_002543_ partial [Auxenochlorella protothecoides]
OG0001141	EIE25359.1 U-box-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53969.1 hypothetical protein APUTEX25_002546_ partial [Auxenochlorella protothecoides]
OG0001142	EIE27557.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169], EIE19757.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169]	RMZ53976.1 hypothetical protein APUTEX25_002553_ partial [Auxenochlorella protothecoides]
OG0001143	EIE24136.1 integrin alpha N-terminal domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53994.1 hypothetical protein APUTEX25_002571_ partial [Auxenochlorella protothecoides]
OG0001144	EIE25975.1 autophagocytosis protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ54013.1 hypothetical protein APUTEX25_002590 [Auxenochlorella protothecoides]
OG0001145	EIE22483.1 hypothetical protein COCSUDRAFT_47906 [Coccomyxa subellipsoidea C-169]	RMZ54044.1 hypothetical protein APUTEX25_002621 [Auxenochlorella protothecoides]
OG0001146	EIE24080.1 hypothetical protein COCSUDRAFT_62599 [Coccomyxa subellipsoidea C-169]	RMZ54106.1 hypothetical protein APUTEX25_002683_ partial [Auxenochlorella protothecoides]
OG0001148	EIE19601.1 ferredoxin-NADP+ reductase [Coccomyxa subellipsoidea C-169]	RMZ54181.1 hypothetical protein APUTEX25_005337_ partial [Auxenochlorella protothecoides]
OG0001150	EIE26645.1 cell division cycle 20 [Coccomyxa subellipsoidea C-169]	RMZ54253.1 hypothetical protein APUTEX25_000604 [Auxenochlorella protothecoides]
OG0001151	EIE20181.1 PaO-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ54255.1 hypothetical protein APUTEX25_000606 [Auxenochlorella protothecoides]
OG0001152	EIE19730.1 hypothetical protein COCSUDRAFT_58463 [Coccomyxa subellipsoidea C-169]	RMZ54273.1 hypothetical protein APUTEX25_000624_ partial [Auxenochlorella protothecoides]
OG0001153	EIE21385.1 histidyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	RMZ54312.1 hypothetical protein APUTEX25_001470 [Auxenochlorella protothecoides]
OG0001154	EIE25648.1 Aminomethyltransferase folate-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54352.1 hypothetical protein APUTEX25_001928 [Auxenochlorella protothecoides]
OG0001155	EIE24344.1 hypothetical protein COCSUDRAFT_47237 [Coccomyxa subellipsoidea C-169]	RMZ54377.1 hypothetical protein APUTEX25_001953_ partial [Auxenochlorella protothecoides]
OG0001156	EIE26054.1 FAD-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54381.1 hypothetical protein APUTEX25_001957_ partial [Auxenochlorella protothecoides]
OG0001158	EIE24850.1 sulfite reductase [Coccomyxa subellipsoidea C-169]	RMZ54442.1 hypothetical protein APUTEX25_002018 [Auxenochlorella protothecoides]
OG0001159	EIE19999.1 hypothetical protein COCSUDRAFT_54513 [Coccomyxa subellipsoidea C-169]	RMZ54451.1 hypothetical protein APUTEX25_002027 [Auxenochlorella protothecoides]
OG0001160	EIE26098.1 hypothetical protein COCSUDRAFT_46490 [Coccomyxa subellipsoidea C-169]	RMZ55485.1 hypothetical protein APUTEX25_000068 [Auxenochlorella protothecoides]
OG0001161	EIE19428.1 hypothetical protein COCSUDRAFT_19620 [Coccomyxa subellipsoidea C-169]	RMZ54485.1 hypothetical protein APUTEX25_002061_ partial [Auxenochlorella protothecoides]
OG0001162	EIE22309.1 UV-endonuclease UvdE [Coccomyxa subellipsoidea C-169]	RMZ54493.1 hypothetical protein APUTEX25_002069 [Auxenochlorella protothecoides]
OG0001163	EIE23800.1 histone deacetylase [Coccomyxa subellipsoidea C-169]	RMZ54518.1 hypothetical protein APUTEX25_002094 [Auxenochlorella protothecoides]
OG0001165	EIE21552.1 GroES-like protein [Coccomyxa subellipsoidea C-169], EIE21553.1 GroES-like protein [Coccomyxa subellipsoidea C-169]	RMZ54564.1 hypothetical protein APUTEX25_002139 [Auxenochlorella protothecoides]
OG0001166	EIE19832.1 hypothetical protein COCSUDRAFT_19021 [Coccomyxa subellipsoidea C-169]	RMZ54569.1 hypothetical protein APUTEX25_002144_ partial [Auxenochlorella protothecoides]
OG0001167	EIE20567.1 phosphate acetyltransferase [Coccomyxa subellipsoidea C-169]	RMZ54573.1 hypothetical protein APUTEX25_002148_ partial [Auxenochlorella protothecoides]
OG0001168	EIE18949.1 hypothetical protein COCSUDRAFT_59874 [Coccomyxa subellipsoidea C-169]	RMZ54636.1 hypothetical protein APUTEX25_003014 [Auxenochlorella protothecoides]
OG0001169	EIE22050.1 hypothetical protein COCSUDRAFT_56482 [Coccomyxa subellipsoidea C-169]	RMZ54685.1 hypothetical protein APUTEX25_003063 [Auxenochlorella protothecoides]
OG0001170	EIE19254.1 thioredoxin M [Coccomyxa subellipsoidea C-169]	RMZ54694.1 hypothetical protein APUTEX25_003072 [Auxenochlorella protothecoides]
OG0001171	EIE24925.1 translation initiation factor [Coccomyxa subellipsoidea C-169]	RMZ54700.1 hypothetical protein APUTEX25_003078 [Auxenochlorella protothecoides]
OG0001173	EIE22682.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54809.1 hypothetical protein APUTEX25_000326 [Auxenochlorella protothecoides]
OG0001174	EIE20533.1 catalase [Coccomyxa subellipsoidea C-169], EIE20109.1 catalase-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE18384.1 catalase [Coccomyxa subellipsoidea C-169], EIE23450.1 catalase-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54876.1 hypothetical protein APUTEX25_000393_ partial [Auxenochlorella protothecoides]
OG0001175	EIE26386.1 fumarate hydratase [Coccomyxa subellipsoidea C-169]	RMZ54889.1 hypothetical protein APUTEX25_000406 [Auxenochlorella protothecoides]
OG0001176	EIE23520.1 glycine cleavage system_ T protein [Coccomyxa subellipsoidea C-169]	RMZ54898.1 hypothetical protein APUTEX25_000415 [Auxenochlorella protothecoides]
OG0001177	EIE23629.1 hypothetical protein COCSUDRAFT_41812 [Coccomyxa subellipsoidea C-169]	RMZ54949.1 hypothetical protein APUTEX25_000466 [Auxenochlorella protothecoides]
OG0001178	EIE18777.1 EF-hand [Coccomyxa subellipsoidea C-169], EIE27152.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169], EIE24236.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]	RMZ54989.1 hypothetical protein APUTEX25_000506 [Auxenochlorella protothecoides]
OG0001179	EIE23421.1 ribonuclease H-like protein [Coccomyxa subellipsoidea C-169], EIE19787.1 ribonuclease H-like protein [Coccomyxa subellipsoidea C-169]	RMZ55009.1 hypothetical protein APUTEX25_005635 [Auxenochlorella protothecoides]
OG0001180	EIE23766.1 hypothetical protein COCSUDRAFT_28997 [Coccomyxa subellipsoidea C-169]	RMZ55021.1 hypothetical protein APUTEX25_005647_ partial [Auxenochlorella protothecoides]
OG0001181	EIE19513.1 hypothetical protein COCSUDRAFT_83564 [Coccomyxa subellipsoidea C-169], EIE19352.1 hypothetical protein COCSUDRAFT_58645 [Coccomyxa subellipsoidea C-169]	RMZ55041.1 hypothetical protein APUTEX25_005667 [Auxenochlorella protothecoides]
OG0001182	EIE21677.1 DUF926-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ55047.1 hypothetical protein APUTEX25_005673 [Auxenochlorella protothecoides]
OG0001183	EIE25439.1 ResB-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ55060.1 hypothetical protein APUTEX25_005686_ partial [Auxenochlorella protothecoides]
OG0001184	EIE19306.1 hypothetical protein COCSUDRAFT_34265 [Coccomyxa subellipsoidea C-169]	RMZ55090.1 hypothetical protein APUTEX25_005716_ partial [Auxenochlorella protothecoides]
OG0001185	EIE23927.1 hypothetical protein COCSUDRAFT_28525 [Coccomyxa subellipsoidea C-169]	RMZ55189.1 hypothetical protein APUTEX25_005467 [Auxenochlorella protothecoides], RMZ55109.1 hypothetical protein APUTEX25_005387 [Auxenochlorella protothecoides]
OG0001186	EIE27262.1 hypothetical protein COCSUDRAFT_52114 [Coccomyxa subellipsoidea C-169]	RMZ55116.1 hypothetical protein APUTEX25_005394 [Auxenochlorella protothecoides]
OG0001187	EIE26467.1 hypothetical protein COCSUDRAFT_39557 [Coccomyxa subellipsoidea C-169]	RMZ55129.1 hypothetical protein APUTEX25_005407 [Auxenochlorella protothecoides]
OG0001188	EIE20489.1 strictosidine synthase [Coccomyxa subellipsoidea C-169]	RMZ55207.1 hypothetical protein APUTEX25_005485 [Auxenochlorella protothecoides]
OG0001189	EIE27434.1 Zn-dependent exopeptidase [Coccomyxa subellipsoidea C-169]	RMZ55212.1 hypothetical protein APUTEX25_005490 [Auxenochlorella protothecoides]
OG0001190	EIE21524.1 PAP2-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ55234.1 hypothetical protein APUTEX25_005512 [Auxenochlorella protothecoides]
OG0001191	EIE26747.1 TBCC-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ55235.1 hypothetical protein APUTEX25_005513_ partial [Auxenochlorella protothecoides]
OG0001192	EIE25006.1 oxygen evolving enhancer 2 of photosystem II [Coccomyxa subellipsoidea C-169]	RMZ55251.1 hypothetical protein APUTEX25_005529_ partial [Auxenochlorella protothecoides]
OG0001193	EIE26286.1 hypothetical protein COCSUDRAFT_39420 [Coccomyxa subellipsoidea C-169]	RMZ55263.1 hypothetical protein APUTEX25_005541 [Auxenochlorella protothecoides]
OG0001194	EIE20089.1 succinate dehydrogenase [Coccomyxa subellipsoidea C-169]	RMZ55324.1 hypothetical protein APUTEX25_003462 [Auxenochlorella protothecoides]
OG0001195	EIE27247.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	RMZ57147.1 hypothetical protein APUTEX25_003604_ partial [Auxenochlorella protothecoides], RMZ55347.1 hypothetical protein APUTEX25_003485_ partial [Auxenochlorella protothecoides]
OG0001196	EIE22820.1 ATP-dependent hsl protease ATP-binding subunit hslU [Coccomyxa subellipsoidea C-169]	RMZ55352.1 hypothetical protein APUTEX25_002210_ partial [Auxenochlorella protothecoides]
OG0001197	EIE21808.1 hypothetical protein COCSUDRAFT_42850 [Coccomyxa subellipsoidea C-169]	RMZ56891.1 hypothetical protein APUTEX25_002980_ partial [Auxenochlorella protothecoides]
OG0001197	EIE20455.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169]	RMZ55366.1 hypothetical protein APUTEX25_002224_ partial [Auxenochlorella protothecoides]
OG0001198	EIE24931.1 glycolate oxidase [Coccomyxa subellipsoidea C-169]	RMZ55484.1 hypothetical protein APUTEX25_000067_ partial [Auxenochlorella protothecoides]
OG0001199	EIE18594.1 hypothetical protein COCSUDRAFT_26335 [Coccomyxa subellipsoidea C-169]	RMZ55487.1 hypothetical protein APUTEX25_000070_ partial [Auxenochlorella protothecoides]
