Orthogroup	Chlorella_A99	Micractinium_SAG24180
OG0000695	PCFQ01000078.1 g2219 [Chlorella sp. A99], PCFQ01000078.1 g2181 [Chlorella sp. A99], PCFQ01000007.1 g1227 [Chlorella sp. A99]	PSC69835.1 ABC transporter G family member 31 [Micractinium conductrix]
OG0000696	PCFQ01000008.1 g1083 [Chlorella sp. A99]	PSC69836.1 60S ribosomal L34 [Micractinium conductrix]
OG0000697	PCFQ01000037.1 g2398 [Chlorella sp. A99]	PSC76281.1 peptide deformylase [Micractinium conductrix]
OG0000700	PCFQ01000006.1 g3221 [Chlorella sp. A99]	PSC71773.1 Peptidyl-prolyl cis-trans isomerase E [Micractinium conductrix], PSC68323.1 RNA recognition motif [Micractinium conductrix]
OG0000701	PCFQ01000002.1 g648 [Chlorella sp. A99]	PSC73099.1 putative serine threonine-kinase abkC [Micractinium conductrix]
OG0000702	PCFQ01000004.1 g2583 [Chlorella sp. A99]	PSC67929.1 molybdate-anion transporter isoform C [Micractinium conductrix], PSC67928.1 molybdate-anion transporter isoform A [Micractinium conductrix], PSC67930.1 molybdate-anion transporter isoform B [Micractinium conductrix]
OG0000703	PCFQ01000013.1 g3358 [Chlorella sp. A99]	PSC68151.1 protease Do-like 9 [Micractinium conductrix]
OG0000706	PCFQ01000058.1 g75 [Chlorella sp. A99]	PSC68841.1 Uridine kinase 3 [Micractinium conductrix], PSC68860.1 uridine kinase chloroplastic [Micractinium conductrix]
OG0000709	PCFQ01000009.1 g1708 [Chlorella sp. A99]	PSC73720.1 GIY-YIG catalytic domain [Micractinium conductrix], PSC73685.1 AAR2-like protein [Micractinium conductrix]
OG0000710	PCFQ01000023.1 g2237 [Chlorella sp. A99]	PSC67933.1 Adenylyl-sulfate kinase chloroplastic [Micractinium conductrix]
OG0000711	PCFQ01000037.1 g2506 [Chlorella sp. A99], PCFQ01000010.1 g315 [Chlorella sp. A99]	PSC68235.1 hypothetical protein C2E20_8162 [Micractinium conductrix]
OG0000712	PCFQ01000002.1 g740 [Chlorella sp. A99]	PSC74011.1 histone deacetylase [Micractinium conductrix]
OG0000713	PCFQ01000005.1 g762 [Chlorella sp. A99]	PSC75773.1 NAD_P_H dehydrogenase _quinone_ [Micractinium conductrix]
OG0000714	PCFQ01000020.1 g904 [Chlorella sp. A99]	PSC71000.1 diacylglycerol o-acyltransferase [Micractinium conductrix], PSC70847.1 Diacylglycerol acyltransferase [Micractinium conductrix]
OG0000716	PCFQ01000078.1 g2081 [Chlorella sp. A99]	PSC71303.1 Drug Metabolite Transporter _DMT_ Superfamily [Micractinium conductrix]
OG0000716	PCFQ01000006.1 g3215 [Chlorella sp. A99]	PSC76686.1 Solute carrier family 35 member F6 [Micractinium conductrix]
OG0000730	PCFQ01000037.1 g2422 [Chlorella sp. A99], PCFQ01000037.1 g2421 [Chlorella sp. A99]	PSC73830.1 U4 U6 small nuclear ribonucleo Prp31-like [Micractinium conductrix]
OG0000733	PCFQ01000037.1 g2372 [Chlorella sp. A99]	PSC75400.1 S-isoprenylcysteine O-methyltransferase [Micractinium conductrix]
OG0000734	PCFQ01000003.1 g1081 [Chlorella sp. A99]	PSC67588.1 type A von Willebrand factor domain-containing isoform A [Micractinium conductrix], PSC67589.1 type A von Willebrand factor domain-containing isoform B [Micractinium conductrix]
OG0000736	PCFQ01000013.1 g3344 [Chlorella sp. A99]	PSC67340.1 hypothetical protein C2E20_8974 [Micractinium conductrix]
OG0000738	PCFQ01000079.1 g1406 [Chlorella sp. A99]	PSC71675.1 magnesium-dependent phosphatase-1 [Micractinium conductrix]
OG0000740	PCFQ01000013.1 g3265 [Chlorella sp. A99]	PSC75000.1 phosphoglycerate mutase [Micractinium conductrix]
OG0000741	PCFQ01000078.1 g2019 [Chlorella sp. A99]	PSC69709.1 Hexokinase 1 isoform 2 [Micractinium conductrix]
OG0000745	PCFQ01000078.1 g2062 [Chlorella sp. A99]	PSC72119.1 heat shock Hsp20 [Micractinium conductrix]
OG0000747	PCFQ01000013.1 g3352 [Chlorella sp. A99]	PSC74993.1 ankyrin repeat [Micractinium conductrix]
OG0000749	PCFQ01000046.1 g1851 [Chlorella sp. A99], PCFQ01000011.1 g2816 [Chlorella sp. A99]	PSC71575.1 cystathionine beta-lyase [Micractinium conductrix]
OG0000750	PCFQ01000081.1 g1579 [Chlorella sp. A99]	PSC71067.1 argonaute 1 isoform B [Micractinium conductrix], PSC71066.1 argonaute 1 isoform A [Micractinium conductrix]
OG0000751	PCFQ01000004.1 g2595 [Chlorella sp. A99]	PSC73535.1 aspartic ase A2 isoform X1 [Micractinium conductrix]
OG0000753	PCFQ01000023.1 g2230 [Chlorella sp. A99]	PSC67908.1 Succinyl-ligase [ADP-forming] subunit mitochondrial [Micractinium conductrix]
OG0000754	PCFQ01000011.1 g2916 [Chlorella sp. A99]	PSC69059.1 aspartate aminotransferase isoform B [Micractinium conductrix], PSC69060.1 aspartate aminotransferase isoform A [Micractinium conductrix]
OG0000755	PCFQ01000011.1 g2783 [Chlorella sp. A99]	PSC68122.1 hypothetical protein C2E20_8258 [Micractinium conductrix], PSC68110.1 hypothetical protein C2E20_8257 [Micractinium conductrix]
OG0000756	PCFQ01000001.1 g1014 [Chlorella sp. A99]	PSC73047.1 DNA repair and recombination pif1 [Micractinium conductrix]
OG0000756	PCFQ01000081.1 g1636 [Chlorella sp. A99]	PSC73766.1 DNA helicase ATP-dependent [Micractinium conductrix]
OG0000757	PCFQ01000008.1 g1097 [Chlorella sp. A99]	PSC69805.1 phospholipid-translocating P-type ATPase [Micractinium conductrix]
OG0000760	PCFQ01000078.1 g2073 [Chlorella sp. A99]	PSC70674.1 EF hand [Micractinium conductrix], PSC76505.1 EF hand [Micractinium conductrix]
OG0000760	PCFQ01000037.1 g2430 [Chlorella sp. A99]	PSC72189.1 EF hand [Micractinium conductrix]
OG0000761	PCFQ01000058.1 g58 [Chlorella sp. A99]	PSC75389.1 generative cell specific-1 [Micractinium conductrix]
OG0000763	PCFQ01000019.1 g1786 [Chlorella sp. A99]	PSC67218.1 Ubiquitin-activating enzyme E1 2 [Micractinium conductrix]
OG0000765	PCFQ01000082.1 g632 [Chlorella sp. A99], PCFQ01000082.1 g633 [Chlorella sp. A99]	PSC74447.1 Guanosine-3_ 5 -bis_diphosphate_ 3 -pyrophosphohydrolase [Micractinium conductrix]
OG0000767	PCFQ01000078.1 g1997 [Chlorella sp. A99], PCFQ01000078.1 g1996 [Chlorella sp. A99]	PSC73539.1 protection of telomeres 1 [Micractinium conductrix]
OG0000768	PCFQ01000011.1 g2771 [Chlorella sp. A99]	PSC70539.1 alternative oxidase [Micractinium conductrix]
OG0000769	PCFQ01000014.1 g1900 [Chlorella sp. A99]	PSC73251.1 RETICULATA-RELATED chloroplastic-like isoform X1 [Micractinium conductrix]
OG0000770	PCFQ01000009.1 g1725 [Chlorella sp. A99]	PSC73084.1 glucose-6-phosphate 1-epimerase [Micractinium conductrix], PSC73327.1 glucose-6-phosphate 1-epimerase [Micractinium conductrix]
OG0000771	PCFQ01000005.1 g748 [Chlorella sp. A99]	PSC75898.1 hypothetical protein C2E20_1152 isoform X2 [Micractinium conductrix]
OG0000772	PCFQ01000020.1 g872 [Chlorella sp. A99]	PSC70466.1 formate acetyltransferase [Micractinium conductrix], PSC70431.1 transcription initiation factor IIF subunit alpha isoform X2 isoform A [Micractinium conductrix], PSC70430.1 transcription initiation factor IIF subunit alpha isoform X2 isoform B [Micractinium conductrix]
OG0000773	PCFQ01000005.1 g758 [Chlorella sp. A99]	PSC69732.1 putative phosphatase 2C 55 isoform A [Micractinium conductrix], PSC69731.1 putative phosphatase 2C 55 isoform B [Micractinium conductrix]
OG0000774	PCFQ01000005.1 g761 [Chlorella sp. A99]	PSC69772.1 Meiotically up-regulated 66 [Micractinium conductrix]
OG0000776	PCFQ01000079.1 g1414 [Chlorella sp. A99]	PSC67168.1 OHCU decarboxylase [Micractinium conductrix], PSC67174.1 5-hydroxyisourate isoform B [Micractinium conductrix], PSC67173.1 5-hydroxyisourate isoform A [Micractinium conductrix]
OG0000777	PCFQ01000079.1 g1465 [Chlorella sp. A99]	PSC70747.1 glyoxylase family [Micractinium conductrix], PSC70687.1 hypothetical protein C2E20_5796 [Micractinium conductrix]
OG0000778	PCFQ01000078.1 g2222 [Chlorella sp. A99]	PSC68405.1 SET domain-containing [Micractinium conductrix]
OG0000780	PCFQ01000012.1 g1824 [Chlorella sp. A99]	PSC67382.1 E3 ubiquitin-ligase [Micractinium conductrix]
OG0000781	PCFQ01000004.1 g2672 [Chlorella sp. A99]	PSC69232.1 Bis_5 -nucleosyl_-symmetrical [Micractinium conductrix]
OG0000783	PCFQ01000058.1 g158 [Chlorella sp. A99]	PSC73868.1 Hydroxymethylglutaryl-mitochondrial isoform A [Micractinium conductrix], PSC73867.1 Hydroxymethylglutaryl-mitochondrial isoform B [Micractinium conductrix]
OG0000784	PCFQ01000015.1 g3059 [Chlorella sp. A99], PCFQ01000015.1 g3064 [Chlorella sp. A99]	PSC77006.1 dolichol-phosphate mannosyltransferase subunit 1 [Micractinium conductrix]
OG0000785	PCFQ01000077.1 g1756 [Chlorella sp. A99]	PSC72412.1 triphosphate tunel metalloenzyme 3-like [Micractinium conductrix]
OG0000786	PCFQ01000038.1 g487 [Chlorella sp. A99]	PSC69594.1 ribulosamine 3-chloroplastic [Micractinium conductrix]
OG0000787	PCFQ01000009.1 g1720 [Chlorella sp. A99]	PSC68944.1 Isovaleryl-dehydrogenase [Micractinium conductrix]
OG0000788	PCFQ01000082.1 g627 [Chlorella sp. A99]	PSC74525.1 centrin [Micractinium conductrix]
OG0000791	PCFQ01000023.1 g2224 [Chlorella sp. A99]	PSC67886.1 phosphatase 2C 24 [Micractinium conductrix]
OG0000793	PCFQ01000011.1 g2797 [Chlorella sp. A99]	PSC68109.1 ROOT HAIR DEFECTIVE 3 [Micractinium conductrix]
OG0000794	PCFQ01000058.1 g221 [Chlorella sp. A99]	PSC68689.1 diaminohydroxyphosphoribosylaminopyrimidine deaminase [Micractinium conductrix]
OG0000796	PCFQ01000006.1 g3157 [Chlorella sp. A99]	PSC72627.1 hypothetical protein C2E20_4052 [Micractinium conductrix], PSC72833.1 flagellar associated 73 [Micractinium conductrix]
OG0000798	PCFQ01000046.1 g1853 [Chlorella sp. A99]	PSC76527.1 dCMP deaminase [Micractinium conductrix]
OG0000800	PCFQ01000006.1 g3122 [Chlorella sp. A99]	PSC76406.1 NADPH-dependent thioredoxin reductase A [Micractinium conductrix]
OG0000800	PCFQ01000077.1 g1773 [Chlorella sp. A99]	PSC72451.1 thioredoxin reductase [Micractinium conductrix]
OG0000801	PCFQ01000077.1 g1780 [Chlorella sp. A99]	PSC72494.1 30S ribosomal S5 [Micractinium conductrix]
OG0000802	PCFQ01000079.1 g1447 [Chlorella sp. A99]	PSC76813.1 60S ribosomal L19-2 [Micractinium conductrix]
OG0000803	PCFQ01000078.1 g2151 [Chlorella sp. A99]	PSC68968.1 alpha beta-hydrolase [Micractinium conductrix]
OG0000804	PCFQ01000009.1 g1699 [Chlorella sp. A99]	PSC72155.1 NADH-cytochrome b5 reductase [Micractinium conductrix]
OG0000807	PCFQ01000014.1 g1877 [Chlorella sp. A99]	PSC73283.1 Plasma membrane iron permease [Micractinium conductrix]
OG0000808	PCFQ01000075.1 g1942 [Chlorella sp. A99]	PSC70603.1 RNA-binding Nova-1 [Micractinium conductrix]
OG0000812	PCFQ01000004.1 g2606 [Chlorella sp. A99]	PSC72089.1 P-type ATPase [Micractinium conductrix], PSC76270.1 Calcium-transporting ATPase PAT1 [Micractinium conductrix]
OG0000814	PCFQ01000011.1 g2907 [Chlorella sp. A99]	PSC72533.1 glutamate dehydrogenase [Micractinium conductrix]
OG0000815	PCFQ01000003.1 g1073 [Chlorella sp. A99]	PSC73425.1 3-ketoacyl-thiolase peroxisomal [Micractinium conductrix]
OG0000815	PCFQ01000078.1 g2118 [Chlorella sp. A99]	PSC76644.1 3-ketoacyl-thiolase peroxisomal [Micractinium conductrix]
OG0000818	PCFQ01000015.1 g2933 [Chlorella sp. A99]	PSC67426.1 mitochondrial adenine nucleotide transporter ADNT1-like isoform B [Micractinium conductrix], PSC76352.1 mitochondrial carrier isoform A [Micractinium conductrix], PSC76353.1 mitochondrial carrier isoform B [Micractinium conductrix], PSC67425.1 mitochondrial adenine nucleotide transporter ADNT1-like isoform A [Micractinium conductrix]
OG0000820	PCFQ01000082.1 g517 [Chlorella sp. A99]	PSC73935.1 gamma carbonic anhydrase mitochondrial [Micractinium conductrix]
OG0000822	PCFQ01000017.1 g2276 [Chlorella sp. A99]	PSC75742.1 plastidial lipoyltransferase 2 [Micractinium conductrix], PSC75351.1 octanoyltransferase [Micractinium conductrix]
OG0000823	PCFQ01000058.1 g107 [Chlorella sp. A99]	PSC75502.1 N-alpha-acetyltransferase 11-like [Micractinium conductrix]
OG0000824	PCFQ01000082.1 g499 [Chlorella sp. A99]	PSC74762.1 beta and beta-prime subunits of DNA dependent RNA-polymerase [Micractinium conductrix]
OG0000827	PCFQ01000037.1 g2479 [Chlorella sp. A99]	PSC69959.1 acetohydroxy acid isomeroreductase isoform B [Micractinium conductrix], PSC69958.1 acetohydroxy acid isomeroreductase isoform C [Micractinium conductrix], PSC69960.1 acetohydroxy acid isomeroreductase isoform A [Micractinium conductrix]
OG0000830	PCFQ01000001.1 g989 [Chlorella sp. A99]	PSC73574.1 SRSF kinase isoform B [Micractinium conductrix], PSC73573.1 SRSF kinase isoform A [Micractinium conductrix], PSC68985.1 SRSF kinase 1 [Micractinium conductrix]
OG0000832	PCFQ01000082.1 g534 [Chlorella sp. A99]	PSC69433.1 NADP-dependent malate dehydrogenase [Micractinium conductrix]
OG0000833	PCFQ01000020.1 g869 [Chlorella sp. A99]	PSC67893.1 mavicyanin-like [Micractinium conductrix]
OG0000834	PCFQ01000078.1 g2090 [Chlorella sp. A99]	PSC68347.1 mannose-P-dolichol utilization defect 1-like protein 2 [Micractinium conductrix]
OG0000835	PCFQ01000058.1 g151 [Chlorella sp. A99]	PSC75530.1 Protease Do-like chloroplastic [Micractinium conductrix]
OG0000837	PCFQ01000073.1 g1958 [Chlorella sp. A99]	PSC69419.1 anaphase-promoting complex subunit 1 isoform X2 isoform C [Micractinium conductrix], PSC69420.1 anaphase-promoting complex subunit 1 isoform X2 isoform B [Micractinium conductrix], PSC69418.1 anaphase-promoting complex subunit 1 isoform X2 isoform D [Micractinium conductrix], PSC69417.1 anaphase-promoting complex subunit 1 isoform X2 isoform A [Micractinium conductrix]
OG0000838	PCFQ01000078.1 g2094 [Chlorella sp. A99]	PSC70531.1 nudC domain-containing 2 [Micractinium conductrix]
OG0000839	PCFQ01000058.1 g42 [Chlorella sp. A99]	PSC71458.1 Maltose O-acetyltransferase [Micractinium conductrix], PSC67235.1 maltose O-acetyltransferase [Micractinium conductrix], PSC67244.1 translocation -related [Micractinium conductrix]
OG0000840	PCFQ01000037.1 g2412 [Chlorella sp. A99]	PSC75816.1 RRP15 [Micractinium conductrix], PSC68220.1 hypothetical protein C2E20_8166 [Micractinium conductrix]
OG0000843	PCFQ01000008.1 g1121 [Chlorella sp. A99]	PSC70591.1 GDP-L-fucose synthase 2 [Micractinium conductrix]
OG0000844	PCFQ01000082.1 g578 [Chlorella sp. A99]	PSC74585.1 hypothetical protein C2E20_2371 [Micractinium conductrix], PSC70402.1 Clathrin interactor EPSIN 3 isoform B [Micractinium conductrix], PSC70401.1 Clathrin interactor EPSIN 3 isoform C [Micractinium conductrix], PSC70403.1 Clathrin interactor EPSIN 3 isoform A [Micractinium conductrix]
OG0000845	PCFQ01000058.1 g63 [Chlorella sp. A99]	PSC75702.1 regulator of CO2-responsive genes isoform B [Micractinium conductrix], PSC75703.1 regulator of CO2-responsive genes isoform A [Micractinium conductrix]
OG0000846	PCFQ01000005.1 g799 [Chlorella sp. A99]	PSC76607.1 p25-alpha family [Micractinium conductrix]
OG0000846	PCFQ01000010.1 g338 [Chlorella sp. A99]	PSC71858.1 flagellar associated [Micractinium conductrix]
OG0000847	PCFQ01000080.1 g1956 [Chlorella sp. A99]	PSC76482.1 reverse transcriptase [Micractinium conductrix]
OG0000848	PCFQ01000018.1 g426 [Chlorella sp. A99]	PSC71155.1 ferredoxin [Micractinium conductrix]
OG0000848	PCFQ01000013.1 g3323 [Chlorella sp. A99]	PSC74930.1 NADH_ubiquinone oxidoreductase [Micractinium conductrix]
OG0000849	PCFQ01000005.1 g824 [Chlorella sp. A99]	PSC75903.1 Vesicle transport SFT2B [Micractinium conductrix]
OG0000850	PCFQ01000081.1 g1606 [Chlorella sp. A99]	PSC71061.1 P-loop containing nucleoside triphosphate hydrolases superfamily isoform 1 isoform A [Micractinium conductrix], PSC71060.1 P-loop containing nucleoside triphosphate hydrolases superfamily isoform 1 isoform B [Micractinium conductrix]
OG0000851	PCFQ01000081.1 g1611 [Chlorella sp. A99]	PSC74838.1 glycosyl hydrolase [Micractinium conductrix]
OG0000851	PCFQ01000081.1 g1612 [Chlorella sp. A99]	PSC76253.1 glycosyl hydrolase [Micractinium conductrix]
OG0000852	PCFQ01000078.1 g1995 [Chlorella sp. A99]	PSC72860.1 inactive purple acid phosphatase 27 [Micractinium conductrix]
OG0000853	PCFQ01000078.1 g2040 [Chlorella sp. A99]	PSC68399.1 phragmoplast orienting kinesin 2 isoform A [Micractinium conductrix], PSC68398.1 phragmoplast orienting kinesin 2 isoform B [Micractinium conductrix]
OG0000853	PCFQ01000015.1 g2979 [Chlorella sp. A99]	PSC76795.1 phragmoplast orienting kinesin 2 [Micractinium conductrix]
OG0000854	PCFQ01000078.1 g2204 [Chlorella sp. A99]	PSC76497.1 disulfide-isomerase like 2-2 [Micractinium conductrix]
OG0000854	PCFQ01000078.1 g2192 [Chlorella sp. A99]	PSC76752.1 general transcription factor 3C polypeptide 2 [Micractinium conductrix]
OG0000855	PCFQ01000037.1 g2384 [Chlorella sp. A99]	PSC75297.1 UPF0187_ chloroplastic [Micractinium conductrix]
OG0000855	PCFQ01000011.1 g2871 [Chlorella sp. A99]	PSC73554.1 UPF0187 chloroplastic [Micractinium conductrix]
OG0000856	PCFQ01000004.1 g2683 [Chlorella sp. A99]	PSC73388.1 putative tRNA N6-adenosine threonylcarbamoyltransferase isoform A [Micractinium conductrix]
OG0000878	PCFQ01000046.1 g1872 [Chlorella sp. A99]	PSC67394.1 hypothetical protein C2E20_8907 [Micractinium conductrix]
OG0000882	PCFQ01000079.1 g1306 [Chlorella sp. A99]	PSC74364.1 flap endonuclease 1 [Micractinium conductrix]
OG0000886	PCFQ01000009.1 g1713 [Chlorella sp. A99]	PSC68611.1 hypothetical protein C2E20_7784 [Micractinium conductrix]
OG0000890	PCFQ01000007.1 g1208 [Chlorella sp. A99]	PSC69547.1 5-oxoprolinase isoform B [Micractinium conductrix], PSC69546.1 5-oxoprolinase isoform A [Micractinium conductrix], PSC69545.1 5-oxoprolinase isoform C [Micractinium conductrix], PSC69544.1 5-oxoprolinase isoform D [Micractinium conductrix]
OG0000891	PCFQ01000018.1 g440 [Chlorella sp. A99]	PSC74065.1 Rubisco activase [Micractinium conductrix]
OG0000892	PCFQ01000081.1 g1638 [Chlorella sp. A99]	PSC70754.1 glycoside hydrolase [Micractinium conductrix]
OG0000893	PCFQ01000081.1 g1634 [Chlorella sp. A99]	PSC70728.1 prenylated rab acceptor family [Micractinium conductrix]
OG0000897	PCFQ01000013.1 g3266 [Chlorella sp. A99]	PSC74816.1 D-3-phosphoglycerate dehydrogenase family [Micractinium conductrix]
OG0000898	PCFQ01000015.1 g2951 [Chlorella sp. A99]	PSC72964.1 N-acetyltransferase 10 isoform A [Micractinium conductrix], PSC72965.1 N-acetyltransferase 10 isoform B [Micractinium conductrix]
OG0000899	PCFQ01000006.1 g3223 [Chlorella sp. A99]	PSC74602.1 Eukaryotic translation initiation factor 3 subunit C [Micractinium conductrix]
OG0000902	PCFQ01000007.1 g1179 [Chlorella sp. A99]	PSC76615.1 Serine protease ABC transporter B family tagA isoform A [Micractinium conductrix], PSC76614.1 Serine protease ABC transporter B family tagA isoform B [Micractinium conductrix]
OG0000903	PCFQ01000004.1 g2677 [Chlorella sp. A99]	PSC75462.1 adenylate kinase [Micractinium conductrix]
OG0000907	PCFQ01000004.1 g2658 [Chlorella sp. A99], PCFQ01000004.1 g2653 [Chlorella sp. A99]	PSC76570.1 magnesium-chelatase subunit chloroplastic [Micractinium conductrix]
OG0000908	PCFQ01000026.1 g2296 [Chlorella sp. A99]	PSC71768.1 Iron-sulfur assembly -like mitochondrial [Micractinium conductrix], PSC69380.1 3-hydroxyacyl-dehydrogenase [Micractinium conductrix], PSC71748.1 inactive serine protease 54 isoform X2 [Micractinium conductrix]
OG0000909	PCFQ01000082.1 g593 [Chlorella sp. A99]	PSC75464.1 MFS transporter [Micractinium conductrix]
OG0000915	PCFQ01000037.1 g2511 [Chlorella sp. A99]	PSC74557.1 long-chain-fatty-acid-ligase [Micractinium conductrix]
OG0000917	PCFQ01000003.1 g1053 [Chlorella sp. A99]	PSC73917.1 RNA-binding NOB1 [Micractinium conductrix]
OG0000919	PCFQ01000007.1 g1206 [Chlorella sp. A99]	PSC69491.1 Magnesium transporter MRS2-4 [Micractinium conductrix], PSC69475.1 Magnesium transporter MRS2-4 [Micractinium conductrix], PSC69394.1 Magnesium transporter MRS2-4 [Micractinium conductrix]
OG0000920	PCFQ01000077.1 g1752 [Chlorella sp. A99]	PSC74280.1 Exocyst complex component 2 [Micractinium conductrix]
OG0000922	PCFQ01000011.1 g2846 [Chlorella sp. A99]	PSC68952.1 alpha 1_2-mannosyltransferase [Micractinium conductrix]
OG0000924	PCFQ01000080.1 g1951 [Chlorella sp. A99]	PSC70457.1 50S ribosomal L23 [Micractinium conductrix]
OG0000925	PCFQ01000007.1 g1200 [Chlorella sp. A99]	PSC73212.1 iron manganese superoxide alpha-hairpin domain [Micractinium conductrix], PSC71348.1 hypothetical protein C2E20_5234 [Micractinium conductrix], PSC73153.1 N-acetylgalactosamine kinase [Micractinium conductrix], PSC73526.1 hypothetical protein C2E20_3519 [Micractinium conductrix]
