Orthogroup	Chlorella_A99	Chlorella_VariabilisNC64A
OG0000851	PCFQ01000081.1 g1612 [Chlorella sp. A99]	XP_005849816.1 expressed protein [Chlorella variabilis], XP_005849815.1 hypothetical protein CHLNCDRAFT_142936 [Chlorella variabilis]
OG0000852	PCFQ01000078.1 g1995 [Chlorella sp. A99]	XP_005850489.1 expressed protein [Chlorella variabilis]
OG0000853	PCFQ01000078.1 g2040 [Chlorella sp. A99]	XP_005846316.1 hypothetical protein CHLNCDRAFT_10962_ partial [Chlorella variabilis]
OG0000853	PCFQ01000015.1 g2979 [Chlorella sp. A99]	XP_005849306.1 hypothetical protein CHLNCDRAFT_10198_ partial [Chlorella variabilis]
OG0000854	PCFQ01000078.1 g2204 [Chlorella sp. A99]	XP_005845283.1 hypothetical protein CHLNCDRAFT_53866 [Chlorella variabilis]
OG0000854	PCFQ01000078.1 g2192 [Chlorella sp. A99]	XP_005845412.1 hypothetical protein CHLNCDRAFT_136985 [Chlorella variabilis]
OG0000855	PCFQ01000037.1 g2384 [Chlorella sp. A99]	XP_005849735.1 hypothetical protein CHLNCDRAFT_11790_ partial [Chlorella variabilis]
OG0000855	PCFQ01000011.1 g2871 [Chlorella sp. A99]	XP_005845100.1 hypothetical protein CHLNCDRAFT_137443 [Chlorella variabilis]
OG0000856	PCFQ01000004.1 g2683 [Chlorella sp. A99]	XP_005844273.1 hypothetical protein CHLNCDRAFT_27124 [Chlorella variabilis]
OG0000878	PCFQ01000046.1 g1872 [Chlorella sp. A99]	XP_005848440.1 hypothetical protein CHLNCDRAFT_57598_ partial [Chlorella variabilis]
OG0000882	PCFQ01000079.1 g1306 [Chlorella sp. A99]	XP_005842852.1 hypothetical protein CHLNCDRAFT_37697 [Chlorella variabilis]
OG0000886	PCFQ01000009.1 g1713 [Chlorella sp. A99]	XP_005845239.1 expressed protein [Chlorella variabilis]
OG0000889	PCFQ01000079.1 g1331 [Chlorella sp. A99]	XP_005846865.1 hypothetical protein CHLNCDRAFT_31413 [Chlorella variabilis]
OG0000890	PCFQ01000007.1 g1208 [Chlorella sp. A99]	XP_005847925.1 hypothetical protein CHLNCDRAFT_145342 [Chlorella variabilis]
OG0000891	PCFQ01000018.1 g440 [Chlorella sp. A99]	XP_005852227.1 hypothetical protein CHLNCDRAFT_133490 [Chlorella variabilis], XP_005843275.1 hypothetical protein CHLNCDRAFT_141315 [Chlorella variabilis]
OG0000892	PCFQ01000081.1 g1638 [Chlorella sp. A99]	XP_005848068.1 hypothetical protein CHLNCDRAFT_145286 [Chlorella variabilis]
OG0000893	PCFQ01000081.1 g1634 [Chlorella sp. A99]	XP_005848060.1 hypothetical protein CHLNCDRAFT_145270 [Chlorella variabilis]
OG0000897	PCFQ01000013.1 g3266 [Chlorella sp. A99]	XP_005852006.1 hypothetical protein CHLNCDRAFT_56437 [Chlorella variabilis]
OG0000898	PCFQ01000015.1 g2951 [Chlorella sp. A99]	XP_005849127.1 hypothetical protein CHLNCDRAFT_57403 [Chlorella variabilis]
OG0000899	PCFQ01000006.1 g3223 [Chlorella sp. A99]	XP_005843944.1 hypothetical protein CHLNCDRAFT_59104 [Chlorella variabilis]
OG0000900	PCFQ01000004.1 g2619 [Chlorella sp. A99]	XP_005849925.1 hypothetical protein CHLNCDRAFT_56087 [Chlorella variabilis]
OG0000902	PCFQ01000007.1 g1179 [Chlorella sp. A99]	XP_005848028.1 expressed protein [Chlorella variabilis], XP_005842736.1 hypothetical protein CHLNCDRAFT_145635 [Chlorella variabilis]
OG0000903	PCFQ01000004.1 g2677 [Chlorella sp. A99]	XP_005849599.1 expressed protein [Chlorella variabilis], XP_005849600.1 hypothetical protein CHLNCDRAFT_21254 [Chlorella variabilis]
OG0000907	PCFQ01000004.1 g2658 [Chlorella sp. A99], PCFQ01000004.1 g2653 [Chlorella sp. A99]	XP_005849659.1 hypothetical protein CHLNCDRAFT_57315 [Chlorella variabilis], XP_005842682.1 hypothetical protein CHLNCDRAFT_55756_ partial [Chlorella variabilis]
OG0000908	PCFQ01000026.1 g2296 [Chlorella sp. A99]	XP_005844750.1 hypothetical protein CHLNCDRAFT_14993_ partial [Chlorella variabilis]
OG0000915	PCFQ01000037.1 g2511 [Chlorella sp. A99]	XP_005842649.1 hypothetical protein CHLNCDRAFT_139443_ partial [Chlorella variabilis]
OG0000917	PCFQ01000003.1 g1053 [Chlorella sp. A99]	XP_005844982.1 hypothetical protein CHLNCDRAFT_138388 [Chlorella variabilis]
OG0000919	PCFQ01000007.1 g1206 [Chlorella sp. A99]	XP_005848079.1 hypothetical protein CHLNCDRAFT_145324 [Chlorella variabilis]
OG0000920	PCFQ01000077.1 g1752 [Chlorella sp. A99]	XP_005852303.1 hypothetical protein CHLNCDRAFT_145188_ partial [Chlorella variabilis], XP_005846035.1 hypothetical protein CHLNCDRAFT_136162 [Chlorella variabilis], XP_005845722.1 hypothetical protein CHLNCDRAFT_58419 [Chlorella variabilis]
OG0000922	PCFQ01000011.1 g2846 [Chlorella sp. A99]	XP_005846667.1 hypothetical protein CHLNCDRAFT_10179_ partial [Chlorella variabilis]
OG0000924	PCFQ01000080.1 g1951 [Chlorella sp. A99]	XP_005848266.1 expressed protein [Chlorella variabilis]
OG0000925	PCFQ01000007.1 g1200 [Chlorella sp. A99]	XP_005846393.1 expressed protein [Chlorella variabilis]
OG0000926	PCFQ01000002.1 g725 [Chlorella sp. A99]	XP_005844518.1 hypothetical protein CHLNCDRAFT_138907 [Chlorella variabilis]
OG0000929	PCFQ01000078.1 g2127 [Chlorella sp. A99]	XP_005845475.1 hypothetical protein CHLNCDRAFT_32263 [Chlorella variabilis]
OG0000933	PCFQ01000018.1 g458 [Chlorella sp. A99]	XP_005851816.1 hypothetical protein CHLNCDRAFT_133279 [Chlorella variabilis]
OG0000934	PCFQ01000079.1 g1410 [Chlorella sp. A99]	XP_005844039.1 hypothetical protein CHLNCDRAFT_139598 [Chlorella variabilis]
OG0000936	PCFQ01000007.1 g1222 [Chlorella sp. A99]	XP_005847964.1 hypothetical protein CHLNCDRAFT_145441 [Chlorella variabilis]
OG0000937	PCFQ01000080.1 g1946 [Chlorella sp. A99]	XP_005848651.1 hypothetical protein CHLNCDRAFT_144199 [Chlorella variabilis], XP_005848279.1 hypothetical protein CHLNCDRAFT_22427_ partial [Chlorella variabilis]
OG0000939	PCFQ01000003.1 g1021 [Chlorella sp. A99]	XP_005850227.1 hypothetical protein CHLNCDRAFT_141864 [Chlorella variabilis]
OG0000940	PCFQ01000003.1 g1050 [Chlorella sp. A99]	XP_005843223.1 hypothetical protein CHLNCDRAFT_141304 [Chlorella variabilis], XP_005843267.1 hypothetical protein CHLNCDRAFT_141293 [Chlorella variabilis]
OG0000941	PCFQ01000002.1 g737 [Chlorella sp. A99]	XP_005843408.1 hypothetical protein CHLNCDRAFT_10860_ partial [Chlorella variabilis], XP_005844537.1 hypothetical protein CHLNCDRAFT_138958 [Chlorella variabilis]
OG0000942	PCFQ01000058.1 g16 [Chlorella sp. A99]	XP_005851129.1 hypothetical protein CHLNCDRAFT_137717 [Chlorella variabilis]
OG0000943	PCFQ01000008.1 g1139 [Chlorella sp. A99]	XP_005850379.1 hypothetical protein CHLNCDRAFT_57101 [Chlorella variabilis], XP_005850138.1 hypothetical protein CHLNCDRAFT_142252 [Chlorella variabilis]
OG0000944	PCFQ01000015.1 g3061 [Chlorella sp. A99]	XP_005849250.1 hypothetical protein CHLNCDRAFT_30535 [Chlorella variabilis], XP_005849251.1 hypothetical protein CHLNCDRAFT_143494 [Chlorella variabilis]
OG0000948	PCFQ01000078.1 g2160 [Chlorella sp. A99]	XP_005842826.1 hypothetical protein CHLNCDRAFT_33387_ partial [Chlorella variabilis]
OG0000950	PCFQ01000011.1 g2921 [Chlorella sp. A99]	XP_005851036.1 hypothetical protein CHLNCDRAFT_140909 [Chlorella variabilis]
OG0000952	PCFQ01000004.1 g2576 [Chlorella sp. A99]	XP_005843431.1 hypothetical protein CHLNCDRAFT_28123 [Chlorella variabilis]
OG0000954	PCFQ01000011.1 g2815 [Chlorella sp. A99]	XP_005850645.1 hypothetical protein CHLNCDRAFT_140648 [Chlorella variabilis], XP_005850646.1 hypothetical protein CHLNCDRAFT_140649 [Chlorella variabilis]
OG0000955	PCFQ01000037.1 g2414 [Chlorella sp. A99], PCFQ01000003.1 g1076 [Chlorella sp. A99]	XP_005843203.1 hypothetical protein CHLNCDRAFT_33234_ partial [Chlorella variabilis], XP_005849776.1 hypothetical protein CHLNCDRAFT_142838 [Chlorella variabilis]
OG0000956	PCFQ01000002.1 g650 [Chlorella sp. A99]	XP_005844177.1 hypothetical protein CHLNCDRAFT_139323 [Chlorella variabilis]
OG0000958	PCFQ01000081.1 g1593 [Chlorella sp. A99]	XP_005847110.1 hypothetical protein CHLNCDRAFT_134827 [Chlorella variabilis]
OG0000960	PCFQ01000009.1 g1706 [Chlorella sp. A99]	XP_005846934.1 hypothetical protein CHLNCDRAFT_23988_ partial [Chlorella variabilis], XP_005846935.1 hypothetical protein CHLNCDRAFT_134854 [Chlorella variabilis]
OG0000961	PCFQ01000077.1 g1781 [Chlorella sp. A99]	XP_005850008.1 hypothetical protein CHLNCDRAFT_141955 [Chlorella variabilis], XP_005850256.1 hypothetical protein CHLNCDRAFT_141953 [Chlorella variabilis]
OG0000962	PCFQ01000008.1 g1112 [Chlorella sp. A99]	XP_005850084.1 hypothetical protein CHLNCDRAFT_57068 [Chlorella variabilis]
OG0000965	PCFQ01000082.1 g562 [Chlorella sp. A99]	XP_005847833.1 hypothetical protein CHLNCDRAFT_35462 [Chlorella variabilis]
OG0000968	PCFQ01000082.1 g497 [Chlorella sp. A99]	XP_005847627.1 hypothetical protein CHLNCDRAFT_133956 [Chlorella variabilis], XP_005844942.1 hypothetical protein CHLNCDRAFT_26386_ partial [Chlorella variabilis]
OG0000969	PCFQ01000006.1 g3167 [Chlorella sp. A99]	XP_005850808.1 hypothetical protein CHLNCDRAFT_29709 [Chlorella variabilis]
OG0000972	PCFQ01000010.1 g345 [Chlorella sp. A99], PCFQ01000006.1 g3121 [Chlorella sp. A99], PCFQ01000025.1 g2562 [Chlorella sp. A99]	XP_005846008.1 NADH_ubiquinone oxidoreductase 51 kD subunit_ partial [Chlorella variabilis]
OG0000973	PCFQ01000010.1 g322 [Chlorella sp. A99]	XP_005843219.1 hypothetical protein CHLNCDRAFT_37529 [Chlorella variabilis], XP_005846163.1 hypothetical protein CHLNCDRAFT_36262 [Chlorella variabilis]
OG0000974	PCFQ01000010.1 g320 [Chlorella sp. A99]	XP_005846110.1 hypothetical protein CHLNCDRAFT_31911 [Chlorella variabilis]
OG0000975	PCFQ01000020.1 g928 [Chlorella sp. A99]	XP_005844479.1 hypothetical protein CHLNCDRAFT_32504 [Chlorella variabilis]
OG0000976	PCFQ01000003.1 g1030 [Chlorella sp. A99]	XP_005843301.1 hypothetical protein CHLNCDRAFT_141390 [Chlorella variabilis]
OG0000977	PCFQ01000058.1 g188 [Chlorella sp. A99]	XP_005851260.1 hypothetical protein CHLNCDRAFT_138016 [Chlorella variabilis]
OG0000978	PCFQ01000058.1 g121 [Chlorella sp. A99]	XP_005851537.1 hypothetical protein CHLNCDRAFT_137985 [Chlorella variabilis], XP_005851538.1 hypothetical protein CHLNCDRAFT_33881 [Chlorella variabilis]
OG0000980	PCFQ01000058.1 g133 [Chlorella sp. A99]	XP_005851523.1 expressed protein [Chlorella variabilis]
OG0000981	PCFQ01000058.1 g131 [Chlorella sp. A99]	XP_005851241.1 hypothetical protein CHLNCDRAFT_137963 [Chlorella variabilis]
OG0000982	PCFQ01000037.1 g2539 [Chlorella sp. A99]	XP_005847356.1 hypothetical protein CHLNCDRAFT_134588 [Chlorella variabilis]
OG0000984	PCFQ01000079.1 g1241 [Chlorella sp. A99], PCFQ01000008.1 g1093 [Chlorella sp. A99]	XP_005850466.1 hypothetical protein CHLNCDRAFT_34523 [Chlorella variabilis]
OG0000985	PCFQ01000008.1 g1091 [Chlorella sp. A99]	XP_005850656.1 hypothetical protein CHLNCDRAFT_140677 [Chlorella variabilis], XP_005850475.1 hypothetical protein CHLNCDRAFT_20762 [Chlorella variabilis]
OG0000986	PCFQ01000082.1 g541 [Chlorella sp. A99]	XP_005847741.1 hypothetical protein CHLNCDRAFT_57826 [Chlorella variabilis]
OG0000986	PCFQ01000078.1 g2113 [Chlorella sp. A99]	XP_005845455.1 hypothetical protein CHLNCDRAFT_58625 [Chlorella variabilis]
OG0000987	PCFQ01000078.1 g2152 [Chlorella sp. A99]	XP_005845499.1 hypothetical protein CHLNCDRAFT_137194 [Chlorella variabilis]
OG0000989	PCFQ01000011.1 g2915 [Chlorella sp. A99]	XP_005850725.1 hypothetical protein CHLNCDRAFT_140844 [Chlorella variabilis], XP_005850109.1 hypothetical protein CHLNCDRAFT_50671 [Chlorella variabilis]
OG0000992	PCFQ01000018.1 g402 [Chlorella sp. A99]	XP_005852283.1 hypothetical protein CHLNCDRAFT_33710 [Chlorella variabilis]
OG0000993	PCFQ01000082.1 g514 [Chlorella sp. A99]	XP_005847703.1 hypothetical protein CHLNCDRAFT_52216 [Chlorella variabilis]
OG0000994	PCFQ01000015.1 g2937 [Chlorella sp. A99]	XP_005849034.1 hypothetical protein CHLNCDRAFT_48679 [Chlorella variabilis]
OG0000997	PCFQ01000082.1 g506 [Chlorella sp. A99]	XP_005847586.1 hypothetical protein CHLNCDRAFT_35417 [Chlorella variabilis]
OG0000998	PCFQ01000006.1 g3106 [Chlorella sp. A99]	XP_005850579.1 hypothetical protein CHLNCDRAFT_19538_ partial [Chlorella variabilis]
OG0000999	PCFQ01000006.1 g3151 [Chlorella sp. A99]	XP_005843245.1 hypothetical protein CHLNCDRAFT_141353 [Chlorella variabilis], XP_005850530.1 hypothetical protein CHLNCDRAFT_56847 [Chlorella variabilis]
OG0001000	PCFQ01000082.1 g588 [Chlorella sp. A99]	XP_005843113.1 hypothetical protein CHLNCDRAFT_141548 [Chlorella variabilis], XP_005843108.1 hypothetical protein CHLNCDRAFT_141536 [Chlorella variabilis]
OG0001007	PCFQ01000011.1 g2770 [Chlorella sp. A99]	XP_005843603.1 casein protein kinase 2 alpha subunit [Chlorella variabilis]
OG0001008	PCFQ01000012.1 g1844 [Chlorella sp. A99]	XP_005845877.1 triosephosphate isomerase cytoplasmic type [Chlorella variabilis]
OG0001008	PCFQ01000010.1 g375 [Chlorella sp. A99]	XP_005846199.1 triosephosphate isomerase chloroplast type [Chlorella variabilis]
OG0001009	PCFQ01000006.1 g3162 [Chlorella sp. A99]	XP_005850813.1 hypothetical protein CHLNCDRAFT_140355 [Chlorella variabilis]
OG0001009	PCFQ01000058.1 g39 [Chlorella sp. A99]	XP_005851411.1 hypothetical protein CHLNCDRAFT_137674 [Chlorella variabilis]
OG0001010	PCFQ01000004.1 g2711 [Chlorella sp. A99]	XP_005849807.1 hypothetical protein CHLNCDRAFT_59627 [Chlorella variabilis]
OG0001012	PCFQ01000079.1 g1497 [Chlorella sp. A99], PCFQ01000081.1 g1653 [Chlorella sp. A99]	XP_005848500.1 hypothetical protein CHLNCDRAFT_144964 [Chlorella variabilis]
OG0001013	PCFQ01000058.1 g5 [Chlorella sp. A99]	XP_005851375.1 hypothetical protein CHLNCDRAFT_17068_ partial [Chlorella variabilis]
OG0001016	PCFQ01000004.1 g2599 [Chlorella sp. A99], PCFQ01000004.1 g2598 [Chlorella sp. A99], PCFQ01000079.1 g1354 [Chlorella sp. A99], PCFQ01000018.1 g393 [Chlorella sp. A99]	XP_005851923.1 hypothetical protein CHLNCDRAFT_59545 [Chlorella variabilis], XP_005852247.1 hypothetical protein CHLNCDRAFT_29368 [Chlorella variabilis]
OG0001017	PCFQ01000082.1 g556 [Chlorella sp. A99]	XP_005844139.1 hypothetical protein CHLNCDRAFT_139226 [Chlorella variabilis]
OG0001017	PCFQ01000001.1 g985 [Chlorella sp. A99]	XP_005851788.1 hypothetical protein CHLNCDRAFT_133219 [Chlorella variabilis], XP_005847006.1 hypothetical protein CHLNCDRAFT_135028 [Chlorella variabilis]
OG0001018	PCFQ01000020.1 g895 [Chlorella sp. A99]	XP_005848331.1 hypothetical protein CHLNCDRAFT_145019 [Chlorella variabilis]
OG0001019	PCFQ01000001.1 g968 [Chlorella sp. A99]	XP_005843347.1 hypothetical protein CHLNCDRAFT_37518 [Chlorella variabilis]
OG0001020	PCFQ01000008.1 g1174 [Chlorella sp. A99]	XP_005844146.1 hypothetical protein CHLNCDRAFT_139245 [Chlorella variabilis], XP_005842743.1 hypothetical protein CHLNCDRAFT_48377 [Chlorella variabilis], XP_005844145.1 hypothetical protein CHLNCDRAFT_59767 [Chlorella variabilis], XP_005844147.1 hypothetical protein CHLNCDRAFT_26998_ partial [Chlorella variabilis], XP_005844144.1 hypothetical protein CHLNCDRAFT_58968 [Chlorella variabilis]
OG0001021	PCFQ01000079.1 g1315 [Chlorella sp. A99]	XP_005848099.1 hypothetical protein CHLNCDRAFT_145382 [Chlorella variabilis]
OG0001022	PCFQ01000037.1 g2371 [Chlorella sp. A99]	XP_005849491.1 hypothetical protein CHLNCDRAFT_142802 [Chlorella variabilis]
OG0001023	PCFQ01000037.1 g2487 [Chlorella sp. A99]	XP_005849319.1 hypothetical protein CHLNCDRAFT_12448_ partial [Chlorella variabilis], XP_005847519.1 hypothetical protein CHLNCDRAFT_134554 [Chlorella variabilis]
OG0001024	PCFQ01000004.1 g2650 [Chlorella sp. A99]	XP_005847284.1 hypothetical protein CHLNCDRAFT_52534 [Chlorella variabilis]
OG0001025	PCFQ01000011.1 g2853 [Chlorella sp. A99]	XP_005850665.1 hypothetical protein CHLNCDRAFT_140699 [Chlorella variabilis]
OG0001026	PCFQ01000013.1 g3283 [Chlorella sp. A99]	XP_005851729.1 hypothetical protein CHLNCDRAFT_29187_ partial [Chlorella variabilis]
OG0001027	PCFQ01000015.1 g3054 [Chlorella sp. A99]	XP_005848719.1 hypothetical protein CHLNCDRAFT_21895_ partial [Chlorella variabilis], XP_005844864.1 hypothetical protein CHLNCDRAFT_138368 [Chlorella variabilis], XP_005849364.1 expressed protein [Chlorella variabilis]
OG0001030	PCFQ01000013.1 g3298 [Chlorella sp. A99]	XP_005852100.1 hypothetical protein CHLNCDRAFT_15526_ partial [Chlorella variabilis]
OG0001054	PCFQ01000015.1 g3092 [Chlorella sp. A99]	XP_005843928.1 hypothetical protein CHLNCDRAFT_56352 [Chlorella variabilis]
OG0001055	PCFQ01000079.1 g1408 [Chlorella sp. A99]	XP_005847080.1 hypothetical protein CHLNCDRAFT_10358_ partial [Chlorella variabilis]
OG0001056	PCFQ01000011.1 g2743 [Chlorella sp. A99]	XP_005847387.1 hypothetical protein CHLNCDRAFT_52464 [Chlorella variabilis]
OG0001058	PCFQ01000058.1 g155 [Chlorella sp. A99]	XP_005844270.1 expressed protein [Chlorella variabilis]
OG0001059	PCFQ01000011.1 g2828 [Chlorella sp. A99]	XP_005850711.1 hypothetical protein CHLNCDRAFT_50422 [Chlorella variabilis]
OG0001060	PCFQ01000079.1 g1338 [Chlorella sp. A99]	XP_005845689.1 hypothetical protein CHLNCDRAFT_136793 [Chlorella variabilis]
OG0001061	PCFQ01000010.1 g381 [Chlorella sp. A99]	XP_005844925.1 hypothetical protein CHLNCDRAFT_15784_ partial [Chlorella variabilis]
OG0001062	PCFQ01000079.1 g1347 [Chlorella sp. A99]	XP_005845518.1 hypothetical protein CHLNCDRAFT_58505 [Chlorella variabilis]
OG0001064	PCFQ01000079.1 g1341 [Chlorella sp. A99]	XP_005845681.1 hypothetical protein CHLNCDRAFT_36436 [Chlorella variabilis]
OG0001065	PCFQ01000037.1 g2437 [Chlorella sp. A99]	XP_005844190.1 hypothetical protein CHLNCDRAFT_139357 [Chlorella variabilis]
OG0001067	PCFQ01000079.1 g1281 [Chlorella sp. A99]	XP_005844192.1 hypothetical protein CHLNCDRAFT_32698 [Chlorella variabilis]
OG0001068	PCFQ01000011.1 g2890 [Chlorella sp. A99]	XP_005850978.1 hypothetical protein CHLNCDRAFT_140770 [Chlorella variabilis]
OG0001069	PCFQ01000075.1 g1934 [Chlorella sp. A99]	XP_005844195.1 hypothetical protein CHLNCDRAFT_59772 [Chlorella variabilis]
OG0001072	PCFQ01000037.1 g2441 [Chlorella sp. A99]	XP_005849779.1 hypothetical protein CHLNCDRAFT_142847 [Chlorella variabilis], XP_005849780.1 hypothetical protein CHLNCDRAFT_142849 [Chlorella variabilis]
OG0001074	PCFQ01000007.1 g1240 [Chlorella sp. A99]	XP_005848049.1 S-adenosyl-L-methionine synthetase [Chlorella variabilis]
OG0001076	PCFQ01000058.1 g29 [Chlorella sp. A99]	XP_005848819.1 hypothetical protein CHLNCDRAFT_144119 [Chlorella variabilis]
OG0001077	PCFQ01000005.1 g796 [Chlorella sp. A99]	XP_005848721.1 hypothetical protein CHLNCDRAFT_8821_ partial [Chlorella variabilis]
OG0001078	PCFQ01000058.1 g196 [Chlorella sp. A99]	XP_005842543.1 hypothetical protein CHLNCDRAFT_144668_ partial [Chlorella variabilis]
OG0001079	PCFQ01000037.1 g2340 [Chlorella sp. A99]	XP_005849803.1 hypothetical protein CHLNCDRAFT_34679 [Chlorella variabilis]
OG0001080	PCFQ01000037.1 g2391 [Chlorella sp. A99]	XP_005849798.1 hypothetical protein CHLNCDRAFT_57228 [Chlorella variabilis]
OG0001081	PCFQ01000012.1 g1837 [Chlorella sp. A99]	XP_005845778.1 hypothetical protein CHLNCDRAFT_136458 [Chlorella variabilis], XP_005845777.1 hypothetical protein CHLNCDRAFT_136457 [Chlorella variabilis]
OG0001083	PCFQ01000078.1 g2200 [Chlorella sp. A99]	XP_005845265.1 hypothetical protein CHLNCDRAFT_53844 [Chlorella variabilis]
OG0001088	PCFQ01000007.1 g1233 [Chlorella sp. A99]	XP_005848088.1 hypothetical protein CHLNCDRAFT_30965 [Chlorella variabilis], XP_005848087.1 hypothetical protein CHLNCDRAFT_145350 [Chlorella variabilis]
OG0001089	PCFQ01000013.1 g3319 [Chlorella sp. A99]	XP_005851790.1 hypothetical protein CHLNCDRAFT_133227 [Chlorella variabilis]
OG0001090	PCFQ01000037.1 g2488 [Chlorella sp. A99]	XP_005842651.1 hypothetical protein CHLNCDRAFT_139440 [Chlorella variabilis]
OG0001092	PCFQ01000078.1 g1985 [Chlorella sp. A99]	XP_005846549.1 hypothetical protein CHLNCDRAFT_58332 [Chlorella variabilis]
OG0001093	PCFQ01000013.1 g3367 [Chlorella sp. A99]	XP_005852145.1 hypothetical protein CHLNCDRAFT_133271 [Chlorella variabilis], XP_005852147.1 hypothetical protein CHLNCDRAFT_133273 [Chlorella variabilis]
OG0001094	PCFQ01000004.1 g2620 [Chlorella sp. A99]	XP_005849677.1 hypothetical protein CHLNCDRAFT_57327 [Chlorella variabilis]
OG0001095	PCFQ01000007.1 g1237 [Chlorella sp. A99]	XP_005848174.1 hypothetical protein CHLNCDRAFT_145571 [Chlorella variabilis]
OG0001096	PCFQ01000013.1 g3345 [Chlorella sp. A99]	XP_005851996.1 hypothetical protein CHLNCDRAFT_132912 [Chlorella variabilis]
OG0001097	PCFQ01000001.1 g960 [Chlorella sp. A99]	XP_005846634.1 hypothetical protein CHLNCDRAFT_58170 [Chlorella variabilis]
OG0001098	PCFQ01000037.1 g2457 [Chlorella sp. A99]	XP_005847277.1 hypothetical protein CHLNCDRAFT_35597 [Chlorella variabilis]
OG0001099	PCFQ01000079.1 g1383 [Chlorella sp. A99]	XP_005848659.1 hypothetical protein CHLNCDRAFT_144215 [Chlorella variabilis], XP_005848658.1 hypothetical protein CHLNCDRAFT_144214 [Chlorella variabilis]
OG0001100	PCFQ01000013.1 g3321 [Chlorella sp. A99]	XP_005852129.1 hypothetical protein CHLNCDRAFT_14465_ partial [Chlorella variabilis]
OG0001103	PCFQ01000078.1 g2027 [Chlorella sp. A99]	XP_005846499.1 hypothetical protein CHLNCDRAFT_56219 [Chlorella variabilis]
OG0001104	PCFQ01000078.1 g2031 [Chlorella sp. A99]	XP_005846507.1 hypothetical protein CHLNCDRAFT_135738 [Chlorella variabilis]
OG0001106	PCFQ01000011.1 g2817 [Chlorella sp. A99]	XP_005850931.1 hypothetical protein CHLNCDRAFT_140664 [Chlorella variabilis]
