Orthogroup	Scenedesmus_PABB004	Coccomyxa_SubellipsoideaC169
OG0001366	KAF8058905.1 impact-B [Scenedesmus sp. PABB004], KAF8061340.1 hypothetical protein HT031_004431 [Scenedesmus sp. PABB004]	EIE20205.1 UPF0029-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001367	KAF8060597.1 thioredoxin F [Scenedesmus sp. PABB004]	EIE23481.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169], EIE26412.1 glycoside hydrolase/deacetylase [Coccomyxa subellipsoidea C-169]
OG0001368	KAF8061160.1 VAMP713 [Scenedesmus sp. PABB004]	EIE27678.1 vesicle-associated membrane protein [Coccomyxa subellipsoidea C-169]
OG0001369	KAF8071293.1 ube2s [Scenedesmus sp. PABB004], KAF8070891.1 UBC35 [Scenedesmus sp. PABB004]	EIE21157.1 binding protein [Coccomyxa subellipsoidea C-169]
OG0001370	KAF8056114.1 hypothetical protein HT031_006465 [Scenedesmus sp. PABB004]	EIE25449.1 3-dehydroquinate synthase AroB [Coccomyxa subellipsoidea C-169]
OG0001372	KAF8068355.1 PP2AA2 [Scenedesmus sp. PABB004]	EIE20015.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0001373	KAF8069451.1 AUXI1 [Scenedesmus sp. PABB004]	EIE25329.1 hypothetical protein COCSUDRAFT_65194 [Coccomyxa subellipsoidea C-169]
OG0001374	KAF8062926.1 ARL8B [Scenedesmus sp. PABB004]	EIE25442.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0001375	KAF8065594.1 RAE1 [Scenedesmus sp. PABB004]	EIE22298.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0001376	KAF8064682.1 UBC32 [Scenedesmus sp. PABB004]	EIE24414.1 UBC-like protein [Coccomyxa subellipsoidea C-169]
OG0001377	KAF8065872.1 hypothetical protein HT031_002933 [Scenedesmus sp. PABB004]	EIE18571.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]
OG0001379	KAF8056242.1 cpz-1 [Scenedesmus sp. PABB004]	EIE22506.1 cysteine proteinase [Coccomyxa subellipsoidea C-169]
OG0001380	KAF8061375.1 NDA1 [Scenedesmus sp. PABB004]	EIE24104.1 mitochondrial type-II NADH dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0001381	KAF8058911.1 ARG7 [Scenedesmus sp. PABB004]	EIE22869.1 argininosuccinate lyase [Coccomyxa subellipsoidea C-169]
OG0001382	KAF8065579.1 SMC2-1 [Scenedesmus sp. PABB004]	EIE18219.1 RecF/RecN/SMC protein [Coccomyxa subellipsoidea C-169]
OG0001383	KAF8061304.1 gyrA [Scenedesmus sp. PABB004]	EIE20608.1 DNA gyrase_ A subunit [Coccomyxa subellipsoidea C-169]
OG0001384	KAF8057922.1 SRC2 [Scenedesmus sp. PABB004]	EIE26472.1 hypothetical protein COCSUDRAFT_59008 [Coccomyxa subellipsoidea C-169]
OG0001385	KAF8057634.1 TOP6B [Scenedesmus sp. PABB004]	EIE26704.1 hypothetical protein COCSUDRAFT_11853 [Coccomyxa subellipsoidea C-169]
OG0001386	KAF8056450.1 ethanolamine kinase [Scenedesmus sp. PABB004]	EIE20173.1 glutathione S-transferase [Coccomyxa subellipsoidea C-169]
OG0001387	KAF8073052.1 CHR5 [Scenedesmus sp. PABB004]	EIE23598.1 hypothetical protein COCSUDRAFT_47361 [Coccomyxa subellipsoidea C-169]
OG0001388	KAF8054973.1 RH29 [Scenedesmus sp. PABB004]	EIE25970.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001390	KAF8066293.1 Art7 [Scenedesmus sp. PABB004]	EIE27715.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0001393	KAF8062780.1 CDKC-1 [Scenedesmus sp. PABB004]	EIE22771.1 Pkinase-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001395	KAF8064494.1 NRPA2 [Scenedesmus sp. PABB004]	EIE18403.1 beta and beta-prime subunits of DNA dependent RNA-polymerase_ partial [Coccomyxa subellipsoidea C-169], EIE18402.1 beta and beta-prime subunits of DNA dependent RNA-polymerase_ partial [Coccomyxa subellipsoidea C-169]
OG0001396	KAF8055920.1 TOC120 [Scenedesmus sp. PABB004]	EIE27818.1 hypothetical protein COCSUDRAFT_26914 [Coccomyxa subellipsoidea C-169]
OG0001397	KAF8067373.1 SMU1 [Scenedesmus sp. PABB004]	EIE22145.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0001398	KAF8071197.1 NFS2 [Scenedesmus sp. PABB004]	EIE21843.1 cysteine desulfurase [Coccomyxa subellipsoidea C-169]
OG0001399	KAF8058850.1 sf3a2 [Scenedesmus sp. PABB004]	EIE24018.1 hypothetical protein COCSUDRAFT_53193 [Coccomyxa subellipsoidea C-169]
OG0001400	KAF8058464.1 CCDC25 [Scenedesmus sp. PABB004]	EIE23989.1 DUF814-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001401	KAF8072868.1 PITH domain-containing protein [Scenedesmus sp. PABB004]	EIE19587.1 DUF1000-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001403	KAF8056771.1 TGD2 [Scenedesmus sp. PABB004], KAF8056776.1 TGD2 [Scenedesmus sp. PABB004]	EIE21926.1 MCE-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001406	KAF8058453.1 Hdac1 [Scenedesmus sp. PABB004]	EIE18995.1 20S proteasome beta subunit E_ type beta 5 [Coccomyxa subellipsoidea C-169]
OG0001408	KAF8057112.1 XPO1 [Scenedesmus sp. PABB004]	EIE21833.1 hypothetical protein COCSUDRAFT_66704 [Coccomyxa subellipsoidea C-169]
OG0001409	KAF8067418.1 trx1 [Scenedesmus sp. PABB004]	EIE24188.1 hypothetical protein COCSUDRAFT_62698 [Coccomyxa subellipsoidea C-169], EIE19047.1 S-adenosyl-L-methionine-dependent methyltransferase_ partial [Coccomyxa subellipsoidea C-169]
OG0001410	KAF8055664.1 BOB1 [Scenedesmus sp. PABB004], KAF8067145.1 olpB [Scenedesmus sp. PABB004]	EIE22427.1 CS-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001411	KAF8060277.1 RZ1A [Scenedesmus sp. PABB004]	EIE20237.1 hypothetical protein COCSUDRAFT_57959 [Coccomyxa subellipsoidea C-169]
OG0001412	KAF8057116.1 MBD4L [Scenedesmus sp. PABB004]	EIE24531.1 DNA glycosylase [Coccomyxa subellipsoidea C-169]
OG0001413	KAF8069369.1 PRP2 [Scenedesmus sp. PABB004]	EIE26641.1 hypothetical protein COCSUDRAFT_46169 [Coccomyxa subellipsoidea C-169]
OG0001414	KAF8063841.1 DEGP1 [Scenedesmus sp. PABB004]	EIE22472.1 trypsin-like serine protease [Coccomyxa subellipsoidea C-169]
OG0001415	KAF8065518.1 hypothetical protein HT031_003119 [Scenedesmus sp. PABB004]	EIE24260.1 hypothetical protein COCSUDRAFT_53278 [Coccomyxa subellipsoidea C-169]
OG0001417	KAF8055281.1 Threonine synthase [Scenedesmus sp. PABB004]	EIE19794.1 threonine synthase [Coccomyxa subellipsoidea C-169]
OG0001419	KAF8066421.1 Mcat [Scenedesmus sp. PABB004]	EIE22430.1 ankyrin [Coccomyxa subellipsoidea C-169], EIE18306.1 hypothetical protein COCSUDRAFT_83607 [Coccomyxa subellipsoidea C-169], EIE22429.1 malonyl-CoA_ACP transacylase [Coccomyxa subellipsoidea C-169]
OG0001420	KAF8059182.1 ZBP14 [Scenedesmus sp. PABB004]	EIE24285.1 HIT-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001421	KAF8058401.1 Togaram2 [Scenedesmus sp. PABB004]	EIE24255.1 hypothetical protein COCSUDRAFT_62760 [Coccomyxa subellipsoidea C-169]
OG0001422	KAF8068358.1 YPTV3 [Scenedesmus sp. PABB004], KAF8058946.1 YPTV3 [Scenedesmus sp. PABB004]	EIE24226.1 small rab-related GTPase [Coccomyxa subellipsoidea C-169]
OG0001424	KAF8056371.1 hypothetical protein HT031_006370 [Scenedesmus sp. PABB004]	EIE27004.1 homoserine kinase [Coccomyxa subellipsoidea C-169]
OG0001425	KAF8062909.1 ASB1 [Scenedesmus sp. PABB004]	EIE22214.1 anthranilate synthase beta subunit [Coccomyxa subellipsoidea C-169]
OG0001426	KAF8058135.1 PRP8A [Scenedesmus sp. PABB004]	EIE25534.1 splicing factor_ component of the U5 snRNP and of the spliceosome [Coccomyxa subellipsoidea C-169]
OG0001427	KAF8067326.1 JMJ16 [Scenedesmus sp. PABB004], KAF8057902.1 P4H3 [Scenedesmus sp. PABB004]	EIE20854.1 JmjC-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001428	KAF8065743.1 hypothetical protein HT031_002803 [Scenedesmus sp. PABB004]	EIE21598.1 hypothetical protein COCSUDRAFT_30102 [Coccomyxa subellipsoidea C-169]
OG0001429	KAF8058861.1 hypothetical protein HT031_005429 [Scenedesmus sp. PABB004]	EIE20066.1 hypothetical protein COCSUDRAFT_57787 [Coccomyxa subellipsoidea C-169]
OG0001430	KAF8059402.1 GSO1 [Scenedesmus sp. PABB004]	EIE22320.1 hypothetical protein COCSUDRAFT_42658 [Coccomyxa subellipsoidea C-169]
OG0001431	KAF8071370.1 R06F6.8 [Scenedesmus sp. PABB004]	EIE22522.1 hypothetical protein COCSUDRAFT_83479 [Coccomyxa subellipsoidea C-169]
OG0001433	KAF8068205.1 hypothetical protein HT031_001891 [Scenedesmus sp. PABB004]	EIE18838.1 N-carbamyl-L-amino acid amidohydrolase [Coccomyxa subellipsoidea C-169], EIE25605.1 N-carbamyl-L-amino acid amidohydrolase [Coccomyxa subellipsoidea C-169]
OG0001435	KAF8067301.1 SUS3 [Scenedesmus sp. PABB004]	EIE18920.1 sucrose synthase [Coccomyxa subellipsoidea C-169]
OG0001436	KAF8069413.1 SKI3 [Scenedesmus sp. PABB004]	EIE21769.1 TPR-like protein [Coccomyxa subellipsoidea C-169], EIE19817.1 hypothetical protein COCSUDRAFT_83558 [Coccomyxa subellipsoidea C-169]
OG0001438	KAF8055035.1 hypothetical protein HT031_006851 [Scenedesmus sp. PABB004]	EIE23262.1 hypothetical protein COCSUDRAFT_66245 [Coccomyxa subellipsoidea C-169], EIE21744.1 hypothetical protein COCSUDRAFT_56197 [Coccomyxa subellipsoidea C-169]
OG0001439	KAF8061902.1 ABCG21 [Scenedesmus sp. PABB004], KAF8058431.1 ABCG25 [Scenedesmus sp. PABB004]	EIE21666.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0001440	KAF8065946.1 dml1 [Scenedesmus sp. PABB004]	EIE19615.1 tubulin nucleotide-binding domain-like protein [Coccomyxa subellipsoidea C-169]
OG0001441	KAF8068242.1 Ocrl [Scenedesmus sp. PABB004]	EIE20020.1 DNase I-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0001442	KAF8067367.1 hypothetical protein HT031_002415 [Scenedesmus sp. PABB004]	EIE26861.1 hypothetical protein COCSUDRAFT_59369 [Coccomyxa subellipsoidea C-169]
OG0001443	KAF8062901.1 ackA [Scenedesmus sp. PABB004]	EIE25194.1 acetate kinase [Coccomyxa subellipsoidea C-169]
OG0001444	KAF8059147.1 MKP1 [Scenedesmus sp. PABB004]	EIE21188.1 MAP kinase phosphatase 1_ partial [Coccomyxa subellipsoidea C-169]
OG0001445	KAF8069713.1 nucleolar GTP-binding protein 1 [Scenedesmus sp. PABB004]	EIE21975.1 nucleolar GTP-binding protein [Coccomyxa subellipsoidea C-169]
OG0001446	KAF8069707.1 NCL2 [Scenedesmus sp. PABB004]	EIE26168.1 hypothetical protein COCSUDRAFT_61158 [Coccomyxa subellipsoidea C-169]
OG0001447	KAF8056148.1 VPS52 [Scenedesmus sp. PABB004]	EIE21690.1 Vps52-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001450	KAF8072833.1 zinc transporter [Scenedesmus sp. PABB004]	EIE22570.1 cation efflux protein_ partial [Coccomyxa subellipsoidea C-169], EIE24587.1 cation efflux protein [Coccomyxa subellipsoidea C-169]
OG0001452	KAF8066299.1 Pan2 [Scenedesmus sp. PABB004]	EIE26883.1 Exonuclease_ partial [Coccomyxa subellipsoidea C-169]
OG0001453	KAF8055335.1 hypothetical protein HT031_006790 [Scenedesmus sp. PABB004]	EIE27806.1 hypothetical protein COCSUDRAFT_39376 [Coccomyxa subellipsoidea C-169]
OG0001454	KAF8067323.1 ARID4 [Scenedesmus sp. PABB004]	EIE24790.1 hypothetical protein COCSUDRAFT_62200 [Coccomyxa subellipsoidea C-169], EIE24806.1 hypothetical protein COCSUDRAFT_46949 [Coccomyxa subellipsoidea C-169]
OG0001455	KAF8061059.1 CYP97C1 [Scenedesmus sp. PABB004]	EIE23687.1 CYP97C3 [Coccomyxa subellipsoidea C-169]
OG0001456	KAF8065530.1 PRP40A [Scenedesmus sp. PABB004]	EIE22742.1 hypothetical protein COCSUDRAFT_47676 [Coccomyxa subellipsoidea C-169]
OG0001457	KAF8066315.1 SETD4 [Scenedesmus sp. PABB004]	EIE27734.1 SET domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001458	KAF8059131.1 MIRO2 [Scenedesmus sp. PABB004]	EIE18377.1 hypothetical protein COCSUDRAFT_38657 [Coccomyxa subellipsoidea C-169]
OG0001459	KAF8072543.1 CID7 [Scenedesmus sp. PABB004]	EIE20917.1 hypothetical protein COCSUDRAFT_54275 [Coccomyxa subellipsoidea C-169]
OG0001460	KAF8060545.1 RPL15 [Scenedesmus sp. PABB004]	EIE23535.1 ribosomal protein L15 [Coccomyxa subellipsoidea C-169]
OG0001461	KAF8059373.1 PMA1 [Scenedesmus sp. PABB004]	EIE23331.1 putative plasma membrane-type proton ATPase [Coccomyxa subellipsoidea C-169], EIE19189.1 plasma-membrane proton-e [Coccomyxa subellipsoidea C-169]
OG0001462	KAF8071322.1 SEC31B [Scenedesmus sp. PABB004]	EIE18851.1 hypothetical protein COCSUDRAFT_49081 [Coccomyxa subellipsoidea C-169]
OG0001463	KAF8059418.1 hypothetical protein HT031_005223 [Scenedesmus sp. PABB004]	EIE19841.1 hypothetical protein COCSUDRAFT_58078 [Coccomyxa subellipsoidea C-169]
OG0001464	KAF8058116.1 KLP1 [Scenedesmus sp. PABB004]	EIE23480.1 hypothetical protein COCSUDRAFT_65938 [Coccomyxa subellipsoidea C-169]
OG0001465	KAF8069615.1 hypothetical protein HT031_001732 [Scenedesmus sp. PABB004]	EIE19684.1 dihydropryrimidine dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0001466	KAF8061928.1 hypothetical protein HT031_004188 [Scenedesmus sp. PABB004], KAF8073212.1 chlI [Scenedesmus sp. PABB004]	EIE25814.1 magnesium-chelatase subunit [Coccomyxa subellipsoidea C-169]
OG0001467	KAF8058867.1 hypothetical protein HT031_005435 [Scenedesmus sp. PABB004]	EIE21980.1 hypothetical protein COCSUDRAFT_56423 [Coccomyxa subellipsoidea C-169]
OG0001468	KAF8061168.1 ABI1 [Scenedesmus sp. PABB004]	EIE21791.1 protein phosphatase 2C catalytic subunit_ partial [Coccomyxa subellipsoidea C-169]
OG0001469	KAF8059190.1 PEX10 [Scenedesmus sp. PABB004]	EIE25552.1 hypothetical protein COCSUDRAFT_46761 [Coccomyxa subellipsoidea C-169]
OG0001470	KAF8055840.1 IM30 [Scenedesmus sp. PABB004]	EIE19360.1 PspA/IM30 [Coccomyxa subellipsoidea C-169]
OG0001471	KAF8071235.1 UBC33 [Scenedesmus sp. PABB004]	EIE22440.1 UBC-like protein [Coccomyxa subellipsoidea C-169], EIE23404.1 UBC-like protein [Coccomyxa subellipsoidea C-169]
OG0001473	KAF8061317.1 bbs9 [Scenedesmus sp. PABB004]	EIE26281.1 DNA-binding protein [Coccomyxa subellipsoidea C-169]
OG0001475	KAF8058036.1 PREP1 [Scenedesmus sp. PABB004]	EIE26508.1 hypothetical protein COCSUDRAFT_35102 [Coccomyxa subellipsoidea C-169]
OG0001476	KAF8056126.1 COG6 [Scenedesmus sp. PABB004]	EIE27799.1 component of oligomeric golgi complex 6 [Coccomyxa subellipsoidea C-169]
OG0001477	KAF8061068.1 Mutyh [Scenedesmus sp. PABB004]	EIE26381.1 DNA glycosylase [Coccomyxa subellipsoidea C-169]
OG0001478	KAF8060070.1 AMSH1 [Scenedesmus sp. PABB004]	EIE22119.1 Mov34-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001479	KAF8060605.1 RRA3 [Scenedesmus sp. PABB004]	EIE20571.1 hypothetical protein COCSUDRAFT_37807 [Coccomyxa subellipsoidea C-169]
OG0001480	KAF8055907.1 OCT1 [Scenedesmus sp. PABB004]	EIE23493.1 zincin [Coccomyxa subellipsoidea C-169]
OG0001481	KAF8056757.1 RD21A [Scenedesmus sp. PABB004]	EIE26881.1 hypothetical protein COCSUDRAFT_21961 [Coccomyxa subellipsoidea C-169], EIE27072.1 RmlC-like cupin [Coccomyxa subellipsoidea C-169]
OG0001482	KAF8072358.1 Glutamate--tRNA ligase [Scenedesmus sp. PABB004]	EIE26633.1 non-discriminatory gln-glu-trna synthetase [Coccomyxa subellipsoidea C-169]
OG0001485	KAF8070855.1 hypothetical protein HT031_000936 [Scenedesmus sp. PABB004]	EIE20516.1 hypothetical protein COCSUDRAFT_57663 [Coccomyxa subellipsoidea C-169]
OG0001486	KAF8059710.1 hypothetical protein HT031_005118 [Scenedesmus sp. PABB004]	EIE20013.1 PLATZ-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0001487	KAF8068314.1 citrate synthase [Scenedesmus sp. PABB004]	EIE25676.1 si-synthase [Coccomyxa subellipsoidea C-169]
OG0001488	KAF8059137.1 UBP14 [Scenedesmus sp. PABB004]	EIE18246.1 ubiquitinyl hydrolase [Coccomyxa subellipsoidea C-169]
OG0001489	KAF8058299.1 Scube1 [Scenedesmus sp. PABB004], KAF8062903.1 Scube1 [Scenedesmus sp. PABB004]	EIE25241.1 hypothetical protein COCSUDRAFT_65166 [Coccomyxa subellipsoidea C-169]
OG0001490	KAF8059407.1 ODA4 [Scenedesmus sp. PABB004]	EIE23826.1 flagellar outer dynein arm heavy chain beta [Coccomyxa subellipsoidea C-169]
OG0001491	KAF8061092.1 AP25 [Scenedesmus sp. PABB004], KAF8061093.1 hypothetical protein HT031_004553 [Scenedesmus sp. PABB004]	EIE25712.1 acid protease [Coccomyxa subellipsoidea C-169]
OG0001492	KAF8066160.1 HCF244 [Scenedesmus sp. PABB004]	EIE24340.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0001493	KAF8065497.1 RNR1 [Scenedesmus sp. PABB004]	EIE20019.1 NSG5 protein [Coccomyxa subellipsoidea C-169]
OG0001494	KAF8059984.1 RPT1A [Scenedesmus sp. PABB004]	EIE25140.1 26S proteasome subunit P45 [Coccomyxa subellipsoidea C-169]
OG0001495	KAF8064601.1 AOX4 [Scenedesmus sp. PABB004]	EIE25129.1 hypothetical protein COCSUDRAFT_46597 [Coccomyxa subellipsoidea C-169]
OG0001496	KAF8065465.1 ftsH [Scenedesmus sp. PABB004]	EIE20821.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001497	KAF8057140.1 OTU2 [Scenedesmus sp. PABB004], KAF8059422.1 OTU2 [Scenedesmus sp. PABB004]	EIE18214.1 OTU-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001498	KAF8067295.1 MCM6 [Scenedesmus sp. PABB004]	EIE23406.1 MCM-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE19220.1 2-oxoglutarate dehydrogenase_ E1 component [Coccomyxa subellipsoidea C-169]
OG0001499	KAF8057663.1 ENO1 [Scenedesmus sp. PABB004], KAF8071184.1 enol-1 [Scenedesmus sp. PABB004]	EIE19505.1 enolase [Coccomyxa subellipsoidea C-169], EIE26183.1 enolase [Coccomyxa subellipsoidea C-169]
OG0001500	KAF8064563.1 hypothetical protein HT031_003363 [Scenedesmus sp. PABB004]	EIE18772.1 hypothetical protein COCSUDRAFT_60075 [Coccomyxa subellipsoidea C-169], EIE18773.1 hypothetical protein COCSUDRAFT_68195 [Coccomyxa subellipsoidea C-169]
OG0001501	KAF8071296.1 hypothetical protein HT031_001379 [Scenedesmus sp. PABB004]	EIE19735.1 L-galactono-1_4-lactone dehydrogenase-like protein [Coccomyxa subellipsoidea C-169]
OG0001502	KAF8057777.1 PP2AB2 [Scenedesmus sp. PABB004]	EIE21400.1 protein phosphatase 2A regulatory subunit PR55 [Coccomyxa subellipsoidea C-169]
OG0001504	KAF8062695.1 CALM1 [Scenedesmus sp. PABB004], KAF8067316.1 Calmodulin [Scenedesmus sp. PABB004]	EIE23764.1 EF-hand [Coccomyxa subellipsoidea C-169]
OG0001505	KAF8058889.1 hypothetical protein HT031_005457 [Scenedesmus sp. PABB004]	EIE27526.1 hypothetical protein COCSUDRAFT_11312 [Coccomyxa subellipsoidea C-169]
OG0001506	KAF8071127.1 RPL13 [Scenedesmus sp. PABB004]	EIE19547.1 ribosomal protein L13 [Coccomyxa subellipsoidea C-169]
OG0001507	KAF8056862.1 hypothetical protein HT031_006206 [Scenedesmus sp. PABB004]	EIE26605.1 cell division transporter substrate-binding protein FtsY [Coccomyxa subellipsoidea C-169]
OG0001509	KAF8064503.1 DIT2-1 [Scenedesmus sp. PABB004]	EIE27528.1 Sodium/sulfate symporter [Coccomyxa subellipsoidea C-169]
OG0001510	KAF8062071.1 PMS1 [Scenedesmus sp. PABB004]	EIE24749.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0001511	KAF8072557.1 PSR2 [Scenedesmus sp. PABB004]	EIE23454.1 hypothetical protein COCSUDRAFT_62990 [Coccomyxa subellipsoidea C-169]
OG0001512	KAF8064630.1 alkK [Scenedesmus sp. PABB004]	EIE20555.1 putative AMP-binding enzyme [Coccomyxa subellipsoidea C-169]
OG0001513	KAF8058119.1 DAPB1 [Scenedesmus sp. PABB004], KAF8063027.1 DAPB1 [Scenedesmus sp. PABB004]	EIE27042.1 dihydrodipicolinate reductase [Coccomyxa subellipsoidea C-169]
OG0001514	KAF8072580.1 hypothetical protein HT031_000240 [Scenedesmus sp. PABB004]	EIE26042.1 hypothetical protein COCSUDRAFT_64948 [Coccomyxa subellipsoidea C-169]
OG0001515	KAF8054953.1 ruvbl2 [Scenedesmus sp. PABB004], KAF8054872.1 ruvbl2 [Scenedesmus sp. PABB004]	EIE27048.1 TIP49-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001517	KAF8071355.1 RMD1 [Scenedesmus sp. PABB004]	EIE27380.1 DUF155-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001518	KAF8065517.1 CRY1 [Scenedesmus sp. PABB004], KAF8066292.1 CRY1 [Scenedesmus sp. PABB004]	EIE22432.1 hypothetical protein COCSUDRAFT_1729_ partial [Coccomyxa subellipsoidea C-169]
OG0001519	KAF8059999.1 hypothetical protein HT031_004937 [Scenedesmus sp. PABB004]	EIE22855.1 protease IV with duplicated peptidase family U7 domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001521	KAF8067359.1 Acsf3 [Scenedesmus sp. PABB004]	EIE24986.1 hypothetical protein COCSUDRAFT_61241 [Coccomyxa subellipsoidea C-169], EIE24987.1 acetyl-CoA synthetase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0001522	KAF8061903.1 EGF1 [Scenedesmus sp. PABB004]	EIE18019.1 hypothetical protein COCSUDRAFT_55055 [Coccomyxa subellipsoidea C-169]
OG0001524	KAF8072508.1 Akr1a1 [Scenedesmus sp. PABB004]	EIE21389.1 low CO2-induced aldose reductase [Coccomyxa subellipsoidea C-169], EIE21390.1 putative aldose reductase [Coccomyxa subellipsoidea C-169]
OG0001525	KAF8061907.1 MRF1 [Scenedesmus sp. PABB004]	EIE18312.1 MA3-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001526	KAF8072660.1 aspS [Scenedesmus sp. PABB004]	EIE26768.1 aspartyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]
OG0001527	KAF8067307.1 SRL1 [Scenedesmus sp. PABB004]	EIE24993.1 PRP38-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001528	KAF8054988.1 nol10 [Scenedesmus sp. PABB004]	EIE25411.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0001529	KAF8073044.1 nip7 [Scenedesmus sp. PABB004]	EIE25398.1 60S ribosome subunit biogenesis protein NIP7 [Coccomyxa subellipsoidea C-169]
OG0001530	KAF8073159.1 hypothetical protein HT031_000820 [Scenedesmus sp. PABB004]	EIE22923.1 hypothetical protein COCSUDRAFT_64042 [Coccomyxa subellipsoidea C-169], EIE22924.1 hypothetical protein COCSUDRAFT_64043 [Coccomyxa subellipsoidea C-169]
OG0001531	KAF8069459.1 hypothetical protein HT031_001575 [Scenedesmus sp. PABB004]	EIE25416.1 hypothetical protein COCSUDRAFT_61635 [Coccomyxa subellipsoidea C-169]
OG0001532	KAF8073104.1 PI4KG4 [Scenedesmus sp. PABB004]	EIE22603.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
