Orthogroup	Scenedesmus_PABB004	Auxenochlorella_protothecoides
OG0000637	KAF8065666.1 NAA20 [Scenedesmus sp. PABB004]	RMZ53706.1 hypothetical protein APUTEX25_003240 [Auxenochlorella protothecoides], RMZ56338.1 hypothetical protein APUTEX25_004695 [Auxenochlorella protothecoides]
OG0000638	KAF8066343.1 mon2 [Scenedesmus sp. PABB004]	RMZ53764.1 hypothetical protein APUTEX25_003903_ partial [Auxenochlorella protothecoides]
OG0000639	KAF8069658.1 histone H1.2 [Scenedesmus sp. PABB004]	RMZ53785.1 hypothetical protein APUTEX25_003924 [Auxenochlorella protothecoides]
OG0000640	KAF8073242.1 hypothetical protein HT031_000903 [Scenedesmus sp. PABB004]	RMZ53822.1 hypothetical protein APUTEX25_003961_ partial [Auxenochlorella protothecoides]
OG0000641	KAF8073049.1 hypothetical protein HT031_000710 [Scenedesmus sp. PABB004]	RMZ53825.1 hypothetical protein APUTEX25_003964_ partial [Auxenochlorella protothecoides]
OG0000642	KAF8067361.1 hypothetical protein HT031_002409 [Scenedesmus sp. PABB004], KAF8062065.1 Agxt [Scenedesmus sp. PABB004]	RMZ53954.1 hypothetical protein APUTEX25_002531 [Auxenochlorella protothecoides]
OG0000643	KAF8073000.1 SNX2B [Scenedesmus sp. PABB004]	RMZ54045.1 hypothetical protein APUTEX25_002622 [Auxenochlorella protothecoides]
OG0000644	KAF8058879.1 CPL1 [Scenedesmus sp. PABB004]	RMZ54067.1 hypothetical protein APUTEX25_002644_ partial [Auxenochlorella protothecoides]
OG0000645	KAF8071252.1 CTH1 [Scenedesmus sp. PABB004], KAF8065443.1 CTH1 [Scenedesmus sp. PABB004]	RMZ54079.1 hypothetical protein APUTEX25_002656 [Auxenochlorella protothecoides]
OG0000646	KAF8059753.1 TCF25 [Scenedesmus sp. PABB004]	RMZ57192.1 hypothetical protein APUTEX25_004026 [Auxenochlorella protothecoides]
OG0000647	KAF8072382.1 CBSCBS2 [Scenedesmus sp. PABB004]	RMZ54859.1 hypothetical protein APUTEX25_000376_ partial [Auxenochlorella protothecoides], RMZ54173.1 hypothetical protein APUTEX25_005329 [Auxenochlorella protothecoides]
OG0000648	KAF8055999.1 tRNA-dihydrouridine_47_ synthase [NAD_P__+_] [Scenedesmus sp. PABB004]	RMZ54179.1 hypothetical protein APUTEX25_005335 [Auxenochlorella protothecoides]
OG0000649	KAF8059202.1 LYSA1 [Scenedesmus sp. PABB004]	RMZ54279.1 hypothetical protein APUTEX25_001437 [Auxenochlorella protothecoides]
OG0000650	KAF8060610.1 MMK1 [Scenedesmus sp. PABB004]	RMZ54299.1 hypothetical protein APUTEX25_001457 [Auxenochlorella protothecoides]
OG0000650	KAF8069371.1 MPK4b [Scenedesmus sp. PABB004]	RMZ57645.1 hypothetical protein APUTEX25_001845 [Auxenochlorella protothecoides]
OG0000651	KAF8067366.1 ADS3 [Scenedesmus sp. PABB004], KAF8071250.1 ADS3 [Scenedesmus sp. PABB004]	RMZ54365.1 hypothetical protein APUTEX25_001941 [Auxenochlorella protothecoides]
OG0000652	KAF8063022.1 TGD3 [Scenedesmus sp. PABB004]	RMZ54466.1 hypothetical protein APUTEX25_002042_ partial [Auxenochlorella protothecoides]
OG0000653	KAF8072900.1 asd [Scenedesmus sp. PABB004], KAF8064545.1 Ank3 [Scenedesmus sp. PABB004]	RMZ54477.1 hypothetical protein APUTEX25_002053_ partial [Auxenochlorella protothecoides]
OG0000655	KAF8066175.1 hypothetical protein HT031_002497 [Scenedesmus sp. PABB004]	RMZ54649.1 hypothetical protein APUTEX25_003027 [Auxenochlorella protothecoides], RMZ56219.1 hypothetical protein APUTEX25_002409 [Auxenochlorella protothecoides]
OG0000656	KAF8061890.1 Cfap57 [Scenedesmus sp. PABB004]	RMZ56720.1 hypothetical protein APUTEX25_002809 [Auxenochlorella protothecoides]
OG0000656	KAF8064582.1 tRNA _guanine-N_7_-_-methyltransferase [Scenedesmus sp. PABB004]	RMZ54765.1 hypothetical protein APUTEX25_000282_ partial [Auxenochlorella protothecoides]
OG0000657	KAF8056383.1 UBC2 [Scenedesmus sp. PABB004], KAF8069445.1 UBC2 [Scenedesmus sp. PABB004]	RMZ54844.1 hypothetical protein APUTEX25_000361 [Auxenochlorella protothecoides]
OG0000658	KAF8071083.1 THO3 [Scenedesmus sp. PABB004]	RMZ54913.1 hypothetical protein APUTEX25_000430_ partial [Auxenochlorella protothecoides]
OG0000661	KAF8071310.1 ODA9 [Scenedesmus sp. PABB004]	RMZ55081.1 hypothetical protein APUTEX25_005707 [Auxenochlorella protothecoides]
OG0000662	KAF8056431.1 hypothetical protein HT031_006288 [Scenedesmus sp. PABB004]	RMZ55110.1 hypothetical protein APUTEX25_005388 [Auxenochlorella protothecoides]
OG0000664	KAF8065536.1 wdr82 [Scenedesmus sp. PABB004]	RMZ55173.1 hypothetical protein APUTEX25_005451_ partial [Auxenochlorella protothecoides], RMZ57180.1 hypothetical protein APUTEX25_004014 [Auxenochlorella protothecoides]
OG0000666	KAF8061963.1 acpP1 [Scenedesmus sp. PABB004]	RMZ55213.1 hypothetical protein APUTEX25_005491_ partial [Auxenochlorella protothecoides]
OG0000669	KAF8059655.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. PABB004]	RMZ55482.1 hypothetical protein APUTEX25_000065 [Auxenochlorella protothecoides]
OG0000670	KAF8072827.1 hypothetical protein HT031_000487 [Scenedesmus sp. PABB004]	RMZ55498.1 hypothetical protein APUTEX25_000081_ partial [Auxenochlorella protothecoides]
OG0000672	KAF8061171.1 ABCG2 [Scenedesmus sp. PABB004]	RMZ55635.1 hypothetical protein APUTEX25_000218_ partial [Auxenochlorella protothecoides], RMZ55518.1 hypothetical protein APUTEX25_000101 [Auxenochlorella protothecoides]
OG0000673	KAF8071361.1 SPS3 [Scenedesmus sp. PABB004]	RMZ55543.1 hypothetical protein APUTEX25_000126_ partial [Auxenochlorella protothecoides]
OG0000673	KAF8061130.1 ENV9 [Scenedesmus sp. PABB004]	RMZ56210.1 hypothetical protein APUTEX25_002400 [Auxenochlorella protothecoides]
OG0000674	KAF8072708.1 UPL1 [Scenedesmus sp. PABB004]	RMZ57814.1 hypothetical protein APUTEX25_002482_ partial [Auxenochlorella protothecoides], RMZ55555.1 hypothetical protein APUTEX25_000138 [Auxenochlorella protothecoides]
OG0000676	KAF8073045.1 LSM1A [Scenedesmus sp. PABB004]	RMZ57478.1 hypothetical protein APUTEX25_004312 [Auxenochlorella protothecoides], RMZ55646.1 hypothetical protein APUTEX25_000229 [Auxenochlorella protothecoides]
OG0000677	KAF8072487.1 Glutamate decarboxylase [Scenedesmus sp. PABB004]	RMZ55735.1 hypothetical protein APUTEX25_005776 [Auxenochlorella protothecoides]
OG0000678	KAF8064669.1 SKP1B [Scenedesmus sp. PABB004], KAF8062103.1 hypothetical protein HT031_004363 [Scenedesmus sp. PABB004]	RMZ55892.1 hypothetical protein APUTEX25_003858_ partial [Auxenochlorella protothecoides]
OG0000679	KAF8067226.1 Nat9 [Scenedesmus sp. PABB004], KAF8070910.1 GPX6 [Scenedesmus sp. PABB004]	RMZ55895.1 hypothetical protein APUTEX25_003861 [Auxenochlorella protothecoides]
OG0000681	KAF8059437.1 CDC73 [Scenedesmus sp. PABB004], KAF8062100.1 ELP2 [Scenedesmus sp. PABB004]	RMZ56005.1 hypothetical protein APUTEX25_004429_ partial [Auxenochlorella protothecoides]
OG0000684	KAF8061392.1 cfaD [Scenedesmus sp. PABB004], KAF8061334.1 cfaD [Scenedesmus sp. PABB004]	RMZ56759.1 hypothetical protein APUTEX25_002848 [Auxenochlorella protothecoides], RMZ56185.1 hypothetical protein APUTEX25_002375_ partial [Auxenochlorella protothecoides]
OG0000685	KAF8056441.1 ACBP4 [Scenedesmus sp. PABB004]	RMZ56195.1 hypothetical protein APUTEX25_002385 [Auxenochlorella protothecoides], RMZ56230.1 hypothetical protein APUTEX25_002420 [Auxenochlorella protothecoides]
OG0000688	KAF8072582.1 nmd3 [Scenedesmus sp. PABB004]	RMZ56435.1 hypothetical protein APUTEX25_004658 [Auxenochlorella protothecoides]
OG0000689	KAF8065927.1 IPMS1 [Scenedesmus sp. PABB004]	RMZ56566.1 hypothetical protein APUTEX25_001413 [Auxenochlorella protothecoides]
OG0000690	KAF8070879.1 hypothetical protein HT031_000960 [Scenedesmus sp. PABB004]	RMZ56612.1 hypothetical protein APUTEX25_002701 [Auxenochlorella protothecoides]
OG0000691	KAF8059659.1 slc38a10 [Scenedesmus sp. PABB004]	RMZ56674.1 hypothetical protein APUTEX25_002763_ partial [Auxenochlorella protothecoides]
OG0000692	KAF8065512.1 EXOSC8 [Scenedesmus sp. PABB004]	RMZ56647.1 hypothetical protein APUTEX25_002736 [Auxenochlorella protothecoides]
OG0000692	KAF8057154.1 Ogd [Scenedesmus sp. PABB004], KAF8060096.1 Ogd [Scenedesmus sp. PABB004]	RMZ56634.1 hypothetical protein APUTEX25_002723_ partial [Auxenochlorella protothecoides]
OG0000693	KAF8065442.1 HAP2 [Scenedesmus sp. PABB004]	RMZ56690.1 hypothetical protein APUTEX25_002779 [Auxenochlorella protothecoides]
OG0000694	KAF8070979.1 hddc2 [Scenedesmus sp. PABB004], KAF8067123.1 Ccdc61 [Scenedesmus sp. PABB004]	RMZ56696.1 hypothetical protein APUTEX25_002785 [Auxenochlorella protothecoides]
OG0000695	KAF8059669.1 ABCG36 [Scenedesmus sp. PABB004]	RMZ56703.1 hypothetical protein APUTEX25_002792_ partial [Auxenochlorella protothecoides]
OG0000696	KAF8069395.1 hypothetical protein HT031_001510 [Scenedesmus sp. PABB004], KAF8055119.1 RPL34 [Scenedesmus sp. PABB004]	RMZ56712.1 hypothetical protein APUTEX25_002801 [Auxenochlorella protothecoides]
OG0000697	KAF8068188.1 hypothetical protein HT031_001874 [Scenedesmus sp. PABB004]	RMZ57035.1 hypothetical protein APUTEX25_002267 [Auxenochlorella protothecoides], RMZ56775.1 hypothetical protein APUTEX25_002864 [Auxenochlorella protothecoides]
OG0000698	KAF8062040.1 hypothetical protein HT031_004300 [Scenedesmus sp. PABB004]	RMZ56836.1 hypothetical protein APUTEX25_002925 [Auxenochlorella protothecoides]
OG0000699	KAF8065595.1 hypothetical protein HT031_003196 [Scenedesmus sp. PABB004]	RMZ56899.1 hypothetical protein APUTEX25_002988 [Auxenochlorella protothecoides]
OG0000700	KAF8057899.1 Ppie [Scenedesmus sp. PABB004], KAF8063686.1 hypothetical protein HT031_003541 [Scenedesmus sp. PABB004]	RMZ57155.1 hypothetical protein APUTEX25_003989 [Auxenochlorella protothecoides]
OG0000701	KAF8067109.1 ABC1 family protein [Scenedesmus sp. PABB004], KAF8054611.1 ABC1 family protein [Scenedesmus sp. PABB004]	RMZ57220.1 hypothetical protein APUTEX25_004054 [Auxenochlorella protothecoides]
OG0000702	KAF8066289.1 mfsd5 [Scenedesmus sp. PABB004], KAF8056749.1 MFSD5 [Scenedesmus sp. PABB004]	RMZ57280.1 hypothetical protein APUTEX25_004114 [Auxenochlorella protothecoides]
OG0000703	KAF8059458.1 hypothetical protein HT031_005263 [Scenedesmus sp. PABB004]	RMZ57397.1 hypothetical protein APUTEX25_004231_ partial [Auxenochlorella protothecoides]
OG0000704	KAF8060550.1 TMEM18 [Scenedesmus sp. PABB004]	RMZ57405.1 hypothetical protein APUTEX25_004239 [Auxenochlorella protothecoides]
OG0000705	KAF8059153.1 hypothetical protein HT031_005325 [Scenedesmus sp. PABB004], KAF8059657.1 hypothetical protein HT031_005065 [Scenedesmus sp. PABB004]	RMZ57419.1 hypothetical protein APUTEX25_004253 [Auxenochlorella protothecoides]
OG0000706	KAF8062067.1 UKL1 [Scenedesmus sp. PABB004], KAF8072566.1 UKL1 [Scenedesmus sp. PABB004]	RMZ57456.1 hypothetical protein APUTEX25_004290 [Auxenochlorella protothecoides]
OG0000707	KAF8056387.1 USP42 [Scenedesmus sp. PABB004]	RMZ57457.1 hypothetical protein APUTEX25_004291_ partial [Auxenochlorella protothecoides]
OG0000708	KAF8059151.1 mat2b [Scenedesmus sp. PABB004]	RMZ57507.1 hypothetical protein APUTEX25_003750 [Auxenochlorella protothecoides]
OG0000710	KAF8059728.1 APK2 [Scenedesmus sp. PABB004]	RMZ57675.1 hypothetical protein APUTEX25_001875 [Auxenochlorella protothecoides]
OG0000730	KAF8061075.1 PRP31 [Scenedesmus sp. PABB004]	RMZ52364.1 hypothetical protein APUTEX25_000639_ partial [Auxenochlorella protothecoides]
OG0000732	KAF8068353.1 ttuB [Scenedesmus sp. PABB004]	RMZ52510.1 hypothetical protein APUTEX25_003653 [Auxenochlorella protothecoides]
OG0000733	KAF8068413.1 hypothetical protein HT031_002102 [Scenedesmus sp. PABB004]	RMZ52557.1 hypothetical protein APUTEX25_003700 [Auxenochlorella protothecoides]
OG0000734	KAF8073060.1 mdn1 [Scenedesmus sp. PABB004]	RMZ52645.1 hypothetical protein APUTEX25_000764 [Auxenochlorella protothecoides]
OG0000735	KAF8065437.1 hypothetical protein HT031_003038 [Scenedesmus sp. PABB004]	RMZ52751.1 hypothetical protein APUTEX25_000870 [Auxenochlorella protothecoides]
OG0000737	KAF8064550.1 Ufm1-specific protease [Scenedesmus sp. PABB004]	RMZ52700.1 hypothetical protein APUTEX25_000819_ partial [Auxenochlorella protothecoides]
OG0000738	KAF8055286.1 hypothetical protein HT031_006812 [Scenedesmus sp. PABB004]	RMZ52743.1 hypothetical protein APUTEX25_000862_ partial [Auxenochlorella protothecoides]
OG0000739	KAF8073192.1 NCA1 [Scenedesmus sp. PABB004]	RMZ52791.1 hypothetical protein APUTEX25_000910 [Auxenochlorella protothecoides]
OG0000741	KAF8070974.1 HXK1 [Scenedesmus sp. PABB004]	RMZ52828.1 hypothetical protein APUTEX25_000947 [Auxenochlorella protothecoides], RMZ54481.1 hypothetical protein APUTEX25_002057_ partial [Auxenochlorella protothecoides]
OG0000742	KAF8054878.1 NRT2.2 [Scenedesmus sp. PABB004]	RMZ52860.1 hypothetical protein APUTEX25_000979 [Auxenochlorella protothecoides]
OG0000743	KAF8064605.1 abhd17c [Scenedesmus sp. PABB004]	RMZ52874.1 hypothetical protein APUTEX25_000993_ partial [Auxenochlorella protothecoides], RMZ56479.1 hypothetical protein APUTEX25_001326 [Auxenochlorella protothecoides]
OG0000744	KAF8067147.1 GTE1 [Scenedesmus sp. PABB004]	RMZ52923.1 hypothetical protein APUTEX25_001042_ partial [Auxenochlorella protothecoides]
OG0000745	KAF8062723.1 Heat shock 22 kDa protein [Scenedesmus sp. PABB004], KAF8062724.1 Heat shock 22 kDa protein [Scenedesmus sp. PABB004]	RMZ53084.1 hypothetical protein APUTEX25_002493_ partial [Auxenochlorella protothecoides]
OG0000746	KAF8072525.1 SPBC3B9.04 [Scenedesmus sp. PABB004]	RMZ53087.1 hypothetical protein APUTEX25_002496 [Auxenochlorella protothecoides]
OG0000747	KAF8060493.1 SYP61 [Scenedesmus sp. PABB004]	RMZ53148.1 hypothetical protein APUTEX25_005137 [Auxenochlorella protothecoides], RMZ57809.1 hypothetical protein APUTEX25_000571_ partial [Auxenochlorella protothecoides]
OG0000748	KAF8056742.1 hypothetical protein HT031_006240 [Scenedesmus sp. PABB004]	RMZ55829.1 hypothetical protein APUTEX25_003795 [Auxenochlorella protothecoides]
OG0000749	KAF8058082.1 cystathionine beta-lyase [Scenedesmus sp. PABB004]	RMZ53211.1 hypothetical protein APUTEX25_005200 [Auxenochlorella protothecoides]
OG0000750	KAF8058950.1 AGO1 [Scenedesmus sp. PABB004]	RMZ53214.1 hypothetical protein APUTEX25_005203_ partial [Auxenochlorella protothecoides]
OG0000751	KAF8057898.1 hypothetical protein HT031_005844 [Scenedesmus sp. PABB004], KAF8061058.1 hypothetical protein HT031_004518 [Scenedesmus sp. PABB004], KAF8061063.1 hypothetical protein HT031_004523 [Scenedesmus sp. PABB004], KAF8065810.1 hypothetical protein HT031_002870 [Scenedesmus sp. PABB004], KAF8069695.1 hypothetical protein HT031_001812 [Scenedesmus sp. PABB004], KAF8060302.1 APA1 [Scenedesmus sp. PABB004]	RMZ53327.1 hypothetical protein APUTEX25_004815 [Auxenochlorella protothecoides]
OG0000752	KAF8072423.1 HISN6B [Scenedesmus sp. PABB004]	RMZ53338.1 hypothetical protein APUTEX25_004826_ partial [Auxenochlorella protothecoides]
OG0000752	KAF8072927.1 VPS54 [Scenedesmus sp. PABB004]	RMZ53414.1 hypothetical protein APUTEX25_004902_ partial [Auxenochlorella protothecoides]
OG0000753	KAF8062970.1 Succinate--CoA ligase [ADP-forming] subunit beta [Scenedesmus sp. PABB004]	RMZ53347.1 hypothetical protein APUTEX25_004835_ partial [Auxenochlorella protothecoides]
OG0000755	KAF8069456.1 hypothetical protein HT031_001572 [Scenedesmus sp. PABB004]	RMZ53493.1 hypothetical protein APUTEX25_003315 [Auxenochlorella protothecoides], RMZ53553.1 hypothetical protein APUTEX25_003375 [Auxenochlorella protothecoides], RMZ53482.1 hypothetical protein APUTEX25_003304 [Auxenochlorella protothecoides]
OG0000757	KAF8063036.1 ATP8B4 [Scenedesmus sp. PABB004]	RMZ53539.1 hypothetical protein APUTEX25_003361_ partial [Auxenochlorella protothecoides]
OG0000758	KAF8057854.1 ttll6 [Scenedesmus sp. PABB004], KAF8063863.1 Ttll9 [Scenedesmus sp. PABB004]	RMZ53558.1 hypothetical protein APUTEX25_003380 [Auxenochlorella protothecoides]
OG0000759	KAF8055843.1 hypothetical protein HT031_006618 [Scenedesmus sp. PABB004], KAF8073074.1 PAH2 [Scenedesmus sp. PABB004], KAF8073075.1 hypothetical protein HT031_000736 [Scenedesmus sp. PABB004], KAF8073067.1 hypothetical protein HT031_000728 [Scenedesmus sp. PABB004], KAF8059990.1 hypothetical protein HT031_004928 [Scenedesmus sp. PABB004]	RMZ53590.1 hypothetical protein APUTEX25_003412_ partial [Auxenochlorella protothecoides]
OG0000760	KAF8072700.1 PUX13 [Scenedesmus sp. PABB004]	RMZ53702.1 hypothetical protein APUTEX25_003236 [Auxenochlorella protothecoides]
OG0000761	KAF8057928.1 hypothetical protein HT031_005874 [Scenedesmus sp. PABB004]	RMZ57501.1 hypothetical protein APUTEX25_003744 [Auxenochlorella protothecoides], RMZ53717.1 hypothetical protein APUTEX25_003251 [Auxenochlorella protothecoides]
OG0000763	KAF8069551.1 UBA2 [Scenedesmus sp. PABB004]	RMZ53737.1 hypothetical protein APUTEX25_003876 [Auxenochlorella protothecoides]
OG0000764	KAF8058334.1 VTE4 [Scenedesmus sp. PABB004]	RMZ53749.1 hypothetical protein APUTEX25_003888_ partial [Auxenochlorella protothecoides]
OG0000765	KAF8062916.1 relA [Scenedesmus sp. PABB004]	RMZ53772.1 hypothetical protein APUTEX25_003911_ partial [Auxenochlorella protothecoides]
OG0000767	KAF8068336.1 hypothetical protein HT031_002024 [Scenedesmus sp. PABB004]	RMZ53871.1 hypothetical protein APUTEX25_005617_ partial [Auxenochlorella protothecoides]
OG0000768	KAF8067365.1 hypothetical protein HT031_002413 [Scenedesmus sp. PABB004]	RMZ53967.1 hypothetical protein APUTEX25_002544 [Auxenochlorella protothecoides], RMZ57184.1 hypothetical protein APUTEX25_004018 [Auxenochlorella protothecoides]
OG0000769	KAF8057108.1 RER4 [Scenedesmus sp. PABB004]	RMZ53977.1 hypothetical protein APUTEX25_002554_ partial [Auxenochlorella protothecoides]
OG0000770	KAF8070973.1 putative glucose-6-phosphate 1-epimerase [Scenedesmus sp. PABB004]	RMZ54042.1 hypothetical protein APUTEX25_002619_ partial [Auxenochlorella protothecoides]
OG0000772	KAF8070902.1 pflB [Scenedesmus sp. PABB004]	RMZ54172.1 hypothetical protein APUTEX25_005328 [Auxenochlorella protothecoides]
OG0000773	KAF8073103.1 PLGG1 [Scenedesmus sp. PABB004]	RMZ54183.1 hypothetical protein APUTEX25_005339 [Auxenochlorella protothecoides]
OG0000775	KAF8073171.1 trx [Scenedesmus sp. PABB004], KAF8068427.1 hypothetical protein HT031_002116 [Scenedesmus sp. PABB004]	RMZ54210.1 hypothetical protein APUTEX25_005366 [Auxenochlorella protothecoides]
OG0000776	KAF8072742.1 hypothetical protein HT031_000402 [Scenedesmus sp. PABB004]	RMZ54227.1 hypothetical protein APUTEX25_000578 [Auxenochlorella protothecoides]
OG0000777	KAF8072499.1 Zinc finger CCCH domain-containing protein 10 [Scenedesmus sp. PABB004]	RMZ54250.1 hypothetical protein APUTEX25_000601 [Auxenochlorella protothecoides]
OG0000779	KAF8073205.1 hypothetical protein HT031_000866 [Scenedesmus sp. PABB004], KAF8069520.1 hypothetical protein HT031_001637 [Scenedesmus sp. PABB004]	RMZ54514.1 hypothetical protein APUTEX25_002090 [Auxenochlorella protothecoides]
OG0000780	KAF8058362.1 cysG [Scenedesmus sp. PABB004]	RMZ57165.1 hypothetical protein APUTEX25_003999 [Auxenochlorella protothecoides], RMZ54582.1 hypothetical protein APUTEX25_002168 [Auxenochlorella protothecoides]
OG0000781	KAF8062941.1 apaH [Scenedesmus sp. PABB004], KAF8065841.1 apaH [Scenedesmus sp. PABB004]	RMZ54690.1 hypothetical protein APUTEX25_003068 [Auxenochlorella protothecoides], RMZ54601.1 hypothetical protein APUTEX25_002187_ partial [Auxenochlorella protothecoides]
OG0000784	KAF8073091.1 dpm1 [Scenedesmus sp. PABB004]	RMZ54824.1 hypothetical protein APUTEX25_000341 [Auxenochlorella protothecoides], RMZ57581.1 hypothetical protein APUTEX25_001781 [Auxenochlorella protothecoides]
OG0000785	KAF8054827.1 TTM3 [Scenedesmus sp. PABB004], KAF8054829.1 TTM3 [Scenedesmus sp. PABB004], KAF8068146.1 TTM3 [Scenedesmus sp. PABB004], KAF8054762.1 TTM3 [Scenedesmus sp. PABB004], KAF8055813.1 TTM3 [Scenedesmus sp. PABB004], KAF8057781.1 TTM3 [Scenedesmus sp. PABB004]	RMZ54834.1 hypothetical protein APUTEX25_000351 [Auxenochlorella protothecoides]
OG0000786	KAF8062042.1 protein-ribulosamine 3-kinase [Scenedesmus sp. PABB004]	RMZ54925.1 hypothetical protein APUTEX25_000442_ partial [Auxenochlorella protothecoides]
OG0000787	KAF8062059.1 isovaleryl-CoA dehydrogenase [Scenedesmus sp. PABB004]	RMZ54937.1 hypothetical protein APUTEX25_000454_ partial [Auxenochlorella protothecoides]
