Orthogroup	Scenedesmus_PABB004	Micractinium_SAG24180
OG0000423	KAF8068370.1 CDKG-2 [Scenedesmus sp. PABB004]	PSC74284.1 cyclin-dependent kinase G-2-like isoform X1 [Micractinium conductrix]
OG0000423	KAF8066222.1 cdk10 [Scenedesmus sp. PABB004]	PSC68206.1 cyclin-dependent kinase G-2-like isoform X1 [Micractinium conductrix]
OG0000424	KAF8064677.1 hypothetical protein HT031_003479 [Scenedesmus sp. PABB004]	PSC73097.1 Membrane transporter [Micractinium conductrix]
OG0000425	KAF8059445.1 ABCA9 [Scenedesmus sp. PABB004], KAF8060280.1 ABCA2 [Scenedesmus sp. PABB004], KAF8065711.1 ABCA2 [Scenedesmus sp. PABB004]	PSC73682.1 ABC transporter A family member 2 [Micractinium conductrix]
OG0000426	KAF8058128.1 VAC14 [Scenedesmus sp. PABB004]	PSC73132.1 heavy metal P-type ATPase [Micractinium conductrix], PSC70545.1 copper-transporting ATPase 1 isoform X2 [Micractinium conductrix], PSC69369.1 putative copper-transporting ATPase HMA5 [Micractinium conductrix]
OG0000427	KAF8065503.1 soxA [Scenedesmus sp. PABB004]	PSC76354.1 N-methyltryptophan oxidase [Micractinium conductrix]
OG0000427	KAF8055283.1 PAS2 [Scenedesmus sp. PABB004]	PSC68010.1 Very-long-chain _3R_-3-hydroxyacyl-[acyl-carrier] dehydratase PASTICCINO 2 [Micractinium conductrix]
OG0000428	KAF8072600.1 hypothetical protein HT031_000260 [Scenedesmus sp. PABB004], KAF8060099.1 trx [Scenedesmus sp. PABB004]	PSC69263.1 P-loop nucleoside triphosphate hydrolase superfamily [Micractinium conductrix], PSC69206.1 alpha beta-hydrolase [Micractinium conductrix]
OG0000429	KAF8058093.1 LPD2 [Scenedesmus sp. PABB004]	PSC69589.1 Dihydrolipoyl dehydrogenase [Micractinium conductrix], PSC73334.1 putative bifunctional methylthioribulose-1-phosphate dehydratase enolase-phosphatase E1 [Micractinium conductrix]
OG0000430	KAF8066322.1 hypothetical protein HT031_002645 [Scenedesmus sp. PABB004], KAF8066314.1 TAF2 [Scenedesmus sp. PABB004]	PSC71817.1 phosphopantothenate-cysteine ligase 2-like [Micractinium conductrix]
OG0000431	KAF8058066.1 DUR1 [Scenedesmus sp. PABB004]	PSC69627.1 urea carboxylase [Micractinium conductrix]
OG0000432	KAF8065551.1 RER5 [Scenedesmus sp. PABB004], KAF8056216.1 hypothetical protein HT031_006404 [Scenedesmus sp. PABB004]	PSC76430.1 RETICULATA-RELATED chloroplastic [Micractinium conductrix]
OG0000433	KAF8072763.1 PLSP1 [Scenedesmus sp. PABB004]	PSC67676.1 formate transporter [Micractinium conductrix], PSC70013.1 chloroplast processing peptidase-like isoform X1 [Micractinium conductrix]
OG0000434	KAF8058080.1 HSP31 [Scenedesmus sp. PABB004]	PSC68018.1 2-deoxy-D-gluconate 3-dehydrogenase [Micractinium conductrix], PSC68695.1 2-deoxy-D-gluconate 3-dehydrogenase [Micractinium conductrix], PSC68692.1 glutamine amidotransferase [Micractinium conductrix]
OG0000436	KAF8055826.1 4-hydroxy-4-methyl-2-oxoglutarate aldolase [Scenedesmus sp. PABB004]	PSC68930.1 regulator of ribonuclease activity A [Micractinium conductrix]
OG0000436	KAF8061387.1 4-hydroxy-4-methyl-2-oxoglutarate aldolase [Scenedesmus sp. PABB004]	PSC68962.1 ribonuclease activity regulator [Micractinium conductrix]
OG0000439	KAF8072854.1 HPAT1 [Scenedesmus sp. PABB004]	PSC67406.1 wd repeat-containing 78 [Micractinium conductrix], PSC71378.1 hypothetical protein C2E20_5225 [Micractinium conductrix]
OG0000440	KAF8057272.1 OXSR1 [Scenedesmus sp. PABB004], KAF8056256.1 fray2 [Scenedesmus sp. PABB004]	PSC70697.1 serine threonine-kinase 4-like isoform X1 [Micractinium conductrix]
OG0000441	KAF8059195.1 NADP-specific glutamate dehydrogenase [Scenedesmus sp. PABB004]	PSC71496.1 glutamate dehydrogenase isoform B [Micractinium conductrix], PSC71495.1 glutamate dehydrogenase isoform A [Micractinium conductrix], PSC69576.1 glutamate isoform B [Micractinium conductrix], PSC69575.1 glutamate isoform A [Micractinium conductrix]
OG0000442	KAF8072972.1 SS2 [Scenedesmus sp. PABB004]	PSC74906.1 granule-bound starch synthase chloroplastic amyloplastic isoform X1 [Micractinium conductrix]
OG0000442	KAF8061313.1 SS1 [Scenedesmus sp. PABB004]	PSC69218.1 Granule-bound starch synthase chloroplastic amyloplastic [Micractinium conductrix]
OG0000443	KAF8062653.1 CM1 [Scenedesmus sp. PABB004], KAF8062651.1 CM1 [Scenedesmus sp. PABB004]	PSC75180.1 chorismate mutase [Micractinium conductrix]
OG0000445	KAF8057290.1 Abcc2 [Scenedesmus sp. PABB004]	PSC76242.1 multidrug resistance-associated 1 isoform X1 [Micractinium conductrix]
OG0000446	KAF8058843.1 ATCSA-1 [Scenedesmus sp. PABB004]	PSC74157.1 LON peptidase N-terminal domain and RING finger 1 isoform B [Micractinium conductrix], PSC74156.1 LON peptidase N-terminal domain and RING finger 1 isoform A [Micractinium conductrix]
OG0000447	KAF8071059.1 SPBC16D10.01c [Scenedesmus sp. PABB004]	PSC72196.1 plant MNA5-17 [Micractinium conductrix]
OG0000449	KAF8064639.1 ERCC1 [Scenedesmus sp. PABB004]	PSC68672.1 DNA excision repair ERCC-1 [Micractinium conductrix]
OG0000452	KAF8058880.1 VPS32.1 [Scenedesmus sp. PABB004]	PSC71605.1 putative 18S rRNA _guanine-N_7__-methyltransferase [Micractinium conductrix]
OG0000453	KAF8057716.1 CTDSP1 [Scenedesmus sp. PABB004], KAF8060083.1 sugar phosphate/phosphate translocator [Scenedesmus sp. PABB004]	PSC76453.1 carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1-like [Micractinium conductrix]
OG0000454	KAF8067196.1 RPI3 [Scenedesmus sp. PABB004]	PSC72566.1 ribose-5-phosphate isomerase isoform A [Micractinium conductrix], PSC72565.1 ribose-5-phosphate isomerase isoform B [Micractinium conductrix]
OG0000455	KAF8069398.1 hypothetical protein HT031_001513 [Scenedesmus sp. PABB004]	PSC67827.1 magnesium protoporphyrin IX chloroplastic-like [Micractinium conductrix]
OG0000456	KAF8056836.1 Psn [Scenedesmus sp. PABB004]	PSC76470.1 presenilin isoform B [Micractinium conductrix], PSC76471.1 presenilin isoform A [Micractinium conductrix]
OG0000457	KAF8058430.1 Pyruvate kinase isozyme A [Scenedesmus sp. PABB004]	PSC72903.1 Pyruvate kinase isozyme chloroplastic [Micractinium conductrix]
OG0000457	KAF8061067.1 dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 2 [Scenedesmus sp. PABB004]	PSC72912.1 dihydrolipoamide succinyltransferase [Micractinium conductrix]
OG0000458	KAF8058308.1 NDPK1 [Scenedesmus sp. PABB004]	PSC76518.1 Nucleoside diphosphate kinase 1 [Micractinium conductrix]
OG0000460	KAF8062932.1 Proliferating cell nuclear antigen [Scenedesmus sp. PABB004]	PSC71363.1 Proliferating cell nuclear antigen [Micractinium conductrix], PSC68612.1 proliferating cell nuclear antigen [Micractinium conductrix]
OG0000461	KAF8071061.1 Pyruvate kinase [Scenedesmus sp. PABB004]	PSC70200.1 pyruvate kinase [Micractinium conductrix]
OG0000463	KAF8056117.1 ATPK2 [Scenedesmus sp. PABB004]	PSC73894.1 Serine threonine-kinase 2 19 [Micractinium conductrix]
OG0000464	KAF8071162.1 APE2 [Scenedesmus sp. PABB004]	PSC75984.1 nuclear cap-binding subunit 1 [Micractinium conductrix]
OG0000465	KAF8060080.1 NAGS2 [Scenedesmus sp. PABB004]	PSC73404.1 putative amino-acid acetyltransferase chloroplastic isoform X1 [Micractinium conductrix], PSC67080.1 putative amino-acid acetyltransferase chloroplastic isoform X1 [Micractinium conductrix], PSC69734.1 putative amino-acid acetyltransferase chloroplastic isoform X1 [Micractinium conductrix], PSC67103.1 amino-acid N-acetyltransferase_ partial [Micractinium conductrix]
OG0000466	KAF8072919.1 hypothetical protein HT031_000579 [Scenedesmus sp. PABB004]	PSC77036.1 S-RNase [Micractinium conductrix], PSC74802.1 ribonuclease T2 [Micractinium conductrix], PSC67843.1 ribonuclease T2 [Micractinium conductrix]
OG0000467	KAF8072938.1 hypothetical protein HT031_000598 [Scenedesmus sp. PABB004]	PSC75146.1 thioredoxin m [Micractinium conductrix]
OG0000467	KAF8072916.1 TRX-X [Scenedesmus sp. PABB004]	PSC67617.1 thioredoxin x [Micractinium conductrix]
OG0000468	KAF8059453.1 RAB1BV [Scenedesmus sp. PABB004]	PSC68383.1 Rab family GTPase [Micractinium conductrix], PSC76058.1 Rab8 -family small GTPase [Micractinium conductrix]
OG0000469	KAF8072663.1 TD1 [Scenedesmus sp. PABB004]	PSC68231.1 PLP-dependent threonine dehydratase [Micractinium conductrix], PSC71990.1 threonine deaminase [Micractinium conductrix]
OG0000470	KAF8060524.1 leucine--tRNA ligase [Scenedesmus sp. PABB004]	PSC67745.1 multisubstrate pseudouridine synthase 7 [Micractinium conductrix], PSC74395.1 leucine-tRNA cytoplasmic [Micractinium conductrix]
OG0000471	KAF8072620.1 ASF1B [Scenedesmus sp. PABB004]	PSC73183.1 histone chaperone asf1 [Micractinium conductrix], PSC72969.1 transcription initiation factor tfiid subunit 11 [Micractinium conductrix]
OG0000472	KAF8072690.1 MAA3 [Scenedesmus sp. PABB004]	PSC73655.1 Mitochondrial transcription termination factor [Micractinium conductrix], PSC73814.1 ATP-dependent helicase [Micractinium conductrix]
OG0000473	KAF8072567.1 WDR26 [Scenedesmus sp. PABB004]	PSC75478.1 WD repeat-containing 26-like [Micractinium conductrix], PSC72285.1 WD repeat-containing 26 [Micractinium conductrix]
OG0000474	KAF8068169.1 Ethe1 [Scenedesmus sp. PABB004]	PSC73665.1 Structure-specific endonuclease subunit SLX1 [Micractinium conductrix], PSC73848.1 Chaperone dnaJ 10 isoform A [Micractinium conductrix], PSC73847.1 Chaperone dnaJ 10 isoform B [Micractinium conductrix]
OG0000476	KAF8071284.1 R1 [Scenedesmus sp. PABB004], KAF8059679.1 R1 [Scenedesmus sp. PABB004]	PSC73883.1 ABC transporter A family member 2 isoform B [Micractinium conductrix], PSC73884.1 ABC transporter A family member 2 isoform A [Micractinium conductrix], PSC73882.1 ABC transporter A family member 2 isoform C [Micractinium conductrix]
OG0000477	KAF8063066.1 hflX [Scenedesmus sp. PABB004]	PSC75317.1 saccharopine dehydrogenase [Micractinium conductrix], PSC70039.1 GTP-binding hflX [Micractinium conductrix]
OG0000478	KAF8072540.1 TBL3 [Scenedesmus sp. PABB004]	PSC70581.1 transducin beta 3 isoform A [Micractinium conductrix], PSC70582.1 transducin beta 3 isoform B [Micractinium conductrix]
OG0000478	KAF8068432.1 APR3 [Scenedesmus sp. PABB004]	PSC67291.1 5 -adenylylsulfate reductase [Micractinium conductrix]
OG0000479	KAF8068237.1 dscc1 [Scenedesmus sp. PABB004]	PSC68596.1 sister chromatid cohesion DCC1 [Micractinium conductrix]
OG0000480	KAF8063808.1 prfA [Scenedesmus sp. PABB004], KAF8072695.1 RPL3 [Scenedesmus sp. PABB004]	PSC70498.1 Peptide chain release factor 1 [Micractinium conductrix]
OG0000482	KAF8059658.1 ACX2 [Scenedesmus sp. PABB004]	PSC72516.1 Acyl-coenzyme A oxidase peroxisomal [Micractinium conductrix]
OG0000483	KAF8055983.1 tef3 [Scenedesmus sp. PABB004]	PSC72325.1 elongation factor 3 [Micractinium conductrix]
OG0000483	KAF8058137.1 tef3 [Scenedesmus sp. PABB004]	PSC74715.1 elongation factor EF-3 [Micractinium conductrix]
OG0000485	KAF8059102.1 djlA [Scenedesmus sp. PABB004]	PSC69306.1 cephalosporin hydroxylase [Micractinium conductrix], PSC75746.1 hard-surface induced 5 [Micractinium conductrix], PSC70508.1 hard-surface induced [Micractinium conductrix]
OG0000486	KAF8065948.1 nahA [Scenedesmus sp. PABB004]	PSC70268.1 glycoside hydrolase family 20 [Micractinium conductrix], PSC73696.1 beta-hexosaminidase subunit alpha [Micractinium conductrix]
OG0000488	KAF8072963.1 CYP3A24 [Scenedesmus sp. PABB004]	PSC73800.1 cytochrome P450 [Micractinium conductrix], PSC76937.1 cytochrome P450 [Micractinium conductrix], PSC76582.1 cytochrome P450 isoform A [Micractinium conductrix], PSC76581.1 cytochrome P450 isoform B [Micractinium conductrix]
OG0000489	KAF8055834.1 SPAC27E2.01 [Scenedesmus sp. PABB004]	PSC68595.1 hypothetical protein C2E20_7829 [Micractinium conductrix]
OG0000489	KAF8067137.1 mok12 [Scenedesmus sp. PABB004]	PSC68142.1 hypothetical protein C2E20_8207_ partial [Micractinium conductrix], PSC71822.1 acidstable alpha-amylase [Micractinium conductrix], PSC68970.1 acidstable alpha-amylase [Micractinium conductrix], PSC67013.1 alpha-1_3-glucan synthase Ags3_ partial [Micractinium conductrix], PSC67576.1 hypothetical protein C2E20_8791_ partial [Micractinium conductrix], PSC68623.1 acidstable alpha-amylase [Micractinium conductrix]
OG0000490	KAF8055655.1 hypothetical protein HT031_006677 [Scenedesmus sp. PABB004], KAF8059117.1 hypothetical protein HT031_005289 [Scenedesmus sp. PABB004]	PSC74224.1 senescence-specific cysteine protease SAG39-like isoform B [Micractinium conductrix], PSC74223.1 senescence-specific cysteine protease SAG39-like isoform A [Micractinium conductrix], PSC71325.1 ligand-gated ion channel [Micractinium conductrix], PSC69730.1 ligand-gated ion channel [Micractinium conductrix]
OG0000492	KAF8068430.1 hypothetical protein HT031_002119 [Scenedesmus sp. PABB004], KAF8069521.1 hemerythrin-like protein [Scenedesmus sp. PABB004]	PSC74623.1 hypothetical protein C2E20_2481 [Micractinium conductrix], PSC69970.1 hemerythrin [Micractinium conductrix], PSC69944.1 hypothetical protein C2E20_6580 [Micractinium conductrix]
OG0000493	KAF8071214.1 OCT4 [Scenedesmus sp. PABB004]	PSC68098.1 organic cation carnitine transporter 4-like [Micractinium conductrix]
OG0000498	KAF8060328.1 PAM71 [Scenedesmus sp. PABB004]	PSC70230.1 UPF0016-domain-containing [Micractinium conductrix]
OG0000499	KAF8073089.1 Twinkle-like protein [Scenedesmus sp. PABB004], KAF8073039.1 Twinkle-like protein [Scenedesmus sp. PABB004], KAF8073040.1 Twinkle-like protein [Scenedesmus sp. PABB004]	PSC75519.1 twinkle-like protein chloroplastic mitochondrial isoform X2 [Micractinium conductrix]
OG0000500	KAF8066226.1 ynbB [Scenedesmus sp. PABB004]	PSC70010.1 cystathionine beta-lyase family involved in aluminum resistance [Micractinium conductrix]
OG0000501	KAF8060562.1 PAT04 [Scenedesmus sp. PABB004]	PSC73003.1 putative S-acyltransferase 7 [Micractinium conductrix]
OG0000503	KAF8069503.1 ycf45 [Scenedesmus sp. PABB004]	PSC68119.1 P-loop containing nucleoside triphosphate hydrolase [Micractinium conductrix]
OG0000503	KAF8054898.1 ycf45 [Scenedesmus sp. PABB004]	PSC75743.1 nucleic acid-binding [Micractinium conductrix]
OG0000506	KAF8056773.1 hypothetical protein HT031_006271 [Scenedesmus sp. PABB004], KAF8056775.1 hypothetical protein HT031_006273 [Scenedesmus sp. PABB004]	PSC73690.1 Bromodomain adjacent to zinc finger domain 1A [Micractinium conductrix]
OG0000510	KAF8064502.1 3-phosphoshikimate 1-carboxyvinyltransferase [Scenedesmus sp. PABB004]	PSC69867.1 3-phosphoshikimate 1-carboxyvinyltransferase [Micractinium conductrix]
OG0000511	KAF8072899.1 hypothetical protein HT031_000559 [Scenedesmus sp. PABB004]	PSC73939.1 thiol-disulfide oxidoreductase [Micractinium conductrix]
OG0000512	KAF8066224.1 GSH1-1 [Scenedesmus sp. PABB004], KAF8057135.1 RH3A [Scenedesmus sp. PABB004]	PSC71732.1 glutamate-cysteine chloroplastic [Micractinium conductrix]
OG0000514	KAF8068273.1 MRS2-7 [Scenedesmus sp. PABB004]	PSC75069.1 magnesium transporter MRS2-7 [Micractinium conductrix], PSC75097.1 magnesium transporter MRS2-7 isoform B [Micractinium conductrix], PSC75098.1 magnesium transporter MRS2-7 isoform A [Micractinium conductrix]
OG0000515	KAF8063862.1 hypothetical protein HT031_003719 [Scenedesmus sp. PABB004]	PSC74983.1 Gamma-interferon-inducible lysosomal thiol reductase [Micractinium conductrix], PSC69520.1 Gamma-interferon-inducible lysosomal thiol reductase [Micractinium conductrix]
OG0000516	KAF8067162.1 hypothetical protein HT031_002209 [Scenedesmus sp. PABB004]	PSC70791.1 Methionine-tRNA [Micractinium conductrix]
OG0000517	KAF8072623.1 hypothetical protein HT031_000283 [Scenedesmus sp. PABB004]	PSC71174.1 hypothetical protein C2E20_5468 [Micractinium conductrix]
OG0000519	KAF8058410.1 hypothetical protein HT031_005534 [Scenedesmus sp. PABB004]	PSC71029.1 putative UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase SEC [Micractinium conductrix]
OG0000520	KAF8058944.1 SRD5A1 [Scenedesmus sp. PABB004]	PSC75158.1 3-oxo-5-alpha-steroid 4-dehydrogenase 1 [Micractinium conductrix]
OG0000521	KAF8060317.1 protein phosphatase 2C 69 [Scenedesmus sp. PABB004]	PSC74144.1 sorting and assembly machinery component 50-like protein B-like [Micractinium conductrix], PSC74106.1 ubiquitin-like-specific protease ESD4 isoform X2 isoform A [Micractinium conductrix], PSC74105.1 ubiquitin-like-specific protease ESD4 isoform X2 isoform B [Micractinium conductrix]
OG0000522	KAF8060045.1 DnAJ-like protein [Scenedesmus sp. PABB004], KAF8067356.1 sdhC [Scenedesmus sp. PABB004]	PSC73440.1 molecular chaperone [Micractinium conductrix]
OG0000524	KAF8065585.1 hypothetical protein HT031_003186 [Scenedesmus sp. PABB004]	PSC73536.1 glycosyltransferase family 25 [Micractinium conductrix], PSC73361.1 glycosyltransferase family 8 [Micractinium conductrix], PSC67237.1 glycosyltransferase family 8 [Micractinium conductrix], PSC67076.1 glycosyltransferase family 8 [Micractinium conductrix]
OG0000525	KAF8056468.1 hypothetical protein HT031_006325 [Scenedesmus sp. PABB004]	PSC76371.1 alanine-tRNA ligase [Micractinium conductrix], PSC73806.1 monooxygenase [Micractinium conductrix]
OG0000526	KAF8058920.1 BSDC1 [Scenedesmus sp. PABB004]	PSC74272.1 BSD domain-containing 1 [Micractinium conductrix]
OG0000527	KAF8062719.1 RRC1 [Scenedesmus sp. PABB004], KAF8062637.1 CDC27B [Scenedesmus sp. PABB004]	PSC72323.1 cell division cycle 27-like protein B isoform X2 [Micractinium conductrix]
OG0000528	KAF8064679.1 pitC [Scenedesmus sp. PABB004]	PSC75046.1 random slug 5-like [Micractinium conductrix]
OG0000529	KAF8056146.1 ghrA [Scenedesmus sp. PABB004]	PSC71738.1 Glyoxylate hydroxypyruvate reductase A [Micractinium conductrix], PSC74920.1 Chromatin structure-remodeling complex BSH [Micractinium conductrix]
OG0000530	KAF8069704.1 KIN10 [Scenedesmus sp. PABB004]	PSC76041.1 SNF1-related kinase catalytic subunit alpha KIN10-like [Micractinium conductrix]
OG0000530	KAF8063775.1 KIN10 [Scenedesmus sp. PABB004]	PSC70383.1 SNF1-related kinase catalytic subunit alpha KIN10 [Micractinium conductrix]
OG0000531	KAF8069374.1 PAP27 [Scenedesmus sp. PABB004]	PSC73373.1 inactive purple acid phosphatase 2 [Micractinium conductrix]
OG0000531	KAF8062967.1 hypothetical protein HT031_003806 [Scenedesmus sp. PABB004]	PSC73232.1 KH domain-containing protein [Micractinium conductrix]
OG0000535	KAF8072934.1 KIF6 [Scenedesmus sp. PABB004]	PSC71223.1 Kinesin KIF6 [Micractinium conductrix], PSC76319.1 putative 6-phosphogluconolactonase chloroplastic [Micractinium conductrix]
OG0000537	KAF8072984.1 SPAC4G9.20c [Scenedesmus sp. PABB004], KAF8059733.1 Slc25a29 [Scenedesmus sp. PABB004], KAF8059734.1 SPAC4G9.20c [Scenedesmus sp. PABB004]	PSC75329.1 low-CO2-inducible chloroplast envelope [Micractinium conductrix]
OG0000538	KAF8072792.1 MSH6 [Scenedesmus sp. PABB004]	PSC70691.1 DNA mismatch repair MSH6 [Micractinium conductrix]
OG0000540	KAF8060023.1 hypothetical protein HT031_004961 [Scenedesmus sp. PABB004]	PSC69890.1 DNA polymerase lambda [Micractinium conductrix], PSC69899.1 DNA-directed DNA RNA polymerase mu isoform X1 [Micractinium conductrix]
OG0000541	KAF8072345.1 hypothetical protein HT031_000004 [Scenedesmus sp. PABB004], KAF8054759.1 hypothetical protein HT031_006941 [Scenedesmus sp. PABB004], KAF8070899.1 hypothetical protein HT031_000980 [Scenedesmus sp. PABB004]	PSC72747.1 superoxide dismutase [Fe] [Micractinium conductrix], PSC77044.1 superoxide dismutase [Fe] [Micractinium conductrix]
OG0000542	KAF8059184.1 COAC2 [Scenedesmus sp. PABB004]	PSC69510.1 mitochondrial substrate carrier family B [Micractinium conductrix]
OG0000543	KAF8072967.1 Aurka [Scenedesmus sp. PABB004]	PSC75074.1 aurora-like kinase [Micractinium conductrix]
OG0000544	KAF8067269.1 hypothetical protein HT031_002316 [Scenedesmus sp. PABB004]	PSC69040.1 sedoheptulose-1_7-bisphosphatase [Micractinium conductrix]
OG0000545	KAF8072598.1 Aspartate aminotransferase P2 [Scenedesmus sp. PABB004], KAF8055987.1 OVA7 [Scenedesmus sp. PABB004]	PSC75103.1 aspartate aminotransferase [Micractinium conductrix]
