Orthogroup	Scenedesmus_PABB004	Chlorella_Sorokiniana1602
OG0001186	KAF8056463.1 RKD3 [Scenedesmus sp. PABB004]	PRW58704.1 hypothetical protein C2E21_3244 [Chlorella sorokiniana], PRW58705.1 hypothetical protein C2E21_3244 [Chlorella sorokiniana], PRW58706.1 hypothetical protein C2E21_3244 [Chlorella sorokiniana]
OG0001187	KAF8062757.1 Lip3 [Scenedesmus sp. PABB004]	PRW59571.1 Lysosomal acid lipase cholesteryl ester hydrolase [Chlorella sorokiniana]
OG0001188	KAF8061129.1 Apmap [Scenedesmus sp. PABB004]	PRW58948.1 strictosidine synthase [Chlorella sorokiniana]
OG0001189	KAF8073182.1 Cndp1 [Scenedesmus sp. PABB004]	PRW57155.1 Zn-dependent exopeptidase [Chlorella sorokiniana]
OG0001190	KAF8065455.1 LPP3 [Scenedesmus sp. PABB004]	PRW59009.1 lipid phosphate phosphatase [Chlorella sorokiniana], PRW32893.1 lipid phosphate phosphatase 2-like isoform X3 [Chlorella sorokiniana]
OG0001191	KAF8056726.1 tbccd1 [Scenedesmus sp. PABB004]	PRW18404.1 TBCC domain-containing 1 isoform B [Chlorella sorokiniana], PRW18405.1 TBCC domain-containing 1 isoform A [Chlorella sorokiniana]
OG0001192	KAF8057635.1 hypothetical protein HT031_005984 [Scenedesmus sp. PABB004]	PRW60981.1 oxygen evolving enhancer 2 of photosystem II [Chlorella sorokiniana]
OG0001193	KAF8073176.1 FAH1 [Scenedesmus sp. PABB004]	PRW45010.1 Fatty Acid 2-hydroxylase [Chlorella sorokiniana]
OG0001194	KAF8055583.1 SDH1 [Scenedesmus sp. PABB004]	PRW57058.1 succinate dehydrogenase [ubiquinone] flavo mitochondrial [Chlorella sorokiniana]
OG0001195	KAF8072465.1 Ipo9 [Scenedesmus sp. PABB004]	PRW57646.1 importin-9 isoform X1 [Chlorella sorokiniana]
OG0001196	KAF8065548.1 hslU [Scenedesmus sp. PABB004], KAF8072735.1 hslU [Scenedesmus sp. PABB004]	PRW57151.1 ATP-dependent protease ATPase subunit [Chlorella sorokiniana]
OG0001197	KAF8056842.1 speA [Scenedesmus sp. PABB004]	PRW59023.1 arginine decarboxylase [Chlorella sorokiniana]
OG0001198	KAF8072575.1 poc1a [Scenedesmus sp. PABB004]	PRW33067.1 glycolate oxidase [Chlorella sorokiniana]
OG0001199	KAF8068384.1 VSR2 [Scenedesmus sp. PABB004]	PRW50883.1 vacuolar-sorting receptor 3-like [Chlorella sorokiniana]
OG0001200	KAF8072906.1 ATXR3 [Scenedesmus sp. PABB004]	PRW58999.1 putative histone-lysine N-methyltransferase ATXR3 isoform X1 [Chlorella sorokiniana]
OG0001201	KAF8073231.1 ALS SURB [Scenedesmus sp. PABB004]	PRW05899.1 acetolactate synthase isoform B [Chlorella sorokiniana], PRW05900.1 acetolactate synthase isoform A [Chlorella sorokiniana]
OG0001203	KAF8073033.1 Tryptophan--tRNA ligase [Scenedesmus sp. PABB004]	PRW61499.1 tryptophan--tRNA cytoplasmic [Chlorella sorokiniana], PRW61546.1 hypothetical protein C2E21_0072 [Chlorella sorokiniana]
OG0001204	KAF8057878.1 hypothetical protein HT031_005824 [Scenedesmus sp. PABB004]	PRW20209.1 alpha beta-Hydrolases superfamily [Chlorella sorokiniana]
OG0001205	KAF8056000.1 ERD4 [Scenedesmus sp. PABB004]	PRW45463.1 ERD4-related membrane [Chlorella sorokiniana]
OG0001206	KAF8063854.1 hypothetical protein HT031_003711 [Scenedesmus sp. PABB004]	PRW32959.1 coiled-coil domain-containing 97 [Chlorella sorokiniana]
OG0001207	KAF8070858.1 hypothetical protein HT031_000939 [Scenedesmus sp. PABB004]	PRW56092.1 Nucleosome-remodeling factor subunit BPTF isoform B [Chlorella sorokiniana], PRW56093.1 Nucleosome-remodeling factor subunit BPTF isoform A [Chlorella sorokiniana]
OG0001208	KAF8065656.1 KIN4A [Scenedesmus sp. PABB004]	PRW56881.1 hypothetical protein C2E21_4544 isoform B [Chlorella sorokiniana], PRW56880.1 hypothetical protein C2E21_4544 isoform A [Chlorella sorokiniana]
OG0001210	KAF8063009.1 Kdm4B [Scenedesmus sp. PABB004]	PRW58186.1 Jumonji domain-containing [Chlorella sorokiniana], PRW58727.1 lysine-specific demethylase 4A-like isoform X1 [Chlorella sorokiniana]
OG0001211	KAF8059698.1 csn7 [Scenedesmus sp. PABB004]	PRW58234.1 COP9 signalosome complex subunit 7 isoform X2 [Chlorella sorokiniana]
OG0001213	KAF8073024.1 CYCB2-3 [Scenedesmus sp. PABB004]	PRW60400.1 adenosylcobinamide-GDP ribazoletransferase [Chlorella sorokiniana]
OG0001213	KAF8067298.1 CYCB2-1 [Scenedesmus sp. PABB004]	PRW56788.1 B-type cyclin isoform B [Chlorella sorokiniana], PRW56789.1 B-type cyclin isoform A [Chlorella sorokiniana]
OG0001214	KAF8063761.1 KIN5A [Scenedesmus sp. PABB004]	PRW51062.1 125 kDa kinesin-related -like [Chlorella sorokiniana]
OG0001215	KAF8060009.1 UBP12 [Scenedesmus sp. PABB004]	PRW60998.1 ubiquitin carboxyl-terminal hydrolase 12-like [Chlorella sorokiniana]
OG0001216	KAF8062701.1 SPAC3H8.02 [Scenedesmus sp. PABB004]	PRW61479.1 CRAL TRIO domain-containing [Chlorella sorokiniana], PRW61520.1 motile sperm domain-containing 2 isoform X1 [Chlorella sorokiniana]
OG0001217	KAF8062897.1 SKD1 [Scenedesmus sp. PABB004]	PRW44296.1 cell division cycle 48-like protein [Chlorella sorokiniana], PRW59773.1 cell division cycle 48-like protein [Chlorella sorokiniana]
OG0001219	KAF8073106.1 KIN13B [Scenedesmus sp. PABB004]	PRW20610.1 Kinesin KIF2A [Chlorella sorokiniana]
OG0001221	KAF8067134.1 SYP32 [Scenedesmus sp. PABB004]	PRW55959.1 Qa- SYP3 Sed5p Syntaxin 5-type [Chlorella sorokiniana]
OG0001223	KAF8062096.1 Cwc22 [Scenedesmus sp. PABB004]	PRW57575.1 pre-mRNA-splicing factor CWC22-like protein isoform B [Chlorella sorokiniana], PRW57574.1 pre-mRNA-splicing factor CWC22-like protein isoform A [Chlorella sorokiniana]
OG0001224	KAF8068147.1 PNG1 [Scenedesmus sp. PABB004], KAF8055814.1 PNG1 [Scenedesmus sp. PABB004], KAF8054830.1 PNG1 [Scenedesmus sp. PABB004], KAF8057782.1 PNG1 [Scenedesmus sp. PABB004]	PRW56468.1 DNA methyltransferase [Chlorella sorokiniana], PRW56431.1 Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asp aragine amidase [Chlorella sorokiniana]
OG0001227	KAF8071289.1 uhpC [Scenedesmus sp. PABB004]	PRW60392.1 ARM repeat superfamily [Chlorella sorokiniana]
OG0001229	KAF8059136.1 LWD1 [Scenedesmus sp. PABB004]	PRW57951.1 WD repeat-containing LWD1 [Chlorella sorokiniana]
OG0001231	KAF8060276.1 YPTC5 [Scenedesmus sp. PABB004]	PRW44240.1 Ras-related Rab7 [Chlorella sorokiniana]
OG0001232	KAF8068197.1 CSY3 [Scenedesmus sp. PABB004]	PRW59347.1 citrate _Si_-synthase [Chlorella sorokiniana], PRW58871.1 citrate synthase [Chlorella sorokiniana]
OG0001233	KAF8069410.1 TMN11 [Scenedesmus sp. PABB004]	PRW57442.1 Transmembrane 9 superfamily member 4 isoform B [Chlorella sorokiniana], PRW57441.1 Transmembrane 9 superfamily member 4 isoform A [Chlorella sorokiniana], PRW44394.1 Transmembrane 9 superfamily member 4 [Chlorella sorokiniana]
OG0001234	KAF8057651.1 hypothetical protein HT031_006000 [Scenedesmus sp. PABB004]	PRW57898.1 Tctex1 domain-containing 2 [Chlorella sorokiniana], PRW57626.1 hypothetical protein C2E21_3654 [Chlorella sorokiniana]
OG0001235	KAF8057725.1 hypothetical protein HT031_005909 [Scenedesmus sp. PABB004]	PRW58304.1 hypothetical protein C2E21_2906 [Chlorella sorokiniana]
OG0001236	KAF8065590.1 hypothetical protein HT031_003191 [Scenedesmus sp. PABB004]	PRW20622.1 Dihydrolipoyl dehydrogenase mitochondrial [Chlorella sorokiniana]
OG0001237	KAF8058847.1 CPK10 [Scenedesmus sp. PABB004]	PRW56425.1 Nef-associated 1 [Chlorella sorokiniana]
OG0001238	KAF8055125.1 ERDJ2A [Scenedesmus sp. PABB004]	PRW61293.1 dnaJ ERDJ2A [Chlorella sorokiniana]
OG0001239	KAF8058051.1 NUDT14 [Scenedesmus sp. PABB004], KAF8059720.1 folE1 [Scenedesmus sp. PABB004]	PRW33728.1 NUDIX hydrolase [Chlorella sorokiniana]
OG0001240	KAF8064529.1 egl-4 [Scenedesmus sp. PABB004]	PRW20228.1 AGC PKA kinase isoform A [Chlorella sorokiniana], PRW20229.1 AGC PKA kinase isoform B [Chlorella sorokiniana]
OG0001241	KAF8073125.1 hypothetical protein HT031_000786 [Scenedesmus sp. PABB004]	PRW44508.1 plasma membrane [Chlorella sorokiniana], PRW55911.1 plasma membrane [Chlorella sorokiniana]
OG0001242	KAF8072790.1 SBT6.1 [Scenedesmus sp. PABB004]	PRW58236.1 subtilisin-like protease isoform B [Chlorella sorokiniana], PRW58235.1 subtilisin-like protease isoform A [Chlorella sorokiniana]
OG0001243	KAF8061307.1 hypothetical protein HT031_004398 [Scenedesmus sp. PABB004]	PRW58540.1 isocitrate NADP-dependent isoform A [Chlorella sorokiniana], PRW58539.1 isocitrate NADP-dependent isoform B [Chlorella sorokiniana]
OG0001244	KAF8067170.1 hypothetical protein HT031_002217 [Scenedesmus sp. PABB004]	PRW60380.1 glyoxal reductase [Chlorella sorokiniana], PRW58428.1 aldo keto reductase [Chlorella sorokiniana]
OG0001245	KAF8071241.1 Kcnt2 [Scenedesmus sp. PABB004]	PRW44898.1 Potassium channel subfamily T member 2 isoform B [Chlorella sorokiniana], PRW44899.1 Potassium channel subfamily T member 2 isoform A [Chlorella sorokiniana]
OG0001246	KAF8056743.1 glutamate--tRNA ligase [Scenedesmus sp. PABB004]	PRW44282.1 hypothetical protein C2E21_6666 [Chlorella sorokiniana], PRW45405.1 glutamyl-tRNA synthetase isoform A [Chlorella sorokiniana], PRW45404.1 glutamyl-tRNA synthetase isoform B [Chlorella sorokiniana]
OG0001247	KAF8071240.1 sulfite exporter TauE/SafE family protein 5 [Scenedesmus sp. PABB004], KAF8068213.1 sulfite exporter TauE/SafE family protein 2 [Scenedesmus sp. PABB004]	PRW45135.1 hypothetical protein C2E21_6370 [Chlorella sorokiniana]
OG0001248	KAF8072982.1 UPL3 [Scenedesmus sp. PABB004]	PRW34081.1 E3 ubiquitin- ligase UPL3-like [Chlorella sorokiniana]
OG0001249	KAF8055390.1 hypothetical protein HT031_006757 [Scenedesmus sp. PABB004]	PRW05812.1 Adenine guanine permease AZG1 [Chlorella sorokiniana]
OG0001251	KAF8069457.1 CCR1 [Scenedesmus sp. PABB004]	PRW32669.1 heme peroxidase-related [Chlorella sorokiniana]
OG0001252	KAF8057281.1 SP1 [Scenedesmus sp. PABB004]	PRW20753.1 mitochondrial ubiquitin ligase activator of NFKB 1 [Chlorella sorokiniana], PRW57591.1 mitochondrial ubiquitin ligase activator of NFKB 1 [Chlorella sorokiniana]
OG0001253	KAF8061895.1 NAP1 [Scenedesmus sp. PABB004], KAF8057726.1 NAP1 [Scenedesmus sp. PABB004]	PRW57919.1 Nucleosome chromatin assembly complex isoform C [Chlorella sorokiniana], PRW57921.1 Nucleosome chromatin assembly complex isoform B [Chlorella sorokiniana], PRW57920.1 Nucleosome chromatin assembly complex isoform A [Chlorella sorokiniana]
OG0001255	KAF8055114.1 APUM1 [Scenedesmus sp. PABB004]	PRW20332.1 pumilio-like protein isoform B [Chlorella sorokiniana], PRW20331.1 pumilio-like protein isoform A [Chlorella sorokiniana]
OG0001257	KAF8066201.1 FOLB1 [Scenedesmus sp. PABB004]	PRW56117.1 sulfotransferase isoform A [Chlorella sorokiniana], PRW56116.1 sulfotransferase isoform B [Chlorella sorokiniana]
OG0001258	KAF8062725.1 YSL5 [Scenedesmus sp. PABB004], KAF8068239.1 YSL6 [Scenedesmus sp. PABB004]	PRW60807.1 putative metal-nicotianamine transporter YSL6 [Chlorella sorokiniana]
OG0001260	KAF8068226.1 hypothetical protein HT031_001912 [Scenedesmus sp. PABB004]	PRW59078.1 universal stress family isoform A [Chlorella sorokiniana], PRW59077.1 universal stress family isoform B [Chlorella sorokiniana]
OG0001262	KAF8072844.1 methyltransferase [Scenedesmus sp. PABB004]	PRW20499.1 putative methyltransferase chloroplastic [Chlorella sorokiniana]
OG0001263	KAF8061401.1 hypothetical protein HT031_004492 [Scenedesmus sp. PABB004], KAF8072463.1 olpB [Scenedesmus sp. PABB004]	PRW57378.1 hypothetical protein C2E21_4192 [Chlorella sorokiniana], PRW57206.1 receptor for egg jelly precursor [Chlorella sorokiniana]
OG0001264	KAF8057775.1 tropinone reductase [Scenedesmus sp. PABB004], KAF8057855.1 tropinone reductase-like protein [Scenedesmus sp. PABB004]	PRW57353.1 Tropinone reductase [Chlorella sorokiniana]
OG0001266	KAF8072728.1 Abca17 [Scenedesmus sp. PABB004]	PRW45739.1 ATP-binding cassette superfamily [Chlorella sorokiniana]
OG0001267	KAF8062806.1 hypothetical protein HT031_004136 [Scenedesmus sp. PABB004]	PRW60625.1 cadherin EGF LAG seven-pass G-type receptor 3 [Chlorella sorokiniana], PRW59053.1 LRR receptor-like serine threonine- kinase GSO1 [Chlorella sorokiniana]
OG0001268	KAF8062638.1 ssr1 [Scenedesmus sp. PABB004]	PRW56973.1 interferon-related developmental regulator family [Chlorella sorokiniana]
OG0001269	KAF8064673.1 hypothetical protein HT031_003475 [Scenedesmus sp. PABB004]	PRW56637.1 Methyltransferase type 11 [Chlorella sorokiniana], PRW45684.1 Methyltransferase type 11 [Chlorella sorokiniana]
OG0001270	KAF8065840.1 IPCS1 [Scenedesmus sp. PABB004]	PRW32970.1 hypothetical protein C2E21_7987 [Chlorella sorokiniana], PRW44371.1 hypothetical protein C2E21_6505 [Chlorella sorokiniana], PRW44370.1 hypothetical protein C2E21_6505 [Chlorella sorokiniana]
OG0001271	KAF8061140.1 hypothetical protein HT031_004601 [Scenedesmus sp. PABB004]	PRW55952.1 equilibrative nucleoside transporter [Chlorella sorokiniana]
OG0001274	KAF8063646.1 SPP2 [Scenedesmus sp. PABB004], KAF8054588.1 SPP2 [Scenedesmus sp. PABB004], KAF8063648.1 SPP1 [Scenedesmus sp. PABB004]	PRW56038.1 sucrose phosphatase [Chlorella sorokiniana]
OG0001275	KAF8060052.1 TRAPPC8 [Scenedesmus sp. PABB004]	PRW18320.1 trafficking particle complex subunit 8 [Chlorella sorokiniana]
OG0001276	KAF8065884.1 MSH1 [Scenedesmus sp. PABB004]	PRW39283.1 mitochondrial-targeted muts 1 [Chlorella sorokiniana]
OG0001277	KAF8063702.1 hypothetical protein HT031_003557 [Scenedesmus sp. PABB004]	PRW45706.1 monothiol glutaredoxin-S17-like [Chlorella sorokiniana], PRW60359.1 ubiquinone menaquinone biosynthesis methyltransferase [Chlorella sorokiniana]
OG0001278	KAF8069528.1 NHX2 [Scenedesmus sp. PABB004]	PRW58736.1 sodium hydrogen exchanger 2 [Chlorella sorokiniana], PRW60759.1 Na+ H+ antiporter [Chlorella sorokiniana]
OG0001279	KAF8055399.1 pih1d1 [Scenedesmus sp. PABB004]	PRW57842.1 Cyclic nucleotide-gated ion channel 1 [Chlorella sorokiniana]
OG0001281	KAF8058415.1 TIC32 [Scenedesmus sp. PABB004]	PRW05915.1 retinol dehydrogenase 12-like [Chlorella sorokiniana], PRW56818.1 short-chain dehydrogenase reductase SDR [Chlorella sorokiniana]
OG0001285	KAF8067131.1 proP [Scenedesmus sp. PABB004], KAF8062751.1 kgtP [Scenedesmus sp. PABB004], KAF8068166.1 shiA [Scenedesmus sp. PABB004]	PRW45326.1 MFS transporter [Chlorella sorokiniana]
OG0001287	KAF8054899.1 APY5 [Scenedesmus sp. PABB004], KAF8061939.1 SWEET6B [Scenedesmus sp. PABB004]	PRW56988.1 DNA-3-methyladenine glycosylase [Chlorella sorokiniana]
OG0001292	KAF8065742.1 p80 [Scenedesmus sp. PABB004]	PRW59670.1 endosomal membrane [Chlorella sorokiniana], PRW59737.1 CTR type copper ion transporter [Chlorella sorokiniana]
OG0001293	KAF8062102.1 hypothetical protein HT031_004362 [Scenedesmus sp. PABB004]	PRW60470.1 plant UBX domain-containing 8 isoform X2 [Chlorella sorokiniana]
OG0001294	KAF8061146.1 sulfite exporter TauE/SafE family protein 2 [Scenedesmus sp. PABB004]	PRW60682.1 SMG9-like [Chlorella sorokiniana]
OG0001295	KAF8063828.1 USP24 [Scenedesmus sp. PABB004]	PRW61082.1 ubiquitin carboxyl-terminal hydrolase 24-like isoform A [Chlorella sorokiniana], PRW61080.1 ubiquitin carboxyl-terminal hydrolase 24-like isoform D [Chlorella sorokiniana], PRW61081.1 ubiquitin carboxyl-terminal hydrolase 24-like isoform B [Chlorella sorokiniana], PRW61079.1 ubiquitin carboxyl-terminal hydrolase 24-like isoform C [Chlorella sorokiniana]
OG0001305	KAF8071060.1 hypothetical protein HT031_001142 [Scenedesmus sp. PABB004]	PRW56103.1 hypothetical protein C2E21_4910 [Chlorella sorokiniana], PRW55942.1 hypothetical protein C2E21_4909 [Chlorella sorokiniana]
OG0001306	KAF8061091.1 RAF1 [Scenedesmus sp. PABB004]	PRW57456.1 sulfatase domain-containing [Chlorella sorokiniana]
OG0001307	KAF8057100.1 hypothetical protein HT031_006109 [Scenedesmus sp. PABB004]	PRW57649.1 magnesium chelatase subunit H [Chlorella sorokiniana]
OG0001308	KAF8062768.1 OVA6 [Scenedesmus sp. PABB004]	PRW57492.1 prolyl-tRNA synthetase [Chlorella sorokiniana]
OG0001309	KAF8057121.1 splicing factor 3A subunit 1 [Scenedesmus sp. PABB004]	PRW57504.1 putative splicing factor 3A subunit 1 isoform B [Chlorella sorokiniana], PRW57503.1 putative splicing factor 3A subunit 1 isoform A [Chlorella sorokiniana]
OG0001310	KAF8066254.1 strap [Scenedesmus sp. PABB004]	PRW57699.1 serine-threonine kinase receptor-associated -like [Chlorella sorokiniana]
OG0001311	KAF8060347.1 AP-4 complex subunit epsilon [Scenedesmus sp. PABB004]	PRW57320.1 AP-4 complex subunit epsilon [Chlorella sorokiniana]
OG0001312	KAF8057238.1 LAF3 [Scenedesmus sp. PABB004]	PRW20693.1 DNA-directed RNA polymerases I and III subunit RPAC1 [Chlorella sorokiniana], PRW20687.1 DNA-directed RNA polymerases I and III subunit RPAC1 [Chlorella sorokiniana]
OG0001313	KAF8061373.1 PGM3 [Scenedesmus sp. PABB004]	PRW57198.1 phosphoacetylglucosamine mutase [Chlorella sorokiniana]
OG0001314	KAF8072387.1 ttc4 [Scenedesmus sp. PABB004]	PRW57474.1 tetratricopeptide repeat 4-like protein [Chlorella sorokiniana]
OG0001315	KAF8072529.1 hypothetical protein HT031_000189 [Scenedesmus sp. PABB004]	PRW61464.1 lava lamp [Chlorella sorokiniana], PRW60894.1 signal transduction histidine kinase with and activity [Chlorella sorokiniana]
OG0001316	KAF8064508.1 ATJ13 [Scenedesmus sp. PABB004]	PRW61078.1 Chaperone dnaJ 13 [Chlorella sorokiniana]
OG0001318	KAF8060281.1 tyrosine--tRNA ligase 1 [Scenedesmus sp. PABB004]	PRW44958.1 tyrosine--tRNA ligase cytoplasmic [Chlorella sorokiniana]
OG0001319	KAF8061166.1 XPO7 [Scenedesmus sp. PABB004]	PRW55951.1 exportin-7 isoform X2 isoform B [Chlorella sorokiniana], PRW55950.1 exportin-7 isoform X2 isoform A [Chlorella sorokiniana]
OG0001320	KAF8060629.1 DNA primase large subunit [Scenedesmus sp. PABB004]	PRW60925.1 putative DNA primase large subunit [Chlorella sorokiniana]
OG0001321	KAF8056232.1 IPL1 [Scenedesmus sp. PABB004]	PRW61274.1 Sn1-specific diacylglycerol lipase alpha isoform A [Chlorella sorokiniana], PRW61275.1 Sn1-specific diacylglycerol lipase alpha isoform B [Chlorella sorokiniana]
OG0001322	KAF8069697.1 NPK1 [Scenedesmus sp. PABB004]	PRW61141.1 mitogen-activated kinase kinase kinase NPK1 isoform X1 [Chlorella sorokiniana]
OG0001323	KAF8062702.1 clasp1b [Scenedesmus sp. PABB004]	PRW20290.1 ARM repeat-containing [Chlorella sorokiniana]
OG0001324	KAF8058098.1 hypothetical protein HT031_005758 [Scenedesmus sp. PABB004]	PRW56245.1 hypothetical protein C2E21_5159 [Chlorella sorokiniana]
OG0001325	KAF8067397.1 CKL12 [Scenedesmus sp. PABB004]	PRW61284.1 Casein kinase I isoform delta [Chlorella sorokiniana]
OG0001326	KAF8072646.1 hypothetical protein HT031_000306 [Scenedesmus sp. PABB004]	PRW60286.1 hypothetical protein C2E21_1276 [Chlorella sorokiniana]
OG0001327	KAF8055839.1 hypothetical protein HT031_006614 [Scenedesmus sp. PABB004]	PRW44973.1 GPR1 FUN34 yaaH family [Chlorella sorokiniana]
OG0001328	KAF8072996.1 TSB2 [Scenedesmus sp. PABB004]	PRW33003.1 tryptophan synthase beta chain 1 isoform A [Chlorella sorokiniana], PRW33004.1 tryptophan synthase beta chain 1 isoform B [Chlorella sorokiniana]
OG0001329	KAF8060308.1 BGLU11 [Scenedesmus sp. PABB004]	PRW58541.1 disulfide isomerase-like 1-4 isoform A [Chlorella sorokiniana], PRW58542.1 disulfide isomerase-like 1-4 isoform B [Chlorella sorokiniana]
OG0001330	KAF8056835.1 HIR3 [Scenedesmus sp. PABB004]	PRW33041.1 hypersensitive-induced response 1 [Chlorella sorokiniana]
OG0001331	KAF8068401.1 HOC1 [Scenedesmus sp. PABB004]	PRW51034.1 glycosyltransferase family 32 [Chlorella sorokiniana]
OG0001332	KAF8058353.1 hypothetical protein HT031_005671 [Scenedesmus sp. PABB004], KAF8063045.1 eukaryotic translation initiation factor 3 subunit L [Scenedesmus sp. PABB004]	PRW58820.1 eukaryotic translation initiation factor 3 subunit L-like [Chlorella sorokiniana]
OG0001333	KAF8063653.1 echA8 [Scenedesmus sp. PABB004]	PRW51044.1 enoyl- hydratase [Chlorella sorokiniana]
OG0001334	KAF8056244.1 ddx24 [Scenedesmus sp. PABB004], KAF8055993.1 HMCN1 [Scenedesmus sp. PABB004]	PRW59445.1 DEAD-box ATP-dependent RNA helicase 13 isoform B [Chlorella sorokiniana], PRW59446.1 DEAD-box ATP-dependent RNA helicase 13 isoform A [Chlorella sorokiniana]
OG0001335	KAF8069572.1 TCX6 [Scenedesmus sp. PABB004]	PRW51146.1 tesmin TSO1-like CXC 5 [Chlorella sorokiniana]
OG0001337	KAF8069600.1 hypothetical protein HT031_001717 [Scenedesmus sp. PABB004]	PRW50835.1 U3 small nucleolar RNA-associated 14-like protein A [Chlorella sorokiniana]
OG0001338	KAF8068424.1 CCR4-1 [Scenedesmus sp. PABB004]	PRW51120.1 carbon catabolite repressor 4-like protein 1 [Chlorella sorokiniana]
OG0001339	KAF8061379.1 ADH9 [Scenedesmus sp. PABB004]	PRW50837.1 putative mannitol dehydrogenase [Chlorella sorokiniana], PRW20868.1 cinnamyl alcohol dehydrogenase [Chlorella sorokiniana]
OG0001340	KAF8056844.1 hypothetical protein HT031_006188 [Scenedesmus sp. PABB004]	PRW21029.1 Diaminopimelate chloroplastic [Chlorella sorokiniana]
OG0001341	KAF8058921.1 FUBP3 [Scenedesmus sp. PABB004]	PRW05748.1 putative transmembrane protein [Chlorella sorokiniana], PRW57172.1 hypothetical protein C2E21_4378 [Chlorella sorokiniana], PRW57171.1 hypothetical protein C2E21_4378 [Chlorella sorokiniana]
OG0001342	KAF8056357.1 NPL4-like protein 1 [Scenedesmus sp. PABB004]	PRW57867.1 NPL4 1 [Chlorella sorokiniana]
OG0001343	KAF8073116.1 GCP2 [Scenedesmus sp. PABB004]	PRW59035.1 Gamma-tubulin complex component 2 [Chlorella sorokiniana]
OG0001344	KAF8069591.1 PRS4 [Scenedesmus sp. PABB004]	PRW50862.1 ribose-phosphate pyrophosphokinase isoform A [Chlorella sorokiniana], PRW50864.1 ribose-phosphate pyrophosphokinase isoform C [Chlorella sorokiniana], PRW50863.1 ribose-phosphate pyrophosphokinase isoform B [Chlorella sorokiniana]
