Orthogroup	Scenedesmus_PABB004	Chlorella_Vulgaris2111P
OG0001270	KAF8065840.1 IPCS1 [Scenedesmus sp. PABB004]	KAI3428421.1 hypothetical protein D9Q98_007248 [Chlorella vulgaris], KAI3427203.1 hypothetical protein D9Q98_007139 [Chlorella vulgaris]
OG0001271	KAF8063664.1 hypothetical protein HT031_003519 [Scenedesmus sp. PABB004], KAF8068333.1 hypothetical protein HT031_002021 [Scenedesmus sp. PABB004]	KAI3438109.1 hypothetical protein D9Q98_000550 [Chlorella vulgaris]
OG0001271	KAF8061140.1 hypothetical protein HT031_004601 [Scenedesmus sp. PABB004]	KAI3436584.1 hypothetical protein D9Q98_006000 [Chlorella vulgaris]
OG0001274	KAF8063646.1 SPP2 [Scenedesmus sp. PABB004], KAF8054588.1 SPP2 [Scenedesmus sp. PABB004], KAF8063648.1 SPP1 [Scenedesmus sp. PABB004]	KAI3436864.1 hypothetical protein D9Q98_006274 [Chlorella vulgaris]
OG0001275	KAF8060052.1 TRAPPC8 [Scenedesmus sp. PABB004]	KAI3435586.1 hypothetical protein D9Q98_001651 [Chlorella vulgaris]
OG0001276	KAF8065884.1 MSH1 [Scenedesmus sp. PABB004]	KAI3431602.1 hypothetical protein D9Q98_004652 [Chlorella vulgaris]
OG0001277	KAF8063702.1 hypothetical protein HT031_003557 [Scenedesmus sp. PABB004]	KAI3424883.1 hypothetical protein D9Q98_008267 [Chlorella vulgaris], KAI3429355.1 hypothetical protein D9Q98_005450 [Chlorella vulgaris]
OG0001278	KAF8069528.1 NHX2 [Scenedesmus sp. PABB004]	KAI3438747.1 hypothetical protein D9Q98_001166 [Chlorella vulgaris], KAI3429393.1 hypothetical protein D9Q98_005488 [Chlorella vulgaris]
OG0001279	KAF8055399.1 pih1d1 [Scenedesmus sp. PABB004]	KAI3434828.1 hypothetical protein D9Q98_002883 [Chlorella vulgaris]
OG0001281	KAF8058415.1 TIC32 [Scenedesmus sp. PABB004]	KAI3425019.1 hypothetical protein D9Q98_008401 [Chlorella vulgaris], KAI3428336.1 hypothetical protein D9Q98_006716 [Chlorella vulgaris]
OG0001287	KAF8054899.1 APY5 [Scenedesmus sp. PABB004], KAF8061939.1 SWEET6B [Scenedesmus sp. PABB004]	KAI3437964.1 hypothetical protein D9Q98_000408 [Chlorella vulgaris]
OG0001292	KAF8065742.1 p80 [Scenedesmus sp. PABB004]	KAI3436350.1 hypothetical protein D9Q98_002403 [Chlorella vulgaris], KAI3436176.1 hypothetical protein D9Q98_002231 [Chlorella vulgaris]
OG0001293	KAF8062102.1 hypothetical protein HT031_004362 [Scenedesmus sp. PABB004]	KAI3429761.1 hypothetical protein D9Q98_010074 [Chlorella vulgaris], KAI3429760.1 hypothetical protein D9Q98_010073 [Chlorella vulgaris]
OG0001294	KAF8061146.1 sulfite exporter TauE/SafE family protein 2 [Scenedesmus sp. PABB004]	KAI3429444.1 hypothetical protein D9Q98_005538 [Chlorella vulgaris]
OG0001295	KAF8063828.1 USP24 [Scenedesmus sp. PABB004]	KAI3432601.1 hypothetical protein D9Q98_004149 [Chlorella vulgaris], KAI3432602.1 hypothetical protein D9Q98_004149 [Chlorella vulgaris]
OG0001297	KAF8056101.1 hypothetical protein HT031_006452 [Scenedesmus sp. PABB004], KAF8057772.1 hypothetical protein HT031_005956 [Scenedesmus sp. PABB004]	KAI3423818.1 hypothetical protein D9Q98_009654 [Chlorella vulgaris]
OG0001299	KAF8068204.1 smc [Scenedesmus sp. PABB004]	KAI3435035.1 hypothetical protein D9Q98_003087 [Chlorella vulgaris], KAI3434940.1 hypothetical protein D9Q98_002994 [Chlorella vulgaris], KAI3434939.1 hypothetical protein D9Q98_002993 [Chlorella vulgaris], KAI3434936.1 hypothetical protein D9Q98_002990 [Chlorella vulgaris], KAI3435036.1 hypothetical protein D9Q98_003088 [Chlorella vulgaris], KAI3435039.1 hypothetical protein D9Q98_003090 [Chlorella vulgaris], KAI3435032.1 hypothetical protein D9Q98_003084 [Chlorella vulgaris], KAI3435034.1 hypothetical protein D9Q98_003086 [Chlorella vulgaris], KAI3435033.1 hypothetical protein D9Q98_003085 [Chlorella vulgaris]
OG0001305	KAF8071060.1 hypothetical protein HT031_001142 [Scenedesmus sp. PABB004]	KAI3436837.1 hypothetical protein D9Q98_006247 [Chlorella vulgaris], KAI3436836.1 hypothetical protein D9Q98_006246 [Chlorella vulgaris]
OG0001306	KAF8061091.1 RAF1 [Scenedesmus sp. PABB004]	KAI3438182.1 hypothetical protein D9Q98_000619 [Chlorella vulgaris]
OG0001307	KAF8057100.1 hypothetical protein HT031_006109 [Scenedesmus sp. PABB004]	KAI3434652.1 hypothetical protein D9Q98_002717 [Chlorella vulgaris]
OG0001308	KAF8062768.1 OVA6 [Scenedesmus sp. PABB004]	KAI3423011.1 hypothetical protein D9Q98_010854_ partial _mitochondrion_ [Chlorella vulgaris], KAI3438185.1 hypothetical protein D9Q98_000622 [Chlorella vulgaris]
OG0001309	KAF8057121.1 splicing factor 3A subunit 1 [Scenedesmus sp. PABB004]	KAI3438168.1 hypothetical protein D9Q98_000605 [Chlorella vulgaris]
OG0001310	KAF8066254.1 strap [Scenedesmus sp. PABB004]	KAI3434650.1 hypothetical protein D9Q98_002715 [Chlorella vulgaris]
OG0001311	KAF8060347.1 AP-4 complex subunit epsilon [Scenedesmus sp. PABB004]	KAI3438156.1 hypothetical protein D9Q98_000594 [Chlorella vulgaris], KAI3438155.1 hypothetical protein D9Q98_000593 [Chlorella vulgaris]
OG0001312	KAF8057238.1 LAF3 [Scenedesmus sp. PABB004]	KAI3434531.1 hypothetical protein D9Q98_002604 [Chlorella vulgaris]
OG0001313	KAF8061373.1 PGM3 [Scenedesmus sp. PABB004]	KAI3438187.1 hypothetical protein D9Q98_000624 [Chlorella vulgaris]
OG0001314	KAF8072387.1 ttc4 [Scenedesmus sp. PABB004]	KAI3438195.1 hypothetical protein D9Q98_000632 [Chlorella vulgaris]
OG0001315	KAF8072529.1 hypothetical protein HT031_000189 [Scenedesmus sp. PABB004]	KAI3423409.1 hypothetical protein D9Q98_010626 [Chlorella vulgaris]
OG0001316	KAF8064508.1 ATJ13 [Scenedesmus sp. PABB004]	KAI3424219.1 hypothetical protein D9Q98_009575 [Chlorella vulgaris]
OG0001318	KAF8060281.1 tyrosine--tRNA ligase 1 [Scenedesmus sp. PABB004]	KAI3426357.1 hypothetical protein D9Q98_008729 [Chlorella vulgaris]
OG0001319	KAF8061166.1 XPO7 [Scenedesmus sp. PABB004]	KAI3436525.1 hypothetical protein D9Q98_005942 [Chlorella vulgaris]
OG0001320	KAF8060629.1 DNA primase large subunit [Scenedesmus sp. PABB004]	KAI3424068.1 hypothetical protein D9Q98_009431 [Chlorella vulgaris]
OG0001321	KAF8056232.1 IPL1 [Scenedesmus sp. PABB004]	KAI3424091.1 hypothetical protein D9Q98_009453 [Chlorella vulgaris]
OG0001322	KAF8069697.1 NPK1 [Scenedesmus sp. PABB004]	KAI3424220.1 hypothetical protein D9Q98_009576 [Chlorella vulgaris]
OG0001323	KAF8062702.1 clasp1b [Scenedesmus sp. PABB004]	KAI3430895.1 hypothetical protein D9Q98_009304 [Chlorella vulgaris]
OG0001324	KAF8058098.1 hypothetical protein HT031_005758 [Scenedesmus sp. PABB004]	KAI3436576.1 hypothetical protein D9Q98_005992 [Chlorella vulgaris], KAI3431839.1 hypothetical protein D9Q98_010591 [Chlorella vulgaris]
OG0001325	KAF8067397.1 CKL12 [Scenedesmus sp. PABB004]	KAI3432306.1 hypothetical protein D9Q98_003866 [Chlorella vulgaris]
OG0001326	KAF8072646.1 hypothetical protein HT031_000306 [Scenedesmus sp. PABB004]	KAI3429834.1 hypothetical protein D9Q98_010147 [Chlorella vulgaris], KAI3429833.1 hypothetical protein D9Q98_010146 [Chlorella vulgaris]
OG0001327	KAF8055839.1 hypothetical protein HT031_006614 [Scenedesmus sp. PABB004]	KAI3426480.1 hypothetical protein D9Q98_008846 [Chlorella vulgaris], KAI3426481.1 hypothetical protein D9Q98_008847 [Chlorella vulgaris]
OG0001328	KAF8072996.1 TSB2 [Scenedesmus sp. PABB004]	KAI3430580.1 hypothetical protein D9Q98_005173 [Chlorella vulgaris]
OG0001329	KAF8060308.1 BGLU11 [Scenedesmus sp. PABB004]	KAI3433908.1 hypothetical protein D9Q98_003710 [Chlorella vulgaris]
OG0001330	KAF8056835.1 HIR3 [Scenedesmus sp. PABB004]	KAI3430440.1 hypothetical protein D9Q98_005035 [Chlorella vulgaris]
OG0001331	KAF8068401.1 HOC1 [Scenedesmus sp. PABB004]	KAI3427029.1 hypothetical protein D9Q98_006971 [Chlorella vulgaris]
OG0001332	KAF8058353.1 hypothetical protein HT031_005671 [Scenedesmus sp. PABB004], KAF8063045.1 eukaryotic translation initiation factor 3 subunit L [Scenedesmus sp. PABB004]	KAI3438561.1 hypothetical protein D9Q98_000988 [Chlorella vulgaris]
OG0001333	KAF8063653.1 echA8 [Scenedesmus sp. PABB004]	KAI3427009.1 hypothetical protein D9Q98_006952 [Chlorella vulgaris]
OG0001334	KAF8056244.1 ddx24 [Scenedesmus sp. PABB004], KAF8055993.1 HMCN1 [Scenedesmus sp. PABB004]	KAI3436237.1 hypothetical protein D9Q98_002291 [Chlorella vulgaris]
OG0001335	KAF8069572.1 TCX6 [Scenedesmus sp. PABB004]	KAI3427026.1 hypothetical protein D9Q98_006968 [Chlorella vulgaris]
OG0001337	KAF8069600.1 hypothetical protein HT031_001717 [Scenedesmus sp. PABB004]	KAI3427018.1 hypothetical protein D9Q98_006960 [Chlorella vulgaris], KAI3427017.1 hypothetical protein D9Q98_006960 [Chlorella vulgaris]
OG0001338	KAF8068424.1 CCR4-1 [Scenedesmus sp. PABB004]	KAI3426985.1 hypothetical protein D9Q98_006929 [Chlorella vulgaris], KAI3426988.1 hypothetical protein D9Q98_006932 [Chlorella vulgaris]
OG0001339	KAF8061379.1 ADH9 [Scenedesmus sp. PABB004]	KAI3437677.1 hypothetical protein D9Q98_000127 [Chlorella vulgaris]
OG0001340	KAF8056844.1 hypothetical protein HT031_006188 [Scenedesmus sp. PABB004]	KAI3430881.1 hypothetical protein D9Q98_009289 [Chlorella vulgaris]
OG0001341	KAF8058921.1 FUBP3 [Scenedesmus sp. PABB004]	KAI3437778.1 hypothetical protein D9Q98_000225 [Chlorella vulgaris]
OG0001342	KAF8056357.1 NPL4-like protein 1 [Scenedesmus sp. PABB004]	KAI3434797.1 hypothetical protein D9Q98_002855 [Chlorella vulgaris]
OG0001343	KAF8073116.1 GCP2 [Scenedesmus sp. PABB004]	KAI3438820.1 hypothetical protein D9Q98_001237 [Chlorella vulgaris]
OG0001344	KAF8069591.1 PRS4 [Scenedesmus sp. PABB004]	KAI3427184.1 hypothetical protein D9Q98_007121 [Chlorella vulgaris]
OG0001345	KAF8072718.1 MPS1 [Scenedesmus sp. PABB004]	KAI3424873.1 hypothetical protein D9Q98_008257 [Chlorella vulgaris]
OG0001347	KAF8057896.1 coq6 [Scenedesmus sp. PABB004]	KAI3429296.1 hypothetical protein D9Q98_005392 [Chlorella vulgaris]
OG0001348	KAF8072995.1 hypothetical protein HT031_000655 [Scenedesmus sp. PABB004], KAF8057250.1 hypothetical protein HT031_006058 [Scenedesmus sp. PABB004]	KAI3427195.1 hypothetical protein D9Q98_007131 [Chlorella vulgaris]
OG0001350	KAF8055333.1 aceA [Scenedesmus sp. PABB004], KAF8055332.1 aceA [Scenedesmus sp. PABB004]	KAI3429284.1 hypothetical protein D9Q98_005380 [Chlorella vulgaris]
OG0001351	KAF8062663.1 SLC4A1AP [Scenedesmus sp. PABB004]	KAI3428541.1 hypothetical protein D9Q98_007363 [Chlorella vulgaris]
OG0001352	KAF8067142.1 glycosyltransferase family 92 protein [Scenedesmus sp. PABB004]	KAI3434496.1 hypothetical protein D9Q98_002571 [Chlorella vulgaris]
OG0001353	KAF8055828.1 hypothetical protein HT031_006603 [Scenedesmus sp. PABB004]	KAI3425070.1 hypothetical protein D9Q98_008447 [Chlorella vulgaris]
OG0001356	KAF8064608.1 hypothetical protein HT031_003409 [Scenedesmus sp. PABB004]	KAI3429818.1 hypothetical protein D9Q98_010131 [Chlorella vulgaris]
OG0001359	KAF8064697.1 hypothetical protein HT031_003499 [Scenedesmus sp. PABB004]	KAI3428617.1 hypothetical protein D9Q98_007440 [Chlorella vulgaris]
OG0001360	KAF8061413.1 bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase [Scenedesmus sp. PABB004]	KAI3438702.1 hypothetical protein D9Q98_001122 [Chlorella vulgaris]
OG0001361	KAF8060600.1 Pacrg [Scenedesmus sp. PABB004]	KAI3434798.1 hypothetical protein D9Q98_002856 [Chlorella vulgaris]
OG0001362	KAF8071012.1 yhxC [Scenedesmus sp. PABB004]	KAI3426889.1 hypothetical protein D9Q98_006834 [Chlorella vulgaris], KAI3426888.1 hypothetical protein D9Q98_006834 [Chlorella vulgaris], KAI3426890.1 hypothetical protein D9Q98_006834 [Chlorella vulgaris]
OG0001363	KAF8056248.1 proline--tRNA ligase [Scenedesmus sp. PABB004]	KAI3434662.1 hypothetical protein D9Q98_002726 [Chlorella vulgaris]
OG0001365	KAF8058408.1 hypothetical protein HT031_005532 [Scenedesmus sp. PABB004]	KAI3437969.1 hypothetical protein D9Q98_000413 [Chlorella vulgaris]
OG0001366	KAF8058905.1 impact-B [Scenedesmus sp. PABB004], KAF8061340.1 hypothetical protein HT031_004431 [Scenedesmus sp. PABB004]	KAI3436652.1 hypothetical protein D9Q98_006068 [Chlorella vulgaris]
OG0001367	KAF8060597.1 thioredoxin F [Scenedesmus sp. PABB004]	KAI3431260.1 hypothetical protein D9Q98_004322 [Chlorella vulgaris], KAI3431259.1 hypothetical protein D9Q98_004322 [Chlorella vulgaris]
OG0001368	KAF8061160.1 VAMP713 [Scenedesmus sp. PABB004]	KAI3437989.1 hypothetical protein D9Q98_000432 [Chlorella vulgaris]
OG0001369	KAF8071293.1 ube2s [Scenedesmus sp. PABB004], KAF8070891.1 UBC35 [Scenedesmus sp. PABB004]	KAI3435771.1 hypothetical protein D9Q98_001829 [Chlorella vulgaris]
OG0001370	KAF8056114.1 hypothetical protein HT031_006465 [Scenedesmus sp. PABB004]	KAI3432608.1 hypothetical protein D9Q98_004155 [Chlorella vulgaris]
OG0001373	KAF8069451.1 AUXI1 [Scenedesmus sp. PABB004]	KAI3432590.1 hypothetical protein D9Q98_004138 [Chlorella vulgaris]
OG0001374	KAF8062926.1 ARL8B [Scenedesmus sp. PABB004]	KAI3432597.1 hypothetical protein D9Q98_004145 [Chlorella vulgaris]
OG0001375	KAF8065594.1 RAE1 [Scenedesmus sp. PABB004]	KAI3438022.1 hypothetical protein D9Q98_000465 [Chlorella vulgaris], KAI3438021.1 hypothetical protein D9Q98_000464 [Chlorella vulgaris]
OG0001376	KAF8064682.1 UBC32 [Scenedesmus sp. PABB004]	KAI3429414.1 hypothetical protein D9Q98_005509 [Chlorella vulgaris]
OG0001377	KAF8065872.1 hypothetical protein HT031_002933 [Scenedesmus sp. PABB004]	KAI3427266.1 hypothetical protein D9Q98_007198 [Chlorella vulgaris]
OG0001379	KAF8056242.1 cpz-1 [Scenedesmus sp. PABB004]	KAI3425307.1 hypothetical protein D9Q98_009072 [Chlorella vulgaris]
OG0001380	KAF8061375.1 NDA1 [Scenedesmus sp. PABB004]	KAI3436606.1 hypothetical protein D9Q98_006023 [Chlorella vulgaris]
OG0001381	KAF8058911.1 ARG7 [Scenedesmus sp. PABB004]	KAI3432886.1 hypothetical protein D9Q98_010468 [Chlorella vulgaris]
OG0001382	KAF8065579.1 SMC2-1 [Scenedesmus sp. PABB004]	KAI3432584.1 hypothetical protein D9Q98_004133 [Chlorella vulgaris]
OG0001383	KAF8061304.1 gyrA [Scenedesmus sp. PABB004]	KAI3432568.1 hypothetical protein D9Q98_004117 [Chlorella vulgaris]
OG0001384	KAF8057922.1 SRC2 [Scenedesmus sp. PABB004]	KAI3432867.1 hypothetical protein D9Q98_010450 [Chlorella vulgaris]
OG0001385	KAF8057634.1 TOP6B [Scenedesmus sp. PABB004]	KAI3432870.1 hypothetical protein D9Q98_010453 [Chlorella vulgaris]
OG0001388	KAF8054973.1 RH29 [Scenedesmus sp. PABB004]	KAI3431711.1 hypothetical protein D9Q98_004756 [Chlorella vulgaris]
OG0001390	KAF8066293.1 Art7 [Scenedesmus sp. PABB004]	KAI3437747.1 hypothetical protein D9Q98_000195 [Chlorella vulgaris]
OG0001393	KAF8062780.1 CDKC-1 [Scenedesmus sp. PABB004]	KAI3425085.1 hypothetical protein D9Q98_008463 [Chlorella vulgaris]
OG0001395	KAF8064494.1 NRPA2 [Scenedesmus sp. PABB004]	KAI3433406.1 hypothetical protein D9Q98_003222 [Chlorella vulgaris]
OG0001396	KAF8055920.1 TOC120 [Scenedesmus sp. PABB004]	KAI3437819.1 hypothetical protein D9Q98_000266 [Chlorella vulgaris]
OG0001397	KAF8067373.1 SMU1 [Scenedesmus sp. PABB004]	KAI3435657.1 hypothetical protein D9Q98_001715 [Chlorella vulgaris]
OG0001398	KAF8071197.1 NFS2 [Scenedesmus sp. PABB004]	KAI3438385.1 hypothetical protein D9Q98_000817 [Chlorella vulgaris]
OG0001399	KAF8058850.1 sf3a2 [Scenedesmus sp. PABB004]	KAI3432865.1 hypothetical protein D9Q98_010448 [Chlorella vulgaris]
OG0001400	KAF8058464.1 CCDC25 [Scenedesmus sp. PABB004]	KAI3438974.1 hypothetical protein D9Q98_001388 [Chlorella vulgaris]
OG0001401	KAF8072868.1 PITH domain-containing protein [Scenedesmus sp. PABB004]	KAI3426924.1 hypothetical protein D9Q98_006868 [Chlorella vulgaris]
OG0001403	KAF8056771.1 TGD2 [Scenedesmus sp. PABB004], KAF8056776.1 TGD2 [Scenedesmus sp. PABB004]	KAI3432325.1 hypothetical protein D9Q98_003884 [Chlorella vulgaris]
OG0001405	KAF8068185.1 TOM9-2 [Scenedesmus sp. PABB004]	KAI3434401.1 hypothetical protein D9Q98_002479 [Chlorella vulgaris]
OG0001406	KAF8058453.1 Hdac1 [Scenedesmus sp. PABB004]	KAI3436461.1 hypothetical protein D9Q98_005878 [Chlorella vulgaris]
OG0001408	KAF8057112.1 XPO1 [Scenedesmus sp. PABB004]	KAI3430740.1 hypothetical protein D9Q98_009153 [Chlorella vulgaris], KAI3430741.1 hypothetical protein D9Q98_009153 [Chlorella vulgaris]
OG0001409	KAF8067418.1 trx1 [Scenedesmus sp. PABB004]	KAI3435686.1 hypothetical protein D9Q98_001744 [Chlorella vulgaris]
OG0001410	KAF8055664.1 BOB1 [Scenedesmus sp. PABB004], KAF8067145.1 olpB [Scenedesmus sp. PABB004]	KAI3426259.1 hypothetical protein D9Q98_008634 [Chlorella vulgaris]
OG0001411	KAF8060277.1 RZ1A [Scenedesmus sp. PABB004]	KAI3426247.1 hypothetical protein D9Q98_008622 [Chlorella vulgaris], KAI3426246.1 hypothetical protein D9Q98_008622 [Chlorella vulgaris]
OG0001412	KAF8057116.1 MBD4L [Scenedesmus sp. PABB004]	KAI3429502.1 hypothetical protein D9Q98_005591 [Chlorella vulgaris], KAI3429504.1 hypothetical protein D9Q98_005593 [Chlorella vulgaris]
OG0001413	KAF8069369.1 PRP2 [Scenedesmus sp. PABB004]	KAI3432409.1 hypothetical protein D9Q98_003963 [Chlorella vulgaris], KAI3432408.1 hypothetical protein D9Q98_003963 [Chlorella vulgaris]
OG0001414	KAF8063841.1 DEGP1 [Scenedesmus sp. PABB004]	KAI3426194.1 hypothetical protein D9Q98_008571 [Chlorella vulgaris]
OG0001415	KAF8065518.1 hypothetical protein HT031_003119 [Scenedesmus sp. PABB004]	KAI3429487.1 hypothetical protein D9Q98_005578 [Chlorella vulgaris], KAI3429488.1 hypothetical protein D9Q98_005578 [Chlorella vulgaris]
OG0001417	KAF8055281.1 Threonine synthase [Scenedesmus sp. PABB004]	KAI3426441.1 hypothetical protein D9Q98_008809 [Chlorella vulgaris]
OG0001419	KAF8066421.1 Mcat [Scenedesmus sp. PABB004]	KAI3426449.1 hypothetical protein D9Q98_008816 [Chlorella vulgaris]
OG0001420	KAF8059182.1 ZBP14 [Scenedesmus sp. PABB004]	KAI3429618.1 hypothetical protein D9Q98_005704 [Chlorella vulgaris]
OG0001421	KAF8058401.1 Togaram2 [Scenedesmus sp. PABB004]	KAI3429660.1 hypothetical protein D9Q98_005745 [Chlorella vulgaris], KAI3429659.1 hypothetical protein D9Q98_005744 [Chlorella vulgaris]
OG0001422	KAF8068358.1 YPTV3 [Scenedesmus sp. PABB004], KAF8058946.1 YPTV3 [Scenedesmus sp. PABB004]	KAI3429564.1 hypothetical protein D9Q98_005651 [Chlorella vulgaris]
OG0001424	KAF8056371.1 hypothetical protein HT031_006370 [Scenedesmus sp. PABB004]	KAI3426437.1 hypothetical protein D9Q98_008805 [Chlorella vulgaris]
OG0001425	KAF8062909.1 ASB1 [Scenedesmus sp. PABB004]	KAI3426121.1 hypothetical protein D9Q98_008500 [Chlorella vulgaris], KAI3426122.1 hypothetical protein D9Q98_008500 [Chlorella vulgaris]
OG0001426	KAF8058135.1 PRP8A [Scenedesmus sp. PABB004]	KAI3432839.1 hypothetical protein D9Q98_010423 [Chlorella vulgaris]
OG0001427	KAF8067326.1 JMJ16 [Scenedesmus sp. PABB004], KAF8057902.1 P4H3 [Scenedesmus sp. PABB004]	KAI3426325.1 hypothetical protein D9Q98_008698 [Chlorella vulgaris]
OG0001428	KAF8065743.1 hypothetical protein HT031_002803 [Scenedesmus sp. PABB004]	KAI3436182.1 hypothetical protein D9Q98_002237 [Chlorella vulgaris]
OG0001429	KAF8058861.1 hypothetical protein HT031_005429 [Scenedesmus sp. PABB004]	KAI3437660.1 hypothetical protein D9Q98_000110 [Chlorella vulgaris], KAI3437645.1 hypothetical protein D9Q98_000096 [Chlorella vulgaris]
OG0001430	KAF8059402.1 GSO1 [Scenedesmus sp. PABB004]	KAI3426213.1 hypothetical protein D9Q98_008589 [Chlorella vulgaris], KAI3426214.1 hypothetical protein D9Q98_008590 [Chlorella vulgaris]
OG0001431	KAF8071370.1 R06F6.8 [Scenedesmus sp. PABB004]	KAI3426206.1 hypothetical protein D9Q98_008583 [Chlorella vulgaris]
OG0001433	KAF8068205.1 hypothetical protein HT031_001891 [Scenedesmus sp. PABB004]	KAI3424303.1 hypothetical protein D9Q98_009857 [Chlorella vulgaris]
OG0001434	KAF8056344.1 DAB1 [Scenedesmus sp. PABB004]	KAI3435710.1 hypothetical protein D9Q98_001768 [Chlorella vulgaris]
OG0001435	KAF8067301.1 SUS3 [Scenedesmus sp. PABB004]	KAI3433439.1 hypothetical protein D9Q98_003254 [Chlorella vulgaris], KAI3433440.1 hypothetical protein D9Q98_003254 [Chlorella vulgaris]
OG0001436	KAF8069413.1 SKI3 [Scenedesmus sp. PABB004]	KAI3433292.1 hypothetical protein D9Q98_003111 [Chlorella vulgaris]
OG0001438	KAF8055035.1 hypothetical protein HT031_006851 [Scenedesmus sp. PABB004]	KAI3435722.1 hypothetical protein D9Q98_001780 [Chlorella vulgaris]
OG0001439	KAF8061902.1 ABCG21 [Scenedesmus sp. PABB004], KAF8058431.1 ABCG25 [Scenedesmus sp. PABB004]	KAI3435720.1 hypothetical protein D9Q98_001778 [Chlorella vulgaris], KAI3435721.1 hypothetical protein D9Q98_001779 [Chlorella vulgaris]
OG0001440	KAF8065946.1 dml1 [Scenedesmus sp. PABB004]	KAI3433357.1 hypothetical protein D9Q98_003175 [Chlorella vulgaris], KAI3435725.1 hypothetical protein D9Q98_001783 [Chlorella vulgaris], KAI3435726.1 hypothetical protein D9Q98_001784 [Chlorella vulgaris]
OG0001441	KAF8069645.1 INPP5B [Scenedesmus sp. PABB004], KAF8068242.1 Ocrl [Scenedesmus sp. PABB004], KAF8069525.1 IP5P5 [Scenedesmus sp. PABB004]	KAI3433300.1 hypothetical protein D9Q98_003119 [Chlorella vulgaris]
OG0001443	KAF8062901.1 ackA [Scenedesmus sp. PABB004]	KAI3427946.1 hypothetical protein D9Q98_006336 [Chlorella vulgaris]
OG0001444	KAF8059147.1 MKP1 [Scenedesmus sp. PABB004]	KAI3425800.1 hypothetical protein D9Q98_007775 [Chlorella vulgaris]
OG0001445	KAF8069713.1 nucleolar GTP-binding protein 1 [Scenedesmus sp. PABB004]	KAI3431856.1 hypothetical protein D9Q98_010608 [Chlorella vulgaris]
OG0001447	KAF8056148.1 VPS52 [Scenedesmus sp. PABB004]	KAI3423901.1 hypothetical protein D9Q98_009735 [Chlorella vulgaris]
OG0001450	KAF8072833.1 zinc transporter [Scenedesmus sp. PABB004]	KAI3430624.1 hypothetical protein D9Q98_005217 [Chlorella vulgaris]
OG0001452	KAF8066299.1 Pan2 [Scenedesmus sp. PABB004]	KAI3433714.1 hypothetical protein D9Q98_003522 [Chlorella vulgaris], KAI3433713.1 hypothetical protein D9Q98_003522 [Chlorella vulgaris]
