Orthogroup	Chlorella_VariabilisNC64A	Coccomyxa_SubellipsoideaC169
OG0000444	XP_005843414.1 hypothetical protein CHLNCDRAFT_17655_ partial [Chlorella variabilis], XP_005848151.1 hypothetical protein CHLNCDRAFT_145499 [Chlorella variabilis], XP_005844514.1 hypothetical protein CHLNCDRAFT_13804_ partial [Chlorella variabilis]	EIE27576.1 plasma membrane intrinsic protein [Coccomyxa subellipsoidea C-169], EIE22533.1 aquaporin-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000446	XP_005849694.1 hypothetical protein CHLNCDRAFT_20970_ partial [Chlorella variabilis]	EIE20903.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169], EIE25760.1 hypothetical protein COCSUDRAFT_60776 [Coccomyxa subellipsoidea C-169]
OG0000447	XP_005843065.1 hypothetical protein CHLNCDRAFT_141593 [Chlorella variabilis]	EIE25825.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
OG0000447	XP_005847107.1 hypothetical protein CHLNCDRAFT_58072 [Chlorella variabilis]	EIE27268.1 hypothetical protein COCSUDRAFT_55287 [Coccomyxa subellipsoidea C-169]
OG0000448	XP_005849268.1 hypothetical protein CHLNCDRAFT_57374 [Chlorella variabilis]	EIE25883.1 DDHD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000449	XP_005851351.1 hypothetical protein CHLNCDRAFT_19196 [Chlorella variabilis]	EIE20407.1 DNA repair protein rad10_ partial [Coccomyxa subellipsoidea C-169]
OG0000449	XP_005851646.1 hypothetical protein CHLNCDRAFT_19379_ partial [Chlorella variabilis]	EIE27163.1 hypothetical protein COCSUDRAFT_55186 [Coccomyxa subellipsoidea C-169]
OG0000451	XP_005846956.1 hypothetical protein CHLNCDRAFT_134911 [Chlorella variabilis]	EIE21977.1 hypothetical protein COCSUDRAFT_42983 [Coccomyxa subellipsoidea C-169]
OG0000452	XP_005850888.1 hypothetical protein CHLNCDRAFT_56887 [Chlorella variabilis]	EIE26516.1 Snf7-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000453	XP_005849895.1 hypothetical protein CHLNCDRAFT_34758 [Chlorella variabilis]	EIE20539.1 HAD-like protein [Coccomyxa subellipsoidea C-169], EIE19482.1 NLI interacting factor_ partial [Coccomyxa subellipsoidea C-169]
OG0000453	XP_005849896.1 hypothetical protein CHLNCDRAFT_143148 [Chlorella variabilis]	EIE19444.1 hypothetical protein COCSUDRAFT_67899 [Coccomyxa subellipsoidea C-169]
OG0000454	XP_005849996.1 hypothetical protein CHLNCDRAFT_34303 [Chlorella variabilis], XP_005849992.1 expressed protein_ partial [Chlorella variabilis]	EIE25141.1 ribose-5-phosphate isomerase [Coccomyxa subellipsoidea C-169], EIE25684.1 ribose-5-phosphate isomerase [Coccomyxa subellipsoidea C-169]
OG0000455	XP_005843906.1 hypothetical protein CHLNCDRAFT_27668_ partial [Chlorella variabilis]	EIE18383.1 magnesium-protoporphyrin IX methyltransferase [Coccomyxa subellipsoidea C-169]
OG0000455	XP_005843905.1 hypothetical protein CHLNCDRAFT_59136 [Chlorella variabilis]	EIE25690.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0000456	XP_005848775.1 hypothetical protein CHLNCDRAFT_144542 [Chlorella variabilis]	EIE22350.1 Presenilin-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000456	XP_005850309.1 hypothetical protein CHLNCDRAFT_20260_ partial [Chlorella variabilis]	EIE21098.1 Clavaminate synthase-like protein [Coccomyxa subellipsoidea C-169]
OG0000456	XP_005850310.1 hypothetical protein CHLNCDRAFT_142071 [Chlorella variabilis]	EIE21100.1 hypothetical protein COCSUDRAFT_54123 [Coccomyxa subellipsoidea C-169]
OG0000457	XP_005850677.1 hypothetical protein CHLNCDRAFT_34199 [Chlorella variabilis]	EIE24015.1 pyruvate kinase [Coccomyxa subellipsoidea C-169]
OG0000457	XP_005850676.1 hypothetical protein CHLNCDRAFT_48552 [Chlorella variabilis]	EIE26524.1 dihydrolipoamide succinyltransferase [Coccomyxa subellipsoidea C-169]
OG0000458	XP_005851072.1 hypothetical protein CHLNCDRAFT_48451 [Chlorella variabilis]	EIE21499.1 nucleoside diphosphate kinase [Coccomyxa subellipsoidea C-169]
OG0000458	XP_005849808.1 hypothetical protein CHLNCDRAFT_30376 [Chlorella variabilis]	EIE19716.1 NDPK I [Coccomyxa subellipsoidea C-169]
OG0000459	XP_005850662.1 hypothetical protein CHLNCDRAFT_140690 [Chlorella variabilis], XP_005850250.1 hypothetical protein CHLNCDRAFT_141928 [Chlorella variabilis]	EIE19784.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]
OG0000459	XP_005850251.1 hypothetical protein CHLNCDRAFT_141930 [Chlorella variabilis]	EIE25155.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0000460	XP_005844084.1 hypothetical protein CHLNCDRAFT_139488 [Chlorella variabilis], XP_005845113.1 hypothetical protein CHLNCDRAFT_59751 [Chlorella variabilis]	EIE26947.1 proliferating cell nuclear antigen [Coccomyxa subellipsoidea C-169], EIE19859.1 proliferating cell nuclear antigen [Coccomyxa subellipsoidea C-169]
OG0000461	XP_005847835.1 hypothetical protein CHLNCDRAFT_134063_ partial [Chlorella variabilis]	EIE20785.1 pyruvate kinase [Coccomyxa subellipsoidea C-169]
OG0000461	XP_005847836.1 hypothetical protein CHLNCDRAFT_23061_ partial [Chlorella variabilis]	EIE20755.1 hypothetical protein COCSUDRAFT_25064 [Coccomyxa subellipsoidea C-169]
OG0000462	XP_005843814.1 hypothetical protein CHLNCDRAFT_139869 [Chlorella variabilis]	EIE25162.1 hypothetical protein COCSUDRAFT_40488 [Coccomyxa subellipsoidea C-169]
OG0000463	XP_005842608.1 hypothetical protein CHLNCDRAFT_142567_ partial [Chlorella variabilis]	EIE18753.1 Six-hairpin glycosidase [Coccomyxa subellipsoidea C-169], EIE18751.1 Six-hairpin glycosidase [Coccomyxa subellipsoidea C-169], EIE21302.1 Six-hairpin glycosidase [Coccomyxa subellipsoidea C-169]
OG0000464	XP_005850223.1 hypothetical protein CHLNCDRAFT_57165 [Chlorella variabilis]	EIE25257.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0000465	XP_005844263.1 hypothetical protein CHLNCDRAFT_7287_ partial [Chlorella variabilis], XP_005851396.1 hypothetical protein CHLNCDRAFT_137645 [Chlorella variabilis]	EIE26665.1 hypothetical protein COCSUDRAFT_21827 [Coccomyxa subellipsoidea C-169]
OG0000466	XP_005847164.1 hypothetical protein CHLNCDRAFT_13061_ partial [Chlorella variabilis]	EIE22164.1 ribonuclease T2 [Coccomyxa subellipsoidea C-169]
OG0000467	XP_005843507.1 hypothetical protein CHLNCDRAFT_33111 [Chlorella variabilis]	EIE26458.1 thioredoxin Ch2 [Coccomyxa subellipsoidea C-169]
OG0000467	XP_005845953.1 hypothetical protein CHLNCDRAFT_14388_ partial [Chlorella variabilis]	EIE25920.1 thioredoxin-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000468	XP_005846307.1 GTP-binding protein yptV1 [Chlorella variabilis]	EIE21175.1 GTP-binding protein YPTC1 [Coccomyxa subellipsoidea C-169]
OG0000468	XP_005851611.1 hypothetical protein CHLNCDRAFT_33935 [Chlorella variabilis]	EIE18423.1 Rab8/RabE-family small GTPase [Coccomyxa subellipsoidea C-169]
OG0000469	XP_005845145.1 hypothetical protein CHLNCDRAFT_137280 [Chlorella variabilis], XP_005843930.1 hypothetical protein CHLNCDRAFT_7647_ partial [Chlorella variabilis], XP_005846124.1 hypothetical protein CHLNCDRAFT_25383 [Chlorella variabilis]	EIE18717.1 threonine deaminase [Coccomyxa subellipsoidea C-169], EIE22559.1 threonine dehydratase I [Coccomyxa subellipsoidea C-169]
OG0000470	XP_005848387.1 hypothetical protein CHLNCDRAFT_145167 [Chlorella variabilis]	EIE24990.1 tRNA pseudouridine synthase D [Coccomyxa subellipsoidea C-169]
OG0000470	XP_005843941.1 hypothetical protein CHLNCDRAFT_32859 [Chlorella variabilis]	EIE19624.1 leucyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]
OG0000471	XP_005849344.1 hypothetical protein CHLNCDRAFT_143750 [Chlorella variabilis]	EIE19612.1 TAFII28-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000472	XP_005847716.1 hypothetical protein CHLNCDRAFT_133757 [Chlorella variabilis]	EIE21408.1 hypothetical protein COCSUDRAFT_56628 [Coccomyxa subellipsoidea C-169]
OG0000473	XP_005851149.1 expressed protein [Chlorella variabilis], XP_005851148.1 hypothetical protein CHLNCDRAFT_7805_ partial [Chlorella variabilis], XP_005846862.1 hypothetical protein CHLNCDRAFT_35720 [Chlorella variabilis]	EIE21969.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0000474	XP_005845200.1 hypothetical protein CHLNCDRAFT_26241_ partial [Chlorella variabilis], XP_005845199.1 hypothetical protein CHLNCDRAFT_137425 [Chlorella variabilis]	EIE22588.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000475	XP_005845054.1 hypothetical protein CHLNCDRAFT_36630 [Chlorella variabilis], XP_005845056.1 hypothetical protein CHLNCDRAFT_54025 [Chlorella variabilis]	EIE20340.1 actin depolymerizing protein [Coccomyxa subellipsoidea C-169], EIE20266.1 hypothetical protein COCSUDRAFT_57984 [Coccomyxa subellipsoidea C-169]
OG0000476	XP_005846650.1 hypothetical protein CHLNCDRAFT_135335 [Chlorella variabilis]	EIE18870.1 glutathione synthetase ATP-binding domain-like protein [Coccomyxa subellipsoidea C-169]
OG0000477	XP_005851414.1 hypothetical protein CHLNCDRAFT_137680 [Chlorella variabilis]	EIE27591.1 saccharopine dehydrogenase-like protein [Coccomyxa subellipsoidea C-169]
OG0000477	XP_005845780.1 hypothetical protein CHLNCDRAFT_32043 [Chlorella variabilis]	EIE21272.1 hypothetical protein COCSUDRAFT_17737_ partial [Coccomyxa subellipsoidea C-169]
OG0000478	XP_005843559.1 hypothetical protein CHLNCDRAFT_140192 [Chlorella variabilis]	EIE25517.1 WD40 repeat-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000478	XP_005843278.1 hypothetical protein CHLNCDRAFT_33215 [Chlorella variabilis]	EIE25317.1 5'-adenylylsulfate reductase [Coccomyxa subellipsoidea C-169]
OG0000479	XP_005845224.1 hypothetical protein CHLNCDRAFT_59750 [Chlorella variabilis]	EIE22529.1 hypothetical protein COCSUDRAFT_42218 [Coccomyxa subellipsoidea C-169]
OG0000479	XP_005845223.1 hypothetical protein CHLNCDRAFT_137476 [Chlorella variabilis]	EIE26940.1 hypothetical protein COCSUDRAFT_32309 [Coccomyxa subellipsoidea C-169]
OG0000480	XP_005845327.1 hypothetical protein CHLNCDRAFT_25946_ partial [Chlorella variabilis]	EIE25309.1 peptide chain release factor 1 [Coccomyxa subellipsoidea C-169]
OG0000480	XP_005843606.1 hypothetical protein CHLNCDRAFT_48352 [Chlorella variabilis]	EIE25369.1 ribosomal protein L3 [Coccomyxa subellipsoidea C-169]
OG0000481	XP_005849886.1 hypothetical protein CHLNCDRAFT_143129 [Chlorella variabilis], XP_005848869.1 hypothetical protein CHLNCDRAFT_144244 [Chlorella variabilis], XP_005846708.1 hypothetical protein CHLNCDRAFT_135094 [Chlorella variabilis], XP_005848532.1 hypothetical protein CHLNCDRAFT_59657 [Chlorella variabilis]	EIE19805.1 SGNH hydrolase [Coccomyxa subellipsoidea C-169], EIE19806.1 hypothetical protein COCSUDRAFT_58535 [Coccomyxa subellipsoidea C-169], EIE27754.1 SGNH hydrolase [Coccomyxa subellipsoidea C-169], EIE25635.1 hypothetical protein COCSUDRAFT_83642 [Coccomyxa subellipsoidea C-169], EIE19760.1 SGNH hydrolase [Coccomyxa subellipsoidea C-169], EIE19165.1 SGNH hydrolase [Coccomyxa subellipsoidea C-169]
OG0000482	XP_005846794.1 hypothetical protein CHLNCDRAFT_15571_ partial [Chlorella variabilis]	EIE20295.1 Prp18-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000485	XP_005847041.1 hypothetical protein CHLNCDRAFT_134685 [Chlorella variabilis], XP_005846238.1 hypothetical protein CHLNCDRAFT_135522 [Chlorella variabilis], XP_005849170.1 hypothetical protein CHLNCDRAFT_143821 [Chlorella variabilis], XP_005843805.1 hypothetical protein CHLNCDRAFT_139833 [Chlorella variabilis], XP_005844440.1 hypothetical protein CHLNCDRAFT_139158 [Chlorella variabilis]	EIE27695.1 hypothetical protein COCSUDRAFT_64337 [Coccomyxa subellipsoidea C-169]
OG0000486	XP_005850019.1 hypothetical protein CHLNCDRAFT_141982 [Chlorella variabilis], XP_005850948.1 hypothetical protein CHLNCDRAFT_140700 [Chlorella variabilis], XP_005844883.1 hypothetical protein CHLNCDRAFT_58755 [Chlorella variabilis]	EIE23444.1 putative beta-N-acetylhexosaminidase [Coccomyxa subellipsoidea C-169]
OG0000493	XP_005850402.1 hypothetical protein CHLNCDRAFT_142294 [Chlorella variabilis]	EIE25452.1 hypothetical protein COCSUDRAFT_40691 [Coccomyxa subellipsoidea C-169]
OG0000493	XP_005850403.1 hypothetical protein CHLNCDRAFT_142295 [Chlorella variabilis]	EIE25628.1 hypothetical protein COCSUDRAFT_83635 [Coccomyxa subellipsoidea C-169]
OG0000498	XP_005847665.1 hypothetical protein CHLNCDRAFT_52380 [Chlorella variabilis]	EIE19495.1 UPF0016-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000498	XP_005843850.1 hypothetical protein CHLNCDRAFT_27561 [Chlorella variabilis]	EIE25293.1 UPF0016-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000499	XP_005847220.1 hypothetical protein CHLNCDRAFT_31176_ partial [Chlorella variabilis]	EIE25296.1 DNA primase core_ partial [Coccomyxa subellipsoidea C-169]
OG0000500	XP_005843927.1 hypothetical protein CHLNCDRAFT_27595_ partial [Chlorella variabilis]	EIE25738.1 mitochondrial substrate carrier [Coccomyxa subellipsoidea C-169]
OG0000501	XP_005849197.1 hypothetical protein CHLNCDRAFT_21535_ partial [Chlorella variabilis]	EIE23578.1 hypothetical protein COCSUDRAFT_47352 [Coccomyxa subellipsoidea C-169]
OG0000501	XP_005849394.1 hypothetical protein CHLNCDRAFT_143887 [Chlorella variabilis]	EIE23580.1 hypothetical protein COCSUDRAFT_15265 [Coccomyxa subellipsoidea C-169]
OG0000502	XP_005843847.1 hypothetical protein CHLNCDRAFT_59088 [Chlorella variabilis]	EIE22122.1 hypothetical protein COCSUDRAFT_1093_ partial [Coccomyxa subellipsoidea C-169], EIE24551.1 hypothetical protein COCSUDRAFT_46851 [Coccomyxa subellipsoidea C-169], EIE25702.1 hypothetical protein COCSUDRAFT_46340 [Coccomyxa subellipsoidea C-169]
OG0000503	XP_005849512.1 hypothetical protein CHLNCDRAFT_21069 [Chlorella variabilis]	EIE25295.1 hypothetical protein COCSUDRAFT_13766_ partial [Coccomyxa subellipsoidea C-169]
OG0000503	XP_005846584.1 hypothetical protein CHLNCDRAFT_135149 [Chlorella variabilis]	EIE21813.1 hypothetical protein COCSUDRAFT_53863 [Coccomyxa subellipsoidea C-169]
OG0000504	XP_005850696.1 hypothetical protein CHLNCDRAFT_140773 [Chlorella variabilis]	EIE26110.1 hypothetical protein COCSUDRAFT_61106 [Coccomyxa subellipsoidea C-169], EIE26109.1 hypothetical protein COCSUDRAFT_40265 [Coccomyxa subellipsoidea C-169]
OG0000504	XP_005846012.1 hypothetical protein CHLNCDRAFT_136105 [Chlorella variabilis]	EIE27210.1 hypothetical protein COCSUDRAFT_52098 [Coccomyxa subellipsoidea C-169]
OG0000505	XP_005850569.1 hypothetical protein CHLNCDRAFT_140477 [Chlorella variabilis]	EIE21443.1 hypothetical protein COCSUDRAFT_53992 [Coccomyxa subellipsoidea C-169]
OG0000505	XP_005848726.1 hypothetical protein CHLNCDRAFT_144400 [Chlorella variabilis]	EIE18537.1 hypothetical protein COCSUDRAFT_49246 [Coccomyxa subellipsoidea C-169]
OG0000506	XP_005849791.1 hypothetical protein CHLNCDRAFT_142883 [Chlorella variabilis]	EIE20449.1 hypothetical protein COCSUDRAFT_43891 [Coccomyxa subellipsoidea C-169]
OG0000507	XP_005849809.1 expressed protein [Chlorella variabilis]	EIE22355.1 hypothetical protein COCSUDRAFT_56048 [Coccomyxa subellipsoidea C-169]
OG0000507	XP_005849806.1 hypothetical protein CHLNCDRAFT_50975 [Chlorella variabilis]	EIE20434.1 LAG1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000508	XP_005845407.1 hypothetical protein CHLNCDRAFT_136973 [Chlorella variabilis]	EIE21341.1 hypothetical protein COCSUDRAFT_48071 [Coccomyxa subellipsoidea C-169]
OG0000510	XP_005847454.1 hypothetical protein CHLNCDRAFT_31300 [Chlorella variabilis], XP_005847455.1 hypothetical protein CHLNCDRAFT_134377 [Chlorella variabilis]	EIE21051.1 3-phosphoshikimate 1-carboxyvinyltransferase [Coccomyxa subellipsoidea C-169], EIE23113.1 3-phosphoshikimate 1-carboxyvinyltransferase [Coccomyxa subellipsoidea C-169]
OG0000511	XP_005847497.1 hypothetical protein CHLNCDRAFT_134498 [Chlorella variabilis]	EIE25433.1 putative thiol-disulfide oxidoreductase DCC_ partial [Coccomyxa subellipsoidea C-169]
OG0000512	XP_005844807.1 hypothetical protein CHLNCDRAFT_36787_ partial [Chlorella variabilis]	EIE18444.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000513	XP_005846774.1 hypothetical protein CHLNCDRAFT_24539 [Chlorella variabilis], XP_005846775.1 hypothetical protein CHLNCDRAFT_135279 [Chlorella variabilis]	EIE23896.1 hypothetical protein COCSUDRAFT_62426 [Coccomyxa subellipsoidea C-169]
OG0000514	XP_005848146.1 hypothetical protein CHLNCDRAFT_57774 [Chlorella variabilis], XP_005848145.1 hypothetical protein CHLNCDRAFT_57773 [Chlorella variabilis]	EIE22139.1 Mg2+ transporter protein [Coccomyxa subellipsoidea C-169]
OG0000515	XP_005848169.1 hypothetical protein CHLNCDRAFT_145552 [Chlorella variabilis], XP_005847928.1 hypothetical protein CHLNCDRAFT_52055 [Chlorella variabilis]	EIE27444.1 GILT-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE23002.1 GILT-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000516	XP_005847867.1 expressed protein [Chlorella variabilis], XP_005842763.1 hypothetical protein CHLNCDRAFT_144044_ partial [Chlorella variabilis]	EIE18121.1 hypothetical protein COCSUDRAFT_49363 [Coccomyxa subellipsoidea C-169]
OG0000516	XP_005842764.1 hypothetical protein CHLNCDRAFT_144045_ partial [Chlorella variabilis]	EIE18159.1 hypothetical protein COCSUDRAFT_60532 [Coccomyxa subellipsoidea C-169]
OG0000517	XP_005846970.1 hypothetical protein CHLNCDRAFT_58100 [Chlorella variabilis]	EIE27224.1 hypothetical protein COCSUDRAFT_26596 [Coccomyxa subellipsoidea C-169]
OG0000519	XP_005847186.1 hypothetical protein CHLNCDRAFT_134977 [Chlorella variabilis]	EIE27625.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
OG0000519	XP_005847907.1 hypothetical protein CHLNCDRAFT_48776 [Chlorella variabilis]	EIE27786.1 N-myristoyl transferase [Coccomyxa subellipsoidea C-169]
OG0000520	XP_005852106.1 hypothetical protein CHLNCDRAFT_48072 [Chlorella variabilis]	EIE24146.1 hypothetical protein COCSUDRAFT_32988 [Coccomyxa subellipsoidea C-169]
OG0000521	XP_005843587.1 hypothetical protein CHLNCDRAFT_59242 [Chlorella variabilis]	EIE18252.1 hypothetical protein COCSUDRAFT_60448 [Coccomyxa subellipsoidea C-169], EIE20629.1 cysteine proteinase [Coccomyxa subellipsoidea C-169]
OG0000522	XP_005844333.1 hypothetical protein CHLNCDRAFT_54553 [Chlorella variabilis]	EIE26461.1 succinate dehydrogenase subunit b560 [Coccomyxa subellipsoidea C-169]
OG0000522	XP_005844349.1 hypothetical protein CHLNCDRAFT_139136 [Chlorella variabilis]	EIE26272.1 DnaJ-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000523	XP_005844304.1 hypothetical protein CHLNCDRAFT_139017 [Chlorella variabilis]	EIE25819.1 hypothetical protein COCSUDRAFT_32389 [Coccomyxa subellipsoidea C-169]
OG0000525	XP_005849315.1 hypothetical protein CHLNCDRAFT_143654 [Chlorella variabilis], XP_005849697.1 hypothetical protein CHLNCDRAFT_21314 [Chlorella variabilis]	EIE19424.1 hypothetical protein COCSUDRAFT_58709 [Coccomyxa subellipsoidea C-169]
OG0000526	XP_005843601.1 hypothetical protein CHLNCDRAFT_59210 [Chlorella variabilis]	EIE18295.1 hypothetical protein COCSUDRAFT_10349_ partial [Coccomyxa subellipsoidea C-169]
OG0000527	XP_005846875.1 hypothetical protein CHLNCDRAFT_134708 [Chlorella variabilis], XP_005842631.1 hypothetical protein CHLNCDRAFT_55819_ partial [Chlorella variabilis]	EIE23158.1 hypothetical protein COCSUDRAFT_42089 [Coccomyxa subellipsoidea C-169]
OG0000527	XP_005847052.1 hypothetical protein CHLNCDRAFT_24117 [Chlorella variabilis]	EIE23188.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
OG0000528	XP_005851802.1 hypothetical protein CHLNCDRAFT_11319_ partial [Chlorella variabilis]	EIE24100.1 CRAL/TRIO domain-containing protein [Coccomyxa subellipsoidea C-169], EIE23731.1 CRAL/TRIO domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000528	XP_005851801.1 hypothetical protein CHLNCDRAFT_49502 [Chlorella variabilis]	EIE24198.1 hypothetical protein COCSUDRAFT_62706 [Coccomyxa subellipsoidea C-169]
OG0000529	XP_005845851.1 hypothetical protein CHLNCDRAFT_59729 [Chlorella variabilis], XP_005844667.1 hypothetical protein CHLNCDRAFT_26581_ partial [Chlorella variabilis]	EIE27714.1 hypothetical protein COCSUDRAFT_21535 [Coccomyxa subellipsoidea C-169]
