Orthogroup	Chlorella_VariabilisNC64A	Chlorella_Sorokiniana1602
OG0000486	XP_005844883.1 hypothetical protein CHLNCDRAFT_58755 [Chlorella variabilis]	PRW33107.1 beta-hexosaminidase subunit beta isoform X1 [Chlorella sorokiniana]
OG0000487	XP_005849292.1 hypothetical protein CHLNCDRAFT_143599 [Chlorella variabilis], XP_005849288.1 hypothetical protein CHLNCDRAFT_143592 [Chlorella variabilis], XP_005849291.1 hypothetical protein CHLNCDRAFT_143597_ partial [Chlorella variabilis], XP_005849290.1 hypothetical protein CHLNCDRAFT_143596 [Chlorella variabilis], XP_005849289.1 hypothetical protein CHLNCDRAFT_143593 [Chlorella variabilis]	PRW58669.1 hypothetical protein C2E21_2704 [Chlorella sorokiniana]
OG0000489	XP_005848368.1 hypothetical protein CHLNCDRAFT_145120 [Chlorella variabilis]	PRW32903.1 alpha-1_3-glucan synthase Mok11 [Chlorella sorokiniana]
OG0000490	XP_005851897.1 hypothetical protein CHLNCDRAFT_133508 [Chlorella variabilis], XP_005851898.1 hypothetical protein CHLNCDRAFT_133509 [Chlorella variabilis]	PRW60468.1 ligand-gated ion channel [Chlorella sorokiniana]
OG0000490	XP_005845159.1 hypothetical protein CHLNCDRAFT_137328 [Chlorella variabilis]	PRW57913.1 ligand-gated ion channel [Chlorella sorokiniana]
OG0000490	XP_005845114.1 hypothetical protein CHLNCDRAFT_58716 [Chlorella variabilis]	PRW32538.1 ligand-gated ion channel [Chlorella sorokiniana]
OG0000491	XP_005844060.1 hypothetical protein CHLNCDRAFT_139633 [Chlorella variabilis], XP_005846750.1 expressed protein [Chlorella variabilis]	PRW32664.1 hypothetical protein C2E21_8194 [Chlorella sorokiniana]
OG0000492	XP_005847295.1 hypothetical protein CHLNCDRAFT_52557 [Chlorella variabilis]	PRW44452.1 hemerythrin [Chlorella sorokiniana]
OG0000492	XP_005851789.1 hypothetical protein CHLNCDRAFT_133220 [Chlorella variabilis]	PRW44498.1 hemerythrin hhe cation binding subfamily [Chlorella sorokiniana], PRW60295.1 hemerythrin isoform A [Chlorella sorokiniana], PRW60296.1 hemerythrin isoform B [Chlorella sorokiniana]
OG0000493	XP_005850403.1 hypothetical protein CHLNCDRAFT_142295 [Chlorella variabilis]	PRW56655.1 ankyrin repeat [Chlorella sorokiniana]
OG0000494	XP_005848073.1 hypothetical protein CHLNCDRAFT_22917_ partial [Chlorella variabilis], XP_005846189.1 hypothetical protein CHLNCDRAFT_6829_ partial [Chlorella variabilis]	PRW61445.1 deleted in malignant brain tumors 1 -like [Chlorella sorokiniana]
OG0000494	XP_005851399.1 hypothetical protein CHLNCDRAFT_19264_ partial [Chlorella variabilis], XP_005849384.1 hypothetical protein CHLNCDRAFT_12273_ partial [Chlorella variabilis], XP_005843537.1 hypothetical protein CHLNCDRAFT_28040_ partial [Chlorella variabilis], XP_005848669.1 hypothetical protein CHLNCDRAFT_144238 [Chlorella variabilis], XP_005846948.1 hypothetical protein CHLNCDRAFT_23828_ partial [Chlorella variabilis], XP_005848670.1 hypothetical protein CHLNCDRAFT_144239 [Chlorella variabilis], XP_005848668.1 hypothetical protein CHLNCDRAFT_144237 [Chlorella variabilis], XP_005848640.1 hypothetical protein CHLNCDRAFT_144180 [Chlorella variabilis]	PRW61544.1 neurotrypsin isoform X2 [Chlorella sorokiniana]
OG0000498	XP_005847665.1 hypothetical protein CHLNCDRAFT_52380 [Chlorella variabilis]	PRW33822.1 GDT1 chloroplastic isoform X3 [Chlorella sorokiniana]
OG0000498	XP_005843850.1 hypothetical protein CHLNCDRAFT_27561 [Chlorella variabilis]	PRW20776.1 GDT1 chloroplastic [Chlorella sorokiniana]
OG0000499	XP_005847220.1 hypothetical protein CHLNCDRAFT_31176_ partial [Chlorella variabilis]	PRW05873.1 twinkle-like protein chloroplastic mitochondrial isoform X2 [Chlorella sorokiniana]
OG0000500	XP_005845889.1 hypothetical protein CHLNCDRAFT_36347 [Chlorella variabilis]	PRW33546.1 aluminum resistance family [Chlorella sorokiniana]
OG0000500	XP_005843927.1 hypothetical protein CHLNCDRAFT_27595_ partial [Chlorella variabilis]	PRW20676.1 calcium-binding mitochondrial carrier S -1 [Chlorella sorokiniana]
OG0000501	XP_005849197.1 hypothetical protein CHLNCDRAFT_21535_ partial [Chlorella variabilis], XP_005849394.1 hypothetical protein CHLNCDRAFT_143887 [Chlorella variabilis]	PRW57544.1 putative S-acyltransferase 7 [Chlorella sorokiniana]
OG0000502	XP_005843847.1 hypothetical protein CHLNCDRAFT_59088 [Chlorella variabilis]	PRW57819.1 Beta-galactosidase 17 [Chlorella sorokiniana]
OG0000503	XP_005849512.1 hypothetical protein CHLNCDRAFT_21069 [Chlorella variabilis]	PRW56891.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana]
OG0000503	XP_005846584.1 hypothetical protein CHLNCDRAFT_135149 [Chlorella variabilis]	PRW32556.1 single-stranded DNA-binding [Chlorella sorokiniana]
OG0000504	XP_005846012.1 hypothetical protein CHLNCDRAFT_136105 [Chlorella variabilis]	PRW39301.1 cell shape-determining [Chlorella sorokiniana]
OG0000505	XP_005848726.1 hypothetical protein CHLNCDRAFT_144400 [Chlorella variabilis]	PRW50978.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
OG0000506	XP_005849792.1 hypothetical protein CHLNCDRAFT_142884 [Chlorella variabilis]	PRW59248.1 Nicotinamide N-methyltransferase-like [Chlorella sorokiniana]
OG0000506	XP_005849791.1 hypothetical protein CHLNCDRAFT_142883 [Chlorella variabilis]	PRW59317.1 DDT domain-containing protein [Chlorella sorokiniana]
OG0000507	XP_005849806.1 hypothetical protein CHLNCDRAFT_50975 [Chlorella variabilis]	PRW59145.1 LAG1 longevity assurance-like protein 3 [Chlorella sorokiniana]
OG0000508	XP_005848814.1 hypothetical protein CHLNCDRAFT_144097 [Chlorella variabilis]	PRW51099.1 Glycosyltransferase LARGE1 [Chlorella sorokiniana]
OG0000509	XP_005844365.1 hypothetical protein CHLNCDRAFT_58948 [Chlorella variabilis]	PRW18346.1 ATPase [Chlorella sorokiniana]
OG0000510	XP_005847454.1 hypothetical protein CHLNCDRAFT_31300 [Chlorella variabilis], XP_005847455.1 hypothetical protein CHLNCDRAFT_134377 [Chlorella variabilis]	PRW44253.1 3-phosphoshikimate 1-carboxyvinyltransferase isoform C [Chlorella sorokiniana], PRW44255.1 3-phosphoshikimate 1-carboxyvinyltransferase isoform B [Chlorella sorokiniana], PRW44254.1 3-phosphoshikimate 1-carboxyvinyltransferase isoform A [Chlorella sorokiniana]
OG0000511	XP_005851543.1 hypothetical protein CHLNCDRAFT_137997 [Chlorella variabilis]	PRW58543.1 alpha beta hydrolase family [Chlorella sorokiniana]
OG0000511	XP_005847497.1 hypothetical protein CHLNCDRAFT_134498 [Chlorella variabilis]	PRW58655.1 thiol-disulfide oxidoreductase [Chlorella sorokiniana]
OG0000512	XP_005844806.1 hypothetical protein CHLNCDRAFT_26566 [Chlorella variabilis], XP_005844807.1 hypothetical protein CHLNCDRAFT_36787_ partial [Chlorella variabilis]	PRW21065.1 glutamate--cysteine chloroplastic isoform B [Chlorella sorokiniana], PRW21064.1 glutamate--cysteine chloroplastic isoform A [Chlorella sorokiniana]
OG0000513	XP_005846774.1 hypothetical protein CHLNCDRAFT_24539 [Chlorella variabilis], XP_005846775.1 hypothetical protein CHLNCDRAFT_135279 [Chlorella variabilis]	PRW45529.1 putative phosphatase 2C 80 isoform B [Chlorella sorokiniana], PRW45528.1 putative phosphatase 2C 80 isoform A [Chlorella sorokiniana]
OG0000514	XP_005848146.1 hypothetical protein CHLNCDRAFT_57774 [Chlorella variabilis], XP_005848145.1 hypothetical protein CHLNCDRAFT_57773 [Chlorella variabilis]	PRW20788.1 Mg2+ transporter [Chlorella sorokiniana]
OG0000515	XP_005848169.1 hypothetical protein CHLNCDRAFT_145552 [Chlorella variabilis]	PRW20777.1 Gamma-interferon-inducible lysosomal thiol reductase [Chlorella sorokiniana]
OG0000515	XP_005847928.1 hypothetical protein CHLNCDRAFT_52055 [Chlorella variabilis]	PRW60442.1 40S ribosomal S2-4 [Chlorella sorokiniana], PRW57316.1 gamma-interferon-inducible lysosomal thiol reductase-like [Chlorella sorokiniana]
OG0000516	XP_005847867.1 expressed protein [Chlorella variabilis], XP_005842763.1 hypothetical protein CHLNCDRAFT_144044_ partial [Chlorella variabilis]	PRW57260.1 Methionine-tRNA [Chlorella sorokiniana]
OG0000517	XP_005846970.1 hypothetical protein CHLNCDRAFT_58100 [Chlorella variabilis]	PRW57028.1 hypothetical protein C2E21_4128 [Chlorella sorokiniana], PRW57029.1 hypothetical protein C2E21_4128 [Chlorella sorokiniana]
OG0000518	XP_005847328.1 hypothetical protein CHLNCDRAFT_134486 [Chlorella variabilis]	PRW44446.1 UPF0420 [Chlorella sorokiniana]
OG0000519	XP_005847186.1 hypothetical protein CHLNCDRAFT_134977 [Chlorella variabilis]	PRW57514.1 putative UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC [Chlorella sorokiniana]
OG0000519	XP_005847907.1 hypothetical protein CHLNCDRAFT_48776 [Chlorella variabilis]	PRW57286.1 glycylpeptide N-tetradecanoyltransferase 1-like [Chlorella sorokiniana]
OG0000520	XP_005852105.1 hypothetical protein CHLNCDRAFT_18410 [Chlorella variabilis]	PRW60705.1 3-oxo-5-alpha-steroid 4-dehydrogenase 1 [Chlorella sorokiniana]
OG0000520	XP_005852106.1 hypothetical protein CHLNCDRAFT_48072 [Chlorella variabilis]	PRW60289.1 ubiquitin-40S ribosomal S27a [Chlorella sorokiniana]
OG0000521	XP_005843587.1 hypothetical protein CHLNCDRAFT_59242 [Chlorella variabilis]	PRW61285.1 Sorting and assembly machinery component 50 [Chlorella sorokiniana]
OG0000522	XP_005844333.1 hypothetical protein CHLNCDRAFT_54553 [Chlorella variabilis], XP_005844349.1 hypothetical protein CHLNCDRAFT_139136 [Chlorella variabilis]	PRW61303.1 succinate dehydrogenase subunit b560 [Chlorella sorokiniana]
OG0000523	XP_005844304.1 hypothetical protein CHLNCDRAFT_139017 [Chlorella variabilis]	PRW61410.1 salt tolerant [Chlorella sorokiniana]
OG0000524	XP_005847711.1 hypothetical protein CHLNCDRAFT_133736 [Chlorella variabilis]	PRW57962.1 glycosyl transferase [Chlorella sorokiniana]
OG0000524	XP_005849114.1 hypothetical protein CHLNCDRAFT_143679 [Chlorella variabilis]	PRW57725.1 glycosyltransferase family 8 [Chlorella sorokiniana]
OG0000525	XP_005849697.1 hypothetical protein CHLNCDRAFT_21314 [Chlorella variabilis]	PRW58831.1 hypothetical protein C2E21_2495 [Chlorella sorokiniana]
OG0000526	XP_005843601.1 hypothetical protein CHLNCDRAFT_59210 [Chlorella variabilis]	PRW60951.1 uridylyltransferase [Chlorella sorokiniana]
OG0000527	XP_005846875.1 hypothetical protein CHLNCDRAFT_134708 [Chlorella variabilis], XP_005842631.1 hypothetical protein CHLNCDRAFT_55819_ partial [Chlorella variabilis]	PRW57019.1 U2 snRNP-associated SURP motif-containing -like isoform X1 [Chlorella sorokiniana]
OG0000527	XP_005847052.1 hypothetical protein CHLNCDRAFT_24117 [Chlorella variabilis]	PRW57027.1 CDC27 family isoform 1 [Chlorella sorokiniana]
OG0000528	XP_005851802.1 hypothetical protein CHLNCDRAFT_11319_ partial [Chlorella variabilis]	PRW60765.1 random slug 5-like [Chlorella sorokiniana]
OG0000528	XP_005851801.1 hypothetical protein CHLNCDRAFT_49502 [Chlorella variabilis]	PRW60466.1 Thylakoid lumenal 19 kDa chloroplastic [Chlorella sorokiniana]
OG0000529	XP_005845851.1 hypothetical protein CHLNCDRAFT_59729 [Chlorella variabilis], XP_005844667.1 hypothetical protein CHLNCDRAFT_26581_ partial [Chlorella variabilis]	PRW21117.1 Glyoxylate hydroxypyruvate reductase A isoform B [Chlorella sorokiniana], PRW21118.1 Glyoxylate hydroxypyruvate reductase A isoform A [Chlorella sorokiniana]
OG0000530	XP_005842879.1 hypothetical protein CHLNCDRAFT_10014_ partial [Chlorella variabilis]	PRW32554.1 SNF1-related kinase catalytic subunit alpha KIN10-like [Chlorella sorokiniana]
OG0000530	XP_005848263.1 hypothetical protein CHLNCDRAFT_57611 [Chlorella variabilis]	PRW44951.1 SNF1-related kinase catalytic subunit alpha KIN10 [Chlorella sorokiniana]
OG0000531	XP_005848419.1 hypothetical protein CHLNCDRAFT_12511_ partial [Chlorella variabilis], XP_005848420.1 hypothetical protein CHLNCDRAFT_57590 [Chlorella variabilis]	PRW45104.1 inactive purple acid phosphatase 2 [Chlorella sorokiniana]
OG0000532	XP_005848546.1 hypothetical protein CHLNCDRAFT_145080 [Chlorella variabilis], XP_005848354.1 hypothetical protein CHLNCDRAFT_51929 [Chlorella variabilis]	PRW44862.1 Expansin 1 [Chlorella sorokiniana], PRW44946.1 Expansin 1 [Chlorella sorokiniana]
OG0000533	XP_005852206.1 hypothetical protein CHLNCDRAFT_49597 [Chlorella variabilis]	PRW60595.1 Upstream activation factor subunit spp27 [Chlorella sorokiniana]
OG0000534	XP_005844819.1 hypothetical protein CHLNCDRAFT_138740 [Chlorella variabilis]	PRW21096.1 hypothetical protein C2E21_8404 [Chlorella sorokiniana]
OG0000534	XP_005849173.1 hypothetical protein CHLNCDRAFT_143825 [Chlorella variabilis]	PRW57694.1 hypothetical protein C2E21_3432 [Chlorella sorokiniana]
OG0000535	XP_005846241.1 hypothetical protein CHLNCDRAFT_135529 [Chlorella variabilis]	PRW60177.1 kinesinlike KIF6 [Chlorella sorokiniana]
OG0000535	XP_005845288.1 hypothetical protein CHLNCDRAFT_36534 [Chlorella variabilis]	PRW60045.1 6-phosphogluconolactonase 1 [Chlorella sorokiniana]
OG0000536	XP_005844675.1 hypothetical protein CHLNCDRAFT_138570 [Chlorella variabilis]	PRW21060.1 Cytochrome c oxidase subunit 6B [Chlorella sorokiniana]
OG0000538	XP_005844133.1 hypothetical protein CHLNCDRAFT_139631 [Chlorella variabilis]	PRW20296.1 DNA mismatch repair MSH6 isoform A [Chlorella sorokiniana], PRW20297.1 DNA mismatch repair MSH6 isoform B [Chlorella sorokiniana]
OG0000539	XP_005851395.1 hypothetical protein CHLNCDRAFT_137642 [Chlorella variabilis], XP_005842988.1 hypothetical protein CHLNCDRAFT_28604 [Chlorella variabilis]	PRW59537.1 MFS general substrate transporter isoform C [Chlorella sorokiniana], PRW59535.1 MFS general substrate transporter isoform D [Chlorella sorokiniana], PRW59536.1 MFS general substrate transporter isoform B [Chlorella sorokiniana], PRW59534.1 MFS general substrate transporter isoform A [Chlorella sorokiniana]
OG0000540	XP_005847514.1 hypothetical protein CHLNCDRAFT_52641 [Chlorella variabilis]	PRW44419.1 DNA-directed DNA RNA polymerase mu isoform B [Chlorella sorokiniana], PRW44418.1 DNA-directed DNA RNA polymerase mu isoform A [Chlorella sorokiniana], PRW44417.1 DNA-directed DNA RNA polymerase mu isoform C [Chlorella sorokiniana]
OG0000540	XP_005847326.1 hypothetical protein CHLNCDRAFT_134478 [Chlorella variabilis]	PRW44242.1 DNA polymerase lambda [Chlorella sorokiniana]
OG0000541	XP_005850533.1 hypothetical protein CHLNCDRAFT_140393 [Chlorella variabilis]	PRW18355.1 superoxide dismutase [Fe] [Chlorella sorokiniana]
OG0000541	XP_005851580.1 hypothetical protein CHLNCDRAFT_33910 [Chlorella variabilis]	PRW58106.1 superoxide dismutase [Fe] [Chlorella sorokiniana]
OG0000542	XP_005848123.1 hypothetical protein CHLNCDRAFT_22879 [Chlorella variabilis]	PRW20959.1 vacuolar sorting-associated 45-like protein [Chlorella sorokiniana]
OG0000542	XP_005848122.1 hypothetical protein CHLNCDRAFT_145437 [Chlorella variabilis]	PRW20928.1 mitochondrial substrate carrier family P-like [Chlorella sorokiniana]
OG0000543	XP_005851731.1 hypothetical protein CHLNCDRAFT_133081 [Chlorella variabilis]	PRW60617.1 D-lactate dehydrogenase [Chlorella sorokiniana]
OG0000543	XP_005851735.1 hypothetical protein CHLNCDRAFT_133091 [Chlorella variabilis]	PRW60322.1 downstream neighbor of Son isoform X1 [Chlorella sorokiniana]
OG0000544	XP_005850770.1 hypothetical protein CHLNCDRAFT_19601 [Chlorella variabilis]	PRW56262.1 Sedoheptulose-1_7- chloroplastic [Chlorella sorokiniana]
OG0000544	XP_005849881.1 hypothetical protein CHLNCDRAFT_143119 [Chlorella variabilis]	PRW59000.1 Sedoheptulose-1_7- chloroplastic [Chlorella sorokiniana]
OG0000545	XP_005851216.1 hypothetical protein CHLNCDRAFT_137913 [Chlorella variabilis], XP_005851217.1 hypothetical protein CHLNCDRAFT_55978 [Chlorella variabilis]	PRW58382.1 serine--tRNA mitochondrial isoform X1 [Chlorella sorokiniana]
OG0000546	XP_005844576.1 hypothetical protein CHLNCDRAFT_138824 [Chlorella variabilis]	PRW20496.1 putative phosphatase 2C 12 [Chlorella sorokiniana]
OG0000546	XP_005844577.1 hypothetical protein CHLNCDRAFT_58852 [Chlorella variabilis]	PRW20471.1 Qa- SYP4 Tlg2p Syntaxin 16-type [Chlorella sorokiniana]
OG0000547	XP_005844112.1 expressed protein [Chlorella variabilis]	PRW20300.1 dTMP kinase [Chlorella sorokiniana], PRW20221.1 ester cyclase [Chlorella sorokiniana]
OG0000548	XP_005849282.1 hypothetical protein CHLNCDRAFT_143580 [Chlorella variabilis]	PRW33762.1 plastid division [Chlorella sorokiniana]
OG0000549	XP_005849203.1 hypothetical protein CHLNCDRAFT_143915 [Chlorella variabilis]	PRW57800.1 Sulfate adenylyltransferase [Chlorella sorokiniana]
OG0000549	XP_005848036.1 hypothetical protein CHLNCDRAFT_145209 [Chlorella variabilis]	PRW57030.1 sulfate adenylyltransferase [Chlorella sorokiniana]
OG0000550	XP_005845527.1 expressed protein [Chlorella variabilis], XP_005845634.1 hypothetical protein CHLNCDRAFT_136637 [Chlorella variabilis]	PRW57457.1 hypothetical protein C2E21_4080 [Chlorella sorokiniana]
OG0000551	XP_005850945.1 hypothetical protein CHLNCDRAFT_140695 [Chlorella variabilis]	PRW56192.1 MUT9-related serine threonine kinase [Chlorella sorokiniana]
OG0000551	XP_005850218.1 hypothetical protein CHLNCDRAFT_34546 [Chlorella variabilis]	PRW05856.1 MUT9-related serine threonine kinase [Chlorella sorokiniana]
OG0000552	XP_005848535.1 hypothetical protein CHLNCDRAFT_22188 [Chlorella variabilis]	PRW44859.1 Serine carboxypeptidase 24 isoform B [Chlorella sorokiniana], PRW44858.1 Serine carboxypeptidase 24 isoform A [Chlorella sorokiniana]
OG0000552	XP_005848536.1 hypothetical protein CHLNCDRAFT_22309_ partial [Chlorella variabilis]	PRW56461.1 hypothetical protein C2E21_4630 [Chlorella sorokiniana], PRW56649.1 serine carboxypeptidase-like 25 [Chlorella sorokiniana]
OG0000553	XP_005848287.1 expressed protein [Chlorella variabilis]	PRW45047.1 hypothetical protein C2E21_6335 [Chlorella sorokiniana]
OG0000553	XP_005849939.1 hypothetical protein CHLNCDRAFT_30487 [Chlorella variabilis]	PRW59070.1 T-complex 1 subunit gamma [Chlorella sorokiniana]
OG0000554	XP_005845344.1 hypothetical protein CHLNCDRAFT_137149 [Chlorella variabilis]	PRW57270.1 Squamosa promoter-binding 11 [Chlorella sorokiniana], PRW59958.1 ELMO domain-containing 3 [Chlorella sorokiniana]
OG0000555	XP_005851170.1 hypothetical protein CHLNCDRAFT_59556 [Chlorella variabilis]	PRW58188.1 prohibitin- mitochondrial-like [Chlorella sorokiniana]
OG0000555	XP_005849696.1 hypothetical protein CHLNCDRAFT_21275 [Chlorella variabilis]	PRW59255.1 prohibitin- mitochondrial-like [Chlorella sorokiniana]
OG0000556	XP_005848119.1 expressed protein [Chlorella variabilis]	PRW58379.1 hypothetical protein C2E21_2934 [Chlorella sorokiniana]
OG0000556	XP_005851952.1 hypothetical protein CHLNCDRAFT_133629 [Chlorella variabilis], XP_005845567.1 hypothetical protein CHLNCDRAFT_136738 [Chlorella variabilis]	PRW45226.1 blood vessel epicardial substance isoform X1 [Chlorella sorokiniana]
OG0000557	XP_005850077.1 hypothetical protein CHLNCDRAFT_13140_ partial [Chlorella variabilis]	PRW56583.1 Vacuolar sorting-associated 13A isoform A [Chlorella sorokiniana], PRW56585.1 Vacuolar sorting-associated 13A isoform C [Chlorella sorokiniana], PRW56584.1 Vacuolar sorting-associated 13A isoform B [Chlorella sorokiniana]
OG0000558	XP_005843329.1 hypothetical protein CHLNCDRAFT_28161 [Chlorella variabilis]	PRW33047.1 Prolyl 4-hydroxylase subunit alpha-2 [Chlorella sorokiniana]
OG0000559	XP_005843986.1 hypothetical protein CHLNCDRAFT_54732 [Chlorella variabilis]	PRW32836.1 tRNA _cytosine_34_-C_5__-methyltransferase [Chlorella sorokiniana]
OG0000559	XP_005849551.1 hypothetical protein CHLNCDRAFT_142932 [Chlorella variabilis]	PRW59221.1 DNA replication licensing factor MCM4 [Chlorella sorokiniana]
OG0000560	XP_005848799.1 hypothetical protein CHLNCDRAFT_144065 [Chlorella variabilis]	PRW50801.1 NAD-dependent dehydratase [Chlorella sorokiniana]
