Orthogroup	Chlorella_VariabilisNC64A	Micractinium_SAG24180
OG0000147	XP_005848649.1 hypothetical protein CHLNCDRAFT_144196 [Chlorella variabilis]	PSC75647.1 Triacylglycerol lipase SDP1 [Micractinium conductrix]
OG0000147	XP_005850101.1 hypothetical protein CHLNCDRAFT_142167 [Chlorella variabilis]	PSC72827.1 Triacylglycerol lipase SDP1 [Micractinium conductrix]
OG0000147	XP_005848934.1 hypothetical protein CHLNCDRAFT_144397 [Chlorella variabilis]	PSC75942.1 Triacylglycerol lipase SDP1 isoform C [Micractinium conductrix], PSC75940.1 Triacylglycerol lipase SDP1 isoform B [Micractinium conductrix], PSC75941.1 Triacylglycerol lipase SDP1 isoform A [Micractinium conductrix]
OG0000148	XP_005845008.1 hypothetical protein CHLNCDRAFT_138471 [Chlorella variabilis]	PSC73408.1 cytochrome P450 isoform B [Micractinium conductrix], PSC73407.1 cytochrome P450 isoform A [Micractinium conductrix]
OG0000148	XP_005845007.1 hypothetical protein CHLNCDRAFT_138470 [Chlorella variabilis]	PSC73461.1 DNA N-6-adenine-methyltransferase _Dam_ [Micractinium conductrix]
OG0000149	XP_005844106.1 hypothetical protein CHLNCDRAFT_139540 [Chlorella variabilis], XP_005844105.1 hypothetical protein CHLNCDRAFT_27262 [Chlorella variabilis]	PSC68285.1 Histone deacetylase 14 [Micractinium conductrix]
OG0000149	XP_005845035.1 hypothetical protein CHLNCDRAFT_137274 [Chlorella variabilis]	PSC68190.1 histone deacetylase 14 isoform X2 [Micractinium conductrix]
OG0000149	XP_005851005.1 hypothetical protein CHLNCDRAFT_140841 [Chlorella variabilis]	PSC69032.1 histone deacetylase 14 isoform X1 [Micractinium conductrix]
OG0000150	XP_005846402.1 hypothetical protein CHLNCDRAFT_35990 [Chlorella variabilis]	PSC70086.1 alpha amylase domain [Micractinium conductrix]
OG0000150	XP_005847652.1 hypothetical protein CHLNCDRAFT_31136 [Chlorella variabilis]	PSC74900.1 glycoside hydrolase [Micractinium conductrix]
OG0000150	XP_005847817.1 hypothetical protein CHLNCDRAFT_134018 [Chlorella variabilis]	PSC74941.1 Vam6 Vps39 [Micractinium conductrix]
OG0000151	XP_005845354.1 hypothetical protein CHLNCDRAFT_26010 [Chlorella variabilis]	PSC76405.1 acetyl-synthetase [Micractinium conductrix]
OG0000151	XP_005845337.1 hypothetical protein CHLNCDRAFT_32259 [Chlorella variabilis]	PSC76014.1 acetyl-coenzyme A chloroplastic glyoxysomal-like [Micractinium conductrix]
OG0000152	XP_005843332.1 hypothetical protein CHLNCDRAFT_10735_ partial [Chlorella variabilis]	PSC77015.1 serine threonine-kinase EDR1 [Micractinium conductrix]
OG0000152	XP_005844457.1 hypothetical protein CHLNCDRAFT_36812 [Chlorella variabilis]	PSC73017.1 serine threonine-kinase EDR1-like isoform X1 [Micractinium conductrix]
OG0000152	XP_005850318.1 hypothetical protein CHLNCDRAFT_50622 [Chlorella variabilis]	PSC72410.1 Serine threonine-kinase CTR1 [Micractinium conductrix]
OG0000153	XP_005851613.1 hypothetical protein CHLNCDRAFT_50074 [Chlorella variabilis], XP_005851614.1 hypothetical protein CHLNCDRAFT_138155 [Chlorella variabilis]	PSC76252.1 sulfate transporter [Micractinium conductrix]
OG0000153	XP_005851483.1 hypothetical protein CHLNCDRAFT_137858 [Chlorella variabilis]	PSC68854.1 Sulfate Permease Family [Micractinium conductrix]
OG0000153	XP_005849502.1 hypothetical protein CHLNCDRAFT_50917 [Chlorella variabilis]	PSC75492.1 Sulfate Permease Family [Micractinium conductrix]
OG0000154	XP_005851548.1 hypothetical protein CHLNCDRAFT_29581 [Chlorella variabilis]	PSC73565.1 Hydroxylamine reductase isoform A [Micractinium conductrix], PSC73564.1 Hydroxylamine reductase isoform B [Micractinium conductrix], PSC73563.1 Hydroxylamine reductase isoform C [Micractinium conductrix], PSC68490.1 hydroxylamine reductase [Micractinium conductrix]
OG0000155	XP_005851471.1 hypothetical protein CHLNCDRAFT_137839 [Chlorella variabilis]	PSC68831.1 DUF21 domain-containing protein [Micractinium conductrix]
OG0000156	XP_005842889.1 expressed protein [Chlorella variabilis], XP_005842890.1 hypothetical protein CHLNCDRAFT_142498 [Chlorella variabilis]	PSC77001.1 SET domain-containing [Micractinium conductrix]
OG0000156	XP_005848905.1 hypothetical protein CHLNCDRAFT_51577 [Chlorella variabilis], XP_005842887.1 hypothetical protein CHLNCDRAFT_142491 [Chlorella variabilis]	PSC74287.1 E3 ubiquitin-ligase RING1-like [Micractinium conductrix]
OG0000156	XP_005842872.1 hypothetical protein CHLNCDRAFT_142486 [Chlorella variabilis]	PSC76331.1 volume-regulated anion channel subunit LRRC8D [Micractinium conductrix]
OG0000157	XP_005848936.1 hypothetical protein CHLNCDRAFT_144402 [Chlorella variabilis]	PSC75566.1 hypothetical protein C2E20_1341 [Micractinium conductrix]
OG0000157	XP_005848937.1 hypothetical protein CHLNCDRAFT_51615 [Chlorella variabilis]	PSC75811.1 hypothetical protein C2E20_1340 [Micractinium conductrix]
OG0000157	XP_005850266.1 hypothetical protein CHLNCDRAFT_141975 [Chlorella variabilis], XP_005847458.1 hypothetical protein CHLNCDRAFT_134385 [Chlorella variabilis]	PSC69850.1 Secretion-regulating guanine nucleotide exchange factor [Micractinium conductrix]
OG0000157	XP_005850014.1 hypothetical protein CHLNCDRAFT_141974 [Chlorella variabilis]	PSC72576.1 hypothetical protein C2E20_4286 [Micractinium conductrix]
OG0000157	XP_005847459.1 hypothetical protein CHLNCDRAFT_134386 [Chlorella variabilis]	PSC69852.1 hypothetical protein C2E20_6583 [Micractinium conductrix]
OG0000158	XP_005849210.1 hypothetical protein CHLNCDRAFT_143930 [Chlorella variabilis]	PSC69356.1 NADH dehydrogenase [Micractinium conductrix], PSC69403.1 NADH dehydrogenase [Micractinium conductrix]
OG0000158	XP_005846653.1 hypothetical protein CHLNCDRAFT_58189 [Chlorella variabilis]	PSC75438.1 nucleotide-binding domain-containing [Micractinium conductrix]
OG0000159	XP_005843994.1 hypothetical protein CHLNCDRAFT_139484 [Chlorella variabilis]	PSC69020.1 peptidyl serine alpha-galactosyltransferase [Micractinium conductrix]
OG0000159	XP_005851344.1 hypothetical protein CHLNCDRAFT_138234 [Chlorella variabilis]	PSC68709.1 peptidyl serine alpha-galactosyltransferase [Micractinium conductrix]
OG0000159	XP_005848920.1 hypothetical protein CHLNCDRAFT_144362 [Chlorella variabilis]	PSC76158.1 peptidyl serine alpha-galactosyltransferase [Micractinium conductrix]
OG0000160	XP_005849351.1 hypothetical protein CHLNCDRAFT_143778 [Chlorella variabilis]	PSC68219.1 DNA-dependent metalloprotease WSS1 [Micractinium conductrix]
OG0000160	XP_005849350.1 expressed protein [Chlorella variabilis]	PSC73013.1 glycosyltransferase family 77 [Micractinium conductrix]
OG0000160	XP_005849855.1 hypothetical protein CHLNCDRAFT_143033 [Chlorella variabilis]	PSC75957.1 Nucleotide-diphospho-sugar transferase [Micractinium conductrix]
OG0000160	XP_005844501.1 expressed protein [Chlorella variabilis]	PSC70011.1 Zn-finger CCCH type [Micractinium conductrix]
OG0000160	XP_005851738.1 hypothetical protein CHLNCDRAFT_56484 [Chlorella variabilis], XP_005852080.1 hypothetical protein CHLNCDRAFT_133097 [Chlorella variabilis]	PSC76658.1 glycosyltransferase family 77 [Micractinium conductrix]
OG0000161	XP_005847806.1 hypothetical protein CHLNCDRAFT_133997 [Chlorella variabilis]	PSC74829.1 CHR family transporter_ chromate ion [Micractinium conductrix]
OG0000162	XP_005845443.1 hypothetical protein CHLNCDRAFT_137069 [Chlorella variabilis]	PSC76459.1 band 7 [Micractinium conductrix]
OG0000162	XP_005845447.1 hypothetical protein CHLNCDRAFT_137073 [Chlorella variabilis]	PSC76210.1 band 7 [Micractinium conductrix]
OG0000163	XP_005845590.1 hypothetical protein CHLNCDRAFT_49011 [Chlorella variabilis]	PSC74229.1 ADP-ribosylation factor 2 [Micractinium conductrix]
OG0000164	XP_005847293.1 hypothetical protein CHLNCDRAFT_134369 [Chlorella variabilis]	PSC69898.1 sulfate transporter [Micractinium conductrix]
OG0000164	XP_005850541.1 hypothetical protein CHLNCDRAFT_34049 [Chlorella variabilis], XP_005847604.1 hypothetical protein CHLNCDRAFT_133898 [Chlorella variabilis], XP_005850540.1 hypothetical protein CHLNCDRAFT_19800_ partial [Chlorella variabilis]	PSC69015.1 sulfate transporter [Micractinium conductrix]
OG0000165	XP_005847971.1 hypothetical protein CHLNCDRAFT_52121 [Chlorella variabilis]	PSC69501.1 P-loop containing nucleoside triphosphate hydrolases superfamily [Micractinium conductrix]
OG0000165	XP_005851012.1 hypothetical protein CHLNCDRAFT_140854 [Chlorella variabilis]	PSC69023.1 3-hydroxyisobutyryl-mitochondrial [Micractinium conductrix]
OG0000166	XP_005849230.1 hypothetical protein CHLNCDRAFT_51191 [Chlorella variabilis]	PSC67430.1 chitin binding domain-containing [Micractinium conductrix]
OG0000166	XP_005848999.1 hypothetical protein CHLNCDRAFT_144568 [Chlorella variabilis]	PSC68770.1 chitin binding domain-containing [Micractinium conductrix]
OG0000166	XP_005845607.1 hypothetical protein CHLNCDRAFT_136838 [Chlorella variabilis]	PSC74252.1 chitin binding domain-containing [Micractinium conductrix]
OG0000167	XP_005850370.1 hypothetical protein CHLNCDRAFT_34424 [Chlorella variabilis]	PSC71602.1 NADPH_quinone reductase [Micractinium conductrix]
OG0000167	XP_005845713.1 hypothetical protein CHLNCDRAFT_136860 [Chlorella variabilis]	PSC73044.1 NADPH_quinone reductase isoform B [Micractinium conductrix], PSC73045.1 NADPH_quinone reductase isoform A [Micractinium conductrix]
OG0000168	XP_005843102.1 serine hydroxymethyltransferase [Chlorella variabilis]	PSC74475.1 serine hydroxymethyltransferase [Micractinium conductrix]
OG0000168	XP_005852257.1 hypothetical protein CHLNCDRAFT_56614 [Chlorella variabilis]	PSC69541.1 serine hydroxymethyltransferase 2 [Micractinium conductrix]
OG0000169	XP_005848912.1 hypothetical protein CHLNCDRAFT_144341_ partial [Chlorella variabilis]	PSC76677.1 bifunctional aspartate kinase homoserine dehydrogenase [Micractinium conductrix]
OG0000169	XP_005848755.1 hypothetical protein CHLNCDRAFT_57539 [Chlorella variabilis], XP_005848964.1 hypothetical protein CHLNCDRAFT_144486 [Chlorella variabilis]	PSC75972.1 homoserine dehydrogenase isoform A [Micractinium conductrix], PSC75973.1 homoserine dehydrogenase isoform B [Micractinium conductrix]
OG0000170	XP_005847912.1 hypothetical protein CHLNCDRAFT_57723 [Chlorella variabilis]	PSC73613.1 type I polyketide synthase [Micractinium conductrix], PSC74551.1 beta-ketoacyl synthase [Micractinium conductrix]
OG0000170	XP_005847910.1 hypothetical protein CHLNCDRAFT_7741_ partial [Chlorella variabilis]	PSC69473.1 type I fatty acid [Micractinium conductrix]
OG0000171	XP_005847117.1 hypothetical protein CHLNCDRAFT_134840 [Chlorella variabilis]	PSC72094.1 HIRA isoform X1 [Micractinium conductrix]
OG0000171	XP_005845173.1 hypothetical protein CHLNCDRAFT_32323 [Chlorella variabilis]	PSC73649.1 uroporphyrinogen decarboxylase [Micractinium conductrix]
OG0000172	XP_005849338.1 expressed protein_ partial [Chlorella variabilis], XP_005849339.1 hypothetical protein CHLNCDRAFT_143733 [Chlorella variabilis]	PSC73160.1 Glycosyltransferase LARGE2 [Micractinium conductrix]
OG0000173	XP_005847626.1 hypothetical protein CHLNCDRAFT_23227 [Chlorella variabilis]	PSC67917.1 taurine catabolism dioxygenase [Micractinium conductrix]
OG0000174	XP_005849759.1 hypothetical protein CHLNCDRAFT_11382_ partial [Chlorella variabilis]	PSC71935.1 aurora other [Micractinium conductrix]
OG0000174	XP_005847012.1 hypothetical protein CHLNCDRAFT_24076_ partial [Chlorella variabilis]	PSC70705.1 aurora other [Micractinium conductrix]
OG0000175	XP_005849740.1 hypothetical protein CHLNCDRAFT_59621 [Chlorella variabilis], XP_005849739.1 hypothetical protein CHLNCDRAFT_57189 [Chlorella variabilis], XP_005847511.1 hypothetical protein CHLNCDRAFT_134529 [Chlorella variabilis]	PSC76898.1 60S ribosomal L9 [Micractinium conductrix]
OG0000176	XP_005851713.1 hypothetical protein CHLNCDRAFT_133037 [Chlorella variabilis]	PSC68159.1 hypothetical protein C2E20_8218 [Micractinium conductrix]
OG0000176	XP_005848024.1 hypothetical protein CHLNCDRAFT_145617 [Chlorella variabilis], XP_005843438.1 hypothetical protein CHLNCDRAFT_141130 [Chlorella variabilis], XP_005848023.1 hypothetical protein CHLNCDRAFT_145616 [Chlorella variabilis]	PSC70261.1 band 7 [Micractinium conductrix]
OG0000176	XP_005852054.1 hypothetical protein CHLNCDRAFT_133036 [Chlorella variabilis], XP_005843061.1 hypothetical protein CHLNCDRAFT_141582 [Chlorella variabilis], XP_005852052.1 hypothetical protein CHLNCDRAFT_133034 [Chlorella variabilis]	PSC75060.1 band 7 [Micractinium conductrix]
OG0000177	XP_005846177.1 hypothetical protein CHLNCDRAFT_53457 [Chlorella variabilis]	PSC71886.1 2-C-methyl-D-erythritol 2_4-cyclodiphosphate chloroplastic [Micractinium conductrix]
OG0000177	XP_005850133.1 hypothetical protein CHLNCDRAFT_57100 [Chlorella variabilis]	PSC71450.1 Golgi apparatus [Micractinium conductrix]
OG0000177	XP_005843259.1 hypothetical protein CHLNCDRAFT_141382 [Chlorella variabilis]	PSC69293.1 2-C-methyl-D-erythritol 2_4-cyclodiphosphate synthase [Micractinium conductrix]
OG0000178	XP_005844772.1 hypothetical protein CHLNCDRAFT_138626 [Chlorella variabilis]	PSC71687.1 DNL-type zinc finger [Micractinium conductrix]
OG0000179	XP_005849888.1 hypothetical protein CHLNCDRAFT_21324 [Chlorella variabilis]	PSC76156.1 ubiquitin-ligase E3 [Micractinium conductrix]
OG0000179	XP_005850142.1 hypothetical protein CHLNCDRAFT_20586_ partial [Chlorella variabilis]	PSC71577.1 ubiquitin-ligase E3 A isoform A [Micractinium conductrix], PSC71576.1 ubiquitin-ligase E3 A isoform B [Micractinium conductrix]
OG0000180	XP_005845628.1 hypothetical protein CHLNCDRAFT_53683 [Chlorella variabilis]	PSC74261.1 hypothetical protein C2E20_2516 [Micractinium conductrix]
OG0000180	XP_005843303.1 hypothetical protein CHLNCDRAFT_59322 [Chlorella variabilis]	PSC70303.1 T-RNA-binding domain_ partial [Micractinium conductrix]
OG0000183	XP_005847462.1 expressed protein [Chlorella variabilis]	PSC69954.1 Sodium hydrogen exchanger 7 [Micractinium conductrix]
OG0000183	XP_005843089.1 hypothetical protein CHLNCDRAFT_59371 [Chlorella variabilis]	PSC76872.1 Sodium hydrogen exchanger 7 [Micractinium conductrix]
OG0000183	XP_005851480.1 hypothetical protein CHLNCDRAFT_137851 [Chlorella variabilis]	PSC68844.1 Sodium hydrogen exchanger 7 [Micractinium conductrix]
OG0000184	XP_005849426.1 hypothetical protein CHLNCDRAFT_21722_ partial [Chlorella variabilis]	PSC69141.1 alkaline phosphatase [Micractinium conductrix]
OG0000184	XP_005851206.1 hypothetical protein CHLNCDRAFT_18943 [Chlorella variabilis]	PSC75220.1 Vesicle transport v-SNARE 13 [Micractinium conductrix]
OG0000185	XP_005848046.1 hypothetical protein CHLNCDRAFT_13740_ partial [Chlorella variabilis]	PSC70708.1 HNH endonuclease [Micractinium conductrix]
OG0000185	XP_005847077.1 hypothetical protein CHLNCDRAFT_24352 [Chlorella variabilis]	PSC72059.1 phosphoglucomutase PGM3 [Micractinium conductrix]
OG0000186	XP_005852279.1 hypothetical protein CHLNCDRAFT_133686 [Chlorella variabilis]	PSC67195.1 L-isoaspartate O-methyltransferase [Micractinium conductrix], PSC67192.1 L-isoaspartate_D-aspartate_ O-methyltransferase [Micractinium conductrix], PSC68503.1 L-isoaspartate_D-aspartate_ O-methyltransferase [Micractinium conductrix]
OG0000186	XP_005845020.1 hypothetical protein CHLNCDRAFT_56300 [Chlorella variabilis]	PSC67684.1 L-isoaspartate_D-aspartate_ O-methyltransferase [Micractinium conductrix]
OG0000186	XP_005851969.1 hypothetical protein CHLNCDRAFT_133694 [Chlorella variabilis]	PSC68527.1 plant synaptotagmin [Micractinium conductrix]
OG0000187	XP_005845908.1 hypothetical protein CHLNCDRAFT_136511 [Chlorella variabilis]	PSC70071.1 DNA ligase [Micractinium conductrix]
OG0000187	XP_005843412.1 hypothetical protein CHLNCDRAFT_28217_ partial [Chlorella variabilis]	PSC72994.1 DNA ligase 1-like [Micractinium conductrix]
OG0000189	XP_005848105.1 hypothetical protein CHLNCDRAFT_145396 [Chlorella variabilis]	PSC69560.1 nucleic acid binding [Micractinium conductrix]
OG0000189	XP_005848106.1 hypothetical protein CHLNCDRAFT_17179_ partial [Chlorella variabilis]	PSC69554.1 V-type proton ATPase subunit c1 [Micractinium conductrix]
OG0000190	XP_005846358.1 hypothetical protein CHLNCDRAFT_135803_ partial [Chlorella variabilis]	PSC69611.1 MYST-like histone acetyltransferase 1 [Micractinium conductrix]
OG0000190	XP_005850670.1 hypothetical protein CHLNCDRAFT_19794_ partial [Chlorella variabilis]	PSC72698.1 HAM group [Micractinium conductrix]
OG0000191	XP_005842916.1 hypothetical protein CHLNCDRAFT_37654 [Chlorella variabilis]	PSC70738.1 glucose-1-phosphate adenylyltransferase large subunit chloroplastic amyloplastic [Micractinium conductrix]
OG0000191	XP_005851797.1 hypothetical protein CHLNCDRAFT_56519 [Chlorella variabilis]	PSC75178.1 ADP-glucose pyrophosphorylase small subunit isoform B [Micractinium conductrix], PSC75179.1 ADP-glucose pyrophosphorylase small subunit isoform C [Micractinium conductrix], PSC75177.1 ADP-glucose pyrophosphorylase small subunit isoform A [Micractinium conductrix]
OG0000192	XP_005843959.1 hypothetical protein CHLNCDRAFT_32928 [Chlorella variabilis]	PSC74650.1 cell division control 2-like protein [Micractinium conductrix]
OG0000192	XP_005843577.1 hypothetical protein CHLNCDRAFT_33088 [Chlorella variabilis]	PSC74119.1 plant specific cyclin dependent kinase [Micractinium conductrix]
OG0000193	XP_005845010.1 hypothetical protein CHLNCDRAFT_138474 [Chlorella variabilis]	PSC67257.1 HAD-superfamily subfamily IIA hydrolase [Micractinium conductrix], PSC73336.1 HAD-superfamily subfamily IIA hydrolase [Micractinium conductrix]
OG0000193	XP_005845044.1 hypothetical protein CHLNCDRAFT_137304 [Chlorella variabilis], XP_005843750.1 hypothetical protein CHLNCDRAFT_139835 [Chlorella variabilis], XP_005845045.1 hypothetical protein CHLNCDRAFT_137305 [Chlorella variabilis], XP_005843751.1 hypothetical protein CHLNCDRAFT_139836 [Chlorella variabilis], XP_005842853.1 hypothetical protein CHLNCDRAFT_142543 [Chlorella variabilis]	PSC77061.1 ABC transporter ATP-binding [Micractinium conductrix]
OG0000194	XP_005846789.1 hypothetical protein CHLNCDRAFT_53018 [Chlorella variabilis]	PSC72366.1 splicing factor U2AF 50 kDa subunit [Micractinium conductrix]
OG0000194	XP_005846790.1 hypothetical protein CHLNCDRAFT_135316 [Chlorella variabilis]	PSC72581.1 chorismate lyase [Micractinium conductrix]
OG0000195	XP_005844894.1 expressed protein [Chlorella variabilis]	PSC73225.1 transient receptor potential cation channel subfamily V member 3 isoform X1 [Micractinium conductrix]
OG0000195	XP_005851427.1 hypothetical protein CHLNCDRAFT_137722 [Chlorella variabilis]	PSC75548.1 WD-40 repeat [Micractinium conductrix]
