Orthogroup	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P
OG0000117	XP_005844076.1 hypothetical protein CHLNCDRAFT_139471 [Chlorella variabilis], XP_005842741.1 hypothetical protein CHLNCDRAFT_145185_ partial [Chlorella variabilis]	KAI3430566.1 hypothetical protein D9Q98_005159 [Chlorella vulgaris]
OG0000117	XP_005851807.1 hypothetical protein CHLNCDRAFT_133261 [Chlorella variabilis]	KAI3429548.1 hypothetical protein D9Q98_005636 [Chlorella vulgaris]
OG0000118	XP_005845718.1 hypothetical protein CHLNCDRAFT_8997_ partial [Chlorella variabilis]	KAI3425374.1 hypothetical protein D9Q98_009138 [Chlorella vulgaris]
OG0000118	XP_005845723.1 hypothetical protein CHLNCDRAFT_58420 [Chlorella variabilis]	KAI3425355.1 hypothetical protein D9Q98_009119 [Chlorella vulgaris], KAI3425363.1 hypothetical protein D9Q98_009127 [Chlorella vulgaris]
OG0000119	XP_005852221.1 hypothetical protein CHLNCDRAFT_33628 [Chlorella variabilis]	KAI3429705.1 hypothetical protein D9Q98_005790 [Chlorella vulgaris]
OG0000119	XP_005851088.1 hypothetical protein CHLNCDRAFT_137613 [Chlorella variabilis]	KAI3436603.1 hypothetical protein D9Q98_006020 [Chlorella vulgaris]
OG0000120	XP_005844383.1 hypothetical protein CHLNCDRAFT_26946_ partial [Chlorella variabilis]	KAI3428100.1 hypothetical protein D9Q98_006483 [Chlorella vulgaris]
OG0000121	XP_005851076.1 hypothetical protein CHLNCDRAFT_137589 [Chlorella variabilis], XP_005851075.1 hypothetical protein CHLNCDRAFT_137587 [Chlorella variabilis]	KAI3433934.1 hypothetical protein D9Q98_003736 [Chlorella vulgaris]
OG0000121	XP_005848216.1 hypothetical protein CHLNCDRAFT_51738 [Chlorella variabilis], XP_005846831.1 hypothetical protein CHLNCDRAFT_13204_ partial [Chlorella variabilis]	KAI3424949.1 hypothetical protein D9Q98_008331 [Chlorella vulgaris]
OG0000124	XP_005848444.1 hypothetical protein CHLNCDRAFT_51784 [Chlorella variabilis]	KAI3426215.1 hypothetical protein D9Q98_008591 [Chlorella vulgaris]
OG0000124	XP_005851664.1 hypothetical protein CHLNCDRAFT_18104 [Chlorella variabilis]	KAI3429239.1 hypothetical protein D9Q98_005338 [Chlorella vulgaris]
OG0000125	XP_005845824.1 hypothetical protein CHLNCDRAFT_53489_ partial [Chlorella variabilis]	KAI3425370.1 hypothetical protein D9Q98_009134 [Chlorella vulgaris]
OG0000125	XP_005845721.1 expressed protein [Chlorella variabilis]	KAI3425362.1 hypothetical protein D9Q98_009126 [Chlorella vulgaris]
OG0000126	XP_005850870.1 hypothetical protein CHLNCDRAFT_140512 [Chlorella variabilis]	KAI3436801.1 hypothetical protein D9Q98_006211 [Chlorella vulgaris]
OG0000126	XP_005850873.1 hypothetical protein CHLNCDRAFT_140516 [Chlorella variabilis]	KAI3436798.1 hypothetical protein D9Q98_006208 [Chlorella vulgaris]
OG0000126	XP_005843576.1 hypothetical protein CHLNCDRAFT_33086 [Chlorella variabilis]	KAI3432596.1 hypothetical protein D9Q98_004144 [Chlorella vulgaris]
OG0000127	XP_005849121.1 hypothetical protein CHLNCDRAFT_21429_ partial [Chlorella variabilis]	KAI3434819.1 hypothetical protein D9Q98_002876 [Chlorella vulgaris]
OG0000127	XP_005852045.1 hypothetical protein CHLNCDRAFT_133017 [Chlorella variabilis]	KAI3429352.1 hypothetical protein D9Q98_005447 [Chlorella vulgaris]
OG0000128	XP_005847323.1 hypothetical protein CHLNCDRAFT_56178 [Chlorella variabilis]	KAI3428500.1 hypothetical protein D9Q98_007324 [Chlorella vulgaris]
OG0000128	XP_005849098.1 hypothetical protein CHLNCDRAFT_143632 [Chlorella variabilis]	KAI3434857.1 hypothetical protein D9Q98_002911 [Chlorella vulgaris]
OG0000128	XP_005849583.1 hypothetical protein CHLNCDRAFT_143004 [Chlorella variabilis]	KAI3438663.1 hypothetical protein D9Q98_001084 [Chlorella vulgaris]
OG0000129	XP_005843674.1 hypothetical protein CHLNCDRAFT_140061 [Chlorella variabilis]	KAI3424313.1 hypothetical protein D9Q98_009866 [Chlorella vulgaris]
OG0000129	XP_005842827.1 hypothetical protein CHLNCDRAFT_142571 [Chlorella variabilis]	KAI3436016.1 hypothetical protein D9Q98_002073 [Chlorella vulgaris]
OG0000129	XP_005848660.1 hypothetical protein CHLNCDRAFT_10394_ partial [Chlorella variabilis]	KAI3436857.1 hypothetical protein D9Q98_006267 [Chlorella vulgaris]
OG0000130	XP_005851872.1 hypothetical protein CHLNCDRAFT_56559 [Chlorella variabilis]	KAI3429669.1 hypothetical protein D9Q98_005754 [Chlorella vulgaris]
OG0000130	XP_005850048.1 hypothetical protein CHLNCDRAFT_34342 [Chlorella variabilis]	KAI3428071.1 hypothetical protein D9Q98_006455 [Chlorella vulgaris]
OG0000131	XP_005847891.1 hypothetical protein CHLNCDRAFT_52004 [Chlorella variabilis]	KAI3437874.1 hypothetical protein D9Q98_000320 [Chlorella vulgaris]
OG0000131	XP_005847892.1 hypothetical protein CHLNCDRAFT_57709 [Chlorella variabilis]	KAI3437873.1 hypothetical protein D9Q98_000319 [Chlorella vulgaris]
OG0000132	XP_005843362.1 expressed protein [Chlorella variabilis]	KAI3430540.1 hypothetical protein D9Q98_005133 [Chlorella vulgaris]
OG0000132	XP_005845594.1 hypothetical protein CHLNCDRAFT_58548 [Chlorella variabilis]	KAI3424203.1 hypothetical protein D9Q98_009559 [Chlorella vulgaris]
OG0000132	XP_005847908.1 hypothetical protein CHLNCDRAFT_145296 [Chlorella variabilis]	KAI3437838.1 hypothetical protein D9Q98_000284 [Chlorella vulgaris]
OG0000133	XP_005844022.1 hypothetical protein CHLNCDRAFT_139566 [Chlorella variabilis]	KAI3430640.1 hypothetical protein D9Q98_005233 [Chlorella vulgaris]
OG0000133	XP_005842662.1 expressed protein_ partial [Chlorella variabilis]	KAI3423978.1 hypothetical protein D9Q98_009811 [Chlorella vulgaris], KAI3423977.1 hypothetical protein D9Q98_009811 [Chlorella vulgaris]
OG0000133	XP_005843049.1 hypothetical protein CHLNCDRAFT_33282_ partial [Chlorella variabilis]	KAI3423979.1 hypothetical protein D9Q98_009812 [Chlorella vulgaris]
OG0000134	XP_005845639.1 hypothetical protein CHLNCDRAFT_136649 [Chlorella variabilis]	KAI3424180.1 hypothetical protein D9Q98_009539 [Chlorella vulgaris]
OG0000135	XP_005845860.1 hypothetical protein CHLNCDRAFT_36318 [Chlorella variabilis]	KAI3425290.1 hypothetical protein D9Q98_009057 [Chlorella vulgaris]
OG0000135	XP_005849917.1 hypothetical protein CHLNCDRAFT_56085 [Chlorella variabilis]	KAI3438834.1 hypothetical protein D9Q98_001251 [Chlorella vulgaris]
OG0000137	XP_005852253.1 hypothetical protein CHLNCDRAFT_33679 [Chlorella variabilis]	KAI3429801.1 hypothetical protein D9Q98_010114 [Chlorella vulgaris]
OG0000137	XP_005844633.1 hypothetical protein CHLNCDRAFT_138947 [Chlorella variabilis], XP_005844638.1 hypothetical protein CHLNCDRAFT_138957 [Chlorella variabilis]	KAI3430245.1 hypothetical protein D9Q98_004841 [Chlorella vulgaris]
OG0000137	XP_005851936.1 hypothetical protein CHLNCDRAFT_12919_ partial [Chlorella variabilis]	KAI3429816.1 hypothetical protein D9Q98_010129 [Chlorella vulgaris]
OG0000137	XP_005851937.1 hypothetical protein CHLNCDRAFT_133596 [Chlorella variabilis]	KAI3429817.1 hypothetical protein D9Q98_010130 [Chlorella vulgaris]
OG0000138	XP_005843783.1 hypothetical protein CHLNCDRAFT_139913 [Chlorella variabilis]	KAI3439042.1 hypothetical protein D9Q98_001452 [Chlorella vulgaris]
OG0000138	XP_005850640.1 hypothetical protein CHLNCDRAFT_140642 [Chlorella variabilis], XP_005850639.1 hypothetical protein CHLNCDRAFT_140641 [Chlorella variabilis]	KAI3436686.1 hypothetical protein D9Q98_006101 [Chlorella vulgaris]
OG0000138	XP_005845165.1 hypothetical protein CHLNCDRAFT_11918_ partial [Chlorella variabilis]	KAI3424766.1 hypothetical protein D9Q98_008154 [Chlorella vulgaris], KAI3424772.1 hypothetical protein D9Q98_008160 [Chlorella vulgaris]
OG0000141	XP_005846210.1 hypothetical protein CHLNCDRAFT_136257 [Chlorella variabilis]	KAI3431537.1 hypothetical protein D9Q98_004587 [Chlorella vulgaris]
OG0000142	XP_005847221.1 hypothetical protein CHLNCDRAFT_23683_ partial [Chlorella variabilis]	KAI3428770.1 hypothetical protein D9Q98_007591 [Chlorella vulgaris]
OG0000142	XP_005850705.1 hypothetical protein CHLNCDRAFT_13529_ partial [Chlorella variabilis]	KAI3436561.1 hypothetical protein D9Q98_005977 [Chlorella vulgaris]
OG0000143	XP_005852297.1 hypothetical protein CHLNCDRAFT_15847_ partial [Chlorella variabilis]	KAI3431309.1 hypothetical protein D9Q98_004368 [Chlorella vulgaris]
OG0000144	XP_005843729.1 hypothetical protein CHLNCDRAFT_59189 [Chlorella variabilis]	KAI3424324.1 hypothetical protein D9Q98_009877 [Chlorella vulgaris]
OG0000144	XP_005848803.1 hypothetical protein CHLNCDRAFT_17998_ partial [Chlorella variabilis]	KAI3427274.1 hypothetical protein D9Q98_007206 [Chlorella vulgaris]
OG0000145	XP_005844815.1 hypothetical protein CHLNCDRAFT_54374 [Chlorella variabilis]	KAI3430890.1 hypothetical protein D9Q98_009299 [Chlorella vulgaris]
OG0000145	XP_005846770.1 hypothetical protein CHLNCDRAFT_135268 [Chlorella variabilis]	KAI3425079.1 hypothetical protein D9Q98_008457 [Chlorella vulgaris]
OG0000146	XP_005848690.1 hypothetical protein CHLNCDRAFT_22093 [Chlorella variabilis]	KAI3427070.1 hypothetical protein D9Q98_007010 [Chlorella vulgaris]
OG0000146	XP_005852102.1 hypothetical protein CHLNCDRAFT_29209 [Chlorella variabilis]	KAI3429472.1 hypothetical protein D9Q98_005564 [Chlorella vulgaris]
OG0000147	XP_005848649.1 hypothetical protein CHLNCDRAFT_144196 [Chlorella variabilis]	KAI3427163.1 hypothetical protein D9Q98_007100 [Chlorella vulgaris]
OG0000147	XP_005850101.1 hypothetical protein CHLNCDRAFT_142167 [Chlorella variabilis]	KAI3428163.1 hypothetical protein D9Q98_006545 [Chlorella vulgaris]
OG0000147	XP_005848934.1 hypothetical protein CHLNCDRAFT_144397 [Chlorella variabilis]	KAI3427004.1 hypothetical protein D9Q98_006948 [Chlorella vulgaris], KAI3427005.1 hypothetical protein D9Q98_006948 [Chlorella vulgaris]
OG0000148	XP_005845008.1 hypothetical protein CHLNCDRAFT_138471 [Chlorella variabilis]	KAI3431578.1 hypothetical protein D9Q98_004628 [Chlorella vulgaris]
OG0000148	XP_005845007.1 hypothetical protein CHLNCDRAFT_138470 [Chlorella variabilis]	KAI3431579.1 hypothetical protein D9Q98_004629 [Chlorella vulgaris]
OG0000149	XP_005844105.1 hypothetical protein CHLNCDRAFT_27262 [Chlorella variabilis]	KAI3430617.1 hypothetical protein D9Q98_005209 [Chlorella vulgaris]
OG0000149	XP_005845035.1 hypothetical protein CHLNCDRAFT_137274 [Chlorella variabilis]	KAI3424719.1 hypothetical protein D9Q98_008108 [Chlorella vulgaris]
OG0000149	XP_005851005.1 hypothetical protein CHLNCDRAFT_140841 [Chlorella variabilis]	KAI3436510.1 hypothetical protein D9Q98_005927 [Chlorella vulgaris]
OG0000150	XP_005846402.1 hypothetical protein CHLNCDRAFT_35990 [Chlorella variabilis]	KAI3435981.1 hypothetical protein D9Q98_002039 [Chlorella vulgaris]
OG0000150	XP_005847652.1 hypothetical protein CHLNCDRAFT_31136 [Chlorella variabilis]	KAI3425931.1 hypothetical protein D9Q98_007903 [Chlorella vulgaris]
OG0000150	XP_005847817.1 hypothetical protein CHLNCDRAFT_134018 [Chlorella variabilis]	KAI3425935.1 hypothetical protein D9Q98_007907 [Chlorella vulgaris]
OG0000151	XP_005845354.1 hypothetical protein CHLNCDRAFT_26010 [Chlorella variabilis]	KAI3436087.1 hypothetical protein D9Q98_002145 [Chlorella vulgaris]
OG0000151	XP_005845337.1 hypothetical protein CHLNCDRAFT_32259 [Chlorella variabilis]	KAI3436118.1 hypothetical protein D9Q98_002176 [Chlorella vulgaris]
OG0000152	XP_005844457.1 hypothetical protein CHLNCDRAFT_36812 [Chlorella variabilis]	KAI3430434.1 hypothetical protein D9Q98_005029 [Chlorella vulgaris]
OG0000152	XP_005850318.1 hypothetical protein CHLNCDRAFT_50622 [Chlorella variabilis]	KAI3428099.1 hypothetical protein D9Q98_006482 [Chlorella vulgaris]
OG0000153	XP_005851613.1 hypothetical protein CHLNCDRAFT_50074 [Chlorella variabilis], XP_005851614.1 hypothetical protein CHLNCDRAFT_138155 [Chlorella variabilis]	KAI3433355.1 hypothetical protein D9Q98_003173 [Chlorella vulgaris]
OG0000153	XP_005851483.1 hypothetical protein CHLNCDRAFT_137858 [Chlorella variabilis]	KAI3433639.1 hypothetical protein D9Q98_003448 [Chlorella vulgaris]
OG0000153	XP_005849502.1 hypothetical protein CHLNCDRAFT_50917 [Chlorella variabilis]	KAI3438511.1 hypothetical protein D9Q98_000939 [Chlorella vulgaris]
OG0000154	XP_005851259.1 hypothetical protein CHLNCDRAFT_50004 [Chlorella variabilis]	KAI3433497.1 hypothetical protein D9Q98_003309 [Chlorella vulgaris]
OG0000154	XP_005851548.1 hypothetical protein CHLNCDRAFT_29581 [Chlorella variabilis]	KAI3433500.1 hypothetical protein D9Q98_003312 [Chlorella vulgaris]
OG0000155	XP_005851471.1 hypothetical protein CHLNCDRAFT_137839 [Chlorella variabilis]	KAI3433654.1 hypothetical protein D9Q98_003463 [Chlorella vulgaris]
OG0000155	XP_005849355.1 hypothetical protein CHLNCDRAFT_16812_ partial [Chlorella variabilis]	KAI3434755.1 hypothetical protein D9Q98_002815 [Chlorella vulgaris]
OG0000156	XP_005842890.1 hypothetical protein CHLNCDRAFT_142498 [Chlorella variabilis]	KAI3423926.1 hypothetical protein D9Q98_009760 [Chlorella vulgaris]
OG0000156	XP_005848905.1 hypothetical protein CHLNCDRAFT_51577 [Chlorella variabilis]	KAI3427073.1 hypothetical protein D9Q98_007013 [Chlorella vulgaris]
OG0000156	XP_005842887.1 hypothetical protein CHLNCDRAFT_142491 [Chlorella variabilis]	KAI3427074.1 hypothetical protein D9Q98_007014 [Chlorella vulgaris]
OG0000156	XP_005842872.1 hypothetical protein CHLNCDRAFT_142486 [Chlorella variabilis]	KAI3423929.1 hypothetical protein D9Q98_009763 [Chlorella vulgaris]
OG0000157	XP_005848936.1 hypothetical protein CHLNCDRAFT_144402 [Chlorella variabilis]	KAI3426998.1 hypothetical protein D9Q98_006942 [Chlorella vulgaris]
OG0000157	XP_005850266.1 hypothetical protein CHLNCDRAFT_141975 [Chlorella variabilis]	KAI3428007.1 hypothetical protein D9Q98_006393 [Chlorella vulgaris]
OG0000157	XP_005847458.1 hypothetical protein CHLNCDRAFT_134385 [Chlorella variabilis]	KAI3428559.1 hypothetical protein D9Q98_007381 [Chlorella vulgaris]
OG0000157	XP_005850014.1 hypothetical protein CHLNCDRAFT_141974 [Chlorella variabilis]	KAI3428006.1 hypothetical protein D9Q98_006392 [Chlorella vulgaris]
OG0000157	XP_005847459.1 hypothetical protein CHLNCDRAFT_134386 [Chlorella variabilis]	KAI3428558.1 hypothetical protein D9Q98_007380 [Chlorella vulgaris]
OG0000158	XP_005843789.1 hypothetical protein CHLNCDRAFT_59165 [Chlorella variabilis]	KAI3439031.1 hypothetical protein D9Q98_001441 [Chlorella vulgaris]
OG0000158	XP_005846653.1 hypothetical protein CHLNCDRAFT_58189 [Chlorella variabilis]	KAI3425006.1 hypothetical protein D9Q98_008388 [Chlorella vulgaris]
OG0000159	XP_005843994.1 hypothetical protein CHLNCDRAFT_139484 [Chlorella variabilis]	KAI3430579.1 hypothetical protein D9Q98_005172 [Chlorella vulgaris]
OG0000159	XP_005851344.1 hypothetical protein CHLNCDRAFT_138234 [Chlorella variabilis]	KAI3423808.1 hypothetical protein D9Q98_009645 [Chlorella vulgaris]
OG0000160	XP_005849351.1 hypothetical protein CHLNCDRAFT_143778 [Chlorella variabilis]	KAI3434762.1 hypothetical protein D9Q98_002822 [Chlorella vulgaris]
OG0000160	XP_005849855.1 hypothetical protein CHLNCDRAFT_143033 [Chlorella variabilis]	KAI3438688.1 hypothetical protein D9Q98_001108 [Chlorella vulgaris]
OG0000160	XP_005844501.1 expressed protein [Chlorella variabilis]	KAI3430342.1 hypothetical protein D9Q98_004937 [Chlorella vulgaris]
OG0000160	XP_005851738.1 hypothetical protein CHLNCDRAFT_56484 [Chlorella variabilis]	KAI3429418.1 hypothetical protein D9Q98_005513 [Chlorella vulgaris]
OG0000160	XP_005852080.1 hypothetical protein CHLNCDRAFT_133097 [Chlorella variabilis]	KAI3429416.1 hypothetical protein D9Q98_005511 [Chlorella vulgaris]
OG0000161	XP_005845902.1 hypothetical protein CHLNCDRAFT_136488 [Chlorella variabilis]	KAI3425193.1 hypothetical protein D9Q98_008962 [Chlorella vulgaris]
OG0000161	XP_005847808.1 hypothetical protein CHLNCDRAFT_133999 [Chlorella variabilis], XP_005847807.1 hypothetical protein CHLNCDRAFT_133998 [Chlorella variabilis]	KAI3425912.1 hypothetical protein D9Q98_007884 [Chlorella vulgaris]
OG0000162	XP_005845448.1 hypothetical protein CHLNCDRAFT_137074 [Chlorella variabilis]	KAI3436168.1 hypothetical protein D9Q98_002224 [Chlorella vulgaris]
OG0000162	XP_005845441.1 hypothetical protein CHLNCDRAFT_137067 [Chlorella variabilis]	KAI3436170.1 hypothetical protein D9Q98_002226 [Chlorella vulgaris]
OG0000162	XP_005845447.1 hypothetical protein CHLNCDRAFT_137073 [Chlorella variabilis]	KAI3436169.1 hypothetical protein D9Q98_002225 [Chlorella vulgaris]
OG0000163	XP_005850241.1 hypothetical protein CHLNCDRAFT_20429 [Chlorella variabilis]	KAI3427949.1 hypothetical protein D9Q98_006339 [Chlorella vulgaris]
OG0000163	XP_005847412.1 hypothetical protein CHLNCDRAFT_35570 [Chlorella variabilis]	KAI3428664.1 hypothetical protein D9Q98_007487 [Chlorella vulgaris]
OG0000163	XP_005845590.1 hypothetical protein CHLNCDRAFT_49011 [Chlorella variabilis]	KAI3424065.1 hypothetical protein D9Q98_009428 [Chlorella vulgaris]
OG0000164	XP_005847293.1 hypothetical protein CHLNCDRAFT_134369 [Chlorella variabilis]	KAI3428567.1 hypothetical protein D9Q98_007389 [Chlorella vulgaris]
OG0000164	XP_005850541.1 hypothetical protein CHLNCDRAFT_34049 [Chlorella variabilis], XP_005847604.1 hypothetical protein CHLNCDRAFT_133898 [Chlorella variabilis], XP_005850540.1 hypothetical protein CHLNCDRAFT_19800_ partial [Chlorella variabilis]	KAI3436333.1 hypothetical protein D9Q98_002386 [Chlorella vulgaris]
OG0000165	XP_005851011.1 hypothetical protein CHLNCDRAFT_140853 [Chlorella variabilis]	KAI3436495.1 hypothetical protein D9Q98_005912 [Chlorella vulgaris]
OG0000165	XP_005847971.1 hypothetical protein CHLNCDRAFT_52121 [Chlorella variabilis]	KAI3437708.1 hypothetical protein D9Q98_000156 [Chlorella vulgaris]
OG0000165	XP_005851012.1 hypothetical protein CHLNCDRAFT_140854 [Chlorella variabilis]	KAI3436494.1 hypothetical protein D9Q98_005911 [Chlorella vulgaris]
OG0000166	XP_005849230.1 hypothetical protein CHLNCDRAFT_51191 [Chlorella variabilis], XP_005848999.1 hypothetical protein CHLNCDRAFT_144568 [Chlorella variabilis]	KAI3426866.1 hypothetical protein D9Q98_006812 [Chlorella vulgaris]
OG0000166	XP_005845607.1 hypothetical protein CHLNCDRAFT_136838 [Chlorella variabilis]	KAI3424222.1 hypothetical protein D9Q98_009578 [Chlorella vulgaris]
OG0000167	XP_005850370.1 hypothetical protein CHLNCDRAFT_34424 [Chlorella variabilis]	KAI3428222.1 hypothetical protein D9Q98_006602 [Chlorella vulgaris]
OG0000167	XP_005845713.1 hypothetical protein CHLNCDRAFT_136860 [Chlorella variabilis]	KAI3424236.1 hypothetical protein D9Q98_009592 [Chlorella vulgaris]
OG0000168	XP_005843102.1 serine hydroxymethyltransferase [Chlorella variabilis]	KAI3424425.1 hypothetical protein D9Q98_009977 [Chlorella vulgaris]
OG0000168	XP_005847020.1 hypothetical protein CHLNCDRAFT_35692 [Chlorella variabilis]	KAI3438326.1 hypothetical protein D9Q98_000760 [Chlorella vulgaris]
OG0000168	XP_005852257.1 hypothetical protein CHLNCDRAFT_56614 [Chlorella variabilis]	KAI3429823.1 hypothetical protein D9Q98_010136 [Chlorella vulgaris]
OG0000169	XP_005848912.1 hypothetical protein CHLNCDRAFT_144341_ partial [Chlorella variabilis]	KAI3427052.1 hypothetical protein D9Q98_006993 [Chlorella vulgaris]
OG0000169	XP_005848755.1 hypothetical protein CHLNCDRAFT_57539 [Chlorella variabilis]	KAI3426930.1 hypothetical protein D9Q98_006874 [Chlorella vulgaris]
OG0000169	XP_005848964.1 hypothetical protein CHLNCDRAFT_144486 [Chlorella variabilis]	KAI3426934.1 hypothetical protein D9Q98_006878 [Chlorella vulgaris]
OG0000170	XP_005847912.1 hypothetical protein CHLNCDRAFT_57723 [Chlorella variabilis]	KAI3432788.1 hypothetical protein D9Q98_010373 [Chlorella vulgaris]
OG0000170	XP_005847910.1 hypothetical protein CHLNCDRAFT_7741_ partial [Chlorella variabilis]	KAI3437829.1 hypothetical protein D9Q98_000276 [Chlorella vulgaris]
OG0000171	XP_005847117.1 hypothetical protein CHLNCDRAFT_134840 [Chlorella variabilis]	KAI3438112.1 hypothetical protein D9Q98_000553 [Chlorella vulgaris]
