Orthogroup	Chlorella_Sorokiniana1602	Scenedesmus_PABB004
OG0000546	PRW20496.1 putative phosphatase 2C 12 [Chlorella sorokiniana], PRW20471.1 Qa- SYP4 Tlg2p Syntaxin 16-type [Chlorella sorokiniana]	KAF8073136.1 SYP43 [Scenedesmus sp. PABB004]
OG0000547	PRW20300.1 dTMP kinase [Chlorella sorokiniana], PRW20221.1 ester cyclase [Chlorella sorokiniana]	KAF8062714.1 HSL1 [Scenedesmus sp. PABB004]
OG0000548	PRW33762.1 plastid division [Chlorella sorokiniana]	KAF8065506.1 FTSZ1 [Scenedesmus sp. PABB004], KAF8072810.1 FTSZ1 [Scenedesmus sp. PABB004]
OG0000549	PRW57800.1 Sulfate adenylyltransferase [Chlorella sorokiniana]	KAF8059362.1 sua1 [Scenedesmus sp. PABB004]
OG0000549	PRW57030.1 sulfate adenylyltransferase [Chlorella sorokiniana]	KAF8065943.1 sua1 [Scenedesmus sp. PABB004]
OG0000551	PRW56192.1 MUT9-related serine threonine kinase [Chlorella sorokiniana], PRW05856.1 MUT9-related serine threonine kinase [Chlorella sorokiniana]	KAF8063073.1 HD16 [Scenedesmus sp. PABB004]
OG0000552	PRW56461.1 hypothetical protein C2E21_4630 [Chlorella sorokiniana], PRW56649.1 serine carboxypeptidase-like 25 [Chlorella sorokiniana]	KAF8062676.1 SCPL46 [Scenedesmus sp. PABB004]
OG0000553	PRW45047.1 hypothetical protein C2E21_6335 [Chlorella sorokiniana]	KAF8072442.1 hypothetical protein HT031_000101 [Scenedesmus sp. PABB004], KAF8072441.1 hypothetical protein HT031_000100 [Scenedesmus sp. PABB004]
OG0000553	PRW59070.1 T-complex 1 subunit gamma [Chlorella sorokiniana]	KAF8060369.1 CCT3 [Scenedesmus sp. PABB004]
OG0000554	PRW57270.1 Squamosa promoter-binding 11 [Chlorella sorokiniana], PRW59958.1 ELMO domain-containing 3 [Chlorella sorokiniana], PRW59689.1 hypothetical protein C2E21_1761 [Chlorella sorokiniana]	KAF8065704.1 hypothetical protein HT031_002764 [Scenedesmus sp. PABB004]
OG0000555	PRW59255.1 prohibitin- mitochondrial-like [Chlorella sorokiniana]	KAF8060291.1 PHB6 [Scenedesmus sp. PABB004]
OG0000556	PRW58379.1 hypothetical protein C2E21_2934 [Chlorella sorokiniana], PRW45226.1 blood vessel epicardial substance isoform X1 [Chlorella sorokiniana]	KAF8062726.1 hypothetical protein HT031_004056 [Scenedesmus sp. PABB004]
OG0000557	PRW56583.1 Vacuolar sorting-associated 13A isoform A [Chlorella sorokiniana], PRW56585.1 Vacuolar sorting-associated 13A isoform C [Chlorella sorokiniana], PRW56584.1 Vacuolar sorting-associated 13A isoform B [Chlorella sorokiniana]	KAF8068463.1 Vps13a [Scenedesmus sp. PABB004]
OG0000558	PRW33047.1 Prolyl 4-hydroxylase subunit alpha-2 [Chlorella sorokiniana]	KAF8058887.1 P4H3 [Scenedesmus sp. PABB004]
OG0000559	PRW32836.1 tRNA _cytosine_34_-C_5__-methyltransferase [Chlorella sorokiniana], PRW59221.1 DNA replication licensing factor MCM4 [Chlorella sorokiniana]	KAF8067200.1 MCM4 [Scenedesmus sp. PABB004]
OG0000560	PRW50801.1 NAD-dependent dehydratase [Chlorella sorokiniana], PRW61421.1 ERD4-related membrane [Chlorella sorokiniana]	KAF8062767.1 ERD4 [Scenedesmus sp. PABB004], KAF8065514.1 CSC1-like protein [Scenedesmus sp. PABB004]
OG0000561	PRW61568.1 UPF0047 -like [Chlorella sorokiniana]	KAF8072843.1 yjbQ [Scenedesmus sp. PABB004]
OG0000561	PRW33922.1 alanine racemase [Chlorella sorokiniana], PRW34030.1 hypothetical protein C2E21_7197 [Chlorella sorokiniana]	KAF8056005.1 SPAC4A8.02c [Scenedesmus sp. PABB004]
OG0000562	PRW57726.1 Solute carrier family 35 member E3 isoform B [Chlorella sorokiniana], PRW57727.1 Solute carrier family 35 member E3 isoform A [Chlorella sorokiniana]	KAF8065848.1 slc35e3 [Scenedesmus sp. PABB004], KAF8056748.1 slc35e3 [Scenedesmus sp. PABB004], KAF8062003.1 slc35e3 [Scenedesmus sp. PABB004]
OG0000564	PRW20713.1 phosphatase 1 [Chlorella sorokiniana]	KAF8057927.1 Serine/threonine-protein phosphatase PP1 isozyme 1 [Scenedesmus sp. PABB004]
OG0000566	PRW20506.1 structural maintenance of chromosomes 6B isoform A [Chlorella sorokiniana], PRW20507.1 structural maintenance of chromosomes 6B isoform B [Chlorella sorokiniana], PRW39244.1 structural maintenance of chromosomes 6B-like isoform X1 [Chlorella sorokiniana]	KAF8073157.1 SMC6 [Scenedesmus sp. PABB004]
OG0000567	PRW58781.1 proton phosphate symporter [Chlorella sorokiniana]	KAF8057653.1 RCC1 [Scenedesmus sp. PABB004]
OG0000568	PRW20532.1 WD repeat-containing 92 [Chlorella sorokiniana]	KAF8061309.1 WDR92 [Scenedesmus sp. PABB004]
OG0000570	PRW57561.1 asparagine--tRNA cytoplasmic 1 [Chlorella sorokiniana]	KAF8071011.1 SYNC3 [Scenedesmus sp. PABB004]
OG0000570	PRW20657.1 SWI SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A 1 isoform X1 [Chlorella sorokiniana]	KAF8063822.1 SYNC1 [Scenedesmus sp. PABB004]
OG0000571	PRW60064.1 Alpha-galactosidase [Chlorella sorokiniana]	KAF8066295.1 AGAL3 [Scenedesmus sp. PABB004]
OG0000572	PRW33897.1 pyrophosphate-energized membrane proton pump 2 isoform B [Chlorella sorokiniana], PRW33896.1 pyrophosphate-energized membrane proton pump 2 isoform A [Chlorella sorokiniana]	KAF8067221.1 HAC1 [Scenedesmus sp. PABB004]
OG0000573	PRW21017.1 Serine threonine- kinase TOUSLED [Chlorella sorokiniana]	KAF8062784.1 hypothetical protein HT031_004114 [Scenedesmus sp. PABB004], KAF8062671.1 hypothetical protein HT031_004000 [Scenedesmus sp. PABB004]
OG0000574	PRW59092.1 molybdopterin adenylyltransferase [Chlorella sorokiniana], PRW20424.1 hypothetical protein C2E21_9069 [Chlorella sorokiniana]	KAF8058881.1 mog [Scenedesmus sp. PABB004]
OG0000575	PRW56179.1 hypothetical protein C2E21_5041 [Chlorella sorokiniana]	KAF8061325.1 hypothetical protein HT031_004416 [Scenedesmus sp. PABB004]
OG0000575	PRW56271.1 tRNA-dihydrouridine synthase 3 [Chlorella sorokiniana]	KAF8065661.1 hypothetical protein HT031_003262 [Scenedesmus sp. PABB004]
OG0000576	PRW20415.1 serine threonine phosphatase 2A regulatory subunit B beta-like isoform B [Chlorella sorokiniana]	KAF8056124.1 zntD [Scenedesmus sp. PABB004]
OG0000576	PRW20416.1 serine threonine phosphatase 2A regulatory subunit B beta-like isoform A [Chlorella sorokiniana]	KAF8065627.1 B''ALPHA [Scenedesmus sp. PABB004]
OG0000577	PRW44496.1 ADP_ATP carrier 1 [Chlorella sorokiniana]	KAF8062904.1 tlcA [Scenedesmus sp. PABB004]
OG0000578	PRW44616.1 PXMP2 4 family 2-like [Chlorella sorokiniana]	KAF8069472.1 mpv17 [Scenedesmus sp. PABB004], KAF8061917.1 ANKRD44 [Scenedesmus sp. PABB004], KAF8056391.1 hypothetical protein HT031_006391 [Scenedesmus sp. PABB004]
OG0000580	PRW45677.1 COP9 signalosome complex subunit 6a [Chlorella sorokiniana]	KAF8059749.1 CSN6 [Scenedesmus sp. PABB004]
OG0000581	PRW56258.1 TBC1 domain family member 2A [Chlorella sorokiniana]	KAF8069684.1 grtp1a [Scenedesmus sp. PABB004], KAF8072845.1 Tbc1d2 [Scenedesmus sp. PABB004]
OG0000581	PRW55936.1 baculoviral IAP repeat-containing 6-like [Chlorella sorokiniana]	KAF8061356.1 BIRC6 [Scenedesmus sp. PABB004]
OG0000583	PRW58991.1 Acyl-coenzyme A thioesterase THEM4 [Chlorella sorokiniana]	KAF8068256.1 THEM4 [Scenedesmus sp. PABB004]
OG0000586	PRW56616.1 ABC-type nitrate sulfonate bicarbonate transport periplasmic component [Chlorella sorokiniana]	KAF8065774.1 hypothetical protein HT031_002834 [Scenedesmus sp. PABB004]
OG0000587	PRW44284.1 DNA _cytosine-5_-methyltransferase CMT1 isoform A [Chlorella sorokiniana], PRW44283.1 DNA _cytosine-5_-methyltransferase CMT1 isoform B [Chlorella sorokiniana]	KAF8062783.1 CMT3 [Scenedesmus sp. PABB004]
OG0000588	PRW56820.1 spore coat [Chlorella sorokiniana]	KAF8065708.1 hypothetical protein HT031_002768 [Scenedesmus sp. PABB004]
OG0000589	PRW33304.1 epoxide hydrolase [Chlorella sorokiniana], PRW20372.1 epoxide hydrolase [Chlorella sorokiniana]	KAF8072469.1 Ephx4 [Scenedesmus sp. PABB004]
OG0000590	PRW58473.1 two pore calcium channel 1 [Chlorella sorokiniana], PRW58092.1 serine carboxypeptidase-like enzyme [Chlorella sorokiniana]	KAF8055748.1 DWA2 [Scenedesmus sp. PABB004]
OG0000591	PRW45555.1 glycerol transport activity [Chlorella sorokiniana]	KAF8061944.1 Nodulin-26 [Scenedesmus sp. PABB004], KAF8073180.1 TIP1-2 [Scenedesmus sp. PABB004], KAF8056257.1 TIP2-3 [Scenedesmus sp. PABB004], KAF8066433.1 hypothetical protein HT031_002757 [Scenedesmus sp. PABB004]
OG0000592	PRW32524.1 alpha beta- isoform A [Chlorella sorokiniana], PRW32523.1 alpha beta- isoform C [Chlorella sorokiniana], PRW32525.1 alpha beta- isoform B [Chlorella sorokiniana]	KAF8057852.1 GAMMACAL1 [Scenedesmus sp. PABB004]
OG0000593	PRW20962.1 OS-9 isoform X3 isoform A [Chlorella sorokiniana], PRW20963.1 OS-9 isoform X3 isoform C [Chlorella sorokiniana], PRW20961.1 OS-9 isoform X3 isoform B [Chlorella sorokiniana], PRW20906.1 ABC transporter C family member 13 isoform X1 [Chlorella sorokiniana]	KAF8063051.1 ABCC13 [Scenedesmus sp. PABB004]
OG0000594	PRW56906.1 Transaldolase [Chlorella sorokiniana]	KAF8063741.1 GFT1 [Scenedesmus sp. PABB004], KAF8057271.1 SAT2 [Scenedesmus sp. PABB004], KAF8063683.1 GFT1 [Scenedesmus sp. PABB004]
OG0000595	PRW57533.1 Ras-related RABA1f [Chlorella sorokiniana]	KAF8063782.1 RAB23 [Scenedesmus sp. PABB004]
OG0000595	PRW59514.1 Rab family GTPase [Chlorella sorokiniana]	KAF8071169.1 YPTC6 [Scenedesmus sp. PABB004]
OG0000596	PRW59441.1 DNA damage checkpoint isoform A [Chlorella sorokiniana], PRW59439.1 DNA damage checkpoint isoform B [Chlorella sorokiniana], PRW59440.1 DNA damage checkpoint isoform C [Chlorella sorokiniana]	KAF8071202.1 hypothetical protein HT031_001285 [Scenedesmus sp. PABB004], KAF8057256.1 RRP6L3 [Scenedesmus sp. PABB004]
OG0000598	PRW57811.1 spindle assembly abnormal 6-like protein [Chlorella sorokiniana]	KAF8060587.1 uaf-1 [Scenedesmus sp. PABB004], KAF8056770.1 Glyoxysomal fatty acid beta-oxidation multifunctional protein MFP-a [Scenedesmus sp. PABB004]
OG0000600	PRW21083.1 Purple acid phosphatase 3 [Chlorella sorokiniana]	KAF8062095.1 PAP17 [Scenedesmus sp. PABB004]
OG0000604	PRW57966.1 hypothetical protein C2E21_3662 [Chlorella sorokiniana], PRW58044.1 hypothetical protein C2E21_3663 [Chlorella sorokiniana], PRW61290.1 Autophagy-related 8d [Chlorella sorokiniana]	KAF8059993.1 ATG8CL [Scenedesmus sp. PABB004]
OG0000605	PRW58392.1 methyltransferase type 11 [Chlorella sorokiniana], PRW58310.1 hypothetical protein C2E21_3288 [Chlorella sorokiniana], PRW58559.1 cereblon isoform X2 isoform B [Chlorella sorokiniana], PRW58560.1 cereblon isoform X2 isoform A [Chlorella sorokiniana]	KAF8055915.1 hypothetical protein HT031_006554 [Scenedesmus sp. PABB004], KAF8069542.1 Crbn [Scenedesmus sp. PABB004]
OG0000606	PRW58910.1 Oxoglutarate iron-dependent dioxygenase [Chlorella sorokiniana]	KAF8056833.1 SPAC9.02c [Scenedesmus sp. PABB004]
OG0000606	PRW58974.1 Oxoglutarate iron-dependent dioxygenase [Chlorella sorokiniana]	KAF8071143.1 GPA3 [Scenedesmus sp. PABB004]
OG0000609	PRW57692.1 Serine threonine- kinase SAPK9 [Chlorella sorokiniana]	KAF8059704.1 alpha-Man-Ia [Scenedesmus sp. PABB004], KAF8073227.1 IRL7 [Scenedesmus sp. PABB004], KAF8062957.1 SAPK1 [Scenedesmus sp. PABB004]
OG0000611	PRW57668.1 Ubiquitin domain-containing 2 [Chlorella sorokiniana]	KAF8068161.1 EP0 [Scenedesmus sp. PABB004]
OG0000611	PRW57718.1 ubiquitin domain-containing 1-like [Chlorella sorokiniana]	KAF8071248.1 ubtd1 [Scenedesmus sp. PABB004]
OG0000612	PRW57787.1 Beta-amylase chloroplastic isoform A [Chlorella sorokiniana], PRW57786.1 Beta-amylase chloroplastic isoform B [Chlorella sorokiniana], PRW57788.1 Beta-amylase chloroplastic isoform C [Chlorella sorokiniana]	KAF8057760.1 BAM3 [Scenedesmus sp. PABB004]
OG0000613	PRW33868.1 kinesin KIF3A isoform X1 [Chlorella sorokiniana], PRW20706.1 kinesin KIF3B [Chlorella sorokiniana]	KAF8072759.1 FLA10 [Scenedesmus sp. PABB004]
OG0000615	PRW20996.1 Vacuolar transporter chaperone 2 [Chlorella sorokiniana], PRW61014.1 ABC transporter C family member 2 [Chlorella sorokiniana]	KAF8057149.1 VTC4 [Scenedesmus sp. PABB004]
OG0000616	PRW60128.1 small nuclear ribonucleo -associated B [Chlorella sorokiniana], PRW61371.1 leucine-rich repeat containing [Chlorella sorokiniana], PRW50975.1 hypothetical protein C2E21_5537 [Chlorella sorokiniana]	KAF8070936.1 hypothetical protein HT031_001017 [Scenedesmus sp. PABB004]
OG0000617	PRW59614.1 cystathionine gamma-synthase [Chlorella sorokiniana]	KAF8071024.1 PPH1 [Scenedesmus sp. PABB004]
OG0000617	PRW58620.1 cystathionine gamma-synthase [Chlorella sorokiniana]	KAF8070885.1 CGS1 [Scenedesmus sp. PABB004]
OG0000619	PRW33823.1 SNF2 domain-containing [Chlorella sorokiniana]	KAF8055097.1 CHR28 [Scenedesmus sp. PABB004]
OG0000621	PRW44392.1 pyruvate_ferredoxin _flavodoxin_ oxidoreductase [Chlorella sorokiniana]	KAF8065464.1 pyruvate-ferredoxin oxidoreductase [Scenedesmus sp. PABB004]
OG0000623	PRW58241.1 U1 small nuclear ribonucleo A [Chlorella sorokiniana], PRW20220.1 U2 small nuclear ribonucleo B -like [Chlorella sorokiniana]	KAF8056388.1 U2 small nuclear ribonucleoprotein B [Scenedesmus sp. PABB004]
OG0000625	PRW32913.1 putative sphingolipid transporter spinster-like protein 2 [Chlorella sorokiniana]	KAF8066268.1 sphingolipid transporter spinster 2 [Scenedesmus sp. PABB004]
OG0000626	PRW32895.1 SDA1 [Chlorella sorokiniana]	KAF8058469.1 SDAD1 [Scenedesmus sp. PABB004]
OG0000627	PRW58593.1 NAD_P_ mitochondrial isoform A [Chlorella sorokiniana], PRW58594.1 NAD_P_ mitochondrial isoform B [Chlorella sorokiniana], PRW58792.1 NAD_P_ mitochondrial isoform B [Chlorella sorokiniana], PRW58793.1 NAD_P_ mitochondrial isoform A [Chlorella sorokiniana]	KAF8072592.1 hypothetical protein HT031_000252 [Scenedesmus sp. PABB004]
OG0000628	PRW44434.1 Transmembrane 45B [Chlorella sorokiniana], PRW44953.1 Transmembrane 45B isoform A [Chlorella sorokiniana], PRW44954.1 Transmembrane 45B isoform B [Chlorella sorokiniana]	KAF8066382.1 TMEM45B [Scenedesmus sp. PABB004]
OG0000629	PRW59393.1 CPYC type [Chlorella sorokiniana]	KAF8073193.1 GRXC3 [Scenedesmus sp. PABB004]
OG0000631	PRW05770.1 Vacuolar sorting-associated 16 [Chlorella sorokiniana]	KAF8057673.1 VCL1 [Scenedesmus sp. PABB004]
OG0000632	PRW61262.1 putative cytosolic oligopeptidase A [Chlorella sorokiniana]	KAF8056129.1 hypothetical protein HT031_006480 [Scenedesmus sp. PABB004]
OG0000633	PRW56899.1 tyramine oxidase [Chlorella sorokiniana]	KAF8056444.1 hypothetical protein HT031_006301 [Scenedesmus sp. PABB004], KAF8068451.1 maoI [Scenedesmus sp. PABB004]
OG0000635	PRW56800.1 Ribulose-phosphate 3- chloroplastic [Chlorella sorokiniana]	KAF8054980.1 hypothetical protein HT031_006870 [Scenedesmus sp. PABB004]
OG0000636	PRW33259.1 Apocarotenoid-15_15 -oxygenase [Chlorella sorokiniana], PRW59430.1 Apocarotenoid-15_15 -oxygenase [Chlorella sorokiniana]	KAF8061974.1 apocarotenoid-15_15'-oxygenase [Scenedesmus sp. PABB004]
OG0000637	PRW45665.1 N-alpha-acetyltransferase 20 [Chlorella sorokiniana]	KAF8065666.1 NAA20 [Scenedesmus sp. PABB004]
OG0000638	PRW61620.1 MON2-like protein isoform X1 isoform B [Chlorella sorokiniana], PRW61621.1 MON2-like protein isoform X1 isoform A [Chlorella sorokiniana]	KAF8065791.1 ABCI6 [Scenedesmus sp. PABB004], KAF8066343.1 mon2 [Scenedesmus sp. PABB004]
OG0000639	PRW20429.1 histone H1 [Chlorella sorokiniana]	KAF8069658.1 histone H1.2 [Scenedesmus sp. PABB004]
OG0000641	PRW60812.1 ACCUMULATION AND REPLICATION OF CHLOROPLASTS chloroplastic [Chlorella sorokiniana], PRW61466.1 hypothetical protein C2E21_0666 [Chlorella sorokiniana]	KAF8073049.1 hypothetical protein HT031_000710 [Scenedesmus sp. PABB004]
OG0000642	PRW60716.1 alanine-glyoxylate transaminase [Chlorella sorokiniana]	KAF8067361.1 hypothetical protein HT031_002409 [Scenedesmus sp. PABB004], KAF8062065.1 Agxt [Scenedesmus sp. PABB004]
OG0000643	PRW57356.1 sorting nexin 2B [Chlorella sorokiniana]	KAF8073000.1 SNX2B [Scenedesmus sp. PABB004], KAF8069637.1 SNX2A [Scenedesmus sp. PABB004], KAF8069565.1 SNX2B [Scenedesmus sp. PABB004]
OG0000644	PRW60278.1 CDP-diacylglycerol--glycerol-3-phosphate 3- mitochondrial [Chlorella sorokiniana], PRW60412.1 RNA polymerase II C-terminal domain phosphatase-like 1 [Chlorella sorokiniana]	KAF8058879.1 CPL1 [Scenedesmus sp. PABB004]
OG0000645	PRW45136.1 copper target 1 [Chlorella sorokiniana]	KAF8071252.1 CTH1 [Scenedesmus sp. PABB004], KAF8065443.1 CTH1 [Scenedesmus sp. PABB004]
OG0000647	PRW56306.1 DNA repair XRCC3-like protein [Chlorella sorokiniana], PRW33734.1 CBS domain containing isoform B [Chlorella sorokiniana], PRW33733.1 CBS domain containing isoform A [Chlorella sorokiniana]	KAF8072382.1 CBSCBS2 [Scenedesmus sp. PABB004]
OG0000648	PRW61399.1 tRNA-dihydrouridine_47_ synthase [NAD_P__+_]-like [Chlorella sorokiniana]	KAF8055999.1 tRNA-dihydrouridine_47_ synthase [NAD_P__+_] [Scenedesmus sp. PABB004]
OG0000649	PRW59873.1 Diaminopimelate decarboxylase chloroplastic [Chlorella sorokiniana]	KAF8065957.1 hypothetical protein HT031_003018 [Scenedesmus sp. PABB004], KAF8059202.1 LYSA1 [Scenedesmus sp. PABB004]
OG0000650	PRW59809.1 mitogen-activated kinase [Chlorella sorokiniana]	KAF8060610.1 MMK1 [Scenedesmus sp. PABB004]
OG0000650	PRW45211.1 mitogen-activated kinase 3 [Chlorella sorokiniana]	KAF8069371.1 MPK4b [Scenedesmus sp. PABB004]
OG0000651	PRW55962.1 MGDG specific palmitate delta-7 desaturase [Chlorella sorokiniana]	KAF8067366.1 ADS3 [Scenedesmus sp. PABB004]
OG0000652	PRW33090.1 TRIGALACTOSYLDIACYLGLYCEROL chloroplastic isoform B [Chlorella sorokiniana], PRW33091.1 TRIGALACTOSYLDIACYLGLYCEROL chloroplastic isoform A [Chlorella sorokiniana], PRW59425.1 tyrosyl-DNA phosphodiesterase 1 [Chlorella sorokiniana], PRW50885.1 intracellular family [Chlorella sorokiniana]	KAF8063022.1 TGD3 [Scenedesmus sp. PABB004]
OG0000653	PRW59105.1 iodothyronine deiodinase [Chlorella sorokiniana]	KAF8064545.1 Ank3 [Scenedesmus sp. PABB004]
OG0000654	PRW58378.1 splicing RNP complex component [Chlorella sorokiniana]	KAF8072386.1 ncbp3 [Scenedesmus sp. PABB004]
OG0000655	PRW58517.1 K Homology type 1 [Chlorella sorokiniana]	KAF8066175.1 hypothetical protein HT031_002497 [Scenedesmus sp. PABB004]
OG0000656	PRW57644.1 Cilia- and flagella-associated 57 [Chlorella sorokiniana]	KAF8061890.1 Cfap57 [Scenedesmus sp. PABB004], KAF8064582.1 tRNA _guanine-N_7_-_-methyltransferase [Scenedesmus sp. PABB004]
OG0000657	PRW56623.1 ubiquitin-conjugating enzyme E2 2 [Chlorella sorokiniana]	KAF8056383.1 UBC2 [Scenedesmus sp. PABB004]
OG0000657	PRW57838.1 ubiquitin-conjugating enzyme E2 1-like [Chlorella sorokiniana]	KAF8069445.1 UBC2 [Scenedesmus sp. PABB004]
OG0000658	PRW59849.1 importin subunit alpha-7 [Chlorella sorokiniana]	KAF8061952.1 hypothetical protein HT031_004212 [Scenedesmus sp. PABB004]
OG0000658	PRW59865.1 THO complex subunit 3 [Chlorella sorokiniana]	KAF8071083.1 THO3 [Scenedesmus sp. PABB004]
OG0000661	PRW20978.1 guanine nucleotide-binding -like NSN1 [Chlorella sorokiniana], PRW21071.1 glycerophosphodiesterase GDE1 isoform A [Chlorella sorokiniana], PRW21072.1 glycerophosphodiesterase GDE1 isoform B [Chlorella sorokiniana]	KAF8071310.1 ODA9 [Scenedesmus sp. PABB004]
OG0000662	PRW60336.1 glycerol transporter [Chlorella sorokiniana]	KAF8058854.1 hypothetical protein HT031_005422 [Scenedesmus sp. PABB004]
OG0000662	PRW32674.1 plant MCA23-20 [Chlorella sorokiniana]	KAF8056431.1 hypothetical protein HT031_006288 [Scenedesmus sp. PABB004]
OG0000664	PRW55916.1 CBL-interacting serine threonine- kinase 3-like [Chlorella sorokiniana]	KAF8065536.1 wdr82 [Scenedesmus sp. PABB004]
OG0000666	PRW56105.1 plastid acyl carrier [Chlorella sorokiniana]	KAF8061963.1 acpP1 [Scenedesmus sp. PABB004]
OG0000669	PRW33577.1 methyltransferase [Chlorella sorokiniana]	KAF8059655.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. PABB004]
OG0000670	PRW60414.1 hypothetical protein C2E21_1067 [Chlorella sorokiniana]	KAF8072827.1 hypothetical protein HT031_000487 [Scenedesmus sp. PABB004]
OG0000671	PRW58033.1 peptidyl-prolyl cis-trans FKBP-type [Chlorella sorokiniana]	KAF8064588.1 POLR3F [Scenedesmus sp. PABB004]
OG0000672	PRW56047.1 ATP-binding cassette sub-family G member 2 [Chlorella sorokiniana], PRW60172.1 ATP-dependent permease [Chlorella sorokiniana]	KAF8061171.1 ABCG2 [Scenedesmus sp. PABB004]
OG0000673	PRW32968.1 solanesyl diphosphate synthase [Chlorella sorokiniana]	KAF8071361.1 SPS3 [Scenedesmus sp. PABB004], KAF8061130.1 ENV9 [Scenedesmus sp. PABB004]
OG0000674	PRW33532.1 E3 ubiquitin- ligase UPL1-like [Chlorella sorokiniana]	KAF8072708.1 UPL1 [Scenedesmus sp. PABB004]
OG0000676	PRW60160.1 zinc finger CCCH domain-containing 56-like [Chlorella sorokiniana], PRW59319.1 U6 snRNA-associated Sm LSm1 [Chlorella sorokiniana]	KAF8073045.1 LSM1A [Scenedesmus sp. PABB004]
OG0000677	PRW57374.1 Glutamate decarboxylase [Chlorella sorokiniana]	KAF8072487.1 Glutamate decarboxylase [Scenedesmus sp. PABB004]
OG0000678	PRW39323.1 SKP1 1B [Chlorella sorokiniana]	KAF8062103.1 hypothetical protein HT031_004363 [Scenedesmus sp. PABB004]
OG0000679	PRW39147.1 50S ribosomal chloroplastic-like [Chlorella sorokiniana]	KAF8070910.1 GPX6 [Scenedesmus sp. PABB004]
