Orthogroup	Chlorella_Sorokiniana1602	Micractinium_SAG24180
OG0000865	PRW50875.1 putative beta-D-xylosidase 7 [Chlorella sorokiniana]	PSC75977.1 putative beta-D-xylosidase 7 [Micractinium conductrix]
OG0000865	PRW34064.1 putative beta-D-xylosidase 7 [Chlorella sorokiniana]	PSC72215.1 putative beta-D-xylosidase 7 [Micractinium conductrix]
OG0000866	PRW57455.1 N-lysine methyltransferase SMYD2 [Chlorella sorokiniana]	PSC69025.1 MYND finger [Micractinium conductrix]
OG0000867	PRW44563.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana], PRW44420.1 Metallo-hydrolase oxidoreductase [Chlorella sorokiniana]	PSC69855.1 L domain [Micractinium conductrix]
OG0000868	PRW60686.1 nuclear factor related to kappa-B-binding isoform X1 [Chlorella sorokiniana], PRW45204.1 adenylate cyclase regulatory [Chlorella sorokiniana], PRW56552.1 ras suppressor 1-like [Chlorella sorokiniana], PRW56669.1 F-box FBW2-like [Chlorella sorokiniana], PRW56773.1 F-box FBW2 [Chlorella sorokiniana], PRW56457.1 hypothetical protein C2E21_4624 [Chlorella sorokiniana], PRW56625.1 Nucleoporin NUP188 like isoform A [Chlorella sorokiniana], PRW56624.1 Nucleoporin NUP188 like isoform B [Chlorella sorokiniana]	PSC72508.1 exostosin-like glycosyltransferase isoform A [Micractinium conductrix], PSC72509.1 exostosin-like glycosyltransferase isoform B [Micractinium conductrix]
OG0000871	PRW59620.1 tyrosyl-DNA phosphodiesterase 1 [Chlorella sorokiniana]	PSC74986.1 tyrosyl-DNA phosphodiesterase 1 [Micractinium conductrix], PSC71152.1 tyrosyl-DNA phosphodiesterase 1 [Micractinium conductrix]
OG0000878	PRW45222.1 hypothetical protein C2E21_6410 [Chlorella sorokiniana]	PSC67394.1 hypothetical protein C2E20_8907 [Micractinium conductrix]
OG0000879	PRW60711.1 glycoside hydrolase family 16 [Chlorella sorokiniana]	PSC69716.1 Beta-glucan synthesis-associated SKN1 [Micractinium conductrix]
OG0000880	PRW45589.1 histone-lysine N-methyltransferase SMYD3 [Chlorella sorokiniana]	PSC68591.1 subtilisin-like serine protease [Micractinium conductrix], PSC74254.1 subtilisin-like serine protease [Micractinium conductrix]
OG0000881	PRW39217.1 nuclease [Chlorella sorokiniana]	PSC67667.1 nuclease [Micractinium conductrix]
OG0000882	PRW61218.1 Flap endonuclease 1 [Chlorella sorokiniana]	PSC74364.1 flap endonuclease 1 [Micractinium conductrix]
OG0000883	PRW61360.1 ubiquitin carboxyl-terminal hydrolase 23-like isoform X2 [Chlorella sorokiniana]	PSC73310.1 cysteine ase isoform B [Micractinium conductrix], PSC73309.1 cysteine ase isoform A [Micractinium conductrix]
OG0000884	PRW61179.1 Mitochondrial sodium hydrogen exchanger 9B2 [Chlorella sorokiniana]	PSC74772.1 mitochondrial sodium hydrogen exchanger 9B2-like [Micractinium conductrix], PSC74458.1 chitin deacetylase-like isoform e [Micractinium conductrix]
OG0000885	PRW56761.1 AAA+-type ATPase _ISS_ [Chlorella sorokiniana]	PSC69812.1 AAA+-type ATPase _ISS_ [Micractinium conductrix]
OG0000885	PRW21057.1 AAA+-type ATPase _ISS_ isoform A [Chlorella sorokiniana], PRW21058.1 AAA+-type ATPase _ISS_ isoform B [Chlorella sorokiniana]	PSC71769.1 AAA+-type ATPase _ISS_ [Micractinium conductrix]
OG0000886	PRW45560.1 histone deacetylase complex subunit SAP30L [Chlorella sorokiniana]	PSC68611.1 hypothetical protein C2E20_7784 [Micractinium conductrix]
OG0000887	PRW51052.1 ribulose-1_5 bisphosphate carboxylase oxygenase large subunit N- chloroplastic [Chlorella sorokiniana]	PSC74286.1 PLASTID TRANSCRIPTIONALLY ACTIVE 14 [Micractinium conductrix]
OG0000888	PRW60024.1 alpha beta hydrolase domain-containing 11 [Chlorella sorokiniana]	PSC76793.1 alpha beta hydrolase domain-containing 11 [Micractinium conductrix]
OG0000890	PRW57398.1 5-oxoprolinase [Chlorella sorokiniana]	PSC69547.1 5-oxoprolinase isoform B [Micractinium conductrix], PSC69546.1 5-oxoprolinase isoform A [Micractinium conductrix], PSC69545.1 5-oxoprolinase isoform C [Micractinium conductrix], PSC69544.1 5-oxoprolinase isoform D [Micractinium conductrix]
OG0000891	PRW60797.1 Rubisco activase [Chlorella sorokiniana]	PSC74065.1 Rubisco activase [Micractinium conductrix]
OG0000892	PRW57011.1 glycoside hydrolase [Chlorella sorokiniana]	PSC70754.1 glycoside hydrolase [Micractinium conductrix]
OG0000893	PRW57517.1 PRA1 family B2 [Chlorella sorokiniana]	PSC70787.1 cobalamin biosynthesis [Micractinium conductrix], PSC70728.1 prenylated rab acceptor family [Micractinium conductrix]
OG0000894	PRW50905.1 hypothetical protein C2E21_5520 [Chlorella sorokiniana], PRW50904.1 hypothetical protein C2E21_5520 [Chlorella sorokiniana]	PSC77055.1 domain-containing histone demethylation 1 [Micractinium conductrix]
OG0000895	PRW51093.1 phosphatidylglycerol phosphatidylinositol transfer [Chlorella sorokiniana], PRW44480.1 Meiotic nuclear division 1 [Chlorella sorokiniana]	PSC77049.1 phosphatidylglycerol phosphatidylinositol transfer [Micractinium conductrix]
OG0000896	PRW57114.1 Mannose-P-dolichol utilization defect 1 [Chlorella sorokiniana]	PSC70727.1 nitrate ABC transporter substrate-binding [Micractinium conductrix]
OG0000897	PRW60314.1 D-3-phosphoglycerate dehydrogenase family [Chlorella sorokiniana]	PSC74816.1 D-3-phosphoglycerate dehydrogenase family [Micractinium conductrix]
OG0000898	PRW57974.1 N-acetyltransferase 10 [Chlorella sorokiniana]	PSC72964.1 N-acetyltransferase 10 isoform A [Micractinium conductrix], PSC72965.1 N-acetyltransferase 10 isoform B [Micractinium conductrix]
OG0000899	PRW20730.1 Eukaryotic translation initiation factor 3 subunit C [Chlorella sorokiniana]	PSC74602.1 Eukaryotic translation initiation factor 3 subunit C [Micractinium conductrix]
OG0000900	PRW59119.1 eukaryotic translation initiation factor 5A [Chlorella sorokiniana]	PSC75585.1 eukaryotic translation initiation factor 5A-2 [Micractinium conductrix]
OG0000901	PRW60558.1 SUMO-conjugating enzyme SCE1 [Chlorella sorokiniana]	PSC68416.1 SUMO-conjugating enzyme SCE1 [Micractinium conductrix]
OG0000902	PRW20816.1 Serine protease ABC transporter B family tagA [Chlorella sorokiniana]	PSC76615.1 Serine protease ABC transporter B family tagA isoform A [Micractinium conductrix], PSC76614.1 Serine protease ABC transporter B family tagA isoform B [Micractinium conductrix]
OG0000903	PRW58770.1 putative adenylate kinase chloroplastic isoform X1 [Chlorella sorokiniana]	PSC75462.1 adenylate kinase [Micractinium conductrix]
OG0000904	PRW32566.1 Magnesium transporter [Chlorella sorokiniana]	PSC68680.1 Magnesium transporter [Micractinium conductrix]
OG0000904	PRW57946.1 acetyltransferase NSI [Chlorella sorokiniana]	PSC72981.1 acetyltransferase NSI [Micractinium conductrix]
OG0000905	PRW50757.1 phagocyte signaling-impaired [Chlorella sorokiniana]	PSC73556.1 ERD4-related membrane [Micractinium conductrix]
OG0000905	PRW51162.1 Batten s disease Cln3 isoform A [Chlorella sorokiniana], PRW51161.1 Batten s disease Cln3 isoform B [Chlorella sorokiniana]	PSC75581.1 battenin [Micractinium conductrix]
OG0000906	PRW32676.1 leucine-rich repeat-containing 40 [Chlorella sorokiniana], PRW32686.1 LRR receptor-like kinase family [Chlorella sorokiniana], PRW33270.1 small GTP-binding [Chlorella sorokiniana], PRW58888.1 adenylate cyclase regulatory [Chlorella sorokiniana]	PSC76503.1 leucine rich repeat isoform A [Micractinium conductrix], PSC76502.1 leucine rich repeat isoform B [Micractinium conductrix]
OG0000907	PRW59066.1 magnesium-chelatase subunit chloroplastic isoform B [Chlorella sorokiniana], PRW59067.1 magnesium-chelatase subunit chloroplastic isoform A [Chlorella sorokiniana]	PSC76570.1 magnesium-chelatase subunit chloroplastic [Micractinium conductrix]
OG0000908	PRW21128.1 Iron-sulfur assembly -like mitochondrial [Chlorella sorokiniana]	PSC71768.1 Iron-sulfur assembly -like mitochondrial [Micractinium conductrix], PSC69380.1 3-hydroxyacyl-dehydrogenase [Micractinium conductrix], PSC71748.1 inactive serine protease 54 isoform X2 [Micractinium conductrix]
OG0000909	PRW61299.1 Arginine deiminase isoform A [Chlorella sorokiniana], PRW61298.1 Arginine deiminase isoform B [Chlorella sorokiniana]	PSC74328.1 Arginine deiminase [Micractinium conductrix]
OG0000910	PRW57249.1 hypothetical protein C2E21_3811 [Chlorella sorokiniana]	PSC72174.1 hypothetical protein C2E20_4367 [Micractinium conductrix]
OG0000911	PRW58707.1 multidrug transporter isoform B [Chlorella sorokiniana], PRW58708.1 multidrug transporter isoform A [Chlorella sorokiniana]	PSC73934.1 Solute carrier family 35 member G1 isoform B [Micractinium conductrix], PSC73933.1 Solute carrier family 35 member G1 isoform A [Micractinium conductrix]
OG0000911	PRW33720.1 Solute carrier family 35 member G1 [Chlorella sorokiniana], PRW32584.1 Solute carrier family 35 member G1 [Chlorella sorokiniana]	PSC76483.1 Solute carrier family 35 member G1 [Micractinium conductrix]
OG0000912	PRW33324.1 DNA ligase 4 [Chlorella sorokiniana]	PSC67604.1 DNA ligase 4 isoform B [Micractinium conductrix], PSC67603.1 DNA ligase 4 isoform A [Micractinium conductrix]
OG0000913	PRW59934.1 heterogeneous nuclear ribonucleo 1 [Chlorella sorokiniana]	PSC76786.1 heterogeneous nuclear ribonucleo 1 [Micractinium conductrix]
OG0000914	PRW33204.1 hypothetical protein C2E21_7817 [Chlorella sorokiniana]	PSC69187.1 Cytochrome c554 [Micractinium conductrix]
OG0000915	PRW61462.1 long-chain-fatty-acid-- ligase [Chlorella sorokiniana]	PSC74557.1 long-chain-fatty-acid-ligase [Micractinium conductrix]
OG0000916	PRW60066.1 EFR3 like B isoform B [Chlorella sorokiniana], PRW60067.1 EFR3 like B isoform A [Chlorella sorokiniana]	PSC71366.1 EFR3-like protein B-like isoform X2 [Micractinium conductrix]
OG0000917	PRW33210.1 multicopper oxidase [Chlorella sorokiniana], PRW33098.1 20S-pre-rRNA D-site endonuclease nob1-like [Chlorella sorokiniana]	PSC73917.1 RNA-binding NOB1 [Micractinium conductrix]
OG0000918	PRW57376.1 ribokinase-like domain-containing [Chlorella sorokiniana]	PSC72324.1 sugar kinase [Micractinium conductrix]
OG0000919	PRW56958.1 Magnesium transporter MRS2-4 isoform A [Chlorella sorokiniana], PRW56957.1 Magnesium transporter MRS2-4 isoform B [Chlorella sorokiniana]	PSC69491.1 Magnesium transporter MRS2-4 [Micractinium conductrix], PSC69475.1 Magnesium transporter MRS2-4 [Micractinium conductrix]
OG0000920	PRW61054.1 ENHANCED DOWNY MILDEW 2-like isoform X1 [Chlorella sorokiniana]	PSC74280.1 Exocyst complex component 2 [Micractinium conductrix]
OG0000921	PRW45378.1 hypothetical protein C2E21_6062 [Chlorella sorokiniana], PRW45712.1 epimerase [Chlorella sorokiniana]	PSC68240.1 epimerase [Micractinium conductrix]
OG0000922	PRW59336.1 Glycolipid 2-alpha-mannosyltransferase 1 [Chlorella sorokiniana]	PSC72495.1 hypothetical protein C2E20_4157 [Micractinium conductrix], PSC73268.1 hypothetical protein C2E20_3317 [Micractinium conductrix], PSC68952.1 alpha 1_2-mannosyltransferase [Micractinium conductrix]
OG0000923	PRW20702.1 TVP38 TMEM64 family membrane slr0305 isoform B [Chlorella sorokiniana], PRW20703.1 TVP38 TMEM64 family membrane slr0305 isoform A [Chlorella sorokiniana]	PSC74471.1 transmembrane 64-like [Micractinium conductrix], PSC68097.1 CRT _chloroquine-resistance transporter_-like transporter [Micractinium conductrix]
OG0000924	PRW45230.1 50S ribosomal L23 isoform B [Chlorella sorokiniana], PRW45229.1 50S ribosomal L23 isoform A [Chlorella sorokiniana]	PSC70457.1 50S ribosomal L23 [Micractinium conductrix]
OG0000925	PRW18409.1 hypothetical protein C2E21_9356 [Chlorella sorokiniana]	PSC73212.1 iron manganese superoxide alpha-hairpin domain [Micractinium conductrix], PSC71348.1 hypothetical protein C2E20_5234 [Micractinium conductrix], PSC73153.1 N-acetylgalactosamine kinase [Micractinium conductrix], PSC73526.1 hypothetical protein C2E20_3519 [Micractinium conductrix]
OG0000926	PRW20522.1 microtubule associated isoform A [Chlorella sorokiniana], PRW20523.1 microtubule associated isoform B [Chlorella sorokiniana]	PSC74335.1 microtubule organizing mora [Micractinium conductrix], PSC67998.1 microtubule associated [Micractinium conductrix]
OG0000927	PRW57814.1 B Chain Kynurenine Aminotransferase Ii Inhibitor [Chlorella sorokiniana]	PSC74701.1 Adenosine deaminase [Micractinium conductrix]
OG0000928	PRW55923.1 Translin [Chlorella sorokiniana]	PSC67453.1 hypothetical protein C2E20_8861 [Micractinium conductrix]
OG0000930	PRW61484.1 RNA polymerase-associated CTR9-like protein [Chlorella sorokiniana]	PSC73221.1 RNA polymerase-associated CTR9-like protein [Micractinium conductrix]
OG0000931	PRW60313.1 VAC14-like protein isoform X1 [Chlorella sorokiniana]	PSC74907.1 VAC14-like protein [Micractinium conductrix]
OG0000932	PRW59060.1 Histidine biosynthesis bifunctional chloroplastic [Chlorella sorokiniana]	PSC76889.1 histidine biosynthesis bifunctional chloroplastic-like [Micractinium conductrix]
OG0000933	PRW60421.1 RAP domain [Chlorella sorokiniana]	PSC74935.1 RAP domain [Micractinium conductrix]
OG0000934	PRW20282.1 glycosyltransferase family 2 [Chlorella sorokiniana]	PSC71384.1 glycosyltransferase family 2 [Micractinium conductrix]
OG0000936	PRW20884.1 Nitric oxide synthase-interacting [Chlorella sorokiniana]	PSC69552.1 Nitric oxide synthase-interacting [Micractinium conductrix]
OG0000936	PRW33832.1 TRPM8 channel-associated factor 2 [Chlorella sorokiniana], PRW61617.1 TRPM8 channel-associated factor 2 [Chlorella sorokiniana]	PSC75411.1 hypothetical protein C2E20_1400 isoform X1 [Micractinium conductrix]
OG0000937	PRW45014.1 leukotriene A-4 hydrolase isoform X1 isoform B [Chlorella sorokiniana], PRW45013.1 leukotriene A-4 hydrolase isoform X1 isoform A [Chlorella sorokiniana]	PSC70393.1 Leukotriene A-4 hydrolase isoform B [Micractinium conductrix], PSC70392.1 Leukotriene A-4 hydrolase isoform A [Micractinium conductrix]
OG0000938	PRW32685.1 synaptosomal-associated 23 isoform X3 [Chlorella sorokiniana], PRW32671.1 Synaptosomal-associated 25 [Chlorella sorokiniana]	PSC68701.1 Synaptosomal-associated 25 isoform B [Micractinium conductrix], PSC68702.1 Synaptosomal-associated 25 isoform A [Micractinium conductrix]
OG0000939	PRW56746.1 gamma-glutamyltranspeptidase 1-like [Chlorella sorokiniana]	PSC67120.1 gamma-glutamyltranspeptidase 1-like [Micractinium conductrix]
OG0000940	PRW33264.1 translation initiation factor IF-3 [Chlorella sorokiniana], PRW33328.1 HIT-type Zinc finger family isoform 1 [Chlorella sorokiniana]	PSC69241.1 translation initiation factor IF-3 [Micractinium conductrix]
OG0000941	PRW21030.1 Diacylglycerol O-acyltransferase 2 [Chlorella sorokiniana]	PSC73158.1 Diacylglycerol O-acyltransferase 2 isoform B [Micractinium conductrix], PSC73157.1 Diacylglycerol O-acyltransferase 2 isoform A [Micractinium conductrix]
OG0000941	PRW20576.1 Diacylglycerol O-acyltransferase 2 [Chlorella sorokiniana]	PSC70219.1 Diacylglycerol O-acyltransferase 2 [Micractinium conductrix]
OG0000942	PRW58469.1 kinesin light chain 3-like isoform X1 [Chlorella sorokiniana]	PSC75316.1 S-acyltransferase 24 isoform X1 [Micractinium conductrix]
OG0000943	PRW56626.1 tubulin-folding cofactor D [Chlorella sorokiniana], PRW56627.1 denticleless-like protein [Chlorella sorokiniana]	PSC71593.1 tubulin-folding cofactor D [Micractinium conductrix]
OG0000944	PRW34060.1 MC family transporter [Chlorella sorokiniana]	PSC76543.1 mitochondrial carrier [Micractinium conductrix]
OG0000945	PRW20344.1 oxidoreductase isoform A [Chlorella sorokiniana], PRW20345.1 oxidoreductase isoform B [Chlorella sorokiniana]	PSC74354.1 short-chain dehydrogenase reductase [Micractinium conductrix]
OG0000946	PRW20431.1 siderophore transcription factor [Chlorella sorokiniana]	PSC74613.1 arylesterase isoform A [Micractinium conductrix], PSC74612.1 arylesterase isoform C [Micractinium conductrix]
OG0000947	PRW58530.1 alternative oxidase [Chlorella sorokiniana]	PSC76913.1 kinase family [Micractinium conductrix]
OG0000948	PRW60085.1 omega-3 fatty acid desaturase [Chlorella sorokiniana]	PSC71199.1 omega-3 fatty acid desaturase [Micractinium conductrix]
OG0000949	PRW20819.1 Metallo-dependent [Chlorella sorokiniana]	PSC74940.1 Metallo-dependent [Micractinium conductrix]
OG0000949	PRW34094.1 Metallo-dependent [Chlorella sorokiniana]	PSC76652.1 Metallo-dependent [Micractinium conductrix]
OG0000950	PRW56287.1 Beta-galactosidase isoform B [Chlorella sorokiniana], PRW56286.1 Beta-galactosidase isoform A [Chlorella sorokiniana]	PSC69053.1 beta-galactosidase [Micractinium conductrix]
OG0000951	PRW60480.1 RE1-silencing transcription factor-like [Chlorella sorokiniana]	PSC67896.1 hypothetical protein C2E20_8437 [Micractinium conductrix]
OG0000951	PRW33971.1 heat shock factor HSF8-like [Chlorella sorokiniana]	PSC70225.1 heat shock factor HSF8 [Micractinium conductrix]
OG0000952	PRW59432.1 R-SNARE VAMP72-family [Chlorella sorokiniana]	PSC75378.1 R-SNARE VAMP72-family [Micractinium conductrix]
OG0000953	PRW18415.1 COP9 signalosome complex subunit 2 [Chlorella sorokiniana]	PSC72680.1 COP9 signalosome complex subunit 2 [Micractinium conductrix]
OG0000954	PRW55975.1 nadh_ubiquinone oxidoreductase complex i intermediate-associated 30 [Chlorella sorokiniana]	PSC71557.1 nadh_ubiquinone oxidoreductase complex i intermediate-associated 30 [Micractinium conductrix]
OG0000955	PRW34019.1 coproporphyrinogen III oxidase [Chlorella sorokiniana]	PSC67153.1 coproporphyrinogen III oxidase [Micractinium conductrix]
OG0000955	PRW59269.1 coproporphyrinogen III oxidase chloroplast precursor [Chlorella sorokiniana]	PSC73612.1 coproporphyrinogen III oxidase chloroplast precursor [Micractinium conductrix]
OG0000956	PRW61280.1 ubiquitin-like modifier-activating enzyme 5 [Chlorella sorokiniana]	PSC73317.1 ubiquitin-like modifier-activating enzyme 5 [Micractinium conductrix]
OG0000957	PRW32641.1 leukocyte receptor cluster member 1-like protein [Chlorella sorokiniana], PRW32649.1 leukocyte receptor cluster member 1-like protein [Chlorella sorokiniana]	PSC73906.1 Alkaline phosphatase [Micractinium conductrix], PSC71808.1 peptidase S8 [Micractinium conductrix], PSC76857.1 subtilisin-like serine protease [Micractinium conductrix]
OG0000958	PRW57527.1 Yippee zincbinding isoform C [Chlorella sorokiniana], PRW57525.1 Yippee zincbinding isoform A [Chlorella sorokiniana], PRW57526.1 Yippee zincbinding isoform B [Chlorella sorokiniana]	PSC72292.1 Yippee zincbinding [Micractinium conductrix]
OG0000959	PRW57512.1 Heat shock 67B2 [Chlorella sorokiniana]	PSC72095.1 outer dynein arm-docking complex subunit 3 isoform A [Micractinium conductrix]
OG0000959	PRW57370.1 EF hand domain-containing [Chlorella sorokiniana]	PSC72096.1 outer dynein arm-docking complex subunit 3 isoform B [Micractinium conductrix]
