Orthogroup	Chlorella_Sorokiniana1602	Chlorella_A99
OG0000406	PRW57362.1 Hypoxia-inducible factor 1-alpha inhibitor [Chlorella sorokiniana]	PCFQ01000009.1 g1686 [Chlorella sp. A99]
OG0000406	PRW57459.1 potassium transporter [Chlorella sorokiniana]	PCFQ01000009.1 g1690 [Chlorella sp. A99]
OG0000407	PRW61311.1 Calcium-dependent kinase 29 [Chlorella sorokiniana]	PCFQ01000079.1 g1311 [Chlorella sp. A99]
OG0000407	PRW61373.1 Pkinase-domain-containing [Chlorella sorokiniana]	PCFQ01000078.1 g2059 [Chlorella sp. A99]
OG0000408	PRW45481.1 arginine--tRNA chloroplastic mitochondrial-like isoform X2 isoform B [Chlorella sorokiniana], PRW45480.1 arginine--tRNA chloroplastic mitochondrial-like isoform X2 isoform A [Chlorella sorokiniana]	PCFQ01000011.1 g2861 [Chlorella sp. A99], PCFQ01000006.1 g3155 [Chlorella sp. A99]
OG0000409	PRW32994.1 phosphoenolpyruvate carboxykinase [ATP]-like [Chlorella sorokiniana]	PCFQ01000079.1 g1480 [Chlorella sp. A99]
OG0000409	PRW05911.1 phosphoenolpyruvate carboxykinase [Chlorella sorokiniana], PRW60345.1 phosphoenolpyruvate carboxykinase [Chlorella sorokiniana]	PCFQ01000018.1 g422 [Chlorella sp. A99]
OG0000410	PRW59062.1 Sn1-specific diacylglycerol lipase beta [Chlorella sorokiniana]	PCFQ01000037.1 g2509 [Chlorella sp. A99]
OG0000411	PRW60599.1 DNA replication complex GINS PSF1 isoform X1 [Chlorella sorokiniana], PRW60389.1 hypothetical protein C2E21_1164 [Chlorella sorokiniana], PRW60301.1 alpha beta-hydrolase isoform A [Chlorella sorokiniana], PRW60300.1 alpha beta-hydrolase isoform B [Chlorella sorokiniana]	PCFQ01000018.1 g455 [Chlorella sp. A99]
OG0000413	PRW44938.1 plastid acyl-ACP desaturase [Chlorella sorokiniana]	PCFQ01000020.1 g923 [Chlorella sp. A99]
OG0000413	PRW59282.1 Acyl-[acyl-carrier] desaturase chloroplastic [Chlorella sorokiniana]	PCFQ01000037.1 g2352 [Chlorella sp. A99]
OG0000414	PRW20665.1 glycosyltransferase family 77 [Chlorella sorokiniana]	PCFQ01000006.1 g3246 [Chlorella sp. A99]
OG0000416	PRW60560.1 malate synthase A isoform B [Chlorella sorokiniana], PRW60559.1 malate synthase A isoform A [Chlorella sorokiniana]	PCFQ01000013.1 g3340 [Chlorella sp. A99]
OG0000416	PRW60196.1 Malate synthase [Chlorella sorokiniana]	PCFQ01000013.1 g3301 [Chlorella sp. A99]
OG0000418	PRW58928.1 Cell division protease ftsH isoform 1 [Chlorella sorokiniana]	PCFQ01000004.1 g2655 [Chlorella sp. A99]
OG0000418	PRW56441.1 hypothetical protein C2E21_4760 [Chlorella sorokiniana]	PCFQ01000011.1 g2791 [Chlorella sp. A99]
OG0000419	PRW20831.1 Phosphatidylinositol 4-phosphate 5-kinase 2 isoform B [Chlorella sorokiniana], PRW20830.1 Phosphatidylinositol 4-phosphate 5-kinase 2 isoform A [Chlorella sorokiniana]	PCFQ01000007.1 g1188 [Chlorella sp. A99]
OG0000419	PRW20798.1 phosphatidylinositol 4-phosphate 5-kinase 9-like [Chlorella sorokiniana]	PCFQ01000007.1 g1189 [Chlorella sp. A99]
OG0000420	PRW45098.1 ammonium transporter [Chlorella sorokiniana]	PCFQ01000079.1 g1490 [Chlorella sp. A99]
OG0000420	PRW59700.1 ammonium transporter [Chlorella sorokiniana]	PCFQ01000078.1 g2028 [Chlorella sp. A99]
OG0000421	PRW59323.1 light-harvesting of photosystem I [Chlorella sorokiniana]	PCFQ01000037.1 g2338 [Chlorella sp. A99]
OG0000422	PRW56257.1 GTP-binding SAR1A-like [Chlorella sorokiniana]	PCFQ01000011.1 g2818 [Chlorella sp. A99]
OG0000423	PRW61018.1 cyclin-dependent kinase G-2-like isoform X1 [Chlorella sorokiniana]	PCFQ01000018.1 g477 [Chlorella sp. A99]
OG0000425	PRW59133.1 ABC transporter A family member 2 [Chlorella sorokiniana]	PCFQ01000037.1 g2416 [Chlorella sp. A99]
OG0000426	PRW57782.1 Copper-transporting ATPase 1 [Chlorella sorokiniana]	PCFQ01000058.1 g99 [Chlorella sp. A99]
OG0000426	PRW60881.1 heavy metal P-type ATPase [Chlorella sorokiniana]	PCFQ01000079.1 g1249 [Chlorella sp. A99]
OG0000426	PRW60667.1 heavy metal P-type ATPase [Chlorella sorokiniana]	PCFQ01000002.1 g728 [Chlorella sp. A99]
OG0000429	PRW59667.1 Dihydrolipoyl dehydrogenase [Chlorella sorokiniana]	PCFQ01000078.1 g1990 [Chlorella sp. A99]
OG0000429	PRW18293.1 putative bifunctional methylthioribulose-1-phosphate dehydratase enolase-phosphatase E1 [Chlorella sorokiniana]	PCFQ01000006.1 g3187 [Chlorella sp. A99]
OG0000430	PRW21028.1 Transcription initiation factor TFIID subunit 2 [Chlorella sorokiniana]	PCFQ01000011.1 g2925 [Chlorella sp. A99]
OG0000432	PRW59213.1 RETICULATA-RELATED chloroplastic-like [Chlorella sorokiniana]	PCFQ01000004.1 g2682 [Chlorella sp. A99]
OG0000433	PRW59472.1 formate nitrite transporter [Chlorella sorokiniana]	PCFQ01000082.1 g623 [Chlorella sp. A99]
OG0000433	PRW33617.1 Chloroplast processing peptidase [Chlorella sorokiniana]	PCFQ01000073.1 g1962 [Chlorella sp. A99]
OG0000435	PRW56813.1 Calcium sensing chloroplastic [Chlorella sorokiniana]	PCFQ01000077.1 g1760 [Chlorella sp. A99]
OG0000436	PRW60381.1 regulator of ribonuclease activity A [Chlorella sorokiniana]	PCFQ01000013.1 g3370 [Chlorella sp. A99]
OG0000439	PRW45064.1 hypothetical protein C2E21_6425 [Chlorella sorokiniana]	PCFQ01000020.1 g873 [Chlorella sp. A99]
OG0000439	PRW61248.1 hypothetical protein C2E21_0100 [Chlorella sorokiniana], PRW20262.1 hypothetical protein C2E21_9193 [Chlorella sorokiniana]	PCFQ01000020.1 g937 [Chlorella sp. A99]
OG0000441	PRW33605.1 NADP-specific glutamate dehydrogenase [Chlorella sorokiniana], PRW33627.1 glutamate dehydrogenase [Chlorella sorokiniana], PRW60088.1 glutamate dehydrogenase [Chlorella sorokiniana], PRW20368.1 glutamate dehydrogenase [Chlorella sorokiniana]	PCFQ01000082.1 g594 [Chlorella sp. A99]
OG0000442	PRW60501.1 Granule-bound starch synthase chloroplastic amyloplastic [Chlorella sorokiniana]	PCFQ01000013.1 g3374 [Chlorella sp. A99]
OG0000443	PRW20213.1 glycosyltransferase family 64 C5-like [Chlorella sorokiniana], PRW57205.1 glycosyltransferase family 64 C5 [Chlorella sorokiniana]	PCFQ01000079.1 g1523 [Chlorella sp. A99]
OG0000444	PRW39300.1 Aquaporin-1 [Chlorella sorokiniana]	PCFQ01000081.1 g1658 [Chlorella sp. A99]
OG0000444	PRW57994.1 aquaporin-1 isoform X1 [Chlorella sorokiniana], PRW56449.1 aquaporin [Chlorella sorokiniana]	PCFQ01000006.1 g3165 [Chlorella sp. A99]
OG0000445	PRW56046.1 multidrug resistance-associated 1 isoform X1 [Chlorella sorokiniana]	PCFQ01000015.1 g2959 [Chlorella sp. A99]
OG0000447	PRW57368.1 hypothetical protein C2E21_4003 [Chlorella sorokiniana]	PCFQ01000081.1 g1591 [Chlorella sp. A99]
OG0000449	PRW32533.1 DNA excision repair ERCC-1 [Chlorella sorokiniana], PRW58436.1 anaphase-promoting complex subunit 2 [Chlorella sorokiniana]	PCFQ01000058.1 g223 [Chlorella sp. A99]
OG0000450	PRW57465.1 RETICULATA-RELATED chloroplastic-like [Chlorella sorokiniana], PRW33619.1 RETICULATA-RELATED chloroplastic-like [Chlorella sorokiniana], PRW57337.1 BRO1 domain-containing BROX-like [Chlorella sorokiniana]	PCFQ01000009.1 g1703 [Chlorella sp. A99]
OG0000452	PRW56186.1 putative 18S rRNA _guanine-N_7__-methyltransferase [Chlorella sorokiniana]	PCFQ01000006.1 g3131 [Chlorella sp. A99]
OG0000453	PRW58990.1 carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 [Chlorella sorokiniana]	PCFQ01000004.1 g2609 [Chlorella sp. A99]
OG0000454	PRW56416.1 EGF domain-specific O-linked N-acetylglucosamine transferase isoform B [Chlorella sorokiniana], PRW56417.1 EGF domain-specific O-linked N-acetylglucosamine transferase isoform A [Chlorella sorokiniana]	PCFQ01000077.1 g1751 [Chlorella sp. A99]
OG0000455	PRW20614.1 magnesium-protoporphyrin IX methyltransferase chloroplast precursor [Chlorella sorokiniana]	PCFQ01000058.1 g275 [Chlorella sp. A99]
OG0000456	PRW59201.1 presenilin [Chlorella sorokiniana]	PCFQ01000004.1 g2708 [Chlorella sp. A99]
OG0000456	PRW32591.1 Clavaminate synthase [Chlorella sorokiniana]	PCFQ01000037.1 g2462 [Chlorella sp. A99]
OG0000456	PRW56073.1 hypothetical protein C2E21_4970 [Chlorella sorokiniana]	PCFQ01000015.1 g3071 [Chlorella sp. A99]
OG0000457	PRW56168.1 Pyruvate kinase isozyme chloroplastic isoform B [Chlorella sorokiniana]	PCFQ01000011.1 g2867 [Chlorella sp. A99]
OG0000458	PRW58239.1 nucleoside diphosphate kinase chloroplastic isoform A [Chlorella sorokiniana], PRW58240.1 nucleoside diphosphate kinase chloroplastic isoform B [Chlorella sorokiniana]	PCFQ01000058.1 g15 [Chlorella sp. A99]
OG0000458	PRW58976.1 Nucleoside diphosphate kinase 1 [Chlorella sorokiniana]	PCFQ01000004.1 g2712 [Chlorella sp. A99]
OG0000459	PRW60052.1 MFS transporter [Chlorella sorokiniana], PRW39340.1 MFS general substrate transporter [Chlorella sorokiniana]	PCFQ01000004.1 g2686 [Chlorella sp. A99]
OG0000460	PRW33001.1 Proliferating cell nuclear antigen [Chlorella sorokiniana]	PCFQ01000079.1 g1481 [Chlorella sp. A99]
OG0000460	PRW45431.1 proliferating cell nuclear antigen [Chlorella sorokiniana]	PCFQ01000011.1 g2751 [Chlorella sp. A99]
OG0000461	PRW34011.1 pyruvate kinase [Chlorella sorokiniana]	PCFQ01000082.1 g561 [Chlorella sp. A99]
OG0000463	PRW45660.1 serine threonine- kinase 2 19-like isoform B [Chlorella sorokiniana], PRW45661.1 serine threonine- kinase 2 19-like isoform A [Chlorella sorokiniana]	PCFQ01000015.1 g3035 [Chlorella sp. A99]
OG0000464	PRW05828.1 nuclear cap-binding subunit 1 isoform A [Chlorella sorokiniana], PRW05829.1 nuclear cap-binding subunit 1 isoform B [Chlorella sorokiniana]	PCFQ01000008.1 g1092 [Chlorella sp. A99]
OG0000465	PRW61134.1 putative amino-acid acetyltransferase chloroplastic isoform X1 [Chlorella sorokiniana]	PCFQ01000079.1 g1279 [Chlorella sp. A99]
OG0000465	PRW58184.1 putative amino-acid acetyltransferase chloroplastic isoform X1 [Chlorella sorokiniana], PRW58107.1 F-box LRR-repeat 4 [Chlorella sorokiniana]	PCFQ01000078.1 g2195 [Chlorella sp. A99]
OG0000466	PRW20335.1 RNase Bm2 [Chlorella sorokiniana]	PCFQ01000082.1 g624 [Chlorella sp. A99]
OG0000467	PRW05764.1 thioredoxin chloroplastic [Chlorella sorokiniana]	PCFQ01000010.1 g293 [Chlorella sp. A99]
OG0000468	PRW60039.1 Rab family GTPase [Chlorella sorokiniana]	PCFQ01000078.1 g2091 [Chlorella sp. A99]
OG0000468	PRW58406.1 Rab8 -family small GTPase [Chlorella sorokiniana]	PCFQ01000058.1 g139 [Chlorella sp. A99]
OG0000469	PRW45515.1 PLP-dependent threonine dehydratase [Chlorella sorokiniana]	PCFQ01000013.1 g3348 [Chlorella sp. A99]
OG0000470	PRW45063.1 multisubstrate pseudouridine synthase 7-like [Chlorella sorokiniana], PRW20658.1 leucine--tRNA cytoplasmic [Chlorella sorokiniana]	PCFQ01000018.1 g485 [Chlorella sp. A99]
OG0000471	PRW57595.1 histone chaperone asf1 [Chlorella sorokiniana]	PCFQ01000015.1 g2946 [Chlorella sp. A99]
OG0000472	PRW58056.1 mTERF domain-containing mitochondrial isoform A [Chlorella sorokiniana], PRW58055.1 mTERF domain-containing mitochondrial isoform B [Chlorella sorokiniana]	PCFQ01000082.1 g513 [Chlorella sp. A99]
OG0000473	PRW58546.1 WD repeat-containing 26-like isoform B [Chlorella sorokiniana]	PCFQ01000003.1 g1035 [Chlorella sp. A99]
OG0000473	PRW58545.1 WD repeat-containing 26-like isoform A [Chlorella sorokiniana]	PCFQ01000058.1 g66 [Chlorella sp. A99]
OG0000476	PRW45423.1 Carbohydrate-Binding Module Family 45 [Chlorella sorokiniana]	PCFQ01000073.1 g1964 [Chlorella sp. A99]
OG0000477	PRW33541.1 GTP-binding hflX isoform A [Chlorella sorokiniana], PRW33542.1 GTP-binding hflX isoform B [Chlorella sorokiniana]	PCFQ01000012.1 g1831 [Chlorella sp. A99]
OG0000478	PRW60889.1 transducin beta 3 isoform A [Chlorella sorokiniana]	PCFQ01000079.1 g1495 [Chlorella sp. A99]
OG0000480	PRW61590.1 Peptide chain release factor 1 [Chlorella sorokiniana]	PCFQ01000005.1 g865 [Chlorella sp. A99], PCFQ01000011.1 g2740 [Chlorella sp. A99]
OG0000482	PRW45581.1 pre-mRNA-splicing factor 18-like isoform A [Chlorella sorokiniana], PRW45582.1 pre-mRNA-splicing factor 18-like isoform B [Chlorella sorokiniana]	PCFQ01000073.1 g1960 [Chlorella sp. A99]
OG0000483	PRW56995.1 elongation factor 3 [Chlorella sorokiniana], PRW57323.1 elongation factor 3 [Chlorella sorokiniana]	PCFQ01000079.1 g1444 [Chlorella sp. A99]
OG0000483	PRW20411.1 elongation factor EF-3 isoform B [Chlorella sorokiniana], PRW20412.1 elongation factor EF-3 isoform A [Chlorella sorokiniana]	PCFQ01000002.1 g656 [Chlorella sp. A99]
OG0000484	PRW33653.1 pollen-specific leucine-rich repeat extensin 1 isoform X1 [Chlorella sorokiniana], PRW60576.1 TGF-beta-activated kinase 1 and MAP3K7-binding 3-like [Chlorella sorokiniana], PRW60610.1 hypothetical protein C2E21_1227 [Chlorella sorokiniana]	PCFQ01000001.1 g1006 [Chlorella sp. A99]
OG0000485	PRW61447.1 hard-surface induced 5 [Chlorella sorokiniana], PRW61107.1 L-olivosyl-oleandolide 3-O-methyltransferase isoform B [Chlorella sorokiniana], PRW61108.1 L-olivosyl-oleandolide 3-O-methyltransferase isoform A [Chlorella sorokiniana], PRW61552.1 L-olivosyl-oleandolide 3-O-methyltransferase [Chlorella sorokiniana]	PCFQ01000003.1 g1027 [Chlorella sp. A99]
OG0000486	PRW50866.1 glycoside hydrolase family 20 isoform B [Chlorella sorokiniana], PRW50867.1 glycoside hydrolase family 20 isoform A [Chlorella sorokiniana], PRW33107.1 beta-hexosaminidase subunit beta isoform X1 [Chlorella sorokiniana]	PCFQ01000077.1 g1768 [Chlorella sp. A99]
OG0000487	PRW58669.1 hypothetical protein C2E21_2704 [Chlorella sorokiniana], PRW58934.1 hypothetical protein C2E21_2630 [Chlorella sorokiniana]	PCFQ01000037.1 g2380 [Chlorella sp. A99]
OG0000488	PRW59796.1 cytochrome P450 [Chlorella sorokiniana], PRW58538.1 cytochrome P450 [Chlorella sorokiniana]	PCFQ01000037.1 g2404 [Chlorella sp. A99]
OG0000489	PRW32903.1 alpha-1_3-glucan synthase Mok11 [Chlorella sorokiniana]	PCFQ01000015.1 g3065 [Chlorella sp. A99]
OG0000499	PRW05873.1 twinkle-like protein chloroplastic mitochondrial isoform X2 [Chlorella sorokiniana]	PCFQ01000008.1 g1133 [Chlorella sp. A99]
OG0000500	PRW33546.1 aluminum resistance family [Chlorella sorokiniana]	PCFQ01000012.1 g1832 [Chlorella sp. A99]
OG0000501	PRW57544.1 putative S-acyltransferase 7 [Chlorella sorokiniana]	PCFQ01000015.1 g3047 [Chlorella sp. A99], PCFQ01000015.1 g3045 [Chlorella sp. A99]
OG0000502	PRW57819.1 Beta-galactosidase 17 [Chlorella sorokiniana]	PCFQ01000004.1 g2705 [Chlorella sp. A99]
OG0000503	PRW56891.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana]	PCFQ01000011.1 g2799 [Chlorella sp. A99]
OG0000505	PRW50978.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]	PCFQ01000005.1 g803 [Chlorella sp. A99]
OG0000506	PRW59317.1 DDT domain-containing protein [Chlorella sorokiniana]	PCFQ01000037.1 g2378 [Chlorella sp. A99]
OG0000507	PRW59145.1 LAG1 longevity assurance-like protein 3 [Chlorella sorokiniana]	PCFQ01000037.1 g2342 [Chlorella sp. A99]
OG0000509	PRW18346.1 ATPase [Chlorella sorokiniana]	PCFQ01000010.1 g386 [Chlorella sp. A99], PCFQ01000081.1 g1656 [Chlorella sp. A99]
OG0000510	PRW44253.1 3-phosphoshikimate 1-carboxyvinyltransferase isoform C [Chlorella sorokiniana], PRW44255.1 3-phosphoshikimate 1-carboxyvinyltransferase isoform B [Chlorella sorokiniana], PRW44254.1 3-phosphoshikimate 1-carboxyvinyltransferase isoform A [Chlorella sorokiniana]	PCFQ01000037.1 g2534 [Chlorella sp. A99], PCFQ01000037.1 g2517 [Chlorella sp. A99]
OG0000512	PRW21065.1 glutamate--cysteine chloroplastic isoform B [Chlorella sorokiniana], PRW21064.1 glutamate--cysteine chloroplastic isoform A [Chlorella sorokiniana]	PCFQ01000079.1 g1407 [Chlorella sp. A99]
OG0000513	PRW45529.1 putative phosphatase 2C 80 isoform B [Chlorella sorokiniana], PRW45528.1 putative phosphatase 2C 80 isoform A [Chlorella sorokiniana]	PCFQ01000001.1 g959 [Chlorella sp. A99]
OG0000514	PRW20788.1 Mg2+ transporter [Chlorella sorokiniana]	PCFQ01000081.1 g1655 [Chlorella sp. A99]
OG0000515	PRW20777.1 Gamma-interferon-inducible lysosomal thiol reductase [Chlorella sorokiniana]	PCFQ01000081.1 g1649 [Chlorella sp. A99]
OG0000516	PRW57260.1 Methionine-tRNA [Chlorella sorokiniana]	PCFQ01000081.1 g1601 [Chlorella sp. A99]
OG0000520	PRW60705.1 3-oxo-5-alpha-steroid 4-dehydrogenase 1 [Chlorella sorokiniana], PRW60289.1 ubiquitin-40S ribosomal S27a [Chlorella sorokiniana]	PCFQ01000013.1 g3290 [Chlorella sp. A99]
OG0000522	PRW61303.1 succinate dehydrogenase subunit b560 [Chlorella sorokiniana]	PCFQ01000079.1 g1255 [Chlorella sp. A99], PCFQ01000079.1 g1278 [Chlorella sp. A99]
OG0000524	PRW57725.1 glycosyltransferase family 8 [Chlorella sorokiniana]	PCFQ01000015.1 g3017 [Chlorella sp. A99]
OG0000525	PRW58002.1 alanine--tRNA ligase isoform A [Chlorella sorokiniana], PRW58001.1 alanine--tRNA ligase isoform B [Chlorella sorokiniana], PRW58831.1 hypothetical protein C2E21_2495 [Chlorella sorokiniana]	PCFQ01000015.1 g3009 [Chlorella sp. A99]
OG0000526	PRW60951.1 uridylyltransferase [Chlorella sorokiniana]	PCFQ01000080.1 g1945 [Chlorella sp. A99]
OG0000527	PRW57027.1 CDC27 family isoform 1 [Chlorella sorokiniana]	PCFQ01000037.1 g2456 [Chlorella sp. A99]
OG0000530	PRW32554.1 SNF1-related kinase catalytic subunit alpha KIN10-like [Chlorella sorokiniana]	PCFQ01000058.1 g251 [Chlorella sp. A99]
OG0000531	PRW45104.1 inactive purple acid phosphatase 2 [Chlorella sorokiniana]	PCFQ01000020.1 g919 [Chlorella sp. A99]
OG0000532	PRW45080.1 ER membrane complex subunit 10-like [Chlorella sorokiniana], PRW44862.1 Expansin 1 [Chlorella sorokiniana], PRW44946.1 Expansin 1 [Chlorella sorokiniana]	PCFQ01000079.1 g1310 [Chlorella sp. A99]
OG0000535	PRW60177.1 kinesinlike KIF6 [Chlorella sorokiniana]	PCFQ01000078.1 g2084 [Chlorella sp. A99]
OG0000536	PRW45212.1 hypothetical protein C2E21_6157 [Chlorella sorokiniana], PRW21060.1 Cytochrome c oxidase subunit 6B [Chlorella sorokiniana]	PCFQ01000020.1 g935 [Chlorella sp. A99]
OG0000538	PRW20296.1 DNA mismatch repair MSH6 isoform A [Chlorella sorokiniana], PRW20297.1 DNA mismatch repair MSH6 isoform B [Chlorella sorokiniana]	PCFQ01000079.1 g1462 [Chlorella sp. A99]
OG0000539	PRW59537.1 MFS general substrate transporter isoform C [Chlorella sorokiniana], PRW59535.1 MFS general substrate transporter isoform D [Chlorella sorokiniana], PRW59536.1 MFS general substrate transporter isoform B [Chlorella sorokiniana], PRW59534.1 MFS general substrate transporter isoform A [Chlorella sorokiniana]	PCFQ01000078.1 g2176 [Chlorella sp. A99], PCFQ01000078.1 g2179 [Chlorella sp. A99]
OG0000541	PRW18355.1 superoxide dismutase [Fe] [Chlorella sorokiniana], PRW58106.1 superoxide dismutase [Fe] [Chlorella sorokiniana]	PCFQ01000058.1 g235 [Chlorella sp. A99]
OG0000542	PRW20959.1 vacuolar sorting-associated 45-like protein [Chlorella sorokiniana], PRW20928.1 mitochondrial substrate carrier family P-like [Chlorella sorokiniana]	PCFQ01000007.1 g1223 [Chlorella sp. A99]
OG0000544	PRW56262.1 Sedoheptulose-1_7- chloroplastic [Chlorella sorokiniana]	PCFQ01000011.1 g2924 [Chlorella sp. A99]
OG0000544	PRW59000.1 Sedoheptulose-1_7- chloroplastic [Chlorella sorokiniana]	PCFQ01000004.1 g2615 [Chlorella sp. A99]
OG0000545	PRW58382.1 serine--tRNA mitochondrial isoform X1 [Chlorella sorokiniana]	PCFQ01000058.1 g108 [Chlorella sp. A99], PCFQ01000058.1 g110 [Chlorella sp. A99]
OG0000546	PRW20471.1 Qa- SYP4 Tlg2p Syntaxin 16-type [Chlorella sorokiniana]	PCFQ01000002.1 g702 [Chlorella sp. A99]
OG0000547	PRW20221.1 ester cyclase [Chlorella sorokiniana]	PCFQ01000002.1 g664 [Chlorella sp. A99]
OG0000548	PRW33762.1 plastid division [Chlorella sorokiniana]	PCFQ01000015.1 g2953 [Chlorella sp. A99]
OG0000549	PRW57800.1 Sulfate adenylyltransferase [Chlorella sorokiniana], PRW57030.1 sulfate adenylyltransferase [Chlorella sorokiniana]	PCFQ01000015.1 g3034 [Chlorella sp. A99]
OG0000551	PRW56192.1 MUT9-related serine threonine kinase [Chlorella sorokiniana]	PCFQ01000011.1 g2854 [Chlorella sp. A99]
OG0000551	PRW05856.1 MUT9-related serine threonine kinase [Chlorella sorokiniana]	PCFQ01000008.1 g1101 [Chlorella sp. A99]
OG0000552	PRW56461.1 hypothetical protein C2E21_4630 [Chlorella sorokiniana], PRW56649.1 serine carboxypeptidase-like 25 [Chlorella sorokiniana]	PCFQ01000079.1 g1487 [Chlorella sp. A99], PCFQ01000020.1 g903 [Chlorella sp. A99]
OG0000553	PRW59070.1 T-complex 1 subunit gamma [Chlorella sorokiniana]	PCFQ01000004.1 g2629 [Chlorella sp. A99]
OG0000554	PRW57270.1 Squamosa promoter-binding 11 [Chlorella sorokiniana]	PCFQ01000046.1 g1862 [Chlorella sp. A99], PCFQ01000078.1 g2100 [Chlorella sp. A99]
OG0000555	PRW58188.1 prohibitin- mitochondrial-like [Chlorella sorokiniana]	PCFQ01000058.1 g79 [Chlorella sp. A99]
OG0000555	PRW59255.1 prohibitin- mitochondrial-like [Chlorella sorokiniana]	PCFQ01000004.1 g2628 [Chlorella sp. A99]
OG0000556	PRW58379.1 hypothetical protein C2E21_2934 [Chlorella sorokiniana], PRW45226.1 blood vessel epicardial substance isoform X1 [Chlorella sorokiniana]	PCFQ01000037.1 g2353 [Chlorella sp. A99]
OG0000557	PRW56583.1 Vacuolar sorting-associated 13A isoform A [Chlorella sorokiniana], PRW56585.1 Vacuolar sorting-associated 13A isoform C [Chlorella sorokiniana], PRW56584.1 Vacuolar sorting-associated 13A isoform B [Chlorella sorokiniana]	PCFQ01000008.1 g1116 [Chlorella sp. A99], PCFQ01000008.1 g1115 [Chlorella sp. A99]
OG0000559	PRW59221.1 DNA replication licensing factor MCM4 [Chlorella sorokiniana]	PCFQ01000004.1 g2694 [Chlorella sp. A99]
