Orthogroup	Chlorella_Sorokiniana1602	Coccomyxa_SubellipsoideaC169
OG0000288	PRW45181.1 hypothetical protein C2E21_6228 [Chlorella sorokiniana], PRW39302.1 Palmitoyl-monogalactosyldiacylglycerol delta-7 chloroplastic [Chlorella sorokiniana]	EIE25201.1 hypothetical protein COCSUDRAFT_65150 [Coccomyxa subellipsoidea C-169]
OG0000289	PRW56940.1 meiotic recombination DMC1-like protein [Chlorella sorokiniana]	EIE27693.1 cysteine proteinase [Coccomyxa subellipsoidea C-169]
OG0000290	PRW60861.1 Leucyl-cystinyl aminopeptidase [Chlorella sorokiniana]	EIE20598.1 hypothetical protein COCSUDRAFT_44006 [Coccomyxa subellipsoidea C-169], EIE24465.1 hypothetical protein COCSUDRAFT_40855 [Coccomyxa subellipsoidea C-169]
OG0000290	PRW60384.1 WD repeat-containing 55-like protein [Chlorella sorokiniana]	EIE22887.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0000291	PRW45597.1 MOTHER of FT and TF 1-like [Chlorella sorokiniana]	EIE22736.1 PEBP-like protein [Coccomyxa subellipsoidea C-169]
OG0000291	PRW18387.1 MOTHER of FT and TF 1-like [Chlorella sorokiniana], PRW57336.1 MFT2 - Corn MFT [Chlorella sorokiniana]	EIE26451.1 PEBP-like protein [Coccomyxa subellipsoidea C-169]
OG0000292	PRW51030.1 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex [Chlorella sorokiniana]	EIE18197.1 hypothetical protein COCSUDRAFT_45467 [Coccomyxa subellipsoidea C-169]
OG0000293	PRW20925.1 calcium-dependent kinase 26-like [Chlorella sorokiniana], PRW57858.1 calcium-dependent kinase 29-like [Chlorella sorokiniana], PRW57740.1 keratin-associated 5-1-like [Chlorella sorokiniana], PRW57981.1 Calcium-dependent kinase [Chlorella sorokiniana]	EIE18884.1 Pkinase-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000294	PRW57672.1 beta-carotene isomerase chloroplastic-like [Chlorella sorokiniana]	EIE23723.1 hypothetical protein COCSUDRAFT_33175 [Coccomyxa subellipsoidea C-169]
OG0000294	PRW60323.1 beta-carotene isomerase chloroplastic-like [Chlorella sorokiniana]	EIE24407.1 hypothetical protein COCSUDRAFT_61832 [Coccomyxa subellipsoidea C-169]
OG0000294	PRW44471.1 Peptide-N4-N-acetyl-beta-D-glucosaminylaspar agine amidase F precursor [Chlorella sorokiniana]	EIE22959.1 hypothetical protein COCSUDRAFT_15824 [Coccomyxa subellipsoidea C-169]
OG0000295	PRW45233.1 NLP1-like isoform X1 [Chlorella sorokiniana]	EIE20897.1 hypothetical protein COCSUDRAFT_54264 [Coccomyxa subellipsoidea C-169]
OG0000295	PRW21123.1 RWP-RK domain-containing transcription factor [Chlorella sorokiniana]	EIE21829.1 hypothetical protein COCSUDRAFT_66702 [Coccomyxa subellipsoidea C-169]
OG0000296	PRW58468.1 glucose-6-phosphate cytosolic [Chlorella sorokiniana], PRW05793.1 cytosolic phosphoglucose isomerase isoform C [Chlorella sorokiniana], PRW05792.1 cytosolic phosphoglucose isomerase isoform A [Chlorella sorokiniana], PRW05794.1 cytosolic phosphoglucose isomerase isoform B [Chlorella sorokiniana]	EIE25922.1 cytosolic phosphoglucose isomerase [Coccomyxa subellipsoidea C-169]
OG0000297	PRW58863.1 putative anion transporter chloroplastic [Chlorella sorokiniana], PRW58838.1 putative anion transporter chloroplastic [Chlorella sorokiniana]	EIE19438.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]
OG0000298	PRW59169.1 cytosolic Fe-S cluster assembly factor narfl [Chlorella sorokiniana]	EIE19363.1 iron hydrogenase [Coccomyxa subellipsoidea C-169], EIE18925.1 hypothetical protein COCSUDRAFT_59848 [Coccomyxa subellipsoidea C-169], EIE19327.1 rhomboid-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000299	PRW58194.1 COP9 signalosome complex subunit 5b-like [Chlorella sorokiniana]	EIE18115.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000300	PRW20574.1 LOW PSII ACCUMULATION chloroplastic [Chlorella sorokiniana]	EIE24963.1 hypothetical protein COCSUDRAFT_83655 [Coccomyxa subellipsoidea C-169]
OG0000301	PRW56106.1 peptidylglycine alpha-amidating monooxygenase [Chlorella sorokiniana]	EIE25453.1 hypothetical protein COCSUDRAFT_65252 [Coccomyxa subellipsoidea C-169]
OG0000302	PRW20261.1 Spermatogenesis-associated [Chlorella sorokiniana]	EIE21729.1 nuclear AAA ATPase [Coccomyxa subellipsoidea C-169]
OG0000302	PRW56325.1 cell division cycle 48-like protein [Chlorella sorokiniana]	EIE23964.1 AAA ATPase [Coccomyxa subellipsoidea C-169]
OG0000303	PRW33517.1 glucose-6-phosphate 1- cytoplasmic isoform [Chlorella sorokiniana]	EIE23058.1 glucose-6-phosphate dehydrogenase 1 [Coccomyxa subellipsoidea C-169]
OG0000303	PRW57282.1 glucose-6-phosphate 1- chloroplastic-like [Chlorella sorokiniana]	EIE27420.1 glucose-6-phosphate dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0000304	PRW60098.1 dynamin-related 3B-like isoform B [Chlorella sorokiniana], PRW60097.1 dynamin-related 3B-like isoform A [Chlorella sorokiniana]	EIE21671.1 hypothetical protein COCSUDRAFT_37405 [Coccomyxa subellipsoidea C-169]
OG0000305	PRW39307.1 ribonucleoside-diphosphate reductase small chain [Chlorella sorokiniana]	EIE24916.1 hypothetical protein COCSUDRAFT_47007 [Coccomyxa subellipsoidea C-169], EIE25942.1 ribonucleoside-diphosphate reductase small chain C [Coccomyxa subellipsoidea C-169]
OG0000305	PRW58060.1 ribonucleoside-diphosphate reductase small chain isoform A [Chlorella sorokiniana]	EIE25458.1 ribonucleotide reductase [Coccomyxa subellipsoidea C-169]
OG0000306	PRW45108.1 serine carboxypeptidase-like 25 [Chlorella sorokiniana], PRW58099.1 kinase-like superfamily [Chlorella sorokiniana], PRW44896.1 kinase-like superfamily [Chlorella sorokiniana]	EIE27304.1 hypothetical protein COCSUDRAFT_39018 [Coccomyxa subellipsoidea C-169], EIE27044.1 hypothetical protein COCSUDRAFT_34668 [Coccomyxa subellipsoidea C-169]
OG0000307	PRW58599.1 cystathionine gamma-synthase [Chlorella sorokiniana]	EIE26116.1 Cys/Met metabolism PLP-dependent enzyme [Coccomyxa subellipsoidea C-169]
OG0000307	PRW44988.1 Vacuolar sorting-associated [Chlorella sorokiniana]	EIE20787.1 hypothetical protein COCSUDRAFT_57345 [Coccomyxa subellipsoidea C-169]
OG0000307	PRW45000.1 methionine gamma-lyase [Chlorella sorokiniana]	EIE26481.1 cystathionine gamma-synthase [Coccomyxa subellipsoidea C-169]
OG0000308	PRW56492.1 proton phosphate symporter [Chlorella sorokiniana]	EIE24209.1 proton/phosphate symporter_ splice variant a [Coccomyxa subellipsoidea C-169], EIE19798.1 proton/phosphate symporter [Coccomyxa subellipsoidea C-169]
OG0000308	PRW59417.1 proton phosphate symporter [Chlorella sorokiniana], PRW20802.1 proton phosphate symporter [Chlorella sorokiniana]	EIE22305.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]
OG0000309	PRW51074.1 ferritin- chloroplastic [Chlorella sorokiniana]	EIE19589.1 ferritin [Coccomyxa subellipsoidea C-169]
OG0000310	PRW39229.1 solute carrier family 40 member chloroplastic [Chlorella sorokiniana]	EIE26017.1 hypothetical protein COCSUDRAFT_40198 [Coccomyxa subellipsoidea C-169]
OG0000310	PRW44534.1 20 kDa chloroplastic [Chlorella sorokiniana]	EIE21992.1 Cpn10-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000312	PRW57821.1 ARF guanine-nucleotide exchange factor GNOM-like [Chlorella sorokiniana]	EIE18029.1 Sec7-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000312	PRW57749.1 calcium uptake mitochondrial-like [Chlorella sorokiniana]	EIE18304.1 putative calcium binding atopy-related autoantigen 1 [Coccomyxa subellipsoidea C-169], EIE18603.1 hypothetical protein COCSUDRAFT_20509_ partial [Coccomyxa subellipsoidea C-169]
OG0000313	PRW44292.1 ABC transporter A family member 7-like isoform A [Chlorella sorokiniana], PRW58817.1 ABC transporter A family member 7-like [Chlorella sorokiniana]	EIE27381.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169], EIE27384.1 hypothetical protein COCSUDRAFT_55397 [Coccomyxa subellipsoidea C-169]
OG0000314	PRW57144.1 DNA polymerase delta small subunit [Chlorella sorokiniana], PRW57089.1 meiotic recombination [Chlorella sorokiniana]	EIE27345.1 DNA polymerase delta small subunit like protein [Coccomyxa subellipsoidea C-169]
OG0000315	PRW33076.1 alpha-glucan water chloroplastic [Chlorella sorokiniana]	EIE24570.1 R1 protein [Coccomyxa subellipsoidea C-169]
OG0000316	PRW59363.1 6-phosphogluconate decarboxylating [Chlorella sorokiniana], PRW59001.1 5 -3 exoribonuclease 1 [Chlorella sorokiniana]	EIE26896.1 decarboxylating 6-phosphogluconate dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0000317	PRW50984.1 26S protease regulatory subunit 6B-like protein [Chlorella sorokiniana]	EIE19621.1 26S proteasome subunit P45 [Coccomyxa subellipsoidea C-169]
OG0000317	PRW57564.1 26S proteasome regulatory subunit 4-like protein B [Chlorella sorokiniana]	EIE20773.1 26S proteasome subunit P45 [Coccomyxa subellipsoidea C-169]
OG0000318	PRW20481.1 Nex18 symbiotically induced [Chlorella sorokiniana]	EIE23265.1 hypothetical protein COCSUDRAFT_33294 [Coccomyxa subellipsoidea C-169]
OG0000319	PRW39290.1 Soluble starch synthase chloroplastic amyloplastic isoform A [Chlorella sorokiniana], PRW39289.1 Soluble starch synthase chloroplastic amyloplastic isoform B [Chlorella sorokiniana]	EIE23370.1 hypothetical protein COCSUDRAFT_23446 [Coccomyxa subellipsoidea C-169]
OG0000319	PRW44481.1 glycosyltransferase family 5 [Chlorella sorokiniana]	EIE23109.1 hypothetical protein COCSUDRAFT_66167 [Coccomyxa subellipsoidea C-169]
OG0000320	PRW39347.1 histone deacetylase isoform A [Chlorella sorokiniana], PRW39346.1 histone deacetylase isoform B [Chlorella sorokiniana]	EIE25990.1 Arginase/deacetylase [Coccomyxa subellipsoidea C-169]
OG0000320	PRW60354.1 riboflavin kinase isoform B [Chlorella sorokiniana], PRW60355.1 riboflavin kinase isoform A [Chlorella sorokiniana]	EIE24478.1 Flavokinase-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000321	PRW44838.1 AP-2 complex subunit sigma [Chlorella sorokiniana], PRW58003.1 AP-1 complex subunit sigma-1 [Chlorella sorokiniana]	EIE25151.1 sigma1 subunit of AP-1 complex of clathrin-coated vesicles [Coccomyxa subellipsoidea C-169]
OG0000322	PRW32987.1 SH3 domain-containing YSC84 1 [Chlorella sorokiniana], PRW57687.1 SH3 domain-containing [Chlorella sorokiniana], PRW56034.1 sh3 domain-containing [Chlorella sorokiniana], PRW60532.1 hypothetical protein C2E21_1173 [Chlorella sorokiniana]	EIE23115.1 hypothetical protein COCSUDRAFT_66170 [Coccomyxa subellipsoidea C-169]
OG0000322	PRW33838.1 hypothetical protein C2E21_7481 [Chlorella sorokiniana], PRW45086.1 SH3 domain-containing YSC84 1 isoform X3 [Chlorella sorokiniana]	EIE24664.1 hypothetical protein COCSUDRAFT_41000 [Coccomyxa subellipsoidea C-169]
OG0000323	PRW55919.1 hypothetical protein C2E21_5144 [Chlorella sorokiniana], PRW50804.1 short-chain dehydrogenase reductase SDR [Chlorella sorokiniana]	EIE26930.1 short chain dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0000324	PRW20465.1 lysine--tRNA ligase isoform X2 isoform B [Chlorella sorokiniana]	EIE24922.1 hypothetical protein COCSUDRAFT_14348 [Coccomyxa subellipsoidea C-169]
OG0000324	PRW20466.1 lysine--tRNA ligase isoform X2 isoform A [Chlorella sorokiniana]	EIE26354.1 lysyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]
OG0000325	PRW58025.1 Potassium transporter family isoform B [Chlorella sorokiniana], PRW58026.1 Potassium transporter family isoform C [Chlorella sorokiniana], PRW58027.1 Potassium transporter family isoform A [Chlorella sorokiniana]	EIE24503.1 potassium transporter [Coccomyxa subellipsoidea C-169]
OG0000327	PRW56955.1 Six-hairpin glycosidase [Chlorella sorokiniana]	EIE25034.1 hypothetical protein COCSUDRAFT_65070 [Coccomyxa subellipsoidea C-169], EIE20249.1 Six-hairpin glycosidase [Coccomyxa subellipsoidea C-169], EIE23810.1 Six-hairpin glycosidase [Coccomyxa subellipsoidea C-169], EIE22525.1 Six-hairpin glycosidase [Coccomyxa subellipsoidea C-169], EIE18595.1 Six-hairpin glycosidase [Coccomyxa subellipsoidea C-169]
OG0000328	PRW33873.1 translation factor GUF1 mitochondrial isoform X1 [Chlorella sorokiniana]	EIE23655.1 GTP-binding protein lepa [Coccomyxa subellipsoidea C-169]
OG0000330	PRW60192.1 carbonic anhydrase [Chlorella sorokiniana]	EIE20510.1 carbonic anhydrase [Coccomyxa subellipsoidea C-169], EIE19267.1 carbonic anhydrase [Coccomyxa subellipsoidea C-169], EIE19266.1 hypothetical protein COCSUDRAFT_58562 [Coccomyxa subellipsoidea C-169]
OG0000331	PRW20191.1 hypothetical protein C2E21_9173 [Chlorella sorokiniana], PRW58256.1 cellulose binding elicitor [Chlorella sorokiniana], PRW51078.1 mitochondrial fission process 1 [Chlorella sorokiniana], PRW57863.1 DEAD DEAH box helicase [Chlorella sorokiniana]	EIE18875.1 hypothetical protein COCSUDRAFT_49090 [Coccomyxa subellipsoidea C-169]
OG0000332	PRW57235.1 hypothetical protein C2E21_3942 [Chlorella sorokiniana], PRW61289.1 Capsular polysaccharide synthesis [Chlorella sorokiniana], PRW57907.1 glycosyl transferase [Chlorella sorokiniana], PRW60906.1 glycosyl transferase [Chlorella sorokiniana]	EIE20456.1 hypothetical protein COCSUDRAFT_57606 [Coccomyxa subellipsoidea C-169]
OG0000333	PRW50936.1 Carotene biosynthesis-related CBR [Chlorella sorokiniana]	EIE22644.1 hypothetical protein COCSUDRAFT_63786 [Coccomyxa subellipsoidea C-169], EIE20031.1 hypothetical protein COCSUDRAFT_58256 [Coccomyxa subellipsoidea C-169], EIE26971.1 hypothetical protein COCSUDRAFT_59463 [Coccomyxa subellipsoidea C-169]
OG0000333	PRW20936.1 Oxidoreductase HTATIP2 [Chlorella sorokiniana]	EIE18122.1 hypothetical protein COCSUDRAFT_20912_ partial [Coccomyxa subellipsoidea C-169]
OG0000335	PRW33799.1 hypothetical protein C2E21_7292 [Chlorella sorokiniana]	EIE24774.1 hypothetical protein COCSUDRAFT_32815 [Coccomyxa subellipsoidea C-169]
OG0000336	PRW58592.1 LRR repeats and ubiquitin-like domain-containing protein [Chlorella sorokiniana]	EIE18718.1 L domain-like protein [Coccomyxa subellipsoidea C-169]
OG0000340	PRW56139.1 chaperone 1 [Chlorella sorokiniana]	EIE26713.1 heat shock protein [Coccomyxa subellipsoidea C-169]
OG0000341	PRW59519.1 diphthine--ammonia ligase isoform X1 [Chlorella sorokiniana]	EIE21651.1 hypothetical protein COCSUDRAFT_37397 [Coccomyxa subellipsoidea C-169]
OG0000341	PRW57924.1 ATP-NAD kinase isoform B [Chlorella sorokiniana], PRW57923.1 ATP-NAD kinase isoform A [Chlorella sorokiniana]	EIE23545.1 ATP-NAD kinase [Coccomyxa subellipsoidea C-169]
OG0000342	PRW45685.1 ER membrane complex subunit 4 [Chlorella sorokiniana]	EIE20253.1 CBS-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000343	PRW59844.1 transcription elongation factor SPT5-like protein 1 [Chlorella sorokiniana]	EIE20992.1 transcription elongation factor Spt5 [Coccomyxa subellipsoidea C-169], EIE21064.1 amino acid transporter [Coccomyxa subellipsoidea C-169], EIE24778.1 amino acid transporter [Coccomyxa subellipsoidea C-169]
OG0000344	PRW39337.1 ATP-dependent zinc metalloprotease FTSH chloroplastic [Chlorella sorokiniana]	EIE25977.1 hypothetical protein COCSUDRAFT_22213 [Coccomyxa subellipsoidea C-169]
OG0000344	PRW33093.1 membrane AAA-metalloprotease [Chlorella sorokiniana]	EIE25827.1 membrane AAA-metalloprotease [Coccomyxa subellipsoidea C-169]
OG0000345	PRW61164.1 DNA-directed RNA polymerase II subunit RPB2 isoform A [Chlorella sorokiniana], PRW61165.1 DNA-directed RNA polymerase II subunit RPB2 isoform B [Chlorella sorokiniana]	EIE18939.1 RNA polymerase II second largest subunit [Coccomyxa subellipsoidea C-169]
OG0000345	PRW60975.1 DNA polymerase alpha catalytic subunit [Chlorella sorokiniana]	EIE26407.1 hypothetical protein COCSUDRAFT_52325 [Coccomyxa subellipsoidea C-169]
OG0000346	PRW61037.1 SUMO-activating enzyme subunit 2 [Chlorella sorokiniana]	EIE26355.1 hypothetical protein COCSUDRAFT_46053 [Coccomyxa subellipsoidea C-169]
OG0000346	PRW05923.1 ATP-dependent DNA helicase Q-like 3 [Chlorella sorokiniana]	EIE26436.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0000347	PRW32940.1 ribosomal RNA large subunit methyltransferase I [Chlorella sorokiniana]	EIE19183.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0000348	PRW57238.1 translocase of chloroplast chloroplastic-like [Chlorella sorokiniana]	EIE27062.1 hypothetical protein COCSUDRAFT_38832 [Coccomyxa subellipsoidea C-169], EIE27554.1 hypothetical protein COCSUDRAFT_45911 [Coccomyxa subellipsoidea C-169]
OG0000348	PRW57507.1 Ankyrin repeat domain-containing 2 [Chlorella sorokiniana]	EIE27198.1 hypothetical protein COCSUDRAFT_31947 [Coccomyxa subellipsoidea C-169]
OG0000349	PRW21104.1 Arabinanase levansucrase invertase [Chlorella sorokiniana]	EIE27260.1 Arabinanase/levansucrase/invertase [Coccomyxa subellipsoidea C-169], EIE26493.1 Arabinanase/levansucrase/invertase [Coccomyxa subellipsoidea C-169]
OG0000350	PRW57112.1 exocyst complex component SEC8 [Chlorella sorokiniana]	EIE27841.1 hypothetical protein COCSUDRAFT_83461 [Coccomyxa subellipsoidea C-169], EIE27842.1 hypothetical protein COCSUDRAFT_83462 [Coccomyxa subellipsoidea C-169]
OG0000350	PRW57191.1 serine threonine- kinase prpf4B-like [Chlorella sorokiniana]	EIE27798.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0000351	PRW39127.1 methionyl-tRNA synthetase [Chlorella sorokiniana]	EIE26032.1 nucleic acid-binding protein [Coccomyxa subellipsoidea C-169]
OG0000351	PRW59794.1 aminoacyl tRNA synthase complex-interacting multifunctional 1 [Chlorella sorokiniana]	EIE25722.1 nucleic acid-binding protein [Coccomyxa subellipsoidea C-169]
OG0000352	PRW56455.1 amine oxidase [Chlorella sorokiniana]	EIE20824.1 choline monooxygenase_ partial [Coccomyxa subellipsoidea C-169], EIE19726.1 choline monooxygenase [Coccomyxa subellipsoidea C-169]
OG0000353	PRW56898.1 U5 small nuclear ribonucleo 40 kDa [Chlorella sorokiniana]	EIE18817.1 Isy1-like splicing factor [Coccomyxa subellipsoidea C-169], EIE24861.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0000354	PRW61146.1 starch phosphorylase [Chlorella sorokiniana]	EIE26554.1 starch phosphorylase [Coccomyxa subellipsoidea C-169]
OG0000354	PRW61019.1 Alpha-glucan phosphorylase cytosolic [Chlorella sorokiniana]	EIE26692.1 glycosyl transferase [Coccomyxa subellipsoidea C-169]
OG0000355	PRW05883.1 putative ubiquitin conjugation factor E4 [Chlorella sorokiniana]	EIE21193.1 hypothetical protein COCSUDRAFT_57105 [Coccomyxa subellipsoidea C-169]
OG0000356	PRW56671.1 DEAD-box ATP-dependent RNA helicase 10 [Chlorella sorokiniana]	EIE25544.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000356	PRW56033.1 RNA helicase [Chlorella sorokiniana]	EIE19868.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000357	PRW56012.1 AAAP family transporter_ amino acid [Chlorella sorokiniana], PRW21130.1 glycerol dehydrogenase [Chlorella sorokiniana]	EIE22920.1 hypothetical protein COCSUDRAFT_47742 [Coccomyxa subellipsoidea C-169]
OG0000358	PRW58548.1 ribonuclease III [Chlorella sorokiniana], PRW58442.1 hybrid non-ribosomal peptide synthase polyketide synthase [Chlorella sorokiniana]	EIE19876.1 ribonuclease III [Coccomyxa subellipsoidea C-169]
OG0000359	PRW20538.1 hypothetical protein C2E21_8941 [Chlorella sorokiniana]	EIE18980.1 hypothetical protein COCSUDRAFT_45104 [Coccomyxa subellipsoidea C-169]
OG0000360	PRW50836.1 UDP-galactose transporter 2-like [Chlorella sorokiniana], PRW60898.1 UDP-galactose transporter 2 [Chlorella sorokiniana]	EIE19536.1 TPT-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000362	PRW59736.1 serine threonine- kinase tricorner-like [Chlorella sorokiniana]	EIE21693.1 serine/threonine protein kinase 19 [Coccomyxa subellipsoidea C-169]
OG0000362	PRW57390.1 serine threonine kinase [Chlorella sorokiniana]	EIE18303.1 serine/threonine protein kinase 15_ partial [Coccomyxa subellipsoidea C-169]
