Orthogroup	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A
OG0000352	PRW56455.1 amine oxidase [Chlorella sorokiniana]	XP_005845791.1 hypothetical protein CHLNCDRAFT_136500 [Chlorella variabilis]
OG0000353	PRW56898.1 U5 small nuclear ribonucleo 40 kDa [Chlorella sorokiniana]	XP_005846841.1 hypothetical protein CHLNCDRAFT_31371 [Chlorella variabilis], XP_005846842.1 hypothetical protein CHLNCDRAFT_35689 [Chlorella variabilis], XP_005842605.1 hypothetical protein CHLNCDRAFT_16011_ partial [Chlorella variabilis]
OG0000354	PRW61146.1 starch phosphorylase [Chlorella sorokiniana]	XP_005842621.1 hypothetical protein CHLNCDRAFT_141574_ partial [Chlorella variabilis]
OG0000354	PRW61019.1 Alpha-glucan phosphorylase cytosolic [Chlorella sorokiniana]	XP_005844455.1 hypothetical protein CHLNCDRAFT_58959 [Chlorella variabilis]
OG0000355	PRW05929.1 Serine threonine- kinase chloroplastic [Chlorella sorokiniana]	XP_005843214.1 hypothetical protein CHLNCDRAFT_28384 [Chlorella variabilis]
OG0000355	PRW05883.1 putative ubiquitin conjugation factor E4 [Chlorella sorokiniana]	XP_005843184.1 hypothetical protein CHLNCDRAFT_141464 [Chlorella variabilis]
OG0000356	PRW56671.1 DEAD-box ATP-dependent RNA helicase 10 [Chlorella sorokiniana]	XP_005850419.1 hypothetical protein CHLNCDRAFT_142335 [Chlorella variabilis]
OG0000356	PRW56033.1 RNA helicase [Chlorella sorokiniana]	XP_005850962.1 hypothetical protein CHLNCDRAFT_48551 [Chlorella variabilis]
OG0000357	PRW56012.1 AAAP family transporter_ amino acid [Chlorella sorokiniana]	XP_005847947.1 hypothetical protein CHLNCDRAFT_145403 [Chlorella variabilis], XP_005850718.1 hypothetical protein CHLNCDRAFT_50436 [Chlorella variabilis]
OG0000357	PRW21130.1 glycerol dehydrogenase [Chlorella sorokiniana]	XP_005844729.1 hypothetical protein CHLNCDRAFT_138717 [Chlorella variabilis]
OG0000358	PRW58548.1 ribonuclease III [Chlorella sorokiniana]	XP_005851019.1 hypothetical protein CHLNCDRAFT_140869 [Chlorella variabilis]
OG0000359	PRW20538.1 hypothetical protein C2E21_8941 [Chlorella sorokiniana]	XP_005844523.1 hypothetical protein CHLNCDRAFT_138919 [Chlorella variabilis]
OG0000359	PRW20472.1 chloroplastic isoform X1 [Chlorella sorokiniana]	XP_005844524.1 hypothetical protein CHLNCDRAFT_26830 [Chlorella variabilis]
OG0000360	PRW60898.1 UDP-galactose transporter 2 [Chlorella sorokiniana]	XP_005848787.1 hypothetical protein CHLNCDRAFT_16992_ partial [Chlorella variabilis]
OG0000362	PRW59736.1 serine threonine- kinase tricorner-like [Chlorella sorokiniana]	XP_005846340.1 hypothetical protein CHLNCDRAFT_135759 [Chlorella variabilis]
OG0000362	PRW57390.1 serine threonine kinase [Chlorella sorokiniana]	XP_005847152.1 hypothetical protein CHLNCDRAFT_58089 [Chlorella variabilis]
OG0000363	PRW60280.1 E set domain-containing isoform B [Chlorella sorokiniana], PRW60281.1 E set domain-containing isoform A [Chlorella sorokiniana]	XP_005852061.1 hypothetical protein CHLNCDRAFT_133057 [Chlorella variabilis]
OG0000363	PRW56843.1 G -activated inward rectifier potassium channel 2 [Chlorella sorokiniana]	XP_005850270.1 hypothetical protein CHLNCDRAFT_57031 [Chlorella variabilis]
OG0000364	PRW55997.1 heat shock [Chlorella sorokiniana]	XP_005850940.1 hypothetical protein CHLNCDRAFT_19791_ partial [Chlorella variabilis]
OG0000364	PRW59784.1 dnaJ ERDJ3B isoform X2 [Chlorella sorokiniana]	XP_005846493.1 hypothetical protein CHLNCDRAFT_53215 [Chlorella variabilis]
OG0000365	PRW56032.1 acyltransferase [Chlorella sorokiniana]	XP_005846753.1 hypothetical protein CHLNCDRAFT_52968 [Chlorella variabilis], XP_005850570.1 hypothetical protein CHLNCDRAFT_50241 [Chlorella variabilis], XP_005848779.1 hypothetical protein CHLNCDRAFT_144549 [Chlorella variabilis]
OG0000366	PRW58356.1 serine carboxypeptidase-like 21 [Chlorella sorokiniana]	XP_005851231.1 hypothetical protein CHLNCDRAFT_33865 [Chlorella variabilis], XP_005851227.1 hypothetical protein CHLNCDRAFT_137936 [Chlorella variabilis]
OG0000367	PRW20525.1 pyruvate carboxylase isoform A [Chlorella sorokiniana], PRW20526.1 pyruvate carboxylase isoform B [Chlorella sorokiniana]	XP_005844530.1 hypothetical protein CHLNCDRAFT_138936 [Chlorella variabilis]
OG0000368	PRW57413.1 GATA transcription factor 27-like isoform X1 [Chlorella sorokiniana]	XP_005847830.1 expressed protein [Chlorella variabilis]
OG0000369	PRW05946.1 dehydroascorbate reductase [Chlorella sorokiniana]	XP_005843180.1 hypothetical protein CHLNCDRAFT_141455 [Chlorella variabilis], XP_005843181.1 hypothetical protein CHLNCDRAFT_141456 [Chlorella variabilis]
OG0000369	PRW58797.1 dehydroascorbate reductase [Chlorella sorokiniana]	XP_005849684.1 hypothetical protein CHLNCDRAFT_143262 [Chlorella variabilis]
OG0000370	PRW20624.1 Transcription-associated 1 [Chlorella sorokiniana]	XP_005843889.1 hypothetical protein CHLNCDRAFT_59118_ partial [Chlorella variabilis]
OG0000371	PRW56161.1 E3 ubiquitin- ligase COP1-like isoform X1 [Chlorella sorokiniana]	XP_005850581.1 hypothetical protein CHLNCDRAFT_6949_ partial [Chlorella variabilis]
OG0000372	PRW18290.1 GDP-mannose 3_5-epimerase 2 [Chlorella sorokiniana]	XP_005850810.1 hypothetical protein CHLNCDRAFT_140350 [Chlorella variabilis]
OG0000372	PRW18309.1 pescadillo-family BRCT domain-containing [Chlorella sorokiniana]	XP_005842733.1 hypothetical protein CHLNCDRAFT_55698_ partial [Chlorella variabilis], XP_005850811.1 hypothetical protein CHLNCDRAFT_140351 [Chlorella variabilis]
OG0000374	PRW59214.1 NADH_ubiquinone oxidoreductase 76 kDa subunit [Chlorella sorokiniana]	XP_005849750.1 hypothetical protein CHLNCDRAFT_21051_ partial [Chlorella variabilis]
OG0000375	PRW32534.1 4-aminobutyrate aminotransferase [Chlorella sorokiniana]	XP_005846709.1 hypothetical protein CHLNCDRAFT_8428_ partial [Chlorella variabilis]
OG0000375	PRW32482.1 CCAAT enhancer-binding zeta [Chlorella sorokiniana]	XP_005846575.1 hypothetical protein CHLNCDRAFT_52919 [Chlorella variabilis]
OG0000376	PRW51153.1 root UVB sensitive 6 [Chlorella sorokiniana]	XP_005846161.1 hypothetical protein CHLNCDRAFT_8919_ partial [Chlorella variabilis]
OG0000376	PRW33194.1 hypothetical protein C2E21_7888 [Chlorella sorokiniana]	XP_005842701.1 hypothetical protein CHLNCDRAFT_136271_ partial [Chlorella variabilis]
OG0000376	PRW44917.1 hypothetical protein C2E21_6489 [Chlorella sorokiniana]	XP_005848407.1 hypothetical protein CHLNCDRAFT_22296_ partial [Chlorella variabilis]
OG0000377	PRW58587.1 Beta-mannosidase isoform A [Chlorella sorokiniana], PRW58588.1 Beta-mannosidase isoform B [Chlorella sorokiniana]	XP_005851388.1 hypothetical protein CHLNCDRAFT_137626 [Chlorella variabilis], XP_005851389.1 hypothetical protein CHLNCDRAFT_137627 [Chlorella variabilis]
OG0000378	PRW50773.1 glutamine cyclotransferase [Chlorella sorokiniana]	XP_005848878.1 hypothetical protein CHLNCDRAFT_144260 [Chlorella variabilis], XP_005848877.1 hypothetical protein CHLNCDRAFT_144259 [Chlorella variabilis], XP_005847697.1 hypothetical protein CHLNCDRAFT_134129 [Chlorella variabilis], XP_005847695.1 hypothetical protein CHLNCDRAFT_57899 [Chlorella variabilis], XP_005848879.1 hypothetical protein CHLNCDRAFT_144261 [Chlorella variabilis]
OG0000379	PRW58639.1 hypothetical protein C2E21_2984 [Chlorella sorokiniana]	XP_005851202.1 expressed protein [Chlorella variabilis], XP_005851201.1 hypothetical protein CHLNCDRAFT_137883 [Chlorella variabilis], XP_005848801.1 hypothetical protein CHLNCDRAFT_11543_ partial [Chlorella variabilis]
OG0000380	PRW32494.1 leucine-rich repeat-containing [Chlorella sorokiniana]	XP_005843088.1 hypothetical protein CHLNCDRAFT_55443 [Chlorella variabilis]
OG0000380	PRW32856.1 Amino acid permease 2 isoform B [Chlorella sorokiniana], PRW32855.1 Amino acid permease 2 isoform A [Chlorella sorokiniana]	XP_005844092.1 hypothetical protein CHLNCDRAFT_32765 [Chlorella variabilis], XP_005844000.1 hypothetical protein CHLNCDRAFT_59057 [Chlorella variabilis]
OG0000380	PRW60763.1 Amino acid permease 2 [Chlorella sorokiniana], PRW58370.1 Amino acid permease 2 [Chlorella sorokiniana]	XP_005851603.1 hypothetical protein CHLNCDRAFT_138133 [Chlorella variabilis]
OG0000381	PRW39110.1 putative magnesium transporter NIPA9 [Chlorella sorokiniana]	XP_005846194.1 hypothetical protein CHLNCDRAFT_136216 [Chlorella variabilis]
OG0000382	PRW60814.1 Mannosyl-oligosaccharide 1_2-alpha-mannosidase MNS1 [Chlorella sorokiniana]	XP_005852238.1 hypothetical protein CHLNCDRAFT_33654 [Chlorella variabilis]
OG0000382	PRW56395.1 mannosyl-oligosaccharide 1_2-alpha-mannosidase [Chlorella sorokiniana], PRW57135.1 mannosyl-oligosaccharide 1_2-alpha-mannosidase MNS1 [Chlorella sorokiniana]	XP_005847206.1 hypothetical protein CHLNCDRAFT_24374 [Chlorella variabilis]
OG0000383	PRW58416.1 mitochondrial uncoupling 1-like [Chlorella sorokiniana]	XP_005851508.1 hypothetical protein CHLNCDRAFT_48478 [Chlorella variabilis]
OG0000384	PRW44411.1 helicase and polymerase-containing TEBICHI isoform X1 [Chlorella sorokiniana]	XP_005847320.1 hypothetical protein CHLNCDRAFT_52598 [Chlorella variabilis]
OG0000385	PRW61138.1 soluble inorganic pyrophosphatase isoform B [Chlorella sorokiniana], PRW61137.1 soluble inorganic pyrophosphatase isoform A [Chlorella sorokiniana]	XP_005843156.1 hypothetical protein CHLNCDRAFT_141564 [Chlorella variabilis]
OG0000386	PRW58167.1 Carnosine synthase 1 [Chlorella sorokiniana]	XP_005851161.1 hypothetical protein CHLNCDRAFT_137776 [Chlorella variabilis]
OG0000386	PRW59983.1 delta-aminolevulinic acid dehydratase [Chlorella sorokiniana]	XP_005845470.1 hypothetical protein CHLNCDRAFT_137125 [Chlorella variabilis]
OG0000387	PRW45524.1 Something about silencing 10 [Chlorella sorokiniana]	XP_005846658.1 hypothetical protein CHLNCDRAFT_135352_ partial [Chlorella variabilis]
OG0000388	PRW61578.1 Chloroplast stem-loop binding of 41 kDa chloroplastic [Chlorella sorokiniana]	XP_005844539.1 hypothetical protein CHLNCDRAFT_138964 [Chlorella variabilis]
OG0000389	PRW58696.1 helicase domain-containing [Chlorella sorokiniana]	XP_005851473.1 hypothetical protein CHLNCDRAFT_137841 [Chlorella variabilis]
OG0000389	PRW33164.1 P-loop containing nucleoside triphosphate hydrolase isoform A [Chlorella sorokiniana], PRW33165.1 P-loop containing nucleoside triphosphate hydrolase isoform B [Chlorella sorokiniana]	XP_005844949.1 hypothetical protein CHLNCDRAFT_138311 [Chlorella variabilis]
OG0000390	PRW33035.1 Testosterone 17-beta-dehydrogenase 3 [Chlorella sorokiniana]	XP_005844467.1 hypothetical protein CHLNCDRAFT_138794 [Chlorella variabilis]
OG0000392	PRW20723.1 class VII chitinase [Chlorella sorokiniana]	XP_005851585.1 hypothetical protein CHLNCDRAFT_48490 [Chlorella variabilis]
OG0000393	PRW60828.1 alpha beta-hydrolase [Chlorella sorokiniana]	XP_005851855.1 hypothetical protein CHLNCDRAFT_56546 [Chlorella variabilis]
OG0000393	PRW44294.1 cytochrome b561 and DOMON domain-containing protein [Chlorella sorokiniana], PRW57965.1 cytochrome b561 and DOMON domain-containing protein [Chlorella sorokiniana], PRW60222.1 Ferric-chelate reductase 1 [Chlorella sorokiniana]	XP_005851853.1 hypothetical protein CHLNCDRAFT_133374 [Chlorella variabilis]
OG0000394	PRW60676.1 telomerase Cajal body 1 [Chlorella sorokiniana]	XP_005852179.1 hypothetical protein CHLNCDRAFT_133375 [Chlorella variabilis]
OG0000395	PRW21106.1 flagellar associated membrane [Chlorella sorokiniana]	XP_005844816.1 hypothetical protein CHLNCDRAFT_138736 [Chlorella variabilis]
OG0000395	PRW33063.1 flagellar associated membrane [Chlorella sorokiniana]	XP_005843985.1 hypothetical protein CHLNCDRAFT_54730 [Chlorella variabilis]
OG0000396	PRW33161.1 NADP-dependent glyceraldehyde-3-phosphate dehydrogenase [Chlorella sorokiniana]	XP_005842757.1 hypothetical protein CHLNCDRAFT_37743_ partial [Chlorella variabilis], XP_005849041.1 hypothetical protein CHLNCDRAFT_143478 [Chlorella variabilis]
OG0000396	PRW61488.1 phosphatidylinositol phosphatidylcholine transfer SFH12-like isoform X2 isoform B [Chlorella sorokiniana], PRW61489.1 phosphatidylinositol phosphatidylcholine transfer SFH12-like isoform X2 isoform A [Chlorella sorokiniana]	XP_005844416.1 hypothetical protein CHLNCDRAFT_26961_ partial [Chlorella variabilis]
OG0000397	PRW39083.1 extracellular endoglucanase precursor [Chlorella sorokiniana], PRW39190.1 non-catalytic module family expn [Chlorella sorokiniana]	XP_005846166.1 hypothetical protein CHLNCDRAFT_58394 [Chlorella variabilis]
OG0000398	PRW61189.1 KDEL motif-containing 2 Flags_Precursor [Chlorella sorokiniana]	XP_005844515.1 hypothetical protein CHLNCDRAFT_138890 [Chlorella variabilis], XP_005851843.1 hypothetical protein CHLNCDRAFT_133347 [Chlorella variabilis]
OG0000398	PRW57939.1 KDEL motif-containing 1 [Chlorella sorokiniana]	XP_005844213.1 hypothetical protein CHLNCDRAFT_139417 [Chlorella variabilis]
OG0000404	PRW57176.1 Lipoyl mitochondrial [Chlorella sorokiniana]	XP_005847137.1 hypothetical protein CHLNCDRAFT_24051 [Chlorella variabilis]
OG0000404	PRW45248.1 Lipoyl chloroplastic [Chlorella sorokiniana]	XP_005848552.1 hypothetical protein CHLNCDRAFT_10627_ partial [Chlorella variabilis]
OG0000405	PRW59887.1 class IV [Chlorella sorokiniana]	XP_005845359.1 hypothetical protein CHLNCDRAFT_137177 [Chlorella variabilis]
OG0000405	PRW58015.1 zeaxanthin chloroplastic-like [Chlorella sorokiniana]	XP_005849429.1 hypothetical protein CHLNCDRAFT_143971 [Chlorella variabilis]
OG0000406	PRW57362.1 Hypoxia-inducible factor 1-alpha inhibitor [Chlorella sorokiniana]	XP_005846894.1 hypothetical protein CHLNCDRAFT_52747 [Chlorella variabilis]
OG0000407	PRW61311.1 Calcium-dependent kinase 29 [Chlorella sorokiniana]	XP_005842866.1 hypothetical protein CHLNCDRAFT_59450 [Chlorella variabilis]
OG0000407	PRW61373.1 Pkinase-domain-containing [Chlorella sorokiniana]	XP_005844175.1 hypothetical protein CHLNCDRAFT_32668 [Chlorella variabilis]
OG0000408	PRW45481.1 arginine--tRNA chloroplastic mitochondrial-like isoform X2 isoform B [Chlorella sorokiniana], PRW45480.1 arginine--tRNA chloroplastic mitochondrial-like isoform X2 isoform A [Chlorella sorokiniana]	XP_005845135.1 hypothetical protein CHLNCDRAFT_26194 [Chlorella variabilis], XP_005845028.1 hypothetical protein CHLNCDRAFT_137251 [Chlorella variabilis]
OG0000409	PRW32994.1 phosphoenolpyruvate carboxykinase [ATP]-like [Chlorella sorokiniana]	XP_005843995.1 hypothetical protein CHLNCDRAFT_139487 [Chlorella variabilis]
OG0000409	PRW05911.1 phosphoenolpyruvate carboxykinase [Chlorella sorokiniana]	XP_005844689.1 hypothetical protein CHLNCDRAFT_49080 [Chlorella variabilis]
OG0000409	PRW60345.1 phosphoenolpyruvate carboxykinase [Chlorella sorokiniana]	XP_005851829.1 hypothetical protein CHLNCDRAFT_56532 [Chlorella variabilis]
OG0000410	PRW59062.1 Sn1-specific diacylglycerol lipase beta [Chlorella sorokiniana]	XP_005849499.1 hypothetical protein CHLNCDRAFT_142819 [Chlorella variabilis]
OG0000410	PRW59197.1 Sn1-specific diacylglycerol lipase beta isoform A [Chlorella sorokiniana], PRW59196.1 Sn1-specific diacylglycerol lipase beta isoform B [Chlorella sorokiniana]	XP_005842660.1 hypothetical protein CHLNCDRAFT_138759_ partial [Chlorella variabilis]
OG0000411	PRW60599.1 DNA replication complex GINS PSF1 isoform X1 [Chlorella sorokiniana], PRW60389.1 hypothetical protein C2E21_1164 [Chlorella sorokiniana]	XP_005851894.1 hypothetical protein CHLNCDRAFT_56579 [Chlorella variabilis]
OG0000411	PRW60301.1 alpha beta-hydrolase isoform A [Chlorella sorokiniana], PRW60300.1 alpha beta-hydrolase isoform B [Chlorella sorokiniana]	XP_005852225.1 expressed protein_ partial [Chlorella variabilis]
OG0000412	PRW58841.1 ABC transporter I family member 19-like [Chlorella sorokiniana]	XP_005843796.1 hypothetical protein CHLNCDRAFT_139944 [Chlorella variabilis]
OG0000412	PRW20596.1 ABC transporter I family member 20 [Chlorella sorokiniana]	XP_005844481.1 hypothetical protein CHLNCDRAFT_26750_ partial [Chlorella variabilis]
OG0000413	PRW44938.1 plastid acyl-ACP desaturase [Chlorella sorokiniana]	XP_005848353.1 hypothetical protein CHLNCDRAFT_35190 [Chlorella variabilis]
OG0000413	PRW59282.1 Acyl-[acyl-carrier] desaturase chloroplastic [Chlorella sorokiniana]	XP_005849748.1 hypothetical protein CHLNCDRAFT_48629 [Chlorella variabilis]
OG0000414	PRW20665.1 glycosyltransferase family 77 [Chlorella sorokiniana]	XP_005843950.1 hypothetical protein CHLNCDRAFT_37217 [Chlorella variabilis]
OG0000415	PRW44949.1 thymocyte nuclear 1 [Chlorella sorokiniana]	XP_005843073.1 hypothetical protein CHLNCDRAFT_28531 [Chlorella variabilis]
OG0000415	PRW33317.1 crossover junction endonuclease MUS81-like [Chlorella sorokiniana]	XP_005848408.1 hypothetical protein CHLNCDRAFT_144716 [Chlorella variabilis], XP_005846782.1 hypothetical protein CHLNCDRAFT_135296 [Chlorella variabilis]
OG0000416	PRW60560.1 malate synthase A isoform B [Chlorella sorokiniana], PRW60559.1 malate synthase A isoform A [Chlorella sorokiniana]	XP_005851977.1 hypothetical protein CHLNCDRAFT_49305 [Chlorella variabilis]
OG0000416	PRW60196.1 Malate synthase [Chlorella sorokiniana]	XP_005852109.1 hypothetical protein CHLNCDRAFT_133175 [Chlorella variabilis]
OG0000418	PRW58928.1 Cell division protease ftsH isoform 1 [Chlorella sorokiniana]	XP_005849660.1 hypothetical protein CHLNCDRAFT_34770 [Chlorella variabilis]
OG0000418	PRW56441.1 hypothetical protein C2E21_4760 [Chlorella sorokiniana]	XP_005850396.1 hypothetical protein CHLNCDRAFT_142278 [Chlorella variabilis]
OG0000419	PRW20831.1 Phosphatidylinositol 4-phosphate 5-kinase 2 isoform B [Chlorella sorokiniana], PRW20830.1 Phosphatidylinositol 4-phosphate 5-kinase 2 isoform A [Chlorella sorokiniana]	XP_005842770.1 hypothetical protein CHLNCDRAFT_28877_ partial [Chlorella variabilis]
OG0000419	PRW20798.1 phosphatidylinositol 4-phosphate 5-kinase 9-like [Chlorella sorokiniana]	XP_005848192.1 hypothetical protein CHLNCDRAFT_145618 [Chlorella variabilis]
OG0000420	PRW59700.1 ammonium transporter [Chlorella sorokiniana]	XP_005846324.1 hypothetical protein CHLNCDRAFT_36096 [Chlorella variabilis]
OG0000421	PRW56910.1 light-harvesting of photosystem I [Chlorella sorokiniana]	XP_005846968.1 hypothetical protein CHLNCDRAFT_134943 [Chlorella variabilis]
OG0000421	PRW59323.1 light-harvesting of photosystem I [Chlorella sorokiniana]	XP_005849804.1 hypothetical protein CHLNCDRAFT_59626 [Chlorella variabilis]
OG0000422	PRW56257.1 GTP-binding SAR1A-like [Chlorella sorokiniana]	XP_005850935.1 hypothetical protein CHLNCDRAFT_59583 [Chlorella variabilis]
OG0000422	PRW56232.1 urate oxidase [Chlorella sorokiniana]	XP_005850936.1 hypothetical protein CHLNCDRAFT_20118 [Chlorella variabilis]
OG0000423	PRW61018.1 cyclin-dependent kinase G-2-like isoform X1 [Chlorella sorokiniana]	XP_005845688.1 hypothetical protein CHLNCDRAFT_56262 [Chlorella variabilis]
OG0000424	PRW57231.1 Membrane transporter [Chlorella sorokiniana]	XP_005849447.1 hypothetical protein CHLNCDRAFT_57178 [Chlorella variabilis]
OG0000424	PRW33056.1 F-box [Chlorella sorokiniana]	XP_005844462.1 hypothetical protein CHLNCDRAFT_138776 [Chlorella variabilis]
OG0000425	PRW59133.1 ABC transporter A family member 2 [Chlorella sorokiniana]	XP_005849777.1 hypothetical protein CHLNCDRAFT_57211 [Chlorella variabilis]
OG0000425	PRW58771.1 ABC transporter A family member 2 [Chlorella sorokiniana]	XP_005846724.1 hypothetical protein CHLNCDRAFT_135156 [Chlorella variabilis]
OG0000426	PRW60881.1 heavy metal P-type ATPase [Chlorella sorokiniana]	XP_005846273.1 hypothetical protein CHLNCDRAFT_135599 [Chlorella variabilis]
